gene,dip_stat,dip_pval,raw_iqr,raw_cv,raw_mean,raw_std,frac_exact_0_or_1_after_norm0.3,low_true_spread,flagged_artificial_spread
JUNB,0.00191527759824552,0.9991273152236408,0.1364207725,-34.49367979724001,-0.003483284409470579,0.12015129706299643,0.6001347103726987,True,True
PBX1,0.002582377719408902,0.990099606540504,0.093584374,3.861147682540134,0.01769944857961978,0.06834018486543718,0.6001347103726987,True,True
EGR1,0.0027567712175724465,0.9723559783252497,0.34444353000000005,8.59650802694937,0.026199620081685738,0.22522524433523536,0.6001347103726987,False,False
FOS,0.002968505164358854,0.9325747370055186,0.23945904125,53.18268200647953,0.0032574100199585774,0.17323780125617716,0.6001347103726987,False,False
BACH2,0.0030588098821215416,0.9092282932038815,0.06235993225,-7.333317233715106,-0.006088555432558599,0.04464930848201171,0.6001347103726987,True,True
SOX11,0.003664050340907509,0.6583443289635826,0.29656713349999997,-43.68528670535622,-0.00772964623419994,0.3376718118720014,0.6001347103726987,False,False
ZEB1,0.004905165277665341,0.17893709340913289,0.0863614285,6.512888828561871,0.009104731976798685,0.05929810717874219,0.6001347103726987,True,True
ICAM1,0.007750940091327971,0.0010093759181757367,0.19215135375,-163.15065323928195,-0.0013239051875098837,0.21599599616911158,0.6001347103726987,False,False
STAT2,0.008004965819533708,0.0005934788036793259,0.107596729,7.270954325963324,0.015831464616030758,0.11510985613626412,0.6001347103726987,True,False
JUN,0.009367870325529205,2.453588581563526e-05,0.30505485499999996,-30.77077681302697,-0.007250697047210532,0.22310958057858896,0.6001347103726987,False,False
RORA_RORB,0.06860896554695511,0.0,0.40007356875,11.596352676477684,0.01820129082700882,0.21106858759713246,0.6001347103726987,False,False
RUNX1,0.015061997044993726,0.0,0.24002725175,46.0808534305701,0.009364038190439601,0.4315028713719082,0.6001347103726987,False,False
REST,0.05064483685439569,0.0,0.393784865,-989.2748881407092,-0.0002152515650314316,0.21294296791858208,0.6001347103726987,False,False
RBPJ,0.0569926926995698,0.0,0.29581763250000004,10.628012949023436,0.014216300829204078,0.15109102929999355,0.6001347103726987,False,False
SIX4,0.07078379611846602,0.0,0.5502563225,22.92122119609871,0.012868535672104853,0.2949625526102021,0.6001347103726987,False,False
SMAD3,0.017373979897999665,0.0,0.172709345,-417.94423975422984,-0.00028683625261055254,0.11988155953126961,0.6001347103726987,True,False
PROX1,0.06614842865698267,0.0,0.7251522349999999,20.966296249230126,0.016510711603652875,0.3461684707677876,0.6001347103726987,False,False
SIX1,0.08092752954198834,0.0,0.4993547625,53.08566410854033,0.004803197954337683,0.2549809532507983,0.6001347103726987,False,False
STAT1,0.04356259234656129,0.0,0.2177190025,16.882775332369917,0.008313723757301062,0.14035873036990013,0.6001347103726987,False,False
SOX9,0.017013128327100648,0.0,0.20464956425,98.50165858987289,0.002881391399059945,0.2838218318539989,0.6001347103726987,False,False
TBX15,0.05431613941824349,0.0,0.21082637999999998,15.251484883243862,0.007617279436183769,0.11617482217240108,0.6001347103726987,True,False
TCF4,0.07818799273782508,0.0,0.721808055,17.61964968989968,0.019485056495884126,0.3433198696453825,0.6001347103726987,False,False
TCF7L1,0.014494046083437392,0.0,0.09222199225,37.30678548263772,0.002587622383572563,0.09653587317401331,0.6001347103726987,True,False
TCF7L2,0.024914245667714812,0.0,0.22892516550000003,-451.79194690946,-0.0005005328147507865,0.22613669486832993,0.6001347103726987,False,False
TEAD1,0.07778255633180377,0.0,0.47784256999999997,14.478500791260142,0.016347297479833853,0.23668435949673938,0.6001347103726987,False,False
TFDP1,0.029167029741438446,0.0,0.2676166425,-219.7248320631553,-0.000764098467597216,0.1678914074725126,0.6001347103726987,False,False
THRB,0.03985800915007813,0.0,0.15818113675,33.76678092231106,0.0032386727457954676,0.10935955308633516,0.6001347103726987,True,False
ZBTB20,0.08906625358130844,0.0,0.8518977775000001,12.327703224731955,0.03528613631282331,0.4349970164119233,0.6001347103726987,False,False
PKNOX2,0.027105148483112025,0.0,0.10133261825,-14.974868929201776,-0.004020604713036722,0.060208028593855836,0.6001347103726987,True,False
ASCL1,0.08622010476105506,0.0,1.391290185,18.06473030694266,0.038765492537904095,0.7002881679130357,0.6001347103726987,False,False
NR6A1,0.037434633135750205,0.0,0.183526318,14.143636511957602,0.006994162140161653,0.09892288701614188,0.6001347103726987,True,False
HSF2,0.04827441505288816,0.0,0.24147383625000002,16.028614457876554,0.008311746866692634,0.1332257859976797,0.6001347103726987,False,False
CREB1,0.09400855665848087,0.0,0.49605517,21.241870996592667,0.011791048038284707,0.2504639213438708,0.6001347103726987,False,False
CUX2,0.018601454678468427,0.0,0.179829981,11.866159328998119,0.010499546524998266,0.12458929194785795,0.6001347103726987,True,False
EHF,0.017727944660831375,0.0,0.19572196149999999,11.298593292566027,0.018444125942230688,0.20839267765813071,0.6001347103726987,False,False
EPCAM,0.06884177292521505,0.0,0.4888454925,17.221536733229037,0.014764755623055445,0.2542717813195993,0.6001347103726987,False,False
ESR1,0.02686177754695989,0.0,0.085776403,27.034156964656848,0.006368599063991139,0.17216970674090312,0.6001347103726987,False,False
ETS1,0.043823872919277126,0.0,0.215731684,66.74802529740691,0.001947905899793421,0.13001887227637943,0.6001347103726987,True,False
FOXO3,0.024846099502895215,0.0,0.10744001475,14.607336215296996,0.005616301728212886,0.08203920763055919,0.6001347103726987,True,False
GRHL2,0.038048012483054665,0.0,0.16312925125,10.84528210707937,0.014226992409888518,0.15429574622051795,0.6001347103726987,False,False
HES1,0.031181560788822834,0.0,0.15949376769999998,-81.75617601901071,-0.0032888296764585225,0.268882137925089,0.6001347103726987,False,False
JUND,0.01766265877141514,0.0,0.2732213785,30.422651172163903,0.007848431878647517,0.23877010529258444,0.6001347103726987,False,False
NFYC,0.02592679101686126,0.0,0.134153841,32.01827912626302,0.002754122072303323,0.08818224925880973,0.6001347103726987,True,False
KMT2A,0.042935089569638304,0.0,0.31279938,10.08975748088279,0.01950417289059901,0.1967923743313527,0.6001347103726987,False,False
LMX1B,0.059866931222596696,0.0,0.2084415245,10.887557048660335,0.00948986491389066,0.10332144563406466,0.6001347103726987,True,False
MEIS2,0.0543547018021578,0.0,0.88697923,18.03036068980431,0.025866826874155036,0.46638821844173867,0.6001347103726987,False,False
NCAM1,0.05418515573067969,0.0,0.526318045,16.1028735537345,0.01668281161859564,0.2686412060150184,0.6001347103726987,False,False
NFATC2,0.06481457491064722,0.0,0.2847190825,9.418172550388515,0.014608369795198698,0.1375841474110651,0.6001347103726987,False,False
NFIA,0.04621934940470186,0.0,0.21205225875,81.12847326088078,0.0038212004978861653,0.31000816241722207,0.6001347103726987,False,False
NFIB,0.05160079579075909,0.0,0.5681517825,70.15636002601063,0.0046050775169796465,0.32307547622891114,0.6001347103726987,False,False
BACH1,0.03362797824096411,0.0,0.1126247575,-14.647726702689637,-0.004455078930260221,0.06525677860936262,0.6001347103726987,True,False
NFKB1,0.04104185734000385,0.0,0.13500275550000002,12.888670361099612,0.0071168867978450845,0.09172720793468707,0.6001347103726987,True,False
NFIX,0.03768666150509343,0.0,0.273965005,-64.63986379036533,-0.002510515662314099,0.16227939045556217,0.6001347103726987,False,False
