Gene,Club cells_1_corr,Club cells_1_pval,Club cells_1_ci_low,Club cells_1_ci_high,NE_7_corr,NE_7_pval,NE_7_ci_low,NE_7_ci_high
Wdr89,0.00403021186530536,0.7909258683070015,-0.025759838305353694,0.03381311043747148,-0.004030212767068598,0.7909258226117123,-0.03381311133821834,0.025759837404174205
Trdmt1,0.004033197591142596,0.7907745757617409,-0.025756854512022396,0.03381609279782554,-0.00403322315019942,0.790773280668542,-0.03381611832807014,0.025756828969506335
Sars,0.0040368748614438696,0.7905882521401809,-0.025753179621098583,0.033819765922412044,-0.004036823538002577,0.7905908525655135,-0.03381971465683778,0.025753230911336585
Pcdhb2,0.004037621432781452,0.7905504255750423,-0.025752433532731597,0.03382051165197492,-0.0040376622414896954,0.7905483579325133,-0.033820552414669545,0.025752392750422296
Cdk5,0.0040442362973014566,0.7902152914749896,-0.025745822946038256,0.03382711905664897,-0.004044288541918223,0.790212644719005,-0.03382717124233705,0.025745770735197664
Npm3,0.0040534122219284905,0.7897504685777558,-0.025736652951159327,0.033836284628910064,-0.004053388951922876,0.7897516472670707,-0.03383626138516423,0.025736676206133534
Hist1h2bb,0.004053712227879623,0.7897352725003332,-0.02573635313899609,0.03383658429630704,-0.004053654695533055,0.7897381866563064,-0.03383652682888565,0.025736410634180234
Riok1,0.0040586663776415914,0.7894843435627812,-0.025731402188576544,0.03384153285457887,-0.004058700419966144,0.7894826193858977,-0.03384156685847657,0.025731368168231142
Eef1akmt4,0.0040638628006124675,0.7892211668744519,-0.025726209119835464,0.03384672341104928,-0.004063866226182556,0.7892209933918434,-0.033846726832751535,0.02572620569647601
Gm42849,0.004063885131334746,0.7892200359703377,-0.025726186803523936,0.033846745716557824,-0.004063893159798241,0.7892196293816094,-0.03384675373595634,0.025726178780241464
Anapc13,0.0040772779124139055,0.7885418597985483,-0.02571280265989744,0.03386012337043569,-0.004077317884108314,0.7885398359736613,-0.03386016329696593,0.025712762713966126
Prps1l3,0.004077661031386447,0.7885224619877553,-0.025712419787854015,0.033860506056516755,-0.004077678409106568,0.78852158213434,-0.03386052341460134,0.025712402421334036
Ubiad1,0.004079553810667451,0.7884266300398242,-0.025710528228385175,0.03386239669699191,-0.004079499466737839,0.7884293814436629,-0.03386234241447291,0.025710582537295513
Otub1,0.004080163204858468,0.7883957769213632,-0.025709919226876248,0.03386300540253331,-0.004080172953105995,0.7883952833784362,-0.0338630151397646,0.02570990948491013
Mettl27,0.004086143094355765,0.7880930377246899,-0.02570394318953354,0.03386897853324785,-0.004086165496756799,0.7880919036359477,-0.03386900091032453,0.025703920801559796
Kin,0.004105408136477211,0.787117939255943,-0.0256846905431824,0.03388822178654609,-0.004105414539997583,0.7871176151976681,-0.03388822818282039,0.025684684143778596
Nbdy,0.004117004992939602,0.7865311260606566,-0.025673101137868814,0.03389980551627994,-0.004117077327813186,0.7865274662194977,-0.03389987776925103,0.02567302884944631
4930522L14Rik,0.004120499971253377,0.7863543002093374,-0.02566960840355908,0.033903296536984255,-0.004120510864524296,0.7863537490895383,-0.03390330741791882,0.025669597517281217
Rps27a,0.0041210569405821145,0.7863261217739349,-0.02566905179177379,0.03390385287555035,-0.004120817939558655,0.786338213383778,-0.03390361414519561,0.025669290639374096
Zfp697,0.004125330008584081,0.7861099461606158,-0.02566478146623027,0.03390812110372814,-0.004125342859284501,0.7861092960652132,-0.03390813393987177,0.025664768623775803
Gm49890,0.004131635319667361,0.7857909889521324,-0.025658480199914905,0.03391441927121435,-0.004131629658983311,0.7857912752844618,-0.03391441361694464,0.025658485856968765
Amd2,0.004132036433347218,0.7857706996380038,-0.025658079343463716,0.033914819930372764,-0.004132033042891638,0.7857708711349567,-0.033914816543759115,0.02565808273174508
Atp5k,0.0041322616285516265,0.7857593087757582,-0.025657854292669684,0.03391504487039333,-0.004132227149281152,0.7857610528091269,-0.03391501043019383,0.025657888749829917
Sp3os,0.004143169028438187,0.785207643744612,-0.025646953883729694,0.03392593990675823,-0.004143190567388973,0.7852065544727773,-0.03392596142128765,0.025646932358576992
Fbxw8,0.004145802731817574,0.785074454724221,-0.025644321867324182,0.03392857062377777,-0.004145738989640255,0.7850776781557784,-0.033928506953882664,0.02564438556867741
Glt8d2,0.004147609928262076,0.784983066626609,-0.025642515828209672,0.033930375770801005,-0.004147615447490836,0.7849827875293263,-0.033930381283770475,0.025642510312515132
Hectd3,0.004148304936514643,0.7849479215504532,-0.02564182126498915,0.03393106999083921,-0.0041483020369183455,0.7849480681759065,-0.03393106709453143,0.025641824162728817
Mblac2,0.004155492047184217,0.7845845104950109,-0.025634638754728822,0.033938248948864366,-0.004155458486342333,0.7845862073656946,-0.033938215426099115,0.025634672294095842
Tmem161b,0.004160034766589193,0.7843548353784363,-0.025630098941494043,0.033942786513684875,-0.004160063317704557,0.7843533919234056,-0.033942815032399654,0.02563007040864015
Hist1h4a,0.004174068248984466,0.783645435915272,-0.02561607442915129,0.03395680406465353,-0.004174095584996283,0.7836440542415627,-0.03395683136962087,0.025616047110600917
E2f4,0.004175439890270909,0.7835761084026244,-0.02561470366397427,0.03395817414816383,-0.004175369263450324,0.7835796780854063,-0.033958103601557016,0.02561477424568607
Cnbd2,0.004211051791751145,0.7817767618630749,-0.025579114469698485,0.033993745565944485,-0.004211046110346316,0.781777048832055,-0.03399373989100431,0.025579120147486704
Heatr1,0.004215944225026937,0.7815296550324327,-0.025574225150083528,0.03399863243159449,-0.004215919495897744,0.7815309039949245,-0.03399860773061081,0.025574249863478102
Tmem42,0.004238078661811993,0.7804119655667752,-0.025552104782370025,0.03402074166142761,-0.004238067227610635,0.7804125428256403,-0.034020730240255176,0.025552116209311117
Morf4l1,0.0042456088673315595,0.780031827318502,-0.025544579356542724,0.034028263284816854,-0.004245590905298661,0.780032734011559,-0.03402824534325919,0.025544597307178493
Atg7,0.004250860415183872,0.779766750890508,-0.025539331140038302,0.0340335088455145,-0.004250942385996477,0.7797626135454954,-0.03403359072286128,0.025539249221211313
Cdh11,0.004258804868321209,0.7793657963866112,-0.025531391723386813,0.03404144423826636,-0.004258807378963251,0.7793656696844221,-0.0340414467460445,0.025531389214335832
Cgrrf1,0.004263862705248369,0.7791105592190654,-0.025526337090980997,0.03404649630494173,-0.004263885147538515,0.7791094267510887,-0.03404651872162511,0.02552631466290634
Dlx1as,0.004266793102664479,0.7789626914119907,-0.02552340854949585,0.034049423358506824,-0.004266776069887769,0.7789635508625341,-0.03404940634516754,0.025523425571486538
Ak7,0.0042677985046476775,0.7789119606859993,-0.025522403784153755,0.03405042761311684,-0.004267833777024479,0.7789101809241457,-0.03405046284523942,0.02552236853411105
Sapcd1,0.004284008604551582,0.7780941591029126,-0.025506203940508416,0.034066619205616724,-0.004284028632903202,0.7780931488217813,-0.0340666392110919,0.02550618392481922
Grp,0.004285310805390167,0.7780284735521177,-0.02550490256290368,0.03406791991902745,-0.004285295425888659,0.7780292493149277,-0.03406790455709364,0.025504917932683065
Dcp2,0.004288047979890574,0.7778904102991807,-0.025502167118478986,0.034070653966684586,-0.004288159652370153,0.7778847776811018,-0.03407076551158434,0.025502055516574345
Ripor1,0.00429287152297801,0.7776471275445026,-0.02549734662310474,0.034075471998456286,-0.004292920433663915,0.7776446607709815,-0.034075520853250406,0.025497297743315522
Gm17092,0.004302674130287601,0.7771527852426143,-0.025487550205217646,0.034085263401172766,-0.004302712513259641,0.7771508497789079,-0.034085301740261,0.02548751184646959
Gm16023,0.004319498964844035,0.7763045246069664,-0.025470735980620367,0.034102068991250144,-0.004319509223433296,0.7763040074790978,-0.03410207923810035,0.025470725728495163
Atg12,0.004347958872702565,0.7748702638104029,-0.025442293981579128,0.0341304963079309,-0.004347960536050336,0.7748701800069867,-0.03413049796937247,0.025442292319276635
Rbm27,0.004368041231186204,0.7738586581428577,-0.025422224231193006,0.034150555639879364,-0.004368038845986512,0.773858778269415,-0.03415055325741598,0.025422226614896647
Sptbn5,0.004384533304081694,0.7730281922866562,-0.025405742494385302,0.03416702878493534,-0.004384582630081256,0.7730257088425025,-0.03416707805429951,0.02540569319927556
Gm37584,0.004390541386110044,0.7727257170616885,-0.025399738173781498,0.0341730299675074,-0.004390538200165098,0.7727258774480633,-0.03417302678522165,0.025399741357732417
Ddx11,0.0043918313832391085,0.7726607770121801,-0.025398448983988756,0.03417431848297203,-0.004391809430737721,0.7726618821149185,-0.03417429655568567,0.025398470922752145
Spag1,0.004391978987113774,0.772653346552183,-0.025398301472484702,0.03417446591730558,-0.0043919053061611275,0.7726570556891418,-0.03417439232098469,0.025398375107327918
Coq8a,0.004393412083965231,0.7725812047539662,-0.02539686927239882,0.0341758973680025,-0.004393450034443337,0.7725792943614687,-0.03417593527488638,0.025396831345666702
Tmem14a,0.0043943325479550615,0.7725348698237374,-0.025395949384328185,0.03417681677461903,-0.004394349528991669,0.7725340150286055,-0.034176833736148375,0.025395932413915863
Osbp,0.004398498796198639,0.7723251565809603,-0.025391785742206748,0.034180978236298454,-0.004398559626874582,0.7723220947169522,-0.034181038997078944,0.02539172494957469
Gm31356,0.004405104220708254,0.7719926984646791,-0.025385184447484055,0.034187576069780144,-0.004405153270092384,0.771990229912865,-0.03418762506278646,0.02538513542875644
Msantd2,0.0044057241080848195,0.7719615010131028,-0.025384564947534816,0.03418819524464194,-0.004405788320214182,0.7719582693910116,-0.0341882593829629,0.025384500775536487
Gm13844,0.00441583548574837,0.7714526715816489,-0.025374459886214566,0.03419829499679552,-0.004415808703132826,0.7714540192191466,-0.0341982682449812,0.02537448665210767
Gpr22,0.004418714474467323,0.771307811739055,-0.025371582694819688,0.03420117067429786,-0.004418710064511941,0.7713080336252661,-0.03420116626941488,0.025371587102022353
C330013E15Rik,0.004431169831745135,0.7706811970765152,-0.025359135107611418,0.0342136117005907,-0.0044311509985920225,0.7706821444379274,-0.03421359288911376,0.025359153929022753
Fbxo42,0.004431820960794059,0.770648443635221,-0.025358484384504554,0.03421426208020446,-0.004431756738044057,0.7706516741841328,-0.03421419793137455,0.025358548567216435
Gm37696,0.004437623301770119,0.7703565892381928,-0.025352685659844405,0.03422005774170017,-0.004437618181881458,0.7703568467513122,-0.034220052627706256,0.025352690776542976
Mpz,0.004442443781480107,0.7701141466101057,-0.02534786818297957,0.03422487267069561,-0.004442409887063449,0.770115851227532,-0.03422483881531273,0.025347902056287043
Thap11,0.004443714113647324,0.7700502598869129,-0.025346598641916268,0.03422614153986304,-0.004443765493172591,0.7700476759738976,-0.03422619286021418,0.02534654729438576
Gm26586,0.004445463834891544,0.7699622665923946,-0.0253448500101599,0.034227889245853634,-0.004445443818007465,0.7699632732226205,-0.034227869252025166,0.025344870014581224
Gfod2,0.004467580703229173,0.7688502671968178,-0.025322746897477225,0.034249980625231165,-0.004467541027004471,0.7688522616267166,-0.03424994099475806,0.025322786549051256
D3Ertd751e,0.004469150518655093,0.7687713575184324,-0.025321178057295834,0.034251548630390496,-0.004469143413542805,0.7687717146646609,-0.03425154153347196,0.02532118515799442
Gm15990,0.004475846740011895,0.7684347864557076,-0.025314485994304525,0.03425823712820831,-0.004475855036460483,0.7684343694797364,-0.03425824541508597,0.02531447770300639
D730003I15Rik,0.004476267150150412,0.7684136569055575,-0.025314065845152386,0.0342586570533494,-0.0044762170415901335,0.768416175321374,-0.03425860700259638,0.025314115922606326
Keap1,0.004479426894907329,0.7682548556185429,-0.025310908061596357,0.034261813152595896,-0.0044793841714546945,0.7682570027332563,-0.0342617704784388,0.02531095075853522
Zc2hc1c,0.004480582461587626,0.768196782001694,-0.025309753212008568,0.03426296738590928,-0.00448057611808373,0.7681971007942996,-0.03426296104972515,0.025309759551576185
March2,0.004483573792298176,0.7680464571303502,-0.025306763737213477,0.03426595526466168,-0.004483616044502491,0.768044333871168,-0.03426599746810367,0.02530672151121994
Pdzd7,0.0044905035969950895,0.7676982436201298,-0.025299838229938,0.03427287707040556,-0.004490518532671478,0.7676974931727544,-0.03427289198883887,0.025299823303520673
Homer3,0.004497009139939992,0.7673713913471707,-0.0252933367187123,0.03427937510151523,-0.004497055207486247,0.7673690769633535,-0.03427942111585913,0.025293290679706776
Eif2ak3,0.004501343374974488,0.7671536531389981,-0.02528900516836054,0.034283704330487635,-0.00450132466020841,0.7671545932699494,-0.034283685637339606,0.025289023871536847
Kxd1,0.004509438741747532,0.766747016830119,-0.025280914812969398,0.03429179034408017,-0.004509455744531971,0.7667461628351032,-0.03429180732721593,0.025280897820706312
Gm20324,0.004516420791051542,0.7663963548466115,-0.025273937082721472,0.03429876432337064,-0.004516428086722959,0.7663959884584712,-0.034298771610608035,0.0252739297915616
Cluap1,0.004537373217875833,0.7653443409047109,-0.025252997599523805,0.03431969251548535,-0.004537415887860778,0.765342198900514,-0.034319735136089234,0.025252954955872108
Rassf5,0.004563247760109592,0.7640457862992238,-0.02522713900554243,0.03434553709378072,-0.004563259945676121,0.7640451749033157,-0.03434554926522641,0.02522712682747731
Sp2,0.004564193825578838,0.7639983190580073,-0.025226193522442673,0.03434648206290677,-0.004564240789898275,0.7639959627254882,-0.03434652897280045,0.02522614658703167
Mcrip2,0.0045679455396567484,0.7638100918539324,-0.025222444117282528,0.03435022942880541,-0.004567915143658633,0.7638116167951621,-0.03435019906803916,0.025222474494577398
E130317F20Rik,0.004571596909650547,0.7636269124082521,-0.025218794993646924,0.034353876566113065,-0.00457161900473639,0.7636258039972623,-0.03435389863558375,0.02521877291215178
Gm43625,0.004582259861288308,0.7630920564390087,-0.02520813859741603,0.03436452715266399,-0.004582260008498022,0.7630920490557171,-0.034364527299702956,0.025208138450296774
Emc3,0.004599651252500942,0.7622199430788905,-0.025190757883617753,0.034381898361769886,-0.004599675127345211,0.7622187460516817,-0.034381922208895854,0.025190734023419026
Zfp418,0.004600290269915582,0.7621879044803114,-0.02519011925818371,0.03438253663728421,-0.004600284784171166,0.7621881795189122,-0.03438253115790886,0.02519012474056321
Cog1,0.004609083026592855,0.7617471009150715,-0.02518133189261491,0.03439131918308883,-0.004609048038201842,0.7617488548203203,-0.03439128423533833,0.02518136685956259
Meak7,0.00461355374462889,0.7615230019111261,-0.025176863913947613,0.034395784707595176,-0.0046135349362256784,0.7615239446584072,-0.034395765921043736,0.02517688271082874
Cbln3,0.004623876454951527,0.7610056426115588,-0.02516654752417201,0.034406095421721294,-0.004623853179272542,0.7610068090348521,-0.03440607217309849,0.02516657078560654
Nupr1l,0.004624821413700624,0.7609582879790815,-0.025165603143699707,0.03440703928200107,-0.0046248294029081665,0.7609578876204607,-0.034407047261921314,0.02516559515938101
Prkab2,0.004655378971309685,0.7594274432604579,-0.025135064257427897,0.03443756128927532,-0.004655377679185992,0.7594275079722275,-0.03443755999865604,0.02513506554876325
Sdf2,0.004657512162754978,0.7593206116721114,-0.02513293236733309,0.034439691996914046,-0.004657546181832363,0.7593189080121985,-0.034439725976378725,0.025132898369006798
Ccdc69,0.004665523750859036,0.7589194272411612,-0.025124925664267425,0.03444769425421343,-0.004665548307324786,0.7589181976630417,-0.03444771878207329,0.025124901122769022
Cldn34c1,0.004673537329802811,0.7585182079945585,-0.02511691696775254,0.034455698496213646,-0.004673520101064167,0.7585190705234323,-0.034455681287553,0.025116934185998342
Dock7,0.0046776356537891785,0.7583130405838097,-0.02511282113927192,0.034459792043601035,-0.004677681127103492,0.7583107642261494,-0.03445983746391057,0.025112775693641103
Gm16279,0.004682528774437894,0.7580681069020674,-0.025107930996777772,0.034464679460006,-0.004682495533928324,0.7580697707318499,-0.034464646258251956,0.02510796421706061
Arhgef39,0.004688463708029464,0.7577710560329127,-0.025101999673517672,0.03447060747292984,-0.004688416946983843,0.7577733963422238,-0.03447056076642001,0.025102046406125872
9430038I01Rik,0.004689445935604324,0.7577218977575882,-0.02510101804324799,0.034471588554936664,-0.004689430715101198,0.7577226595019797,-0.034471573352185585,0.025101033254495773
Nt5m,0.004702666294938089,0.757060343955604,-0.025087805717793944,0.034484793489833375,-0.004702712607218468,0.7570580267768676,-0.03448483974806208,0.02508775943363878
Prelid1,0.004704688053527539,0.7569591897510237,-0.02508578518688942,0.03448681288868308,-0.004704645316809116,0.756961327944847,-0.03448677020184827,0.025085827897659077
Atp6v0d1,0.004711962674327822,0.7565952546784884,-0.025078514981488467,0.034494079016738836,-0.004712022064916698,0.7565922837052341,-0.03449413833797931,0.025078455626934296
Alg2,0.0047162355403104275,0.7563815166839463,-0.025074244707492924,0.034498346892903035,-0.004716231755943134,0.7563817059779403,-0.034498343112955576,0.025074248489565038
Ctss,0.004731441224732271,0.7556210466815686,-0.025059048238257765,0.034513534811438436,-0.004731435529436869,0.7556213314716734,-0.03451352912279983,0.025059053930104193
Dusp23,0.004741933268354634,0.7550964542198287,-0.0250485625451603,0.03452401458843665,-0.004741899213972985,0.7550981567249033,-0.034523980573879794,0.025048596578940437
Nup160,0.004746163572630317,0.7548849748413613,-0.02504433479950889,0.034528239945059325,-0.004746060772170956,0.7548901137758498,-0.034528137264845306,0.025044437537803856
Skp1a,0.004746320340178811,0.7548771381447131,-0.025044178126757983,0.034528396529236144,-0.004746314848315042,0.7548774126785945,-0.03452839104379626,0.02504418361530084
D230022J07Rik,0.004746358787825113,0.7548752161784639,-0.025044139702360812,0.034528434931909845,-0.004746357028468033,0.7548753041272457,-0.034528433174610705,0.025044141460654017
Gm12743,0.004748806225561576,0.7547528738991125,-0.025041693744398477,0.03453087950667267,-0.004748810948634466,0.754752637808549,-0.03453088422422024,0.025041689024180913
Mex3c,0.004755835560481972,0.7544015263957821,-0.025034668657583622,0.0345379006168075,-0.004755709527854276,0.7544078254421784,-0.034537774731672174,0.02503479461407071
Gm37768,0.004760908453227393,0.7541479993669449,-0.025029598828760363,0.03454296757210743,-0.004760883420778772,0.7541492503440368,-0.0345429425689612,0.025029623846093668
Kcnk6,0.004762489710449921,0.7540689785777945,-0.025028018526271182,0.03454454697827241,-0.004762482004332134,0.7540693636724095,-0.03454453928117595,0.025028026227736522
Nadsyn1,0.004768933872972595,0.753746968535109,-0.02502157825307275,0.03455098359556575,-0.004768919031035698,0.7537477101265837,-0.03455096877100956,0.02502159308605475
Cnot10,0.004776941963810493,0.7533468697940863,-0.025013574992010075,0.03455898230658616,-0.0047771264988552145,0.7533376508684433,-0.03455916662544138,0.025013390568215634
L3hypdh,0.004777528683468243,0.7533175588172343,-0.02501298862605982,0.034559568338873504,-0.004777562658316573,0.7533158615337123,-0.03455960227391804,0.025012954671692806
Smim4,0.004792984316508853,0.752545563979886,-0.024997542303158943,0.03457500585751815,-0.004792952664375671,0.7525471447227289,-0.034574974242496594,0.024997573936240098
Jmjd4,0.004805352454994879,0.7519279647946308,-0.024985181604726747,0.03458735948999348,-0.00480534354128009,0.7519284098411172,-0.03458735058673645,0.02498519051308277
Sat2,0.0048115162127592695,0.7516202386926192,-0.024979021551370013,0.03459351601517694,-0.004811514856068357,0.7516203064211808,-0.03459351466007823,0.024979022907245803
Glod4,0.004812155799816601,0.7515883095168666,-0.024978382348573833,0.03459415485161051,-0.004812208253311542,0.7515856909760775,-0.034594207243544596,0.024978329926591644
Gm47578,0.004814082783627759,0.7514921140723065,-0.024976456522339003,0.03459607957375313,-0.0048141036159364044,0.7514910741400828,-0.03459610038161004,0.024976435702543518
Sergef,0.004820831083421873,0.7511552679353015,-0.024969712274635653,0.03460281995143957,-0.004820811184394275,0.7511562611396387,-0.03460280007577624,0.024969732161718647
Rab3ip,0.004844287464335496,0.7499847952110559,-0.024946269957269493,0.034626248774863394,-0.004844378816878873,0.7499802378444285,-0.03462634002001818,0.024946178659433552
Arf1,0.004847043097165773,0.7498473269146051,-0.02494351597446055,0.034629001168117866,-0.004846939497303147,0.7498524949836785,-0.03462889769005744,0.024943619512297698
Capza1,0.004860509850962589,0.7491756348483132,-0.024930057277799324,0.034642452083636976,-0.004860480647403973,0.749177091252061,-0.03464242291443641,0.02493008646389718
Zfp654,0.004882411645610872,0.7480836277675313,-0.02490816856389347,0.034664328096494605,-0.004882303643764041,0.7480890114215755,-0.03466422022185263,0.02490827650130679
Ndufaf8,0.0049032633027779075,0.747044448928631,-0.02488732933373676,0.03468515518152543,-0.004903226861630419,0.7470462646367642,-0.0346851187833437,0.024887365753188916
Fbxo31,0.004903256461287767,0.7470447898110195,-0.02488733617115381,0.03468514834810172,-0.004903230482333467,0.747046084232394,-0.03468512239977778,0.02488736213464147
Sar1b,0.0049222923522160315,0.7460965038408629,-0.024868311602490298,0.03470416178406065,-0.004922325036729633,0.7460948759694344,-0.03470419443000066,0.024868278937398403
Ube4bos1,0.004927813962364954,0.7458215128726504,-0.02486279327247574,0.03470967687681717,-0.004927828178337486,0.7458208049209094,-0.03470969107600764,0.024862779064945925
Blzf1,0.004930139390197109,0.7457057100230777,-0.0248604692255299,0.034711999559304665,-0.0049301465455736885,0.7457053537048198,-0.03471200670623328,0.02486046207440183
Bicdl2,0.004932508392224115,0.7455877431478869,-0.024858101629933325,0.03471436576421353,-0.004932463138150541,0.7455899965648469,-0.03471432056357528,0.02485814685714357
B4galt7,0.004950179692915058,0.7447079709602977,-0.024840440809805974,0.034732016189585706,-0.004950079691830245,0.7447129486156827,-0.03473191630668564,0.02484054075163407
Med9os,0.004951993271947635,0.7446177000746446,-0.024838628305325763,0.0347338276251645,-0.004951956621724817,0.7446195243045596,-0.034733791018260206,0.024838664933835124
Hist1h3f,0.004959134846663871,0.744262262335646,-0.024831490960115134,0.03474096075741126,-0.004959148262726966,0.7442615946664558,-0.03474097415761159,0.024831477551994673
Nr6a1,0.004966199440901961,0.7439107094961337,-0.024824430546803847,0.034748016997197484,-0.004966135107912368,0.743913910634788,-0.034747952740300236,0.024824494841733675
Shq1,0.00496976214942079,0.7437334399540523,-0.024820869945619023,0.03475157549140016,-0.004969753437983067,0.7437338733921506,-0.0347515667902681,0.02482087865190487
Tbccd1,0.0049698268159590435,0.7437302224691604,-0.024820805317323898,0.03475164008143761,-0.004969837654281358,0.7437296832086566,-0.03475165090693811,0.024820794485411232
BC017158,0.004971594376875736,0.7436422791727316,-0.024819038801628154,0.034753405551225254,-0.00497161501989769,0.7436412521187368,-0.03475342616982419,0.024819018170812047
Npepl1,0.004972939436091614,0.7435753592822527,-0.024817694537668453,0.034754749019032034,-0.0049728189495222485,0.7435813536962959,-0.034754628675020945,0.02481781495300543
G630030J09Rik,0.00497940071509094,0.7432539223020411,-0.02481123707735014,0.03476120265185769,-0.004979416435464294,0.7432531402963323,-0.034761218353624786,0.024811221366264652
A930005H10Rik,0.004984289578074447,0.7430107399044457,-0.02480635110208181,0.03476608572778871,-0.004984299380572632,0.7430102523331652,-0.03476609551868204,0.024806341305372258
Gm38165,0.00498880913411925,0.7427859504130523,-0.024801834214346823,0.03477059993267269,-0.004988820733741118,0.7427853735100005,-0.03477061151855903,0.024801822621571712
Cd274,0.004997001276775349,0.7423785530997953,-0.024793646905165834,0.03477878237272242,-0.004996962037208704,0.742380504321482,-0.034778743179639825,0.024793686121590133
Gm4737,0.005005727373430191,0.7419446814524934,-0.024784925952630685,0.03478749812997508,-0.005005722658261819,0.7419449158740135,-0.034787493420394854,0.024784930665020643
Mybl2,0.005013341086228647,0.7415661857711604,-0.024777316724486645,0.03479510281771515,-0.005013321551743084,0.7415671567967548,-0.03479508330638957,0.024777336247470357
Slc39a14,0.0050365543635150865,0.7404125848292711,-0.024754117099055884,0.03481828855741761,-0.005036572571147001,0.7404116802161553,-0.03481830674343748,0.024754098902119385
Sh3kbp1,0.005039198267481229,0.7402812310208992,-0.024751474747948705,0.03482092932292407,-0.005039193611123849,0.7402814623502874,-0.03482092467209441,0.024751479401571606
Nt5dc1,0.0050402030100224005,0.7402313156253499,-0.02475047059541946,0.03482193287267144,-0.0050401810256420964,0.7402324077929847,-0.03482191091439083,0.02475049256689059
Zfp790,0.005040999036012145,0.7401917699998426,-0.024749675036834975,0.034822727953605435,-0.0050409723160600725,0.7401930974041869,-0.03482270126537636,0.024749701741098418
Elp5,0.005044696846060744,0.7400080761905558,-0.02474597939754718,0.03482642137305602,-0.005044710176305773,0.74000741401907,-0.0348264346874719,0.02474596607512606
Zfp747,0.005054344486333407,0.7395288861650174,-0.024736337416987608,0.034836057554364516,-0.0050543535647562775,0.7395284352950957,-0.03483606662200189,0.024736328343887913
Cdhr5,0.0050628714212789345,0.7391054447339396,-0.02472781547968794,0.034844574356851225,-0.005062837771556695,0.739107115599545,-0.03484454074712307,0.024727849109696547
Hist1h3c,0.00506985109090585,0.7387588982166862,-0.024720839897630523,0.034851545729397373,-0.005069773954849227,0.738762727797627,-0.03485146868505206,0.024720916988529087
Prpf38b,0.005071515096696004,0.7386762867444536,-0.024719176865919474,0.034853207756673145,-0.005071276419469062,0.7386881359633881,-0.034852969363245195,0.024719415403439183
Acadsb,0.005084694657987942,0.7380220789277994,-0.024706005013881246,0.03486637164155618,-0.005084735011959147,0.7380200761259881,-0.034866411947512554,0.024705964683498814
Pld6,0.005085255963512624,0.7379942210182084,-0.02470544403645702,0.034866932279207445,-0.005085247286338719,0.7379946516686235,-0.034866923612358276,0.024705452708558995
Bnip2,0.005087791485830932,0.7378683859024342,-0.024702909995996235,0.03486946478438265,-0.005087646372442899,0.7378755875269964,-0.03486931984368252,0.024703055024584707
Zfp281,0.005088334980672371,0.7378414137794829,-0.024702366818744423,0.03487000763244299,-0.005088286744237235,0.7378438076052747,-0.034869959453411904,0.024702415026993448
Zbtb25,0.0050888327837106334,0.7378167094955004,-0.024701869306580478,0.03487050484305985,-0.005088882404537937,0.7378142469962181,-0.034870554404834,0.024701819714746612
Coq4,0.005094730094775718,0.7375240664627782,-0.024695975440286184,0.03487639513477887,-0.0050946535791793575,0.7375278631627464,-0.03487631871026938,0.024696051911201083
Arl16,0.005098605451507188,0.7373317798349603,-0.02469210234612245,0.03488026587769338,-0.005098570376407975,0.7373335201101168,-0.03488023084435693,0.024692137400747615
Dgkq,0.005104729791218194,0.7370279371546415,-0.024685981580190072,0.03488638292423258,-0.0051047988833648646,0.7370245095674581,-0.03488645193408812,0.024685912528348484
Gpkow,0.005112364258918415,0.7366492310574755,-0.024678351564356483,0.034894008297299973,-0.005112458833867658,0.7366445400885195,-0.03489410275956415,0.02467825704453471
Chrna1os,0.005137564923526219,0.7353996118378234,-0.024653165570307365,0.0349191789167599,-0.005137523576927572,0.7354016615094312,-0.03491913761948711,0.024653206892867072
1700030J22Rik,0.00515185180962271,0.7346914820218182,-0.02463888698451973,0.03493344875272991,-0.005151864047283267,0.7346908755584469,-0.03493346097578071,0.024638874753963723
Fam187b,0.005152228282329023,0.734672825189572,-0.024638510730369892,0.03493382477598536,-0.005152223837989841,0.7346730454364729,-0.03493382033695209,0.024638515172129016
Apbb1,0.005159955126797758,0.7342899410722232,-0.024630788369758898,0.03494154239392031,-0.00515998117437795,0.734288650462268,-0.03494156841039139,0.024630762337288004
Tmem150b,0.005166959684014316,0.7339429051113802,-0.02462378787418729,0.03494853858400828,-0.005166960307085849,0.7339428742441457,-0.034948539206335415,0.02462378725147692
Pcnp,0.005171909669911759,0.7336976942239561,-0.024618840756814347,0.03495348265525658,-0.005171939789775863,0.7336962022384218,-0.03495351273912654,0.024618810654400282
Plrg1,0.005186296580209208,0.7329851540752891,-0.024604462175470555,0.034967852366618105,-0.005186268900525121,0.7329865247457494,-0.03496782472003571,0.024604489839141996
Pnck,0.005189402734458369,0.7328313458096141,-0.02460135781783643,0.03497095480597638,-0.005189410411705017,0.7328309656666326,-0.03497096247404051,0.024601350145029628
Sbsn,0.005191475194994701,0.7327287291938592,-0.024599286555702003,0.0349730247875771,-0.005191474581064015,0.7327287595915547,-0.03497302417438079,0.02459928716927772
Lrrc31,0.005204383400241817,0.7320896948660692,-0.024586385808876985,0.0349859175471593,-0.005204365709339495,0.7320905705459129,-0.034985899877432294,0.024586403489564215
