,ASCL1,BACH1,BACH2,CREB1,CUX2,EGR1,EHF,EPCAM,ESR1,ETS1,FOS,FOXO3,GRHL2,HES1,HSF2,ICAM1,JUN,JUNB,JUND,KMT2A,LMX1B,MEIS2,NCAM1,NFATC2,NFIA,NFIB,NFIX,NFKB1,NFYC,NR6A1,PBX1,PKNOX2,PROX1,RBPJ,REST,RORA_RORB,RUNX1,SIX1,SIX4,SMAD3,SOX11,SOX9,STAT1,STAT2,TBX15,TCF4,TCF7L1,TCF7L2,TEAD1,TFDP1,THRB,ZBTB20,ZEB1
ASCL1,,,,,,0.17074168750000002,,,,,,,,-0.07070793749999998,,,-0.3143834999999999,,0.10081406250000002,,,,,,,,,,,,,,,,,0.24606937500000003,,0.3111678125000001,,,,,,,,,,,,,,,
BACH1,,,,,,,0.1890841875,,,,,,,,,,,,0.1178693125000001,,,,,,,,,,,,,,,,,,0.05544743750000003,,,,,,,,,0.3823575624999999,,,0.32533706250000005,,,,
BACH2,-0.5004597499999999,,,,,,,,,,,,,,,,,,,,,,,,,0.15831974999999993,,,,,,,,,,,,,,,,,,,,,,,0.21064575000000008,,,,
CREB1,,,,0.84423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUX2,,,,,,,-0.12114434375,,,,,,,,,,,,0.06561140625000006,,,0.29111025,,,,0.20114553125000012,,,,,,,,,,0.1034716249999999,-0.18568696875000001,,,,,,,,,,,,,0.18724962499999998,,,
EGR1,,,,,,,-0.0012090468750001193,,,,,,,,,,,,0.104115203125,,,0.304294578125,,,,0.0395948906250001,,,,,,,,,,0.13839442187500006,-0.1250517656250001,,,,,,,,,,,,,0.11767545312499994,,,
EHF,,,,,,,,,,,,,,,,,,,,,,,,,,0.17117799999999994,,,,,,,,,,,0.5220389999999999,,,,,,,,,,,,,,,,
EPCAM,,,,,,,,,,,-0.19336765624999996,,,0.06942490625000008,,,-0.16268521875000003,,,,,,,,,,,,,0.27399434375000004,,,,,,,,,,,,,0.08558640625000002,,,0.36787815625,,,,,,,
ESR1,,,,,,,,,0.713705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ETS1,,,0.20652924999999994,,,,,,,,-0.23439300000000007,,,,,,,,,,,,,,,,-0.17800550000000004,,,,,,,,,,,,,,,,,,,0.49526800000000004,,,,,,,
FOS,0.028909679687499912,,,,,0.14844327343750008,,,,,,,,,,,0.3221678359375,,,,,,,,,,,,,,,,,,0.024782367187499987,-0.10932828906250003,-0.09166555468749998,,,,,,,,,,,,-0.0873101328125,-0.09024542968750005,,,
FOXO3,,,,,,,,,,,-0.25742312500000003,,,,,,,,,,,-0.137814375,,,,,,,,,,,,,,0.35599062499999995,,,,,,0.3865493750000001,,,,,,,,,,,
