source,target,weight
BACH1,THRB,57.20616454862964
BACH1,CREB1,56.91563007348242
BACH1,ZBTB20,71.97735771642245
BACH1,BACH1,1.0
BACH1,NFKB1,105.24662703313405
BACH1,NFYC,54.47095298029839
BACH1,NFIB,69.36942737796002
BACH1,NCAM1,0.2512538178677623
BACH1,SOX11,39.14924921359986
BACH1,BACH2,34.12578245782446
BACH1,RBPJ,48.6956491742218
BACH1,TEAD1,90.51275421107404
BACH1,NR6A1,37.6204535009495
BACH1,ETS1,108.40403662682397
BACH1,FOXO3,112.28199939525952
BACH1,GRHL2,51.432390887613245
BACH2,BACH2,1.0
BACH2,STAT2,256.74030590721736
BACH2,THRB,0.6420590483681684
BACH2,CREB1,0.439984740965487
BACH2,ZBTB20,0.7092807851014354
BACH2,BACH1,11.267365493803126
BACH2,NFKB1,10.819237658988342
BACH2,RBPJ,0.1535781096460058
BACH2,TEAD1,3.774824150902587
BACH2,NR6A1,0.599213764245092
BACH2,NFIA,5.146086654988138
BACH2,NFIB,3.925247451464213
CREB1,THRB,123.31307914084226
CREB1,CREB1,1.0
CREB1,ZBTB20,257.27186275258424
CREB1,BACH1,142.83752840818892
CREB1,NFKB1,140.69602808110938
CREB1,RBPJ,125.75324757161968
CREB1,TEAD1,159.4032109370524
CREB1,NR6A1,155.5977597944378
CUX2,MEIS2,132.2025459362214
CUX2,LMX1B,92.15995566997546
CUX2,CUX2,1.0
CUX2,PKNOX2,96.38181043526292
EGR1,JUNB,225.7803246317401
EGR1,THRB,0.9055482440370493
EGR1,CREB1,0.6926968040175487
EGR1,ZBTB20,11.316042466829384
EGR1,BACH1,3.275635629709079
EGR1,NFKB1,1.6685320765576916
EGR1,NCAM1,3.9748206396084296
EGR1,SOX11,20.047457224799757
EGR1,RBPJ,0.3228989959142737
EGR1,TEAD1,1.6349822151320283
EGR1,NR6A1,6.861041677495481
EGR1,KMT2A,11.902783922015884
EGR1,GRHL2,0.1876807747432186
EGR1,NFIB,0.5567014045263079
EGR1,NFYC,1.2810497279715032
EGR1,PROX1,32.63946824380424
EGR1,HSF2,4.117006671716288
EGR1,ZEB1,84.81821722786142
EGR1,TBX15,23.77087577957907
EGR1,LMX1B,64.26613487113461
EGR1,MEIS2,99.7640494208394
EGR1,SIX1,13.01325373178839
EGR1,JUND,16.572158066413458
EGR1,ASCL1,27.41292639233126
EGR1,FOXO3,2.511325879548425
EGR1,ETS1,2.1607301797242404
EGR1,PKNOX2,14.310194294924656
EGR1,TCF4,14.184117732176398
EGR1,CUX2,61.73569745077346
EGR1,TFDP1,14.04728791471702
EGR1,SIX4,18.935859837500704
ETS1,ZBTB20,63.730745697009
ETS1,BACH1,54.94461469663387
ETS1,NFKB1,105.90816307568647
ETS1,SOX11,92.59814203790664
ETS1,RBPJ,86.09426927737451
ETS1,TEAD1,85.59190745999642
ETS1,NR6A1,77.71364818802434
ETS1,HSF2,92.03130179574715
ETS1,TCF4,83.54468932734608
ETS1,NFYC,55.429576981855845
ETS1,THRB,38.91532683042618
ETS1,CREB1,15.957676668243698
ETS1,NCAM1,26.9159024436309
ETS1,BACH2,40.40446641147184
ETS1,KMT2A,3.741434034417397
ETS1,GRHL2,16.643293058194356
ETS1,NFIA,11.92553979642168
ETS1,NFIB,104.89378599014552
ETS1,TFDP1,133.19714795796563
ETS1,ETS1,1.0
FOS,JUNB,478.533689086835
FOS,FOS,1.0
FOS,JUN,376.9690615635988
FOS,NFIX,1.6499980550897062
FOS,RUNX1,3.704756637034215
FOS,SMAD3,1.1555150921983932
FOS,SOX9,9.32999546016696
FOS,REST,3.145458957269052
FOXO3,THRB,52.95653548184346
FOXO3,BACH1,58.4261369882638
FOXO3,NFKB1,87.74320890024579
FOXO3,CREB1,8.596061784009159
FOXO3,ZBTB20,15.878079378319931
FOXO3,NCAM1,0.1931948935711211
FOXO3,SOX11,6.375497534518612
FOXO3,BACH2,48.65762444001312
FOXO3,RBPJ,5.559024618332463
FOXO3,TEAD1,14.318901453240263
FOXO3,NR6A1,18.54801422481269
FOXO3,EHF,58.09129585432558
FOXO3,JUND,78.4513156926598
FOXO3,FOXO3,1.0
HES1,NFIA,127.37916364129242
HES1,HES1,1.0
HES1,JUND,177.50700705353592
JUN,JUNB,368.17751509949886
JUN,FOS,501.1449671330311
JUN,JUN,1.0
JUN,NFIX,2.82965528745878
JUN,RUNX1,3.48524709150114
JUN,SMAD3,0.9269011225236502
JUN,SOX9,4.440746661806619
JUNB,ZEB1,56.02993851893033
JUNB,JUNB,1.0
JUNB,JUN,136.12374328952893
JUNB,EGR1,88.5264964761133
JUNB,FOS,399.7130785323913
JUNB,KMT2A,1.7563181145846245
JUNB,MEIS2,3.657866263414716
JUNB,LMX1B,3.4737889365745427
JUNB,CUX2,3.6670203070100063
JUNB,NFATC2,0.2559303847382377
JUND,NFIA,177.71990472825394
JUND,NFYC,53.9510782476599
JUND,THRB,71.32246355506196
JUND,STAT1,118.1258764601898
JUND,JUND,1.0
JUND,NFIX,21.38956898650831
JUND,RUNX1,24.59159078517208
JUND,PBX1,178.20632099762133
LMX1B,KMT2A,265.9159986972074
LMX1B,MEIS2,304.29906417033527
LMX1B,LMX1B,1.0
LMX1B,CUX2,195.89542906087468
LMX1B,ASCL1,145.21348546834506
LMX1B,ZEB1,146.15598206900543
LMX1B,NFATC2,123.25609273066055
MEIS2,KMT2A,113.42274871556502
MEIS2,MEIS2,1.0
MEIS2,LMX1B,205.7490184829389
MEIS2,CUX2,152.80286636214117
MEIS2,ASCL1,65.82023154912986
NFATC2,LMX1B,162.6082387318039
NFATC2,ASCL1,81.36647045473848
NFATC2,ZEB1,101.44288249505804
NFATC2,PROX1,121.10781723782904
NFATC2,SIX4,59.65891230717448
NFATC2,PKNOX2,61.64922411480743
NFATC2,TBX15,92.39209214541508
NFATC2,MEIS2,203.5271147049156
NFATC2,KMT2A,113.12400389269642
NFATC2,NFATC2,1.0
NFIA,RUNX1,80.53334887575059
NFIA,SOX9,68.77365351890593
NFIA,NFIA,1.0
NFIA,HES1,186.320466271
NFIA,JUND,286.764191862279
NFIA,ESR1,154.84682508238038
NFIA,EHF,167.64098613772828
NFIA,NFIX,41.7606800177136
NFIA,TCF7L2,41.8356763157611
NFIA,SMAD3,44.36446966149927
NFIA,TCF7L1,128.36229498036082
NFIB,THRB,117.58983374947826
NFIB,CREB1,167.5013368721172
NFIB,ZBTB20,117.7592144086235
NFIB,BACH1,118.73983806321615
NFIB,NFKB1,119.31767399857168
NFIB,BACH2,56.64792941292856
NFIB,TEAD1,141.35054043531235
NFIB,NR6A1,78.54027105228377
NFIB,NFIA,74.70382620833942
NFIB,NFIB,1.0
NFIB,NFYC,83.21328513327512
NFIB,GRHL2,117.06337836723182
NFIB,NCAM1,17.38258247928672
NFIB,SOX11,36.475514638964185
NFIB,RBPJ,45.51758046053522
NFIX,NFIX,1.0
NFIX,RUNX1,125.49298807715616
NFIX,SMAD3,125.81353135460368
NFIX,SOX9,125.29462026343928
NFYC,NFYC,1.0
NFYC,NFIB,120.53076056915744
NFYC,JUND,157.01364318098368
NFYC,GRHL2,96.38131921438251
PBX1,EHF,54.82500478680666
PBX1,JUND,51.94548084497372
PBX1,PBX1,1.0
PBX1,SMAD3,45.21930021249528
PBX1,ICAM1,28.22072336466857
PROX1,THRB,4.728156652800849
PROX1,CREB1,41.255853345955146
PROX1,ZBTB20,22.350882188388557
PROX1,BACH1,17.025247487884165
PROX1,NFKB1,10.365311525787694
PROX1,NCAM1,166.491226640198
PROX1,SOX11,50.398536489042016
PROX1,RBPJ,12.661484468586218
PROX1,TEAD1,8.699010295949432
PROX1,NR6A1,44.45901037991176
PROX1,NFIA,31.745290040414982
PROX1,NFIB,31.567756007205244
PROX1,KMT2A,96.9312231639808
PROX1,NFYC,5.804070030297877
PROX1,GRHL2,5.735698530725813
REST,NFIX,129.73748282459104
REST,RUNX1,158.3220427930873
REST,SMAD3,232.1661805675469
REST,SOX9,209.6087827838245
REST,NFIA,48.873073867494696
REST,HES1,78.46771759067674
REST,TCF7L2,234.47774726749196
REST,JUND,29.44206268695519
RUNX1,RUNX1,1.0
RUNX1,SOX9,161.48970984559222
SIX1,SOX11,168.53022028693107
SIX1,TBX15,133.1412787767778
SIX1,ASCL1,157.32845215073206
SIX1,SIX4,230.0187526247652
SIX1,SIX1,1.0
SIX1,NCAM1,173.10133411539846
SIX4,TFDP1,131.8776217841171
SIX4,SOX11,173.68764012369888
SIX4,TBX15,103.95359182580567
SIX4,ASCL1,252.64395359376743
SIX4,SIX4,1.0
SIX4,PROX1,161.39330594143374
SIX4,TCF4,85.96759794343585
SIX4,SIX1,149.88486156929048
SOX9,RUNX1,152.10858959905633
SOX9,SOX9,1.0
SOX9,NFIX,69.96880638902114
SOX9,HES1,68.90061214621105
SOX9,TCF7L2,66.22439328659722
SOX9,JUND,69.59345777558806
SOX9,SMAD3,119.38319236288524
SOX9,EHF,144.65131660285525
SOX9,REST,103.11685203649095
SOX9,FOXO3,69.19139390661833
SOX9,ESR1,40.83245748132328
STAT1,FOXO3,114.93496636158793
STAT1,BACH2,80.2636516450403
STAT1,NFIA,122.5037990734926
STAT1,ESR1,74.9471815319182
STAT1,STAT1,1.0
STAT1,JUND,156.70014439882868
STAT1,TCF7L1,146.18484291380076
STAT1,STAT2,208.29475887806623
STAT1,TCF7L2,16.663908196601568
STAT2,EHF,121.6931423057725
STAT2,BACH2,215.4277593525207
TBX15,THRB,4.024180646039486
TBX15,CREB1,2.2688432430945795
TBX15,ZBTB20,6.228824979844153
TBX15,BACH1,1.5277838513343576
TBX15,NFKB1,18.32999760384398
TBX15,NCAM1,92.31734275399072
TBX15,SOX11,121.08544354979288
TBX15,RBPJ,18.37440170262057
TBX15,TEAD1,2.7439540712522503
TBX15,NR6A1,46.05868276129151
TBX15,NFIA,14.949744822304307
TBX15,NFIB,14.625467707363516
TBX15,KMT2A,18.53578012575273
TBX15,NFYC,4.256171044868602
TBX15,GRHL2,2.972581466481925
TBX15,PROX1,136.03411491149058
TBX15,HSF2,97.9852382730067
TBX15,ZEB1,22.363705198129352
TCF7L1,BACH2,128.7560373591676
TCF7L1,NFIA,94.47466475308082
TCF7L1,FOXO3,75.94961729568288
TCF7L1,ESR1,117.97572085996453
TCF7L1,STAT1,132.30395751466918
TCF7L1,TCF7L1,1.0
TCF7L1,THRB,10.717715248740816
TCF7L1,CREB1,2.962111148676085
TCF7L1,ZBTB20,0.7301780036955662
TCF7L1,BACH1,1.7101999113147652
TCF7L1,NFKB1,9.236834821293924
TCF7L1,SOX11,11.760350431908876
TCF7L1,RBPJ,0.7897970883154874
TCF7L1,TEAD1,6.541733637385599
TCF7L1,NR6A1,1.741645428952665
TCF7L1,GRHL2,31.655421886693237
TCF7L1,NFIB,8.37824536257274
TCF7L1,REST,19.459826367912992
TCF7L1,NFYC,8.360732035049608
TCF7L1,TCF7L2,16.732879518182482
TCF7L1,SMAD3,21.73022226706726
TCF7L1,NFIX,22.25551132387444
TCF7L1,RUNX1,33.2103404820011
TCF7L1,HES1,51.73897197173568
TCF7L1,SOX9,41.822470472193416
TCF7L1,JUND,97.12083102263276
TCF7L2,RUNX1,242.4522921580788
TCF7L2,SOX9,304.0619709480963
TCF7L2,NFIX,173.985313627926
TCF7L2,NFIA,39.73748881766552
TCF7L2,HES1,92.1339203624272
TCF7L2,TCF7L2,1.0
TCF7L2,JUND,24.362791392127527
TCF7L2,ESR1,38.8687072040681
TCF7L2,EHF,42.804012847391874
TCF7L2,SMAD3,165.44952038476228
TEAD1,CREB1,163.55361955032944
TEAD1,ZBTB20,181.42901647888417
TEAD1,BACH1,202.32888636908103
TEAD1,NFKB1,188.1530803849524
TEAD1,RBPJ,125.3125635016335
TEAD1,TEAD1,1.0
TEAD1,NR6A1,160.31931696466785
TEAD1,NFIB,335.41606644799265
TEAD1,NFYC,127.87313801219815
TFDP1,CREB1,52.35830097856585
TFDP1,NCAM1,79.88453062959367
TFDP1,SOX11,87.87282407560363
TFDP1,RBPJ,62.491002972249085
TFDP1,NR6A1,57.58859327913595
TFDP1,THRB,7.637405546906466
TFDP1,ZBTB20,22.543432719287782
TFDP1,BACH1,39.32971165459903
TFDP1,NFKB1,42.87736030070622
TFDP1,BACH2,22.550979468661485
TFDP1,TEAD1,31.431320229576684
TFDP1,KMT2A,7.688393336246178
TFDP1,GRHL2,17.9360850405357
TFDP1,NFIA,4.586443771148576
TFDP1,NFIB,59.839137374998224
TFDP1,NFYC,33.333791438010806
THRB,THRB,1.0
THRB,CREB1,77.8316257996159
THRB,ZBTB20,135.85569924015718
THRB,BACH1,51.78448557310541
THRB,NFIA,86.83924308066858
THRB,NFIB,102.08660110644168
THRB,NFYC,117.10606399767678
THRB,GRHL2,90.83505300551366
THRB,FOXO3,56.94890787425997
THRB,STAT1,100.6817424172386
THRB,NFKB1,41.94730112099715
THRB,NCAM1,0.674504709521961
THRB,SOX11,7.177254785889663
THRB,BACH2,6.612521919129999
THRB,RBPJ,45.74062446318917
THRB,TEAD1,39.50719881426302
THRB,NR6A1,30.987670911800212
THRB,RUNX1,5.771403676617305
THRB,TBX15,1.0963129929331328
THRB,PROX1,2.946691298240544
THRB,LMX1B,1.6837094175056846
THRB,MEIS2,2.113998425065945
THRB,SIX1,2.073888213445838
THRB,JUND,126.06321872576969
THRB,ASCL1,28.72891292533688
THRB,ETS1,4.7056694383260815
THRB,TFDP1,5.757504903973456
THRB,HES1,34.544306165025525
THRB,CUX2,10.571639934830625
THRB,SIX4,1.8979566123806544
THRB,ESR1,31.76160225855328
THRB,SOX9,5.280339963569129
THRB,EHF,6.482228696282257
THRB,TCF4,43.38027743817611
ZBTB20,THRB,114.66973447266366
ZBTB20,CREB1,153.23559895462046
ZBTB20,ZBTB20,1.0
ZBTB20,NFKB1,125.05028847626966
ZBTB20,RBPJ,93.6901043264594
ZBTB20,TEAD1,162.63878709670178
ZBTB20,NR6A1,171.28522698394863
ZBTB20,NFIB,193.10677679219688
ZEB1,ZEB1,1.0
ZEB1,JUNB,150.4040305085624
ZEB1,EGR1,85.92787152409055
