,TEAD1,TCF7L1,TFDP1,NFYC,EGR1,HSF2,CREB1,TCF4,NFKB1,SIX1,ZEB1,SMAD3,ESR1,SOX11,RORA_RORB,STAT1,ASCL1,GRHL2,THRB,NFIA,FOXO3,STAT2,EHF,LMX1B,ZBTB20,TBX15,MEIS2,NFIX,REST,NFATC2,KMT2A,RBPJ,HES1,JUNB,ICAM1,RUNX1,SIX4,NFIB,JUN,NCAM1,PROX1,TCF7L2,PKNOX2,ETS1,BACH2,JUND,NR6A1,PBX1,EPCAM,BACH1,SOX9,CUX2,FOS
ZEB1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SMAD3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.320822,0.0,0.0,0.0,0.0,0.0,3.431434,0.0,0.0,0.0,0.0,0.0,3.9811180000000004,0.0,0.0,0.0,0.0,0.0,0.0,3.862864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.505012,0.0,0.0,0.0,0.0,0.0
ESR1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SOX11,0.0,0.0,0.0,0.0,0.0,0.0,2.593691,0.0,0.0,0.0,0.0,2.1224790000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6891509999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9367990000000002,0.0,0.0,0.0
RORA_RORB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.174522,3.7266820000000003,0.0,3.1661720000000004,3.718826,0.0,0.0,4.462242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STAT1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASCL1,0.0,0.0,0.0,0.0,5.632046,0.0,0.0,0.0,0.0,9.95737,0.0,0.0,0.0,0.0,7.874219999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.484902,0.0,0.0,0.0,0.0,0.0,10.087646,0.0,0.0,0.0,0.0,0.0,0.0,7.326636000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GRHL2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.657275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.659803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8007829999999999,0.0,2.7791189999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
THRB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5676159999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NFIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.335768000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.288402000000001,0.0,0.0,0.0,0.0,0.0,0.0,9.80967,0.0,0.0,0.0,8.626442,8.389119999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.200184,0.0,14.555474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FOXO3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.847925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8496069999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.092395,0.0,2.059385
STAT2,1.998297,4.835516999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.124639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.840599,0.0,2.204331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EHF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0440779999999998,0.0,0.342356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LMX1B,0.0,0.0,0.0,0.0,1.6237780000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4500199999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6797980000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5256999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZBTB20,0.0,0.0,0.0,0.0,0.0,0.0,17.079682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.632249999999999,0.0,0.0,0.0,0.0,0.0,14.712514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.003414000000001,0.0,0.0,0.0,0.0,10.811806,0.0,16.257631999999997,0.0,0.0,0.0,0.0,0.0,0.0,6.5123
TBX15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.343768,0.0,0.0,2.9557520000000004,0.0,0.0,0.0,0.0,6.045325999999999,0.0,4.707558000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.078085999999999,0.0,7.297905999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MEIS2,0.0,0.0,0.0,0.0,1.8471480000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3972599999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.663222,0.0,0.0,0.0,0.0,0.0,0.0,2.517756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NFIX,0.0,0.0,0.0,0.0,0.0,3.450909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.937215,3.140135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.482393,0.0,0.0,0.0,0.0,0.0,3.111427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
REST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2604330000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.050907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.749171,0.0,0.0
NFATC2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.079084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.033856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30613199999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KMT2A,0.0,0.0,0.0,0.0,11.076207999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.44659,0.0,0.0,0.0,0.0,0.0,0.0,6.155702,13.141274,0.0,0.0,0.0,0.0,0.0,10.600126000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.992686000000001,0.0,0.0,0.0,0.0,0.0,0.0,14.760703999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RBPJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HES1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8706080000000007,0.0,3.139296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9088199999999995,0.0,3.04375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.837846,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JUNB,1.260879,0.0,0.0,0.0,1.582885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8993730000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICAM1,0.0,0.0,0.0,0.0,3.235617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.791491,4.0599050000000005,0.0,0.0,0.0,5.369687,0.0,0.0,0.0,0.0,0.0,0.0,7.054475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.434245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RUNX1,7.264671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.725681000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.866631000000001,0.0,0.0,0.0,24.207227,0.0,0.0,0.0,7.300979,0.0,7.379869000000001,0.0,0.0,0.0,0.0,9.126243
SIX4,21.888917,15.435458999999998,0.0,23.559887,0.0,0.0,0.0,0.0,0.0,27.161803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.191579,0.0,0.0,0.0,17.848056999999997,14.508775,0.0,0.0,0.0,0.0,0.0,0.0,11.731729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NFIB,0.0,19.132268,0.0,0.0,0.0,17.948729999999998,0.0,24.966712,0.0,0.0,12.876363999999999,0.0,0.0,0.0,0.0,21.286284000000002,24.086136,0.0,25.91816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.267818000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JUN,0.0,0.0,0.0,0.0,5.246682,0.0,0.0,11.553188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.93074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.9793699999999985,0.0,3.835406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.511748
NCAM1,0.0,0.0,18.644029,11.551451,5.983523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.810559,0.0,0.0,0.0,0.0,0.0,0.0,11.383028999999999,14.516411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.412653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PROX1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9206829999999999,0.0,0.873119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCF7L2,0.0,0.0,2.900257,0.0,1.049833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.526063,0.0,0.0,0.0,0.0,0.0,0.0,3.593041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.031039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PKNOX2,0.0,2.812696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3571979999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.532388,0.0,0.0,4.8083659999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3729240000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ETS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.962144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4351340000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.903934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8751440000000004
BACH2,1.013061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.001839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.886741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JUND,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NR6A1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PBX1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.97066,0.0,0.0,0.0,0.0,0.0,2.4433559999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4302700000000002,0.0,1.6109879999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EPCAM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.772101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.221405000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.094787,0.0,0.0,0.0,0.0,0.0,5.835775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.767819,0.0,0.0,0.0,0.0,0.0,6.239779
BACH1,5.205393000000001,0.0,0.0,0.0,0.0,0.0,0.0,6.1177209999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.025347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.677549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.012735,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SOX9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CUX2,0.0,0.0,13.086738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.712206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.080824,0.0,0.0,0.0,18.69044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.12627,0.0,13.350407999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.109932,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FOS,15.721964999999999,0.0,12.355272999999999,0.0,19.900447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.793473,0.0,12.563927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.007079,0.0,0.0,0.0,0.0,0.0,0.0,17.792862999999997,0.0,0.0,41.237483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
