,ASCL1,BACH1,BACH2,CREB1,CUX2,EGR1,EHF,EPCAM,ESR1,ETS1,FOS,FOXO3,GRHL2,HES1,HSF2,ICAM1,JUN,JUNB,JUND,KMT2A,LMX1B,MEIS2,NCAM1,NFATC2,NFIA,NFIB,NFIX,NFKB1,NFYC,NR6A1,PBX1,PKNOX2,PROX1,RBPJ,REST,RORA_RORB,RUNX1,SIX1,SIX4,SMAD3,SOX11,SOX9,STAT1,STAT2,TBX15,TCF4,TCF7L1,TCF7L2,TEAD1,TFDP1,THRB,ZBTB20,ZEB1
ASCL1,0.0,0.02611200187007565,-0.30129964140573634,0.0,0.0,0.0,-0.15785394685576098,0.0,0.0,-0.03201035230273383,0.0,0.0,0.0,0.04089178586652728,0.6645422284109543,0.0,0.0,0.0,0.0,0.0,0.049990057264608166,0.0901938751871849,0.23693681060611452,0.1135599692981697,0.26659656836499623,0.0019085073188916152,0.0,0.0,-0.1702709095027229,0.07359922603329923,0.0,0.2652689786848029,0.0,0.0,0.0,0.0,0.0,0.2808799470766059,0.0,0.0,0.0,0.34966300001962924,0.0,0.0,0.3079635106861626,0.15531479184454303,0.0007627539239996117,0.0,0.0,-0.029851193899694546,-0.07929058411197015,0.0726014913194865,0.0
BACH1,0.0,0.0,0.35882617525202337,0.015980104918154447,0.019967058569137365,0.12490124430870184,0.34002126930544907,0.0,-0.2057751715499522,0.22713597906702512,-0.03455442840557287,0.315146679988234,0.17894693055635535,-0.08207533265870863,0.18199626153468235,0.0,0.0,0.0,0.0,-0.06317619830774787,0.0,-0.03086920077205344,0.04997839920096619,-0.10826579469039276,0.0980588968727482,-0.02041555061993843,-0.09150420443717586,0.16204054492905545,0.0,-0.06949683223062343,-0.2430763545944663,0.007276626224891604,0.03196366470545603,0.2143749127418619,0.092685009861042,0.0,0.07396674154701845,0.0,0.0,-0.00799626163372722,0.0,0.0,-0.04331872135675653,0.0,-0.20408627517882694,0.06764098941857895,-0.1287198804422383,-0.1732154941410791,0.12051594182184693,-0.1709985381787288,0.1087031789620451,-0.08039805826240783,0.02116756748645711
BACH2,0.0,0.14152525898030577,0.0,-0.024056120556053155,0.07080043314418132,0.07323347739682279,-0.05494296559227911,0.0,-0.04502351347444516,-0.005464243511819505,-0.014591290436516795,0.1433905100326518,0.0,0.05865391910870367,-0.03573208731853651,0.0,0.0,0.0,0.0,-0.03427147620549703,0.0,-0.009220321096745638,-0.011039588865789799,-0.018672255536974852,-0.14114125571578334,-0.006354542618991057,0.03750145976508462,0.0010044772569718196,0.0,-0.02319843814551489,0.1816808447521395,0.0663662522121017,0.0,-0.025529220932156257,0.0,0.0,0.0034280969928488646,0.0,0.0,0.10264063426235583,0.0,0.0,0.11522654731179113,0.0,0.020555258852170785,-0.01716389060532648,0.2207265952009252,-0.029379754575567116,-0.002972141484505847,0.04673789256160439,-0.08693470461073331,0.016935767860850253,0.03327932278373449
CREB1,-0.16085098484723684,0.18337229528251808,-0.06109220916617491,0.0,-0.13641035086691272,0.4023568383939622,0.1319593908079541,0.49627890491971594,-0.018810839751754675,0.07971962980019462,-0.2998596761013483,-0.09461801051032405,-0.1995694716537378,0.17460694256319897,-0.20364606737272986,0.0,-0.32289778576566275,0.5752349957667984,-0.01750552242477471,-0.02746763724288534,-0.04121775946531074,-0.035740299323856,-0.09602061421880644,-0.03756165243844273,-0.03779836032021614,0.36222677825681704,0.08777293173709509,0.179769246763619,0.19186902071955061,0.381904924428533,-0.11720911685117262,-0.06270331148520063,-0.12150853408976682,0.49108921321052346,-0.23038932029508,0.0,-0.17587431296370734,0.0,-0.07617818798709132,-0.0835341919391802,-0.3652297558207415,0.02525694226939126,-0.006737924102278326,0.0,-0.11017919418908075,0.26506381153514996,0.0005924821267496101,0.1071034603173298,0.23242454657742992,0.18942025871119403,0.07955282916632501,0.3115046432101845,-0.05714656347793396
CUX2,0.0,0.0,0.18986667375954105,0.0,0.0,0.0,0.006876620493939704,0.0,0.0,0.05265357070403213,0.0,0.0,0.14249885233061071,0.0,0.0,0.0,0.0,0.0,0.0,0.022404212659151164,-0.030433244393931427,0.17854267395840423,0.10656615796535297,-0.10252266014622985,-0.08306816134387539,0.0006622350499319096,0.11110409045486518,0.0,0.0,0.0,0.0,0.32831621495519925,0.0,0.0,0.0,0.0,-0.14636728601560559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005488879466393316,0.0,0.0,0.018168532533248807,0.195187900387886
EGR1,0.13807510411817436,0.0191164086303323,0.07366092177459288,0.038384146897841524,0.025364333443670842,0.0,-0.09316501014614029,-0.0394006689357871,0.06375751736053252,-0.07824631032039232,0.05151214485052215,0.038607273482168074,0.009499218990007254,-0.016317509554890773,0.07263835107160517,0.011124366099470715,0.1630165420400517,0.11015420009403615,0.20886741012359575,0.0590904321825832,0.060459531017235175,0.1547473724425887,-0.0017952153344752114,-0.023688447514466842,0.003931782671605209,-0.004476355536742126,-0.014211163967068651,0.01959480256013379,0.02555904771713281,0.15505310372473205,-0.0567324624951814,0.017309861081807508,0.0043740691768419885,-0.04543284084065839,-0.03911772641413773,0.0,0.02398759610989617,0.027207223704487582,0.010464828662384091,0.11112917127201419,0.323604514356413,-0.021109123695604734,-0.10040826440326231,0.0,0.08447317868606814,0.011699531616810779,0.04533598410020687,-0.0942755899152781,0.022125152191375643,0.040006730278750534,-0.004001256357341657,0.08860526049213184,0.2007951853351309
EHF,0.06062924302916891,0.0,-0.05387764279404707,0.014720220774438334,-0.03763233485859016,-0.007719594747652708,0.0,0.08410975616960117,0.21322219993775582,-0.0030162336353928916,-0.05404082729265175,0.17994092085296506,-0.0010516699416676547,-0.05129892201294973,0.0,0.0,0.12175728323142539,0.09737387915033317,0.0,0.18758281408095187,0.12755944551141357,0.05011483752045144,0.023473512486378887,-0.01634955983186439,0.06013043442234978,-0.007100555091005273,0.023787760038264324,-0.021018956860747097,0.10327661395796453,-0.1865573178772473,0.29713886857994615,0.10696680411083442,0.05384227483627945,0.0,-0.00963334187383795,0.0,0.0420741796194485,0.01853599395193415,0.03765230933094576,0.08111705175994104,0.0,0.0,-0.14240662972239268,0.0,0.0,-0.008788918026938885,-0.03759212286620251,-0.04514239136700032,-0.033107852489405176,-0.02586541105468729,-0.06926548792429607,-0.014138252513716795,0.13596142031929764
EPCAM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ESR1,0.0,-0.09835779817376596,-0.029502296275859742,0.0,0.050502463960269715,0.12246974162361189,0.3448030205449838,0.0916568836898993,0.0,-0.017754135099332196,-0.09266785134570062,0.0,0.07805966845961729,0.005866382754108933,-0.04305302909592798,-0.20848300663075114,0.0,0.0,0.0,-0.0544296078096364,0.0,0.10493027547370923,0.02459151907178032,-0.050608619098659935,0.22315507288902492,0.008755298514476074,0.048223119693241216,0.0,-0.04311662141884134,-0.045562809028684786,-0.17464681929997608,-0.05159635033704844,0.0,0.0,0.0,0.0,-0.04164191901137864,0.0,0.04613257021373202,-0.04533838570859924,0.0,0.0,0.43586971920727796,0.0,0.014161136936529694,0.0521473589462679,0.2831640796771673,0.03960443778791651,0.013817618778761812,-0.02127586229244395,0.027763346153556627,0.00023875542466006777,0.0
ETS1,0.09100258868463237,0.45069925688954404,0.07844335470109509,0.04010210796094763,0.13266351500458692,-0.22417064382529903,-0.08440206896414633,-0.06875982493414722,-0.05775096776915616,0.0,-0.1862582166998151,-0.06950926907146274,-0.18017348100804384,0.09091595445624298,0.3029196734619698,0.012647027588650458,0.072960082571847,0.05882750513830629,0.09588094159952905,-0.12252352731582072,-0.04518881941702104,0.03468463117776541,0.01831800735683562,-0.03861111939004613,-0.107111394761986,-0.03206854486639074,-0.10291629427248973,0.23322758099090304,-0.0024161423505965484,0.04016540971263628,0.19944643786590055,-0.2121927251497332,-0.013783411208462625,0.07539035469748068,0.18208396061088228,0.0,0.030783798540087736,-0.05711877210422414,0.16940810961790714,0.1801187943102839,-0.13675084182616196,0.08039967814609512,-0.146377885957431,0.33950876369278093,0.05826938181741505,0.027335061041855905,0.11574176805334231,-0.023573814287062518,0.1088111747068287,0.5425901510476964,-0.022215562955067953,0.009877747087760827,0.17762963878487711
