source,target,weight
ASCL1,ORC4,32.55566958479715
ASCL1,MICU1,1.3824138591229218
ASCL1,TRPC4,1.6281216836335413
ASCL1,GRID2,6.155329787142362
ASCL1,PKIA,1.703684816301108
ASCL1,PCDH9,26.89499921767995
ASCL1,ARHGAP5,23.77823750693792
ASCL1,ICA1L,6.186605889608611
ASCL1,DACH1,1.9330686296426476
ASCL1,ZBTB20,80.19596282352134
ASCL1,CACNA2D1,141.502819947293
ASCL1,PDCD10,6.522503460936372
ASCL1,GRIA2,16.08577191722477
ASCL1,CDKL5,0.9776854604992888
ASCL1,FAM49B,16.09101306643756
ASCL1,CHL1,0.9739802466972564
ASCL1,PHF3,2.04145251526678
ASCL1,KMT2A,34.6603346661403
ASCL1,LCA5,5.652615045759946
ASCL1,FER,7.050782848276869
ASCL1,ZZZ3,42.45714820932027
ASCL1,RIMS2,7.11019833245595
ASCL1,ZYG11B,47.1671561445382
ASCL1,ZMAT1,2.301280557195573
ASCL1,CEPT1,1.6450999524546233
ASCL1,KPNA1,24.038034298646163
ASCL1,TSHZ3,2.0875824646145844
ASCL1,ARAP2,1.2208968510332532
ASCL1,ZC2HC1A,4.537341503411603
ASCL1,XIST,54.11085701401418
ASCL1,FGF14,44.36589573415665
ASCL1,VPS26A,5.932659210651329
ASCL1,CD47,51.98067892076125
ASCL1,PRRC2C,4.97874687757265
ASCL1,SOX4,21.075866859964226
ASCL1,RCOR3,21.833390044699872
ASCL1,CAMKK2,38.53703303053201
ASCL1,ZFPM2,13.033242515708764
ASCL1,SLC39A10,8.223789693412607
ASCL1,FBRS,1.4536815110046422
ASCL1,FAR1,45.26826090873821
ASCL1,TSPYL2,0.9335986471547918
ASCL1,BAHCC1,5.045871862639499
ASCL1,COL8A1,173.02237684770446
ASCL1,LRRC9,1.0697600928738886
ASCL1,SESN3,39.73092186684828
ASCL1,ATN1,3.3696961654665056
ASCL1,RORB,32.65895919187459
ASCL1,GPC6,2.4956199324954262
ASCL1,CBX3,8.805232088225598
ASCL1,EED,5.585811775634024
ASCL1,HGF,26.51857004631249
ASCL1,THOC2,3.934131955344008
ASCL1,TMPO,40.08125550834608
ASCL1,RSPRY1,4.351586788227525
ASCL1,YPEL5,2.4390011351525973
ASCL1,CAMK2D,5.361851070903991
ASCL1,CPSF6,61.27328456641395
ASCL1,SPOPL,16.125467814955528
ASCL1,TNPO1,39.68085313987512
ASCL1,TRO,2.145973279124906
ASCL1,RBPJ,18.76065553665459
ASCL1,SRRM2,2.0935654832851
ASCL1,PCLO,59.87696339281103
ASCL1,DNM3,16.774072231087075
ASCL1,CDK19,7.9679394024476595
ASCL1,MATR3,47.21696416190336
ASCL1,PALLD,9.480554296881854
ASCL1,FBXO5,1.6102581678887034
ASCL1,MAGI2,3.113305149967634
ASCL1,SLC9A6,4.18282645982419
ASCL1,DCUN1D1,1.7524406863132878
ASCL1,ONECUT2,2.597541120800872
ASCL1,RAB11A,23.81380268720665
ASCL1,ATXN7L3B,25.86414813460525
ASCL1,ENPEP,8.483883074673475
ASCL1,RTN1,23.71725179481963
ASCL1,INSIG2,10.595992151008948
ASCL1,INTU,12.090037455253563
ASCL1,USP8,0.87584677594056
ASCL1,RERE,13.209414783094063
ASCL1,TMEM161B,26.01353891501672
ASCL1,RIMS1,1.2909884401947327
ASCL1,TBPL1,6.2309997410674764
ASCL1,MEX3C,3.050598605962931
ASCL1,CCDC181,2.093477813145782
ASCL1,YWHAG,10.70142741486942
ASCL1,AFF2,1.5518460801966232
ASCL1,IGFBP5,178.77152892099537
ASCL1,PHF21B,0.9956397348096994
ASCL1,WSB2,1.287651113910707
ASCL1,PLEKHG2,2.456575936261457
ASCL1,ALG10B,46.756740756910894
ASCL1,GBE1,0.9913014439094698
ASCL1,HNRNPA3,20.4030471670688
ASCL1,ZEB1,2.642434789332601
ASCL1,ENOX1,10.65679359581501
ASCL1,JUND,6.290303444682475
ASCL1,CCDC88A,60.33159632755688
ASCL1,SETD1A,2.3002394698747626
ASCL1,PLCB1,7.441192040876438
ASCL1,ZKSCAN8,12.339823013147509
ASCL1,TWISTNB,7.634122283998533
ASCL1,XIAP,29.390426745790684
ASCL1,UBE2E2,1.7361494113290208
ASCL1,SLC25A36,3.9324327941232218
ASCL1,ITPR2,4.073232528478249
ASCL1,POU6F2,1.2373934472690435
ASCL1,PPA2,2.4969054537463307
ASCL1,ANKRD12,18.584341433753963
ASCL1,HNRNPK,47.91732274032575
ASCL1,MITF,1.1183353122876512
ASCL1,U2AF2,1.329293203431817
ASCL1,BCL2L11,1.6390389580886475
ASCL1,CCDC186,1.6394221630260717
ASCL1,APPBP2,27.30496643658595
ASCL1,LMX1B,15.704598473204705
ASCL1,TMEM260,2.4199776399259005
ATF3,CEBPD,2.758289286670645
ATF3,HSP90AB1,20.35649654602673
ATF3,ZDHHC14,2.085702630459201
ATF3,RND3,1.475875822751203
ATF3,EPPK1,2.6618085031046745
ATF3,SBNO2,5.11174266276283
ATF3,TMEM63A,3.013761370196585
ATF3,JUND,4.368006999125131
ATF3,SOCS3,5.497830408143057
ATF3,SIK1,2.37310073571002
ATF3,LCN2,2.889159057075505
ATF3,NR4A1,14.057031664906829
ATF3,UPK3A,6.486472365631484
ATF3,NFIX,3.780525481038332
ATF3,DNAJB1,18.491776355805108
ATF3,PIM3,1.275672619360531
ATF3,EPHA2,4.503550328844377
ATF3,EGR1,16.566250154862498
ATF3,DDX5,3.383190307873164
ATF3,HSPB1,15.07049508576688
ATF3,FOSB,59.82150747032837
ATF3,NUPR1,6.784667206823486
ATF3,SERPINE1,13.584093912475453
ATF3,ZFP36,32.95871187457836
ATF3,FNTA,5.471107157133855
ATF3,CHD2,5.28793079657092
ATF3,ATF3,1.0
ATF3,DUSP1,19.23335955906442
ATF3,EGR3,15.04017892539028
ATF3,IER2,13.213773867830849
ATF3,PARK7,6.063279920646849
ATF3,CCND2,1.634880883242627
ATF3,FCGRT,1.328813709066253
ATF3,TYRO3,1.6199170438434338
ATF3,SOWAHC,138.0344521146354
ATF3,HSP90AA1,28.41315110789993
ATF3,IER3,7.093226480231722
ATF3,EFL1,2.16791178987219
CEBPD,SOCS3,2.864744482752426
CEBPD,CD74,2.8978070993517155
CEBPD,JUNB,5.498799546167986
CEBPD,VEGFA,1.540450807737893
CEBPD,BCL2L2,6.816374516959327
CEBPD,JUND,6.455953625604368
CEBPD,SBNO2,1.7036879784965984
CEBPD,ZFP36L1,2.108716790949016
CEBPD,SYNPO,1.3622054303140263
CEBPD,SPACA9,1.1032195138518035
CEBPD,UBE2J1,1.5048014188024634
CEBPD,TAOK3,2.8213764927963707
CEBPD,ONECUT2,3.3806819914927426
CEBPD,NFIL3,1.1638419707695369
CEBPD,SND1,0.9868338197365284
CEBPD,SLU7,2.8833685317278097
CEBPD,NARS,1.6349570798950823
CEBPD,EGR1,0.9197422779654322
CEBPD,GADD45G,1.169899659899445
CEBPD,EIF4EBP2,1.115555166869561
CEBPD,IER5,1.189731882131866
CEBPD,PARP14,0.9622158311837118
CEBPD,KDSR,5.8103273148705465
CEBPD,TOB2,1.7473071169163743
CEBPD,ATF3,1.0496358757519788
CEBPD,ALCAM,1.2784395164144668
CEBPD,PPP1R14C,2.3051172651264284
CEBPD,EPPK1,1.122622741642493
CEBPD,H1F0,3.051762800171589
CEBPD,BHLHE40,1.7232720657201122
CEBPD,ATXN7L3B,0.9819454211170388
CEBPD,DUSP1,3.695754264795004
CEBPD,FAM104A,3.384424602868197
CEBPD,SCGB3A1,4.862662292538617
CEBPD,ASPG,19.706819606056985
CEBPD,PEAK1,4.081522619027349
CEBPD,C3,4.650711837208016
CEBPD,GBP5,4.018439413639896
CEBPD,FGF1,2.894356392005504
CEBPD,SOX9,2.4525056422862117
CEBPD,UNC5C,4.6433516574906495
CEBPD,IRS2,8.753790464391958
CEBPD,CP,2.6260030855296623
CEBPD,MECOM,3.0925158047385715
CEBPD,SS18,20.62396655777502
CEBPD,LUZP1,2.4523087971212663
CEBPD,ISG15,20.72734654198706
CEBPD,BAG3,6.985669875053914
CEBPD,SCGB1A1,5.310914293781022
CEBPD,SUCLG1,3.792921915608534
CEBPD,IFIT3,2.4847562049224527
CEBPD,TLR5,2.5070084936934838
CEBPD,NUS1,3.0133133861314536
CEBPD,SMAD5,2.325668664199113
CEBPD,TLR1,13.897556432202157
CEBPD,TMEM50B,2.5631032028245904
CEBPD,SPTY2D1,3.4670779676153023
CEBPD,SLC3A2,2.290837847050494
CEBPD,JUN,2.815634048885145
CEBPD,TMSB4X,4.28788979956305
CEBPD,FOS,5.705402144206862
CEBPD,CGNL1,7.682120691619306
CEBPD,ISOC1,3.383880696569885
CEBPD,PPP1R7,8.002392717794605
CEBPD,PARVA,3.6651986866625994
CEBPD,FOSB,7.404308979513818
CEBPD,BCL2L11,0.5996326457062513
CEBPD,PERM1,0.2686302005433055
CEBPD,UPK3A,0.8014403717366132
CEBPD,TYRO3,0.0648765250921082
CEBPD,HELZ2,0.2750732191346688
CEBPD,OSGIN1,0.2485546103265326
CEBPD,CRLF1,2.1571561951629503
CEBPD,TBPL1,0.2274452398865993
CEBPD,ARPC1B,0.0207883208805021
CEBPD,SOX18,1.2582641257947798
CEBPD,KCNK5,0.6641702751856156
CEBPD,SLFN5,0.8959489823429236
CEBPD,SERPINE1,1.5836146689987012
CEBPD,CCND2,0.0318232509999314
CEBPD,NR4A2,0.5691600094093805
CEBPD,IRX1,0.9621218256781592
CEBPD,UBAP2L,0.4032032138424408
CEBPD,REST,2.261674185134262
CEBPD,ARRDC1,0.7280361750628824
CEBPD,SFTPB,2.11114624560712
CEBPD,RAB22A,0.4793164021262097
CEBPD,DNAJA1,1.2721774911163335
CEBPD,RNF125,0.9495725617424818
CEBPD,SLAMF8,0.0254200431430712
CEBPD,MED12,0.2198459233986782
CEBPD,KLF4,0.0367874720666584
CEBPD,ZBTB16,0.4766755749748754
CEBPD,MUC2,0.8443378396089928
CEBPZ,ABCA5,1.6260436462731376
CEBPZ,PHF3,0.9853264810685562
CEBPZ,PPIG,7.013070722637704
CEBPZ,PEX5L,3.4126399948684147
CEBPZ,UBAP2L,1.0114223155836466
CEBPZ,PRPF38B,6.1542033597170605
CEBPZ,MIS18BP1,1.7042573400594354
CEBPZ,CCPG1,1.5325553901140605
CEBPZ,HNRNPA3,0.9887337429008464
CEBPZ,HECA,2.0912370042833506
CEBPZ,CEP152,1.031758438960425
CEBPZ,ALCAM,2.5275147108795064
CEBPZ,TRIM9,2.5688087470483327
CEBPZ,KIF21A,1.8829863466615424
CEBPZ,SPEN,1.6085255164365335
CEBPZ,TBC1D1,4.546451752875022
CEBPZ,HTATSF1,9.2535468139986
CEBPZ,DUSP10,0.9798960580829686
CEBPZ,NUF2,0.9671356890246376
CEBPZ,PHF10,1.2553973363614042
CEBPZ,MPHOSPH8,1.5944774056396758
CEBPZ,PAXBP1,3.9829775323937935
CEBPZ,DGKI,1.533732725887378
CEBPZ,RIF1,5.176749688896413
CEBPZ,LSG1,6.921354031846806
CEBPZ,GOLGA4,20.467933179495983
CEBPZ,PRDM1,5.514724056098016
CEBPZ,EED,2.198642012904256
CEBPZ,TAF7,1.147448223256851
CEBPZ,ENC1,8.16045915255575
CEBPZ,SRRM1,9.018945993428227
CEBPZ,CIT,1.2260729892428142
CEBPZ,SOX4,16.7936744096275
CEBPZ,PHLDB2,3.049665328485305
CEBPZ,RERE,1.475153658544189
CEBPZ,CENPE,2.779062214291904
CEBPZ,KIF20B,2.024243468114695
CEBPZ,RGS2,5.269773376657192
CEBPZ,FRMD4B,4.400755577204504
CEBPZ,SPAG9,3.654761582517259
CEBPZ,FBXO5,9.942449439764143
CEBPZ,ARGLU1,5.561768499050969
CEBPZ,CWC25,1.3012263682593033
CEBPZ,PLPPR4,8.02313351447013
CEBPZ,PLK2,3.707574491690513
CEBPZ,THBS1,1.2830982870224787
CEBPZ,NOP56,5.213723141272234
CEBPZ,DDX21,6.186416542808945
CEBPZ,CHD2,9.238295319517748
CEBPZ,PFKP,0.9255937843915184
CEBPZ,MARCKS,1.155551069239089
CEBPZ,TRNT1,0.8209722178395359
CEBPZ,PRRC2C,18.598032204999896
CEBPZ,YTHDC1,17.62862486517753
CEBPZ,GEM,0.2132409638630446
CEBPZ,PPP1R15A,2.951258060009947
CEBPZ,USP36,0.8411551691219529
CEBPZ,NDC80,3.411827329239875
CEBPZ,FAM50A,1.1263129419818174
CEBPZ,PEG3,1.3662065250842417
CEBPZ,SCG2,8.394075229945877
CEBPZ,NOLC1,0.2170968183178931
CEBPZ,NOL10,0.3447462568429383
CEBPZ,PLEKHM1,0.1621883587685289
CEBPZ,GTF2F1,0.3450449823050835
CEBPZ,MKI67,4.935187514563981
CEBPZ,CCDC186,0.6844045311178438
CEBPZ,FAT4,1.5550549664802455
CEBPZ,CHGB,1.411090456697294
CEBPZ,MAPK8IP3,0.9078125172084904
CEBPZ,PRPF4B,13.075762993383844
CEBPZ,REST,0.475959167677236
CEBPZ,NGEF,0.4848181432332088
CEBPZ,MECOM,1.036673313288807
CEBPZ,ZC3H13,3.9849260981217993
CEBPZ,OPTN,0.0407121235720281
CEBPZ,GZF1,0.3931605423785557
CEBPZ,CRNDE,1.0480298792912008
CEBPZ,CEP89,0.6609832220225471
CEBPZ,CCDC190,3.4862789703464623
CEBPZ,JUN,3.5851248754079115
CEBPZ,CMIP,3.136942587544187
CEBPZ,PHLDA1,0.0818547402244434
CEBPZ,NOP14,2.4659865231318854
CEBPZ,DDX3Y,1.497999766655592
CEBPZ,VGF,1.3360866828714433
CEBPZ,AKAP12,0.038100100705596
CEBPZ,EXPH5,0.1802498899808201
CEBPZ,RBM3,1.35773803537651
CEBPZ,DNAJC21,0.312596211701083
CEBPZ,POLR3D,0.1071778907959905
CEBPZ,RNF20,5.704456481927188
CEBPZ,NID2,0.1237660650656829
CEBPZ,SRRM2,8.417184089700397
CEBPZ,CCDC25,0.3913992797859971
CEBPZ,MAFB,0.3256078736456819
CEBPZ,HECW1,1.6138624941163358
CEBPZ,MAP1B,6.892986617724052
CEBPZ,AREG,0.6252397946665454
CEBPZ,CEP250,1.8083721178948235
CEBPZ,FGF1,0.4858120913959274
CEBPZ,FMN2,3.892981681759341
CEBPZ,RPL26,0.8017012636458336
CEBPZ,ANK1,0.7605147744048779
CEBPZ,CNNM2,1.710897171954125
CEBPZ,XYLT1,0.9604569627552456
CEBPZ,NSRP1,0.7840291069193766
CEBPZ,EFCAB5,1.4357714268366504
CEBPZ,MLF1,0.256431372560688
CEBPZ,KMT2A,2.0020315672627182
CEBPZ,RP9,0.1701457436493533
CEBPZ,RPL28,1.1639079399787753
CEBPZ,TRAF5,0.3298741693650175
CEBPZ,DUSP4,0.4533727077938673
CEBPZ,GTF3C1,2.7636271686630964
CEBPZ,AKAP9,4.637432990791758
CEBPZ,SLC1A4,0.6666571724341468
CEBPZ,ANKRD11,3.147296766094255
CEBPZ,IRS2,0.01605042716464
CEBPZ,HIST1H1C,6.691417915296594
CEBPZ,TRIB1,1.8278743458384723
CEBPZ,NAV2,3.742633427480112
CEBPZ,KLF4,1.7531457472084682
CEBPZ,IZUMO1,0.149027589625949
CEBPZ,MAF,1.3503736102827992
CEBPZ,KLHL29,1.0153704969452246
CEBPZ,GADD45A,0.8778110016659272
CEBPZ,EIF5B,12.95125451895822
CEBPZ,BRCA1,1.4069954774192517
CEBPZ,GOLGB1,8.339686769530902
CEBPZ,DLGAP5,3.3747486149743984
CEBPZ,SEPT11,3.2292949058253986
CEBPZ,CDC42BPB,0.2257707722546587
CEBPZ,FGG,1.4007635765171902
CEBPZ,RAD51AP1,1.965489920610772
DBP,ARHGAP39,1.5091695668444778
DBP,ANKRD26,2.5850567175784294
