,ASCL1,BACH1,BACH2,CREB1,CUX2,EGR1,EHF,EPCAM,ESR1,ETS1,FOS,FOXO3,GRHL2,HES1,HSF2,ICAM1,JUN,JUNB,JUND,KMT2A,LMX1B,MEIS2,NCAM1,NFATC2,NFIA,NFIB,NFIX,NFKB1,NFYC,NR6A1,PBX1,PKNOX2,PROX1,RBPJ,REST,RORA_RORB,RUNX1,SIX1,SIX4,SMAD3,SOX11,SOX9,STAT1,STAT2,TBX15,TCF4,TCF7L1,TCF7L2,TEAD1,TFDP1,THRB,ZBTB20,ZEB1
ASCL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACH1,0.0,0.0,0.0,0.0,0.0,0.0,0.7966014123870658,0.2505721390429853,0.0,0.0,0.0,0.0,0.0,0.0,-0.028802395703522762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06416465627058625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4446050811507024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2729446843733679,0.05427293158765736,0.0,0.0,0.2539477067643523,0.0,0.0,-0.04337886777587932,0.0
BACH2,0.0,0.0,0.0,0.0,0.0,0.0,0.0422910445717791,-0.07341921125834973,0.0,0.0,0.0,0.0,0.0,0.0,-0.13101859227377588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.15653780370405598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06619319310793802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.020149882501732497,-0.03269251568551652,0.0,0.0,0.02417316831640266,0.0,0.0,0.005247059315887728,0.0
CREB1,0.0,0.2184958336528093,0.579954775819529,0.0,-0.1844319841272747,-0.017381040097222064,0.0,0.0,0.0,0.0,-0.4092633384881202,-0.1264911097801378,0.0,-0.4577448046154777,0.0,-0.03887637162737833,-0.32776869339275644,0.0,0.0,-0.046839318502657955,-0.2943754992813957,-0.07350493503280106,0.0,-0.21988285901268498,0.0,0.6986187857014226,0.4165332634078937,0.0,0.0,0.4164717513378721,0.0,0.0,0.0,0.0,-0.28926237748201256,0.0,-0.41045682513604975,0.0,0.0,-0.16252746400087198,-0.33885826592816565,-0.18764846704314145,0.4150564916194608,0.0,0.0,0.28661411413049787,0.0,0.25055480512096523,0.6462220255886096,0.48522552100091504,0.33231475332581284,0.5120552674099944,-0.21133360464067646
CUX2,0.0,0.0,0.0,0.0,0.0,0.0,0.040268576179260364,0.019354270794457472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.12741693172585616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.012942686900246725,0.0,-0.18490041709481408,0.0,0.0,0.0,0.0,0.0,0.11095072396451885,0.0,0.0,0.0,0.0,0.0,0.042016152447489824,0.0
EGR1,0.13850818943716725,-0.024404114325100916,0.15793151447124185,-0.06060421607545573,0.19987923619304954,0.0,0.0,0.02056403446443294,0.1037386433336602,-0.043791846737072454,0.737599820022929,0.108503736554746,0.0,0.020361763293700357,0.16822166928864596,-0.01065617147544106,0.0,0.14906382154193182,0.11453754386998095,0.14695645325823153,0.30107577638118377,0.1544585078300995,0.2150271473476751,0.15100742494169275,0.06583438573075032,-0.02359076772996287,-0.09279151291553314,0.13028645572929767,0.020433994534509517,0.20718403353083925,0.07807547676801033,0.03979893321919462,0.1373184888701367,0.04493196233120436,0.08725859931765245,0.0,0.09610877358387217,0.010031406808741091,0.020906698442442456,0.11023504812987406,0.3722221957283429,0.09364731179625063,-0.14926917755482783,0.23148288013176482,0.10969441951993895,0.02312689998435316,0.10706997501864172,-0.13152268670871833,0.011522606358302816,0.2586115208441812,-0.13581227388615588,0.05208889753548801,0.3121912980799829
EHF,0.0,0.13932729179949996,0.0,0.0,0.0,0.10363626372162017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00781788636803974,0.01585589433141654,-0.03828808212367738,0.0,-0.01266852033500879,0.0632747894757065,0.0,0.12880019787051702,-0.16579249407205512,0.48236844284819147,0.0,0.10992872798288301,0.057503870004750844,0.14180669432952475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3112250694406627,-0.008248338306037686,0.02432872368001165,0.0,0.0,-0.02957599974661327,0.0,-0.06491506210652521,0.029634040507943903,0.25877243953839424
EPCAM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ESR1,0.0,0.0,0.20850198183560384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.11181789282060796,0.0,0.0,0.0,0.0,-0.022418376823309653,0.0,-0.7495301870947834,0.0,0.0,0.01881344628314452,0.0,0.0,0.0,0.0,0.0,-0.04136669104963021,0.0,0.0,0.0,0.34456075149595217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.006081544246349098,0.0
ETS1,0.0,0.4832001454045882,0.7742447128125342,-0.10219192933286513,0.013765073987577097,-0.13572198184476983,0.0,0.0,-0.14719237620506537,0.0,-0.4791216634768687,0.21025530758407093,0.0,0.0424234345119239,0.33128129310392024,0.0,0.0,0.0,0.0,-0.0025063420343753836,-0.04112255169649255,0.050054604249555316,0.0,0.10687128845124706,0.07838515958826171,-0.04134844650938382,-0.24365532257762737,1.0413467733161859,-0.15537164158707858,0.23645921734573525,0.5460260837103942,-0.480002954522221,0.052358770428601126,0.2739490215945428,0.2944527343077657,0.0,0.29235266374747726,-0.12830479020704477,0.0,0.25987699062923264,-0.03430003796809217,0.0,-0.2888676664890375,0.5375007385103937,-0.14702060381531895,0.015453389045051287,-0.6057639810963907,-0.3321981890885652,0.12614392632785829,0.0,-0.2162807502133583,-0.010910352207855835,0.24104146647364472
