,TEAD1,TCF7L1,TFDP1,NFYC,EGR1,HSF2,CREB1,TCF4,NFKB1,SIX1,ZEB1,SMAD3,ESR1,SOX11,RORA_RORB,STAT1,ASCL1,GRHL2,THRB,NFIA,FOXO3,STAT2,EHF,LMX1B,ZBTB20,TBX15,MEIS2,NFIX,REST,NFATC2,KMT2A,RBPJ,HES1,JUNB,ICAM1,RUNX1,SIX4,NFIB,JUN,NCAM1,PROX1,TCF7L2,PKNOX2,ETS1,BACH2,JUND,NR6A1,PBX1,EPCAM,BACH1,SOX9,CUX2,FOS
ZEB1,,,,,,,,,,,0.7352758770600663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMAD3,,,,,,,,,,,,,,,,,-5.320822308601751,,,,,,3.431434544668438,,,,,,3.981119803867629,,,,,,,3.862862125483771,,,,,,,,,,,,3.2343691281294076,,,,,
ESR1,,,,,,,,,,,,,0.7137045810919235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOX11,,,,,,,2.5936913910218125,,,,,-2.0417830138751976,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.6433504590968306,,,,,,,,,,,1.3470039960699727,,,
RORA_RORB,,,,,,,,,,,,,,,,,7.174521566154634,3.69302383147008,,1.124027751674579,3.52835695238372,,,4.462241954596522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STAT1,,,,,,,,,,,,,,,,0.7206131566008432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASCL1,,,,,5.463737958818758,,,,,9.957369020394722,,,,,7.874216771422237,,,,,,,,,,,,,,,,,,-2.26265401390674,,,,,,-10.060272358626081,,,,,,,3.2260512401620787,,,,,,,
GRHL2,,,,,,,,2.6572767172753107,,,,,,,,,,,,2.6598012131192124,,,,,,,,,,,,,,,,0.650316752208984,,2.7791193671098866,,,,,,,,,,,,,,,
THRB,,,,,,,,,,0.5676163152804365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFIA,,,,,,,,9.887420608872372,,,,,,,,14.288397059067863,,,,,,,8.026061507647464,,,,-4.862830566480029,5.547416381389319,,,,,,,,10.664285870049172,,13.39037102602227,,,,,,,,,,,,,,,
FOXO3,,,,,,,,,,,,,,,2.847924778470397,,,,,,,,,,,,-1.1025160314907525,,,,,,,,,,,,,,,,,,,,,,,,3.092393777525684,,-2.059383828956287
STAT2,1.507863245569945,4.835517302075125,,,,,,,,,,,,,,,,,,1.3577875877373715,,,,,,,,,,,,,,,,1.7958818602658293,,-1.0854132038598587,,,,,,,,,,,,,,,
EHF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0440781704619186,,0.3423570006485138,,,,,,,,,,,,,,,
LMX1B,,,,,1.6237774810853107,,,,,,,,,,,,1.229534314414722,,,,,,,,,,3.6798001835848626,,,,,,,,,,,,,,,,,,,-0.38601680700137453,,,,,,,
ZBTB20,,,,,,,17.079688435135115,,,,,,,,,,,,,9.684767310528112,,,,,,13.830642735330715,,,,,,,,,,,,,-11.934305389433206,,,,,9.709449491572265,,16.25762913385398,,,,,,,-4.033719319693946
TBX15,,,,,,,,,,10.343771277449429,,,1.4890975169423173,,,,,5.657456669032278,,2.6985869798824544,,,,,,,,-9.078084860655418,,7.29791214725621,,,,,,,,,,,,,,,,,,,,,,,
MEIS2,,,,,1.8471473009187827,,,,,,,,,,,,1.3972596867670373,,,,,,,,,,,,-2.6632210669065715,,,,,,,-2.4910095680188293,,,,,,,,,,,,,,,,,
NFIX,,,,,,-3.45091159686424,,,,,,,,,-2.8742141899278626,2.2080901051902146,,,,,,,,,,,,,,-5.482391872788628,,,,,,2.6016350671510904,,,,,,,,,,,,,,,,,
REST,,,,,,,,,,,,,,,,,-2.260433298327755,,,,,,,,,,,,,,,,1.0321399994789493,,,,,,,,,,,,,,,,,,0.7479466153406756,,
NFATC2,,,,,,,,,,,,,,,,,1.079084941625585,,,,,,,,,,2.0338557993112443,,,,,,,,,,,,-0.24713709723477995,,,,,,,,,,,,,,
KMT2A,,,,,10.168625428234824,,,,,,,,,,,-12.690814568828491,,,,,,,4.09201353491368,12.027472193370643,,,,,,8.93498043398846,,,,,,,,,4.729282918610493,,,,,,,-13.322173968872479,,,,,,,
RBPJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8033016345108884,,,,,,,,,,,,,,,,,,,,,
HES1,,,,,,,,,,,,,,,0.29722237468100654,,-1.7178953133266077,,,,,,,,,,,,,,,,,,,5.908820232540626,,2.8824841326101422,,,,,,,,3.597539597663264,,,,,,,
JUNB,-1.2608787794653917,,,,1.5828850285890184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5859658296642516,,,,,,,,,,,,
ICAM1,,,,,0.34384248986371646,,,,,,,,,,-2.6471218717275318,2.2830668251810646,,,,4.400330295729009,,,,,,,-6.594186482828356,,,,,,,,,11.43424495828931,,,,,,,,,,,,,,,,,
RUNX1,-3.8199608548640596,,,,,,,,,,,,,,,14.26533038924354,,,,,,,,,,,,,,,,,,,,,,-3.298088156322728,,,,24.20722538593928,,,,4.179955263397236,,3.40717199771914,,,,,-2.7325775483042962
SIX4,21.49242265545055,12.488196079422533,,23.148326598271826,,,,,,27.16179896331081,,,,,,,,,,,,,,10.367229346086939,,,,-17.84805366310824,-12.55493763075841,,,,,,,3.3045219443103906,,,,,,,,,,,,,,,,,
NFIB,,17.547096009073552,,,,16.88514844391282,,24.9667130237326,,,-6.93465001031608,,,,,21.02921832236394,22.54339432982972,,25.745323373552893,,,,,,,,,,,,,,,,,,,,,,,,15.511719982246643,,,,,,,,,,
JUN,,,,,-4.0977230635764075,,,-11.553189121103635,,,,,,,,,,,,,,,3.2028516452821028,,,,,,,,,,,7.979375848294792,,-0.11960210373888103,,,,,,,,,,,,,,,,,10.51174243601609
NCAM1,,,18.64402702289001,10.834261748529562,4.607657403227782,,,,,,,,,,,,,,,10.806285230666154,,,,,,,11.136236831359883,-14.368976433237426,,,,,,,,-5.712953244045508,,,,,,,,,,,,,,,,,
PROX1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9206833398808154,,0.8731202355588666,,,,,,,,,,,,,,,,,,,,,
TCF7L2,,,-2.8654768447109853,,-0.24936368252358102,,,,,,,,,,,,,,,4.437113347943483,,,,,,,-3.5620606687669607,,,,,,,,,,,,,,-4.031037173661041,,,,,,,,,,,,
PKNOX2,,1.921347591794795,,,,,,,,,,,,,,2.345931645961162,,,,,,,,,,,,,-5.532389350813056,,,4.8083648013533455,,,,,,,,,,-3.111230538801821,,,,,,,,,,,
ETS1,,,,,,,,3.9621445097737267,,,,,,,,,,,,,,,,,,,,-1.4240445695025294,,,,,,,,,,,,,,,,,1.6522345955218487,,,,,,,,-1.8751454768233193
BACH2,0.8425819782949856,,,,,,,,,,,,,,,,-2.0018402001696125,,,,,,,,,,,,,,,,,,,,,0.6332799066614362,,,,,,,,,,,,,,,
JUND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7263591641774437,,,,,,,
NR6A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7829863577242777,,,,,,
PBX1,,,,,,,,,,,,,,,,,1.3664559416883613,,,,,,1.90402796973349,,,,,,,,,,,,,0.9209484371743453,,0.8022528155173378,,,,,,,,,,,,,,,
EPCAM,,,,,,,,11.772101611489383,,,,,,,,2.7387680199006215,,,,,,,,,,,,,,,,,2.2216005702263963,,,,,,-5.205921854162347,,,,,,,,8.76781930125001,,,,,,-6.1877632544986705
BACH1,5.205394351610895,,,,,,,6.1177209112318645,,,,,,,,,,,,,,,3.025349472817974,,,,,,,,,,,,,0.8871575362875364,,,,,,,,,,1.8859067963984297,,,,,,,
SOX9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7345766715518603,,
CUX2,,,11.983974740590119,,,,,,,,,,,,6.622184016518871,,,,,,,,-7.753238764269723,,,,18.631054957329045,,,,,,,,,-11.883969031686881,,12.873315267241297,,,,,,,,4.199130164871684,,,,,,,
FOS,-11.175696265997555,,-11.551415162863393,,19.000740536691126,,,,,,,,,,-13.994022060103127,,3.7004383523508513,,,,,,,,,,,,3.1721406553373677,,,,,,,-11.733188312687842,,,41.23748738111138,,,,,,,,,,,,,,
