,TEAD1,TCF7L1,TFDP1,NFYC,EGR1,HSF2,CREB1,TCF4,NFKB1,SIX1,ZEB1,SMAD3,ESR1,SOX11,RORA_RORB,STAT1,ASCL1,GRHL2,THRB,NFIA,FOXO3,STAT2,EHF,LMX1B,ZBTB20,TBX15,MEIS2,NFIX,REST,NFATC2,KMT2A,RBPJ,HES1,JUNB,ICAM1,RUNX1,SIX4,NFIB,JUN,NCAM1,PROX1,TCF7L2,PKNOX2,ETS1,BACH2,JUND,NR6A1,PBX1,EPCAM,BACH1,SOX9,CUX2,FOS
ZEB1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SMAD3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25587940908388623,0.0,0.0,0.0,0.0,0.0,0.17010743069663903,0.0,0.0,0.0,0.0,0.0,0.20659135362707076,0.0,0.0,0.0,0.0,0.0,0.0,0.2548667031065725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11271192427017429,0.0,0.0,0.0,0.0,0.0
ESR1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SOX11,0.0,0.0,0.0,0.0,0.0,0.0,0.27411713442118124,0.0,0.0,0.0,0.0,-0.267432689928021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1282998065857721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13355343839530628,0.0,0.0,0.0
RORA_RORB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39565578448021144,0.17350863242373155,0.0,-0.03668433595272519,0.12040769279793229,0.0,0.0,0.2732946515259131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STAT1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASCL1,0.0,0.0,0.0,0.0,0.12148589427180735,0.0,0.0,0.0,0.0,0.22558770836536837,0.0,0.0,0.0,0.0,0.17154912238400694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.057283102753049625,0.0,0.0,0.0,0.0,0.0,-0.12727026861737384,0.0,0.0,0.0,0.0,0.0,0.0,0.06658905625560005,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GRHL2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30169799031069083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2785112530667993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039065605839571346,0.0,0.35542119523076754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
THRB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5676159999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NFIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11566422645346847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2138776449260594,0.0,0.0,0.0,0.0,0.0,0.0,0.13842117813825514,0.0,0.0,0.0,-0.1213486629364811,0.1427613368337604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19703755564730605,0.0,0.13255079769955724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FOXO3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39436935563051995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.125923169807657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32592710769456884,0.0,-0.24111057418305076
STAT2,0.16616665665437674,0.4187344965590024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20220608943276389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.153741081870166,0.0,0.03385539215000331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EHF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5232400631293993,0.0,0.17988160677015996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LMX1B,0.0,0.0,0.0,0.0,0.162849692019028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12614712652911725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42234326844924097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04337085139716171,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZBTB20,0.0,0.0,0.0,0.0,0.0,0.0,0.26590483027606604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07043331514370428,0.0,0.0,0.0,0.0,0.0,0.17087108110283827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09248035516267221,0.0,0.0,0.0,0.0,0.14886148386915282,0.0,0.14335849754801683,0.0,0.0,0.0,0.0,0.0,0.0,-0.03755819439910689
TBX15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2827324912773893,0.0,0.0,0.05635813719193698,0.0,0.0,0.0,0.0,0.1642459727475122,0.0,0.07102090738924063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25064801129679637,0.0,0.2277938135753669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MEIS2,0.0,0.0,0.0,0.0,0.18641335942533438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11638209450705772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2581098204428983,0.0,0.0,0.0,0.0,0.0,0.0,-0.2708109594519865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NFIX,0.0,0.0,0.0,0.0,0.0,-0.15098358372506337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.126975218620703,0.05179961353102431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.29634854134696237,0.0,0.0,0.0,0.0,0.0,0.14266455680736292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
REST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5108262010298208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27264172742708986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20172630848598525,0.0,0.0
NFATC2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2640541047141129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49707914220696103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03388664062781338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KMT2A,0.0,0.0,0.0,0.0,0.12416040095669593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1900371699215466,0.0,0.0,0.0,0.0,0.0,0.0,0.005520087817773069,0.2570903632455033,0.0,0.0,0.0,0.0,0.0,0.21695203616749614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01780152189315813,0.0,0.0,0.0,0.0,0.0,0.0,-0.18909630210964773,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RBPJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HES1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.033400183894502763,0.0,-0.1363671741733137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4409644401125686,0.0,0.10523206911895956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17936437849428516,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JUNB,-0.277540720161983,0.0,0.0,0.0,0.4256760039363797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.13580000606131015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICAM1,0.0,0.0,0.0,0.0,0.03811841310087136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027390511517500642,0.09401090468853793,0.0,0.0,0.0,0.16688730504377514,0.0,0.0,0.0,0.0,0.0,0.0,-0.18417654157570895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3401568868437709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RUNX1,-0.012849279401252172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24915683205404984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001878360350593201,0.0,0.0,0.0,0.42619164871345294,0.0,0.0,0.0,0.14002682721441453,0.0,0.12019570107260825,0.0,0.0,0.0,0.0,-0.025532632690607113
SIX4,0.1690892694298538,0.031194063831056183,0.0,0.14442263691153812,0.0,0.0,0.0,0.0,0.0,0.24832501171937196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14422554016492728,0.0,0.0,0.0,-0.21704862416126963,-0.18945611999618353,0.0,0.0,0.0,0.0,0.0,0.0,-0.04655190898551083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NFIB,0.0,0.12696536065638875,0.0,0.0,0.0,0.1570374912791161,0.0,0.22907092683562646,0.0,0.0,0.017532527041613677,0.0,0.0,0.0,0.0,0.16693070005832425,0.19141503976699897,0.0,0.2122635280405249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08963759420365847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JUN,0.0,0.0,0.0,0.0,-0.05679360245549997,0.0,0.0,-0.3349807954648687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04868107922186841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21215034942347252,0.0,0.01608559184947702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35057913811776026
NCAM1,0.0,0.0,0.20300872559685224,0.12369103719882368,0.05473344499605655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07939748022336801,0.0,0.0,0.0,0.0,0.0,0.0,0.2090949074640063,-0.25092524667073535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.11578967453242466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PROX1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4486566611419519,0.0,0.4676818758837909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCF7L2,0.0,0.0,-0.10966443585246996,0.0,-0.006735555179664589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31065863478972366,0.0,0.0,0.0,0.0,0.0,0.0,-0.1996562897420271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.24172374974125554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PKNOX2,0.0,0.1084460216172979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12758404439449136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.30464666243101085,0.0,0.0,0.29732850577051456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.18890908963665964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ETS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5115435128280192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.15075893830418025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1710192254005228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.19723831127069338
BACH2,0.3462954326374096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.36058886501171494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28838756721600967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JUND,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NR6A1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PBX1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1311656405618244,0.0,0.0,0.0,0.0,0.0,0.32664748042000114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10958687019127217,0.0,0.19791072934687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EPCAM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2789234894474685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04986176747064404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014973344673185807,0.0,0.0,0.0,0.0,0.0,-0.09179497133869807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18278456902654072,0.0,0.0,0.0,0.0,0.0,-0.10937765054705642
BACH1,0.3304822287678082,0.0,0.0,0.0,0.0,0.0,0.0,0.32112109373758047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18404899658289608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015979244745626894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10131569537093972,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SOX9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CUX2,0.0,0.0,0.20068833307461892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1347314443595397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03797613799617265,0.0,0.0,0.0,0.27033785809113264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2143596965901166,0.0,0.17445263949812623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045464250066291415,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FOS,-0.1416116826927489,0.0,-0.11177397566786898,0.0,0.15058460426242973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1819401298728078,0.0,-0.04755760563163234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08168414287902767,0.0,0.0,0.0,0.0,0.0,0.0,-0.02373285967988769,0.0,0.0,0.4559950647808093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
