ASCL1,0.9500973423026644 
CREB1,0.4754683178736631 
CUX1,0.9699378293807641 
CUX2,0.8717555903122178 
EGR1,0.8307486836749457 
EHF,0.8508211116603851 
ESR1,0.9707480266020262 
ETS1,0.8241306518886953 
FOS,0.5803916382754598 
FOXO3,0.9966525381257784 
GRHL2,0.8109454281805002 
HSF2,0.6918267047507634 
JUN,0.7679401971225468 
JUNB,0.9888865848937678 
JUND,0.6413498693635556 
KMT2A,0.8060629669539731 
LMX1B,0.9421903260515976 
MEIS2,0.9929394380425733 
NFATC2,0.9781797034021519 
NFIA,0.9995677547125073 
NFIB,0.9763216816404781 
NFIX,0.9952382800793695 
NFKB1,0.6691560695861241 
NR3C2,0.8985684210526315 
PBX1,0.9699520473277135 
PKNOX2,0.9144512043731755 
PPARG,0.40691573123495783 
PRDM16,0.9225389668934337 
PROX1,0.998529945388525 
RARB,0.9843135685470961 
REST,0.9999893838445845 
RORA,0.9999437638427464 
RORB,0.9810740440151815 
RUNX1,0.9876475603585119 
SIX1,0.9753793172091171 
SIX4,0.9606188405333479 
SMAD3,0.9867438993223525 
SOX9,0.9999894730320136 
SP100,0.9960760604944534 
STAT1,0.9872949673187288 
TBX15,0.8710121918341671 
TCF12,0.8975536794378619 
TCF4,0.9999079542418994 
TCF7L2,0.9883558618529249 
TEAD1,0.9943304639322317 
ZBTB18,0.9999671057526558 
ZBTB20,0.5579975961759948 
ZBTB7A,0.999952969864853 
ZEB1,0.9896379112388816 
