Cell,ASCL1,CD44,CREB1,CUX1,CUX2,EGR1,EHF,EPCAM,ESR1,ETS1,FOS,FOXO3,GRHL2,HSF2,ICAM1,JUN,JUNB,JUND,KMT2A,LMX1B,MEIS2,NCAM1,NFATC2,NFIA,NFIB,NFIX,NFKB1,NR3C2,PBX1,PKNOX2,PPARG,PRDM16,PROX1,RARB,REST,RORA,RORB,RUNX1,SIX1,SIX4,SMAD3,SOX9,SP100,STAT1,TBX15,TCF12,TCF4,TCF7L2,TEAD1,ZBTB18,ZBTB20,ZBTB7A,ZEB1
RU1293A_191767562348387,0.9167196163395004,0.11392778854062065,0.0,0.0,0.0,0.0,0.5951572607804402,0.0,0.0,0.5079333238604249,0.0,0.6138564345680008,0.0,0.09881235991340975,0.05653320331244713,0.34636759654086224,0.0,0.9895213535212775,0.2223777385540712,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.811075617437756,0.6024856760735708,0.0,0.4294586519745078,0.0,0.21946122534737378,0.18163233707840898,1.0,0.0,1.0,0.02935325778116748,0.0,1.0,0.841116443738044,0.8190192526119469,0.0,0.0,0.0,0.22632746861209874,0.16447538325254638,0.0,0.41958309441571734,0.4579849744617208,1.0,0.03478956839050855,0.0,0.40063481831076625
RU1293A_164640683677404,1.0,1.0,0.8458717778857222,0.13903491795315065,0.0,0.0,1.0,0.24082489741148172,1.0,0.7501496350509533,0.5180565252219103,1.0,0.5134846978815489,1.0,0.47902047242028717,1.0,0.0,0.3240632130784073,1.0,0.3034649172714473,0.0,1.0,1.0,0.0,0.6161087573964149,0.0,1.0,1.0,0.45046663129776726,1.0,1.0,0.8075766204020365,0.7850355401045693,1.0,1.0,1.0,1.0,0.2261907278067381,1.0,1.0,1.0,1.0,0.6195850028046701,0.4096957297233753,0.9235852999391078,0.8370220312241593,0.34143630951158177,1.0,1.0,1.0,0.7305037434569842,1.0,1.0
RU1293A_156572856249070,1.0,1.0,0.04674945574032111,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.5668459425919079,0.6861213840492958,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.4279611898236036,0.0,1.0,0.7773008705862039,0.12990327591086784,0.6503813340412958,1.0,1.0,1.0,1.0,1.0,0.7689067559081981,1.0,0.6053143757177407,1.0,1.0,1.0,1.0,0.4466085738183238,0.0,0.8495061247436032,0.802645640239834,0.0,0.8787044943290279,0.8873715787124865,1.0,0.6187812608497014,1.0,1.0
RU1293A_161943443650853,0.0010907655607107615,0.0,0.0,0.18194932353150725,0.27169570959352224,0.0,0.0,0.5202982046462234,0.026815666038787538,0.0,0.0,0.0,0.0,0.0,0.7470375604325856,0.05923096105035897,0.34920159740439316,0.4471886261015678,0.0,0.26083871242810197,0.0,0.0,0.2507194440229884,0.3707536626273223,0.0,0.0,0.0,0.5443925787104102,0.0,1.0,0.0,0.0,0.5072760291269856,0.0,0.0,0.14691798474247147,0.07124050368019513,0.0,0.6378263547279135,0.0,0.0,0.0,1.0,0.009266506758679552,0.9133352877162617,0.0,0.01576273677702475,0.0,0.0,0.31737385462110895,0.0,0.07342025848500058,0.0
RU1293A_231289985915252,0.0,0.0,0.641997484846675,0.8738615376645816,0.9546162604081708,0.8292352100763397,0.14049982728251859,1.0,1.0,0.43088942789896145,0.40949770778757677,0.0,0.022109527333910875,0.0,0.6615012559912429,0.3173863453284286,0.8178113614911025,0.5369480537404024,0.0,0.32333281474163267,0.016455750324706052,0.0,0.0,1.0,0.44330047311772347,0.7622450122867314,0.0,0.0,0.5211599059403188,0.7902841631313275,0.0,0.0,1.0,0.0,0.49105325945907524,0.0,0.0,0.12266961317810395,0.7515824869118165,0.32648603682087746,0.3461766867600976,0.0,0.7214451471713439,0.47765597611420524,0.9844410322577621,0.0,0.9120645983191428,0.029294227213883993,0.011687927278074058,0.14403403774588922,0.25884658174049546,0.0,0.0
RU1293A_165329207713006,0.41900414446237527,0.25739227727163244,0.5722717713283487,1.0,0.9995689631990083,0.9159529964462295,0.2202244076647218,0.004424248266935188,1.0,0.6135117327794762,0.2757026206931208,0.7933596480133306,0.06152576221478314,0.0,0.2078199318614049,0.40488697479885855,0.2601704474168803,0.8377433970199344,0.26010465979772457,0.9199211778262237,0.306812995617166,0.0,0.5027410624237981,1.0,0.7398791819676089,1.0,0.0,1.0,1.0,0.7884758308016064,1.0,1.0,1.0,1.0,0.0,0.2682124242094655,0.0,0.03146625556802269,0.686904387072207,0.5257424784058874,0.0,0.2874277356474806,0.2917237548713748,0.2711649819208984,1.0,0.8102032631796593,1.0,0.8212868236951976,1.0,1.0,0.9972004827032673,0.4945001689072891,0.3678500049329348
RU1293A_170139154298724,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.06342232113907943,0.8374988278671255,0.0,0.0,1.0,0.0,1.0,0.3906301720330029,0.7425695233866205,0.5483193870124692,0.5292552614295706,0.5129568950795951,0.0,0.0,0.0,0.32383332253670327,0.0,0.0,0.0,0.576892588619919,1.0,0.0,0.021198394405043234,1.0,0.600000512034103,0.0,0.0,0.7704347246889348,0.5527051061837273,0.9768862726332315,1.0,0.0,0.24362863636737042,0.0,0.03903143532164729,0.0,0.0,1.0,0.15161831733044348,0.0,0.0,0.0,1.0,0.5475870172196807,1.0,0.5044423419126396
RU1293A_169175095560605,0.0,1.0,5.234938662124404e-05,0.8368799389472756,0.9437874073950892,0.0,0.16965123448163075,1.0,0.0,1.0,0.32154363801032165,0.09201935599221951,1.0,1.0,0.0,0.12559799690828258,1.0,0.0,1.0,0.6239691295819483,1.0,1.0,0.0,0.41422275660571567,1.0,0.5495688310583685,0.6005044398412813,1.0,0.05802570121709228,0.0,0.0,1.0,0.0,0.9209938953800214,0.0,0.31501866712329,0.078741640492253,0.9368859305412793,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.33699002664447547,0.0,0.0,0.0,1.0,0.0
RU1293A_199823176355229,1.0,0.0,0.0,0.0,0.05768578335228023,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0033621976052355795,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.3162606663496249,0.0,0.0,0.0,1.0,0.0,0.18587670586400976,0.8122233847117682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RU1293A_230609233766134,1.0,1.0,0.0,0.6152111174551327,0.1354198085164219,0.08574651987055162,1.0,0.0,0.056772323223177136,1.0,0.022990185050726145,1.0,0.10718257814262715,0.02035222508082313,0.8300464594244318,0.3787797428022756,0.0,0.9851583821129987,1.0,0.0,0.0,0.4262447787768594,1.0,0.0,0.2872194712946932,0.0,1.0,0.0,0.9321140059346434,0.2087612585031408,1.0,1.0,0.7880202807285478,0.7282753055179992,0.20050624465257363,1.0,1.0,0.2058710953358489,0.4134955816200542,1.0,0.4753913767642854,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
RU1293A_120703455287518,1.0,0.0,0.0,0.0,0.0,0.1325685060656882,1.0,0.12919833039902992,0.38156884209266995,0.0,0.059939093708530775,1.0,0.0,0.6286814340151247,0.5222700470706938,0.8129992609022103,0.7260886850381353,0.7992980476264836,0.3338644695370006,0.0,0.0,0.0,0.14850348905740307,0.0,0.0,0.0,0.3495569861942046,1.0,0.0,0.0,0.8357002937365201,0.187729134362193,0.0,0.0,0.4861154024559379,0.4528561319132098,0.316762956959431,1.0,0.0,0.20602436560398307,0.0,0.0,0.0,0.0,1.0,0.29196698436341134,0.0,0.0,0.0,1.0,0.578094818649849,0.971690857624246,0.41824890653276625
RU1293A_129440070691621,0.0,0.0,0.6636870962074018,1.0,1.0,0.6081506784292922,0.13871350635517837,1.0,1.0,0.20122641324503515,0.3904203865859748,0.0,0.23332381058698498,0.04249187979336419,1.0,0.2704540683863588,0.822904316095571,0.42711242580859154,0.0,0.7897437432287784,0.23965151833426535,0.1787095380955459,0.0,1.0,0.6639217822600118,1.0,0.0,0.0,0.8866286196361552,1.0,0.38517235003102546,0.31143959409273164,1.0,0.0,0.31534765859902497,0.0,0.0,0.4893084783979578,0.7893861695736211,0.3235125614121111,0.0,0.0,0.48599933531343037,0.31526692262437417,1.0,0.0,0.9922503000830536,0.0,0.0,0.0,0.5056461230982725,0.0,0.0
RU1293A_192118694787828,1.0,1.0,0.027705549497239038,0.24601564837160442,0.0,0.0,0.893959119927639,0.04272979779943808,0.05797014705430416,0.0,0.42728631946239354,1.0,0.18604290973473378,0.2641895334857344,0.5826494542183697,0.5078294007943351,0.05470269844500697,1.0,0.35511826589228546,0.36430433558661907,0.0,1.0,1.0,0.0,0.0,0.4736271901694063,1.0,1.0,0.0,0.9136548274329666,0.9097986380974586,0.8037953348486571,0.7579324070593388,0.5807451685241438,0.0,1.0,0.6121000037263892,0.30421631359640505,0.9898369105348477,1.0,0.0,0.13631315019576912,0.7536090981317299,0.0,0.7451429216821354,0.4617442278682906,0.3490041131188382,0.5297368866826753,0.6905973668748411,1.0,0.7548607078822289,1.0,0.6588654081721569
RU1293A_133921869774180,0.05320030028974706,0.0,1.0,1.0,1.0,1.0,0.0,0.9234814620036811,1.0,1.0,0.9023047027338356,0.5077176288425884,0.8793504288552034,0.22280464958537455,0.7704544624829056,0.8292685839139016,1.0,0.809058545640145,0.5047407426685195,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.41366221893000804,0.2944252869934222,1.0,0.7983422160708183,0.0,0.6745889944684351,1.0,0.127804549222199,1.0,0.18028886104516248,0.5166263752528493,1.0,0.9721755903544198,1.0,0.15794639864096402,0.9731315523491622,0.0,1.0,0.9752146578610545,1.0,1.0,0.9115110262725177,1.0,0.6868570619372941,1.0,0.4672078288631518,1.0
RU1293A_196095789132646,1.0,0.42532277160446036,1.0,1.0,0.055314153653600505,1.0,1.0,0.0,0.11505684152504528,0.6289647956182753,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.09859165698707043,1.0,0.057928329697894666,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.2480434436197741,0.8937747890020996,0.0,0.9183998619332766,1.0,0.11274599225322281,1.0,1.0,1.0,1.0,0.5700945100058853,0.0,0.0,1.0,1.0,0.44017818623638627,1.0,1.0,1.0,1.0,1.0,1.0
RU1293A_235688990468459,0.0,0.0,0.09750143549785899,1.0,1.0,0.30657961138052603,0.0,1.0,1.0,1.0,0.09797999983818445,0.0,0.0,0.7811346426993296,0.0,0.14593798189097867,0.825504246456135,0.17438632370002946,0.762459745888849,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.3799905094342373,1.0,0.04036240682356668,0.21202947158853797,0.0,1.0,0.0,0.2925484569577898,0.0,0.10221512024679894,0.5395977578162064,0.5879077150957432,0.6140504744540684,0.0,0.0,0.0,1.0,0.9250015958551883,0.9392174633482835,1.0,0.0,0.9790988587149473,0.0,0.7963744812372936,0.5541398170240325,0.3112877852610626
RU1293A_239396858748260,0.3383371822773567,0.40841491385541195,1.0,0.37416265597322845,1.0,1.0,0.200342986144562,1.0,1.0,0.7074849824099467,1.0,0.25203104516070585,1.0,0.0,0.6041045287142124,0.9396873015870267,1.0,0.42715807827825336,0.10389593663870067,0.7122163075160315,0.7211324012461268,0.6604156987542549,0.07087544068681774,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.40023285182327073,1.0,0.7874880001920039,1.0,0.0,0.1818377941995305,1.0,0.6434621588275552,0.31976670074030256,0.839467547536764,1.0,0.34219451748052876,1.0,0.0,0.4950044584578656,1.0,0.5646164094567202,0.0,0.0,0.9982622786698281,0.0,0.15275664043849588
