Cell,ASCL1,CD44,CREB1,CUX1,CUX2,EGR1,EHF,EPCAM,ESR1,ETS1,FOS,FOXO3,GRHL2,HSF2,ICAM1,JUN,JUNB,JUND,KMT2A,LMX1B,MEIS2,NCAM1,NFATC2,NFIA,NFIB,NFIX,NFKB1,NR3C2,PBX1,PKNOX2,PPARG,PRDM16,PROX1,RARB,REST,RORA,RORB,RUNX1,SIX1,SIX4,SMAD3,SOX9,SP100,STAT1,TBX15,TCF12,TCF4,TCF7L2,TEAD1,ZBTB18,ZBTB20,ZBTB7A,ZEB1
RU1195A_191097700772724,1.0,0.9599391861515714,0.591157601679812,0.424255809392515,0.0,0.0,0.0,1.0,0.2201807693873076,0.32748499166612033,0.03291876500287442,0.1423523761056511,0.2105675174965576,0.9623589082268015,0.9211813689561904,0.22511497218091586,0.27191286918316643,0.8352457280041343,0.23831277856337718,0.06450511475897694,0.03686711895613008,0.20849679703672735,0.2194384377439764,0.8623376838103489,0.5951660326370786,0.884869600079213,0.8361532258914293,0.0,0.17926954636217785,0.16872081446641432,0.9024944381296033,0.0,0.6013327066993578,0.0,0.0,0.37947822529695846,0.2382392642662452,0.0,0.8205623529749039,0.22684660209534735,0.19247439525971888,0.0,0.029020779262430744,0.6824937450934543,0.868875348448139,0.792162980346347,0.663605002469499,0.22776771575271523,0.5729532453335144,0.5700416098879758,0.10728123972553237,0.23175807758473352,0.16932152132930578
RU1195A_129586368273654,0.3807327022974761,0.03427307027777732,0.24641301529635803,0.4437842237894409,0.9381152485070883,0.5255151277121961,1.0,0.3195991106174759,0.5350025985975095,0.4491379514474406,0.4477513221340635,0.4197120462282507,0.5134576851291757,0.1132455453100216,0.5267005391321904,0.5004814564710598,0.6028690267381334,0.2742278358715576,0.38723095225856,0.1844052734950858,0.8023776340246455,0.6605801039023949,0.7888496705175814,0.1294120142051583,0.2284580391607409,0.20934555011052644,0.2454450346832605,0.9104307558020822,0.43996940978167676,0.6419503206280008,0.0,1.0,0.40405448007694916,0.5636006132021978,1.0,0.6796852600466058,0.3450121925518608,0.6130116221719983,0.281467536815538,0.42400723824532033,0.3286164213757219,0.38958754347669655,0.6274480321641753,0.261628869944511,0.2156233240765513,0.13027450892313966,0.2610476778380086,0.4707019600276104,0.3875382971548191,0.21805114450947166,0.6361264885062169,0.4936223847565835,0.5068729543573457
RU1195A_157561656626534,1.0,0.964847274600809,0.9693969300822316,0.817116486998634,0.6470961397791692,0.17141107848082857,0.0,0.9970375310113451,0.09148077669887314,0.6849136230014584,0.2771381999033233,0.6526250439532564,0.3846389031067269,1.0,0.701037486176662,0.4752418809015447,0.653082262056685,1.0,0.5698259084602323,0.547006114633752,0.3427593417194823,0.5787698235386338,0.35281915266843983,1.0,1.0,1.0,1.0,0.2026377622292912,0.666834102400532,1.0,1.0,0.0,0.815711727882218,0.18305089838857477,0.30383703187163114,0.27925136196987327,0.679604574532968,0.054329392437353186,0.8289124953169373,0.5512472127065502,0.5424422812741204,0.2694334567160732,0.3740326086323075,1.0,1.0,1.0,1.0,0.4903733007718778,0.967769269633039,0.9033399106971166,0.38140920697313135,0.23329987033295993,0.8089705195211352
RU1195A_134994556274995,0.28440627635225546,0.01071912667390558,0.061186957231296454,0.0016735147180240461,0.0,0.04226262148541838,0.3398891593596432,0.36413453784265787,0.0,0.0,0.0,0.0010457715149032787,0.0,0.05841902536647998,0.0,0.0,0.0,0.0,0.0,0.08897294241404997,0.08932767581173175,0.011919562273538869,0.0,0.009814438982370303,0.0,0.0,0.0,0.18306289540398088,0.0048496349007805944,0.21989325503572826,0.0,0.45400928552487235,0.0,0.11368218399165406,0.4493817598446799,0.02133047616897511,0.034555892474261045,0.13137243422286699,0.0,0.004882766247944711,0.0,0.0,0.11637502485520507,0.0,0.0031700607782479758,0.022877056313177054,0.0,0.0170259981835244,0.0,0.0,6.832948094463912e-05,0.0,0.05553369140047953
RU1195A_120788128029029,0.0,0.0,0.0,0.0,0.9317569422143603,0.07623251682338743,0.0,0.0,0.0,0.7204158159043068,0.30445238327377167,0.0,0.0,0.0,0.854120326595914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45424009048343056,0.3599451389243114,0.0,0.0,0.6622224055301794,0.030020018296061025,0.0,0.0,0.6964633576391052,0.0,0.0,1.0,0.0,0.0,0.0,0.3052712988172064,0.0,0.0,0.0,0.0,0.0,0.0014953874415212548,0.0,0.0,0.0,0.0,0.0
RU1195A_231898650438956,1.0,0.906507998590374,0.5305909631303206,0.3399502270669663,0.0,0.0,0.0,1.0,0.0367631604078311,0.29907997755323557,0.0,0.09024692562678681,0.11500189743510203,1.0,0.7104894887023885,0.250820232517559,0.22711394059010528,0.862460995706229,0.20725706574025554,0.06602856375787286,0.006298270827242094,0.17236406333233795,0.13886653770179422,1.0,0.7115643645083793,0.9069958377672741,0.7955125289052776,0.0,0.10915350166226317,0.06613854282440214,0.7810408411486301,0.0,0.5238204386133936,0.0,0.0,0.27077168620960784,0.19471518644914576,0.0,0.8526163995407239,0.3099164625705631,0.2290838330412026,0.0,0.0,0.69860468293698,1.0,0.8665173515187795,0.7642256628659693,0.3180400632884535,0.6058935038880855,0.4818009719801828,0.1040142627470435,0.17133145209247894,0.18173843664173564
RU1195A_130143762115308,0.23856023560082487,0.00292739969979673,0.0,0.0,0.0,0.09074551185066917,0.098672712810619,0.6674168636685774,0.0,0.0,0.0905614935004076,0.0,0.0,0.04588243479551151,0.6081874918928578,0.0,0.06597373804442365,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2850359253917826,0.03846164686175765,0.0,0.04992628248165211,0.09198986478313385,0.0,0.0,0.0,0.0,0.0,0.057201361455073436,0.0,0.0,0.0,0.0,0.0,0.0,0.08210187082455704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RU1195A_241109239228661,0.0,0.0,0.0,0.0,0.7493319848691684,0.017289547888815933,0.2806063614195779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06085150282750718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3724155504850422,0.0,0.19781511467861923,0.09069741291311793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RU1195A_226333612763421,0.26437160790490133,1.0,1.0,1.0,1.0,1.0,1.0,0.5102036091347375,1.0,1.0,1.0,1.0,1.0,0.8407826358579188,0.752945793333282,1.0,0.9932567701824162,0.9544506685505544,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8005388939338562,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
RU1195A_157131039960302,0.0,0.0,0.0,0.0,1.0,0.013353398669224296,0.43811977445904104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2108226536089886,0.0,0.0,0.0,0.07360994644813706,0.0,0.026654052417993193,0.21221488444946177,0.0,0.0,0.0,0.0,0.0,0.0,0.04474029956688001,0.24360840809765053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
