Cell,ASCL1,CD44,CREB1,CUX1,CUX2,EGR1,EHF,EPCAM,ESR1,ETS1,FOS,FOXO3,GRHL2,HSF2,ICAM1,JUN,JUNB,JUND,KMT2A,LMX1B,MEIS2,NCAM1,NFATC2,NFIA,NFIB,NFIX,NFKB1,NR3C2,PBX1,PKNOX2,PPARG,PRDM16,PROX1,RARB,REST,RORA,RORB,RUNX1,SIX1,SIX4,SMAD3,SOX9,SP100,STAT1,TBX15,TCF12,TCF4,TCF7L2,TEAD1,ZBTB18,ZBTB20,ZBTB7A,ZEB1
RU1066_235601986206429,0.0,1.0,0.0,0.36240362486342076,0.0,0.0,1.0,1.0,0.0,0.3665198920666227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8093127267490697,0.10903834484590215,0.0,0.0,0.0,0.0,0.0,0.7673129841231661,0.0,1.0,0.0,0.0,0.0,0.025572383463474624,1.0,0.0,0.8659085240494676,1.0,0.2940351795198512,0.0,0.0,0.0,0.7872842759695584,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RU1066_162001547348398,0.06926352344471835,0.411923327684707,0.0,0.2719239974308643,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.5678642103139108,0.0,0.0,0.0,0.0,0.0,0.0,0.8550117384707797,0.0,0.0016285770769179791,0.0,0.0,0.0,0.05725232595216267,0.0,0.022620725852558515,0.0,1.0,0.5172593184776338,0.394609195232912,0.0,0.4540986510000383,0.8168008012299307,0.0,0.0,0.05775260848579823,0.27523419494802664,0.0,0.0,0.0,0.0,0.037257550898106145,0.1546446822067405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RU1066_226953411315956,1.0,0.0,0.9682656610092768,1.0,1.0,1.0,0.4118996535056602,0.95393551591316,0.6916586786128615,0.9681013188000028,1.0,0.7918526152980483,1.0,1.0,0.9576471237867923,1.0,1.0,0.2833182736702424,1.0,0.5836239050140496,1.0,0.561020050259876,0.09885311731384971,0.5875392522683327,0.8180421050172109,0.40040128262498786,0.7797114449056374,0.47638199826030314,0.911050872367419,0.4617518477508548,1.0,0.7429552999998532,1.0,0.012844397405918457,0.0,0.3923865955320686,0.07963489758712951,0.660773622585694,1.0,1.0,0.04800911344121283,0.8023778747608469,0.0,0.0,0.5589107131604746,1.0,0.2769176286352674,0.4927111927762962,0.7353887984133197,0.5094603418364995,0.0,0.5896843650718412,0.34321068331066895
RU1066_226343123536172,0.8113960670452324,0.0,0.9505274480973286,0.4591236608789548,0.0,1.0,0.24090735684027068,0.08208158198819963,1.0,0.1156843224183008,1.0,1.0,0.21724371351083002,0.5043868498393075,1.0,1.0,1.0,1.0,0.9863745525870911,0.980541004355196,1.0,0.1884635027958541,1.0,1.0,0.1601662187142134,0.05465538785513991,0.9992461518064977,1.0,0.3786276197407776,0.39442686580970254,0.0,1.0,1.0,0.11963512879393057,0.6264984180954996,1.0,0.269298121354803,1.0,1.0,0.9025523094939412,0.5050950493745092,1.0,0.7454267128599052,0.0,1.0,0.28098962389530174,0.24210237199996487,1.0,0.4872128776100148,0.3075546129048895,0.9484291303960108,1.0,0.41734530217640875
RU1066_230732686899038,1.0,1.0,1.0,1.0,1.0,0.3310975931605174,0.0,0.0,0.0,0.0,0.5683899986583094,0.49182674295473455,0.5106901334620182,1.0,0.0,0.6726087059556937,0.14838101559816114,0.5384136860588271,1.0,0.0,1.0,1.0,0.5267010286754824,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.02816418788135734,1.0,0.8182429335858507,0.0,0.09753884073757906,0.20943683958356507,0.0,1.0,1.0,0.49296707800382344,0.0,0.22460468899922081,0.5525276265981187,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
RU1066_227305214327596,0.47388439187037523,0.46567129890325876,0.5425550127591818,0.0,0.4547379150555977,0.437161387320027,0.44850766436027784,0.0,1.0,1.0,0.328811380222371,0.9180723266305588,0.0,0.4950832235566661,1.0,0.6351543223231552,0.7035962322739227,0.6914243905873316,0.5222125266907353,1.0,0.8849801027744088,0.20396150441561375,1.0,0.24367290069598987,0.13373743927092535,0.30115008728346876,0.9959050272086718,0.8325213575507545,0.561153063459456,0.15180145432416176,1.0,1.0,0.8723105534398966,0.1508021455441876,0.4721748109019223,1.0,1.0,0.8388450565358276,0.4793911473702134,0.3196405439629919,1.0,1.0,0.9824611446725316,0.0,1.0,0.28435377506662657,0.38331789965018204,0.6697655509988427,0.0,0.28221894311158124,0.3479664889830291,0.6939079933812511,0.7238690173371036
RU1066_239946748249963,1.0,1.0,1.0,1.0,1.0,0.7170602475275697,0.0,0.0,0.0,0.0,1.0,0.8668603557942032,0.09151310564457558,1.0,0.02739198791728017,0.9405680544325884,0.5153602209040229,0.6976945529068431,1.0,0.0,1.0,1.0,0.8019428613826989,0.6779103322854458,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.03294204356870529,0.0,0.01750566978194251,0.9135991393487786,0.0,1.0,1.0,0.0,0.0,0.3403301892067458,0.8039882667985427,0.03174929269419109,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
RU1066_241057700140893,0.0,0.0,0.0,0.2422650302515594,0.04066844597856104,0.0,0.2796418950235547,0.8408945097945627,0.16988488200554128,0.5352508823712088,0.0,0.0,0.8092515523719038,0.019467653794262182,0.0,0.0,0.0,0.0,0.0,0.16867925160577812,0.0,1.0,0.0,0.2999495082869818,0.9358841872066618,0.9928749739262849,0.0,0.0,1.0,0.8619911452146873,0.5054882501330049,0.0,0.051185310294624725,0.0,0.0,0.232050069169804,0.0,0.0,0.0,0.0,0.1846827767383901,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.8292250761781711,0.164697752361721,1.0,0.0,0.3636149927543038
RU1066_169014006339820,0.7333781747052,0.6927204485505317,1.0,0.7981760380170825,0.0,0.9258369138449024,0.0,0.29783346804553834,0.0,0.37354028786284454,0.872905549899679,1.0,0.3197490601477977,0.7722040455914181,0.7283888611274955,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.4446155683849573,0.3140342589768004,1.0,0.040547808635382016,0.21904845529396524,0.9864519432899262,1.0,1.0,0.40407113494187125,0.2791155688578575,0.0,0.44404352668141767,1.0,1.0,1.0,0.7648001495710334,1.0,1.0,0.0,1.0,1.0,0.37859592207111364,0.9739976305932991,1.0,1.0,1.0,1.0
RU1066_170798579857260,0.22250104222817774,0.5073448978753922,0.0,0.0,0.0,0.33081379938035765,1.0,0.0,0.9038164466860501,0.8000498208066572,0.0,0.8861348274258151,0.0,0.0,1.0,0.1911689011508428,0.48291785388536107,1.0,0.26943085854540905,0.19730742606935578,0.7161912061476979,0.0,1.0,0.9888529164365282,0.0,0.0,1.0,1.0,0.12394777620773602,1.0,0.0,0.6796113370326405,0.4154831356939051,0.09639431118714983,1.0,1.0,1.0,1.0,0.0,0.0,0.06285192099567594,1.0,0.8797245371916177,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.4839561726582531,1.0
