Cell,ASCL1,CD44,CREB1,CUX1,CUX2,EGR1,EHF,EPCAM,ESR1,ETS1,FOS,FOXO3,GRHL2,HSF2,ICAM1,JUN,JUNB,JUND,KMT2A,LMX1B,MEIS2,NCAM1,NFATC2,NFIA,NFIB,NFIX,NFKB1,NR3C2,PBX1,PKNOX2,PPARG,PRDM16,PROX1,RARB,REST,RORA,RORB,RUNX1,SIX1,SIX4,SMAD3,SOX9,SP100,STAT1,TBX15,TCF12,TCF4,TCF7L2,TEAD1,ZBTB18,ZBTB20,ZBTB7A,ZEB1
RU1144_LN_134540497901989,1.0,1.0,1.0,1.0,1.0,0.5052223823359127,0.372479047902858,0.9275760178093125,0.0,1.0,0.5222932418632945,0.28131780617188246,1.0,0.15932739315760958,0.0,0.7677605414602198,0.4216387367193669,0.7393982189792476,1.0,1.0,1.0,0.7224515616407183,0.8701752644912625,0.07182103480792205,1.0,1.0,1.0,1.0,1.0,0.41040305508518854,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.7844549448599142,0.0,0.15771090055749115,0.03189031560026586,0.5767372070161938,0.18693856191166872,1.0,0.7615198317132342,1.0,1.0,0.0,1.0,1.0,1.0,0.9570354895084942,0.2631560620896953
RU1144_LN_200994213456747,0.467088738880275,0.0,1.0,1.0,1.0,0.5263218256937686,0.99877541024267,0.7743255767835522,0.0,0.18101311732212544,0.8514649328640331,0.21894811348336438,0.3035445996044096,0.7931626890419693,0.0,0.77629945751711,0.06200006436058657,0.5256065414781006,1.0,0.9868303347571075,1.0,1.0,0.2678740167438516,0.3868533916684019,1.0,1.0,1.0,0.0,1.0,0.12528676509942446,0.0,0.0,0.33258260221178765,1.0,1.0,1.0,1.0,0.0,0.0,0.64843743368116,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4735989830586779,1.0
RU1144_T_236167208495908,1.0,1.0,1.0,0.6812631661398098,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8883365742226805,1.0,1.0,1.0,1.0,1.0,0.7463949570921794,0.01736872053983943,0.30699009011805867,1.0,1.0,0.31035187038488504,0.9063366009177585,0.18216498619362392,0.843924476863739,0.06352500244600084,0.7114844033965733,0.9072117656278559,0.0,0.0,0.9835640764340957,0.0,0.0,0.7223118709299188,1.0,0.0,1.0,1.0,0.08467355933060239,1.0,1.0,1.0,1.0,1.0,0.7556210949875569,0.910497585897179,0.7750906598084708,0.0,0.335103924817002,1.0,0.8178588670449188
RU1144_LN_170199701215972,0.31730450754556505,0.8561083061423713,0.8425748782811064,0.2784007299798789,1.0,1.0,0.1463756844734855,0.22050748440099804,0.005702929052496375,0.08527940349780878,0.6975546430278539,0.7821463343248636,0.0,0.2246765666934824,0.0,0.35855109772758836,0.5696870158385887,0.4336257580020013,0.5370684100515104,1.0,1.0,0.1642583341918535,0.6435176277072313,0.0,0.8763330365713136,1.0,0.6546193221373995,0.02930838278953745,1.0,1.0,0.0,0.03249468610113632,0.7540469623595202,1.0,0.0,0.349716402686706,0.0,0.5751418729581846,0.0,0.09283136891973724,0.6486365893554424,1.0,0.5158068341195509,0.0,0.7315016190412565,0.35382298101044984,0.8671491711285406,0.0,0.4757734066109377,0.6540941490403422,1.0,0.4277478970277213,1.0
RU1144_LN_239407447296238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026460617502892282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.371156738478759,0.0,0.0,0.0,0.0,0.0,0.0,0.07992748048013576,0.6921620470756726,0.0,0.10113381849841628,1.0,0.025420664628386262,0.0,0.24334167733735182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RU1144_T_166264153459955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007371150547035312,0.0,0.0,0.0,0.0,0.0,0.009864292201880535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0028456788974984336,0.0,0.0,0.08345945783511999,0.0,0.0,0.7976532470412057,0.0664494046185017,0.0,0.0,0.0,0.0,0.0,0.017940050146603197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RU1144_T_129565671942427,0.6448340032450519,0.645692873540555,0.7647523271902419,0.5198886048621187,1.0,0.2075991509439246,0.37984599232060456,1.0,0.0,0.45637230393434597,0.508188170816495,0.20626554963906923,0.0,0.7651728941419709,1.0,0.7374946693953546,0.32337917071260275,0.6019353171838748,0.5979005432280139,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.018679481769270312,1.0,0.4427737289421382,0.20852490145944322,1.0,0.6466043609460419,1.0,0.16913897347676726,0.49988234111295415,1.0,0.7128329071463047,0.7895555077313209,1.0,1.0,0.641192342885843,0.9750253378494189,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.6499118970128485,0.7149030260902964,0.10650134114734172
RU1144_T_192315305376038,1.0,1.0,1.0,0.5767544184506072,0.2653142753138367,1.0,0.33781239084195996,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5116988103556135,0.0,0.477505229508928,0.25367506008864454,1.0,0.949889469735402,1.0,1.0,1.0,0.0,0.818222392351055,1.0,1.0,1.0,1.0,0.04427984625713873,0.7035760190023671,0.5147687274270749,1.0,0.04088407610003645,1.0,1.0,0.0,1.0,1.0,0.6410901894160157,1.0,1.0,1.0,0.19009267595940194,0.6444310769201367,0.910245049770065,1.0,1.0,1.0
RU1144_T_232301316992285,0.0,1.0,0.49575278814376234,1.0,0.593138162253741,0.6371415416767681,1.0,0.0,1.0,0.8580261422532516,0.11462026897840343,0.43605133322141676,1.0,0.0,1.0,0.5915895866049428,0.29914146642105593,1.0,1.0,1.0,0.28809752501020086,1.0,0.6793103600661218,1.0,0.48431272672582787,0.7646574174089653,1.0,1.0,0.29552171590555165,1.0,1.0,1.0,0.41999497084748977,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7765380648861971,0.6799912646124728,0.32955442959086156,1.0,1.0,1.0,1.0,1.0,1.0
RU1144_T_161340108228917,0.8452279494818598,0.8838462080964642,1.0,0.1655371592974845,0.21587738626451092,1.0,0.0,0.9268733093060348,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.2170488672884007,0.0,0.1407747463437927,0.0,1.0,0.9656560558729756,0.7347284769024991,0.9727206452864346,0.6229707592517483,0.0,0.5353081309767116,0.4316436788958769,1.0,1.0,1.0,0.9675886318699344,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.35273896557645024,1.0,0.4097192377290925,1.0,0.0,0.0,0.10710154686103898,1.0,0.874380523615521,1.0
RU1144_T_170198343989037,0.6971931498188354,0.46840327353475475,0.27301069183666826,0.0,0.40332439753487415,0.3296964379077365,0.13556050160102617,0.04524106535814367,0.00499120402420475,0.13262740411673712,0.0,0.2867868228971166,0.0,0.0,0.0,0.0,0.2694544631944019,0.0035073503577994353,0.012488232201738576,1.0,0.15179971607023324,0.0,0.4664782994069696,0.0,0.5100972863751104,0.6395840116080055,1.0,1.0,0.4279472005533761,0.9999337606222117,0.0167235554558608,0.5789902013195349,0.5194112047124967,0.6200495619459874,0.2708742551719715,0.0,0.061921020059671955,0.0,0.0,0.0,0.0,0.15479324167919556,0.012785902795545501,0.0,0.394940608094455,0.2863313796478456,0.42572593973081874,0.0,0.2743591621616546,0.31041676519288997,0.35406316070799787,0.0,0.09343276487396478
RU1144_LN_130194213586795,1.0,1.0,0.7312053870586823,0.6037729528034462,0.7556082343547595,0.869978045055051,0.9793574598594081,0.5285343928679466,0.29572402553890853,0.5949094634614767,0.8098925064094208,0.8176926441915634,0.0,0.5559346498002415,0.5311822007901493,0.526438444590395,0.5858243330673958,0.54700150335112,0.7061389535686987,0.556197100664749,0.8180622194781546,0.3846498007116538,1.0,0.0,0.48807133141430925,1.0,0.3912450581923433,0.04422293478595009,0.9201736250207403,1.0,0.0,0.18377549218793504,1.0,0.14583712897350498,0.9406286116380012,1.0,0.12839705256491737,0.12749557391717456,0.07234766270266157,0.609711837031983,1.0,0.237629378891327,0.0,0.33387948812629287,0.8696671169208998,0.3151279082670743,0.9003654319755978,0.0,0.44198483611195727,0.7231843919894602,1.0,0.6048161815500177,1.0
RU1144_LN_239587835460828,0.0,0.0,0.0,0.0,0.0,0.0,0.6566002479121197,0.0,0.635131842921729,0.0,0.0,0.0,1.0,0.0,0.5817907820029345,0.0,0.0,0.0,0.0,0.09285454101232617,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.15320799486314418,0.14590382228435114,0.0,0.2024878738334935,1.0,0.3368214139634634,0.6587918429279419,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.16840460290195347,0.0,1.0,0.0,0.0,0.0,0.0,0.0
RU1144_LN_157690371435307,0.867716634620084,0.8227603636758133,0.6732709608985981,0.7362110097865867,1.0,0.341711247108797,0.22821126400200428,0.7354741122536524,0.0,0.5031234051553681,0.17569376548038065,0.12738797186493822,1.0,0.0,0.0,0.4284834525973592,0.140469879650222,0.6186609416488049,0.5648401050024979,1.0,1.0,0.4996062403645427,1.0,1.0,1.0,0.9898396958033181,0.5609275303262637,0.21893815578765416,1.0,0.42788783251419754,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.34929556654879634,0.43145511069802983,1.0,1.0,0.08145066511725634,1.0,1.0,1.0,0.10092645569686018,1.0
RU1144_LN_235548418627435,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.1562632633931248,1.0,0.0,0.23161146122717355,0.0,0.0,0.3765192447957154,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.1819140322547925,0.683068401259134,1.0,0.0,0.14201807993591362,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6583491295796804,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4994335655986865,0.0,0.10456774933559936,1.0
