,ASCL1,BACH1,BACH2,CREB1,CUX2,EGR1,EHF,EPCAM,ESR1,ETS1,FOS,FOXO3,GRHL2,HES1,HSF2,ICAM1,JUN,JUNB,JUND,KMT2A,LMX1B,MEIS2,NCAM1,NFATC2,NFIA,NFIB,NFIX,NFKB1,NFYC,NR6A1,PBX1,PKNOX2,PROX1,RBPJ,REST,RORA_RORB,RUNX1,SIX1,SIX4,SMAD3,SOX11,SOX9,STAT1,STAT2,TBX15,TCF4,TCF7L1,TCF7L2,TEAD1,TFDP1,THRB,ZBTB20,ZEB1
RUNX1,,,,,,,,,,,-0.03145970729564557,,,,,,,,0.08754178606235274,,,,,,,,,,,,0.054867359853069286,,,,,,,,,,,,0.24276886297897593,,,,,0.42456518072543736,-0.0717515999586909,,,,
SIX1,,,,,,,-0.04604812963828492,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.21330806621292492,0.35752083350816194,0.015239094244036688,,,,,,,,,0.36799914985747884,,,,,,,
SIX4,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2258270673359774,,0.22421535115364655,,,,,,-0.1640956142642116,,,0.2805117253874837,,,,,,,,,0.08082149507031716,,0.1926357085089196,,,,
SMAD3,-0.3325513942876095,,,,,,0.21446465904177736,,,,,,,,,,,,,,,,,,,,,,,,0.20214807050808797,,,,0.24881998774172687,,0.24142888284273578,,,,,,,,,,,,,,,,
SOX11,,0.16837549950874664,,0.3242114238777266,,,,,,,,,,,,,-0.20541880738710383,,,,,,,,,,,,,,,,,,,,,,,-0.2552228767343997,,,,,,,,,,,,,
SOX9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7345766715518603,,,,,,,,,,,
STAT1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7206131566008432,,,,,,,,,,
STAT2,,,,,,,,,,,,,,,,,,,,,,,,,0.08486172423358568,-0.06783832524124117,,,,,,,,,,,0.11224261626661436,,,,,,,,,,0.3022198313796953,,0.09424145284812158,,,,
TBX15,,,,,,,,,0.04653429740444748,,,,0.17679552090725859,,,,,,,,,,,0.22805975460175654,0.08433084312132672,,-0.28369015189548186,,,,,,,,,,,0.3232428524202947,,,,,,,,,,,,,,,
TCF4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7705246241894069,,,,,,,
TCF7L1,-0.059841592410228184,,,,,,0.17326489024664804,,,,,,,,,,,,,,,,,,0.26108088293986703,0.17156470026233178,,,,,,,,,0.1776919352763489,,0.035571524089730355,,,,,,,,,,,,,,,,
TCF7L2,,,,,,-0.015585230157723784,,,,,,,,,,,,,,,,-0.22262879179793507,,,0.27731958424646785,,,,,,,,-0.25193982335381504,,,,,,,,,,,,,,,,,-0.17909230279443655,,,
TEAD1,,,,,,0.14631396413070974,0.060405824160302546,,,,,,,,,,,,,,,,,,,0.3961292651557039,,,,,0.0872757072551692,,,,,,0.05346491170817097,,,,,,,,,0.3777636034512618,,,,,,,
TFDP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7552929518214624,,,
THRB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5676163152804365,,,,,,,,,,,,,,,
ZBTB20,,,,0.2918818880286367,,,,,,0.17745974341075377,,,,,,,-0.23686650724103742,,0.24938972317165198,,,,,,0.1619389841884023,,,,,,,,,,,,,,,,,,,,0.24179971592200167,,,,,,,,
ZEB1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7352758770600663
