NFYC|NFYC|0.118437,0.883909
STAT2|TCF7L1,NFIA,RUNX1,NFIB,TEAD1|0.095026,0.457602,0.265067,0.329584,0.296420,0.599342,0.308413,0.347916,0.320643,0.269744,0.188697,0.365073,0.433999,0.509614,0.320242,0.492387,0.777256,0.748713,0.551912,0.502930,0.523582,0.651376,0.454958,0.428537,0.559695,0.557748,0.430968,0.698928,0.797901,0.961574,0.938816,0.850392
SIX4|SIX1,NFYC,NFIX,TEAD1,REST,TCF7L1|0.091588,0.320444,0.114319,0.317092,0.419722,0.514406,0.385443,0.435418,0.057798,0.210125,0.046281,0.010174,0.317345,0.385820,0.276115,0.038929,0.523352,0.613539,0.439011,0.657263,0.707984,0.789931,0.558593,0.693903,0.329446,0.424434,0.088411,0.023536,0.517616,0.640859,0.442225,0.104479,0.392429,0.706698,0.268007,0.510781,0.891034,0.980983,0.587046,0.682542,0.159261,0.463332,0.187352,0.397879,0.565355,0.782200,0.484996,0.395430,0.878180,0.907440,0.638148,0.842706,0.982958,0.993662,0.807793,0.944606,0.606547,0.652195,0.506925,0.516925,0.806110,0.976523,0.613254,0.342678
FOS|JUN,EGR1,RUNX1,RORA_RORB,TEAD1,REST|0.422158,0.332440,0.066446,0.120377,0.161000,0.150795,0.002902,0.037643,0.118372,0.564858,0.097416,0.043303,0.048173,0.104844,0.006825,0.027322,0.577412,0.491097,0.242136,0.248861,0.296035,0.310437,0.149879,0.108771,0.221750,0.224293,0.173459,0.211448,0.190292,0.193565,0.125459,0.087354,0.767221,0.669406,0.447123,0.366544,0.573821,0.399655,0.323603,0.277167,0.348765,0.945345,0.282961,0.759548,0.241587,0.376229,0.279933,0.437637,0.942631,0.906573,0.867127,0.810511,0.853675,0.689960,0.742488,0.593423,0.562559,0.919667,0.503890,0.950216,0.543532,0.437414,0.633583,0.843121
ETS1|TCF4,BACH2,FOS,NFIX|0.165023,0.067603,0.066962,0.014435,0.637830,0.643375,0.355053,0.187484,0.950296,0.756125,0.895583,0.376693,0.990379,0.845778,0.769733,0.515322
NCAM1|TFDP1,NFIX,NFIA,MEIS2,NFYC,RUNX1|0.100926,0.090189,0.267060,0.271732,0.191289,0.204218,0.611044,0.528656,0.445224,0.413069,0.508563,0.511815,0.686108,0.610508,0.852128,0.792712,0.096513,0.016014,0.241665,0.113718,0.164807,0.154701,0.297079,0.378299,0.188287,0.001109,0.047909,0.002967,0.252877,0.289313,0.360511,0.465836,0.435408,0.268793,0.791233,0.546942,0.616459,0.627926,0.967551,0.936750,0.956242,0.655806,0.971012,0.767564,0.967293,0.908312,0.988557,0.954855,0.238054,0.272553,0.496277,0.450526,0.324090,0.403316,0.568243,0.657057,0.569587,0.097119,0.961943,0.033415,0.563240,0.595175,0.913387,0.840462
NFIB|ASCL1,TCF4,THRB,STAT1,TCF7L1,HSF2|0.006223,0.031045,0.043922,0.143819,0.025804,0.324654,0.089007,0.290516,0.084155,0.225307,0.049816,0.495115,0.075020,0.474508,0.528940,0.952741,0.076885,0.148412,0.205799,0.426963,0.365905,0.457421,0.371645,0.753558,0.322140,0.423346,0.662624,0.761863,0.497783,0.662502,0.941494,0.975469,0.055388,0.259080,0.234793,0.377167,0.425533,0.554244,0.407209,0.541747,0.428432,0.572056,0.546707,0.661618,0.557597,0.676653,0.949114,0.856875,0.296101,0.659105,0.539679,0.817893,0.550680,0.838706,0.758393,0.955720,0.602625,0.878438,0.881092,0.945530,0.705841,0.936699,0.962632,0.983080
HSF2|TFDP1,TCF4,ZEB1,EGR1,NFYC,TEAD1|0.037632,0.050273,0.009502,0.104375,0.115430,0.190951,0.117366,0.173599,0.064367,0.393487,0.230733,0.311106,0.112579,0.353056,0.276157,0.461132,0.189752,0.232584,0.103955,0.156103,0.425655,0.540947,0.421284,0.267471,0.263534,0.473494,0.467960,0.349737,0.302213,0.541358,0.535780,0.811713,0.343242,0.425680,0.169487,0.168513,0.500829,0.602778,0.480040,0.287776,0.248553,0.517465,0.499433,0.321506,0.298602,0.500409,0.555345,0.707152,0.655308,0.981494,0.578104,0.577487,0.811551,0.978210,0.890790,0.925222,0.505363,0.799746,0.694474,0.681116,0.569932,0.916878,0.869676,0.980195
RORA_RORB|ASCL1,LMX1B,GRHL2,FOXO3,NFIA|0.039815,0.004470,0.194337,0.007037,0.255251,0.067422,0.618549,0.168906,0.096136,0.331477,0.361474,0.703578,0.418923,0.572199,0.733923,0.890117,0.147313,0.543641,0.690665,0.805538,0.654497,0.883942,0.949663,0.788708,0.461638,0.899599,0.943529,0.974117,0.933369,0.977004,0.989779,0.995134
SIX1|TCF4,RORA_RORB,REST,RUNX1,EHF|0.049115,0.045792,0.076880,0.096387,0.033801,0.049311,0.002593,0.024813,0.312457,0.301219,0.585990,0.398694,0.166332,0.253293,0.313342,0.159545,0.368308,0.407011,0.620150,0.391999,0.198386,0.235959,0.245752,0.107132,0.966087,0.975658,0.970404,0.953870,0.547518,0.781396,0.724826,0.263093
NFIX|NFATC2,HSF2,STAT1,RUNX1,RORA_RORB|0.496072,0.433855,0.915400,0.421873,0.762430,0.512886,0.999361,0.984316,0.324744,0.356243,0.349954,0.229006,0.429088,0.266048,0.986599,0.786481,0.414654,0.272078,0.399786,0.239147,0.333632,0.160212,0.607417,0.285495,0.269110,0.039962,0.201233,0.045997,0.129678,0.011649,0.331110,0.030803
ESR1|ESR1|0.147148,0.860853
JUN|TCF4,FOS,JUNB,EGR1,EHF,RUNX1|0.478211,0.431285,0.458546,0.237672,0.474219,0.309360,0.514472,0.415495,0.722200,0.622382,0.894401,0.638771,0.657349,0.403128,0.860021,0.810737,0.616009,0.816554,0.782066,0.959761,0.709910,0.594241,0.730874,0.861611,0.884041,0.933301,0.989522,0.990037,0.955946,0.837401,0.985401,0.992995,0.011998,0.029792,0.038606,0.081801,0.006211,0.009575,0.021020,0.029088,0.463114,0.388528,0.443587,0.595320,0.123277,0.113819,0.101252,0.150214,0.538987,0.415337,0.522523,0.784152,0.169137,0.197855,0.162769,0.392503,0.788948,0.567422,0.788348,0.926965,0.521921,0.398441,0.436239,0.795982
SOX9|SOX9|0.111162,0.845739
