gene,accuracy,balanced_accuracy_score,f1,roc_auc_score,precision,recall,explained_variance,max_error,r2,log-loss,brcd,validation_set
RBPJ,0.99801492774337,0.9979884132603798,0.9979843586229138,1.0,1.0,0.9959768265207596,0.961309503399,0.102356,0.9612576861575648,0.2111599681455545,6667,organoid
REST,0.7602429728442115,0.7432261960564454,0.6900374685623364,0.8096501633172434,0.7832673036588208,0.6166406751674158,0.3473185930600145,0.982306192304638,0.2855415419805041,0.5680659886679443,6667,organoid
RORA_RORB,0.5802366206129903,0.5835008817906525,0.6220283845136382,0.6190575833261109,0.5539284349929963,0.7092198581560284,-0.1559532306324813,0.99553,-0.1883416698904656,0.8782949370306081,6667,organoid
RUNX1,0.5695966333174528,0.5368826814481016,0.387341056795705,0.5880940195494238,0.489152155295461,0.3206099728693048,-0.0917077820319254,0.996274,-0.0969751057005481,0.7563346413292735,6667,organoid
SIX1,0.5499047165316817,0.5479173454111854,0.485733726468587,0.5808474600119031,0.5537856847331403,0.4325765532843177,-0.3386564301704227,0.997407,-0.3841449997617054,1.039036220905787,6667,organoid
SIX4,0.6632126409401302,0.6663244770342058,0.6827480459254273,0.73524296753888,0.6251198465963567,0.752080415259125,0.2191418595378801,0.987056,0.2143556938958997,0.6019618158012374,6667,organoid
SMAD3,0.4645863109417182,0.4499326701194798,0.3450218552695483,0.4413125319867034,0.3785166240409207,0.3169730501517044,-0.744966848907691,0.9803811879224176,-0.7508551107445458,1.148810066522068,6667,organoid
SOX11,0.6102112116881054,0.6142016610933183,0.5560278556570498,0.6809392461987891,0.6711790393013101,0.4746024394009572,0.0767262258375311,0.962806,0.0384058758827966,0.6865512452356849,6667,organoid
SOX9,0.9922582181991424,0.9905164867230812,0.9904256886139344,1.0,1.0,0.9810329734461628,0.929550631071,0.1542609999999999,0.929527889583824,0.2122050959378153,6667,organoid
STAT1,0.9896776242655232,0.9902101061826944,0.9892017609436,1.0,0.978634234530364,1.0,0.921942904231,0.15644,0.9193439685599912,0.2524232178895709,6667,organoid
STAT2,0.7018818484992854,0.7047105439565715,0.7107361608690628,0.7310756479170809,0.7531841933376878,0.6728174458464007,0.1578595828983284,0.961574,0.1577655558929329,0.6318999020010938,6667,organoid
TBX15,0.6869938065745593,0.684701884459147,0.7141821345707656,0.7467235561077303,0.7226175629080772,0.7059413746147782,0.246426946882324,0.9728962398202424,0.2461137979606495,0.5912721238957444,6667,organoid
TCF4,0.9943623947911704,0.99446652638142,0.994435736677116,1.0,1.0,0.98893305276284,0.947341224375,0.1258169999999999,0.9464692045303156,0.2257593528010639,6667,organoid
TCF7L1,0.3856598380181039,0.3830755108774287,0.2502180443841457,0.2527245566493019,0.313730255164034,0.2080915538362346,-0.6101243464891046,0.99802,-0.6263292532963471,0.993731811362536,6667,organoid
TCF7L2,0.6461013180879784,0.6235834018331283,0.4687723480333731,0.701070816770303,0.7588269342079876,0.3391394326118824,0.1289089099871534,0.988546,0.0087509165034915,0.7058228020896995,6667,organoid
TEAD1,0.6553517548038749,0.6573352547645787,0.6451375546744063,0.7076085141712131,0.6921929824561404,0.6040725713848274,0.1441027623483657,0.981032,0.1310777464903001,0.6396519403146452,6667,organoid
TFDP1,0.9974591075115136,0.9975201487910724,0.997513983840895,1.0,1.0,0.9950402975821452,0.940118484151,0.127587,0.939845459551888,0.2317609730157057,6667,organoid
THRB,0.4043195172304272,0.4043984646566971,0.432182864062973,0.3792609618822545,0.4122743682310469,0.4541116589788452,-0.5384325200735953,0.864427,-0.5725573345050958,0.9886257705099069,6667,organoid
ZBTB20,0.662934730824202,0.6630429083117049,0.6610237163618942,0.7132468013885398,0.6710440985732814,0.6512981904012588,0.1677795806122451,0.9850250446220216,0.1669929987582845,0.6243249663818822,6667,organoid
ZEB1,0.9952358265840876,0.9959723434248506,0.9942034586030336,1.0,0.9884737297089616,1.0,0.929921203824,0.143289,0.9258501075784952,0.2354844422336826,6667,organoid
ASCL1,0.465819653699123,0.4725126841625127,0.4239117254759306,0.4822069820719331,0.4977220956719818,0.3691657866948257,-0.5502986029690489,0.993888,-0.58319486090078,1.0396585041129296,6667,organoid_shGFP
BACH1,0.6088374184843715,0.6133294307823915,0.6352102338261508,0.6446785383867466,0.5725897920604915,0.7132093242288674,-0.0481176686814581,0.9686692541393171,-0.0821520799326094,0.755340779039695,6667,organoid_shGFP
BACH2,0.6981110861254779,0.6796839118225502,0.6109259527604695,0.7523789304617934,0.6687817258883249,0.562283275540144,0.2256200490857454,0.9594136465911384,0.2195833038046309,0.5816003979583895,6667,organoid_shGFP
CREB1,0.9992129525522824,0.9992016423357664,0.9992010044515466,1.0,1.0,0.9984032846715328,0.9757357071,0.0797809999999999,0.9757261918596372,0.1911067369523482,6667,organoid_shGFP
CUX2,0.6408814931414437,0.6297223965409744,0.7045328399629972,0.650457992904042,0.6263157894736842,0.8050739957716702,0.1058960991263144,0.9722876942911644,0.0961589779483329,0.650739450223903,6667,organoid_shGFP
EGR1,0.6382954800989431,0.6329087971412731,0.7191128961844059,0.7897135253315419,0.5951727128197717,0.9082487869430966,0.2819635595819498,0.958134521934395,0.2089321732177885,0.6006476465744005,6667,organoid_shGFP
EHF,0.2846863053744097,0.2829306890219948,0.2174661746617466,0.2800278809209963,0.2338005818566516,0.2032651184180271,-1.1364567968775146,0.865315,-1.137007655776079,1.218955186754491,6667,organoid_shGFP
EPCAM,0.4117382505059591,0.411600232668293,0.4901578639641395,0.3635776577960742,0.4327998623300637,0.565041563693552,-0.6026074409159268,0.99043,-0.6343981133159038,1.036929887179527,6667,organoid_shGFP
ESR1,0.998201034405217,0.9984028748253144,0.9979450295402004,1.0,0.9958984875672904,1.0,0.918035172975,0.147148,0.916367506733036,0.2387249714619598,6667,organoid_shGFP
ETS1,0.4906678659770632,0.4842806926775823,0.5539582512800315,0.5382413719642096,0.5150128158183815,0.5992756710694503,-0.3404896878281136,0.9569892920770507,-0.3441065175410851,0.8542327063430726,6667,organoid_shGFP
FOS,0.6536991230042726,0.6541722631683249,0.6515837104072398,0.693800050567825,0.6350606394707828,0.6689895470383276,0.0980874553637838,0.974428,0.0973312632930195,0.6715147958442297,6667,organoid_shGFP
FOXO3,0.6284011693276366,0.6278133715896825,0.6128616610050369,0.6542954307299831,0.6241947029348605,0.601932811780948,-0.1278703571583106,0.997161,-0.1280233933936001,0.8165378335324865,6667,organoid_shGFP
GRHL2,0.4681807960422757,0.4676889146929658,0.4294330518697226,0.4727131242201822,0.4591178746453443,0.4033537276229322,-0.5863813586649094,0.982774,-0.587174406009876,1.062818084218174,6667,organoid_shGFP
HES1,0.4019563750843265,0.3992158931750291,0.3305223410950283,0.3976084577359918,0.3621070049641478,0.3040055568418615,-0.7665365757608764,0.998662,-0.7845799162678788,1.256493078802237,6667,organoid_shGFP
HSF2,0.6015291207555655,0.6013826522975603,0.5601886324149913,0.6602061311423683,0.6238253178551686,0.5083333333333333,0.0395573563562012,0.9848622630651352,0.0288540578379923,0.6901055743019884,6667,organoid_shGFP
ICAM1,0.4464807735552057,0.4366523996233338,0.3121419589213358,0.4479141298524183,0.3764745534209639,0.2665871121718377,-0.5989297536509066,0.994992320382178,-0.6408025072294725,1.0558838366357908,6667,organoid_shGFP
JUN,0.5014616595457612,0.5017777916684873,0.4896408839779005,0.5075510503803897,0.507395038167939,0.4730871886120996,-0.2150692264931419,0.990037,-0.2160763045157732,0.8070673211114933,6667,organoid_shGFP
JUNB,0.4829098268495615,0.4837233736297822,0.4796922728815477,0.4935020202286416,0.4603691639522258,0.5007085498346717,-0.2660523308999152,0.982754,-0.2748374994113385,0.8211696209374595,6667,organoid_shGFP
JUND,0.9950528446143468,0.9953429297205758,0.9947519083969466,1.0,0.9895586141433318,1.0,0.925120603119,0.145553,0.9240888341844604,0.250347442449692,6667,organoid_shGFP
KMT2A,0.5926467281313245,0.5850537030236129,0.6838844777942588,0.6191049811509697,0.5687953555878085,0.8573616276525924,0.0050345159381463,0.9942590502504282,-0.0952791808486934,0.7535896289051285,6667,organoid_shGFP
LMX1B,0.3641780975938835,0.3687048534225654,0.392914653784219,0.3514623115646779,0.3552018633540372,0.4395868364160461,-0.8107602866469537,0.996831,-0.8387742581197701,1.2275844538368372,6667,organoid_shGFP
MEIS2,0.7182370137171127,0.7089178398799747,0.7595009596928983,0.7738200922285694,0.7057249866238631,0.8221483482235612,0.202593603692154,0.99042,0.1969643108998338,0.6116162243423048,6667,organoid_shGFP
NCAM1,0.665392399370362,0.6656142072108706,0.6806181584030908,0.7268718181894471,0.699536730641959,0.6626959247648903,0.1284795902663056,0.999579,0.1134590186643861,0.6867376424992117,6667,organoid_shGFP
NFATC2,0.6660670114684056,0.6695288869779755,0.6976175931582163,0.7188139037571715,0.6229090909090909,0.7926885701064322,0.1717053028631181,0.958491,0.1360364754182834,0.6512246150904589,6667,organoid_shGFP
NFIA,0.688891387452215,0.6867552813568156,0.6611975021427697,0.7173465113627804,0.6622516556291391,0.6601466992665037,0.1814988593617119,0.9922090959643756,0.1750274777189105,0.6278990716706327,6667,organoid_shGFP
NFIB,0.2794018439397346,0.2851519185949837,0.2281103215705167,0.2590840713000811,0.1824311308033134,0.304305912596401,-0.6354442637956093,0.998928,-0.6999243616562092,1.0855012394786987,6667,organoid_shGFP
NFIX,0.7596132223971217,0.7193730405738128,0.6332761578044597,0.7189052535841398,0.7061973986228003,0.5740049751243781,0.1995408590999073,0.992913042533359,0.1968603855896255,0.5896619255354393,6667,organoid_shGFP
NFKB1,0.4704295030357544,0.4704187672795207,0.4602337840935136,0.4849566213094838,0.450729517396184,0.4701475064387731,-0.306378919014959,0.98218,-0.311917062879594,0.8376872454032906,6667,organoid_shGFP
NFYC,0.9996626939509782,0.9996666666666668,0.99965874189512,1.0,0.9993177166249716,1.0,0.944996617216,0.118437,0.9449720097256392,0.227245061958374,6667,organoid_shGFP
NR6A1,0.9976388576568472,0.9976494291470784,0.9976438909458096,1.0,1.0,0.9952988582941572,0.952904923804,0.112534,0.9528076667246438,0.2192057904127905,6667,organoid_shGFP
PBX1,0.55767933438273,0.5467237528584904,0.6287978863936592,0.5953154077160699,0.5714285714285714,0.6989720998531571,-0.0033164755408885,0.961434,-0.0062304674679167,0.7014139069718124,6667,organoid_shGFP
PKNOX2,0.4933663143692376,0.4958256456689147,0.5256842105263158,0.5151413184832667,0.4815814850530376,0.5786790266512167,-0.3166156291359729,0.9833092679165047,-0.3304467764124059,0.875094100843799,6667,organoid_shGFP
PROX1,0.58623791319991,0.5916123275878468,0.4638694638694638,0.6661721982506534,0.6867989646246765,0.3501979762428509,-0.0596074128502661,0.953032,-0.1966778901336519,0.8219554649516,6667,organoid_shGFP
RBPJ,0.9975264223071734,0.9974805313788364,0.9974741676234212,1.0,1.0,0.9949610627576728,0.961309503399,0.102356,0.9612691291291622,0.2100963063063237,6667,organoid_shGFP
REST,0.7075556554980886,0.691265076968,0.6229888389621684,0.7376736933507664,0.7309523809523809,0.5428138418792624,0.1734389073752329,0.987002,0.0913535553480406,0.6884589246027394,6667,organoid_shGFP
RORA_RORB,0.5565549808859905,0.563324261367694,0.6017770597738288,0.6010163297915718,0.5254805149003703,0.7039924403496338,-0.1877793532722076,0.99553,-0.242984604669598,0.8869405415481857,6667,organoid_shGFP
RUNX1,0.6031032156510007,0.5678019281530198,0.4293566117038474,0.6338048261147471,0.5326915363016446,0.3595992418088275,-0.0351874463231121,0.9961809851008672,-0.0405866224265876,0.7123161186621451,6667,organoid_shGFP
SIX1,0.5933213402293681,0.5872037156318235,0.5010346254655814,0.6270511020907518,0.6116537554732233,0.4242990654205607,-0.1244080546753978,0.997407,-0.1849073449337879,0.8858309903600736,6667,organoid_shGFP
SIX4,0.5722959298403418,0.5770476458094606,0.6004201680672269,0.6051350347782295,0.5404689863842662,0.6753308128544423,0.0172279504312712,0.9972760527755576,0.0125095557358987,0.6902067530860878,6667,organoid_shGFP
SMAD3,0.4770631886665167,0.4707582975715492,0.3903526019137501,0.4768437894131258,0.4351256575102279,0.3539339196577133,-0.5555851403277303,0.9898767855549676,-0.5692917218191287,1.03806155653259,6667,organoid_shGFP
SOX11,0.5303575444119631,0.534726834610906,0.4271019064600192,0.5839060452883615,0.5676266861100985,0.3423482849604222,-0.1352275684575197,0.962806,-0.1980790324185806,0.7917952496964008,6667,organoid_shGFP
SOX9,0.992804137620868,0.9905016325319086,0.9904105483967636,1.0,1.0,0.9810032650638172,0.929550631071,0.1542609999999999,0.9294815192796836,0.205207430310187,6667,organoid_shGFP
STAT1,0.9912300427254328,0.9916129032258064,0.9908942330142424,1.0,0.981952799629801,1.0,0.921942904231,0.15644,0.9195387430959232,0.2510060825571954,6667,organoid_shGFP
STAT2,0.5891612322914325,0.589345259307458,0.5970445522717247,0.5851487760619618,0.5815252416756176,0.613414910491729,-0.0203399709496818,0.961574,-0.0289261901563882,0.7087023361485835,6667,organoid_shGFP
TBX15,0.627614121879919,0.6299013093890486,0.6311804008908686,0.6896056832940055,0.5942545607045502,0.6729992875801473,0.1239445836449529,0.9956708386186596,0.1143187620612407,0.6453639343304282,6667,organoid_shGFP
TCF4,0.992916572970542,0.993131269079808,0.9930837633110112,1.0,1.0,0.9862625381596162,0.947341224375,0.1258169999999999,0.9464029174745344,0.230822310740167,6667,organoid_shGFP
TCF7L1,0.3036878794693051,0.3003854842418139,0.165251381587815,0.2105196980171085,0.200065274151436,0.1407577497129735,-0.7896433224721522,0.99802,-0.8103673182308133,1.077884999442048,6667,organoid_shGFP
TCF7L2,0.6351472903080728,0.6227236448821012,0.5257927809440304,0.6579862006889601,0.669519910681057,0.4328681424446583,-0.0212980735341936,0.993775,-0.0824397055514492,0.769069117811357,6667,organoid_shGFP
TEAD1,0.6746120980436249,0.6759284180380747,0.6635666124157172,0.742505611553442,0.7066105471651399,0.6254657023887793,0.2054903091798704,0.981032,0.1969008022710098,0.6104913269255806,6667,organoid_shGFP
TFDP1,0.9978637283561952,0.997870432638422,0.997865887902954,1.0,1.0,0.9957408652768438,0.940118484151,0.127587,0.9399138858972524,0.235248579405524,6667,organoid_shGFP
THRB,0.2980661119856083,0.297083725710256,0.3337957528545512,0.2473007882444506,0.3236754966887417,0.3445692883895131,-0.8748356089615761,0.864427,-0.8990752840258629,1.117039292516104,6667,organoid_shGFP
ZBTB20,0.5934337755790421,0.5928212568592466,0.5748883141312014,0.6048302591468465,0.5901520637219406,0.5603942241576897,-0.0409361564872832,0.984468596915126,-0.0425390564780794,0.720338072776031,6667,organoid_shGFP
ZEB1,0.99628963346076,0.9969342251950948,0.9953237919795948,1.0,0.990691114245416,1.0,0.929921203824,0.143289,0.9249447904565964,0.22861203033438,6667,organoid_shGFP
ASCL1,0.5088002583562086,0.5166004456579733,0.4467078937795562,0.5408549100837963,0.5506726457399103,0.3757649938800489,-0.37897927219866,0.9951541175701564,-0.4297073073367126,0.9652396424680078,6667,organoid_shRORB1
BACH1,0.5913127724850638,0.5966502206620784,0.6103156274056967,0.6365840262264983,0.5519353940406572,0.6825068870523416,-0.095093188033243,0.972393,-0.1239514855770089,0.7734188018156961,6667,organoid_shRORB1
BACH2,0.6499273373163249,0.6368969915864897,0.5698412698412698,0.722018449589981,0.6235345201910552,0.5246620387285349,0.1238383807389394,0.964816,0.1218725721786633,0.6305784934827956,6667,organoid_shRORB1
CREB1,0.9996770547392216,0.9996760609005508,0.9996759559300064,1.0,1.0,0.9993521218011014,0.9757357071,0.0797809999999999,0.975717366393687,0.1931336000932435,6667,organoid_shRORB1
CUX2,0.7574681091554981,0.7460140214350675,0.8042741725306228,0.8126798857605724,0.7020018198362148,0.9414276998169616,0.428431445150069,0.9682084001817892,0.4048352052266639,0.5077752738082703,6667,organoid_shRORB1
EGR1,0.540610366542871,0.5426542929029009,0.6178643384822028,0.6212220395515688,0.5252340717058689,0.7501630789302022,-0.2658367500726675,0.9643778641779648,-0.3148761610197934,0.9027736928503942,6667,organoid_shRORB1
EHF,0.4568060713709026,0.4530019955829194,0.4073291050035236,0.4345919975906833,0.4077601410934744,0.4068989792326645,-0.5447113605833218,0.865315,-0.5506008444626942,0.9435792664473974,6667,organoid_shRORB1
EPCAM,0.4766672049087679,0.4802350236620971,0.5228912115412925,0.449668793280027,0.4679841897233202,0.5923949299533022,-0.4565246705456816,0.983538848456016,-0.4824516738674258,0.9535300487325824,6667,organoid_shRORB1
ESR1,0.998869691587276,0.9990275076410112,0.9986525505293552,1.0,0.9973087274125336,1.0,0.918035172975,0.147148,0.9158376104167368,0.2465686388263641,6667,organoid_shRORB1
ETS1,0.4911997416437914,0.4950915634396223,0.5328391401037805,0.5379843950116838,0.4777984578569529,0.6022117962466488,-0.3661499172532201,0.985565,-0.3816394512129517,0.9022623101328427,6667,organoid_shRORB1
FOS,0.6502502825771032,0.6499445672785147,0.6301229508196722,0.7212777604299137,0.615,0.6460084033613446,0.1539640933364949,0.9946302552294825,0.1529046061396433,0.622733097614329,6667,organoid_shRORB1
FOXO3,0.6139189407395447,0.6156262557628097,0.6301624129930394,0.6019436207510205,0.5895803183791606,0.6767441860465117,-0.1355474488606987,0.997161,-0.1430292083500666,0.7888247092424454,6667,organoid_shRORB1
GRHL2,0.4878088164056192,0.4888561753902662,0.504684572142411,0.4857352450121045,0.4782480023675644,0.5342148760330578,-0.339863713371977,0.9827608735525636,-0.3637534083511669,0.9074360603339796,6667,organoid_shRORB1
HES1,0.5238172129823995,0.5206270751584666,0.4812664907651715,0.5359217791025255,0.4877005347593582,0.475,-0.3020207873704819,0.998662,-0.3049495286064945,0.9588780579777616,6667,organoid_shRORB1
HSF2,0.7019215243016309,0.702449487457768,0.6937624419376244,0.7873374821568875,0.7242812608243852,0.6657115568290354,0.3199440394449254,0.9832170732301312,0.3083191295507016,0.5562618933998715,6667,organoid_shRORB1
ICAM1,0.6053608913289198,0.5816361638505603,0.4652078774617068,0.6517156244635693,0.5708915145005371,0.3925406203840472,0.0090514092904396,0.997738,-0.022764022894415,0.7027600670469631,6667,organoid_shRORB1
JUN,0.5693524947521396,0.5667618256231706,0.5268759978712081,0.5983749448796627,0.5586907449209932,0.4984894259818731,-0.0676672427714295,0.9920756172602012,-0.0677131453172235,0.7434089836379482,6667,organoid_shRORB1
JUNB,0.6085903439367027,0.6075199440699478,0.5833619800618769,0.6646848489693458,0.573504562352146,0.5935641832808675,0.0663655753210022,0.982754,0.0591337815427882,0.6821727564663373,6667,organoid_shRORB1
JUND,0.994509930566769,0.9947884733292458,0.9942333785617368,1.0,0.9885328836424958,1.0,0.925120603119,0.145553,0.924135210808945,0.2486065294850389,6667,organoid_shRORB1
KMT2A,0.6699499434845794,0.6367088532626468,0.7568403521294313,0.6460128505755198,0.6432760364004044,0.9190985264374458,0.0894791868156014,0.9832490984428116,0.0253121156600031,0.6670649891429135,6667,organoid_shRORB1
LMX1B,0.5251089940255127,0.5303901136729882,0.5656476148279427,0.5759887392970443,0.5020975353959098,0.6476158268515387,-0.2377399401920155,0.996831,-0.266657268736167,0.8972693384526704,6667,organoid_shRORB1
MEIS2,0.7348619409010173,0.7247846848691941,0.7735797021511307,0.8069212594114836,0.7379636937647988,0.812807881773399,0.3285906841097994,0.99042,0.3285839062116347,0.5446022220279361,6667,organoid_shRORB1
NCAM1,0.7611819796544486,0.7587412776287861,0.7855589386689865,0.8397767136520203,0.7928007023705005,0.778448275862069,0.436137749367981,0.9927805212979574,0.4252523914542856,0.4772413474286358,6667,organoid_shRORB1
NFATC2,0.7403520103342484,0.73826425591505,0.7737123557556994,0.8106801170366623,0.6938414941948511,0.8743638676844784,0.3998298874571765,0.9523895713943676,0.3729069220092632,0.5412186231330373,6667,organoid_shRORB1
NFIA,0.5927660261585661,0.6031172110944333,0.5884464751958225,0.6722771608411992,0.5203463203463203,0.6770559519339091,0.1383003632450065,0.999271,0.1170639382217734,0.641506460748145,6667,organoid_shRORB1
NFIB,0.4159534958824479,0.4091603016717927,0.4940551126031612,0.4067127160269466,0.4534017971758665,0.5427166564228642,-0.6547411525355664,0.998928,-0.6548968313325114,1.148106646059213,6667,organoid_shRORB1
NFIX,0.7939609236234458,0.76516848702247,0.7066666666666667,0.7855399451342275,0.809799789251844,0.6268352365415987,0.3257120257610731,0.9865738258956872,0.3256754560636374,0.5134150176583349,6667,organoid_shRORB1
NFKB1,0.3479735184886162,0.3521926647825453,0.3612780765580513,0.3281705376299815,0.3276901004304161,0.4025378921395841,-0.7041141290922324,0.98218,-0.7358017251253812,1.0430842831408915,6667,organoid_shRORB1
NFYC,0.9990311642176652,0.9990491283676703,0.999013482407103,1.0,0.9980289093298292,1.0,0.944996617216,0.118437,0.9449671537881308,0.2314974398143325,6667,organoid_shRORB1
NR6A1,0.9987082189568868,0.9987059204141054,0.9987042436022028,1.0,1.0,0.9974118408282108,0.952904923804,0.112534,0.9528312341269184,0.2199621681299847,6667,organoid_shRORB1
PBX1,0.5370579686743097,0.5266815101775824,0.6038413707337295,0.4913500894664423,0.5627092454287922,0.6514609421586166,-0.1114717115659185,0.961434,-0.1116704265793975,0.7478629771433459,6667,organoid_shRORB1
PKNOX2,0.5971257871790732,0.6011514414789065,0.617624521072797,0.6464913771780771,0.5630064263760827,0.6839782756279701,-0.0810683980608242,0.96876,-0.0935752380247194,0.7674320645424738,6667,organoid_shRORB1
