,ASCL1,BACH1,BACH2,CREB1,CUX2,EGR1,EHF,EPCAM,ESR1,ETS1,FOS,FOXO3,GRHL2,HES1,HSF2,ICAM1,JUN,JUNB,JUND,KMT2A,LMX1B,MEIS2,NCAM1,NFATC2,NFIA,NFIB,NFIX,NFKB1,NFYC,NR6A1,PBX1,PKNOX2,PROX1,RBPJ,REST,RORA_RORB,RUNX1,SIX1,SIX4,SMAD3,SOX11,SOX9,STAT1,STAT2,TBX15,TCF4,TCF7L1,TCF7L2,TEAD1,TFDP1,THRB,ZBTB20,ZEB1
ASCL1,,,,,,0.24671759935995963,,,,,,,,-0.06944818741618725,,,-0.10674247049620911,,0.0655246014983914,,,,,,,,,,,,,,,,,0.27251003339675717,,0.3010720388884953,,,,,,,,,,,,,,,
BACH1,,,,,,,0.1600194897541477,,,,,,,,,,,,0.06071516164395513,,,,,,,,,,,,,,,,,,0.053513159462925064,,,,,,,,,0.22971802874865388,,,0.2785413887853893,,,,
BACH2,-0.22614567083029558,,,,,,,,,,,,,,,,,,,,,,,,,0.04539052538438493,,,,,,,,,,,,,,,,,,,,,,,0.16109319976268577,,,,
CREB1,,,,0.9340934219785508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUX2,,,,,,,-0.0418299895219576,,,,,,,,,,,,-0.03175010710016335,,,0.3118715615647543,,,,0.1217523079601982,,,,,,,,,,0.14873049123690357,-0.11359779593555386,,,,,,,,,,,,,0.1311801289849916,,,
EGR1,,,,,,,0.039742030159747976,,,,,,,,,,,,0.027127930325751226,,,0.3284302422952424,,,,0.03462264415839078,,,,,,,,,,0.20247312818739965,-0.08589247528216326,,,,,,,,,,,,,0.11291850039777485,,,
EHF,,,,,,,,,,,,,,,,,,,,,,,,,,0.19372806593492908,,,,,,,,,,,0.37130387011369237,,,,,,,,,,,,,,,,
EPCAM,,,,,,,,,,,-0.1295330650403852,,,0.08426308569674867,,,-0.11977656626943334,,,,,,,,,,,,,0.1453331489539358,,,,,,,,,,,,,0.07449894571081006,,,0.66281062683254,,,,,,,
ESR1,,,,,,,,,0.3728003921340508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ETS1,,,0.0649489629902898,,,,,,,,-0.14754032676700812,,,,,,,,,,,,,,,,-0.13540190126340945,,,,,,,,,,,,,,,,,,,0.6415727324991287,,,,,,,
