CEBPA|CEBPA,EGRNAB,SCL|0.552050,0.037398,0.033784,0.020728,0.947964,0.934758,0.929366,0.915544
EGRNAB|EGRNAB,GATA1,PU1,SCL,FLI1|0.122030,0.130792,0.101629,0.071237,0.091383,0.099087,0.078372,0.054299,0.112228,0.148884,0.112203,0.103441,0.107097,0.097531,0.115841,0.080388,0.885228,0.899082,0.890581,0.912362,0.902393,0.902792,0.907878,0.957896,0.797530,0.729344,0.642330,0.642763,0.874728,0.882794,0.814737,0.913313
EKLF|EKLF,SCL,GATA1,GATA2,EGRNAB|0.109077,0.113248,0.107954,0.114328,0.115305,0.097147,0.098990,0.097793,0.099048,0.113989,0.130981,0.153915,0.141051,0.113526,0.155153,0.123296,0.798105,0.802701,0.795093,0.797618,0.764031,0.831355,0.729867,0.748362,0.820952,0.824000,0.750591,0.804875,0.939059,0.929005,0.950185,0.939074
SCL|SCL,PU1,GATA1,FLI1,GATA2,EGRNAB|0.097627,0.093357,0.131864,0.105918,0.107374,0.128790,0.144395,0.094710,0.122479,0.115663,0.117333,0.089856,0.234882,0.269531,0.147699,0.116163,0.097419,0.081725,0.096116,0.095205,0.092425,0.104868,0.079725,0.104412,0.096499,0.087463,0.124338,0.113825,0.063542,0.109522,0.103379,0.119494,0.725982,0.629630,0.660504,0.759366,0.660494,0.616742,0.736905,0.594401,0.973577,0.935705,0.897253,0.877260,0.997302,0.985882,0.978783,0.972859,0.740583,0.725277,0.722325,0.750934,0.675182,0.683887,0.682696,0.710811,0.756176,0.665891,0.631293,0.671045,0.748265,0.659000,0.715281,0.689168
GATA2|GATA2,PU1,GATA1,SCL,EGRNAB|0.115215,0.116985,0.100119,0.112034,0.142355,0.146090,0.131963,0.112233,0.102252,0.127771,0.091190,0.140586,0.107733,0.104010,0.115379,0.145557,0.816734,0.812741,0.880325,0.861970,0.969626,0.936261,0.880505,0.886198,0.843438,0.813743,0.846015,0.830857,0.840245,0.828617,0.812950,0.825153
CJUN|CEBPA,EGRNAB,GATA1,SCL,GATA2,FLI1|0.259857,0.351622,0.412238,0.309926,0.283901,0.403504,0.312540,0.302190,0.438432,0.417233,0.736808,0.555038,0.030401,0.019637,0.097031,0.040002,0.982256,0.978714,0.981826,0.990358,0.990606,0.984420,0.987423,0.996256,0.984352,0.980987,0.882492,0.903484,0.326483,0.112697,0.439032,0.126279,0.071667,0.089110,0.091012,0.106051,0.045526,0.100202,0.069784,0.044134,0.066914,0.082729,0.405702,0.350469,0.082446,0.106313,0.352933,0.114407,0.227153,0.150901,0.259957,0.209408,0.178557,0.133964,0.211186,0.279165,0.172275,0.112929,0.471234,0.534493,0.299485,0.215695,0.454457,0.112673
FLI1|FLI1,SCL,PU1,GATA1,GATA2,CJUN|0.103657,0.106514,0.118678,0.131635,0.090717,0.098731,0.143763,0.130409,0.106590,0.124274,0.093814,0.117383,0.080456,0.119380,0.109353,0.132969,0.111547,0.149866,0.143116,0.104940,0.131598,0.182558,0.148029,0.109255,0.097871,0.124122,0.076693,0.116256,0.115968,0.118745,0.134646,0.181601,0.750306,0.788507,0.771419,0.818849,0.660085,0.622731,0.793846,0.760360,0.782708,0.762875,0.840911,0.800543,0.835392,0.730314,0.841670,0.804649,0.737508,0.748944,0.798692,0.692738,0.952716,0.823185,0.964439,0.881660,0.723099,0.812576,0.804826,0.812869,0.678790,0.779690,0.845680,0.786816
GATA1|GATA1,SCL,GATA2|0.086643,0.096879,0.094892,0.096384,0.599738,0.769884,0.939659,0.957185
FOG1|CEBPA,CJUN,GATA1,PU1,SCL,EGRNAB,FLI1,GATA2|0.319021,0.444424,0.401465,0.472706,0.394511,0.410266,0.429475,0.460185,0.401214,0.415547,0.461265,0.457878,0.471714,0.467764,0.467895,0.498476,0.372427,0.355080,0.350754,0.378828,0.399107,0.370415,0.378772,0.480369,0.334253,0.320645,0.397729,0.419249,0.449364,0.422657,0.425933,0.496922,0.453974,0.332724,0.477000,0.366218,0.477298,0.572338,0.484257,0.333722,0.997820,0.976600,0.999325,0.986916,0.994723,0.922943,0.999462,0.994801,0.379788,0.378244,0.405361,0.425464,0.432345,0.421017,0.482129,0.483682,0.402669,0.468499,0.437891,0.429384,0.490227,0.492507,0.496147,0.500631,0.287219,0.269112,0.451474,0.435906,0.350346,0.252972,0.285568,0.287044,0.343731,0.401729,0.413095,0.450489,0.316469,0.389863,0.319167,0.334344,0.407619,0.432268,0.743805,0.481145,0.291132,0.260230,0.340298,0.259842,0.511484,0.489029,0.535795,0.495839,0.322269,0.358376,0.298472,0.187165,0.117902,0.186368,0.481409,0.329550,0.377411,0.287934,0.421759,0.320227,0.647280,0.328670,0.849785,0.772890,0.373813,0.520098,0.497454,0.622524,0.518389,0.499700,0.525493,0.493279,0.255065,0.200305,0.232269,0.232700,0.509496,0.487312,0.496678,0.499144,0.331841,0.390535,0.253150,0.213616,0.270828,0.267733,0.209864,0.311276,0.237383,0.268796,0.298414,0.268323,0.200598,0.251996,0.208368,0.293996,0.181947,0.377168,0.267897,0.353236,0.261233,0.305444,0.278165,0.328426,0.287552,0.258162,0.273910,0.378183,0.238193,0.235767,0.265196,0.279310,0.138579,0.149846,0.173931,0.427533,0.278294,0.142046,0.255594,0.248874,0.389996,0.299840,0.384272,0.317044,0.180664,0.241335,0.446726,0.805224,0.390271,0.415245,0.463020,0.952864,0.239422,0.192158,0.144027,0.301209,0.216523,0.185727,0.196351,0.303167,0.237758,0.291213,0.249353,0.223228,0.325693,0.349765,0.319470,0.401313,0.277081,0.319098,0.339860,0.445065,0.154936,0.454899,0.302119,0.535959,0.344586,0.363855,0.408251,0.538394,0.447525,0.497958,0.453661,0.461694,0.271085,0.344716,0.369635,0.366288,0.190805,0.256559,0.290682,0.300462,0.319938,0.289932,0.368630,0.427267,0.322639,0.449368,0.371707,0.393421,0.376981,0.196209,0.406362,0.304206,0.344317,0.190132,0.469877,0.399862,0.440749,0.218622,0.457657,0.452273,0.370963,0.329781,0.479438,0.529418,0.403277,0.485324,0.326915,0.359370,0.290092,0.342684,0.437949,0.485649,0.404385,0.435013,0.428172,0.457776,0.449253,0.466305,0.479333,0.476485
GFI1|CEBPA,EGRNAB,GATA1,SCL,GATA2|0.809933,0.740092,0.735340,0.772926,0.638689,0.412435,0.018433,0.066537,0.031538,0.028574,0.023508,0.023387,0.026180,0.090736,0.019295,0.058212,0.950861,0.961421,0.941609,0.960150,0.958969,0.828273,0.880797,0.851411,0.903238,0.900194,0.892232,0.903566,0.920516,0.799345,0.800445,0.886830
PU1|PU1,GATA1,FLI1,GATA2,EGRNAB|0.342505,0.335681,0.369027,0.343186,0.381663,0.348306,0.332029,0.361124,0.096051,0.163653,0.044200,0.101612,0.009207,0.043900,0.012424,0.036404,0.885503,0.870279,0.877480,0.880116,0.885753,0.873886,0.881752,0.876087,0.867382,0.873183,0.848943,0.844026,0.933820,0.885970,0.868281,0.854450
