start-state,dist-to-start,attractor
84405727829558,1, 84405727829554
86604751085088,1, 84405727829536
86604751085088,1, 86604751085152
84508538609184,1, 84439819132448
243937993072160,1, 103200504716832
103200487939616,0, 103200487939616
103200487939616,1, 103200219504160
103200487939616,1, 103200504716832
103200487939616,1, 103200487677472
103200487939616,1, 103200487937568
103200487939616,1, 103200487939680
103200487939616,1, 103200487939632
103200487939616,1, 103200487939620
84440087567904,0, 84440087567904
84440087567904,1, 84405727829536
84440087567904,1, 84422907698720
84440087567904,1, 84439819132448
84440087567904,1, 84440070790688
84440087567904,1, 84440087305760
84440087567904,1, 84440087565856
84440087567904,1, 84440087567968
84440087567904,1, 84440087567920
84440087567904,1, 84440087567912
84440087567904,1, 84440087567906
243937976294944,1, 103200487939616
84508807044640,1, 84440087567904
84405459394082,0, 84405459394082
84405459394082,1, 83855703580194
84405459394082,1, 84439819132450
84405459394082,1, 84388279524898
84405459394082,1, 84405727829538
84405459394082,1, 84405442616866
84405459394082,1, 84405459131938
84405459394082,1, 84405459392034
84405459394082,1, 84405459394146
84405459394082,1, 84405459394098
84405459394082,1, 84405459394090
84405459394082,1, 84405459394080
84474178870818,1, 84405459394082
243937993072164,1, 103200504716836
84388547960360,0, 84388547960360
84388547960360,1, 119572920049192
84388547960360,1, 83838792146472
84388547960360,1, 84422907698728
84388547960360,1, 84405727829544
84388547960360,1, 84388279524904
84388547960360,1, 84388531183144
84388547960360,1, 84388547698216
84388547960360,1, 84388547958312
84388547960360,1, 84388547960488
84388547960360,1, 84388547960376
84388547960360,1, 84388547960352
84388547960360,1, 84388547960362
84439819132458,0, 84439819132458
84439819132458,1, 83890063318570
84439819132458,1, 84405459394090
84439819132458,1, 84422639263274
84439819132458,1, 84440087567914
84439819132458,1, 84439802355242
84439819132458,1, 84439818870314
84439819132458,1, 84439819130410
84439819132458,1, 84439819132522
84439819132458,1, 84439819132474
84439819132458,1, 84439819132450
84439819132458,1, 84439819132456
84388547960368,0, 84388547960368
84388547960368,1, 85488059588144
84388547960368,1, 84422907698736
84388547960368,1, 84405727829552
84388547960368,1, 84388279524912
84388547960368,1, 84388531183152
84388547960368,1, 84388547698224
84388547960368,1, 84388547960496
84388547960368,1, 84388547960352
84388547960368,1, 84388547960376
84388547960368,1, 84388547960370
85608318672432,1, 103200504716848
86587571215920,1, 84388547960368
86587571215920,1, 87687082843696
86587571215920,1, 86621930954288
86587571215920,1, 86587571215984
84405727829552,0, 84405727829552
84405727829552,1, 85505239457328
84405727829552,1, 84440087567920
84405727829552,1, 84388547960368
84405727829552,1, 84405459394096
84405727829552,1, 84405711052336
84405727829552,1, 84405727567408
84405727829552,1, 84405727829616
84405727829552,1, 84405727829536
84405727829552,1, 84405727829560
84405727829552,1, 84405727829554
84405727829556,1, 84405727829552
84388547960372,1, 85488059588148
84388547960372,1, 84388547960368
103200504716848,0, 103200504716848
103200504716848,1, 103200236281392
103200504716848,1, 103200487939632
103200504716848,1, 103200504454704
103200504716848,1, 103200504716912
103200504716848,1, 103200504716832
103200504716848,1, 103200504716852
85608318672436,1, 103200504716852
84405727829560,0, 84405727829560
84405727829560,1, 83855972015672
84405727829560,1, 84440087567928
84405727829560,1, 84388547960376
