source,target,sign
ASCL1,A630001G21RIK,0
ASCL1,A630010A05RIK,0
ASCL1,A630055G03RIK,0
ASCL1,A930005I04RIK,0
ASCL1,A930018P22RIK,0
ASCL1,AI428936,0
ASCL1,AI429214,0
ASCL1,AI467606,0
ASCL1,AI480653,0
ASCL1,AI597479,0
ASCL1,AW209491,0
ASCL1,AW554918,0
ASCL1,AW555464,0
ASCL1,AADAC,0
ASCL1,AAGAB,0
ASCL1,AAK1,0
ASCL1,AARD,0
ASCL1,AARS2,0
ASCL1,AATF,0
ASCL1,AATK,0
ASCL1,ABCA1,0
ASCL1,ABCA13,0
ASCL1,ABCA3,0
ASCL1,ABCB10,0
ASCL1,ABCC1,0
ASCL1,ABCC4,0
ASCL1,ABCC8,0
ASCL1,ABCD3,0
ASCL1,ABCG1,0
ASCL1,ABHD11,0
ASCL1,ABHD12,0
ASCL1,ABHD15,0
ASCL1,ABHD2,0
ASCL1,ABHD5,0
ASCL1,ABHD6,0
ASCL1,ABI3BP,0
ASCL1,ABLIM2,0
ASCL1,ABR,0
ASCL1,ABRA,0
ASCL1,ACAA1B,0
ASCL1,ACAA2,0
ASCL1,ACACA,0
ASCL1,ACADSB,0
ASCL1,ACBD6,0
ASCL1,ACCN4,0
ASCL1,ACNAT2,0
ASCL1,ACOT7,0
ASCL1,ACOX1,0
ASCL1,ACPL2,0
ASCL1,ACPT,0
ASCL1,ACSF2,0
ASCL1,ACSF3,0
ASCL1,ACSL1,0
ASCL1,ACSM1,0
ASCL1,ACSM2,0
ASCL1,ACTBL2,0
ASCL1,ACTG1,0
ASCL1,ACTL7B,0
ASCL1,ACTN1,0
ASCL1,ACTN3,0
ASCL1,ACTN4,0
ASCL1,ACTR3,0
ASCL1,ACTRT2,0
ASCL1,ACVR1,0
ASCL1,ACVR1B,0
ASCL1,ACVR1C,0
ASCL1,ACVR2A,0
ASCL1,ACVRL1,0
ASCL1,ADAM10,0
ASCL1,ADAM1B,0
ASCL1,ADAM26B,0
ASCL1,ADAM28,0
ASCL1,ADAM30,0
ASCL1,ADAMTS12,0
ASCL1,ADAMTS14,0
ASCL1,ADAMTS16,0
ASCL1,ADAMTS17,0
ASCL1,ADAMTS18,0
ASCL1,ADAMTS2,0
ASCL1,ADAMTS5,0
ASCL1,ADAMTSL2,0
ASCL1,ADAP1,0
ASCL1,ADAR,0
ASCL1,ADARB2,0
ASCL1,ADCK3,0
ASCL1,ADCY10,0
ASCL1,ADCY2,0
ASCL1,ADCY5,0
ASCL1,ADCY7,0
ASCL1,ADCY9,0
ASCL1,ADCYAP1,0
ASCL1,ADD3,0
ASCL1,ADHFE1,0
ASCL1,ADI1,0
ASCL1,ADIPOR2,0
ASCL1,ADK,0
ASCL1,ADM,0
ASCL1,ADNP2,0
ASCL1,ADO,0
ASCL1,ADORA2A,0
ASCL1,ADORA3,0
ASCL1,ADPGK,0
ASCL1,ADRA1B,0
ASCL1,ADRM1,0
ASCL1,ADSL,0
ASCL1,AFF1,0
ASCL1,AFF3,0
ASCL1,AGAP1,0
ASCL1,AGBL1,0
ASCL1,AGBL3,0
ASCL1,AGBL4,0
ASCL1,AGFG1,0
ASCL1,AGFG2,0
ASCL1,AGGF1,0
ASCL1,AGK,0
ASCL1,AGL,0
ASCL1,AGMAT,0
ASCL1,AGPAT4,0
ASCL1,AGPAT6,0
ASCL1,AGPS,0
ASCL1,AGR3,0
ASCL1,AGTPBP1,0
ASCL1,AGTRAP,0
ASCL1,AGXT2,0
ASCL1,AHCY,0
ASCL1,AHDC1,0
ASCL1,AHI1,0
ASCL1,AHR,0
ASCL1,AHSG,0
ASCL1,AICDA,0
ASCL1,AIF1L,0
ASCL1,AIG1,0
ASCL1,AIM1L,0
ASCL1,AIPL1,0
ASCL1,AJAP1,0
ASCL1,AK8,0
ASCL1,AKAP1,0
ASCL1,AKAP12,0
ASCL1,AKAP13,0
ASCL1,AKIRIN1,0
ASCL1,AKNA,0
ASCL1,AKR1E1,0
ASCL1,AKT1,0
ASCL1,AKT2,0
ASCL1,ALCAM,0
ASCL1,ALDH1A1,0
ASCL1,ALDH1A2,0
ASCL1,ALDH1A3,0
ASCL1,ALDH1A7,0
ASCL1,ALDH1L1,0
ASCL1,ALDH3B1,0
ASCL1,ALDH5A1,0
ASCL1,ALDH7A1,0
ASCL1,ALDH8A1,0
ASCL1,ALG13,0
ASCL1,ALOX5,0
ASCL1,ALOX5AP,0
ASCL1,ALPK2,0
ASCL1,ALPL,0
ASCL1,ALPPL2,0
ASCL1,ALX3,0
ASCL1,AMBP,0
ASCL1,AMBRA1,0
ASCL1,AMFR,0
ASCL1,AMIGO1,0
ASCL1,AMIGO2,0
ASCL1,AMMECR1,0
ASCL1,AMOT,0
ASCL1,AMOTL2,0
ASCL1,AMPD3,0
ASCL1,ANAPC1,0
ASCL1,ANAPC13,0
ASCL1,ANAPC16,0
ASCL1,ANGPT2,0
ASCL1,ANGPTL2,0
ASCL1,ANK2,0
ASCL1,ANK3,0
ASCL1,ANKDD1B,0
ASCL1,ANKK1,0
ASCL1,ANKRD11,0
ASCL1,ANKRD26,0
ASCL1,ANKRD33B,0
ASCL1,ANKRD34C,0
ASCL1,ANKRD35,0
ASCL1,ANKRD37,0
ASCL1,ANKRD5,0
ASCL1,ANKRD50,0
ASCL1,ANKRD54,0
ASCL1,ANKRD55,0
ASCL1,ANKRD60,0
ASCL1,ANKS1,0
ASCL1,ANO10,0
ASCL1,ANO2,0
ASCL1,ANO6,0
ASCL1,ANP32A,0
ASCL1,ANXA2,0
ASCL1,ANXA3,0
ASCL1,ANXA4,0
ASCL1,ANXA9,0
ASCL1,AOAH,0
ASCL1,AP1S3,0
ASCL1,AP2M1,0
ASCL1,AP2S1,0
ASCL1,AP4E1,0
ASCL1,APBB1IP,0
ASCL1,APBB2,0
ASCL1,APH1C,0
ASCL1,APIP,0
ASCL1,APLN,0
ASCL1,APLP2,0
ASCL1,APOA1,0
ASCL1,APOB,0
ASCL1,APOBEC1,0
ASCL1,APOL6,0
ASCL1,APOL7A,0
ASCL1,APOL8,0
ASCL1,AQP11,0
ASCL1,AQP4,0
ASCL1,AQP9,0
ASCL1,AR,0
ASCL1,ARAP3,0
ASCL1,ARC,0
ASCL1,ARF2,0
ASCL1,ARF3,0
ASCL1,ARFGAP2,0
ASCL1,ARFGAP3,0
ASCL1,ARFGEF1,0
ASCL1,ARGLU1,0
ASCL1,ARHGAP10,0
ASCL1,ARHGAP11A,0
ASCL1,ARHGAP18,0
ASCL1,ARHGAP20,0
ASCL1,ARHGAP23,0
ASCL1,ARHGAP24,0
ASCL1,ARHGAP29,0
ASCL1,ARHGAP32,0
ASCL1,ARHGAP42,0
ASCL1,ARHGAP44,0
ASCL1,ARHGAP8,0
ASCL1,ARHGEF10,0
ASCL1,ARHGEF10L,0
ASCL1,ARHGEF16,0
ASCL1,ARHGEF3,0
ASCL1,ARHGEF38,0
ASCL1,ARHGEF40,0
ASCL1,ARID1B,0
ASCL1,ARID2,0
ASCL1,ARID3B,0
ASCL1,ARID5B,0
ASCL1,ARL1,0
ASCL1,ARL15,0
ASCL1,ARL3,0
ASCL1,ARL4A,0
ASCL1,ARL5A,0
ASCL1,ARL6IP4,0
ASCL1,ARMC9,0
ASCL1,ARNTL,0
ASCL1,ARNTL2,0
ASCL1,ARPC5L,0
ASCL1,ARPP21,0
ASCL1,ARRB1,0
ASCL1,ARRDC3,0
ASCL1,ARRDC4,0
ASCL1,ART2B,0
ASCL1,ARVCF,0
ASCL1,ASAH1,0
ASCL1,ASAP1,0
ASCL1,ASAP2,0
ASCL1,ASAP3,0
ASCL1,ASB13,0
ASCL1,ASB18,0
ASCL1,ASCC2,0
ASCL1,ASCL1,0
ASCL1,ASGR1,0
ASCL1,ASGR2,0
ASCL1,ASNS,0
ASCL1,ASPG,0
ASCL1,ASPH,0
ASCL1,ASPRV1,0
ASCL1,ASTN2,0
ASCL1,ASXL1,0
ASCL1,ASXL3,0
ASCL1,ATAD1,0
ASCL1,ATAD2B,0
ASCL1,ATE1,0
ASCL1,ATF1,0
ASCL1,ATF3,0
ASCL1,ATF4,0
ASCL1,ATF6,0
ASCL1,ATG16L2,0
ASCL1,ATG4C,0
ASCL1,ATG7,0
ASCL1,ATOH1,0
ASCL1,ATOH8,0
ASCL1,ATP11B,0
ASCL1,ATP13A3,0
ASCL1,ATP1A1,0
ASCL1,ATP1B1,0
ASCL1,ATP1B3,0
ASCL1,ATP2A3,0
ASCL1,ATP4B,0
ASCL1,ATP5G3,0
ASCL1,ATP6AP1L,0
ASCL1,ATP6V0A4,0
ASCL1,ATP6V0D2,0
ASCL1,ATP6V1B2,0
ASCL1,ATP8A1,0
ASCL1,ATP8A2,0
ASCL1,ATP9A,0
ASCL1,ATRN,0
ASCL1,AUH,0
ASCL1,AUTS2,0
ASCL1,AXIN2,0
ASCL1,AYM1,0
ASCL1,AZI1,0
ASCL1,AZIN1,0
ASCL1,B230120H23RIK,0
ASCL1,B3GAT1,0
ASCL1,B3GAT2,0
ASCL1,B3GNT2,0
ASCL1,B3GNT7,0
ASCL1,B3GNT8,0
ASCL1,B4GALNT4,0
ASCL1,B4GALT5,0
ASCL1,B4GALT6,0
ASCL1,BC003965,0
ASCL1,BC018507,0
ASCL1,BC048403,0
ASCL1,BC049352,0
ASCL1,BC051665,0
ASCL1,BC055111,0
ASCL1,BC061194,0
ASCL1,BC100451,0
ASCL1,BC107364,0
ASCL1,BACE2,0
ASCL1,BAG5,0
ASCL1,BAHCC1,0
ASCL1,BAI1,0
ASCL1,BAI2,0
ASCL1,BAI3,0
ASCL1,BAIAP2,0
ASCL1,BAIAP3,0
ASCL1,BAMBI,0
ASCL1,BANP,0
ASCL1,BARHL1,0
ASCL1,BARX1,0
ASCL1,BARX2,0
ASCL1,BASP1,0
ASCL1,BAZ1B,0
ASCL1,BAZ2B,0
ASCL1,BBS2,0
ASCL1,BBS4,0
ASCL1,BCAR3,0
ASCL1,BCAS1,0
ASCL1,BCAS3,0
ASCL1,BCDIN3D,0
ASCL1,BCKDHA,0
ASCL1,BCL11B,0
ASCL1,BCL2,0
ASCL1,BCL2L1,0
ASCL1,BCL2L11,0
ASCL1,BCL2L14,0
ASCL1,BCL3,0
ASCL1,BCL6,0
ASCL1,BCL7A,0
ASCL1,BCOR,0
ASCL1,BCR,0
ASCL1,BEND5,0
ASCL1,BEST3,0
ASCL1,BHLHA15,0
ASCL1,BHLHA9,0
ASCL1,BHLHE23,0
ASCL1,BHLHE40,0
ASCL1,BHLHE41,0
ASCL1,BICD2,0
ASCL1,BIK,0
ASCL1,BLCAP,0
ASCL1,BLM,0
ASCL1,BLZF1,0
ASCL1,BMP1,0
ASCL1,BMP2,0
ASCL1,BMP3,0
ASCL1,BMP7,0
ASCL1,BMP8A,0
ASCL1,BMP8B,0
ASCL1,BMPER,0
ASCL1,BMPR1B,0
ASCL1,BMS1,0
ASCL1,BNIP3L,0
ASCL1,BOD1,0
ASCL1,BOLA3,0
ASCL1,BPI,0
ASCL1,BPIFA3,0
ASCL1,BPIFA5,0
ASCL1,BRCA2,0
ASCL1,BRD4,0
ASCL1,BRSK2,0
ASCL1,BSND,0
ASCL1,BTAF1,0
ASCL1,BTBD11,0
ASCL1,BTBD16,0
ASCL1,BTBD17,0
ASCL1,BTBD3,0
ASCL1,BTBD9,0
ASCL1,BTG1,0
ASCL1,BTG2,0
ASCL1,BUB3,0
ASCL1,C130022K22RIK,0
ASCL1,C130060K24RIK,0
ASCL1,C1GALT1,0
ASCL1,C1QA,0
ASCL1,C2CD3,0
ASCL1,C78339,0
ASCL1,C80913,0
ASCL1,C85492,0
ASCL1,C8B,0
ASCL1,CAB39L,0
ASCL1,CABIN1,0
ASCL1,CABLES1,0
ASCL1,CABP1,0
ASCL1,CABP7,0
ASCL1,CACNA1A,0
ASCL1,CACNA1B,0
ASCL1,CACNA1E,0
ASCL1,CACNA1H,0
ASCL1,CACNA1I,0
ASCL1,CACNA2D1,0
ASCL1,CACNA2D2,0
ASCL1,CACNA2D3,0
ASCL1,CACNB4,0
ASCL1,CACNG5,0
ASCL1,CAD,0
ASCL1,CADM1,0
ASCL1,CADM4,0
ASCL1,CALCA,0
ASCL1,CALM1,0
ASCL1,CALML3,0
ASCL1,CAMK1D,0
ASCL1,CAMK1G,0
ASCL1,CAMK2A,0
ASCL1,CAMK2B,0
ASCL1,CAMK2D,0
ASCL1,CAMK2N1,0
ASCL1,CAMSAP1,0
ASCL1,CAMTA1,0
ASCL1,CAND1,0
ASCL1,CAND2,0
ASCL1,CAP2,0
ASCL1,CAPN12,0
ASCL1,CAPN13,0
ASCL1,CAPN2,0
ASCL1,CAPN8,0
ASCL1,CAPN9,0
ASCL1,CAPRIN1,0
ASCL1,CAPZB,0
ASCL1,CAR10,0
ASCL1,CAR12,0
ASCL1,CAR4,0
ASCL1,CAR5A,0
ASCL1,CARD11,0
ASCL1,CASKIN1,0
ASCL1,CASP6,0
ASCL1,CASP9,0
ASCL1,CASR,0
ASCL1,CASZ1,0
ASCL1,CATSPER2,0
ASCL1,CBFA2T2,0
ASCL1,CBFA2T3,0
ASCL1,CBLB,0
ASCL1,CBLC,0
ASCL1,CBLN2,0
ASCL1,CBLN4,0
ASCL1,CBR4,0
ASCL1,CBX2,0
ASCL1,CBX4,0
ASCL1,CBX7,0
ASCL1,CBX8,0
ASCL1,CCBE1,0
ASCL1,CCDC101,0
ASCL1,CCDC108,0
ASCL1,CCDC109B,0
ASCL1,CCDC111,0
ASCL1,CCDC112,0
ASCL1,CCDC126,0
ASCL1,CCDC129,0
ASCL1,CCDC13,0
ASCL1,CCDC130,0
ASCL1,CCDC132,0
ASCL1,CCDC134,0
ASCL1,CCDC14,0
ASCL1,CCDC148,0
ASCL1,CCDC154,0
ASCL1,CCDC155,0
ASCL1,CCDC157,0
ASCL1,CCDC162,0
ASCL1,CCDC27,0
ASCL1,CCDC28A,0
ASCL1,CCDC3,0
ASCL1,CCDC32,0
ASCL1,CCDC34,0
ASCL1,CCDC46,0
ASCL1,CCDC55,0
ASCL1,CCDC57,0
ASCL1,CCDC6,0
ASCL1,CCDC73,0
ASCL1,CCDC8,0
ASCL1,CCDC85A,0
ASCL1,CCDC85C,0
ASCL1,CCDC90A,0
ASCL1,CCK,0
ASCL1,CCL1,0
ASCL1,CCL2,0
ASCL1,CCL22,0
ASCL1,CCM2,0
ASCL1,CCND1,0
ASCL1,CCNE1,0
ASCL1,CCNJ,0
ASCL1,CCNK,0
ASCL1,CCR4,0
ASCL1,CCR6,0
ASCL1,CCRN4L,0
ASCL1,CD151,0
ASCL1,CD164,0
ASCL1,CD177,0
ASCL1,CD180,0
ASCL1,CD247,0
ASCL1,CD24A,0
ASCL1,CD27,0
ASCL1,CD276,0
ASCL1,CD28,0
ASCL1,CD2AP,0
ASCL1,CD300A,0
ASCL1,CD34,0
ASCL1,CD44,0
ASCL1,CD69,0
ASCL1,CD82,0
ASCL1,CD83,0
ASCL1,CD86,0
ASCL1,CD93,0
ASCL1,CD99L2,0
ASCL1,CDADC1,0
ASCL1,CDC123,0
ASCL1,CDC14A,0
ASCL1,CDC14B,0
ASCL1,CDC25B,0
ASCL1,CDC42BPG,0
ASCL1,CDC42EP4,0
ASCL1,CDC7,0
ASCL1,CDCA7,0
ASCL1,CDCP1,0
ASCL1,CDH1,0
ASCL1,CDH11,0
ASCL1,CDH12,0
ASCL1,CDH13,0
ASCL1,CDH15,0
ASCL1,CDH18,0
ASCL1,CDH2,0
ASCL1,CDH20,0
ASCL1,CDH22,0
ASCL1,CDH23,0
ASCL1,CDH26,0
ASCL1,CDH3,0
ASCL1,CDH4,0
ASCL1,CDH5,0
ASCL1,CDHR3,0
ASCL1,CDK14,0
ASCL1,CDK17,0
ASCL1,CDK2AP1,0
ASCL1,CDK5R1,0
ASCL1,CDK5RAP2,0
ASCL1,CDKAL1,0
ASCL1,CDKL3,0
ASCL1,CDKN1A,0
ASCL1,CDKN1C,0
ASCL1,CDON,0
ASCL1,CDS1,0
ASCL1,CDYL,0
ASCL1,CEACAM16,0
ASCL1,CEBPA,0
ASCL1,CEBPG,0
ASCL1,CEL,0
ASCL1,CELA2A,0
ASCL1,CELF2,0
ASCL1,CELF3,0
ASCL1,CELF4,0
ASCL1,CELF5,0
ASCL1,CELF6,0
ASCL1,CELSR1,0
ASCL1,CENPM,0
ASCL1,CENPO,0
ASCL1,CEP120,0
ASCL1,CEP164,0
ASCL1,CEP192,0
ASCL1,CEP55,0
ASCL1,CEP57L1,0
ASCL1,CER1,0
ASCL1,CES5A,0
ASCL1,CFC1,0
ASCL1,CFL2,0
ASCL1,CGNL1,0
ASCL1,CGREF1,0
ASCL1,CHAC1,0
ASCL1,CHAD,0
ASCL1,CHAF1B,0
ASCL1,CHCHD3,0
ASCL1,CHCHD6,0
ASCL1,CHD2,0
ASCL1,CHD3,0
ASCL1,CHD5,0
ASCL1,CHD6,0
ASCL1,CHD7,0
ASCL1,CHD9,0
ASCL1,CHDH,0
ASCL1,CHGA,0
ASCL1,CHL1,0
ASCL1,CHMP2A,0
ASCL1,CHMP4B,0
ASCL1,CHMP6,0
ASCL1,CHN2,0
ASCL1,CHPF,0
ASCL1,CHPT1,0
ASCL1,CHRAC1,0
ASCL1,CHRDL2,0
ASCL1,CHRM2,0
ASCL1,CHRM4,0
ASCL1,CHRNA2,0
ASCL1,CHST11,0
ASCL1,CHST12,0
ASCL1,CHST14,0
ASCL1,CHST2,0
ASCL1,CHST5,0
ASCL1,CHST9,0
ASCL1,CIB2,0
ASCL1,CIB3,0
ASCL1,CIDEA,0
ASCL1,CIITA,0
ASCL1,CILP2,0
ASCL1,CISD1,0
ASCL1,CITED2,0
ASCL1,CITED4,0
ASCL1,CLCN6,0
ASCL1,CLCNKB,0
ASCL1,CLDN23,0
ASCL1,CLDN3,0
ASCL1,CLEC11A,0
ASCL1,CLEC14A,0
ASCL1,CLEC16A,0
ASCL1,CLEC2I,0
ASCL1,CLEC2L,0
ASCL1,CLEC3A,0
ASCL1,CLIC4,0
ASCL1,CLIC6,0
ASCL1,CLINT1,0
ASCL1,CLIP1,0
ASCL1,CLK3,0
ASCL1,CLMN,0
ASCL1,CLPS,0
ASCL1,CLPX,0
ASCL1,CLSTN2,0
ASCL1,CLSTN3,0
ASCL1,CLVS1,0
ASCL1,CLYBL,0
ASCL1,CMAH,0
ASCL1,CMPK2,0
ASCL1,CMTM6,0
ASCL1,CMTM7,0
ASCL1,CNKSR3,0
ASCL1,CNO,0
ASCL1,CNOT2,0
ASCL1,CNOT6L,0
ASCL1,CNPY1,0
ASCL1,CNTFR,0
ASCL1,CNTN2,0
ASCL1,CNTN3,0
ASCL1,CNTN4,0
ASCL1,CNTN6,0
ASCL1,CNTNAP4,0
ASCL1,COBL,0
ASCL1,COBLL1,0
ASCL1,COG1,0
ASCL1,COG2,0
ASCL1,COG6,0
ASCL1,COL14A1,0
ASCL1,COL15A1,0
ASCL1,COL16A1,0
ASCL1,COL17A1,0
ASCL1,COL18A1,0
ASCL1,COL1A1,0
ASCL1,COL22A1,0
ASCL1,COL24A1,0
ASCL1,COL4A1,0
ASCL1,COL5A1,0
ASCL1,COL5A3,0
ASCL1,COL8A1,0
ASCL1,COLEC10,0
ASCL1,COMMD3,0
ASCL1,COMMD7,0
ASCL1,COMMD9,0
ASCL1,COMP,0
ASCL1,COMT,0
ASCL1,COPS8,0
ASCL1,COQ10A,0
ASCL1,CORO2B,0
ASCL1,COX10,0
ASCL1,COX4I2,0
ASCL1,COX6C,0
ASCL1,CP,0
ASCL1,CPA1,0
ASCL1,CPA5,0
ASCL1,CPA6,0
ASCL1,CPEB3,0
ASCL1,CPLX2,0
ASCL1,CPN2,0
ASCL1,CPS1,0
ASCL1,CPSF4L,0
ASCL1,CPT2,0
ASCL1,CPXM1,0
ASCL1,CRABP1,0
ASCL1,CRADD,0
ASCL1,CRB2,0
ASCL1,CRB3,0
ASCL1,CREB3L2,0
ASCL1,CREB5,0
ASCL1,CREBBP,0
ASCL1,CREBL2,0
ASCL1,CRELD2,0
ASCL1,CRH,0
ASCL1,CRHR1,0
ASCL1,CRHR2,0
ASCL1,CRTAC1,0
ASCL1,CRTC1,0
ASCL1,CRTC3,0
ASCL1,CRY1,0
ASCL1,CRYAA,0
ASCL1,CRYBA2,0
ASCL1,CRYBA4,0
ASCL1,CRYBB3,0
ASCL1,CRYGF,0
ASCL1,CRYGN,0
ASCL1,CRYL1,0
ASCL1,CRYZ,0
ASCL1,CS,0
ASCL1,CSF2,0
ASCL1,CSF3R,0
ASCL1,CSGALNACT1,0
ASCL1,CSGALNACT2,0
ASCL1,CSK,0
ASCL1,CSL,0
ASCL1,CSMD1,0
ASCL1,CSNK1A1,0
ASCL1,CSNK1E,0
ASCL1,CSNK1G3,0
ASCL1,CSPG4,0
ASCL1,CSRNP1,0
ASCL1,CSRP1,0
ASCL1,CSTAD,0
ASCL1,CSTF2T,0
ASCL1,CTBS,0
ASCL1,CTCFL,0
ASCL1,CTDP1,0
ASCL1,CTDSPL,0
ASCL1,CTIF,0
ASCL1,CTNNBL1,0
ASCL1,CTNND2,0
ASCL1,CTPS,0
ASCL1,CTR9,0
ASCL1,CTRC,0
ASCL1,CTSB,0
ASCL1,CTSC,0
ASCL1,CTSF,0
ASCL1,CTSZ,0
ASCL1,CTTNBP2NL,0
ASCL1,CTXN3,0
ASCL1,CUEDC1,0
ASCL1,CUL3,0
ASCL1,CUX1,0
ASCL1,CUZD1,0
ASCL1,CXCL11,0
ASCL1,CXCL12,0
ASCL1,CXCL13,0
ASCL1,CXCL14,0
ASCL1,CXCR4,0
