x
GM553
GM28178
NEMP2
MFSD6
GM29670
INPP1
HIBCH
1700019D03RIK
1700019A02RIK
PMS1
ORMDL1
OSGEPL1
ASNSD1
DNAH7A
STK17B
HECW2
CCDC150
GTF3C3
PGAP1
ANKRD44
4930444A19RIK
SF3B1
COQ10B
HSPD1
HSPE1
MOB4
RFTN2
GM10561
MARS2
BOLL
PLCL1
9130227L01RIK
SATB2
9130024F11RIK
4930558J18RIK
1700066M21RIK
TYW5
MAIP1
SPATS2L
KCTD18
SGO2A
AOX1
AOX3
AOX4
GM15759
AOX2
BZW1
CLK1
PPIL3
NIF3L1
ORC2
GM15834
FAM126B
NDUFB3
FLACC1
CFLAR
CASP8
TRAK2
STRADB
C2CD6
TMEM237
G730003C15RIK
MPP4
GM29017
ALS2
CDK15
GM29016
FZD7
GM26813
GM973
GM28411
SUMO1
NOP58
BMPR2
FAM117B
ICA1L
WDR12
CARF
NBEAL1
CYP20A1
ABI2
RAPH1
CD28
2310016D23RIK
CTLA4
ICOS
9530026F06RIK
PARD3B
PARD3BOS1
PARD3BOS3
NRP2
INO80D
INO80DOS
GM20342
NDUFS1
EEF1B2
GPR1
ZDBF2
ADAM23
DYTN
MDH1B
FASTKD2
KLF7
GM13748
GM28981
CREB1
METTL21A
GM28982
2810408I11RIK
CCNYL1
FZD5
PLEKHM3
AKR1CL
CRYGC
CRYGA
D630023F18RIK
IDH1
PIKFYVE
PTH2R
MAP2
GM10558
UNC80
RPE
KANSL1L
ACADL
MYL1
LANCL1
CPS1
GM15668
ERBB4
GM29113
IKZF2
GM29112
GM28112
SPAG16
VWC2L
BARD1
ABCA12
ATIC
FN1
APOL7D
GM28818
4933417E11RIK
4930556G22RIK
MREG
PECR
TMEM169
XRCC5
MARCH4
SMARCAL1
GM39662
ANKAR
RPL37A
IGFBP2
IGFBP5
1700027A15RIK
GM29185
PINC
C530043A13RIK
6030407O03RIK
TNS1
RUFY4
CXCR2
ARPC2
AAMP
PNKD
TMBIM1
GM29358
CATIP
SLC11A1
CTDSP1
VIL1
USP37
CNOT9
PLCD4
ZFP142
BCS1L
RNF25
STK36
TTLL4
CYP27A1
PRKAG3
WNT6
GM16582
CDK5R2
FEV
CRYBA2
CFAP65
GM15841
IHH
NHEJ1
SLC23A3
CNPPD1
RETREG2
ZFAND2B
ABCB6
ATG9A
ANKZF1
GLB1L
STK16
TUBA4A
DNAJB2
PTPRN
GM28294
RESP18
GM28902
DNPEP
DES
GM15179
SPEG
GM15178
GMPPA
ASIC4
CHPF
OBSL1
TMEM198
INHA
STK11IP
SLC4A3
GM29069
GM816
EPHA4
GM28386
GM28387
PAX3
SGPP2
GM28410
FARSB
BC035947
MOGAT1
5730419F03RIK
ACSL3
UTP14B
GM29536
SCG2
AP1S3
WDFY1
MRPL44
SERPINE2
9830004L10RIK
FAM124B
CUL3
1700016L21RIK
GM45261
DOCK10
NYAP2
IRS1
GM9747
RHBDD1
GM28940
COL4A4
COL4A3
C430014B12RIK
MFF
GM28941
AGFG1
A030005L19RIK
A030014E15RIK
A030003K21RIK
SLC19A3
GM47969
CCL20
DAW1
SPHKAP
4933436I20RIK
PID1
DNER
TRIP12
FBXO36
C130026I21RIK
A530032D15RIK
GM10553
A530040E14RIK
GM16028
GM16025
GM16092
SP110
GM16094
SP140
GM10552
GM17017
SP100
A630001G21RIK
CAB39
ITM2C
4933407L21RIK
GPR55
SPATA3
2810459M11RIK
PSMD1
HTR2B
ARMC9
GM16341
B3GNT7
GM28626
NCL
C130036L24RIK
NMUR1
PTMA
PDE6D
COPS7B
NPPC
DIS3L2
GM29055
GM28375
GM29371
ECEL1
CHRND
CHRNG
EIF4E2
EFHD1
GIGYF2
KCNJ13
SNORC
NGEF
NEU2
INPP5D
ATG16L1
SAG
DGKD
GM19582
USP40
GM20528
UGT1A7C
UGT1A6A
UGT1A5
UGT1A2
DNAJB3
UGT1A1
MROH2A
HJURP
TRPM8
SPP2
GM29538
GM28888
GLRP1
GM19589
ARL4C
GM29337
1700067G17RIK
SH3BP4
GM28342
C030007H22RIK
AGAP1
GM28499
4933400F21RIK
D130058E05RIK
IQCA
ACKR3
COPS8
COL6A3
MLPH
PRLH
RAB17
LRRFIP1
RBM44
RAMP1
UBE2F
SCLY
GM17090
ESPNL
ERFE
ILKAP
1700020N18RIK
HES6
PER2
TRAF3IP1
ASB1
GM28380
TWIST2
HDAC4
NDUFA10
OLFR1416
COPS9
GM29483
GM29481
GPC1
GM29480
ANKMY1
DUSP28
5033417F24RIK
RNPEPL1
9430060I03RIK
CAPN10
GPR35
KIF1A
MAB21L4
CROCC2
SNED1
MTERF4
GM28535
PASK
PPP1R7
ANO7
HDLBP
SEPT2
FARP2
STK25
GM28536
BOK
THAP4
GM10550
ATG4B
DTYMK
ING5
D2HGDH
GAL3ST2B
FAM174A
ST8SIA4
GM29601
4930533P14RIK
SLCO4C1
PANCT2
SLCO6C1
D1ERTD622E
PPIP5K2
GIN1
PAM
B230216N24RIK
1810006J02RIK
GM29461
SLCO6D1
GM7967
CNTNAP5B
GM20268
GM28187
CDH20
RNF152
GM17634
GM28403
PIGN
GM28404
RELCH
TNFRSF11A
GM7160
ZCCHC2
GM20753
PHLPP1
A530053M12RIK
BCL2
D630008O14RIK
KDSR
VPS4B
SERPINB5
SERPINB12
SERPINB13
SERPINB3B
SERPINB11
SERPINB7
SERPINB8
GM15389
D830032E09RIK
CDH7
CDH19
GM29088
DSEL
9330185C12RIK
CNTNAP5A
GM7145
GM29106
TSN
NIFK
CLASP1
2900060B14RIK
TFCP2L1
GLI2
GM29456
GM29455
INHBB
RALB
GM27184
TMEM185B
3830432H09RIK
EPB41L5
PTPN4
TMEM177
CFAP221
SCTR
TMEM37
DBI
3110009E18RIK
STEAP3
MARCO
2610027F03RIK
CELRR
INSIG2
CCDC93
HTR5B
DDX18
GM28590
DPP10
ACTR3
SLC35F5
GPR39
LYPD1
NCKAP5
4930599A14RIK
MGAT5
TMEM163
ACMSD
2900009J06RIK
CCNT2
MAP3K19
RAB3GAP1
ZRANB3
GM28800
R3HDM1
UBXN4
LCT
MCM6
DARS
CXCR4
GM26686
THSD7B
CD55B
GM15674
GM15675
CD55
GM16083
ZP3R
C4BP
PFKFB2
YOD1
AA986860
GM28857
GM28856
FCAMR
GM15848
PIGR
FCMR
IL20
IL10
MAPKAPK2
DYRK3
EIF2D
RASSF5
IKBKE
GM28914
SRGAP2
GM29488
FAM72A
AVPR1B
CTSE
RAB7B
SLC26A9
PM20D1
SLC41A1
RAB29
NUCKS1
SLC45A3
ELK4
MFSD4A
CDK18
GM29629
LEMD1
GM29695
KLHDC8A
NUAK2
TMCC2
DSTYK
6030442K20RIK
RBBP5
TMEM81
CNTN2
NFASC
GM10538
LRRN2
MDM4
PIK3C2B
PPP1R15B
PLEKHA6
GM19461
GM28040
REN1
ETNK2
SOX13
SNRPE
ZC3H11A
ZC3H11A.1
GM38394
LAX1
ATP2B4
OPTC
GM15851
PRELP
GM1627
FMOD
BTG2
CHIT1
CHIL1
MYBPH
ADORA1
PPFIA4
TMEM183A
CYB5R1
ADIPOR1
PLATR1
KLHL12
RABIF
MGAT4E
KDM5B
GM26783
SYT2
PPP1R12B
GM28892
UBE2T
LGR6
GM10535
ARL8A
GM15445
GPR37L1
GM26642
ELF3
RNPEP
TIMM17A
LMOD1
SHISA4
IPO9
GM28277
NAV1
GM4793
CSRP1
PHLDA3
TNNI1
LAD1
TNNT2
PKP1
IGFN1
TMEM9
CACNA1S
KIF21B
MROH3
INAVA
GM26568
GM26781
CAMSAP2
9230116N13RIK
DDX59
KIF14
GM37799
ZFP281
GM19705
PLATR22
NR5A2
GM4258
GM26936
GM26930
A430106G13RIK
PTPRC
NEK7
GM28501
GM5833
LHX9
2310009B15RIK
DENND1B
4930596I21RIK
CRB1
4933436E23RIK
ZBTB41
ASPM
GM4788
CFH
KCNT2
CDC73
B3GALT2
GLRX2
RO60
UCHL5
GM29170
RGS2
RGS13
GM29514
BRINP3
GM15584
PLA2G4A
PTGS2OS
PTGS2
PTGS2OS2
2310030A07RIK
ODR4
TPR
PRG4
HMCN1
GM20631
GM10138
IVNS1ABP
SWT1
TRMT1L
RNF2
FAM129A
2810414N06RIK
EDEM3
1700025G04RIK
GM28610
TSEN15
COLGALT2
RGL1
GM15479
GM28792
APOBEC4
ARPC5
NCF2
SMG7
GM28791
NMNAT2
GM28960
LAMC2
LAMC1
E330020D12RIK
SHCBP1L
DHX9
NPL
RGS8
C230024C17RIK
RGS16
RNASEL
GM28512
RGSL1
TEDDM2
TEDDM1B
GLUL
GM29291
GM28286
A830008E24RIK
ZFP648
4930532M18RIK
CACNA1E
GM29282
GM9530
IER5
MR1
STX6
BC034090
XPR1
GM5532
ACBD6
LHX4
QSOX1
GM37571
CEP350
TOR1AIP1
TOR1AIP2
FAM163A
TDRD5
NPHS2
AXDND1
GM2000
SOAT1
ABL2
TOR3A
FAM20B
RALGPS2
ANGPTL1
4930439D14RIK
GM28694
TEX35
RASAL2
CRYZL2
GM15486
SEC16B
BRINP2
ASTN1
GM37679
PAPPA2
4930562F17RIK
COP1
TNR
GM10530
GM38039
4930523C07RIK
4930562F07RIK
TNN
MRPS14
CACYBP
RABGAP1L
GM36975
GM37529
GPR52
GM37328
GM37083
RC3H1
SERPINC1
ZBTB37
GM37362
GAS5
DARS2
GM37634
CENPL
KLHL20
ANKRD45
TEX50
PRDX6
TNFSF18
FASL
SUCO
GM31925
4930558K02RIK
PIGC
GM38304
DNM3
DNM3OS
EEF1AKNMT
VAMP4
MYOC
MYOCOS
PRRC2C
FMO4
FMO1
FMO2
FMO6
FMO3
GM37273
MROH9
PRRX1
GORAB
METTL11B
KIFAP3
SCYL3
BC055324
METTL18
SELP
GM16587
GM16548
F5
SLC19A2
CCDC181
BLZF1
NME7
ATP1B1
GM32391
GM26685
GM37754
GM37853
GM37184
GM36945
DPT
GM32569
GM20743
4930568G15RIK
TBX19
SFT2D2
TIPRL
GM38190
GPR161
DCAF6
GM37864
MPC2
ADCY10
MPZL1
RCSD1
CREG1
GM16565
CD247
POU2F1
GM26665
DUSP27
GPA33
ILDR2
GM15853
TADA1
POGK
GM4846
GM4847
FMO9
GM16701.1
FAM78B
UCK2
GM37982
GM2453
TMCO1
ALDH9A1
MGST3
LRRC52
RXRG
LMX1A
GM20711
PBX1
GM37839
NUF2
RGS5
RGS4
CCDC190
GM15852
HSD17B7
3110045C21RIK
DDR2
UAP1
GM37748
GM37502
UHMK1
4930500M09RIK
SH2D1B1
GM7694
NOS1AP
SPATA46
OLFML2B
ATF6
GM9929
DUSP12
GM26620
FCRLA
FCGR4
FCGR3
CFAP126
SDHC
MPZ
PCP4L1
NR1I3
TOMM40L
APOA2
FCER1G
NDUFS2
ADAMTS4
B4GALT3
PPOX
USP21
UFC1
GM20045
DEDD
NIT1
PFDN2
KLHDC9
NECTIN4
ARHGAP30
USF1
TSTD1
F11R
B930036N10RIK
ALYREF2
ITLN1
CD244A
SLAMF1
CD84
GM37065
SLAMF6
VANGL2
NCSTN
COPA
GM37756
PEX19
DCAF8
PEA15A
CASQ1
GM17224
ATP1A4
IGSF8
ATP1A2
GM36937
KCNJ10
PIGM
SLAMF9
IGSF9
TAGLN2
CFAP45
4933439K11RIK
VSIG8
DUSP23
CRP
OLFR16
OLFR1406
ACKR1
CADM3
AIM2
IFI206
IFI213
IFI207
IFI204
MNDAL
IFI211
IFI203
IFI202B
IFI205
OLFR433
OLFR427
OLFR420
SPTA1
OLFR417
OLFR414
FMN2
GREM2
RGS7
FH1
KMO
OPN3
CHML
WDR64
EXO1
PLD5
RBM8A2
GM38101
GM36536
CEP170
GM36992
SDCCAG8
GM15423
AKT3
GM26801
ZBTB18
GM37306
GM37280
2310043L19RIK
1700016C15RIK
ADSS
CATSPERE1
CATSPERE2
DESI2
B230369F24RIK
COX20
HNRNPU
EFCAB2
KIF26B
SMYD3
TFB2M
CNST
SCCPDH
KIF28
AHCTF1
CDC42BPA
COQ8A
PSEN2
GM31728
ITPKB
STUM
PARP1
LIN9
MIXL1
ACBD3
GM37768
GM38293
H3F3A
H3F3AOS
SDE2
PYCR2
LEFTY1
TMEM63A
2210411M09RIK
EPHX1
9130409I23RIK
NVL
CNIH4
WDR26
A430110L20RIK
CNIH3
CCDC121
DNAH14
LBR
GM5533
ENAH
SRP9
VMN1R1
DEGS1
1700047M11RIK
FBXO28
TRP53BP2
CAPN2
GM37885
CAPN8
SUSD4
TLR5
GM38079
DISP1
BROX
AIDA
MIA3
TAF1A
GM37986
HHIPL2
GM37214
GM34068
DUSP10
1700056E22RIK
GM37223
1700112H15RIK
GM37800
HLX
MARC1
MARC2
C130074G19RIK
MARK1
GM38251
RAB3GAP2
GM34882
IARS2
BPNT1
4930532G15RIK
EPRS
SLC30A10
LYPLAL1
GM37134
A730004F24RIK
TGFB2
GM29491
RRP15
A430105J06RIK
SPATA17
GM15509
GPATCH2
GM38155
GM37896
ESRRG
GM36388
USH2A
KCTD3
KCNK2
2900042K21RIK
A430027H14RIK
CENPF
PTPN14
GM26574
GM37422
SMYD2
PROX1
GM28172
PROX1OS
GM29678
GM30725
RPS6KC1
ANGEL2
VASH2
GM31373
FLVCR1
A230020J21RIK
SPATA45
TATDN3
NSL1
BATF3
FAM71A
ATF3
D730003I15RIK
GM37168
NENF
PACC1
PPP2R5A
GM32200
GM37432
DTL
INTS7
LPGAT1
GM38037
NEK2
1700034H15RIK
SLC30A1
RD3
GM26670
TRAF5
GM26879
RCOR3
GM10516
KCNH1
HHAT
1700065J18RIK
SERTAD4
GM15867
SYT14
GM31406
UTP25
IRF6
A130010J15RIK
TRAF3IP3
GM15872
4930570N18RIK
LAMB3
HSD11B1
G0S2
CAMK1G
MIR205HG
PLXNA2
CD34
GM16897
A330023F24RIK
GM32250
GM37027
CD46
CR1L
CR2
FAM171A1
NMT2
RPP38
ACBD7
OLAH
MEIG1
DCLRE1C
SUV39H2
GM13184
HSPA14
GM45902
CDNF
FAM107B
GM13185
FRMD4A
GM10862
GM37107
GM13187
GM36988
GM13175
GM13179
PRPF18
BEND7
SEPHS1
PHYH
MCM10
OPTN
4930551O13RIK
CCDC3
CAMK1D
CDC123
NUDT5
GM13199
SEC61A2
GM13267
DHTKD1
UPF2
PROSER2
ECHDC3
A230108P19RIK
GM13383
AL845275.1
USP6NL
GM13388
GM13391
CELF2
GM13389
GM10855
GM10115
GM13211
GM13219
GATA3
TAF3
ATP5C1
KIN
ITIH2
ITIH5
GM13261
SFMBT2
GM13264
PRKCQ
GM38171
8030442B05RIK
GM13293
PFKFB3
RBM17
IL15RA
FBH1
ANKRD16
ITGA8
MINDY3
PTER
RSU1
GM13270
CUBN
TRDMT1
VIM
ST8SIA6
HACD1
STAMOS
STAM
TMEM236
MRC1
SLC39A12
GM13266
CACNB2
GM10848
GM13269
NSUN6
ARL5B
MALRD1
PLXDC2
GM13322
NEBL
GM13324
A930004D18RIK
GM13330
SKIDA1
1810059C17RIK
MLLT10
DNAJC1
COMMD3
BMI1
SPAG6
GM20539
PIP4K2A
ARMC3
4930447M23RIK
MSRB2
GM33940
4921504E06RIK
GM13348
OTUD1
GM13346
ETL4
GM17171
GM13362
ARHGAP21
GM13380
GM13375
ENKUR
THNSL1
GM13327
GPR158
MYO3A
GAD2
APBB1IP
PDSS1
ABI1
ACBD5
MASTL
YME1L1
4931423N10RIK
NXPH2
SPOPL
HNMT
IL1F6
IL1RN
PSD4
PAX8
GM13415
GM13417
CACNA1B
EHMT1
ARRDC1
ZMYND19
DPH7
MRPL41
PNPLA7
NSMF
ENTPD8
NOXA1
GM13387
NRARP
GM38287
TOR4A
NELFB
STPG3
TUBB4B
RNF224
CYSRT1
RNF208
NDOR1
TMEM203
TPRN
SSNA1
ANAPC2
LRRC26
GRIN1
GRIN1OS
MAN1B1
DPP7
UAP1L1
SAPCD2
ENTPD2
NPDC1
ABCA2
PAXX
CLIC3
LCN12
C8G
FBXW5
TRAF2
EDF1
MAMDC4
PHPT1
AJM1
RABL6
FCNAOS
CCDC183
TMEM141
FCNA
LCN5
LCN10
OBP2A
BMYC
OBP2B
GM13539
GM13538
GLT6D1
SOHLH1
KCNT1
CAMSAP1
UBAC1
NACC2
TMEM250-PS
1810012K08RIK
GM13553
LHX3
QSOX2
CCDC187
GPSM1
DNLZ
GM13562
SNAPC4
GM13563
ENTR1
PMPCA
INPP5E
SEC16A
0610009E02RIK
NOTCH1
EGFL7
AGPAT2
DIPK1B
ABO
SURF6
MED22
RPL7A
SURF1
SURF2
SURF4
STKLD1
REXO4
ADAMTS13
CACFD1
SLC2A6
GM13398
ADAMTSL2
FAM163B
DBHOS
SARDH
SARDHOS
VAV2
AA645442
BRD3OS
BRD3
WDR5
GM13421
RXRA
COL5A1
F730016J06RIK
OLFM1
GM13373
PPP1R26
1700007K13RIK
MRPS2
GBGT1
GM10134
RALGDS
CEL
GM13381
GTF3C5
TSC1
SPACA9
AK8
GTF3C4
DDX31
BARHL1
CFAP77
TTF1
GM13393
SETX
NTNG2
6530402F18RIK
MED27
GM13402
RAPGEF1
GM13420
GM13547
TRUB2
COQ4
SLC27A4
URM1
2600006K01RIK
CERCAM
ODF2
GLE1
SPTAN1
WDR34
SET
PKN3
ZDHHC12
ZER1
TBC1D13
ENDOG
SPOUT1
KYAT1
1700084E18RIK
LRRC8A
PHYHD1
DOLK
NUP188
GM14471
SH3GLB2
MIGA2
DOLPP1
CRAT
GM16323
PTPA
IER5L
CSTAD
9330198N18RIK
GM14486
GM14488
1700001O22RIK
NTMT1
ASB6
PRRX2
PTGES
TOR1B
TOR1A
BC005624
USP20
FNBP1
D330023K18RIK
GPR107
GM13405
NCS1
HMCN2
ASS1
FUBP3
EXOSC2
GM13427
ABL1
QRFP
LAMC3
AIF1L
NUP214
GM13609
FAM78A
PLPP7
PRRC2B
GM13610
POMT1
UCK1
SWI5
GOLGA2
DNM1
CIZ1
1110008P14RIK
LCN2
PTGES2
SLC25A25
NAIF1
FAM102A
DPM2
9430097D07RIK
PIP5KL1
ST6GALNAC4
ST6GALNAC6
AK1
ENG
FPGS
CDK9
SH2D3C
6330409D20RIK
TTC16
TOR2A
PTRH1
CFAP157
STXBP1
GM13524
GM13523
FAM129B
LRSAM1
RPL12
SLC2A8
GARNL3
RALGPS1
GM13528
ANGPTL2
ZBTB34
ZBTB43
LMX1B
C130021I20RIK
9430024E24RIK
MVB12B
NRON
GM13404
C230014O12RIK
PBX3
C79798
MAPKAP1
GAPVD1
HSPA5
RABEPK
FBXW2
GM34653
PSMD5
CUTAL
PHF19
GM13448
TRAF1
HC
AI182371
CNTRL
RAB14
GSN
STOM
4930568D16RIK
GGTA1
GM13446
DAB2IP
TTLL11
NDUFA8
MORN5
LHX6
RBM18
MRRF
GM13429
GM13431
PTGS1
OLFR344
OLFR365
OLFR366
OLFR368
PDCL
RC3H2
ZBTB6
ZBTB26
RABGAP1
STRBP
GPR21
CRB2
DENND1A
GM13556
LHX2
GM13584
GM13589
NEK6
PSMB7
GM13587
NR5A1
NR5A1OS
NR6A1
NR6A1OS
OLFML2A
WDR38
RPL35
ARPC5L
GOLGA1
SCAI
PPP6C
LRP1B
KYNU
ARHGAP15
GTDC1
ZEB2
ZEB2OS
GM28643
GM13479
GM13470
GM13481
ACVR2A
ORC4
MBD5
EPC2
KIF5C
LYPD6B
GM13480
LYPD6
MMADHC
GM13483
RND3
GM13497
1700057H21RIK
GM13490
RBM43
NMI
TNFAIP6
RIF1
NEB
GM13522
ARL5A
A430018G15RIK
CACNB4
STAM2
FMNL2
PRPF40A
ARL6IP6
RPRM
GALNT13
GM14033
KCNJ3
NR4A2
BB557941
4930555B11RIK
A930012O16RIK
GPD2
GM33594
GALNT5
CYTIP
ACVR1C
GM13544
ACVR1
UPP2
CCDC148
GM11099
PKP4
TANC1
WDSUB1
BAZ2B
GM13572
GM13620
MARCH7
CD302
LY75
GM13571
PLA2R1
ITGB6
RBMS1
TANK
PSMD14
TBR1
SLC4A10
DPP4
GM13561
GM13565
GCG
FAP
IFIH1
GCA
KCNH7
GM13569
FIGN
GRB14
COBLL1
GM13594
SLC38A11
SCN3A
GM13595
SCN2A
CSRNP3
GM13617
GALNT3
GM28638
TTC21B
SCN1A
GM13630
GM13629
SCN9A
SCN7A
XIRP2
GM13599
GM13601
B3GALT1
STK39
4932414N04RIK
GM36231
CERS6
NOSTRIN
SPC25
ABCB11
GM13613
DHRS9
LRP2
BBS5
KLHL41
FASTKD1
PPIG
CCDC173
PHOSPHO2
KLHL23
SSB
METTL5
GM13625
METTL5OS
UBR3
MYO3B
SP5
GAD1OS
ERICH2OS
ERICH2
GAD1
GM26558
GORASP2
TLK1
METTL8
DCAF17
CYBRD1
DYNC1I2
SLC25A12
HAT1
METAP1D
DLX1AS
DLX1
DLX2
ITGA6
PDK1
RAPGEF4
RAPGEF4OS1
RAPGEF4OS2
RAPGEF4OS3
MAP3K20
CDCA7
8430437L04RIK
6430710C18RIK
SP3
GM11084
SP3OS
OLA1
CIR1
SCRN3
GPR155
GM13703
D230022J07RIK
GM13707
WIPF1
GM13708
CHRNA1OS
CHN1OS3
CHN1
ATF2
ATP5G3
4930441J16RIK
LNPK
MTX2
2600014E21RIK
GM13660
HNRNPA3
NFE2L2
E030042O20RIK
GM13657
AGPS
TTC30B
TTC30A2
TTC30A1
PDE11A
CYCT
RBM45
OSBPL6
PRKRA
PJVK
FKBP7
PLEKHA3
TTN
GM13938
CCDC141
SESTD1
ZFP385B
GM13944
CWC22
4930440I19RIK
GM14461
UBE2E3
ITGA4
CERKL
NEUROD1
ITPRID2
PPP1R1C
PDE1A
DNAJC10
FRZB
NCKAP1
DUSP19
NUP35
ZFP804A
A130030D18RIK
ZC3H15
GM13686
ITGAV
GM13684
FAM171B
CALCRL
GM13710
CTNND1
BTBD18
SELENOH
TMX2
MED19
ZDHHC5
CLP1
YPEL4
GM19426
SERPING1
UBE2L6
SMTNL1
TIMM10
SLC43A1
RTN4RL2
SLC43A3
PRG2
P2RX3
SSRP1
TNKS1BP1
4930443O20RIK
APLNR
GM13713
LRRC55
GM13715
OLFR994
4833423E24RIK
OLFR154
OLFR1013
OLFR1023
OLFR1033
OLFR52
OLFR1094
OLFR259
OLFR1113
OLFR1116
OLFR1120
OLFR1124
PRAMEL7
OLFR1129
OLFR1137
OLFR1156
OLFR1160
OLFR1161
OLFR73
OLFR1167
OLFR1175-PS
OLFR1179
OLFR1186
OLFR1195
OLFR1204
OLFR1211
OLFR1216
OLFR1220
OLFR1238
OLFR1246
OLFR1247
OLFR1250
OLFR48
OLFR1260
OLFR1265
PTPRJ
4933423P22RIK
NUP160
FNBP4
AGBL2
MTCH2
C1QTNF4
NDUFS3
KBTBD4
PTPMT1
CELF1
RAPSN
GM13778
PSMC3
SLC39A13
SPI1
MYBPC3
MADD
NR1H3
GM13783
ACP2
DDB2
PACSIN3
ARFGAP2
1110051M20RIK
LRP4
CKAP5
F2
ZFP408
ARHGAP1
ATG13
HARBI1
AMBRA1
CHRM4
MDK
DGKZ
GM9821
CREB3L1
GM13780
2900072N19RIK
PHF21A
LARGE2
PEX16
1700029I15RIK
MAPK8IP1
CRY2
D930015M05RIK
SLC35C1
GM13814
GM13817
CHST1
GM13816
GM13791
SYT13
PRDM11
4631405J19RIK
GM13802
TRP53I11
TSPAN18
GM13807
CD82
GM10804
ALX4
EXT2
ACCS
GM13889
ALKBH3OS1
ALKBH3
HSD17B12
MIR670HG
TTC17
2810002D19RIK
API5
LRRC4C
4930445B16RIK
GM10801
GM10800
B230118H07RIK
TRAF6
PRR5L
COMMD9
LDLRAD3
GM13919
TRIM44
FJX1
PAMR1
SLC1A2
GM13872
CD44
PDHX
APIP
GM13869
EHF
A930006I01RIK
BC016548
ELF5
CAT
ABTB2
NAT10
CAPRIN1
4930547E08RIK
GM13881
LMO2
4931422A03RIK
FBXO3
CD59B
CD59A
A930018P22RIK
D430041D05RIK
GM13883
HIPK3
PLATR14
CSTF3
TCP11L1
PIN1RT1
DEPDC7
QSER1
PRRG4
CCDC73
EIF3M
WT1OS
WT1
THEM7
RCN1
PAX6OS1
PAX6
ELP4
IMMP1L
DNAJC24
BB218582
MPPED2
ARL14EP
KCNA4
GM13912
METTL15
KIF18A
GM45346
BDNF
LIN7C
PLATR8
LGR4
CCDC34
CCDC34OS
GM13936
BBOX1
ANO3
4930430A15RIK
OLFR1277
OLFR1279
OLFR1291-PS1
OLFR1293-PS
OLFR1307
OLFR1312
LPCAT4
NUTM1
NOP10
SLC12A6
EMC4
KATNBL1
EMC7
AVEN
RYR3
FMN1
GM13963
GM13966
