Generalist,Arc_4,Arc_6,Arc_1,Arc_5,Arc_2,Arc_5_Arc_6,None,Start,Walk
0,71,33,0,0,0,0,1896,6187638966150109,61
802,0,38,0,366,0,0,794,6187638966150109,62
113,0,64,0,235,0,0,1588,6187638966150109,63
0,0,67,0,45,0,0,1888,6187638966150109,64
213,0,117,0,115,0,0,1555,6187638966150109,65
131,0,138,0,28,0,0,1703,6187638966150109,66
183,0,54,0,440,0,0,1323,6187638966150109,67
38,0,2,0,221,0,0,1739,6187638966150109,68
0,0,109,0,194,0,0,1697,6187638966150109,69
184,0,168,0,348,0,0,1300,6187638966150109,70
493,0,131,0,554,0,0,822,6187638966150109,71
0,0,160,0,0,0,0,1840,6187638966150109,72
463,0,83,0,38,0,0,1416,6187638966150109,73
22,0,110,0,0,0,0,1868,6187638966150109,74
130,0,20,0,322,0,0,1528,6187638966150109,75
21,0,7,0,210,0,0,1762,6187638966150109,76
37,0,115,0,0,0,0,1848,6187638966150109,77
142,0,72,0,450,0,0,1336,6187638966150109,78
746,0,13,0,0,0,0,1241,6187638966150109,79
27,0,52,0,0,0,0,1921,6187638966150109,80
74,0,16,0,0,0,0,1910,6187638966150109,81
624,0,179,0,0,0,0,1197,6187638966150109,82
0,0,80,0,0,0,0,1920,6187638966150109,83
331,0,0,0,483,0,0,1186,6187638966150109,84
0,0,152,0,55,0,0,1793,6187638966150109,85
476,0,77,0,0,0,0,1447,6187638966150109,86
313,0,136,0,15,0,0,1536,6187638966150109,87
212,0,211,0,64,0,0,1513,6187638966150109,88
0,0,114,0,0,0,0,1886,6187638966150109,89
321,0,265,0,0,11,0,1403,6187638966150109,90
25,0,137,0,2,0,0,1836,6187638966150109,91
7,0,205,0,0,0,0,1788,6187638966150109,92
148,0,63,0,737,0,0,1052,6187638966150109,93
0,0,91,0,188,0,0,1721,6187638966150109,94
325,0,123,0,630,0,0,922,6187638966150109,95
362,0,43,0,125,0,0,1470,6187638966150109,96
214,0,166,0,0,0,0,1620,6187638966150109,97
14,0,184,0,31,0,0,1771,6187638966150109,98
0,169,23,0,0,0,0,1808,6187638966150109,99
1046,0,10,0,54,0,0,890,6187638966150109,100
0,0,78,0,0,0,0,1922,6187638982927261,1
85,0,44,0,0,0,0,1871,6187638982927261,2
0,0,70,0,0,0,0,1930,6187638982927261,3
0,0,55,0,0,0,0,1945,6187638982927261,4
0,0,28,0,0,0,0,1972,6187638982927261,5
0,0,34,0,0,0,0,1966,6187638982927261,6
0,0,65,0,0,0,0,1935,6187638982927261,7
0,0,93,0,0,0,0,1907,6187638982927261,8
17,0,60,0,0,0,0,1923,6187638982927261,9
6,0,19,0,0,0,0,1975,6187638982927261,10
0,0,71,0,0,0,0,1929,6187638982927261,11
0,0,36,0,0,0,0,1964,6187638982927261,12
0,0,195,0,0,0,0,1805,6187638982927261,13
48,0,14,0,0,0,0,1938,6187638982927261,14
481,0,114,0,0,0,0,1405,6187638982927261,15
76,0,12,0,76,0,0,1836,6187638982927261,16
11,0,35,0,0,0,0,1954,6187638982927261,17
381,0,219,0,0,0,0,1400,6187638982927261,18
0,0,177,0,0,0,0,1823,6187638982927261,19
256,0,76,0,0,0,0,1668,6187638982927261,20
162,0,94,0,0,0,0,1744,6187638982927261,21
0,0,129,0,0,0,0,1871,6187638982927261,22
0,0,145,0,0,0,0,1855,6187638982927261,23
3,0,26,0,0,0,0,1971,6187638982927261,24
17,0,107,0,0,0,0,1876,6187638982927261,25
0,0,39,0,0,0,0,1961,6187638982927261,26
0,0,44,0,0,0,0,1956,6187638982927261,27
10,0,62,0,0,0,0,1928,6187638982927261,28
12,0,104,0,15,0,0,1869,6187638982927261,29
85,54,40,0,0,0,0,1821,6187638982927261,30
88,0,55,0,14,0,0,1843,6187638982927261,31
0,0,43,0,0,0,0,1957,6187638982927261,32
79,126,37,0,0,0,0,1758,6187638982927261,33
89,0,43,0,0,0,0,1868,6187638982927261,34
0,0,165,0,0,0,0,1835,6187638982927261,35
76,0,66,0,0,0,0,1858,6187638982927261,36
0,0,162,0,0,0,0,1838,6187638982927261,37
552,365,15,0,0,0,0,1068,6187638982927261,38
74,0,19,0,0,0,0,1907,6187638982927261,39
185,0,21,0,0,0,0,1794,6187638982927261,40
0,0,49,0,0,0,0,1951,6187638982927261,41
2,53,89,0,0,0,0,1856,6187638982927261,42
0,293,123,0,0,0,0,1584,6187638982927261,43
207,0,785,0,0,0,0,1008,6187638982927261,44
23,0,13,0,0,0,0,1964,6187638982927261,45
191,0,74,0,0,0,0,1735,6187638982927261,46
87,220,28,0,0,13,0,1652,6187638982927261,47
151,0,48,0,0,0,0,1801,6187638982927261,48
258,123,138,0,0,0,0,1481,6187638982927261,49
0,206,81,0,0,0,0,1713,6187638982927261,50
0,0,81,0,0,0,0,1919,6187638982927261,51
69,0,20,0,0,0,0,1911,6187638982927261,52
5,0,100,0,0,0,0,1895,6187638982927261,53
0,0,66,0,0,0,0,1934,6187638982927261,54
2,0,214,0,0,0,0,1784,6187638982927261,55
139,0,56,0,0,0,0,1805,6187638982927261,56
259,0,50,0,0,0,0,1691,6187638982927261,57
0,0,82,0,0,0,0,1918,6187638982927261,58
0,0,71,0,0,0,0,1929,6187638982927261,59
0,0,85,0,0,0,0,1915,6187638982927261,60
0,0,91,0,989,0,0,920,6187638982927261,61
57,0,34,0,0,0,0,1909,6187638982927261,62
0,0,94,0,0,0,0,1906,6187638982927261,63
760,0,297,0,0,0,193,750,6187638982927261,64
0,0,57,0,0,0,0,1943,6187638982927261,65
18,0,1,0,0,0,0,1981,6187638982927261,66
489,0,44,0,0,0,0,1467,6187638982927261,67
173,0,49,0,0,0,0,1778,6187638982927261,68
0,0,74,0,0,0,0,1926,6187638982927261,69
275,0,31,0,0,0,0,1694,6187638982927261,70
0,0,24,0,0,0,0,1976,6187638982927261,71
298,214,57,0,0,0,0,1431,6187638982927261,72
24,0,187,0,0,0,0,1789,6187638982927261,73
2,0,41,0,0,0,0,1957,6187638982927261,74
128,0,91,0,0,0,0,1781,6187638982927261,75
156,0,20,0,0,0,0,1824,6187638982927261,76
0,0,32,0,0,0,0,1968,6187638982927261,77
0,0,28,0,0,0,0,1972,6187638982927261,78
0,0,10,0,0,0,0,1990,6187638982927261,79
0,0,36,0,0,0,0,1964,6187638982927261,80
0,0,54,0,0,0,0,1946,6187638982927261,81
136,0,0,0,0,0,0,1864,6187638982927261,82
0,0,77,0,0,0,0,1923,6187638982927261,83
570,0,46,0,440,0,0,944,6187638982927261,84
0,0,46,0,0,0,0,1954,6187638982927261,85
0,0,74,0,0,0,0,1926,6187638982927261,86
8,0,61,0,0,0,0,1931,6187638982927261,87
50,0,27,0,73,0,0,1850,6187638982927261,88
243,0,127,0,987,0,0,643,6187638982927261,89
25,0,36,0,0,0,0,1939,6187638982927261,90
3,204,35,74,0,0,0,1684,6187638982927261,91
0,0,77,0,0,0,0,1923,6187638982927261,92
0,0,61,0,0,0,0,1939,6187638982927261,93
0,0,21,0,0,0,0,1979,6187638982927261,94
0,12,62,0,0,0,0,1926,6187638982927261,95
45,0,24,0,0,0,0,1931,6187638982927261,96
0,0,22,0,0,0,0,1978,6187638982927261,97
0,0,115,0,0,0,0,1885,6187638982927261,98
0,0,58,0,0,0,0,1942,6187638982927261,99
80,0,56,0,0,0,0,1864,6187638982927261,100
0,0,61,0,0,0,0,1939,6187638982927317,1
180,0,11,0,0,0,0,1809,6187638982927317,2
0,0,77,0,0,0,0,1923,6187638982927317,3
53,0,32,0,0,0,0,1915,6187638982927317,4
0,0,39,0,0,0,0,1961,6187638982927317,5
198,0,28,0,0,0,0,1774,6187638982927317,6
0,0,23,0,0,0,0,1977,6187638982927317,7
0,0,33,0,0,0,0,1967,6187638982927317,8
0,0,39,0,0,0,0,1961,6187638982927317,9
294,0,75,0,7,0,0,1624,6187638982927317,10
91,0,50,0,0,0,180,1679,6187638982927317,11
193,0,286,0,0,0,0,1521,6187638982927317,12
58,0,53,0,0,0,0,1889,6187638982927317,13
35,0,68,0,0,0,0,1897,6187638982927317,14
81,0,145,2,0,0,0,1772,6187638982927317,15
19,0,96,0,0,0,0,1885,6187638982927317,16
0,0,95,0,0,0,0,1905,6187638982927317,17
0,0,20,0,0,0,0,1980,6187638982927317,18
0,16,162,19,0,0,0,1803,6187638982927317,19
16,0,38,0,0,0,0,1946,6187638982927317,20
264,0,33,0,0,0,0,1703,6187638982927317,21
870,0,29,0,0,0,0,1101,6187638982927317,22
0,0,64,0,0,0,0,1936,6187638982927317,23
52,0,37,34,0,0,0,1877,6187638982927317,24
19,0,2,0,0,0,0,1979,6187638982927317,25
397,0,31,0,0,0,0,1572,6187638982927317,26
0,0,72,0,0,0,0,1928,6187638982927317,27
20,0,17,0,0,0,0,1963,6187638982927317,28
58,0,166,0,62,0,0,1714,6187638982927317,29
3,0,21,0,0,0,0,1976,6187638982927317,30
278,0,50,0,146,0,0,1526,6187638982927317,31
0,0,18,0,0,0,0,1982,6187638982927317,32
0,0,39,0,0,0,0,1961,6187638982927317,33
150,0,69,0,0,0,0,1781,6187638982927317,34
85,0,62,0,0,0,0,1853,6187638982927317,35
0,0,51,0,0,0,0,1949,6187638982927317,36
0,0,31,0,0,0,0,1969,6187638982927317,37
0,0,191,0,0,0,0,1809,6187638982927317,38
100,0,45,0,0,0,0,1855,6187638982927317,39
0,0,48,0,0,0,0,1952,6187638982927317,40
18,0,15,0,0,0,0,1967,6187638982927317,41
7,0,125,0,0,0,0,1868,6187638982927317,42
14,0,48,0,0,0,0,1938,6187638982927317,43
45,0,52,0,517,0,0,1386,6187638982927317,44
277,0,102,0,284,0,0,1337,6187638982927317,45
28,0,73,0,0,0,0,1899,6187638982927317,46
139,0,150,0,0,0,0,1711,6187638982927317,47
0,0,59,0,0,0,0,1941,6187638982927317,48
0,201,113,45,0,10,0,1631,6187638982927317,49
177,0,164,0,0,0,0,1659,6187638982927317,50
0,0,44,0,0,0,0,1956,6187638982927317,51
0,0,25,0,0,0,0,1975,6187638982927317,52
268,0,35,0,0,0,0,1697,6187638982927317,53
0,0,153,0,0,0,0,1847,6187638982927317,54
66,0,14,0,0,0,0,1920,6187638982927317,55
26,0,29,0,0,0,0,1945,6187638982927317,56
690,0,73,0,0,0,0,1237,6187638982927317,57
170,0,91,0,0,0,0,1739,6187638982927317,58
63,0,104,0,0,0,0,1833,6187638982927317,59
0,0,35,0,0,0,0,1965,6187638982927317,60
3,0,89,0,0,0,0,1908,6187638982927317,61
29,0,513,0,0,0,0,1458,6187638982927317,62
0,0,149,0,0,0,0,1851,6187638982927317,63
12,0,8,0,0,0,0,1980,6187638982927317,64
687,0,24,0,381,0,0,908,6187638982927317,65
186,0,6,0,0,0,0,1808,6187638982927317,66
34,0,38,0,0,0,0,1928,6187638982927317,67
0,0,50,0,0,0,0,1950,6187638982927317,68
51,0,163,0,0,0,0,1786,6187638982927317,69
0,0,35,0,0,0,0,1965,6187638982927317,70
13,0,6,0,0,0,0,1981,6187638982927317,71
140,0,66,0,80,0,0,1714,6187638982927317,72
205,0,99,0,0,0,0,1696,6187638982927317,73
0,0,13,0,0,0,0,1987,6187638982927317,74
0,0,187,0,0,0,0,1813,6187638982927317,75
0,0,35,0,0,0,0,1965,6187638982927317,76
96,0,38,0,0,0,0,1866,6187638982927317,77
0,0,52,0,0,0,0,1948,6187638982927317,78
0,0,75,0,0,0,0,1925,6187638982927317,79
105,0,110,0,0,0,0,1785,6187638982927317,80
0,0,59,0,0,0,0,1941,6187638982927317,81
57,0,34,0,0,0,0,1909,6187638982927317,82
67,0,22,0,0,0,0,1911,6187638982927317,83
0,0,56,0,0,0,0,1944,6187638982927317,84
0,0,70,0,0,0,0,1930,6187638982927317,85
0,311,106,0,0,0,0,1583,6187638982927317,86
127,0,81,0,0,0,0,1792,6187638982927317,87
0,0,19,0,0,0,0,1981,6187638982927317,88
0,0,79,0,0,0,0,1921,6187638982927317,89
141,0,41,0,0,0,0,1818,6187638982927317,90
0,0,43,0,0,0,0,1957,6187638982927317,91
78,0,37,0,0,0,0,1885,6187638982927317,92
30,0,40,0,0,0,0,1930,6187638982927317,93
48,0,31,0,0,0,0,1921,6187638982927317,94
0,0,61,0,0,0,0,1939,6187638982927317,95
358,0,1,0,0,0,0,1641,6187638982927317,96
93,0,19,0,0,0,0,1888,6187638982927317,97
30,97,35,0,0,0,0,1838,6187638982927317,98
0,0,430,0,0,0,58,1512,6187638982927317,99
30,0,47,0,0,0,189,1734,6187638982927317,100
0,189,303,0,0,0,0,1508,6187638982927325,1
582,0,98,0,3,0,0,1317,6187638982927325,2
757,0,72,0,0,0,0,1171,6187638982927325,3
310,0,148,0,0,0,0,1542,6187638982927325,4
0,0,79,0,0,0,0,1921,6187638982927325,5
58,0,67,0,0,0,0,1875,6187638982927325,6
313,0,129,0,0,0,0,1558,6187638982927325,7
281,0,2,0,240,0,0,1477,6187638982927325,8
644,0,66,0,0,0,0,1290,6187638982927325,9
0,0,183,0,0,0,0,1817,6187638982927325,10
35,0,236,0,0,0,0,1729,6187638982927325,11
0,0,111,0,0,0,0,1889,6187638982927325,12
664,0,42,0,556,0,0,738,6187638982927325,13
187,0,47,0,556,0,0,1210,6187638982927325,14
0,0,110,0,0,0,0,1890,6187638982927325,15
575,0,27,0,0,0,0,1398,6187638982927325,16
311,0,209,0,0,0,0,1480,6187638982927325,17
233,0,8,0,0,0,0,1759,6187638982927325,18
66,0,19,0,478,0,0,1437,6187638982927325,19
663,0,82,0,83,0,0,1172,6187638982927325,20
316,0,174,0,0,0,0,1510,6187638982927325,21
335,0,92,0,0,0,0,1573,6187638982927325,22
320,0,51,0,0,0,0,1629,6187638982927325,23
0,41,133,0,0,0,0,1826,6187638982927325,24
413,0,59,0,0,0,0,1528,6187638982927325,25
82,0,184,0,0,0,0,1734,6187638982927325,26
325,0,224,0,0,0,0,1451,6187638982927325,27
0,0,96,0,294,0,0,1610,6187638982927325,28
60,0,17,0,0,0,0,1923,6187638982927325,29
0,0,46,0,0,0,0,1954,6187638982927325,30
0,0,314,0,0,0,0,1686,6187638982927325,31
27,0,140,0,28,0,0,1805,6187638982927325,32
131,0,91,0,0,0,0,1778,6187638982927325,33
857,0,259,0,0,0,0,884,6187638982927325,34
195,0,87,0,0,0,0,1718,6187638982927325,35
121,0,78,0,45,0,0,1756,6187638982927325,36
42,0,130,0,0,0,0,1828,6187638982927325,37
239,0,140,0,0,0,0,1621,6187638982927325,38
465,0,370,0,0,0,0,1165,6187638982927325,39
308,0,134,0,0,0,0,1558,6187638982927325,40
347,0,172,0,0,0,0,1481,6187638982927325,41
946,0,29,0,0,0,0,1025,6187638982927325,42
0,0,35,0,0,0,0,1965,6187638982927325,43
213,0,114,0,0,0,0,1673,6187638982927325,44
394,0,12,0,645,0,0,949,6187638982927325,45
19,0,155,0,0,0,0,1826,6187638982927325,46
0,0,34,0,0,0,0,1966,6187638982927325,47
49,0,71,0,0,0,0,1880,6187638982927325,48
172,0,30,0,153,0,0,1645,6187638982927325,49
167,0,16,0,0,0,0,1817,6187638982927325,50
148,0,99,0,135,0,0,1618,6187638982927325,51
10,0,51,0,0,0,0,1939,6187638982927325,52
288,0,55,0,23,0,0,1634,6187638982927325,53
161,14,48,0,0,0,0,1777,6187638982927325,54
0,0,42,0,85,0,0,1873,6187638982927325,55
399,0,124,0,217,0,0,1260,6187638982927325,56
717,0,173,0,0,0,0,1110,6187638982927325,57
111,0,72,0,165,0,0,1652,6187638982927325,58
491,133,132,0,0,0,0,1244,6187638982927325,59
366,0,45,0,5,0,0,1584,6187638982927325,60
216,0,55,0,536,0,0,1193,6187638982927325,61
0,0,110,0,0,0,0,1890,6187638982927325,62
126,0,48,0,0,0,0,1826,6187638982927325,63
673,0,80,0,293,0,0,954,6187638982927325,64
1262,0,0,0,0,0,0,738,6187638982927325,65
154,0,87,0,0,0,0,1759,6187638982927325,66
107,57,80,0,90,0,0,1666,6187638982927325,67
30,0,42,0,624,0,0,1304,6187638982927325,68
748,0,62,0,110,0,0,1080,6187638982927325,69
6,0,170,0,0,0,0,1824,6187638982927325,70
530,0,70,0,97,0,0,1303,6187638982927325,71
458,0,48,0,0,0,0,1494,6187638982927325,72
312,0,9,0,196,0,0,1483,6187638982927325,73
142,92,6,0,0,0,0,1760,6187638982927325,74
250,0,58,0,0,0,0,1692,6187638982927325,75
1221,0,169,0,0,0,0,610,6187638982927325,76
482,0,7,0,222,0,0,1289,6187638982927325,77
64,0,27,0,486,0,0,1423,6187638982927325,78
45,0,63,0,2,0,0,1890,6187638982927325,79
111,0,91,0,0,0,0,1798,6187638982927325,80
211,0,116,0,366,0,0,1307,6187638982927325,81
0,242,31,0,0,0,0,1727,6187638982927325,82
517,0,138,0,473,0,0,872,6187638982927325,83
612,0,94,0,156,0,0,1138,6187638982927325,84
0,0,45,0,0,0,0,1955,6187638982927325,85
217,0,87,0,0,0,0,1696,6187638982927325,86
0,74,197,0,0,15,0,1714,6187638982927325,87
292,0,109,0,592,0,0,1007,6187638982927325,88
247,0,103,0,11,0,0,1639,6187638982927325,89
0,0,301,0,0,0,0,1699,6187638982927325,90
417,0,75,0,191,0,0,1317,6187638982927325,91
813,0,34,0,90,0,0,1063,6187638982927325,92
82,0,33,0,0,0,0,1885,6187638982927325,93
0,0,32,0,0,0,0,1968,6187638982927325,94
241,0,23,0,64,0,0,1672,6187638982927325,95
170,0,24,0,206,0,0,1600,6187638982927325,96
364,0,13,0,250,0,0,1373,6187638982927325,97
0,0,21,0,0,0,0,1979,6187638982927325,98
384,0,119,0,6,0,0,1491,6187638982927325,99
475,0,348,0,0,0,75,1102,6187638982927325,100
387,0,54,0,0,0,0,1559,6187638982929373,1
441,0,21,0,0,0,0,1538,6187638982929373,2
122,0,77,0,0,0,0,1801,6187638982929373,3
306,0,51,0,7,0,0,1636,6187638982929373,4
460,0,127,0,0,0,0,1413,6187638982929373,5
1161,0,26,0,0,0,0,813,6187638982929373,6
478,0,92,0,0,0,0,1430,6187638982929373,7
122,0,83,0,0,0,0,1795,6187638982929373,8
422,0,29,0,0,0,0,1549,6187638982929373,9
46,0,59,0,0,0,0,1895,6187638982929373,10
0,0,62,0,0,0,0,1938,6187638982929373,11
173,0,142,0,0,0,0,1685,6187638982929373,12
76,0,82,0,0,0,0,1842,6187638982929373,13
837,0,10,0,0,0,0,1153,6187638982929373,14
502,0,66,0,117,0,0,1315,6187638982929373,15
82,0,28,0,0,0,0,1890,6187638982929373,16
0,0,179,0,0,0,0,1821,6187638982929373,17
465,0,19,0,0,0,0,1516,6187638982929373,18
36,0,90,0,0,0,0,1874,6187638982929373,19
14,0,46,0,174,0,0,1766,6187638982929373,20
0,0,40,0,0,0,0,1960,6187638982929373,21
110,0,85,0,0,0,0,1805,6187638982929373,22
253,0,77,0,0,0,0,1670,6187638982929373,23
348,0,40,0,0,0,0,1612,6187638982929373,24
89,0,10,0,0,0,0,1901,6187638982929373,25
0,0,154,0,352,0,0,1494,6187638982929373,26
275,0,121,0,0,0,0,1604,6187638982929373,27
254,0,17,0,0,0,0,1729,6187638982929373,28
1180,0,102,0,154,0,0,564,6187638982929373,29
64,0,174,0,0,32,0,1730,6187638982929373,30
185,0,80,0,0,0,0,1735,6187638982929373,31
59,260,53,0,0,0,0,1628,6187638982929373,32
220,0,5,0,0,0,0,1775,6187638982929373,33
341,0,123,0,168,0,0,1368,6187638982929373,34
289,0,94,0,704,0,0,913,6187638982929373,35
