Generalist,Arc_4,Arc_6,Arc_1,Arc_5,Arc_2,Arc_5_Arc_6,None,Start,Walk
262,0,390,0,0,0,0,1348,1130535254491137,1
0,198,28,0,0,64,0,1710,1130535254491137,2
309,0,147,0,0,0,0,1544,1130535254491137,3
88,0,394,0,0,0,0,1518,1130535254491137,4
12,0,88,0,0,0,0,1900,1130535254491137,5
322,0,155,0,0,0,493,1030,1130535254491137,6
87,0,339,0,0,0,275,1299,1130535254491137,7
129,0,838,0,0,0,48,985,1130535254491137,8
0,0,320,0,0,0,0,1680,1130535254491137,9
0,0,98,0,0,0,0,1902,1130535254491137,10
286,0,246,0,0,0,0,1468,1130535254491137,11
0,0,51,0,0,0,0,1949,1130535254491137,12
94,0,114,0,0,0,202,1590,1130535254491137,13
102,0,145,0,0,0,31,1722,1130535254491137,14
0,0,583,0,0,0,0,1417,1130535254491137,15
0,0,99,0,0,0,0,1901,1130535254491137,16
483,0,25,0,0,0,0,1492,1130535254491137,17
130,0,364,0,0,0,261,1245,1130535254491137,18
0,0,81,0,0,0,0,1919,1130535254491137,19
0,0,26,0,0,0,0,1974,1130535254491137,20
9,0,117,0,0,0,226,1648,1130535254491137,21
78,0,184,0,0,0,0,1738,1130535254491137,22
12,0,116,0,0,0,109,1763,1130535254491137,23
6,0,325,0,0,0,0,1669,1130535254491137,24
8,0,478,0,0,0,0,1514,1130535254491137,25
352,0,316,0,0,0,0,1332,1130535254491137,26
269,0,453,0,0,0,0,1278,1130535254491137,27
0,0,82,0,0,14,0,1904,1130535254491137,28
54,0,222,0,0,0,77,1647,1130535254491137,29
0,0,179,0,0,0,0,1821,1130535254491137,30
30,0,300,0,0,0,0,1670,1130535254491137,31
142,0,587,0,0,0,0,1271,1130535254491137,32
0,0,157,0,0,0,0,1843,1130535254491137,33
0,0,198,0,0,0,0,1802,1130535254491137,34
21,0,317,0,0,0,0,1662,1130535254491137,35
63,0,72,0,0,0,0,1865,1130535254491137,36
316,0,512,0,0,0,0,1172,1130535254491137,37
0,0,352,0,0,0,0,1648,1130535254491137,38
0,0,345,0,0,0,0,1655,1130535254491137,39
21,0,119,0,0,0,225,1635,1130535254491137,40
28,0,38,0,0,0,0,1934,1130535254491137,41
16,0,445,0,0,0,0,1539,1130535254491137,42
183,0,516,0,0,0,0,1301,1130535254491137,43
0,234,424,0,0,0,0,1342,1130535254491137,44
64,0,42,0,0,0,0,1894,1130535254491137,45
33,0,176,0,0,0,0,1791,1130535254491137,46
473,0,371,0,0,0,0,1156,1130535254491137,47
85,0,16,0,0,0,0,1899,1130535254491137,48
72,0,305,0,0,0,0,1623,1130535254491137,49
0,0,292,0,0,0,0,1708,1130535254491137,50
0,0,3,0,0,0,391,1606,1130535254491137,51
0,0,116,0,0,0,0,1884,1130535254491137,52
85,0,179,0,0,0,221,1515,1130535254491137,53
675,0,14,0,0,0,0,1311,1130535254491137,54
0,0,67,0,0,0,26,1907,1130535254491137,55
90,0,299,0,0,0,57,1554,1130535254491137,56
394,0,98,0,0,0,0,1508,1130535254491137,57
554,0,702,0,0,0,0,744,1130535254491137,58
80,0,44,0,0,0,0,1876,1130535254491137,59
0,0,264,0,0,0,0,1736,1130535254491137,60
347,0,414,0,0,0,22,1217,1130535254491137,61
0,0,403,0,0,0,1,1596,1130535254491137,62
420,0,173,0,0,0,0,1407,1130535254491137,63
28,0,70,0,0,0,0,1902,1130535254491137,64
0,0,356,0,0,0,0,1644,1130535254491137,65
79,0,434,0,0,0,0,1487,1130535254491137,66
0,0,155,0,0,0,0,1845,1130535254491137,67
0,0,83,0,0,0,0,1917,1130535254491137,68
113,0,206,0,0,0,426,1255,1130535254491137,69
109,0,292,0,0,0,0,1599,1130535254491137,70
153,0,17,0,0,0,0,1830,1130535254491137,71
0,0,246,0,0,0,348,1406,1130535254491137,72
