Generalist,Arc_4,Arc_6,Arc_1,Arc_5,Arc_2,Arc_5_Arc_6,None,Start,Walk
30,0,36,0,0,0,49,1885,1130535254491137,1
49,0,444,0,0,0,0,1507,1130535254491137,2
31,151,272,0,0,0,0,1546,1130535254491137,3
35,0,30,0,0,0,0,1935,1130535254491137,4
5,0,124,0,0,0,0,1871,1130535254491137,5
26,0,203,0,0,0,0,1771,1130535254491137,6
505,0,129,0,0,0,0,1366,1130535254491137,7
0,0,153,0,0,0,160,1687,1130535254491137,8
65,0,632,0,0,0,0,1303,1130535254491137,9
188,0,201,0,0,0,52,1559,1130535254491137,10
754,0,412,0,0,0,0,834,1130535254491137,11
69,420,15,0,0,0,6,1490,1130535254491137,12
136,45,27,0,0,84,0,1708,1130535254491137,13
2,19,158,0,0,0,0,1821,1130535254491137,14
89,0,652,0,0,0,0,1259,1130535254491137,15
0,0,135,0,0,0,0,1865,1130535254491137,16
0,0,98,0,0,0,0,1902,1130535254491137,17
0,0,69,0,0,0,0,1931,1130535254491137,18
3,0,91,0,60,0,0,1846,1130535254491137,19
0,0,383,0,0,0,0,1617,1130535254491137,20
83,0,258,0,0,0,0,1659,1130535254491137,21
0,69,102,0,0,0,0,1829,1130535254491137,22
122,0,101,0,0,0,0,1777,1130535254491137,23
83,0,88,0,0,0,0,1829,1130535254491137,24
161,136,70,0,0,0,0,1633,1130535254491137,25
179,801,243,29,0,0,220,528,1130535254491137,26
210,0,443,0,0,0,0,1347,1130535254491137,27
97,0,46,0,0,0,0,1857,1130535254491137,28
0,47,336,0,0,0,0,1617,1130535254491137,29
152,0,173,0,0,0,233,1442,1130535254491137,30
39,0,337,0,0,0,0,1624,1130535254491137,31
237,0,1040,0,0,0,0,723,1130535254491137,32
447,0,433,0,0,0,0,1120,1130535254491137,33
124,0,355,0,0,0,0,1521,1130535254491137,34
61,0,393,0,0,0,0,1546,1130535254491137,35
179,0,358,0,0,0,0,1463,1130535254491137,36
41,0,169,0,0,0,0,1790,1130535254491137,37
198,0,318,0,0,0,319,1165,1130535254491137,38
671,0,458,0,0,0,0,871,1130535254491137,39
402,0,726,0,0,0,0,872,1130535254491137,40
89,0,510,0,0,0,0,1401,1130535254491137,41
0,0,185,0,0,0,0,1815,1130535254491137,42
61,0,430,0,0,0,0,1509,1130535254491137,43
1247,0,261,0,0,0,0,492,1130535254491137,44
0,0,573,0,0,0,0,1427,1130535254491137,45
0,0,279,0,0,0,0,1721,1130535254491137,46
242,0,293,0,0,0,0,1465,1130535254491137,47
212,0,208,0,0,0,0,1580,1130535254491137,48
220,0,353,0,0,0,36,1391,1130535254491137,49
227,434,23,138,0,345,0,833,1130535254491137,50
0,40,158,0,0,0,0,1802,1130535254491137,51
73,0,145,0,0,0,0,1782,1130535254491137,52
40,0,21,0,0,0,0,1939,1130535254491137,53
354,0,76,0,0,0,47,1523,1130535254491137,54
0,0,251,0,0,0,0,1749,1130535254491137,55
0,0,90,0,0,0,0,1910,1130535254491137,56
0,0,207,0,0,0,0,1793,1130535254491137,57
16,0,113,0,0,0,0,1871,1130535254491137,58
68,0,49,0,0,0,0,1883,1130535254491137,59
18,0,826,0,0,0,0,1156,1130535254491137,60
87,0,687,0,0,0,241,985,1130535254491137,61
37,0,146,0,0,0,0,1817,1130535254491137,62
488,63,533,0,0,0,0,916,1130535254491137,63
424,0,430,0,0,0,48,1098,1130535254491137,64
172,0,460,0,0,0,0,1368,1130535254491137,65
140,24,417,0,0,0,0,1419,1130535254491137,66
1,0,242,0,0,0,0,1757,1130535254491137,67
446,202,165,0,0,0,0,1187,1130535254491137,68
75,0,374,0,0,0,0,1551,1130535254491137,69
21,0,275,0,0,0,0,1704,1130535254491137,70
0,0,133,0,0,0,0,1867,1130535254491137,71
143,0,30,0,0,0,261,1566,1130535254491137,72
372,0,100,0,0,0,0,1528,1130535254491137,73
324,0,150,0,0,0,0,1526,1130535254491137,74
14,242,252,0,0,0,0,1492,1130535254491137,75
0,0,131,0,0,0,0,1869,1130535254491137,76
429,0,80,0,0,0,0,1491,1130535254491137,77
12,0,201,0,0,0,24,1763,1130535254491137,78
218,0,448,0,0,0,0,1334,1130535254491137,79
312,0,234,0,0,0,0,1454,1130535254491137,80
31,0,156,0,0,0,0,1813,1130535254491137,81
0,0,269,0,0,0,0,1731,1130535254491137,82
132,0,84,0,0,0,0,1784,1130535254491137,83
0,0,410,0,0,0,0,1590,1130535254491137,84
447,0,123,0,0,0,729,701,1130535254491137,85
125,0,491,0,0,0,0,1384,1130535254491137,86
491,0,526,0,0,0,75,908,1130535254491137,87
0,140,99,0,0,0,0,1761,1130535254491137,88
0,0,316,0,0,0,0,1684,1130535254491137,89
162,0,573,0,0,0,0,1265,1130535254491137,90
69,0,385,0,0,0,10,1536,1130535254491137,91
34,0,131,0,0,0,0,1835,1130535254491137,92
16,99,228,0,0,0,0,1657,1130535254491137,93
305,0,664,0,0,0,0,1031,1130535254491137,94
67,0,100,0,0,0,0,1833,1130535254491137,95
741,0,117,0,0,0,0,1142,1130535254491137,96
41,0,141,0,0,0,0,1818,1130535254491137,97
0,0,327,0,0,0,0,1673,1130535254491137,98
175,0,224,0,0,0,0,1601,1130535254491137,99
399,0,386,0,0,0,0,1215,1130535254491137,100
0,0,145,0,288,0,0,1567,6187638966150109,1
23,0,152,0,0,0,0,1825,6187638966150109,2
476,0,39,0,49,0,0,1436,6187638966150109,3
0,0,358,0,0,30,0,1612,6187638966150109,4
0,0,196,0,0,0,0,1804,6187638966150109,5
443,0,136,0,0,0,0,1421,6187638966150109,6
3,0,27,0,175,0,0,1795,6187638966150109,7
715,0,173,0,0,0,0,1112,6187638966150109,8
0,0,513,0,0,0,0,1487,6187638966150109,9
925,0,191,0,0,0,0,884,6187638966150109,10
0,0,357,0,0,0,0,1643,6187638966150109,11
