Generalist,Arc_4,Arc_6,Arc_1,Arc_5,Arc_2,Arc_5_Arc_6,None,Start,Walk
0,0,28,0,0,0,0,1972,6187638966150109,21
0,0,24,0,0,0,0,1976,6187638966150109,22
0,0,56,0,0,0,0,1944,6187638966150109,23
0,0,35,0,0,0,0,1965,6187638966150109,24
12,0,30,0,6,0,0,1952,6187638966150109,25
0,0,52,0,0,0,0,1948,6187638966150109,26
0,0,23,0,0,0,0,1977,6187638966150109,27
90,0,109,0,0,0,0,1801,6187638966150109,28
0,0,33,0,0,0,0,1967,6187638966150109,29
0,0,58,0,0,0,0,1942,6187638966150109,30
50,0,28,0,0,0,0,1922,6187638966150109,31
0,0,31,0,0,0,0,1969,6187638966150109,32
0,0,67,0,0,0,0,1933,6187638966150109,33
140,0,52,0,0,0,0,1808,6187638966150109,34
0,0,46,0,0,0,0,1954,6187638966150109,35
0,0,46,0,0,0,0,1954,6187638966150109,36
0,0,23,0,0,0,0,1977,6187638966150109,37
0,0,33,0,0,0,0,1967,6187638966150109,38
0,0,11,0,0,0,0,1989,6187638966150109,39
0,0,18,0,0,0,0,1982,6187638966150109,40
0,0,99,0,0,0,0,1901,6187638966150109,41
51,0,33,0,4,0,0,1912,6187638966150109,42
125,0,63,0,0,0,0,1812,6187638966150109,43
0,0,30,0,0,0,0,1970,6187638966150109,44
0,0,39,0,0,0,0,1961,6187638966150109,45
0,0,15,0,0,0,0,1985,6187638966150109,46
0,0,40,0,0,0,0,1960,6187638966150109,47
0,0,51,0,0,0,0,1949,6187638966150109,48
0,0,52,0,0,0,0,1948,6187638966150109,49
0,0,36,0,0,0,0,1964,6187638966150109,50
0,0,90,0,199,0,0,1711,6187638966150109,51
0,0,63,0,0,0,0,1937,6187638966150109,52
0,0,43,0,0,0,0,1957,6187638966150109,53
7,0,62,0,0,0,0,1931,6187638966150109,54
0,0,43,0,20,0,0,1937,6187638966150109,55
0,0,25,0,0,0,0,1975,6187638966150109,56
0,0,14,0,122,0,0,1864,6187638966150109,57
0,0,4,0,87,0,0,1909,6187638966150109,58
0,0,53,0,0,0,0,1947,6187638966150109,59
0,108,3,0,87,8,0,1794,6187638966150109,60
28,0,43,0,0,0,0,1929,6187638966150109,61
0,38,21,0,0,0,0,1941,6187638966150109,62
0,0,58,0,0,0,0,1942,6187638966150109,63
22,0,22,0,0,0,0,1956,6187638966150109,64
0,0,41,0,39,0,0,1920,6187638966150109,65
0,0,79,0,0,0,0,1921,6187638966150109,66
173,0,35,0,0,0,13,1779,6187638966150109,67
8,0,3,0,120,0,0,1869,6187638966150109,68
0,0,23,0,0,0,0,1977,6187638966150109,69
133,0,53,0,0,0,0,1814,6187638966150109,70
0,0,12,0,0,0,0,1988,6187638966150109,71
0,0,34,0,0,0,0,1966,6187638966150109,72
87,0,35,0,0,0,0,1878,6187638966150109,73
0,0,59,0,93,0,0,1848,6187638966150109,74
0,0,38,0,0,0,0,1962,6187638966150109,75
0,0,27,0,0,0,0,1973,6187638966150109,76
0,0,36,0,0,0,0,1964,6187638966150109,77
15,0,25,0,25,0,0,1935,6187638966150109,78
62,0,42,0,0,0,0,1896,6187638966150109,79
0,0,47,0,0,0,0,1953,6187638966150109,80
36,0,40,0,0,0,0,1924,6187638966150109,81
0,0,36,0,0,0,0,1964,6187638966150109,82
0,0,33,0,0,0,0,1967,6187638966150109,83
0,0,49,0,0,0,0,1951,6187638966150109,84
107,0,31,0,0,0,0,1862,6187638966150109,85
329,0,52,0,0,0,0,1619,6187638966150109,86
0,0,13,0,0,0,0,1987,6187638966150109,87
18,0,29,0,0,0,0,1953,6187638966150109,88
9,0,31,0,0,0,0,1960,6187638966150109,89
18,0,54,0,534,0,0,1394,6187638966150109,90
20,0,23,0,0,0,0,1957,6187638966150109,91
0,0,33,0,20,0,0,1947,6187638966150109,92
0,0,46,0,60,0,0,1894,6187638966150109,93
11,0,62,0,0,0,0,1927,6187638966150109,94
0,0,54,0,0,0,0,1946,6187638966150109,95
0,0,95,0,0,0,0,1905,6187638966150109,96
0,0,64,0,0,0,0,1936,6187638966150109,97
0,0,13,0,159,0,0,1828,6187638966150109,98
0,0,28,0,51,0,0,1921,6187638966150109,99
0,0,52,0,0,0,0,1948,6187638966150109,100
34,0,36,0,0,0,434,1496,6187638982927261,1
192,0,19,0,0,0,0,1789,6187638982927261,2
0,0,51,0,0,0,0,1949,6187638982927261,3
121,0,27,0,0,0,0,1852,6187638982927261,4
0,0,40,0,0,0,0,1960,6187638982927261,5
0,0,16,0,0,0,0,1984,6187638982927261,6
0,0,23,0,0,0,0,1977,6187638982927261,7
71,0,109,0,0,0,0,1820,6187638982927261,8
0,0,30,0,0,0,0,1970,6187638982927261,9
0,55,18,0,0,0,0,1927,6187638982927261,10
29,0,3,0,0,0,0,1968,6187638982927261,11
30,0,75,0,0,0,0,1895,6187638982927261,12
0,0,75,0,0,0,0,1925,6187638982927261,13
1038,0,67,0,0,0,0,895,6187638982927261,14
0,0,44,0,0,0,0,1956,6187638982927261,15
0,0,26,0,0,0,0,1974,6187638982927261,16
50,0,29,0,0,0,0,1921,6187638982927261,17
29,0,24,0,0,0,0,1947,6187638982927261,18
0,0,62,0,0,0,0,1938,6187638982927261,19
0,0,27,0,0,0,0,1973,6187638982927261,20
0,0,32,0,0,0,0,1968,6187638982927261,21
0,0,66,0,0,0,0,1934,6187638982927261,22
0,0,71,0,0,0,0,1929,6187638982927261,23
0,0,64,0,0,0,0,1936,6187638982927261,24
0,0,17,0,0,0,0,1983,6187638982927261,25
0,0,45,0,0,0,0,1955,6187638982927261,26
59,0,73,0,0,0,0,1868,6187638982927261,27
0,0,52,0,0,0,0,1948,6187638982927261,28
26,0,28,0,0,0,0,1946,6187638982927261,29
0,0,37,0,0,0,0,1963,6187638982927261,30
49,0,39,0,2,0,0,1910,6187638982927261,31
0,0,34,0,0,0,0,1966,6187638982927261,32
0,0,25,0,0,0,0,1975,6187638982927261,33
0,0,24,0,0,0,0,1976,6187638982927261,34
362,0,49,0,0,0,0,1589,6187638982927261,35
0,0,32,0,0,0,0,1968,6187638982927261,36
0,0,27,0,0,0,0,1973,6187638982927261,37
0,0,19,0,0,0,0,1981,6187638982927261,38
0,0,18,0,0,0,0,1982,6187638982927261,39
14,0,13,0,0,0,0,1973,6187638982927261,40
0,0,42,0,0,0,0,1958,6187638982927261,41
0,0,54,0,0,0,0,1946,6187638982927261,42
0,0,28,0,0,0,0,1972,6187638982927261,43
0,0,25,0,0,0,0,1975,6187638982927261,44
7,0,81,0,0,0,0,1912,6187638982927261,45
249,0,59,0,0,0,52,1640,6187638982927261,46
25,0,29,0,0,0,0,1946,6187638982927261,47
0,0,45,0,0,0,0,1955,6187638982927261,48
0,0,86,0,0,0,0,1914,6187638982927261,49
0,0,62,0,0,0,0,1938,6187638982927261,50
0,40,59,0,0,0,0,1901,6187638982927261,51
0,0,32,0,0,0,0,1968,6187638982927261,52
256,14,22,0,0,0,0,1708,6187638982927261,53
0,0,57,0,0,0,0,1943,6187638982927261,54
204,0,15,0,0,0,185,1596,6187638982927261,55
0,0,31,0,0,0,0,1969,6187638982927261,56
0,0,53,0,0,0,0,1947,6187638982927261,57
0,0,26,0,0,0,0,1974,6187638982927261,58
0,5,43,0,0,0,0,1952,6187638982927261,59
0,0,72,0,0,0,0,1928,6187638982927261,60
28,0,4,0,0,0,0,1968,6187638982927261,61
24,101,4,0,0,0,0,1871,6187638982927261,62
161,31,20,0,0,0,0,1788,6187638982927261,63
0,0,40,0,0,0,0,1960,6187638982927261,64
0,17,47,0,0,0,0,1936,6187638982927261,65
0,0,38,0,0,0,0,1962,6187638982927261,66
0,0,40,0,0,0,0,1960,6187638982927261,67
0,0,60,0,0,0,0,1940,6187638982927261,68
0,0,40,0,0,0,0,1960,6187638982927261,69
0,0,43,0,0,0,0,1957,6187638982927261,70
0,0,32,0,0,0,0,1968,6187638982927261,71
0,0,14,0,0,0,0,1986,6187638982927261,72
0,0,11,0,0,0,0,1989,6187638982927261,73
0,20,54,0,0,69,0,1857,6187638982927261,74
0,0,44,0,0,0,0,1956,6187638982927261,75
0,0,20,0,0,0,0,1980,6187638982927261,76
0,0,25,0,0,0,0,1975,6187638982927261,77
0,0,42,0,0,0,0,1958,6187638982927261,78
0,0,23,0,0,0,0,1977,6187638982927261,79
0,0,42,0,0,0,0,1958,6187638982927261,80
41,0,60,0,0,0,0,1899,6187638982927261,81
0,32,40,0,1,0,0,1927,6187638982927261,82
0,0,62,0,0,0,0,1938,6187638982927261,83
0,0,25,0,0,0,0,1975,6187638982927261,84
2,0,33,0,0,0,0,1965,6187638982927261,85
0,0,30,0,0,0,0,1970,6187638982927261,86
100,0,52,0,0,0,0,1848,6187638982927261,87
0,0,19,0,0,0,0,1981,6187638982927261,88
19,0,16,0,0,0,0,1965,6187638982927261,89
94,0,20,0,0,0,0,1886,6187638982927261,90
0,0,27,0,0,0,0,1973,6187638982927261,91
173,0,103,0,0,0,0,1724,6187638982927261,92
0,0,50,0,0,0,0,1950,6187638982927261,93
0,0,44,0,0,0,0,1956,6187638982927261,94
0,0,42,0,0,0,0,1958,6187638982927261,95
0,0,29,0,0,0,0,1971,6187638982927261,96
0,0,25,0,0,0,0,1975,6187638982927261,97
0,0,52,0,0,0,0,1948,6187638982927261,98
286,0,34,0,0,0,0,1680,6187638982927261,99
373,97,10,0,0,0,0,1520,6187638982927261,100
0,0,39,0,0,0,0,1961,6187638982927317,1
115,0,22,0,38,0,0,1825,6187638982927317,2
0,0,13,0,0,0,0,1987,6187638982927317,3
232,0,234,0,0,0,0,1534,6187638982927317,4
0,0,43,0,0,0,0,1957,6187638982927317,5
152,0,231,0,0,0,0,1617,6187638982927317,6
9,0,66,0,0,0,0,1925,6187638982927317,7
0,0,14,0,0,0,0,1986,6187638982927317,8
0,0,41,0,0,0,0,1959,6187638982927317,9
36,34,19,0,0,0,0,1911,6187638982927317,10
14,0,22,0,0,0,0,1964,6187638982927317,11
28,0,60,0,0,0,0,1912,6187638982927317,12
0,0,18,0,0,0,0,1982,6187638982927317,13
0,0,37,0,0,0,0,1963,6187638982927317,14
70,0,43,0,0,0,33,1854,6187638982927317,15
16,0,104,0,0,0,0,1880,6187638982927317,16
0,0,23,0,0,0,0,1977,6187638982927317,17
55,0,25,0,137,0,0,1783,6187638982927317,18
0,0,25,0,0,0,0,1975,6187638982927317,19
0,0,49,0,0,0,22,1929,6187638982927317,20
1,0,58,0,0,0,0,1941,6187638982927317,21
30,0,44,0,0,0,0,1926,6187638982927317,22
0,0,104,0,0,0,0,1896,6187638982927317,23
0,0,79,0,0,0,0,1921,6187638982927317,24
0,0,40,0,0,0,0,1960,6187638982927317,25
0,0,35,0,0,0,0,1965,6187638982927317,26
0,0,44,0,0,0,0,1956,6187638982927317,27
181,0,42,0,0,0,0,1777,6187638982927317,28
4,0,22,0,0,0,0,1974,6187638982927317,29
0,0,54,0,0,0,0,1946,6187638982927317,30
0,0,29,0,0,0,0,1971,6187638982927317,31
0,0,53,0,0,0,0,1947,6187638982927317,32
0,0,32,0,0,0,0,1968,6187638982927317,33
0,0,21,0,0,0,0,1979,6187638982927317,34
51,0,67,0,0,0,0,1882,6187638982927317,35
0,0,22,0,0,0,0,1978,6187638982927317,36
0,0,52,0,0,0,0,1948,6187638982927317,37
0,0,45,0,0,0,0,1955,6187638982927317,38
0,0,31,0,0,0,0,1969,6187638982927317,39
42,0,5,0,0,0,0,1953,6187638982927317,40
0,0,42,0,0,0,0,1958,6187638982927317,41
10,0,31,0,0,0,0,1959,6187638982927317,42
0,0,16,0,0,0,7,1977,6187638982927317,43
71,0,5,0,0,0,0,1924,6187638982927317,44
0,0,27,0,0,0,0,1973,6187638982927317,45
0,0,17,0,0,0,0,1983,6187638982927317,46
0,0,49,0,0,0,0,1951,6187638982927317,47
0,0,21,0,0,0,0,1979,6187638982927317,48
19,0,39,0,0,0,0,1942,6187638982927317,49
0,0,40,0,0,0,0,1960,6187638982927317,50
0,0,51,0,0,0,0,1949,6187638982927317,51
0,0,14,0,0,0,0,1986,6187638982927317,52
26,0,16,0,0,0,0,1958,6187638982927317,53
40,0,32,0,0,0,0,1928,6187638982927317,54
0,0,36,0,0,0,0,1964,6187638982927317,55
0,0,37,0,0,0,0,1963,6187638982927317,56
0,0,43,0,0,0,0,1957,6187638982927317,57
0,0,81,0,0,0,0,1919,6187638982927317,58
62,0,5,0,0,0,0,1933,6187638982927317,59
0,0,38,0,0,0,0,1962,6187638982927317,60
0,0,7,0,0,0,0,1993,6187638982927317,61
0,22,31,0,0,0,0,1947,6187638982927317,62
63,0,51,0,0,0,0,1886,6187638982927317,63
0,0,17,0,0,0,0,1983,6187638982927317,64
0,0,74,0,0,0,0,1926,6187638982927317,65
0,0,31,0,0,0,0,1969,6187638982927317,66
43,0,27,0,0,0,0,1930,6187638982927317,67
0,0,65,0,0,0,0,1935,6187638982927317,68
0,0,70,0,0,0,0,1930,6187638982927317,69
0,358,26,0,0,20,0,1596,6187638982927317,70
63,0,14,0,0,0,0,1923,6187638982927317,71
0,0,41,0,0,0,0,1959,6187638982927317,72
0,0,44,0,0,0,0,1956,6187638982927317,73
17,0,66,0,0,0,0,1917,6187638982927317,74
115,0,12,0,25,0,0,1848,6187638982927317,75
0,0,90,0,0,0,0,1910,6187638982927317,76
0,65,36,0,0,0,0,1899,6187638982927317,77
0,0,42,0,0,0,0,1958,6187638982927317,78
0,0,29,0,0,0,0,1971,6187638982927317,79
0,0,29,0,0,0,0,1971,6187638982927317,80
52,0,29,0,0,0,0,1919,6187638982927317,81
0,0,73,0,0,0,0,1927,6187638982927317,82
0,0,29,0,0,0,0,1971,6187638982927317,83
13,0,11,0,0,0,0,1976,6187638982927317,84
0,0,69,0,0,0,0,1931,6187638982927317,85
0,0,75,0,0,0,0,1925,6187638982927317,86
0,0,17,0,0,0,0,1983,6187638982927317,87
2,0,31,0,0,0,0,1967,6187638982927317,88
0,0,58,0,0,0,0,1942,6187638982927317,89
0,0,23,0,0,0,0,1977,6187638982927317,90
0,0,59,0,0,0,0,1941,6187638982927317,91
160,0,33,0,0,0,0,1807,6187638982927317,92
0,0,41,0,0,0,0,1959,6187638982927317,93
0,0,29,0,0,0,0,1971,6187638982927317,94
0,50,15,177,0,0,0,1758,6187638982927317,95
166,0,419,0,0,0,0,1415,6187638982927317,96
0,0,55,0,0,0,0,1945,6187638982927317,97
0,0,48,0,0,0,0,1952,6187638982927317,98
0,0,62,0,0,0,0,1938,6187638982927317,99
53,0,23,0,0,0,0,1924,6187638982927317,100
0,0,35,0,0,0,0,1965,6187638982927325,1
19,0,87,0,0,0,0,1894,6187638982927325,2
5,0,103,0,0,0,0,1892,6187638982927325,3
134,0,20,0,73,0,0,1773,6187638982927325,4
0,0,68,0,0,0,0,1932,6187638982927325,5
16,0,43,498,0,0,0,1443,6187638982927325,6
0,0,76,0,61,0,0,1863,6187638982927325,7
7,0,46,0,16,0,0,1931,6187638982927325,8
0,0,36,0,0,0,0,1964,6187638982927325,9
0,0,14,0,0,0,0,1986,6187638982927325,10
41,0,32,0,0,0,0,1927,6187638982927325,11
0,0,28,0,0,0,0,1972,6187638982927325,12
30,0,68,43,0,0,0,1859,6187638982927325,13
0,0,38,0,0,0,0,1962,6187638982927325,14
0,0,30,0,147,0,0,1823,6187638982927325,15
301,0,226,0,0,0,0,1473,6187638982927325,16
6,0,21,0,0,0,0,1973,6187638982927325,17
0,0,62,0,0,0,0,1938,6187638982927325,18
60,0,9,0,0,0,0,1931,6187638982927325,19
0,0,53,0,0,0,0,1947,6187638982927325,20
0,0,23,0,0,0,0,1977,6187638982927325,21
36,0,28,0,0,0,0,1936,6187638982927325,22
0,0,52,0,0,0,0,1948,6187638982927325,23
99,0,58,0,0,0,0,1843,6187638982927325,24
0,0,33,0,0,0,0,1967,6187638982927325,25
0,0,47,0,0,0,0,1953,6187638982927325,26
0,0,16,0,0,0,0,1984,6187638982927325,27
30,0,32,0,0,0,0,1938,6187638982927325,28
0,0,62,0,0,0,0,1938,6187638982927325,29
0,0,33,0,176,0,0,1791,6187638982927325,30
0,0,68,0,0,0,0,1932,6187638982927325,31
0,0,27,0,0,0,0,1973,6187638982927325,32
0,0,63,0,5,0,0,1932,6187638982927325,33
0,0,7,0,0,0,0,1993,6187638982927325,34
35,0,40,0,0,0,0,1925,6187638982927325,35
424,0,40,0,0,0,0,1536,6187638982927325,36
4,0,15,0,0,0,0,1981,6187638982927325,37
0,0,111,0,0,0,0,1889,6187638982927325,38
0,0,24,0,0,0,0,1976,6187638982927325,39
0,0,163,0,0,0,0,1837,6187638982927325,40
0,0,43,0,0,0,0,1957,6187638982927325,41
0,0,20,0,0,0,0,1980,6187638982927325,42
0,0,47,0,0,0,0,1953,6187638982927325,43
0,0,16,0,0,0,0,1984,6187638982927325,44
0,0,39,0,0,0,0,1961,6187638982927325,45
0,0,63,0,0,0,0,1937,6187638982927325,46
31,0,39,0,0,0,0,1930,6187638982927325,47
6,0,64,0,79,0,0,1851,6187638982927325,48
0,0,27,0,0,0,0,1973,6187638982927325,49
0,0,13,0,0,0,0,1987,6187638982927325,50
0,0,48,0,0,0,0,1952,6187638982927325,51
23,0,20,0,0,0,0,1957,6187638982927325,52
32,0,49,0,0,0,0,1919,6187638982927325,53
0,0,31,0,0,0,0,1969,6187638982927325,54
206,0,41,0,0,0,0,1753,6187638982927325,55
107,0,12,0,0,0,0,1881,6187638982927325,56
0,0,23,0,0,0,0,1977,6187638982927325,57
0,0,26,0,0,0,0,1974,6187638982927325,58
3,0,41,0,0,0,0,1956,6187638982927325,59
3,9,81,0,0,0,0,1907,6187638982927325,60
0,0,32,0,0,0,0,1968,6187638982927325,61
6,0,21,0,2,0,0,1971,6187638982927325,62
5,0,22,0,0,0,0,1973,6187638982927325,63
0,1,10,49,0,0,0,1940,6187638982927325,64
0,0,32,0,0,0,0,1968,6187638982927325,65
0,0,98,0,32,0,0,1870,6187638982927325,66
0,0,78,0,0,0,0,1922,6187638982927325,67
0,0,43,0,0,0,0,1957,6187638982927325,68
0,0,30,0,0,0,0,1970,6187638982927325,69
0,0,10,0,0,0,0,1990,6187638982927325,70
0,0,119,0,0,0,0,1881,6187638982927325,71
0,108,29,0,0,202,0,1661,6187638982927325,72
0,0,438,0,0,0,0,1562,6187638982927325,73
59,0,25,0,0,0,0,1916,6187638982927325,74
0,0,44,0,0,0,0,1956,6187638982927325,75
0,0,43,0,0,0,0,1957,6187638982927325,76
126,0,41,0,0,0,0,1833,6187638982927325,77
23,0,40,0,0,0,0,1937,6187638982927325,78
15,0,16,0,0,0,0,1969,6187638982927325,79
7,0,20,0,0,0,0,1973,6187638982927325,80
0,0,35,0,0,0,0,1965,6187638982927325,81
0,0,37,0,0,0,0,1963,6187638982927325,82
0,0,24,0,0,0,0,1976,6187638982927325,83
0,0,13,0,0,0,0,1987,6187638982927325,84
13,0,33,0,0,0,0,1954,6187638982927325,85
0,0,30,0,0,0,0,1970,6187638982927325,86
0,0,57,0,0,0,0,1943,6187638982927325,87
0,0,59,0,0,0,0,1941,6187638982927325,88
0,0,30,0,0,0,0,1970,6187638982927325,89
166,0,40,0,0,0,0,1794,6187638982927325,90
0,0,41,0,0,0,0,1959,6187638982927325,91
0,0,22,0,16,0,0,1962,6187638982927325,92
16,0,24,0,0,0,0,1960,6187638982927325,93
0,0,41,0,0,0,0,1959,6187638982927325,94
0,0,39,0,0,0,0,1961,6187638982927325,95
20,0,45,0,0,0,49,1886,6187638982927325,96
0,0,69,0,0,0,0,1931,6187638982927325,97
0,307,32,0,0,0,0,1661,6187638982927325,98
0,0,49,0,0,0,0,1951,6187638982927325,99
114,0,166,0,0,0,0,1720,6187638982927325,100
0,0,12,0,0,0,0,1988,6187638982929373,1
0,0,14,0,0,0,0,1986,6187638982929373,2
33,0,90,0,0,0,0,1877,6187638982929373,3
78,181,25,10,0,0,0,1706,6187638982929373,4
0,0,18,0,0,0,0,1982,6187638982929373,5
0,0,29,0,0,0,0,1971,6187638982929373,6
14,0,54,0,0,0,0,1932,6187638982929373,7
0,0,61,0,0,0,0,1939,6187638982929373,8
33,0,18,0,0,0,0,1949,6187638982929373,9
152,0,39,0,71,0,0,1738,6187638982929373,10
143,0,36,0,0,0,0,1821,6187638982929373,11
0,0,16,0,0,0,0,1984,6187638982929373,12
0,0,83,0,0,0,0,1917,6187638982929373,13
0,0,20,0,0,0,0,1980,6187638982929373,14
0,0,36,0,0,0,0,1964,6187638982929373,15
0,0,24,0,0,0,0,1976,6187638982929373,16
0,0,27,0,0,0,0,1973,6187638982929373,17
0,0,21,0,0,0,0,1979,6187638982929373,18
62,0,29,0,0,0,0,1909,6187638982929373,19
0,0,41,0,0,0,0,1959,6187638982929373,20
17,0,22,0,0,0,0,1961,6187638982929373,21
25,0,39,0,0,0,0,1936,6187638982929373,22
0,0,37,0,0,0,0,1963,6187638982929373,23
0,0,46,0,0,0,0,1954,6187638982929373,24
0,0,22,0,0,0,0,1978,6187638982929373,25
0,530,27,0,0,0,0,1443,6187638982929373,26
0,0,53,0,0,0,0,1947,6187638982929373,27
164,0,19,0,0,0,0,1817,6187638982929373,28
0,0,76,0,0,0,0,1924,6187638982929373,29
0,0,50,0,0,0,0,1950,6187638982929373,30
0,0,13,0,0,0,0,1987,6187638982929373,31
21,0,54,0,0,0,0,1925,6187638982929373,32
271,0,50,0,0,0,0,1679,6187638982929373,33
2,0,56,0,0,0,0,1942,6187638982929373,34
