start-state,dist-to-start,attractor
4516694982657,1, 4482335244289
1221214161153632,1, 95314254311008
95331429985888,1, 95331434180192
7788150025541086,1, 7788150025541598
7805741943150558,1, 7805742211586014
7805741943150558,1, 7805741943149534
7805742211585503,1, 7805742211586015
7806274787530718,1, 7805725031716830
7805733621651422,1, 7805742211586014
7876110955763678,1, 7805742211586014
7876110955765726,1, 7805742211588062
7876110955765727,1, 7805742211588063
1221231341022816,1, 95331434180192
