gene,r2,f1,roc_auc_score
ASCL1,-0.3593967002364158,0.4157228514323784,0.5077025373577557
BACH1,-0.33834417233497804,0.5504313205043132,0.5091386274263257
BACH2,-0.3453160968410245,0.47318854507015184,0.5077000790905555
CREB1,0.9757340483153312,0.9985146676568882,1.0
CUX2,-0.2972534522345547,0.49439402028830753,0.4999737504127797
EGR1,-0.2879043955027185,0.5485678704856787,0.5020623310660686
EHF,-0.3551598244348413,0.4917450736729984,0.4827452451307761
EPCAM,-0.3877889644903858,0.527300050091835,0.49846947205539094
ESR1,0.9174266366412788,0.9971025690554375,1.0
ETS1,-0.4537773246967791,0.502476999292286,0.49178574467110386
FOS,-0.1830441689812794,0.3914159085607651,0.5066987027325129
FOXO3,-0.41304757297986683,0.48778640409013446,0.5075670505609151
GRHL2,-0.4169157967234951,0.5197334700153767,0.4890342231518725
HES1,-0.2731906314513146,0.4587742064284288,0.5086637582469924
HSF2,-0.2737059352239444,0.38542365302928683,0.5017980808788548
ICAM1,-0.2987340611793394,0.3156833081190116,0.4958242413910672
JUN,-0.3587393445841174,0.4977227181635999,0.5102153446026964
JUNB,-0.32036233622348,0.5168853893263342,0.5071968125334818
JUND,0.9241487322762154,0.9947049924357034,1.0
KMT2A,-0.3546635233821729,0.5756327251324308,0.4994964496370534
LMX1B,-0.31373052419891656,0.5233011354007795,0.5042527555099083
MEIS2,-0.35183647395998086,0.5741597286463151,0.4920027450636612
NCAM1,-0.285410240445676,0.46003517686144224,0.5075937821101043
NFATC2,-0.35820310504861097,0.524595744680851,0.49420984230709386
NFIA,-0.21812954563150733,0.47022428460943544,0.5047265978414456
NFIB,-0.21974031688634676,0.5247983524969967,0.5028425026031256
NFIX,-0.3150757819976788,0.3769230769230769,0.5053389083069284
NFKB1,-0.437943643382005,0.5170209089338171,0.4912269547801539
NFYC,0.9447886869747061,0.9988372093023256,1.0
NR6A1,0.9528828783155333,0.9982202887087206,1.0
PBX1,-0.16634820262177197,0.5221556886227545,0.5046529701646845
PKNOX2,-0.35269136806039536,0.5255326344267839,0.4963101740838265
PROX1,-0.5216740560372519,0.33679939132640124,0.5014274313791622
RBPJ,0.9613015198176634,0.9981024667931688,1.0
REST,-0.5242684504943402,0.390845860444245,0.49383152616454695
RORA_RORB,-0.4603478858618695,0.5046796256299496,0.5037725169261692
RUNX1,-0.29040549773183755,0.3549455750118315,0.4928692918633306
SIX1,-0.4559702526720759,0.3188264058679707,0.49568815193130866
SIX4,-0.2096162223292799,0.47714441813877256,0.4752381008394794
SMAD3,-0.3813729785075448,0.3757828810020877,0.49508069796708976
SOX11,-0.32544098268399946,0.4105125977410947,0.4952879009112273
SOX9,0.9289325556869529,0.9869050093535647,1.0
STAT1,0.919932655496649,0.9920941349512779,1.0
STAT2,-0.16124029555489927,0.4642579642579643,0.49659980852833624
TBX15,-0.30219997036751733,0.5355978727054383,0.5062870952405968
TCF4,0.9466469818840247,0.9942049981890619,1.0
TCF7L1,-0.1968580358893457,0.3913435527502254,0.5116393026659465
TCF7L2,-0.36926926676194904,0.2907898332877836,0.4996313291034774
TEAD1,-0.3880165776571569,0.46706129463433266,0.4971465994562305
TFDP1,0.9400633316682195,0.9971853638922397,1.0
THRB,-0.37015866862372526,0.5091937765205092,0.4984396968553891
ZBTB20,-0.2850197834750945,0.5230286113049546,0.5048909797774982
ZEB1,0.9279002678354329,0.9912175648702595,1.0
