sample,category,iteration,mean_r2,mean_f1,mean_auc
organoid_shGFP_D_Sample1,organoid,0,-0.07306295903382388,0.5820290511923284,0.6017224207395032
organoid_shGFP_D_Sample1,organoid,1,-0.06855972255507788,0.5821648087575931,0.6041335138068757
organoid_shGFP_D_Sample1,organoid,2,-0.07232208514005949,0.5806748319445588,0.6021697449774979
organoid_shGFP_D_Sample1,organoid,3,-0.07303783439935918,0.58131083336524,0.603313375838059
