gene,sample,n_regulators,n_well_populated_leaves,transferability,mean_abs_residual,sample_mean_r2
SIX4,human_RU1080,8,71,0.5810034469551896,0.17120641129190708,0.25722280260801655
SMAD3,human_RU1080,5,28,0.39703856749311295,0.25915645616316474,0.25722280260801655
SOX11,human_RU1080,4,16,0.6164665523156089,0.17686872484545813,0.25722280260801655
SOX9,human_RU1080,1,2,1.0,0.0347776593326283,0.25722280260801655
STAT1,human_RU1080,1,2,1.0,0.03406352458633654,0.25722280260801655
STAT2,human_RU1080,5,29,0.5707401032702237,0.161010400521954,0.25722280260801655
TBX15,human_RU1080,6,40,0.23624255169996494,0.35996534021546284,0.25722280260801655
TCF4,human_RU1080,1,2,1.0,0.017229242023560902,0.25722280260801655
TCF7L1,human_RU1080,6,38,0.6099190995427366,0.1567361269578604,0.25722280260801655
TCF7L2,human_RU1080,5,27,0.2315644383184011,0.4049002317469397,0.25722280260801655
TEAD1,human_RU1080,6,37,0.6376811594202898,0.14520251640701956,0.25722280260801655
TFDP1,human_RU1080,1,2,1.0,0.012952631441607469,0.25722280260801655
THRB,human_RU1080,1,2,0.0,0.3696134568132177,0.25722280260801655
ZBTB20,human_RU1080,7,43,0.41515591007976793,0.2515495541241228,0.25722280260801655
ZEB1,human_RU1080,1,2,1.0,0.03126610070571299,0.25722280260801655
ASCL1,human_RU1152,6,26,0.3124076809453471,0.32248325712986936,0.11521843979202141
BACH1,human_RU1152,5,20,0.34919524142757175,0.322946741460684,0.11521843979202141
BACH2,human_RU1152,3,8,0.16115981119352663,0.27003294295072205,0.11521843979202141
CREB1,human_RU1152,1,2,1.0,0.022771788319451217,0.11521843979202141
CUX2,human_RU1152,7,38,0.25413533834586466,0.37213995570758085,0.11521843979202141
EGR1,human_RU1152,7,38,0.1593984962406015,0.3876988967747523,0.11521843979202141
EHF,human_RU1152,2,4,0.8287255563047876,0.1317358367247916,0.11521843979202141
EPCAM,human_RU1152,6,26,0.192831541218638,0.43600700474975324,0.11521843979202141
ESR1,human_RU1152,1,2,1.0,0.03909945729234416,0.11521843979202141
ETS1,human_RU1152,4,15,0.10277214334009466,0.3972878204998441,0.11521843979202141
FOS,human_RU1152,8,40,0.3327922077922078,0.24808681774337987,0.11521843979202141
FOXO3,human_RU1152,4,16,0.1935266351989211,0.39901722230487796,0.11521843979202141
GRHL2,human_RU1152,4,15,0.4722222222222222,0.2905737684033498,0.11521843979202141
HES1,human_RU1152,5,22,0.47050659264399725,0.23710591982709853,0.11521843979202141
HSF2,human_RU1152,6,36,0.5596330275229358,0.1525758259844909,0.11521843979202141
ICAM1,human_RU1152,6,28,0.42857142857142855,0.2377201778617619,0.11521843979202141
JUN,human_RU1152,6,19,0.5191059841384282,0.2066939648952429,0.11521843979202141
JUNB,human_RU1152,3,8,0.35738368172623064,0.2264222122375841,0.11521843979202141
JUND,human_RU1152,1,2,1.0,0.03988614793277032,0.11521843979202141
KMT2A,human_RU1152,7,30,0.3620309050772627,0.31930968643158936,0.11521843979202141
LMX1B,human_RU1152,4,14,0.07535641547861507,0.41601656028094347,0.11521843979202141
MEIS2,human_RU1152,4,13,0.4938858695652174,0.22052562171794127,0.11521843979202141
NCAM1,human_RU1152,7,36,0.3221117061973986,0.29452374234541867,0.11521843979202141
NFATC2,human_RU1152,3,8,0.5246122724207687,0.29543623471494374,0.11521843979202141
NFIA,human_RU1152,7,32,0.24642049736247174,0.3837452130529859,0.11521843979202141
NFIB,human_RU1152,8,40,0.454320987654321,0.22449755447980038,0.11521843979202141
NFIX,human_RU1152,5,19,0.23753462603878117,0.35337844580712763,0.11521843979202141
NFKB1,human_RU1152,4,14,0.39972714870395637,0.28923109665767943,0.11521843979202141
NFYC,human_RU1152,1,2,1.0,0.013300656216369704,0.11521843979202141
NR6A1,human_RU1152,1,2,1.0,0.01182702301099009,0.11521843979202141
PBX1,human_RU1152,4,14,0.4304229195088677,0.18359481786996415,0.11521843979202141
PKNOX2,human_RU1152,5,19,0.08551724137931034,0.5004693515186448,0.11521843979202141
PROX1,human_RU1152,2,4,0.22926500337154418,0.25890546385563157,0.11521843979202141
RBPJ,human_RU1152,1,2,1.0,0.014722265920424263,0.11521843979202141
REST,human_RU1152,3,8,0.28927848954821306,0.4390231297381616,0.11521843979202141
RORA_RORB,human_RU1152,5,21,0.2950591510090466,0.4792266753664494,0.11521843979202141
RUNX1,human_RU1152,7,35,0.5037764350453172,0.17145832173323008,0.11521843979202141
SIX1,human_RU1152,5,27,0.17397260273972603,0.39469327383293973,0.11521843979202141
SIX4,human_RU1152,8,36,0.3701754385964912,0.2547785321794763,0.11521843979202141
SMAD3,human_RU1152,5,24,0.038461538461538464,0.39285855910492057,0.11521843979202141
SOX11,human_RU1152,4,16,0.7909642616318274,0.13364663575616656,0.11521843979202141
SOX9,human_RU1152,1,2,1.0,0.030218963002521474,0.11521843979202141
STAT1,human_RU1152,1,2,1.0,0.036094727695911204,0.11521843979202141
STAT2,human_RU1152,5,26,0.359781121751026,0.3030706797722151,0.11521843979202141
TBX15,human_RU1152,6,27,0.4948905109489051,0.19825148987719357,0.11521843979202141
TCF4,human_RU1152,1,2,1.0,0.017119349537230273,0.11521843979202141
TCF7L1,human_RU1152,6,28,0.44516129032258067,0.2482156240511527,0.11521843979202141
TCF7L2,human_RU1152,5,20,0.3645251396648045,0.27938781514139976,0.11521843979202141
TEAD1,human_RU1152,6,25,0.45581737849779086,0.19601421031081273,0.11521843979202141
TFDP1,human_RU1152,1,2,1.0,0.020887361488803106,0.11521843979202141
THRB,human_RU1152,1,2,0.0,0.4271407905539982,0.11521843979202141
ZBTB20,human_RU1152,7,32,0.3075135553834237,0.25586228191579763,0.11521843979202141
ZEB1,human_RU1152,1,2,1.0,0.03614570363699305,0.11521843979202141
ASCL1,human_RU1124,6,11,0.8157276995305164,0.12972442084542563,0.46881989464106855
BACH1,human_RU1124,5,6,0.8632075471698113,0.05752496847427269,0.46881989464106855
BACH2,human_RU1124,3,5,0.01366742596810934,0.35260851658095305,0.46881989464106855
CREB1,human_RU1124,1,2,1.0,0.003098119528266625,0.46881989464106855
CUX2,human_RU1124,7,8,0.33650416171224734,0.20050317421984049,0.46881989464106855
EGR1,human_RU1124,7,8,0.8026159334126041,0.1491361546777599,0.46881989464106855
EHF,human_RU1124,2,4,0.9090909090909091,0.1391602441447738,0.46881989464106855
EPCAM,human_RU1124,6,5,0.6461538461538462,0.17707375613317214,0.46881989464106855
ESR1,human_RU1124,1,2,1.0,0.04961472570368529,0.46881989464106855
ETS1,human_RU1124,4,8,0.4875,0.24772779512219997,0.46881989464106855
FOS,human_RU1124,8,10,0.033047735618115054,0.3463967751122852,0.46881989464106855
FOXO3,human_RU1124,4,4,0.5414746543778802,0.26693708587778237,0.46881989464106855
GRHL2,human_RU1124,4,5,1.0,0.07316251186205645,0.46881989464106855
HES1,human_RU1124,5,9,0.06952491309385864,0.32763005459033034,0.46881989464106855
HSF2,human_RU1124,6,9,0.819557625145518,0.09275153073883655,0.46881989464106855
ICAM1,human_RU1124,6,4,0.0471584038694075,0.28656496284455635,0.46881989464106855
JUN,human_RU1124,6,4,0.0,0.3177498904206481,0.46881989464106855
JUNB,human_RU1124,3,3,0.012542759407069556,0.46475295856984,0.46881989464106855
JUND,human_RU1124,1,2,1.0,0.020769041742045403,0.46881989464106855
KMT2A,human_RU1124,7,3,0.14356435643564355,0.4793814417801685,0.46881989464106855
LMX1B,human_RU1124,4,7,0.5506912442396313,0.10413736123375025,0.46881989464106855
MEIS2,human_RU1124,4,9,0.06598407281001138,0.5039080958357272,0.46881989464106855
NCAM1,human_RU1124,7,11,0.7273838630806846,0.18563815494857752,0.46881989464106855
NFATC2,human_RU1124,3,4,0.9064994298745724,0.11411908774077688,0.46881989464106855
NFIA,human_RU1124,7,7,0.9614457831325302,0.07742988905761895,0.46881989464106855
NFIB,human_RU1124,8,14,0.8653366583541147,0.08889805949073082,0.46881989464106855
NFIX,human_RU1124,5,6,0.0,0.3594919673325981,0.46881989464106855
NFKB1,human_RU1124,4,7,0.9053591790193842,0.08607466951002009,0.46881989464106855
NFYC,human_RU1124,1,2,1.0,0.032076373916803756,0.46881989464106855
NR6A1,human_RU1124,1,2,1.0,0.05353410809501996,0.46881989464106855
PBX1,human_RU1124,4,7,0.5872291904218928,0.14576995111510124,0.46881989464106855
PKNOX2,human_RU1124,5,11,0.3697674418604651,0.3379366871382597,0.46881989464106855
PROX1,human_RU1124,2,4,0.9640852974186308,0.03037619688600974,0.46881989464106855
RBPJ,human_RU1124,1,2,1.0,0.014355503774980048,0.46881989464106855
REST,human_RU1124,3,8,0.015712682379349047,0.425308162439325,0.46881989464106855
RORA_RORB,human_RU1124,5,7,0.9239001189060642,0.08414108142528137,0.46881989464106855
RUNX1,human_RU1124,7,5,0.8662576687116564,0.12964789655283995,0.46881989464106855
SIX1,human_RU1124,5,7,0.03395784543325527,0.3460495201317444,0.46881989464106855
SIX4,human_RU1124,8,18,0.42706964520367935,0.18137639055548377,0.46881989464106855
SMAD3,human_RU1124,5,11,0.8290697674418605,0.1173871449053566,0.46881989464106855
SOX11,human_RU1124,4,7,0.5237556561085973,0.33089984552661256,0.46881989464106855
SOX9,human_RU1124,1,2,1.0,0.06130854350723084,0.46881989464106855
STAT1,human_RU1124,1,2,1.0,0.06773453363729069,0.46881989464106855
STAT2,human_RU1124,5,9,0.8619489559164734,0.15799537770488453,0.46881989464106855
TBX15,human_RU1124,6,15,0.04513064133016627,0.4620741943919871,0.46881989464106855
TCF4,human_RU1124,1,2,1.0,0.04885870156007816,0.46881989464106855
TCF7L1,human_RU1124,6,9,0.8189448441247003,0.11555153440752226,0.46881989464106855
TCF7L2,human_RU1124,5,5,0.20803782505910165,0.5131945069721707,0.46881989464106855
TEAD1,human_RU1124,6,6,0.9774346793349169,0.0472593593141988,0.46881989464106855
TFDP1,human_RU1124,1,2,1.0,0.03045896163511259,0.46881989464106855
THRB,human_RU1124,1,2,0.4882154882154882,0.11830872888029542,0.46881989464106855
ZBTB20,human_RU1124,7,9,0.3079667063020214,0.23270060669778303,0.46881989464106855
ZEB1,human_RU1124,1,2,1.0,0.06929163949692718,0.46881989464106855
ASCL1,human_RU1144,6,25,0.4553697931425333,0.3855774928313017,0.22980136077839336
BACH1,human_RU1144,5,22,0.33165688739871474,0.2072230297473741,0.22980136077839336
BACH2,human_RU1144,3,8,0.5565385678739286,0.18084737632567544,0.22980136077839336
CREB1,human_RU1144,1,2,1.0,0.022790678909215704,0.22980136077839336
CUX2,human_RU1144,7,38,0.6456602692638213,0.18015439980335107,0.22980136077839336
EGR1,human_RU1144,7,38,0.5319392724147809,0.18330502883800315,0.22980136077839336
EHF,human_RU1144,2,4,0.13574785734033729,0.3192624967874652,0.22980136077839336
EPCAM,human_RU1144,6,27,0.46206115515288787,0.270770766077116,0.22980136077839336
ESR1,human_RU1144,1,2,1.0,0.07920903537094161,0.22980136077839336
ETS1,human_RU1144,4,14,0.4768505683393402,0.2261852634774975,0.22980136077839336
FOS,human_RU1144,8,46,0.277037037037037,0.29496975808926035,0.22980136077839336
FOXO3,human_RU1144,4,15,0.25463090959358586,0.34822396877495093,0.22980136077839336
GRHL2,human_RU1144,4,13,0.3334257206208426,0.3081066650359597,0.22980136077839336
HES1,human_RU1144,5,18,0.23008107352530052,0.3637733751396782,0.22980136077839336
HSF2,human_RU1144,6,31,0.6464446952595937,0.20254469047623322,0.22980136077839336
ICAM1,human_RU1144,6,38,0.28993250843644547,0.3185985419374448,0.22980136077839336
JUN,human_RU1144,6,24,0.13463718820861678,0.34680286645233066,0.22980136077839336
JUNB,human_RU1144,3,8,0.30494885264030963,0.30276106425406213,0.22980136077839336
JUND,human_RU1144,1,2,1.0,0.0242547969516146,0.22980136077839336
KMT2A,human_RU1144,7,32,0.13552479815455595,0.4327152066903225,0.22980136077839336
LMX1B,human_RU1144,4,14,0.01606203267792855,0.2667533940597239,0.22980136077839336
MEIS2,human_RU1144,4,16,0.5628974288084048,0.19797390457415356,0.22980136077839336
NCAM1,human_RU1144,7,42,0.35654676258992807,0.251355019996665,0.22980136077839336
NFATC2,human_RU1144,3,8,0.7381808128283107,0.2183970561110937,0.22980136077839336
NFIA,human_RU1144,7,34,0.33076923076923076,0.42541890708737135,0.22980136077839336
NFIB,human_RU1144,8,59,0.577444476492645,0.18486963445936364,0.22980136077839336
NFIX,human_RU1144,5,27,0.1407202216066482,0.528884498275022,0.22980136077839336
NFKB1,human_RU1144,4,14,0.7198335644937587,0.12999804752075025,0.22980136077839336
NFYC,human_RU1144,1,2,1.0,0.026947132811129825,0.22980136077839336
NR6A1,human_RU1144,1,2,1.0,0.01693802322090226,0.22980136077839336
PBX1,human_RU1144,4,14,0.6590846047156727,0.16432031003932238,0.22980136077839336
PKNOX2,human_RU1144,5,28,0.2642084835042972,0.3224853322735983,0.22980136077839336
PROX1,human_RU1144,2,4,0.8791816422449544,0.14227977898271718,0.22980136077839336
RBPJ,human_RU1144,1,2,1.0,0.0120308801060986,0.22980136077839336
REST,human_RU1144,3,8,0.14376555156206802,0.2585616479145352,0.22980136077839336
RORA_RORB,human_RU1144,5,27,0.2836565096952909,0.31564371837907945,0.22980136077839336
RUNX1,human_RU1144,7,32,0.18166189111747852,0.44380854012014415,0.22980136077839336
SIX1,human_RU1144,5,27,0.29916897506925205,0.3770274953088982,0.22980136077839336
SIX4,human_RU1144,8,60,0.22294887039239,0.3194951478914483,0.22980136077839336
SMAD3,human_RU1144,5,29,0.5912995289553893,0.17444159674901555,0.22980136077839336
SOX11,human_RU1144,4,13,0.6988888888888889,0.17272523936035555,0.22980136077839336
SOX9,human_RU1144,1,2,1.0,0.02940800464012258,0.22980136077839336
STAT1,human_RU1144,1,2,1.0,0.03612742756151458,0.22980136077839336
STAT2,human_RU1144,5,23,0.21868898186889818,0.31532469532155627,0.22980136077839336
TBX15,human_RU1144,6,38,0.22134609969022812,0.3797784248389403,0.22980136077839336
TCF4,human_RU1144,1,2,1.0,0.03055274765747189,0.22980136077839336
TCF7L1,human_RU1144,6,37,0.3454699407281964,0.3088140296979985,0.22980136077839336
TCF7L2,human_RU1144,5,21,0.09095982142857142,0.3750443545121646,0.22980136077839336
TEAD1,human_RU1144,6,23,0.8070621468926553,0.10387214740626964,0.22980136077839336
TFDP1,human_RU1144,1,2,1.0,0.01826997691289798,0.22980136077839336
THRB,human_RU1144,1,2,0.5814210671827481,0.23890587666925467,0.22980136077839336
ZBTB20,human_RU1144,7,32,0.5182291666666666,0.1729520137087342,0.22980136077839336
ZEB1,human_RU1144,1,2,1.0,0.03646567809695788,0.22980136077839336
ASCL1,human_RU1065,6,2,0.4551282051282051,0.1901827338992856,0.4560631617526429
BACH1,human_RU1065,5,3,1.0,0.011315968669768977,0.4560631617526429
BACH2,human_RU1065,3,3,0.0,0.3859408975797062,0.4560631617526429
CREB1,human_RU1065,1,2,1.0,0.02638807564128659,0.4560631617526429
CUX2,human_RU1065,7,4,0.0,0.5304767637170172,0.4560631617526429
EGR1,human_RU1065,7,4,0.7536231884057971,0.20115752338847673,0.4560631617526429
EHF,human_RU1065,2,2,1.0,0.10327818696276572,0.4560631617526429
EPCAM,human_RU1065,6,2,0.5328947368421053,0.14871674848345393,0.4560631617526429
ESR1,human_RU1065,1,2,1.0,0.07957258874465144,0.4560631617526429
ETS1,human_RU1065,4,2,1.0,0.04561719942156307,0.4560631617526429
FOS,human_RU1065,8,4,0.0,0.3966034512002462,0.4560631617526429
FOXO3,human_RU1065,4,4,0.6568047337278107,0.19478205041641514,0.4560631617526429
GRHL2,human_RU1065,4,3,1.0,0.010406491756853159,0.4560631617526429
HES1,human_RU1065,5,3,0.5743243243243243,0.20344641023875748,0.4560631617526429
HSF2,human_RU1065,6,3,0.9251700680272109,0.02109704001289613,0.4560631617526429
ICAM1,human_RU1065,6,4,0.6174496644295302,0.18479416121933107,0.4560631617526429
JUN,human_RU1065,6,2,0.0,0.3298129326161974,0.4560631617526429
JUNB,human_RU1065,3,3,0.0,0.4466370764813837,0.4560631617526429
JUND,human_RU1065,1,2,1.0,0.06135306208911152,0.4560631617526429
KMT2A,human_RU1065,7,3,0.0,0.565429974509409,0.4560631617526429
LMX1B,human_RU1065,4,5,0.47368421052631576,0.14699837727254078,0.4560631617526429
MEIS2,human_RU1065,4,4,0.0,0.32281822602807625,0.4560631617526429
NCAM1,human_RU1065,7,4,0.841726618705036,0.21382491636876066,0.4560631617526429
NFATC2,human_RU1065,3,6,0.27218934911242604,0.25524209839956996,0.4560631617526429
NFIA,human_RU1065,7,3,1.0,0.0724086504051731,0.4560631617526429
NFIB,human_RU1065,8,7,0.32456140350877194,0.24349575038554733,0.4560631617526429
NFIX,human_RU1065,5,2,0.0,0.6772280069147453,0.4560631617526429
NFKB1,human_RU1065,4,3,0.8159509202453987,0.08759204888202356,0.4560631617526429
NFYC,human_RU1065,1,2,1.0,0.0632483099500906,0.4560631617526429
NR6A1,human_RU1065,1,2,1.0,0.04973243134603419,0.4560631617526429
PBX1,human_RU1065,4,3,0.0,0.1810068808141555,0.4560631617526429
PKNOX2,human_RU1065,5,4,0.5302013422818792,0.12071604648006258,0.4560631617526429
PROX1,human_RU1065,2,3,1.0,0.023621165369864958,0.4560631617526429
RBPJ,human_RU1065,1,2,1.0,0.03591855477107118,0.4560631617526429
REST,human_RU1065,3,4,0.24242424242424243,0.40828449381074994,0.4560631617526429
RORA_RORB,human_RU1065,5,3,1.0,0.058212126340185674,0.4560631617526429
RUNX1,human_RU1065,7,2,1.0,0.0068383824760004895,0.4560631617526429
SIX1,human_RU1065,5,2,0.5540540540540541,0.30791914926569136,0.4560631617526429
SIX4,human_RU1065,8,5,0.2986111111111111,0.19165872146881566,0.4560631617526429
SMAD3,human_RU1065,5,3,0.38064516129032255,0.17279725318009354,0.4560631617526429
SOX11,human_RU1065,4,5,0.573170731707317,0.25235337247533224,0.4560631617526429
SOX9,human_RU1065,1,2,1.0,0.06403337276778583,0.4560631617526429
STAT1,human_RU1065,1,2,1.0,0.07757281310855853,0.4560631617526429
STAT2,human_RU1065,5,4,0.632258064516129,0.28678500735734963,0.4560631617526429
TBX15,human_RU1065,6,2,1.0,0.07484537182056691,0.4560631617526429
TCF4,human_RU1065,1,2,1.0,0.0619872418286206,0.4560631617526429
TCF7L1,human_RU1065,6,3,0.0,0.3512492495970241,0.4560631617526429
TCF7L2,human_RU1065,5,4,0.07534246575342465,0.5976638077719273,0.4560631617526429
TEAD1,human_RU1065,6,2,1.0,0.04371824054913108,0.4560631617526429
TFDP1,human_RU1065,1,2,1.0,0.05381337426300313,0.4560631617526429
THRB,human_RU1065,1,2,0.0,0.3250752188826477,0.4560631617526429
ZBTB20,human_RU1065,7,4,1.0,0.056058208292735605,0.4560631617526429
ZEB1,human_RU1065,1,2,1.0,0.07310112175322027,0.4560631617526429
ASCL1,human_RU1322,6,41,0.24189776144336786,0.4064950164372684,0.09749170510337325
BACH1,human_RU1322,5,31,0.6641887524240465,0.16075614457590567,0.09749170510337325
BACH2,human_RU1322,3,8,0.3857327307940607,0.1951970295822272,0.09749170510337325
CREB1,human_RU1322,1,2,1.0,0.02277221177915762,0.09749170510337325
CUX2,human_RU1322,7,50,0.5055611729019212,0.2063231909659597,0.09749170510337325
EGR1,human_RU1322,7,50,0.41793056959892144,0.19071977201407922,0.09749170510337325
EHF,human_RU1322,2,4,0.27275661717236926,0.25085561783746013,0.09749170510337325
EPCAM,human_RU1322,6,45,0.514792899408284,0.21870912958473032,0.09749170510337325
ESR1,human_RU1322,1,2,1.0,0.084241088522217,0.09749170510337325
ETS1,human_RU1322,4,15,0.3072445019404916,0.30277860477652413,0.09749170510337325
FOS,human_RU1322,8,61,0.2750177430801987,0.3033501691184603,0.09749170510337325
FOXO3,human_RU1322,4,16,0.43511943189154295,0.19034623193826722,0.09749170510337325
GRHL2,human_RU1322,4,16,0.3114912846998063,0.31975341013328756,0.09749170510337325
HES1,human_RU1322,5,29,0.6891628812459442,0.13883638674541363,0.09749170510337325
HSF2,human_RU1322,6,37,0.11776447105788423,0.37544300238788253,0.09749170510337325
ICAM1,human_RU1322,6,41,0.09836065573770492,0.42796893149560866,0.09749170510337325
JUN,human_RU1322,6,41,0.3376322751322751,0.3135543646388776,0.09749170510337325
JUNB,human_RU1322,3,8,0.05971594577146546,0.3383639461745144,0.09749170510337325
JUND,human_RU1322,1,2,1.0,0.034870871137039836,0.09749170510337325
KMT2A,human_RU1322,7,57,0.3386821440764766,0.3802146769641354,0.09749170510337325
LMX1B,human_RU1322,4,16,0.30858618463524856,0.2783707058234733,0.09749170510337325
MEIS2,human_RU1322,4,16,0.08037443511943189,0.445302882914344,0.09749170510337325
NCAM1,human_RU1322,7,49,0.20385674931129477,0.378113827668481,0.09749170510337325
NFATC2,human_RU1322,3,8,0.7285345384118787,0.08992489998506721,0.09749170510337325
NFIA,human_RU1322,7,51,0.20006680026720106,0.4402443898882584,0.09749170510337325
NFIB,human_RU1322,8,63,0.33938100320170755,0.26607106357278654,0.09749170510337325
NFIX,human_RU1322,5,29,0.14064015518913675,0.46314461443619187,0.09749170510337325
NFKB1,human_RU1322,4,16,0.28211749515816653,0.28737376943389303,0.09749170510337325
NFYC,human_RU1322,1,2,1.0,0.022174999871311857,0.09749170510337325
NR6A1,human_RU1322,1,2,1.0,0.003555742415633975,0.09749170510337325
PBX1,human_RU1322,4,16,0.2972885732730794,0.24645120832874956,0.09749170510337325
PKNOX2,human_RU1322,5,28,0.20977662674004532,0.4217591444496292,0.09749170510337325
PROX1,human_RU1322,2,4,0.0,0.34382857722249827,0.09749170510337325
RBPJ,human_RU1322,1,2,1.0,0.007992715699232147,0.09749170510337325
REST,human_RU1322,3,8,0.3218205293737895,0.23110506946209325,0.09749170510337325
RORA_RORB,human_RU1322,5,28,0.5081116158338741,0.20478387694711525,0.09749170510337325
RUNX1,human_RU1322,7,44,0.3050789293067948,0.25380695032176015,0.09749170510337325
SIX1,human_RU1322,5,26,0.23466407010710807,0.31747331227479914,0.09749170510337325
SIX4,human_RU1322,8,71,0.34825174825174826,0.33648510526158376,0.09749170510337325
SMAD3,human_RU1322,5,27,0.39896373056994816,0.2334238462207516,0.09749170510337325
SOX11,human_RU1322,4,16,0.3198837959974177,0.23906389272719067,0.09749170510337325
SOX9,human_RU1322,1,2,1.0,0.03224510626526046,0.09749170510337325
STAT1,human_RU1322,1,2,1.0,0.043183493540566734,0.09749170510337325
STAT2,human_RU1322,5,27,0.28134158254640185,0.29728870543982217,0.09749170510337325
TBX15,human_RU1322,6,42,0.11704582921200132,0.317290095702146,0.09749170510337325
TCF4,human_RU1322,1,2,1.0,0.018388842507733413,0.09749170510337325
TCF7L1,human_RU1322,6,45,0.197708674304419,0.4015688503338936,0.09749170510337325
TCF7L2,human_RU1322,5,30,0.053057263021675835,0.482189076601905,0.09749170510337325
TEAD1,human_RU1322,6,47,0.549185667752443,0.18807486353266614,0.09749170510337325
TFDP1,human_RU1322,1,2,1.0,0.016824615158003264,0.09749170510337325
THRB,human_RU1322,1,2,0.0,0.3085116662918981,0.09749170510337325
ZBTB20,human_RU1322,7,55,0.5988896599583623,0.17642950374464508,0.09749170510337325
ZEB1,human_RU1322,1,2,1.0,0.04829629700591684,0.09749170510337325
ASCL1,human_RU1231,6,43,0.2612704918032787,0.28333882000508526,0.1401053005438147
BACH1,human_RU1231,5,31,0.17611336032388664,0.30231959293065347,0.1401053005438147
BACH2,human_RU1231,3,8,0.2535410764872521,0.19436910308354932,0.1401053005438147
CREB1,human_RU1231,1,2,1.0,0.0246548649208354,0.1401053005438147
CUX2,human_RU1231,7,63,0.4262734584450402,0.25633930651487774,0.1401053005438147
EGR1,human_RU1231,7,63,0.3503815219632914,0.30873905490958853,0.1401053005438147
EHF,human_RU1231,2,4,0.0,0.4744832696255216,0.1401053005438147
EPCAM,human_RU1231,6,39,0.27974605775138234,0.2725077744422032,0.1401053005438147
ESR1,human_RU1231,1,2,1.0,0.06971570211063643,0.1401053005438147
ETS1,human_RU1231,4,16,0.43160663698907326,0.2969443095869651,0.1401053005438147
FOS,human_RU1231,8,66,0.3132659643087508,0.2637382413353528,0.1401053005438147
FOXO3,human_RU1231,4,16,0.21934439498178876,0.4129797726311972,0.1401053005438147
GRHL2,human_RU1231,4,16,0.2679077296641036,0.3401671093667897,0.1401053005438147
HES1,human_RU1231,5,28,0.4668564457096381,0.16348149563523923,0.1401053005438147
HSF2,human_RU1231,6,51,0.3096063634509484,0.2703740576516862,0.1401053005438147
ICAM1,human_RU1231,6,48,0.48089887640449436,0.23286167252972817,0.1401053005438147
JUN,human_RU1231,6,43,0.4421074127016541,0.1934731882339511,0.1401053005438147
JUNB,human_RU1231,3,8,0.24686361796843384,0.25596166080216143,0.1401053005438147
JUND,human_RU1231,1,2,1.0,0.032654550506214616,0.1401053005438147
KMT2A,human_RU1231,7,51,0.12747344303270153,0.39027870880753956,0.1401053005438147
LMX1B,human_RU1231,4,15,0.2815730792621123,0.3469535374931884,0.1401053005438147
MEIS2,human_RU1231,4,16,0.339133953864832,0.27670259752991094,0.1401053005438147
NCAM1,human_RU1231,7,69,0.4163027656477438,0.22884329170244128,0.1401053005438147
NFATC2,human_RU1231,3,8,0.4170376365843788,0.25504814667408715,0.1401053005438147
NFIA,human_RU1231,7,63,0.3912497383294955,0.23972648002148556,0.1401053005438147
NFIB,human_RU1231,8,85,0.3117773019271949,0.2605819346633148,0.1401053005438147
NFIX,human_RU1231,5,26,0.1877285656237302,0.3600398259921714,0.1401053005438147
NFKB1,human_RU1231,4,16,0.3737353298259814,0.2893673394020677,0.1401053005438147
NFYC,human_RU1231,1,2,1.0,0.007602728557890668,0.1401053005438147
NR6A1,human_RU1231,1,2,1.0,0.010506432603169953,0.1401053005438147
PBX1,human_RU1231,4,16,0.09348441926345609,0.36651448824559685,0.1401053005438147
PKNOX2,human_RU1231,5,25,0.5696613263029812,0.21231013155778292,0.1401053005438147
PROX1,human_RU1231,2,4,0.2919870497774181,0.36054085376608835,0.1401053005438147
RBPJ,human_RU1231,1,2,1.0,0.009424163260139928,0.1401053005438147
REST,human_RU1231,3,8,0.5323755564548766,0.20642517131784088,0.1401053005438147
RORA_RORB,human_RU1231,5,25,0.20271915584415584,0.5021978037671004,0.1401053005438147
RUNX1,human_RU1231,7,60,0.1628344481605351,0.3111365239570085,0.1401053005438147
SIX1,human_RU1231,5,28,0.2954775907523829,0.33380562322189844,0.1401053005438147
SIX4,human_RU1231,8,85,0.3221577476896626,0.25068616416249695,0.1401053005438147
SMAD3,human_RU1231,5,31,0.31666329216440575,0.29400414374402056,0.1401053005438147
SOX11,human_RU1231,4,16,0.26972885471469044,0.25102525040978774,0.1401053005438147
SOX9,human_RU1231,1,2,1.0,0.026577812866727363,0.1401053005438147
STAT1,human_RU1231,1,2,1.0,0.035250745406969944,0.1401053005438147
STAT2,human_RU1231,5,28,0.37342799188640974,0.24131964785571353,0.1401053005438147
TBX15,human_RU1231,6,40,0.15413146507315062,0.4499013730133176,0.1401053005438147
TCF4,human_RU1231,1,2,1.0,0.012828423093133215,0.1401053005438147
TCF7L1,human_RU1231,6,44,0.3336732612686111,0.2826766337556365,0.1401053005438147
TCF7L2,human_RU1231,5,30,0.3933062880324544,0.3295189037368341,0.1401053005438147
TEAD1,human_RU1231,6,46,0.6561289006730573,0.1371927412090664,0.1401053005438147
TFDP1,human_RU1231,1,2,1.0,0.019638014891989245,0.1401053005438147
THRB,human_RU1231,1,2,0.5289356535815459,0.20310873961432416,0.1401053005438147
ZBTB20,human_RU1231,7,61,0.5618212197159566,0.17574960415543647,0.1401053005438147
ZEB1,human_RU1231,1,2,1.0,0.037862938606797306,0.1401053005438147
