gene,sample,n_regulators,n_well_populated_leaves,transferability,mean_abs_residual,sample_mean_r2
ETS1,allograft_2L,4,13,0.38203309692671394,0.2478301999303475,0.2789601253201466
FOS,allograft_2L,8,44,0.07609921082299888,0.3570717890953146,0.2789601253201466
FOXO3,allograft_2L,4,16,0.42023529411764704,0.22024662421187052,0.2789601253201466
GRHL2,allograft_2L,4,15,0.793022159358793,0.11682826028670237,0.2789601253201466
HES1,allograft_2L,5,24,0.34272076372315036,0.242258387404568,0.2789601253201466
HSF2,allograft_2L,6,26,0.4337231968810916,0.20504559940418332,0.2789601253201466
ICAM1,allograft_2L,6,29,0.2993062438057483,0.2583899018076865,0.2789601253201466
JUN,allograft_2L,6,24,0.6570871894788115,0.1667181931624242,0.2789601253201466
JUNB,allograft_2L,3,8,0.2842352941176471,0.30187805409253343,0.2789601253201466
JUND,allograft_2L,1,2,1.0,0.04176546668916841,0.2789601253201466
KMT2A,allograft_2L,7,43,0.10900945744151319,0.45233751649988424,0.2789601253201466
LMX1B,allograft_2L,4,15,0.3668555240793201,0.297706474983241,0.2789601253201466
MEIS2,allograft_2L,4,16,0.26494117647058824,0.33593445710997577,0.2789601253201466
NCAM1,allograft_2L,7,35,0.4324596774193548,0.28034709985702977,0.2789601253201466
NFATC2,allograft_2L,3,8,0.5581176470588235,0.20700350290532296,0.2789601253201466
NFIA,allograft_2L,7,36,0.5648854961832062,0.22772387650076395,0.2789601253201466
NFIB,allograft_2L,8,45,0.6562841530054645,0.14745334229928214,0.2789601253201466
NFIX,allograft_2L,5,25,0.2119047619047619,0.48519062309875094,0.2789601253201466
NFKB1,allograft_2L,4,14,0.3647502356267672,0.2477424698415831,0.2789601253201466
NFYC,allograft_2L,1,2,1.0,0.03197958313357948,0.2789601253201466
NR6A1,allograft_2L,1,2,1.0,0.006662255052750854,0.2789601253201466
PBX1,allograft_2L,4,14,0.5711592836946278,0.19845897581793484,0.2789601253201466
PKNOX2,allograft_2L,5,26,0.4301330798479088,0.31939305947885666,0.2789601253201466
PROX1,allograft_2L,2,4,0.9204705882352942,0.10841840012850754,0.2789601253201466
RBPJ,allograft_2L,1,2,1.0,0.005847164197747058,0.2789601253201466
REST,allograft_2L,3,8,0.1251764705882353,0.3843640124110548,0.2789601253201466
RORA_RORB,allograft_2L,5,24,0.5345402572653645,0.23799623347876617,0.2789601253201466
RUNX1,allograft_2L,7,40,0.3047962867457452,0.2757171804205194,0.2789601253201466
SIX1,allograft_2L,5,24,0.49282982791587,0.22934684565857927,0.2789601253201466
SIX4,allograft_2L,8,42,0.5431309904153354,0.14664284550445694,0.2789601253201466
SMAD3,allograft_2L,5,28,0.15664931377188832,0.43207495150725533,0.2789601253201466
SOX11,allograft_2L,4,14,0.7183231276495525,0.20372755403647788,0.2789601253201466
SOX9,allograft_2L,1,2,1.0,0.04321079123682537,0.2789601253201466
STAT1,allograft_2L,1,2,1.0,0.041249838876662594,0.2789601253201466
STAT2,allograft_2L,5,24,0.505938242280285,0.1807297002376253,0.2789601253201466
TBX15,allograft_2L,6,25,0.6633216256899147,0.2140070849946224,0.2789601253201466
TCF4,allograft_2L,1,2,1.0,0.010237671576983895,0.2789601253201466
TCF7L1,allograft_2L,6,38,0.4408759124087591,0.2620537721785543,0.2789601253201466
TCF7L2,allograft_2L,5,20,0.14820143884892087,0.41901343082949893,0.2789601253201466
TEAD1,allograft_2L,6,34,0.8834622823984526,0.06850742171400552,0.2789601253201466
TFDP1,allograft_2L,1,2,1.0,0.021333124291636262,0.2789601253201466
THRB,allograft_2L,1,2,0.45647058823529413,0.14516464699975182,0.2789601253201466
ZBTB20,allograft_2L,7,38,0.4163754368447329,0.22564954040436597,0.2789601253201466
ZEB1,allograft_2L,1,2,1.0,0.030196728676262538,0.2789601253201466
ASCL1,allograft_mt4Rf,6,46,0.3407258064516129,0.2548470855251819,0.23680429512579726
BACH1,allograft_mt4Rf,5,31,0.6225758329189458,0.1461664291908228,0.23680429512579726
BACH2,allograft_mt4Rf,3,8,0.10581222056631892,0.25398241862786586,0.23680429512579726
CREB1,allograft_mt4Rf,1,2,1.0,0.01433035799235225,0.23680429512579726
CUX2,allograft_mt4Rf,7,69,0.5506721820062047,0.2056875011295201,0.23680429512579726
EGR1,allograft_mt4Rf,7,69,0.5876421923474664,0.18875052638397088,0.23680429512579726
EHF,allograft_mt4Rf,2,4,0.13760556383507203,0.3900269256736873,0.23680429512579726
EPCAM,allograft_mt4Rf,6,51,0.49061796347260445,0.3327463236334721,0.23680429512579726
ESR1,allograft_mt4Rf,1,2,1.0,0.044045726113025555,0.23680429512579726
ETS1,allograft_mt4Rf,4,16,0.15424739195231,0.3780708305340572,0.23680429512579726
FOS,allograft_mt4Rf,8,61,0.11927097292950951,0.32846438930983274,0.23680429512579726
FOXO3,allograft_mt4Rf,4,15,0.037055458841084306,0.2893910613712243,0.23680429512579726
GRHL2,allograft_mt4Rf,4,16,0.39716840536512665,0.2757501038984359,0.23680429512579726
HES1,allograft_mt4Rf,5,29,0.20344053851907254,0.27593610258437146,0.23680429512579726
HSF2,allograft_mt4Rf,6,41,0.7350557244174265,0.1487255075875789,0.23680429512579726
ICAM1,allograft_mt4Rf,6,46,0.1850164515312579,0.3242383093518571,0.23680429512579726
JUN,allograft_mt4Rf,6,39,0.6837585248800202,0.13900439961188243,0.23680429512579726
JUNB,allograft_mt4Rf,3,8,0.14307004470938897,0.34845637994413636,0.23680429512579726
JUND,allograft_mt4Rf,1,2,1.0,0.03245299382667351,0.23680429512579726
KMT2A,allograft_mt4Rf,7,57,0.2026127049180328,0.45217055977774623,0.23680429512579726
LMX1B,allograft_mt4Rf,4,16,0.41306507699950323,0.3091021358642295,0.23680429512579726
MEIS2,allograft_mt4Rf,4,16,0.12021857923497267,0.3278470903508876,0.23680429512579726
NCAM1,allograft_mt4Rf,7,67,0.5827282157676349,0.21785771266730997,0.23680429512579726
NFATC2,allograft_mt4Rf,3,8,0.410829607550919,0.28317319378661854,0.23680429512579726
NFIA,allograft_mt4Rf,7,62,0.2083766909469303,0.26588155065935654,0.23680429512579726
NFIB,allograft_mt4Rf,8,70,0.6371822033898306,0.15811194773987156,0.23680429512579726
NFIX,allograft_mt4Rf,5,28,0.2389513108614232,0.38485451601101206,0.23680429512579726
NFKB1,allograft_mt4Rf,4,16,0.3211624441132638,0.2647388545523455,0.23680429512579726
NFYC,allograft_mt4Rf,1,2,1.0,0.010256081320922376,0.23680429512579726
NR6A1,allograft_mt4Rf,1,2,1.0,0.0122628711627755,0.23680429512579726
PBX1,allograft_mt4Rf,4,16,0.2414307004470939,0.26143706559145347,0.23680429512579726
PKNOX2,allograft_mt4Rf,5,25,0.36422845691382766,0.25862771226503517,0.23680429512579726
PROX1,allograft_mt4Rf,2,4,0.8154495777446598,0.11778336244278385,0.23680429512579726
RBPJ,allograft_mt4Rf,1,2,1.0,0.016936857182896826,0.23680429512579726
REST,allograft_mt4Rf,3,8,0.08420268256333831,0.423232586888577,0.23680429512579726
RORA_RORB,allograft_mt4Rf,5,29,0.4798206278026906,0.31827123912987126,0.23680429512579726
RUNX1,allograft_mt4Rf,7,52,0.5255681818181818,0.22105090825820808,0.23680429512579726
SIX1,allograft_mt4Rf,5,31,0.4301717699775952,0.26255320833744894,0.23680429512579726
SIX4,allograft_mt4Rf,8,64,0.5244755244755245,0.17700176296353679,0.23680429512579726
SMAD3,allograft_mt4Rf,5,26,0.168671679197995,0.3103998094325451,0.23680429512579726
SOX11,allograft_mt4Rf,4,15,0.2390547263681592,0.29958270959983846,0.23680429512579726
SOX9,allograft_mt4Rf,1,2,1.0,0.029214572010516516,0.23680429512579726
STAT1,allograft_mt4Rf,1,2,1.0,0.042471029278278644,0.23680429512579726
STAT2,allograft_mt4Rf,5,26,0.6390072699924794,0.14786604991896427,0.23680429512579726
TBX15,allograft_mt4Rf,6,41,0.18886380737396538,0.30696551515527803,0.23680429512579726
TCF4,allograft_mt4Rf,1,2,1.0,0.012865188449799714,0.23680429512579726
TCF7L1,allograft_mt4Rf,6,44,0.2760798181358929,0.2458185141969525,0.23680429512579726
TCF7L2,allograft_mt4Rf,5,30,0.3395615346287992,0.33010100435819645,0.23680429512579726
TEAD1,allograft_mt4Rf,6,44,0.6226798881261124,0.16332101739725507,0.23680429512579726
TFDP1,allograft_mt4Rf,1,2,1.0,0.027041846559678107,0.23680429512579726
THRB,allograft_mt4Rf,1,2,1.0,0.1092779819903889,0.23680429512579726
ZBTB20,allograft_mt4Rf,7,58,0.3668915412558381,0.2555056219715774,0.23680429512579726
ZEB1,allograft_mt4Rf,1,2,1.0,0.024498269449061978,0.23680429512579726
ASCL1,allograft_TKO-luc,6,23,0.7342606149341142,0.11362026250156257,0.5498306292431346
BACH1,allograft_TKO-luc,5,20,0.20267314702308628,0.3669777003867071,0.5498306292431346
BACH2,allograft_TKO-luc,3,8,0.47009165460685,0.11039251548002907,0.5498306292431346
CREB1,allograft_TKO-luc,1,2,1.0,0.012421413685092189,0.5498306292431346
CUX2,allograft_TKO-luc,7,27,0.8725079990155058,0.10994638879087282,0.5498306292431346
EGR1,allograft_TKO-luc,7,27,0.6874230863893674,0.1368986478051566,0.5498306292431346
EHF,allograft_TKO-luc,2,4,0.2819585142305837,0.2639699306870392,0.5498306292431346
EPCAM,allograft_TKO-luc,6,26,0.45093228655544654,0.22551915068891695,0.5498306292431346
ESR1,allograft_TKO-luc,1,2,1.0,0.04627954930255584,0.5498306292431346
ETS1,allograft_TKO-luc,4,16,0.681379643029426,0.15773839227190878,0.5498306292431346
FOS,allograft_TKO-luc,8,28,0.5608782435129741,0.22992421406609612,0.5498306292431346
FOXO3,allograft_TKO-luc,4,12,0.2559768171939145,0.24159357274597135,0.5498306292431346
GRHL2,allograft_TKO-luc,4,12,0.671584038694075,0.1355641237439874,0.5498306292431346
HES1,allograft_TKO-luc,5,18,0.5601549261679981,0.15490062782775368,0.5498306292431346
HSF2,allograft_TKO-luc,6,26,0.8786069651741294,0.08089194238151666,0.5498306292431346
ICAM1,allograft_TKO-luc,6,24,0.6725018234865062,0.11513874583283748,0.5498306292431346
JUN,allograft_TKO-luc,6,27,0.13603297769156159,0.4748588373592968,0.5498306292431346
JUNB,allograft_TKO-luc,3,8,0.21177038109020743,0.1696031833554208,0.5498306292431346
JUND,allograft_TKO-luc,1,2,1.0,0.04987026606828521,0.5498306292431346
KMT2A,allograft_TKO-luc,7,27,0.23940886699507388,0.2838303783984666,0.5498306292431346
LMX1B,allograft_TKO-luc,4,12,0.6997105643994211,0.10496672446322544,0.5498306292431346
MEIS2,allograft_TKO-luc,4,8,0.8642303969022265,0.07010863795532635,0.5498306292431346
NCAM1,allograft_TKO-luc,7,27,0.7421836228287841,0.10314820364156861,0.5498306292431346
NFATC2,allograft_TKO-luc,3,7,0.9126869271587071,0.09201134216331207,0.5498306292431346
NFIA,allograft_TKO-luc,7,31,0.5866831072749692,0.16696874932138,0.5498306292431346
NFIB,allograft_TKO-luc,8,39,0.8956413449564135,0.06707696995345099,0.5498306292431346
NFIX,allograft_TKO-luc,5,16,0.016755706653715396,0.3183833128972421,0.5498306292431346
NFKB1,allograft_TKO-luc,4,12,0.1544970986460348,0.5122665182779792,0.5498306292431346
NFYC,allograft_TKO-luc,1,2,1.0,0.02235649677616933,0.5498306292431346
NR6A1,allograft_TKO-luc,1,2,1.0,0.03865122942578683,0.5498306292431346
PBX1,allograft_TKO-luc,4,12,0.355174081237911,0.2787724687278724,0.5498306292431346
PKNOX2,allograft_TKO-luc,5,16,0.8165938864628821,0.09038304310645587,0.5498306292431346
PROX1,allograft_TKO-luc,2,4,0.9425952725518573,0.06199243460620011,0.5498306292431346
RBPJ,allograft_TKO-luc,1,2,1.0,0.005699721338286161,0.5498306292431346
REST,allograft_TKO-luc,3,8,0.773757838880849,0.14068661131933818,0.5498306292431346
RORA_RORB,allograft_TKO-luc,5,18,0.8840368753032508,0.07577535107604097,0.5498306292431346
RUNX1,allograft_TKO-luc,7,37,0.5137888198757764,0.22224443822005663,0.5498306292431346
SIX1,allograft_TKO-luc,5,13,0.9582726831635129,0.033727672086187294,0.5498306292431346
SIX4,allograft_TKO-luc,8,28,0.7942336126170527,0.07734872314061583,0.5498306292431346
SMAD3,allograft_TKO-luc,5,14,0.8802032913843175,0.11786934301295658,0.5498306292431346
SOX11,allograft_TKO-luc,4,16,0.42281717317896766,0.23399075498593114,0.5498306292431346
SOX9,allograft_TKO-luc,1,2,1.0,0.03438043419218498,0.5498306292431346
STAT1,allograft_TKO-luc,1,2,1.0,0.03296563332473855,0.5498306292431346
STAT2,allograft_TKO-luc,5,16,0.7485436893203884,0.13652402916619538,0.5498306292431346
TBX15,allograft_TKO-luc,6,28,0.7685365853658537,0.08762046629686791,0.5498306292431346
TCF4,allograft_TKO-luc,1,2,1.0,0.05416603904982162,0.5498306292431346
TCF7L1,allograft_TKO-luc,6,18,0.40004863813229574,0.20022579032310953,0.5498306292431346
TCF7L2,allograft_TKO-luc,5,15,0.7529126213592233,0.07290510509146617,0.5498306292431346
TEAD1,allograft_TKO-luc,6,27,0.5705190989226249,0.14120375337274726,0.5498306292431346
TFDP1,allograft_TKO-luc,1,2,1.0,0.03317825138347786,0.5498306292431346
THRB,allograft_TKO-luc,1,2,1.0,0.06527197264665092,0.5498306292431346
ZBTB20,allograft_TKO-luc,7,35,0.5961585816301403,0.20127283399718257,0.5498306292431346
ZEB1,allograft_TKO-luc,1,2,1.0,0.029590999670896564,0.5498306292431346
ASCL1,allograft_mt4,6,43,0.2891007472300953,0.3161161564926195,0.24106770302772618
BACH1,allograft_mt4,5,31,0.6090816844241502,0.1421163090251255,0.24106770302772618
BACH2,allograft_mt4,3,8,0.5685678073510773,0.22991536135114998,0.24106770302772618
CREB1,allograft_mt4,1,2,1.0,0.017528668923414075,0.24106770302772618
CUX2,allograft_mt4,7,58,0.3958779443254818,0.2753423811386105,0.24106770302772618
EGR1,allograft_mt4,7,58,0.5152569593147751,0.21035850407434192,0.24106770302772618
EHF,allograft_mt4,2,4,0.0,0.25869010171534473,0.24106770302772618
EPCAM,allograft_mt4,6,45,0.3869889431730522,0.2985556283213652,0.24106770302772618
ESR1,allograft_mt4,1,2,1.0,0.04064208350287946,0.24106770302772618
ETS1,allograft_mt4,4,16,0.29581749049429656,0.3713326932727084,0.24106770302772618
FOS,allograft_mt4,8,59,0.27406789092932665,0.2880432375332759,0.24106770302772618
FOXO3,allograft_mt4,4,15,0.4255642911488714,0.29961766446646937,0.24106770302772618
GRHL2,allograft_mt4,4,16,0.4403041825095057,0.2503720706693033,0.24106770302772618
HES1,allograft_mt4,5,29,0.41118170266836085,0.2989128038675485,0.24106770302772618
HSF2,allograft_mt4,6,39,0.2668219461697723,0.24913931450984325,0.24106770302772618
ICAM1,allograft_mt4,6,46,0.33610173890474954,0.2886908025587628,0.24106770302772618
JUN,allograft_mt4,6,35,0.4022633744855967,0.21951880917557792,0.24106770302772618
JUNB,allograft_mt4,3,8,0.13307984790874525,0.27784542603072104,0.24106770302772618
JUND,allograft_mt4,1,2,1.0,0.03644053312763866,0.24106770302772618
KMT2A,allograft_mt4,7,63,0.15270164447924825,0.4387948175156529,0.24106770302772618
LMX1B,allograft_mt4,4,16,0.3685678073510773,0.21008631713111667,0.24106770302772618
MEIS2,allograft_mt4,4,16,0.17465145754119138,0.3526431124915727,0.24106770302772618
NCAM1,allograft_mt4,7,68,0.3943100239298059,0.22092387824717225,0.24106770302772618
NFATC2,allograft_mt4,3,8,0.5726235741444867,0.20313011025566496,0.24106770302772618
NFIA,allograft_mt4,7,63,0.40644820295983086,0.2465799809722679,0.24106770302772618
NFIB,allograft_mt4,8,77,0.5572207084468664,0.17785489546822186,0.24106770302772618
NFIX,allograft_mt4,5,30,0.3142639206712433,0.40072699420580443,0.24106770302772618
NFKB1,allograft_mt4,4,16,0.048669201520912544,0.36462765891875387,0.24106770302772618
NFYC,allograft_mt4,1,2,1.0,0.009257060550488035,0.24106770302772618
NR6A1,allograft_mt4,1,2,1.0,0.014820025709362387,0.24106770302772618
PBX1,allograft_mt4,4,16,0.3683143219264892,0.23279477111951902,0.24106770302772618
PKNOX2,allograft_mt4,5,28,0.6005089058524173,0.20962462881435015,0.24106770302772618
PROX1,allograft_mt4,2,4,0.8005069708491762,0.09296747965445497,0.24106770302772618
RBPJ,allograft_mt4,1,2,1.0,0.025156616079849592,0.24106770302772618
REST,allograft_mt4,3,8,0.061596958174904945,0.392775136422971,0.24106770302772618
RORA_RORB,allograft_mt4,5,30,0.45244737509510524,0.27935333076035435,0.24106770302772618
RUNX1,allograft_mt4,7,50,0.6328207847295865,0.1804721123881067,0.24106770302772618
SIX1,allograft_mt4,5,31,0.36589698046181174,0.27779621489868717,0.24106770302772618
SIX4,allograft_mt4,8,68,0.47417582417582416,0.17363075744724193,0.24106770302772618
SMAD3,allograft_mt4,5,27,0.39658685685175754,0.27172767315507174,0.24106770302772618
SOX11,allograft_mt4,4,16,0.06768060836501902,0.41245975095214044,0.24106770302772618
SOX9,allograft_mt4,1,2,1.0,0.031294697452656346,0.24106770302772618
STAT1,allograft_mt4,1,2,1.0,0.03827756522180981,0.24106770302772618
STAT2,allograft_mt4,5,28,0.5838635785187071,0.15477514144896076,0.24106770302772618
TBX15,allograft_mt4,6,44,0.506033376123235,0.22884729965386053,0.24106770302772618
TCF4,allograft_mt4,1,2,1.0,0.01544308852344901,0.24106770302772618
TCF7L1,allograft_mt4,6,48,0.42024145902902643,0.2336522696831728,0.24106770302772618
TCF7L2,allograft_mt4,5,30,0.3788378584115707,0.3334099464020241,0.24106770302772618
TEAD1,allograft_mt4,6,44,0.6529245039938161,0.15749265755466363,0.24106770302772618
TFDP1,allograft_mt4,1,2,1.0,0.026498118410347896,0.24106770302772618
THRB,allograft_mt4,1,2,0.4679340937896071,0.09947034743038492,0.24106770302772618
ZBTB20,allograft_mt4,7,58,0.2131190727081138,0.3373322221037278,0.24106770302772618
ZEB1,allograft_mt4,1,2,1.0,0.02133039634602026,0.24106770302772618
ASCL1,allograft_5B,6,55,0.069067405355494,0.4420593091188847,0.15193191615347967
BACH1,allograft_5B,5,29,0.3287898323816541,0.2419745890894301,0.15193191615347967
BACH2,allograft_5B,3,8,0.09511568123393316,0.27906619533643745,0.15193191615347967
CREB1,allograft_5B,1,2,1.0,0.02312163268699961,0.15193191615347967
CUX2,allograft_5B,7,76,0.3271732981331322,0.27781614067812516,0.15193191615347967
EGR1,allograft_5B,7,76,0.36488779935885346,0.29895042626877344,0.15193191615347967
EHF,allograft_5B,2,4,0.25211164157179583,0.2250583281109379,0.15193191615347967
EPCAM,allograft_5B,6,56,0.4928690498240415,0.2000309485229968,0.15193191615347967
ESR1,allograft_5B,1,2,1.0,0.0475607380729728,0.15193191615347967
ETS1,allograft_5B,4,14,0.14403973509933773,0.40960388639544026,0.15193191615347967
FOS,allograft_5B,8,92,0.3154647126880062,0.31101707528433264,0.15193191615347967
FOXO3,allograft_5B,4,16,0.5751009915534337,0.24389824175895894,0.15193191615347967
GRHL2,allograft_5B,4,14,0.18753447324875896,0.3322535856168351,0.15193191615347967
HES1,allograft_5B,5,30,0.2622197721425946,0.3005373553736983,0.15193191615347967
HSF2,allograft_5B,6,40,0.17130660727542688,0.5033468618628135,0.15193191615347967
ICAM1,allograft_5B,6,50,0.2099630996309963,0.27383376693975275,0.15193191615347967
JUN,allograft_5B,6,46,0.3241430700447094,0.3466147884186444,0.15193191615347967
JUNB,allograft_5B,3,7,0.26776859504132233,0.24945356186403617,0.15193191615347967
JUND,allograft_5B,1,2,1.0,0.03406242219456941,0.15193191615347967
KMT2A,allograft_5B,7,77,0.25,0.3358164178624477,0.15193191615347967
LMX1B,allograft_5B,4,16,0.3696290855673889,0.2114558352238077,0.15193191615347967
MEIS2,allograft_5B,4,16,0.3018729342636798,0.25887056180070844,0.15193191615347967
NCAM1,allograft_5B,7,55,0.3062857142857143,0.3045884536329615,0.15193191615347967
NFATC2,allograft_5B,3,8,0.07822254865956665,0.26868300773034465,0.15193191615347967
NFIA,allograft_5B,7,55,0.06449771689497717,0.5199165668855837,0.15193191615347967
NFIB,allograft_5B,8,73,0.575279168271082,0.15101398808505304,0.15193191615347967
NFIX,allograft_5B,5,29,0.4888766317337746,0.2364874936590036,0.15193191615347967
NFKB1,allograft_5B,4,16,0.08777084098420859,0.5157960516853436,0.15193191615347967
NFYC,allograft_5B,1,2,1.0,0.018687536769000347,0.15193191615347967
NR6A1,allograft_5B,1,2,1.0,0.007210464627580759,0.15193191615347967
PBX1,allograft_5B,4,16,0.535438854204921,0.21816037618380252,0.15193191615347967
PKNOX2,allograft_5B,5,31,0.6460859977949284,0.15291551608670995,0.15193191615347967
PROX1,allograft_5B,2,4,0.13808299669482188,0.18861675933307764,0.15193191615347967
RBPJ,allograft_5B,1,2,1.0,0.006507172042055758,0.15193191615347967
REST,allograft_5B,3,8,0.26055820785897904,0.28462076765000355,0.15193191615347967
RORA_RORB,allograft_5B,5,28,0.21170839469808542,0.3552893293512771,0.15193191615347967
RUNX1,allograft_5B,7,62,0.5153700189753321,0.2474467360595194,0.15193191615347967
SIX1,allograft_5B,5,32,0.3824825560044069,0.2390735597282832,0.15193191615347967
SIX4,allograft_5B,8,68,0.6783569075760512,0.14414413856393238,0.15193191615347967
SMAD3,allograft_5B,5,30,0.46593001841620624,0.2408540498593218,0.15193191615347967
SOX11,allograft_5B,4,16,0.12082262210796915,0.3187191175210198,0.15193191615347967
SOX9,allograft_5B,1,2,1.0,0.03003733571474779,0.15193191615347967
STAT1,allograft_5B,1,2,1.0,0.03839855647717008,0.15193191615347967
STAT2,allograft_5B,5,26,0.24211690945970865,0.22787301922365685,0.15193191615347967
TBX15,allograft_5B,6,51,0.15780669144981413,0.36015379381058377,0.15193191615347967
TCF4,allograft_5B,1,2,1.0,0.01063382816611163,0.15193191615347967
TCF7L1,allograft_5B,6,51,0.38080207946528033,0.29288207506351066,0.15193191615347967
TCF7L2,allograft_5B,5,26,0.35521947620804134,0.2354076549008822,0.15193191615347967
TEAD1,allograft_5B,6,47,0.7357049729931086,0.10958832749944039,0.15193191615347967
TFDP1,allograft_5B,1,2,1.0,0.028285699173165896,0.15193191615347967
THRB,allograft_5B,1,2,0.0,0.3820339178331453,0.15193191615347967
ZBTB20,allograft_5B,7,70,0.5143993937097385,0.17374550585642504,0.15193191615347967
ZEB1,allograft_5B,1,2,1.0,0.020672367339540944,0.15193191615347967
ASCL1,allograft_mt2,6,22,0.4431927904731252,0.2143577208471079,0.11437624137526792
BACH1,allograft_mt2,5,19,0.6550969355847405,0.14159303039246435,0.11437624137526792
BACH2,allograft_mt2,3,8,0.4661910669975186,0.23508351918421394,0.11437624137526792
CREB1,allograft_mt2,1,2,1.0,0.026116473709997957,0.11437624137526792
CUX2,allograft_mt2,7,42,0.5897273303741281,0.18562542200727272,0.11437624137526792
EGR1,allograft_mt2,7,42,0.2967660114140774,0.314641822444787,0.11437624137526792
EHF,allograft_mt2,2,4,0.211848635235732,0.43993428797577033,0.11437624137526792
EPCAM,allograft_mt2,6,21,0.06967865097041044,0.5557691989248829,0.11437624137526792
ESR1,allograft_mt2,1,2,1.0,0.0411509598003029,0.11437624137526792
ETS1,allograft_mt2,4,12,0.06918043004051107,0.5957543711594729,0.11437624137526792
FOS,allograft_mt2,8,71,0.3583389149363697,0.23165954984008993,0.11437624137526792
FOXO3,allograft_mt2,4,15,0.2513219284603421,0.2481258198250865,0.11437624137526792
GRHL2,allograft_mt2,4,11,0.0,0.7289364738034705,0.11437624137526792
HES1,allograft_mt2,5,24,0.11211460604173155,0.4336003439671432,0.11437624137526792
HSF2,allograft_mt2,6,26,0.4717219589257504,0.2214810127193962,0.11437624137526792
ICAM1,allograft_mt2,6,28,0.39923833703586165,0.21155824918455932,0.11437624137526792
JUN,allograft_mt2,6,19,0.5006349206349207,0.15979114103470216,0.11437624137526792
JUNB,allograft_mt2,3,8,0.3356079404466501,0.1867666385882572,0.11437624137526792
JUND,allograft_mt2,1,2,1.0,0.0333413411365438,0.11437624137526792
KMT2A,allograft_mt2,7,26,0.1642903434867142,0.30869720512425364,0.11437624137526792
LMX1B,allograft_mt2,4,16,0.6650124069478908,0.1423609450962622,0.11437624137526792
MEIS2,allograft_mt2,4,16,0.38864764267990076,0.2866774711688187,0.11437624137526792
NCAM1,allograft_mt2,7,40,0.4701857282502444,0.26760440802883856,0.11437624137526792
NFATC2,allograft_mt2,3,8,0.22053349875930522,0.4624514709083771,0.11437624137526792
NFIA,allograft_mt2,7,20,0.044145873320537425,0.38519956933416255,0.11437624137526792
NFIB,allograft_mt2,8,37,0.08419689119170984,0.572176572014393,0.11437624137526792
NFIX,allograft_mt2,5,21,0.10380622837370242,0.33052954516286703,0.11437624137526792
NFKB1,allograft_mt2,4,13,0.4349984486503258,0.23291693840839164,0.11437624137526792
NFYC,allograft_mt2,1,2,1.0,0.012519383986426002,0.11437624137526792
NR6A1,allograft_mt2,1,2,1.0,0.022439807711153045,0.11437624137526792
PBX1,allograft_mt2,4,13,0.24232081911262798,0.3598855374435711,0.11437624137526792
PKNOX2,allograft_mt2,5,25,0.2803621604745551,0.426242784225928,0.11437624137526792
PROX1,allograft_mt2,2,4,0.08529776674937965,0.3061305630990489,0.11437624137526792
RBPJ,allograft_mt2,1,2,1.0,0.013912958456209943,0.11437624137526792
REST,allograft_mt2,3,8,0.5068238213399504,0.23964735982920793,0.11437624137526792
RORA_RORB,allograft_mt2,5,22,0.2681023720349563,0.3868918374079341,0.11437624137526792
RUNX1,allograft_mt2,7,35,0.5583253435602429,0.20853380694063886,0.11437624137526792
SIX1,allograft_mt2,5,23,0.33686506699906515,0.3736569068610447,0.11437624137526792
SIX4,allograft_mt2,8,58,0.31869220607661825,0.2803576092229761,0.11437624137526792
SMAD3,allograft_mt2,5,26,0.2457838850718301,0.4314394379689755,0.11437624137526792
SOX11,allograft_mt2,4,15,0.2789179104477612,0.3878990310201268,0.11437624137526792
SOX9,allograft_mt2,1,2,1.0,0.029134386123952652,0.11437624137526792
STAT1,allograft_mt2,1,2,1.0,0.08660848558027776,0.11437624137526792
STAT2,allograft_mt2,5,20,0.4726758793969849,0.18345580173326012,0.11437624137526792
TBX15,allograft_mt2,6,23,0.6924305333759182,0.14955643775023142,0.11437624137526792
TCF4,allograft_mt2,1,2,1.0,0.029809708347655877,0.11437624137526792
TCF7L1,allograft_mt2,6,32,0.45957043588123814,0.21224465339925333,0.11437624137526792
TCF7L2,allograft_mt2,5,24,0.16990595611285267,0.3922570173328227,0.11437624137526792
TEAD1,allograft_mt2,6,20,0.8459089461954792,0.12094938425415394,0.11437624137526792
TFDP1,allograft_mt2,1,2,1.0,0.02568549300829396,0.11437624137526792
THRB,allograft_mt2,1,2,0.3576302729528536,0.10462630836993196,0.11437624137526792
ZBTB20,allograft_mt2,7,37,0.2719869706840391,0.4168215922091823,0.11437624137526792
ZEB1,allograft_mt2,1,2,1.0,0.06257931495304211,0.11437624137526792
ASCL1,allograft_1L,6,17,0.5977611940298507,0.19383941952975112,0.35834947094260583
BACH1,allograft_1L,5,14,0.036523009495982466,0.5691980936642502,0.35834947094260583
BACH2,allograft_1L,3,7,0.03125,0.3156804037426517,0.35834947094260583
CREB1,allograft_1L,1,2,1.0,0.036834234176789195,0.35834947094260583
CUX2,allograft_1L,7,14,0.8960843373493976,0.047867070300390654,0.35834947094260583
EGR1,allograft_1L,7,14,0.8471385542168675,0.11568753160881913,0.35834947094260583
EHF,allograft_1L,2,4,0.0,0.6045682973756041,0.35834947094260583
EPCAM,allograft_1L,6,21,0.4118975903614458,0.26791050158687335,0.35834947094260583
ESR1,allograft_1L,1,2,1.0,0.0377012656005633,0.35834947094260583
