"","x_name","y_name","p","median_diff","mean_diff","top_bin_mean","sample_count","metric"
"1","archetype_1","Xkr4",0.957414951235998,NA,NA,NA,420,"wilcoxon_p_val"
"2","archetype_1","Alkal1",0.957414951235998,NA,NA,NA,420,"wilcoxon_p_val"
"3","archetype_1","Rrs1",0.957414951235998,NA,NA,NA,420,"wilcoxon_p_val"
"4","archetype_1","Cpa6",0.957414951235998,NA,NA,NA,420,"wilcoxon_p_val"
"5","archetype_1","Prex2",0.957414951235998,NA,NA,NA,420,"wilcoxon_p_val"
"6","archetype_1","A830018L16Rik",0.957414951235998,NA,NA,NA,420,"wilcoxon_p_val"
"7","archetype_1","Slco5a1",0.957414951235998,NA,NA,NA,420,"wilcoxon_p_val"
"8","archetype_1","Kcnb2",0.957414951235998,NA,NA,NA,420,"wilcoxon_p_val"
"9","archetype_1","4930444P10Rik",0.957414951235998,NA,NA,NA,420,"wilcoxon_p_val"
"10","archetype_1","Rpl7",0.957414951235998,NA,NA,NA,420,"wilcoxon_p_val"
"11","archetype_1","Gm28376",0.957414951235998,NA,NA,NA,420,"wilcoxon_p_val"
"12","archetype_1","Jph1",0.957414951235998,NA,NA,NA,420,"wilcoxon_p_val"
"13","archetype_1","Tfap2d",0.957414951235998,NA,NA,NA,420,"wilcoxon_p_val"
"14","archetype_1","Pkhd1",0.957414951235998,NA,NA,NA,420,"wilcoxon_p_val"
"15","archetype_1","Il17f",0.957414951235998,NA,NA,NA,420,"wilcoxon_p_val"
"16","archetype_1","Efhc1",0.957414951235998,NA,NA,NA,420,"wilcoxon_p_val"
"17","archetype_1","Kcnq5",0.957414951235998,NA,NA,NA,420,"wilcoxon_p_val"
"18","archetype_1","Rims1",0.957414951235998,NA,NA,NA,420,"wilcoxon_p_val"
"19","archetype_1","Ogfrl1",0.957414951235998,NA,NA,NA,420,"wilcoxon_p_val"
"20","archetype_1","B3gat2",0.957414951235998,NA,NA,NA,420,"wilcoxon_p_val"
"21","archetype_1","Adgrb3",0.957414951235998,NA,NA,NA,420,"wilcoxon_p_val"
"22","archetype_1","4931428L18Rik",0.957414951235998,NA,NA,NA,420,"wilcoxon_p_val"
"23","archetype_1","Dst",0.957414951235998,NA,NA,NA,420,"wilcoxon_p_val"
"24","archetype_1","Arhgef4",0.957414951235998,NA,NA,NA,420,"wilcoxon_p_val"
"25","archetype_1","Fam178b",0.957414951235998,NA,NA,NA,420,"wilcoxon_p_val"
"26","archetype_1","Cox5b",0.957414951235998,NA,NA,NA,420,"wilcoxon_p_val"
"27","archetype_1","4933424G06Rik",0.957414951235998,NA,NA,NA,420,"wilcoxon_p_val"
"28","archetype_1","Mrpl30",0.957414951235998,NA,NA,NA,420,"wilcoxon_p_val"
"29","archetype_1","Lyg2",0.957414951235998,NA,NA,NA,420,"wilcoxon_p_val"
"30","archetype_1","Aff3",0.957414951235998,NA,NA,NA,420,"wilcoxon_p_val"
"31","archetype_1","Il18r1",0.957414951235998,NA,NA,NA,420,"wilcoxon_p_val"
"32","archetype_1","AI597479",0.957414951235998,NA,NA,NA,420,"wilcoxon_p_val"
"33","archetype_1","Fhl2",0.957414951235998,NA,NA,NA,420,"wilcoxon_p_val"
