start-state,dist-to-start,attractor
178258602625034,1, 178292962363402
178258602625034,1, 178258606819338
288258356054056,1, 288258356054312
460292996743898,1, 460155557790426
460292996743898,1, 460292996874970
422763304075402,1, 422797663813770
422763304075402,1, 422763304075466
178258741084298,1, 178121302130826
178258741084298,1, 178258606866570
422905306431626,1, 422939666169994
422905306562698,1, 458089678651530
422905306562698,1, 422922486431882
422905306562698,1, 422905306562696
460297291841672,0, 460297291841672
460297291841672,1, 425112919752840
460297291841672,1, 458098268586120
460297291841672,1, 459747536027784
460297291841672,1, 460314471710856
460297291841672,1, 460288701907080
460297291841672,1, 460292996874376
460297291841672,1, 460297023406216
460297291841672,1, 460297308618888
460297291841672,1, 460297296035976
460297291841672,1, 460297292103816
460297291841672,1, 460297291874440
460297291841672,1, 460297291825288
460297291841672,1, 460297291843720
460297291841672,1, 460297291841928
460297291841672,1, 460297291841736
460297291841672,1, 460297291841688
460297291841672,1, 460297291841674
178816952582282,0, 178816952582282
178816952582282,1, 143632580493450
178816952582282,1, 178267196768394
178816952582282,1, 178679513628810
178816952582282,1, 178851312320650
178816952582282,1, 178808362647690
178816952582282,1, 178816684146826
178816952582282,1, 178816969359498
178816952582282,1, 178816950485130
178816952582282,1, 178816952844426
178816952582282,1, 178816952615050
178816952582282,1, 178816952565898
178816952582282,1, 178816952584330
178816952582282,1, 178816952582154
178816952582282,1, 178816952582280
178816952582282,1, 178816952582283
178808358584474,1, 178808356487322
178808358584474,1, 178808358584986
178808358715546,1, 178842718453914
178808358584472,1, 178808356487320
178808358584472,1, 178808358584984
282172049490088,1, 282171915272360
459734651125960,0, 459734651125960
459734651125960,1, 424550279037128
459734651125960,1, 457535627870408
459734651125960,1, 460284406939848
459734651125960,1, 459769010864328
459734651125960,1, 459751830995144
459734651125960,1, 459743241060552
459734651125960,1, 459738946093256
459734651125960,1, 459734382690504
459734651125960,1, 459734667903176
459734651125960,1, 459734651388104
459734651125960,1, 459734650994888
459734651125960,1, 459734651134152
459734651125960,1, 459734651128008
459734651125960,1, 459734651126472
459734651125960,1, 459734651126216
459734651125960,1, 459734651125896
459734651125960,1, 459734651125976
459734651125960,1, 459734651125964
459734651125960,1, 459734651125962
178259674417354,1, 459734651128010
423455062376650,1, 458639434465482
423455062376650,1, 423472242245834
423455062376650,1, 423455062245578
458089678651594,0, 458089678651594
458089678651594,1, 460288701907146
458089678651594,1, 457539922837706
458089678651594,1, 458124038389962
458089678651594,1, 458106858520778
458089678651594,1, 458098268586186
458089678651594,1, 458085383684298
458089678651594,1, 458089410216138
458089678651594,1, 458089695428810
458089678651594,1, 458089678913738
458089678651594,1, 458089678659786
458089678651594,1, 458089678653642
458089678651594,1, 458089678651850
458089678651594,1, 458089678651530
458089678651594,1, 458089678651610
458089678651594,1, 458089678651598
458089678651594,1, 458089678651592
460292996874442,0, 460292996874442
460292996874442,1, 458093973618890
460292996874442,1, 459743241060554
460292996874442,1, 460327356612810
460292996874442,1, 460310176743626
460292996874442,1, 460284406939850
460292996874442,1, 460297291841738
460292996874442,1, 460292728438986
460292996874442,1, 460293013651658
460292996874442,1, 460292997136586
460292996874442,1, 460292996743370
460292996874442,1, 460292996882634
460292996874442,1, 460292996876490
460292996874442,1, 460292996874954
460292996874442,1, 460292996874698
460292996874442,1, 460292996874378
460292996874442,1, 460292996874458
460292996874442,1, 460292996874446
460292996874442,1, 460292996874440
459739013202122,1, 459773372940490
459739013202122,1, 459738946093258
460283333198026,1, 460284406939850
459747536036042,0, 459747536036042
459747536036042,1, 457548512780490
459747536036042,1, 460847047663818
459747536036042,1, 460297291849930
459747536036042,1, 459781895774410
459747536036042,1, 459764715905226
459747536036042,1, 459738946101450
459747536036042,1, 459743241068746
459747536036042,1, 459747267600586
459747536036042,1, 459747552813258
459747536036042,1, 459747536298186
459747536036042,1, 459747536027850
459747536036042,1, 459747536038090
459747536036042,1, 459747536036298
459747536036042,1, 459747536036058
459747536036042,1, 459747536036046
459747536036042,1, 459747536036040
475132108890328,1, 457539922845912
475132108890328,1, 475166468628696
460283333460184,1, 460284407202008
191315438493912,0, 191315438493912
191315438493912,1, 261684182671576
191315438493912,1, 156131066405080
191315438493912,1, 182519345471704
191315438493912,1, 186917391982808
191315438493912,1, 191324028428504
191315438493912,1, 191315170058456
191315438493912,1, 191315455271128
191315438493912,1, 191315439542488
