"","Npas2","Stat4","Stat1","Creb1","Sp100","Pbx1","Prox1","Lmx1b","Nr6a1","Nfe2l2","Ehf","Meis2","Nfatc2","Mecom","Tbx15","Nfkb1","Bach2","Nfib","Jun","Nfia","Nfyc","Prdm16","Cux2","Cux1","Tcf7l1","Pparg","Sox5","Fosb","Tead1","Sox6","Tfdp1","Jund","Nr3c2","Nfix","Junb","Ets1","Pknox2","Kmt2a","Smad3","Tcf12","Esr1","Foxo3","Hsf2","Arid5b","Ascl1","Stat2","Ahr","Six1","Six4","Hif1a","Fos","Rarb","Thrb","Grhl2","Trps1","Zbtb20","Bbx","Bach1","Runx1","Epas1","Zeb1","Egr1","Tcf4","Kdm2a","Rorb","Glis3","Lcor","Tcf7l2"
"Ehf",0.20451207327778,0.0824625721018441,0.103616629251453,0.0690761663263072,0.181654936057818,0.154178474264715,-0.0577593488304922,-0.0623444715934556,0.0856746924754742,0.166057752046823,1,-0.171392387629392,-0.0603413333801646,0.299493564358081,-0.0373275097083468,0.106560277968213,0.12072545037755,0.132159474000819,0.0313777982045777,0.274982029879744,0.0854063047453557,0.230587075053346,-0.00136606931738439,0.162029182200265,0.152542630254404,0.107537013142605,0.219723084107811,0.0324096831732559,0.101180828312123,0.0321797081643696,-0.0199094383510111,0.0870377570766138,0.0589167419277722,0.173334514674804,0.00880156444860786,0.0279369414539421,-0.00841702684745194,-0.0185656130903883,0.161284228158876,0.0601589478664146,0.194898480998837,0.112272823931958,-0.0104940664968097,0.19238139024779,-0.0795643040578799,0.0608868925189409,0.225763221290339,-0.0131592025034188,0.00321023825016545,0.0199644085074617,0.0143537421783614,0.192814747095279,0.131036770061453,0.143176218417747,0.00739602915721408,0.10307872444337,0.0717313700631395,0.0333008572269201,0.290603077351147,0.155205939294772,0.030098038376991,0.00328994467810151,0.0436485727342867,0.0535123868912217,-0.0296066119349127,0.123558298848313,0.0487467825160144,0.209121625257133
"Meis2",-0.219703427593634,0.0229073561281434,-0.0796547163944634,0.106265775795335,-0.313724460982523,0.175155045079394,0.31585241065351,0.189333025170182,0.0409256846703959,-0.185187712784549,-0.171392387629392,1,0.299075756236062,-0.57565776953992,0.269440230722849,-0.0266177785206749,-0.127450221396314,0.00222990968959622,-0.134090257395591,-0.327911315616432,0.0144149734926812,-0.420923888239889,0.113391610485768,-0.138735175915266,-0.237038980346279,-0.104660196196619,-0.332546331896041,-0.0981910409027197,-0.0166942740174704,0.238106195586872,0.116801556503732,-0.0922198458733123,0.265681610734438,-0.329116312901373,-0.00465023895574554,0.0590811088105323,0.173585835304934,0.100494662340564,-0.288622718620699,0.273245034647188,-0.272234814469512,-0.0811756537177901,0.149132372021888,-0.181763128419481,0.455382618915846,-0.101656394500678,-0.335305831542454,0.210948755624973,0.169776599954361,0.119663601593919,-0.0378048458656376,-0.30544344962446,-0.106217466255867,-0.140929841910924,0.284796358585485,0.301811550377909,0.135001148684145,-0.0151779571329196,-0.445247120613505,-0.270845152511476,0.151130959537891,0.145612136509238,0.257697739882504,0.117677553621121,0.403677087446199,-0.0997273720076691,0.175949181640358,-0.315762127110957
"Nfatc2",-0.0949767008306223,-0.00676694282825369,-0.0363620178017809,0.05673089779982,-0.132580458744303,0.0782680410690697,0.15174701242817,0.135190472108656,0.0168188921386264,-0.0794594111570886,-0.0603413333801646,0.299075756236062,1,-0.254110459791624,0.130592059586248,-0.00657948098544033,-0.0457899315383079,-0.0311482067101845,-0.0448864144214779,-0.144097347358564,0.00706630085975942,-0.183129636597932,0.0560671605374637,-0.0708043528332833,-0.0842466147663171,-0.0352140622501221,-0.139482584496529,-0.0383011341073572,-0.00379897202604214,0.100313492239155,0.0614750981816524,-0.0428453494967631,0.104720184497152,-0.134565783922324,0.00375529853699045,0.0378722441491896,0.0806989099464859,0.0693567027944338,-0.125074450664882,0.0987645174859927,-0.120356517873983,-0.0269866620496285,0.07160607071135,-0.0767741075377303,0.180326045453091,-0.0257544421798403,-0.143955531154741,0.0954686667216715,0.0686137986710069,0.0416783537067891,-0.0183098152843233,-0.139194379595601,-0.0444701459339508,-0.0647945463408325,0.118229324523585,0.0843875429797049,0.0452185603307654,0.0145976820778893,-0.196330845662359,-0.107218469498672,0.0821483693016927,0.079074143763002,0.0938186965842739,0.0319949830828073,0.152662327838541,-0.0552362337105563,0.0641168663111086,-0.134258747619187
"Mecom",0.472033737374229,0.119759272679699,0.191988610759886,0.0720939799991593,0.476171875501188,0.235096753601878,-0.249074146530069,-0.211701471699995,0.145222379316819,0.368727866976017,0.299493564358081,-0.57565776953992,-0.254110459791624,1,-0.196973556977631,0.160655066360905,0.261012254440963,0.26277334617874,0.106514136350227,0.66768943451825,0.180369668590948,0.6506711570987,-0.0406776276002275,0.413826011757516,0.427096955640061,0.216039865553427,0.633787032692308,0.136226991901986,0.1590408339266,0.0324754881391622,-0.0863206206610453,0.208681812409447,-0.0272725544794659,0.479083486468104,0.0153642121933099,-0.00470628170552417,-0.0903802031651534,-0.162547485466292,0.420155587291879,0.0657103806592034,0.505728768289179,0.259740566180862,-0.0938627579894234,0.419519876723135,-0.296856227902824,0.11719532597167,0.514469461046125,-0.172526807457449,-0.129920102320388,-0.106331524234375,0.0698497076648462,0.539749693026263,0.355582014458068,0.359624023396549,-0.116532666566317,0.158086791924019,0.0842960701881879,0.00348740963947514,0.751499545920948,0.359616292738213,0.00372843800076197,-0.0623326717252632,-0.0237470091841921,0.0128441946297163,-0.25993059261502,0.263034837211195,-0.0277735535714392,0.535567935479095
"Tbx15",-0.0580098928272499,0.0404575122900796,-0.0289684961581857,0.0726120516211366,-0.101521731172097,0.103090317819688,0.134927176377746,0.0734011029664681,0.0369883851889669,-0.0542344054677098,-0.0373275097083468,0.269440230722849,0.130592059586248,-0.196973556977631,1,0.0424425275961756,-0.0124603685019272,0.0306273569018363,-0.0604534768616116,-0.0809173775932443,0.0212280465469855,-0.143603210729084,0.0588841493611092,-0.0344740543045543,-0.0787543868810467,-0.0155184460259839,-0.119595877850328,-0.0322102582329864,0.0269168009137511,0.120974788935916,0.072277544432828,-0.0326821522060929,0.123270263806296,-0.11251544289372,0.006709919348897,0.0391154526884621,0.0612673693434112,0.060055452144556,-0.086704206598198,0.141912769489756,-0.0900787044898626,-0.00643420313517528,0.0738737157815987,-0.048490336553794,0.173159273600147,-0.0167463025334366,-0.104971110395671,0.0890752199051325,0.0963000888560668,0.056699476718959,-0.0291222495166072,-0.107338648344239,-0.0221986967650486,-0.0304274970559178,0.137588747313692,0.156700070200486,0.0760162065046996,0.0184957554461516,-0.150352778958048,-0.0812248287977891,0.0973136185602724,0.0584914506004287,0.133176602454007,0.0604637867585403,0.194299485012618,-0.0135117723818479,0.0793832989851247,-0.101820568825279
"Nfkb1",0.145426151948288,0.0955554144462375,0.0968489852964775,0.0854966454342636,0.099783393782103,0.177213980635305,0.0286247784284053,-0.0155417155388427,0.10950177640786,0.10822106674445,0.106560277968213,-0.0266177785206749,-0.00657948098544033,0.160655066360905,0.0424425275961756,1,0.111998262352627,0.149386598595994,-0.0132962276484492,0.189921300437521,0.106543026512647,0.114383401789932,0.0293632234244746,0.13010180228265,0.111998205785607,0.0854122468792161,0.134084501868611,0.0287553214670102,0.088792448332825,0.0976794842476138,0.0528929751477271,0.0488424461583397,0.0922349765755463,0.090582443388793,0.0037523583894195,0.0732124262932558,0.0322373477737059,-0.0125295437050487,0.128667217655512,0.148857339639898,0.111174711776713,0.112907090627752,0.0347210048036015,0.142096419351832,0.0214565294271987,0.0507704353287444,0.147789250774029,0.0278573588658634,0.0197383699918635,0.0237640366026938,0.000333831210260792,0.125556838849842,0.118226179370677,0.107149169279294,0.0827310160893677,0.156334961698876,0.0978823880423392,0.0080750570729434,0.170843854625368,0.104383963445394,0.0826330249543625,0.0299366866204099,0.106935356269776,0.0663357187254539,0.0405018481257487,0.127574779654057,0.0716461969127506,0.126419140985728
"Bach2",0.158109300724031,0.06961224155318,0.091596494791327,0.0729343254264136,0.16556664196732,0.16584550449322,-0.0225603826864333,-0.0524778671253294,0.0868584561332228,0.153711590707326,0.12072545037755,-0.127450221396314,-0.0457899315383079,0.261012254440963,-0.0124603685019272,0.111998262352627,1,0.167066426818915,0.0347021808539222,0.249728275787696,0.0798554805679511,0.219273004227927,0.0265131894535628,0.153024771568249,0.176913755752656,0.0680193689400971,0.193142522283096,0.0554458022959289,0.106439972569803,0.0342833023004766,0.0271625153239396,0.0742481864276952,0.0477800058585624,0.158470602487341,0.00392479845213776,0.0475422363766905,0.00355651861887451,-0.0480556328722617,0.137932319459987,0.107944191705941,0.166158486133965,0.140361375497467,0.00447358991700989,0.154732890645109,-0.0495255409215871,0.0477308136164642,0.177938751357156,-0.0416935391416221,-0.0127854737378539,-0.0134531481780512,0.0180197810225111,0.173658123599917,0.135108292120863,0.11847155877674,0.0292976518483522,0.109015476771445,0.0553221930126199,0.0301188271662705,0.252648108593984,0.116326261400582,0.0360317730339036,0.0209195327369699,0.0725849453479644,0.0406551163988185,-0.0589213979470182,0.128711045696843,0.0523329523110065,0.181554223560952
"Nfib",0.224585119345484,0.126666329978291,0.119143476901713,0.177355630153331,0.147709253327983,0.326942721172276,0.0882073413569639,-0.0640944647945201,0.167172034128992,0.175087966486195,0.132159474000819,0.00222990968959622,-0.0311482067101845,0.26277334617874,0.0306273569018363,0.149386598595994,0.167066426818915,1,-0.0482465979961332,0.315634970236902,0.172444161622101,0.187615729492785,0.0992833054957279,0.237387333329111,0.202431962390812,0.126926510199067,0.24277174285873,0.00617141571382244,0.182617283733579,0.128567856715617,0.0983364201861188,0.0841361873948966,0.172219335701749,0.151253986885646,-0.0404079867741361,0.0716030658748938,0.0692881528781656,-0.0438698772090232,0.124293523037219,0.323539820509017,0.223079329113122,0.199008628438599,0.0562987361037691,0.21393876670003,0.106684515574873,0.0268109042399443,0.172470176331185,0.0387334434094581,0.0630641035946857,0.0484577505400332,-0.046879018595751,0.193293574317992,0.207080726867093,0.206920264990181,0.172442399001291,0.369165106301674,0.216628821227809,0.00901879569312791,0.274880749688985,0.0679426615108409,0.109927698516863,0.0461580368935768,0.280085620059942,0.138125965316598,0.0508132954526729,0.144804379174655,0.134980766429634,0.183414795877053
"Jun",0.00609814647093089,-0.0165751032408455,0.00316659482782486,-0.0869406986986138,0.0673777333337989,-0.0926643550194219,-0.0956645972346065,0.0162960756285832,-0.0248331881722193,0.0363258607316361,0.0313777982045777,-0.134090257395591,-0.0448864144214779,0.106514136350227,-0.0604534768616116,-0.0132962276484492,0.0347021808539222,-0.0482465979961332,1,0.0313533846976663,-0.0438886445710472,0.112275025229435,-0.0275882282478461,-0.0196336404200798,0.0139021228839032,-0.0266386970305895,0.0398593472232979,0.290642348230351,-0.0163130611182562,-0.0386487770283774,-0.038900225633055,0.194838702824461,-0.0828351436965724,0.0838367825598256,0.222895532768724,-0.0331251562527285,-0.048554654677484,0.0178469022567097,0.0249190739544761,-0.142174957797427,0.0304812743130294,0.0110264920286919,-0.0452161929199074,0.0300881661989751,-0.144512061490407,0.0460811453860414,0.0579529241814997,-0.0285963105391519,-0.0519502352108555,-0.0296756444617572,0.340620832068978,0.0663432397576325,-0.0100398363165463,0.00222729881326416,-0.0855274330804075,-0.119873842241789,-0.0600465944585722,0.00445940487215909,0.0653208263188426,0.0690158154523921,-0.0404854551312522,0.245916249735248,-0.119257791542189,-0.0783338764980003,-0.0793229416266595,0.0294324920970803,-0.0813239127671622,0.0685343791002601
"Nfia",0.434837113543568,0.146557894917216,0.178129765766031,0.119535526199992,0.360351485297389,0.334465934959634,-0.123875662554341,-0.144716515450002,0.182315818419371,0.335714159215518,0.274982029879744,-0.327911315616432,-0.144097347358564,0.66768943451825,-0.0809173775932443,0.189921300437521,0.249728275787696,0.315634970236902,0.0313533846976663,1,0.215404749270407,0.490302947401131,0.0133739801111375,0.364921621213932,0.34148751949933,0.208353616764751,0.501103527667971,0.0764668483094889,0.172051749729286,0.127644140200836,-0.00854793646459356,0.1804292314293,0.0888576110467254,0.338136489357131,0.00851690945480062,0.0403825350416222,-0.0367877050721216,-0.127378355647323,0.326146599176366,0.203577474428966,0.422142969679667,0.264086490086181,-0.0467394059794415,0.365273969025449,-0.135128898828735,0.07944701882885,0.404004553396541,-0.0862987934020509,-0.0554267273516716,-0.0376617752267026,0.0194199882504178,0.406780268536696,0.301847838234767,0.313406960978668,0.0183561894124194,0.27845361880435,0.135756822490905,-0.00192445453755412,0.614702797738287,0.257993288221459,0.086710388555627,-0.0215180576357371,0.120141656075881,0.0802028065016488,-0.0755922495733999,0.243538338755267,0.0592977084185534,0.452958704398605
"Nfyc",0.162698996504881,0.0783003000806962,0.0750889578698977,0.133944260257134,0.0988077283421852,0.213064956426647,0.0405721869378746,-0.0122971682528176,0.100773119825428,0.117009925017203,0.0854063047453557,0.0144149734926812,0.00706630085975942,0.180369668590948,0.0212280465469855,0.106543026512647,0.0798554805679511,0.172444161622101,-0.0438886445710472,0.215404749270407,1,0.130469021883793,0.0634118593074081,0.15373609609408,0.122075293410025,0.0851521194628059,0.166113404269304,-0.00250523530800901,0.10146467613936,0.1073554893331,0.068124399141111,0.0675388740154877,0.12644427446936,0.0645589064797588,-0.00539383448882273,0.0680372146697531,0.0444897620401489,-0.0348367848953265,0.0749597397909453,0.190493684545709,0.158038977491462,0.142623810002511,0.0431681538623571,0.146433460426149,0.0532931206940869,0.02697602273705,0.123590175320851,0.0267662670750713,0.0320295291019096,0.0383120788550082,-0.0311732805704761,0.145750397537401,0.12951894332527,0.143182312743748,0.114632478006215,0.233720076408373,0.119996299537456,0.00485366425546211,0.183257874262297,0.0706137020132398,0.0900704117222565,0.00284130657316584,0.145900717116095,0.0778649445016376,0.0494199304255834,0.097401949525986,0.100001154073234,0.134303337799756
"Prdm16",0.322092197972164,0.0842627106306347,0.156734959209185,0.0361835887074844,0.39293932103018,0.143948056702478,-0.180921132566558,-0.144015128128212,0.103564342379942,0.260961508057035,0.230587075053346,-0.420923888239889,-0.183129636597932,0.6506711570987,-0.143603210729084,0.114383401789932,0.219273004227927,0.187615729492785,0.112275025229435,0.490302947401131,0.130469021883793,1,-0.0367601674501667,0.283196180035213,0.334359975004796,0.1385640163742,0.434523918879425,0.115980405025806,0.137632351274631,0.0118158948711654,-0.0593933824254396,0.142484273534968,-0.0387974307999447,0.380842636978969,0.0144367509059432,-0.0045635209423103,-0.0685092388451883,-0.114488686401653,0.308168357232135,0.0182474808179852,0.362789431032477,0.181589699289713,-0.0615086215510119,0.304544606968829,-0.223987971948229,0.119171002517043,0.393453848876618,-0.124576497628795,-0.100962379358547,-0.065208886140707,0.0753365652630991,0.392038957506037,0.23667731225139,0.280984836515157,-0.096037787036582,0.0901917571670695,0.0475389799664516,0.0190798510786521,0.55067192581852,0.285596608849854,0.0037259447365999,-0.0392850690562605,-0.0327439179287395,0.0142357773544091,-0.194961054882126,0.188965285358176,-0.0223113428489833,0.38058048015424
