Cell,NFIX,TCF7L2,HIF1A,STAT4,ICAM1,ELF5,PKNOX2,ESR1,GRHL2,ZEB1,TRPS1,LMX1B,PRDM16,EPAS1,SP100,NR2F2,AHR,EGR1,NR6A1,TCF7L1,JUND,EPCAM,HSF2,TCF12,RORA,NR3C2,PPARG,ARID5B,RUNX1,FOSB,ASCL1,NFIA,SOX6,CREB1,TFDP1,STAT2,REL,SIX1,PROX1,TBX15,GATA6,SP110,RUNX2,PBX1,JUNB,NFIB,BACH1,EBF3,MEIS2,HES1,BCL6,REST,FOS,SOX9,ETS1,GLIS3,LCOR,TCF4,RBPJ,NFYC,ZBTB7A,ZBTB20,BACH2,RARG,NFE2L2,EHF,FOXP1,BBX,JUN,KMT2A,THRB,NPAS2,ZBTB18,CUX2,SMAD3,SOX5,MECOM,NCAM1,FOXO3,RARB,SOX11,SIX4,PLAGL1,STAT1,TEAD1,RORB,NFATC2,CUX1,TEAD4,NFKB1,CD44
RU1066_195967073508188,0.6552321,0.08662536,0.67160445,0.012303165,0.37529454,4.4816552e-05,4.142293e-05,0.0005765543,0.028285762,0.1828645,0.09799293,1.6523147e-07,0.022816163,0.5596371,0.49571458,0.079930305,0.028555369,2.9016979,0.039713718,0.09672447,3.4906828,2.419817,0.61914927,0.786529,0.26517245,6.518984e-05,0.008711375,0.03137398,0.031303216,2.43513,2.733202,0.03343821,0.05029284,0.50771606,0.79720837,0.3147855,0.45942917,1.9630957,0.79920214,0.023322621,0.14891331,0.26057062,0.023616906,0.7438073,4.2303305,2.4382892,0.11457205,0.08704407,0.385849,0.033205364,0.21509817,0.009644848,4.1101136,0.37321344,0.050186794,0.106784634,0.37786263,2.8345308,1.4366288,0.58930224,0.49093407,2.1648324,0.020955341,0.021043768,1.1983843,0.15948634,0.40504238,0.9653229,5.5196047,1.0905358,0.0005391845,0.0043079644,0.16240431,0.00020372907,0.0246108,0.10458375,0.111636035,0.9034039,0.77502775,0.0010474394,1.4187487,0.35204977,0.00021176317,1.099239,0.31519917,0.0025209354,0.18468402,0.41349554,0.05138537,0.06268756,0.18820843
RU1066_235548446186341,0.44595325,0.104023,0.405238,0.023922257,0.475566,3.4047902e-05,0.0057548173,0.0045341104,0.03035047,0.13205619,0.090649575,0.0,0.027758121,0.67354417,0.746265,0.07211191,0.029349329,3.3179283,0.03254038,0.091499634,3.921307,2.4752464,0.2794952,0.40918675,0.37498543,0.0053463355,0.0006227816,0.02980083,0.08720363,3.5296805,1.4187579,0.034115516,0.13515785,0.32732686,0.3709277,0.33476102,0.6346351,1.588888,0.70182526,0.045147583,0.06211697,0.31024846,0.007711531,0.5755931,4.5594583,1.5638182,0.098959945,0.016682059,0.24243109,0.05407913,0.3425621,0.029473608,4.04418,0.62798727,0.053993426,0.1747329,0.25296673,1.7152578,0.9414118,0.4205255,0.37429196,2.4299963,0.02896474,0.03094912,1.2205243,0.28496876,0.36072752,1.1596012,5.5115232,0.8493149,0.005793438,0.012520578,0.059953533,1.4863208e-05,0.05340584,0.057451885,0.010274189,0.5875333,0.7536201,0.0006806033,0.9298528,0.16041104,0.00022378955,1.0941594,0.259667,0.0024402754,0.22405735,0.26868683,0.019270165,0.1505099,0.07446533
RU1066_235601986206429,0.35819316,0.08830554,0.38068724,0.008915907,0.16045827,2.9773028e-10,0.015068249,0.00031428298,0.023051113,0.09108415,0.054749288,2.0719272e-10,0.0061390274,0.16700336,0.565152,0.027108824,0.019727571,1.5719036,0.034866314,0.046805844,1.8090698,3.347312,0.1588421,0.21353933,0.24067904,0.004817389,4.6925776e-05,0.050670125,0.13715532,1.1645638,1.3797802,0.019105474,0.13992937,0.25954604,0.42757618,0.31097922,0.104683615,1.6553794,0.65798867,0.019827945,0.0149772065,0.23472995,0.0002310405,0.41310337,3.3062987,1.0061282,0.0575564,9.165956e-05,0.29578227,0.018318564,0.14619094,0.034972623,3.310377,0.23098919,0.058979273,0.023782123,0.16049165,0.38057372,0.7310535,0.6215381,0.16818427,1.8148818,0.0019083113,0.019593813,1.0530231,0.8107255,0.47579047,1.1390213,3.4977005,0.44235787,0.007826316,0.0070343795,0.05120348,1.2793279e-06,0.008353946,0.0026409642,0.01250044,0.56734914,0.3711537,0.00037162288,0.26431888,0.06304884,2.9761994e-05,1.2292596,0.13192159,0.0025047283,0.12551807,0.30398855,0.015217407,0.061155777,0.15358421
RU1066_162001547348398,0.38917887,0.086915076,0.48722145,0.008794382,0.25275767,4.0735107e-05,0.008470704,0.0021430992,0.034078445,0.07544704,0.06355968,1.9782165e-06,0.026879208,0.16593203,0.43281618,0.073987044,0.012652787,1.4169265,0.051322047,0.07574037,1.9019094,3.1633182,0.20810084,0.3831397,0.20846002,0.0011628128,0.0022152935,0.027308494,0.057745792,0.95418614,1.7364619,0.016822673,0.13384181,0.2788576,0.7760778,0.22643197,0.13410836,1.6504742,0.58913016,0.027056925,0.015470843,0.19325143,0.002117476,0.43300128,2.8429341,1.3482324,0.070291854,0.0022914729,0.22750816,0.079803675,0.15480869,0.029536616,2.7871442,0.23478079,0.0909713,0.013921551,0.23557596,0.6402592,0.7842182,0.5920186,0.18186389,1.5036792,0.006839098,0.021643667,0.9344612,0.5905849,0.44907168,0.92095584,3.3412783,0.5587147,0.0004486556,0.0027934094,0.055515982,0.00077834574,0.021957576,0.01308787,0.030615423,0.5399898,0.3321564,0.00091849646,0.3879552,0.08030517,0.00096849754,0.9854998,0.18853366,0.00073500286,0.08926237,0.2965887,0.037541572,0.0932866,0.1021238
RU1066_236785369466789,0.5110834,0.0692135,0.4230471,0.032308143,0.50730675,6.484196e-06,0.006763029,0.0005313899,0.016760806,0.15470377,0.08848815,8.196746e-08,0.046989717,0.8033721,1.2906559,0.030868175,0.02625917,3.3110828,0.03762594,0.080571786,3.949252,2.765351,0.337721,0.4394482,0.3330834,0.0031741166,7.288711e-05,0.0118240025,0.07258151,3.6209106,1.2754189,0.030658524,0.13665305,0.42993158,0.39214048,0.4913974,0.6193609,1.8537993,0.66667503,0.016388254,0.082071535,0.56221396,0.020508705,0.5362769,4.5610466,1.8508463,0.112134136,0.007993632,0.18677378,0.07732729,0.43529752,0.037389565,3.9946053,0.5975694,0.053723052,0.29423502,0.25204536,2.3927636,1.0085313,0.44684237,0.41086844,2.4449668,0.061673325,0.03682308,1.4851547,0.30286235,0.38223758,1.2117046,5.3499556,0.9157688,0.0014229789,0.011682489,0.073700935,1.0421604e-05,0.05745399,0.0679543,0.0027001088,0.68379337,0.762475,0.000393358,0.90305674,0.18318245,0.0003236079,1.6632743,0.276685,0.00026066715,0.24573125,0.30633727,0.019394223,0.16675971,0.078034826
RU1066_226953411315956,0.45421752,0.115753055,0.7147849,0.01885032,0.78728616,0.000106756495,0.0030559243,0.008164893,0.043083988,0.124209546,0.09407028,1.4165165e-06,0.03219304,0.3487302,0.3409989,0.32052228,0.054986823,3.2421324,0.07376704,0.09388481,3.2540374,2.9058604,0.43980876,0.6960267,0.30455995,0.0033896456,0.010582365,0.052440036,0.105408095,2.2994704,2.3658152,0.0331749,0.13832608,0.457016,0.84104323,0.25620854,0.60757375,2.0088723,0.8115571,0.040994715,0.07184931,0.16211313,0.007963882,0.6609787,4.65022,1.8800876,0.0973442,0.013784653,0.38927394,0.11271766,0.28082493,0.01291658,4.583778,0.6577594,0.06641524,0.026404,0.2945013,1.125291,1.0066301,0.6107878,0.40763998,1.7496992,0.016736902,0.025024438,1.1360027,0.4023296,0.58882594,1.0220659,5.7044225,0.94211906,0.0032829829,0.0067155203,0.080562174,0.0015322424,0.023582667,0.031285767,0.10539503,0.6824776,0.7492619,0.00035537977,1.0853895,0.30532354,0.0035297573,0.88204193,0.28184885,0.0009591295,0.14890996,0.37704417,0.044601467,0.17755494,0.07348323
RU1066_226343123536172,0.38868666,0.15921122,0.53496116,0.021917379,1.1428947,8.94224e-06,0.0027265365,0.013213031,0.029400488,0.1268644,0.10031542,2.2380284e-06,0.052005343,0.62243354,0.55991185,0.21619552,0.056626674,3.7523234,0.06740718,0.08964938,3.7288184,2.653777,0.33488196,0.49481773,0.40567997,0.0075195865,0.000880849,0.049083263,0.15244456,3.1403017,2.1845634,0.041601937,0.106901176,0.45492968,0.48567566,0.3663207,0.83050376,1.9427956,0.86889577,0.07211558,0.07639276,0.26270542,0.0065984433,0.55710804,5.1871247,1.4735075,0.09892562,0.008957841,0.30908734,0.11329309,0.33763653,0.02607309,4.6261196,1.00455,0.05587877,0.0692525,0.2842027,1.0670091,0.9642706,0.47550732,0.47022364,2.0860682,0.031893525,0.01931357,1.1649684,0.36053613,0.5830384,1.2092239,6.079409,0.9384481,0.00947626,0.016247507,0.075351566,9.444272e-06,0.029845038,0.033918567,0.024416089,0.58758026,0.87681603,0.0004916632,1.0312752,0.26813468,0.0006637957,0.97171545,0.27178442,0.0013319555,0.23341006,0.31189877,0.0477131,0.20063315,0.06159561
RU1066_230732686899038,0.68874836,0.0922692,0.65276927,0.01149252,0.3093872,0.00020834748,2.2921276e-05,0.0017997475,0.033315632,0.16543727,0.10806102,1.2870196e-07,0.021289287,0.49928725,0.49471012,0.07177283,0.025080178,2.5621247,0.05560274,0.08683945,3.366724,2.5546231,0.56932926,0.8269339,0.284022,3.6431935e-05,0.0076342034,0.02987767,0.02731143,2.1141095,2.643896,0.03762089,0.063400865,0.46936294,0.8170502,0.29414207,0.41455486,1.8789728,0.79896945,0.016848296,0.11293521,0.247857,0.025850646,0.7804422,3.9526603,2.4211295,0.110345505,0.0689516,0.34011036,0.030265369,0.20516227,0.008904961,3.8145754,0.3349467,0.050708584,0.09337374,0.36129448,2.7859216,1.4043036,0.60543555,0.4697916,2.1247554,0.018030996,0.02122697,1.2066793,0.18079339,0.39589456,0.97919095,5.229727,1.0499499,0.0010174386,0.002819855,0.15822451,0.0006297946,0.029678877,0.090685576,0.10363993,0.87988144,0.6962084,0.0013832075,1.3062744,0.32317397,0.0008488713,1.1055298,0.3104396,0.0012142846,0.17096052,0.38865006,0.049130213,0.063104786,0.14479691
RU1066_126765621528419,0.5859403,0.12472467,0.5632638,0.017553737,0.54987216,0.0009077301,0.00037345247,0.0031095687,0.04393305,0.14842848,0.11299317,2.8624655e-07,0.038941503,0.51832885,0.6100575,0.07187342,0.032152124,2.7654653,0.062146936,0.079079844,3.5412743,2.6920993,0.44639114,0.806029,0.2863279,0.0010765237,0.004625962,0.030542044,0.058723416,2.397972,2.451369,0.033004053,0.08216776,0.47399575,0.6937421,0.2926227,0.49057898,1.8782957,0.8147218,0.015911939,0.1245008,0.25727278,0.013798051,0.7422279,4.2972455,2.1725116,0.098024115,0.041658625,0.29060885,0.07772174,0.29332438,0.0100215245,3.8974462,0.511877,0.055980846,0.11288399,0.2827173,2.423773,1.2616616,0.5697308,0.46749955,2.0398118,0.021496812,0.011480909,1.1775159,0.24979351,0.38800687,1.0744491,5.3769135,0.9453702,0.0038075573,0.008171144,0.112363085,0.00013411554,0.039518014,0.06037451,0.05624798,0.76556784,0.78891736,0.0054023843,1.1862317,0.29398063,0.0016752614,1.1917175,0.28819218,0.0010417302,0.177264,0.34741166,0.035848998,0.091603994,0.10049169
RU1066_227305214327596,0.43540597,0.123306066,0.5046053,0.023379976,0.81048083,0.0002827338,0.0015394905,0.010988544,0.02476245,0.1378414,0.08493728,4.7976073e-06,0.039593935,0.5682327,0.5895862,0.16500252,0.03592679,2.6507,0.07045315,0.075213626,3.4343154,2.6174028,0.3338314,0.49571392,0.37748888,0.005137399,0.004866564,0.054204825,0.11948272,2.4112391,1.980773,0.03032899,0.10196642,0.40694508,0.46027854,0.29760915,0.64542425,1.703739,0.7608305,0.065631345,0.08383712,0.25187406,0.009644387,0.592717,4.3579173,1.457174,0.11307102,0.007692942,0.30099627,0.11037321,0.32455656,0.023264382,3.6399212,0.80239916,0.07263158,0.071173534,0.27249777,1.3034086,1.068587,0.4681153,0.41827387,1.947699,0.029802375,0.019617794,1.2218122,0.41127723,0.552731,1.1648194,5.197501,0.860992,0.00964349,0.018295236,0.074697725,0.00016832056,0.04360219,0.031960856,0.025443321,0.5915279,0.7715813,0.0005314377,0.94110715,0.1967987,0.00093445065,0.9676966,0.2519097,0.0032323136,0.21626946,0.27032682,0.04841345,0.20028192,0.10473148
