Cell,clusters
RU1145_166400399162787,6
RU1145_160447828973366,6
RU1145_126680944528286,6
RU1145_165164957219628,6
RU1145_170344387824566,6
RU1145_239448276032870,6
RU1145_227983014116779,6
RU1145_236846721914780,6
RU1145_235129927580573,6
RU1145_165858413504374,6
RU1145_204762139711205,6
RU1145_199944347768612,6
RU1145_196043605727987,6
RU1145_135149143910302,6
RU1145_121896095308702,6
RU1145_196180776238302,12
RU1145_241114589318558,6
RU1145_130203877066595,6
RU1145_157004384622323,6
RU1145_130185534860574,6
RU1145_121337990207846,6
RU1145_165232422611187,6
RU1145_195546181461878,6
RU1145_235122036201326,6
RU1145_227363599866085,6
RU1145_121202342516644,6
RU1145_204224195149147,6
RU1145_196163864517467,6
RU1145_129583031991668,6
RU1145_195562288396523,12
RU1145_131097915471660,6
RU1145_239475407378789,6
RU1145_191215646727067,6
RU1145_157071984253163,6
RU1145_196019714910643,6
RU1145_169795571595126,6
RU1145_130754465164022,6
RU1145_125239699852005,6
RU1145_195546181688243,6
RU1145_192653687405363,6
RU1145_126707800886131,6
RU1145_226394650372331,6
RU1145_126218864610652,6
RU1145_161478666992925,6
RU1145_227975363979555,6
RU1145_126294026775924,6
RU1145_126835161258203,6
RU1145_231340605126573,6
RU1145_121826186217909,6
RU1145_226806174017950,6
RU1145_235678475865517,6
RU1145_227973438559988,6
RU1145_125247377565987,6
RU1145_227305195951990,6
RU1145_129565686381406,6
RU1145_235069825313188,6
RU1145_160910611204837,6
RU1145_239932655192411,6
RU1145_200441236442469,6
RU1145_199866011277541,6
RU1145_125247396697829,6
RU1145_239391521041758,6
RU1145_192678068599212,6
RU1145_235737692654388,6
RU1145_165232449579299,6
RU1145_131234312112491,6
RU1145_205381642402549,6
RU1145_230732733208493,6
RU1145_192317739677542,6
RU1145_170660052719542,6
RU1145_166332095196062,6
RU1145_226949760403291,6
RU1145_232301316454748,6
RU1145_165945520805814,6
RU1145_204911358175134,6
RU1145_121742684470044,6
RU1145_134600608337204,12
RU1145_121826154821420,6
RU1145_161864242548077,6
RU1145_227846617745837,6
RU1145_240482308799203,6
RU1145_231900112087275,6
RU1145_134600608868782,6
RU1145_134448002850102,6
RU1145_227981774768940,6
RU1145_126776270543598,6
RU1145_236167208556275,6
RU1145_205381688773429,6
RU1145_125719977027892,6
RU1145_235695816760116,6
RU1145_165325583866779,6
RU1145_226970341922654,6
RU1145_169022489279861,6
RU1145_126227557539164,6
RU1145_231692908055267,6
RU1145_195547420802355,6
RU1145_166400430598043,6
RU1145_162090699647902,6
RU1145_125042399526325,6
RU1145_120703423821668,6
RU1145_157537734117302,6
RU1145_226283235167532,6
RU1145_130675142737141,6
RU1145_232302678035292,6
RU1145_205510773950892,6
RU1145_156463306763037,6
RU1145_126835146247403,6
RU1145_204224163370806,6
RU1145_227844214155555,6
RU1145_155971398625645,6
RU1145_165164910856499,6
RU1145_226394650299293,6
RU1145_192729635016027,6
RU1145_169579749238686,18
RU1145_130529132919651,6
RU1145_120703455509749,6
RU1145_200967535647476,6
RU1145_236846733809507,12
RU1145_239475375397597,6
RU1145_129978390768475,6
RU1145_232330279893342,6
RU1145_236221700724957,12
RU1145_204825355574070,6
RU1145_134936690125620,6
RU1145_120797944474404,6
RU1145_204959707458485,6
RU1145_131242065873755,6
RU1145_134938019183467,6
RU1145_197060157364139,6
RU1145_133982105560814,6
RU1145_236846734526878,6
RU1145_227982995307766,6
RU1145_197145282926381,6
RU1145_130134916164396,24
RU1145_204756724857118,6
RU1145_121202342279468,6
RU1145_227493088282844,6
RU1145_129457506895790,6
RU1145_231897743124715,6
RU1145_120726924454709,8
RU1145_227990484728228,6
RU1145_227363599347059,6
RU1145_232449780698533,6
RU1145_204359588567838,6
RU1145_235548433927395,6
RU1145_205449153887021,8
RU1145_161411826113318,6
RU1145_157562596387742,6
RU1145_191708928862453,6
RU1145_192745848130843,6
RU1145_205527685424878,6
RU1145_166288072035683,6
RU1145_169158156410149,6
RU1145_130134934678324,6
RU1145_204959675968820,6
RU1145_232321065019110,20
RU1145_161462694861605,6
RU1145_204756724673891,6
RU1145_164698921756589,6
RU1145_205449200285427,6
RU1145_231890226694571,6
RU1145_204882398530867,6
RU1145_197188201364203,6
RU1145_126218817984860,6
RU1145_155972621482403,12
RU1145_191760436939172,6
RU1145_192121111005619,6
RU1145_191645397464870,6
RU1145_205518961268971,6
RU1145_200967489218467,6
RU1145_192729635469149,15
RU1145_134938004482283,12
RU1145_232261694937828,6
RU1145_195623342229789,6
RU1145_235737693244133,6
RU1145_156515966241709,6
RU1145_196163864484124,6
RU1145_240161259928995,6
RU1145_227363580504308,6
RU1145_241057700112758,6
RU1145_126707819305822,6
RU1145_121202324228443,6
RU1145_157684151512366,6
RU1145_161411807238964,6
RU1145_170798611351476,6
RU1145_226874746686838,6
RU1145_121965773471149,6
RU1145_160910611798427,6
RU1145_231917069651355,12
RU1145_239382662437596,6
RU1145_230799439248756,6
RU1145_195622417325477,6
RU1145_196113237461227,6
RU1145_226273464047973,6
RU1145_200441267670380,15
RU1145_169794765502893,6
RU1145_126707788273884,6
RU1145_205392407017323,6
RU1145_170877915163356,6
RU1145_230800332872427,6
RU1145_235697714911518,6
RU1145_239596305762164,6
RU1145_236639636117942,6
RU1145_170258488026987,6
RU1145_231897724311398,6
RU1145_226343110723502,12
RU1145_231770055101230,6
RU1145_130531414141868,6
RU1145_164818790079846,6
RU1145_131242066107614,6
RU1145_131310516389812,6
RU1145_131175210764595,6
RU1145_195622417844644,6
RU1145_156463353162102,6
RU1145_155972653141299,6
RU1145_201523553585462,6
RU1145_195547421371315,6
RU1145_157537766395125,6
RU1145_120726924450156,6
RU1145_165946219678638,6
RU1145_192859664759709,6
RU1145_200441248771427,6
RU1145_121339869838044,6
RU1145_120786804489116,6
RU1145_157004338679213,6
RU1145_157684151536933,6
RU1145_235007401421740,6
RU1145_130142285815027,18
RU1145_235070738025836,6
RU1145_227363580759396,6
RU1145_170660052454326,6
RU1145_241098904944051,6
RU1145_226883202402677,6
RU1145_169793543432564,6
RU1145_199934596533604,6
RU1145_170268049139446,6
RU1145_236082095344436,6
RU1145_126227589057374,6
RU1145_227973453498797,6
RU1145_240482289338717,6
RU1145_126885773892915,6
RU1145_165858440857948,6
RU1145_169768893761459,6
RU1145_135149156253045,6
RU1145_133829917534052,6
RU1145_161411794622699,6
RU1145_239477254441379,6
RU1145_200922526502251,6
RU1145_126706342905782,6
RU1145_200899052858140,6
RU1145_130134888626540,6
RU1145_230816734108382,6
RU1145_191553888013221,2
RU1145_236175632846052,6
RU1145_235069825477539,6
RU1145_126836649421734,6
RU1145_130203891448245,6
RU1145_232449780136371,6
RU1145_120864498182389,6
RU1145_235548418357670,6
RU1145_161893246462773,6
RU1145_157004353361636,6
RU1145_235199364487454,6
RU1145_230816707365670,6
RU1145_157684197411699,6
RU1145_121812465114469,6
RU1145_169082591832886,6
RU1145_199944348219294,6
RU1145_130531368548211,6
RU1145_227921677137651,6
RU1145_227425473711413,6
RU1145_165327897577395,6
RU1145_192859711663403,6
RU1145_235129955108702,6
RU1145_156515934882604,6
RU1145_122308431140788,6
RU1145_236176872724843,6
RU1145_126681628658091,6
RU1145_200562850851620,6
RU1145_227990483949341,6
RU1145_192729654639339,6
RU1145_232450566507237,6
RU1145_232302646512030,6
RU1145_134041161553771,6
RU1145_191215632541620,6
RU1145_235122009463667,6
RU1145_236785415666611,6
RU1145_204403329657692,6
RU1145_133895281654059,4
RU1145_169174263064804,6
RU1145_125719946152667,6
RU1145_131293471272180,6
RU1145_157537719773550,6
RU1145_204816881207597,6
RU1145_120703424261342,6
RU1145_169022508616035,6
RU1145_169572486527907,6
RU1145_204224175922526,6
RU1145_204816868654444,6
RU1145_170198343994203,6
RU1145_156024192523045,6
RU1145_126835173481374,6
RU1145_236170008811366,6
RU1145_200570488121261,6
RU1145_169151714478315,6
RU1145_230799438928622,6
RU1145_134377511794525,12
RU1145_169795571078883,6
RU1145_170180386408750,6
RU1145_204954173881126,6
RU1145_169768862248286,6
RU1145_121742683958004,12
RU1145_157536928815339,6
RU1145_155842564708788,6
RU1145_126707819300790,6
RU1145_191760422353179,6
RU1145_192315324221221,6
RU1145_166288071510430,13
RU1145_200994199131870,6
RU1145_232450585967859,6
RU1145_157536928808181,6
RU1145_197058291513246,6
RU1145_204762139252573,20
RU1145_232302659091806,6
RU1145_231692894652333,6
RU1145_170180358294454,6
RU1145_230592295155550,6
RU1145_197068894137139,6
RU1145_231280309291436,6
RU1145_131217382071605,15
RU1145_200899053701987,6
RU1145_227973453760358,6
RU1145_125719930853275,6
RU1145_236639654963035,6
RU1145_226901441333659,6
RU1145_134539692329332,6
RU1145_239932687138156,6
RU1145_205527671336156,6
RU1145_232301316650859,12
RU1145_191756824931238,12
RU1145_126680929627372,6
RU1145_197206083823451,6
RU1145_191210531510646,6
RU1145_129978405963627,6
RU1145_134540497440108,6
RU1145_227982982925550,6
RU1145_166332082866605,6
RU1145_196163864553396,6
RU1145_170798579931364,6
RU1145_205449199511451,6
RU1145_130761042016093,6
RU1145_236167208843046,6
RU1145_160910638438694,6
RU1145_192729654680806,6
RU1145_161548575918003,6
RU1145_165232449280294,6
RU1145_170745966741364,6
RU1145_170137140968286,6
RU1145_232261722008307,15
RU1145_126681616116659,6
RU1145_235626713500083,6
RU1145_205518961564571,6
RU1145_201585877273438,6
RU1145_157071983896883,6
RU1145_122282749417262,6
RU1145_196043624630195,6
RU1145_156024192580508,6
RU1145_232318602988972,6
RU1145_192729607785755,6
RU1145_121965754150179,6
RU1145_226901442021725,6
RU1145_205392379235254,6
RU1145_126776270276971,6
RU1145_120726943021979,6
RU1145_231366240979827,12
RU1145_157562564462516,6
RU1145_235559304948587,6
RU1145_191576437082909,6
RU1145_231754916387556,6
RU1145_230807894612789,6
RU1145_161889610323764,6
RU1145_240498415156012,6
RU1145_200363912841051,6
RU1145_191210531481507,6
RU1145_160447856076637,6
RU1145_197185798519542,6
RU1145_232449733769580,6
RU1145_126227588201310,6
RU1145_125677948484853,6
RU1145_204358232226524,6
RU1145_200348236442403,6
RU1145_130675129830132,6
RU1145_165946219227877,6
RU1145_195562273466596,6
RU1145_235070752147805,6
RU1145_161864274828075,6
RU1145_200562822826395,6
RU1145_164761095498150,6
RU1145_197058278377891,6
RU1145_235214378036126,6
RU1145_226205971725027,6
RU1145_122514705176422,6
RU1145_126218833116532,6
RU1145_164753399040742,6
RU1145_204816853691252,6
RU1145_134472833292579,6
RU1145_134530787593453,6
RU1145_130142298066228,6
RU1145_165327851080539,6
RU1145_235198559476069,6
RU1145_227853865699742,6
RU1145_230809071741299,6
RU1145_191756812544875,12
RU1145_131242066074356,6
RU1145_191647291403507,6
RU1145_156024173878685,6
RU1145_126834252569379,6
RU1145_170268017711005,6
RU1145_129565686151605,6
RU1145_169014020984051,6
RU1145_231890207263540,6
RU1145_192307003088101,6
RU1145_204351789258525,6
RU1145_130057625823643,6
RU1145_157536914160885,6
RU1145_170327475702126,6
RU1145_165188445096667,6
RU1145_120786804390813,6
RU1145_231366208904603,2
RU1145_165741422333163,6
RU1145_121276787485046,6
RU1145_192325896224117,6
RU1145_235069812686243,6
RU1145_131310548302699,6
RU1145_130761014602163,6
RU1145_161340154101022,6
RU1145_166264154307379,2
RU1145_197060157430116,6
RU1145_227354843761523,6
RU1145_204213438004652,6
RU1145_192180120898853,6
RU1145_133829902613878,6
RU1145_235559305001246,6
RU1145_157684166245596,6
RU1145_164769532635996,6
RU1145_121812477434213,6
RU1145_232318602951021,12
RU1145_205510787058093,6
RU1145_204359601404252,6
RU1145_195625758078829,6
RU1145_191080789894878,6
RU1145_230800378771238,6
RU1145_120864516196254,6
RU1145_121879202740021,6
RU1145_226970341326235,6
RU1145_231890207759067,6
RU1145_236768069576940,6
RU1145_134540451597174,6
RU1145_121742657449189,6
RU1145_201474341530846,6
RU1145_161411826858731,6
RU1145_235129954781981,6
RU1145_196180795148725,6
RU1145_196638162933548,6
RU1145_130693115009963,6
RU1145_196715518474542,6
RU1145_239407492970342,6
RU1145_236175664011164,6
RU1145_126149025257820,6
RU1145_197256786958132,6
RU1145_192180135259371,6
RU1145_200511176960246,6
RU1145_235199333260517,6
RU1145_169174290090725,6
RU1145_235000990714739,6
RU1145_230592322588062,6
RU1145_230799393340702,6
RU1145_161548562488046,6
RU1145_240498368462133,6
RU1145_166402801219444,6
RU1145_231907643739062,8
RU1145_226970309642982,6
RU1145_227930516347308,6
RU1145_155842549796262,2
RU1145_231760526264694,6
RU1145_230611622218589,6
RU1145_227364270197492,6
RU1145_230749759560118,6
RU1145_200561507846950,6
RU1145_200348235844851,6
RU1145_234992247913244,21
RU1145_169587546209653,18
RU1145_241057653443374,6
RU1145_230592309585709,6
RU1145_122282776874270,6
RU1145_226958752802613,6
RU1145_235199318580022,6
RU1145_157477604551454,6
RU1145_133829948827374,6
RU1145_226822434023198,6
RU1145_126218818250467,6
RU1145_192788843903276,6
RU1145_235602017676707,6
RU1145_191756825418652,6
RU1145_204816900090782,6
RU1145_235070752934637,6
RU1145_161883152869803,6
RU1145_230592340780844,6
RU1145_129457519769436,6
RU1145_240617702411700,6
RU1145_126765636204902,6
RU1145_241057699649773,6
RU1145_196180794568099,6
RU1145_166469284518643,6
RU1145_235548445895006,6
RU1145_131293483518821,6
RU1145_195625785707876,6
RU1145_235069825510316,6
RU1145_230611636841891,6
RU1145_160996537527606,12
RU1145_134936677439779,6
RU1145_200441249516333,6
RU1145_131217369775350,6
RU1145_126834252668214,6
RU1145_130184146959283,6
RU1145_227983014652139,2
RU1145_235602017925995,13
RU1145_231900159105828,6
RU1145_236167189904109,6
RU1145_166402827901723,6
RU1145_226806161398684,6
RU1145_227990511958261,6
RU1145_239477285842165,6
RU1145_130754452254004,6
RU1145_192325908356381,6
RU1145_160928758359779,6
RU1145_169151713720093,6
RU1145_226883188452261,6
RU1145_126885746034605,6
RU1145_235199364516597,6
RU1145_161960509000563,6
RU1145_201465617571235,6
RU1145_126765621168045,6
RU1145_230749778894260,6
RU1145_126680944564651,6
RU1145_235763047717084,6
RU1145_231770102066534,6
RU1145_227846630586204,6
RU1145_166400385038709,6
RU1145_236082083519844,6
RU1145_200899038432683,6
RU1145_170343433624797,6
RU1145_161340122348900,6
RU1145_169027877137195,6
RU1145_241057653541275,6
RU1145_235678475709684,6
RU1145_236650104778083,6
RU1145_133982106307509,6
RU1145_135150470809501,6
RU1145_169723796339622,6
RU1145_130142297876716,6
RU1145_195546166716723,6
RU1145_240482262825908,6
RU1145_204213438494557,6
RU1145_126765636377956,6
RU1145_201111654492077,6
RU1145_204756751637363,6
RU1145_131293456223142,6
RU1145_130203904039654,6
RU1145_197206083553204,6
RU1145_231291300498675,6
RU1145_161890937792309,6
RU1145_230652451404645,6
RU1145_160447843416932,6
RU1145_156463321724845,6
RU1145_125197018847019,0
RU1145_204765448531238,12
RU1145_156453508660451,6
RU1145_156463353255860,6
RU1145_129583031991004,6
RU1145_192718916475164,6
RU1145_195546166717228,6
RU1145_227425442811107,12
RU1145_169082592279843,6
RU1145_204358259787619,6
RU1145_166351423065315,6
RU1145_130693127584118,6
RU1145_199865991584605,12
RU1145_126836637088181,6
RU1145_200983488687006,6
RU1145_231692880692980,6
RU1145_195622417385893,6
RU1145_166332083068197,6
RU1145_240001494244638,6
RU1145_227846617230636,6
RU1145_126886731988203,6
RU1145_230809083526427,6
RU1145_196163852154731,6
RU1145_166290862759195,6
RU1145_156515947403621,12
RU1145_231692907699102,6
RU1145_230611621898475,6
RU1145_133854510930157,6
RU1145_199865965144307,6
RU1145_155971426400630,6
RU1145_227930535516891,6
RU1145_227844232698227,6
RU1145_130675130459939,6
RU1145_235122023689526,6
RU1145_166402800635302,6
RU1145_161411807492444,6
RU1145_236221654845750,6
RU1145_205511458474405,6
RU1145_166264153951006,6
RU1145_239382662670188,6
RU1145_230749732031771,6
RU1145_200922540915627,6
RU1145_227510402103140,6
RU1145_131097900731182,6
RU1145_201670671358365,6
RU1145_165860320406813,6
RU1145_196180794633140,6
RU1145_125728279453030,6
RU1145_226874759690091,6
RU1145_197068866906933,6
RU1145_121338004920555,6
RU1145_235129973946803,6
RU1145_166288044518171,6
RU1145_192317693741357,6
RU1145_195615853796579,12
RU1145_156453509130669,6
RU1145_131234281208555,6
RU1145_226806162156915,6
RU1145_121965754567469,6
RU1145_239477240323492,6
RU1145_192653641009076,6
RU1145_226953411057451,6
RU1145_122282764262182,6
RU1145_130194259794147,6
RU1145_205527698500851,6
RU1145_130134888834971,6
RU1145_169174289562406,6
RU1145_227846603032429,6
RU1145_197256772443437,6
RU1145_192745875663092,12
RU1145_227990498563884,6
RU1145_120703436864419,6
RU1145_200570501216669,6
RU1145_121319751629155,6
RU1145_126834206697331,20
RU1145_155842564770532,6
RU1145_200348223626534,6
RU1145_169727133170909,6
RU1145_235122055629172,6
RU1145_197256818609078,6
RU1145_235533386279339,6
RU1145_169022508915099,6
RU1145_156453536676085,6
RU1145_197185786002219,6
RU1145_161478667265886,6
RU1145_226970341336885,6
RU1145_134522331937069,6
RU1145_226970295777646,6
RU1145_121955438188405,6
RU1145_231692879903085,6
RU1145_169794751130475,6
RU1145_197135466653987,6
RU1145_227991451462067,6
RU1145_231280322403035,6
RU1145_197135466126173,6
RU1145_155971413522718,12
RU1145_170198343792556,6
RU1145_126227588995883,12
RU1145_170180385586539,6
RU1145_197058291681590,6
RU1145_126227542588851,6
RU1145_240136813173531,6
RU1145_192180147935670,6
RU1145_231760525977517,6
RU1145_169579780192493,6
RU1145_241114577061739,6
RU1145_204911358400757,4
RU1145_133895312853748,6
RU1145_200563777267443,6
RU1145_235198513040749,6
RU1145_201585876716893,6
RU1145_134447975316381,6
RU1145_166332113829235,6
RU1145_169027877653749,6
RU1145_236176872531693,6
RU1145_129497381628846,6
RU1145_122428824349084,6
RU1145_126218845775597,6
RU1145_130529132694438,6
RU1145_121826186553196,6
RU1145_227990499347886,6
RU1145_155888882731310,6
RU1145_161462663461604,6
RU1145_192678068938995,6
RU1145_125239746049894,6
RU1145_227425454537643,6
RU1145_130203891133214,6
RU1145_235737693186339,6
RU1145_122436455656364,6
RU1145_165302261439220,6
RU1145_170327461448478,6
RU1145_192180166707628,6
RU1145_199962379107228,6
RU1145_156463306783987,6
RU1145_195562300431078,6
RU1145_227510402595165,6
RU1145_226901441862430,6
RU1145_169572513540019,6
RU1145_239468562532654,6
RU1145_201595509435315,6
RU1145_157536914369379,6
RU1145_155972621515492,6
RU1145_170660053006692,6
RU1145_170199732604251,6
RU1145_195622449330995,6
RU1145_156515965987636,6
RU1145_157486610594165,6
RU1145_235626667596075,6
RU1145_192729635245429,6
RU1145_166469265476326,6
RU1145_165860307781534,4
RU1145_131175257127724,6
RU1145_197068881873708,6
RU1145_239448263383790,6
RU1145_235695789460843,6
RU1145_191553861019939,6
RU1145_230732713638694,6
RU1145_240094687935907,6
RU1145_121955419371419,6
RU1145_192121110707555,6
RU1145_200416659623324,6
RU1145_191647322131372,6
RU1145_126132141078949,6
RU1145_204959707477862,18
RU1145_230654437649308,6
RU1145_200922526312747,6
RU1145_161890937555182,6
RU1145_226273436855012,6
RU1145_200562822989741,6
RU1145_235695790013173,6
RU1145_134041176530267,6
RU1145_231770055359404,6
RU1145_232321065794798,6
RU1145_236169996233075,6
RU1145_239468530523059,6
RU1145_226265832999654,12
RU1145_205392380020468,6
RU1145_226822401972526,6
RU1145_157140449901814,6
RU1145_129978390965533,6
RU1145_130761014823221,6
RU1145_155972652714726,6
RU1145_205527698554101,6
RU1145_200511176795997,6
