Cell,NFIX,TCF7L2,HIF1A,STAT4,ICAM1,ELF5,PKNOX2,ESR1,GRHL2,ZEB1,TRPS1,LMX1B,PRDM16,EPAS1,SP100,NR2F2,AHR,EGR1,NR6A1,TCF7L1,JUND,EPCAM,HSF2,TCF12,RORA,NR3C2,PPARG,ARID5B,RUNX1,FOSB,ASCL1,NFIA,SOX6,CREB1,TFDP1,STAT2,REL,SIX1,PROX1,TBX15,GATA6,SP110,RUNX2,PBX1,JUNB,NFIB,BACH1,EBF3,MEIS2,HES1,BCL6,REST,FOS,SOX9,ETS1,GLIS3,LCOR,TCF4,RBPJ,NFYC,ZBTB7A,ZBTB20,BACH2,RARG,NFE2L2,EHF,FOXP1,BBX,JUN,KMT2A,THRB,NPAS2,ZBTB18,CUX2,SMAD3,SOX5,MECOM,NCAM1,FOXO3,RARB,SOX11,SIX4,PLAGL1,STAT1,TEAD1,RORB,NFATC2,CUX1,TEAD4,NFKB1,CD44,RORA_RORB
RU1231A_125247377324843,0.40917313,0.41775504,0.5783549,0.014806751,0.12917317,0.006180107,0.00015408194,1.8250057e-05,0.10866055,0.9652379,0.30072862,0.00283326,0.09412548,0.15513436,0.23277962,0.21238919,0.03241368,2.8301919,0.09240328,0.24692649,3.4857626,2.52165,0.35264146,0.18269852,0.42842546,1.002094e-05,0.0008813296,0.025456913,0.056700144,1.9714452,1.7918154,1.1843024,0.017034953,0.56314075,0.6811988,0.251424,0.3073017,1.455849,0.56293845,0.15987241,0.053181402,0.15096077,0.00043746218,0.5357,3.9185994,1.8128245,0.20153223,0.00034857774,0.38196796,1.046556,0.65465844,0.31196946,4.7568808,1.1112313,0.32080612,0.40486214,0.7009836,1.8682442,0.88244337,0.27458757,0.58142906,1.3135092,0.03333988,0.02126885,1.4618752,0.029317755,0.65687966,1.4762949,4.059623,2.0823522,5.5578752e-05,0.008229066,0.16924496,0.34157556,0.070944324,1.1221745e-06,0.030936018,1.1544572,0.48103708,0.005988081,1.2064644,0.3227832,0.22024687,0.47419304,0.5920023,0.00011137529,0.07050698,0.8798936,0.045671456,0.09874146,0.5897978,0.214268417645
RU1231A_192120139994844,0.31240624,0.3240899,0.612602,0.0041741785,0.07324661,0.00026331077,7.4173564e-05,0.0003596843,0.055900905,0.76459587,0.18448631,0.00039226518,0.09200846,0.1394669,0.099937,0.21066731,0.019076841,2.2126913,0.1256108,0.17968611,3.1716764,2.1274376,0.46432135,0.16229896,0.28503203,0.0011789352,0.00021536926,0.010291341,0.022090787,1.2699146,2.0629828,0.9846349,0.0058877487,0.5045218,0.9410804,0.18922302,0.33200255,1.202998,0.45391852,0.11184345,0.031068144,0.07524831,7.302204e-06,0.28008112,3.5791452,1.6179073,0.1975771,0.010166299,0.45685163,0.6562015,0.34232247,0.08040475,4.244989,0.6570857,0.14682648,0.2303149,0.64384115,1.8510798,0.89671206,0.2338742,0.4680159,1.2219146,0.019844828,0.005510753,1.3321347,0.014399482,0.6359521,1.2936766,3.4126472,2.058233,1.4833741e-05,0.0011852116,0.18363361,0.33633554,0.039356347,1.5400183e-05,0.009834626,1.4395385,0.4730339,0.004614513,1.1576076,0.25678557,0.31391144,0.33300197,0.48003536,0.00016727783,0.05920953,0.7757725,0.06853013,0.043037575,0.47139257,0.14259965391499999
RU1231A_227915456998125,0.64902747,0.42368615,0.47555637,0.00794673,0.097765,0.0001972998,1.9970857e-05,0.0008819217,0.023135431,0.94578743,0.23325707,1.0607275e-05,0.054575365,0.22019036,0.1779131,0.15639085,0.020770453,2.1581516,0.061244305,0.18596631,3.0346088,0.9730847,0.30498964,0.10966448,0.59046024,0.00027849173,0.002770783,0.12400664,0.21448681,1.2890347,0.8383059,0.70884365,0.03194668,0.31980821,0.27622533,0.12745951,0.29388443,1.1055343,0.43241084,0.06892127,0.011124822,0.09641365,0.0023204607,0.4708624,3.2219753,0.9474229,0.22590238,0.0037448094,0.3336537,0.6323845,0.60672635,0.4373007,4.229833,1.2526035,0.47898534,0.33004475,0.5342644,0.9000897,0.8543018,0.21818443,0.35329857,1.1485339,0.060460582,0.010646662,0.91881895,0.008060468,0.4738372,1.143662,3.6722548,1.4777797,0.0013257676,0.035177678,0.09257805,0.06599752,0.074837506,0.0059747365,0.03903815,0.8463931,0.40141827,0.0031238636,1.0730346,0.2186158,0.1152885,0.14772981,0.45167038,0.0010507582,0.020745872,0.63631403,0.025058774,0.046851758,0.98986685,0.2957554991
RU1231A_134376349416795,0.4937399,0.54732823,0.74335885,0.012387474,0.13253886,0.006064758,7.942253e-05,6.315154e-06,0.028436655,1.3442184,0.21395278,4.91101e-05,0.06512896,0.11855464,0.124057986,0.2714946,0.017616555,2.8496268,0.12768723,0.19994058,3.5529249,1.1320419,0.5664601,0.17650712,0.68656385,0.00017258835,0.0006654994,0.029942358,0.15616544,1.6551337,1.8131024,1.0494131,0.009495516,0.7542378,0.7256013,0.20299911,0.33275592,1.1053821,0.47198066,0.19293258,0.04154814,0.11830105,1.3406929e-05,0.6427997,3.8799753,2.1433282,0.28659844,0.0011797,0.5198964,1.1109493,0.40902632,0.38171372,4.548471,1.1558527,0.35674247,0.29548976,0.83490163,2.0216017,0.9296206,0.32205388,0.54818636,1.4978149,0.064166315,0.00998554,1.6847781,0.003739736,0.8314218,1.6996639,4.3570147,2.3282611,3.524772e-05,0.0031471052,0.21593548,0.3005302,0.107280456,2.9321802e-05,0.073868364,1.780088,0.6403957,0.0014729911,1.4414445,0.27187094,0.23435843,0.7157698,0.6471484,0.00015898189,0.03935011,0.85583425,0.05377925,0.04128578,0.89128196,0.34336141594499997
RU1231A_231349329544989,0.33589604,0.38569173,0.63842875,0.0005668742,0.08537507,0.00018345373,0.0009597199,5.3183435e-06,0.10384542,0.40784547,0.14837404,1.8143784e-06,0.0822555,0.19127268,0.20257857,0.18321563,0.035198774,2.4876199,0.13032193,0.17136256,3.2228487,3.1906776,0.48807517,0.19666468,0.34802827,0.00048051204,2.6320236e-05,0.014670797,0.033274554,1.9414375,2.1219628,0.9041236,0.014875384,0.4929125,1.15333,0.26038715,0.4209861,1.2469538,0.42800674,0.11687195,0.05081447,0.16447559,0.0,0.24336548,3.6642818,1.8895864,0.25701714,0.00093962526,0.4157567,1.4351455,0.4792125,0.13336094,4.521596,0.6094686,0.14693706,0.24328405,0.7126126,1.44085,0.84252,0.28423473,0.54485863,1.14903,0.035588313,0.012831048,1.6849214,0.014692489,0.6967908,1.366696,4.435844,2.1820002,1.1328557e-06,0.00060338253,0.17842722,0.42686006,0.10394716,1.6867915e-10,0.010356497,1.4851134,0.5766494,0.0012253706,0.9041606,0.29046574,0.36123237,0.5624476,0.4636639,4.8961724e-06,0.070825815,0.85744226,0.13515683,0.05695059,0.59714895,0.1740165830862
RU1231A_161326283286372,0.37910676,0.2864001,0.63314086,0.003051576,0.037036177,0.00017513298,1.052583e-07,8.289633e-08,0.092933916,0.5748289,0.16682911,0.000117192256,0.086200625,0.061965737,0.09345105,0.3028852,0.018894466,1.9251826,0.0873698,0.16840471,3.2655675,3.0247843,0.3922432,0.16363288,0.18858804,8.010955e-06,0.0014280783,0.007477671,0.009606325,0.9907209,2.3573556,1.009031,0.0044507254,0.5164446,0.8317766,0.15287565,0.28385055,1.542859,0.39834362,0.06414237,0.03326255,0.07568671,4.110118e-06,0.31636378,3.1297903,1.4463202,0.1560731,0.0034037402,0.3708069,0.48767406,0.31022227,0.057663806,3.9370663,0.63822025,0.13956271,0.21797827,0.68456787,1.9864041,0.80434614,0.24907942,0.49117947,1.2314868,0.02886256,0.009368496,1.1293967,0.024240956,0.53391385,1.2045772,2.9776833,1.9913788,5.4895925e-05,0.001100018,0.17508473,0.31291762,0.037366074,2.2617764e-06,0.0023299367,1.0672694,0.3389473,0.008660045,1.3005677,0.32615167,0.18992715,0.37962517,0.5482062,0.0003778589,0.06577067,0.7610757,0.05109237,0.06600604,0.2117112,0.09448294945
RU1231A_134393261046493,0.35653868,0.39512128,0.57280844,0.0069164983,0.09625166,0.0034878673,1.4519054e-06,1.2451017e-06,0.05254544,1.1295569,0.28875318,0.0009204794,0.07665408,0.107015796,0.1485886,0.21724357,0.016430786,2.578762,0.08985058,0.2547114,3.2861722,1.832549,0.35425293,0.16761203,0.36090347,2.4149617e-06,0.0008040114,0.01862427,0.038128976,1.3713715,1.8746967,1.1480153,0.014241934,0.5568387,0.62109834,0.20133436,0.25998285,1.435904,0.5899596,0.14408125,0.03294129,0.10642777,0.0005695847,0.471003,3.7475007,1.5967648,0.1730433,0.0012672014,0.4092705,0.7478167,0.50094694,0.19257936,4.523624,0.9719799,0.29206434,0.3792573,0.6048587,2.1711032,0.85494715,0.25122738,0.5185607,1.3267915,0.030122044,0.0157887,1.3071101,0.020947589,0.6354679,1.4547961,3.365977,2.0328796,0.00014740229,0.007250682,0.18038669,0.3343956,0.045064367,1.02327085e-05,0.015280751,1.2274879,0.42412168,0.0093825115,1.2342726,0.29559842,0.19583295,0.3858082,0.5230733,0.0003458852,0.049389903,0.8327276,0.027449554,0.06880835,0.52986836,0.1806246776
RU1231A_169220299680180,0.30414572,0.42794517,0.68240935,0.0034511606,0.09963022,0.0013309971,0.00017577015,0.0024545481,0.03372952,1.1294142,0.27774355,0.00078724907,0.07529267,0.13387157,0.13277487,0.22154936,0.011763943,2.6370866,0.11454905,0.2161135,3.2226887,1.3301951,0.44169548,0.18855567,0.367813,3.152326e-05,8.188323e-05,0.0265065,0.059326224,1.6146165,1.27308,1.2931716,0.0080202585,0.58871174,0.9090847,0.24942334,0.38318488,1.1119782,0.6718991,0.18962407,0.0444994,0.07457888,2.2500545e-07,0.48634776,3.767445,1.8687636,0.19485143,0.00070087484,0.52066463,0.9999002,0.46663907,0.28354967,4.5286493,0.89834017,0.23082586,0.32479182,0.6992649,2.1472292,0.9085482,0.27153248,0.48008335,1.3083053,0.03700722,0.004253087,1.4638171,0.0043342863,0.6791839,1.4147817,3.977036,2.0899496,5.265328e-08,0.0059026578,0.22292902,0.28935027,0.05604618,1.0721873e-06,0.041145552,1.358417,0.6154239,0.003390989,1.2267936,0.26015836,0.3447631,0.37561473,0.5352122,8.395697e-06,0.03513982,0.85120595,0.06792796,0.059701018,0.7208128,0.1839106978485
RU1231A_230670677784806,0.3957226,0.47759533,0.80451757,0.00074172264,0.0485801,0.00011357047,5.802575e-05,2.687814e-06,0.11937698,0.655743,0.19194295,0.00016898116,0.06801081,0.20640557,0.1390851,0.23557375,0.021845672,2.8747845,0.16385262,0.1726029,3.736441,2.6249914,0.5436852,0.21817206,0.45792863,0.0023850943,1.4279419e-05,0.0078158565,0.021373637,1.9767364,2.1324055,1.0727429,0.004070057,0.7726757,1.1173838,0.24319428,0.33052647,1.1694562,0.45311952,0.15824063,0.04750955,0.14154977,4.338044e-06,0.38085932,3.9714468,2.1509829,0.33497503,0.009286844,0.53938425,0.9275277,0.529125,0.18198235,4.780238,0.7355716,0.13462733,0.27844286,0.84391123,1.8763225,0.90695965,0.42282552,0.55670655,1.3156296,0.061426926,0.0088218255,1.9424375,0.017735284,0.94231105,1.6369643,4.504315,2.4036138,3.4112207e-05,2.1003392e-05,0.25193167,0.4505619,0.10030952,2.2112468e-05,0.0119323945,1.7540404,0.68157274,0.0009613361,1.0451248,0.3851063,0.34215483,0.77236485,0.60522187,7.08409e-05,0.07133605,0.8508537,0.07951201,0.07082027,0.5806775,0.22899973545
RU1231A_165248393997733,0.48677787,0.5335876,0.7713616,0.00988266,0.07266862,0.00030616965,2.566926e-05,2.4875828e-05,0.12759246,1.317678,0.19385251,0.0040356093,0.066703685,0.064795166,0.14528096,0.3242285,0.023558617,2.7265327,0.2128189,0.24024649,3.3666685,1.6741244,0.5518033,0.25632766,0.47945535,0.00032268767,0.0001456129,0.0026761997,0.036689833,1.4455618,2.4157133,1.4354159,0.004957378,0.8376611,0.6900891,0.20812276,0.15272097,1.4046963,0.44093072,0.13126427,0.025874257,0.07295406,7.0583887e-06,0.7243198,3.4703765,2.3749163,0.21786144,0.002360743,0.5284929,0.6352763,0.4824598,0.33708894,4.4071994,1.0432197,0.2039672,0.37020814,0.75441325,2.5541694,0.9936504,0.471463,0.5022257,1.7091922,0.030390847,0.015739698,1.5913498,0.016624952,0.9593819,1.5552068,3.8656826,2.2580266,0.00015960546,0.0010181551,0.2697585,0.39021584,0.10189645,0.0015977664,0.026291227,1.7496779,0.61115205,0.0007481682,1.6421521,0.3938352,0.17734279,0.7813583,0.6518213,0.0019771499,0.052766558,0.9544784,0.034368675,0.050401438,0.4729524,0.24071624995
RU1231A_122427435539741,0.45635438,0.53647476,0.6258535,0.007258624,0.13235413,0.0005170875,6.313539e-06,0.00012580749,0.025015222,1.5967891,0.3959685,0.00042215327,0.052649256,0.12050396,0.17091735,0.26215205,0.008734216,2.9759586,0.08840523,0.31706426,3.5528464,0.90079707,0.3382331,0.19056126,0.45016357,4.6700196e-05,0.0016006584,0.050490215,0.11092674,1.8614937,0.9598563,1.3573363,0.018164027,0.68152994,0.49612167,0.20217586,0.21167307,1.0960817,0.6872249,0.2529795,0.029774621,0.13843396,8.371174e-05,0.848489,3.8777552,1.7095765,0.20575841,0.00056004105,0.48325947,1.0290911,0.56901354,0.52631515,4.8662252,1.2640971,0.42103425,0.4368603,0.69755226,2.206232,0.83171654,0.28646407,0.45662016,1.4682027,0.04728258,0.025782358,1.3691909,0.0017095073,0.7424909,1.5645354,4.223675,2.15465,0.00056024437,0.009033814,0.24350494,0.27965835,0.09665191,0.00011605328,0.06548405,1.1278249,0.5498837,0.0042547924,1.3841115,0.2713228,0.26299027,0.40229818,0.5921925,0.00027397918,0.01737078,0.8876989,0.01848817,0.070634715,0.6952441,0.22521877459
RU1231A_135135350351707,0.388701,0.42310268,0.64125645,0.0075708833,0.11085433,0.00018167608,8.4512205e-05,0.0003888763,0.019098356,1.1390224,0.29579878,0.00015209438,0.08967352,0.123762615,0.112185895,0.16704969,0.015600773,2.2820399,0.11958275,0.21973352,3.070602,1.1251755,0.50640917,0.15859188,0.49337423,3.6711284e-05,0.0049983347,0.041538343,0.07215209,1.2800124,1.4171431,1.0306127,0.008355851,0.5148103,0.7751668,0.17974406,0.377491,1.0783112,0.5362525,0.14659253,0.023968058,0.066074096,1.3346959e-05,0.4326504,3.4293878,1.5988499,0.23694417,0.0054621696,0.54789007,0.8207346,0.4164457,0.20847984,4.192114,0.92541534,0.28993586,0.2787913,0.69174606,1.9151642,0.9194515,0.23077886,0.46019113,1.2580414,0.030040635,0.00618443,1.308853,0.004522348,0.6464959,1.4086832,3.7216132,2.11313,8.67416e-05,0.005955621,0.215889,0.2939428,0.04092205,5.7035577e-05,0.045354422,1.4471058,0.5695628,0.003542794,1.3795493,0.18153258,0.31405798,0.29961306,0.52274704,0.000112231806,0.030920105,0.7408391,0.04996506,0.030111147,0.769712,0.24674323090300002
