Cell,ELF5,ZBTB18,MECOM,TEAD4,GLIS3,SIX1,EBF3,CD44,RORA,KMT2A,ETS1,NFKB1,SP110,ZBTB7A,CUX2,PRDM16,NEUROG2,SOX9,FOS,GATA6,NFATC2,TCF7L2,PROX1,STAT4,FOXP1,STAT1,RUNX2,MEIS2,GRHL2,FOSB,ARID5B,CREB1,REL,NFE2L2,PPARG,JUN,ICAM1,RARB,NFIB,REST,SIX4,ZBTB20,NCAM1,TCF4,CUX1,PLAGL1,RARG,SOX6,ZEB1,BBX,EHF,JUND,FOXO3,BCL6,BACH1,CD24,JUNB,RUNX1,PBX1,NPAS2,SMAD3,NR3C2,LMX1B,AHR,EPCAM,NR2F2,TBX15,TCF7L1,ESR1,TEAD1,SP100,RORB,TCF12,SOX5,EPAS1,BACH2,PKNOX2,HSF2,EGR1,LCOR,NFIA,STAT2,HIF1A,NFIX,THRB,ASCL1
RU779D_134946238130460,9.619283e-06,0.32992372,0.004723812,0.07192082,0.020990571,0.42724964,0.009906881,0.35280943,0.40011397,1.0858952,0.29648483,0.08460576,0.06405839,0.41329443,0.060755495,0.028627327,0.06420658,0.23897456,2.8620815,0.01591621,0.049689125,0.2499563,0.5340222,0.057659987,0.60819995,0.39396244,0.03998645,0.34503508,0.15052037,0.7846735,0.3463101,0.57129776,0.64358336,0.6234217,0.029863836,3.2805579,0.025484057,0.0201126,0.10269942,0.25403365,0.33556917,0.22551355,0.16647623,0.9532426,0.5233209,0.03978007,0.024809645,0.0499069,0.23318154,0.5729932,0.010337633,2.9996939,0.39785776,0.10824431,0.31592688,1.9656801,1.763384,0.07711455,0.60198456,0.004004343,0.035851166,5.1618634e-05,6.268278e-05,0.10395095,2.0808868,0.4914955,0.0010530048,0.10959247,0.0045553497,0.42738372,0.19078314,0.35818574,0.27971593,0.004424082,0.010288418,0.010490983,0.03600309,0.45713517,0.38325483,0.26860583,0.36931524,0.22954658,1.0813589,0.22613756,0.024024706,0.27907282
RU779D_241054849649590,0.00019945927,0.17505302,0.025225874,0.06674857,0.010444767,0.329583,0.009792236,0.2523603,0.12070645,0.44011647,0.14719895,0.06702741,0.01659785,0.16322128,0.026568914,0.004652061,0.038998216,0.05570483,0.8092345,0.005934335,0.01685749,0.11765403,0.2537098,0.0391502,0.2824336,0.24813704,0.033575177,0.14432575,0.031911377,0.24070437,0.08294356,0.38760337,0.18534198,0.4407849,0.016969288,1.441061,0.011527659,0.007406287,0.28004363,0.075416334,0.08846078,0.10677455,0.13423243,0.59313816,0.32508823,0.02178075,0.0056603183,0.017477935,0.11659637,0.39544994,0.033873316,2.1450078,0.25618044,0.048620254,0.10164884,2.3285503,0.67875695,0.0570586,0.33761024,0.000527311,0.0158812,0.00046596432,0.00016172754,0.019158393,1.6059551,0.26747715,0.006770573,0.025642825,0.00062991417,0.22813031,0.053669367,0.13125452,0.2269318,0.013471483,0.02986391,0.006862333,0.00949397,0.23853776,0.10407781,0.1719425,0.25831333,0.09920609,0.6166676,0.17960691,0.010212982,1.0095013
RU779D_195536665037549,0.00026499442,0.5234887,0.04625781,0.06753109,0.03538321,0.37978774,0.023626557,0.2829886,0.45316303,1.6312968,0.2497763,0.13254131,0.058380578,0.5324814,0.04487237,0.07757715,0.08610525,0.15142773,1.8924159,0.004853325,0.04910055,0.31532124,0.77906495,0.100777864,0.72879696,0.54463804,0.03066803,0.7077016,0.20341513,0.54209137,0.3367208,0.7468825,0.70507073,0.9048301,0.035630792,2.777917,0.021680433,0.011523923,0.275858,0.28243867,0.3121489,0.3650141,0.31597045,1.3701328,0.73165613,0.10772381,0.017527135,0.08253532,0.31366855,0.8057055,0.009351099,2.7395074,0.5428802,0.13003527,0.51813716,1.6850816,1.3571737,0.10855966,0.7744593,0.015505638,0.05431947,0.00016056474,0.0006735775,0.10607271,1.8261179,0.566736,0.0035257791,0.15953518,0.009599484,0.7613292,0.14088255,0.51154774,0.4275804,0.013009897,0.014946771,0.028924918,0.08716537,0.48453614,0.30548427,0.4471381,0.5841536,0.49656484,1.2035766,0.35113212,0.013388789,0.3082909
RU779D_192729635019110,0.00023630285,0.22080436,0.015833981,0.06501169,0.012877178,0.33830607,0.0101666795,0.2957733,0.20310208,0.61727625,0.19675869,0.067972,0.028252104,0.23401219,0.03812584,0.015715176,0.044145707,0.09301463,1.3170693,0.0069684596,0.02547157,0.16490214,0.32153428,0.047558263,0.34421983,0.29289743,0.0392875,0.20565304,0.06353337,0.38926134,0.15786068,0.46072736,0.30859914,0.49476847,0.019756276,1.8377544,0.012630511,0.009298744,0.19432992,0.11963477,0.14419277,0.14278276,0.13752265,0.6948731,0.39505628,0.024241202,0.012080454,0.025200285,0.1390559,0.43705088,0.025816651,2.3537009,0.3148808,0.0682747,0.14117458,2.1863189,0.96104944,0.06711594,0.4087795,0.001829342,0.0201858,0.00030576985,0.00010637436,0.03397541,1.769015,0.32959437,0.0038689848,0.050997548,0.0020829693,0.27491334,0.092457004,0.17886303,0.22740781,0.009272293,0.021132065,0.008129217,0.015865615,0.28870386,0.17753877,0.20733537,0.25288174,0.13170321,0.75476587,0.19729474,0.012871628,0.69506073
RU779D_125127924279013,1.5291474e-05,0.3780595,0.004379324,0.07529671,0.022277173,0.46552193,0.01122086,0.35783538,0.45949286,1.2626016,0.30209357,0.08914461,0.07123975,0.48136336,0.06324616,0.043690298,0.08066431,0.26879662,3.2217236,0.014145939,0.058624074,0.28121617,0.6246024,0.06374109,0.68138534,0.42912197,0.036293577,0.42591727,0.17586806,0.8848916,0.39385727,0.61101663,0.7320477,0.6893026,0.029867122,3.5691607,0.029076207,0.025595678,0.10372187,0.28372955,0.3690546,0.26035368,0.1811087,1.0923245,0.5857404,0.046658475,0.027988426,0.05824383,0.26215482,0.64123255,0.007542931,3.1449072,0.4452609,0.1172944,0.36341494,1.8677679,1.9351466,0.08102077,0.65115094,0.007020716,0.039915126,3.6542147e-05,4.7602716e-05,0.12009414,2.1131122,0.54911655,0.0007711754,0.1363884,0.0065230196,0.4772366,0.1990097,0.403193,0.30143255,0.0031958905,0.010159374,0.012562486,0.04277243,0.5164327,0.45444015,0.29460075,0.43231222,0.26942098,1.1963505,0.24562298,0.02469154,0.23220314
RU779D_197057102408414,3.1998134e-05,0.39364946,0.013318617,0.08436088,0.021972522,0.4008242,0.020151889,0.42985302,0.46347106,1.3475074,0.3578681,0.122121766,0.08500238,0.5506996,0.06327999,0.08405025,0.09676522,0.19237526,2.8439493,0.0067784083,0.078317925,0.2840291,0.7107603,0.08936035,0.69108725,0.4974129,0.039812624,0.45483518,0.17825145,0.90376717,0.45330897,0.7097547,0.7319475,0.8316002,0.022821436,3.0743666,0.025834775,0.020258926,0.16825983,0.30207112,0.32000676,0.29737622,0.17646222,1.1785583,0.63175976,0.070970565,0.034857556,0.056384113,0.2803661,0.71335024,0.0073166457,3.192269,0.5026247,0.1253936,0.32933787,1.8552171,1.9566807,0.094101086,0.7103245,0.009089255,0.04663865,0.0001493374,5.1374183e-05,0.09431996,2.149576,0.5330069,0.0013153512,0.17971386,0.01016996,0.46658123,0.22686966,0.39830366,0.32920325,0.0052081426,0.012651454,0.025091205,0.053981178,0.49489048,0.5012106,0.38337457,0.4578888,0.28373808,1.1126127,0.27883208,0.01779488,0.32647
RU779D_170677547232043,6.0085455e-05,0.30144185,0.010962394,0.07066142,0.016488863,0.39297992,0.012601048,0.41088212,0.36924496,0.9701458,0.34829748,0.08898461,0.07000976,0.38875383,0.053096093,0.036661986,0.057342317,0.17212033,2.3040702,0.011628697,0.054469474,0.23194923,0.4877106,0.070579484,0.53583086,0.3965034,0.0460321,0.2906233,0.123371005,0.7054896,0.34557176,0.5581925,0.57532144,0.6197717,0.02522159,2.7511113,0.025326021,0.013205262,0.15121242,0.2318401,0.270676,0.2320324,0.15310761,0.85798025,0.47909242,0.035644207,0.025698544,0.0427889,0.2071928,0.5508645,0.022186656,2.8616571,0.37892303,0.1194269,0.23995708,2.0268524,1.5880278,0.0858711,0.5486585,0.0040113577,0.038157232,0.00025815255,0.00016485111,0.072158955,2.0081384,0.4319322,0.0026656978,0.09884609,0.006119847,0.37200004,0.22008675,0.28297874,0.26658615,0.007027131,0.019879663,0.012530628,0.027733382,0.3876282,0.34824783,0.27315965,0.32659993,0.19412996,0.937772,0.2173329,0.017353531,0.46869877
RU779D_135562668657004,0.00025384978,0.5144219,0.054113723,0.07098017,0.034769237,0.3826944,0.025387688,0.28517208,0.43446642,1.5953943,0.2332415,0.12934957,0.05455029,0.51288605,0.041280814,0.06829232,0.0858313,0.15704405,1.818255,0.005558002,0.04558019,0.3084449,0.7372455,0.090109356,0.7219004,0.5095718,0.030606743,0.67785174,0.19237483,0.50854987,0.30873716,0.71068186,0.6802662,0.86867845,0.03476627,2.793276,0.020736411,0.011357313,0.29243848,0.27712885,0.30599597,0.366374,0.34559923,1.3542461,0.7023551,0.11232438,0.016119238,0.08035355,0.32669088,0.79932874,0.010078025,2.676825,0.5283498,0.12826945,0.51246375,1.6904377,1.2854853,0.11179724,0.7562153,0.014326872,0.05421239,0.00020414338,0.0007298196,0.102175355,1.7517878,0.5710182,0.0040085195,0.14539634,0.009393884,0.74187076,0.13131586,0.51419073,0.4305654,0.015618456,0.015913995,0.028988492,0.082528464,0.48473734,0.29411703,0.4356955,0.5629689,0.4806093,1.1435492,0.33233473,0.013461992,0.30836362
RU779D_165191500294965,5.3694628e-05,0.36549836,0.017343031,0.08533167,0.019696318,0.3958931,0.025962388,0.36872157,0.37904572,1.1885297,0.2928619,0.12092136,0.06659996,0.48044258,0.053864524,0.06768557,0.09249175,0.1655702,2.4135976,0.0057543237,0.061031807,0.2506885,0.65072286,0.06855728,0.62431353,0.46652105,0.03850643,0.3941213,0.1525935,0.76168483,0.358073,0.6844624,0.606964,0.7915625,0.021485668,2.7201648,0.018133847,0.018125987,0.24194689,0.25663024,0.28389153,0.26959303,0.1890578,1.1167766,0.5825279,0.067963496,0.02921193,0.05499215,0.26960817,0.6732879,0.018513618,2.9947865,0.46354565,0.10386834,0.29366073,2.0301328,1.6772186,0.083561905,0.7050934,0.00650063,0.04362001,0.00030808555,0.00015636305,0.07813235,2.1439047,0.4999653,0.002306161,0.15197444,0.007786967,0.44925332,0.17410903,0.37984467,0.34412733,0.011625162,0.011045026,0.023657935,0.051909428,0.4588264,0.43470958,0.37421015,0.4342909,0.2561044,1.0213712,0.26870245,0.017222168,0.4537639
RU779D_200015261395294,0.00031321653,0.42455515,0.019098165,0.08040882,0.026494524,0.44589022,0.02166609,0.51388276,0.5388298,1.4519712,0.43592924,0.119104765,0.09654156,0.5997433,0.062006593,0.08787988,0.09110227,0.23177558,2.9609654,0.011410694,0.08516201,0.32283682,0.7190668,0.10245498,0.74104714,0.5050157,0.049736295,0.4761319,0.18689294,0.9474107,0.5165383,0.68475664,0.8230921,0.8242209,0.026504928,3.3089442,0.045592394,0.016148502,0.18679206,0.3435501,0.35173914,0.36299074,0.20573425,1.1714927,0.6227206,0.06129398,0.035132434,0.061226096,0.3154413,0.76153165,0.028414171,3.244128,0.52243817,0.16890389,0.35031506,1.7631077,2.070658,0.11697691,0.688225,0.012314901,0.056358825,0.0011517603,0.00029363632,0.10246921,2.0826726,0.57459456,0.0039010786,0.17103672,0.014512672,0.49457937,0.29682654,0.39102587,0.33268154,0.007366583,0.026378905,0.02702371,0.048459157,0.51343644,0.52776986,0.38841265,0.44928744,0.29419222,1.1390587,0.26655978,0.018397253,0.33421054
