Cell,NFIX,TCF7L2,HIF1A,STAT4,ICAM1,ELF5,PKNOX2,ESR1,GRHL2,ZEB1,TRPS1,LMX1B,PRDM16,EPAS1,SP100,NR2F2,AHR,EGR1,NR6A1,TCF7L1,JUND,EPCAM,HSF2,TCF12,RORA,NR3C2,PPARG,ARID5B,RUNX1,FOSB,ASCL1,NFIA,SOX6,CREB1,TFDP1,STAT2,REL,SIX1,PROX1,TBX15,GATA6,SP110,RUNX2,PBX1,JUNB,NFIB,BACH1,EBF3,MEIS2,HES1,BCL6,REST,FOS,SOX9,ETS1,GLIS3,LCOR,TCF4,RBPJ,NFYC,ZBTB7A,ZBTB20,BACH2,RARG,NFE2L2,EHF,FOXP1,BBX,JUN,KMT2A,THRB,NPAS2,ZBTB18,CUX2,SMAD3,SOX5,MECOM,NCAM1,FOXO3,RARB,SOX11,SIX4,PLAGL1,STAT1,TEAD1,RORB,NFATC2,CUX1,TEAD4,NFKB1,CD44
RU1080C_232389351167925,0.020460015,0.09263066,0.86994284,0.004135046,0.033451207,0.0035749113,0.0011979009,0.00024036135,0.059785176,0.1880238,0.05036051,5.535005e-07,0.07437385,0.65453446,0.005026111,0.7758625,0.00085855584,0.5727492,0.17201778,0.013462729,4.4704485,3.243192,0.3724209,0.47417867,0.16469806,7.345884e-05,0.0035451762,0.06564966,0.20037255,0.51827127,4.3061953,0.34584653,0.41385907,0.50964314,0.87475044,0.1568967,0.2912152,1.757631,1.3866441,0.0045766905,0.000395371,0.008318208,0.00016286605,0.6261566,2.0067964,2.0677516,0.2674092,0.49442115,0.103391945,0.20659669,0.23833567,0.0069379015,2.7094715,0.45019877,0.9284514,0.016002975,0.33819234,1.5394727,1.157199,0.672148,0.5332872,0.78379804,0.00039959585,0.00876851,0.9265868,0.7949353,1.1107261,0.40562397,4.0156684,2.1001956,2.9844286e-05,0.0017734931,0.2489896,5.270308e-07,0.0083585195,0.011256042,0.030134331,1.2574617,0.48967925,0.0035826871,1.4122818,0.2570339,0.0026708678,0.39369085,0.6806047,3.5053516e-05,0.23059504,0.70258856,0.007315394,0.13577585,0.009917939
RU1080C_130049272825758,0.01809562,0.026178682,0.58222353,0.0020067869,0.0018833767,0.00042806254,4.149045e-05,0.00011356727,0.07216607,0.021823535,0.006214236,6.0861116e-06,0.003062021,0.12968771,0.0046982137,0.26048613,0.0022109782,0.11526322,0.025462471,0.0028830217,2.8041575,1.4739109,0.24120635,0.3279489,0.036458768,3.5634082e-05,0.0016733154,0.08238503,0.05422926,0.070203274,2.5600967,0.1269089,0.038612068,0.24376094,0.97599745,0.05608303,0.10929995,1.2223201,0.31095403,0.0024482708,0.00035482363,0.0013933133,0.00061417866,0.14067389,0.6119677,1.0434229,0.058830142,0.12086207,0.044615544,0.08624975,0.01921765,0.004444817,0.6939325,0.07058019,0.20605268,0.0008462613,0.15056874,0.5572524,0.54850745,0.57311106,0.101806074,0.16906928,0.011506172,0.0002686391,0.41727397,0.29471558,0.289804,0.15159191,1.8852755,0.3967842,0.00034340945,0.00013676623,0.02518284,0.00065858185,0.010451253,0.0022792518,0.0073804692,0.20617697,0.15399402,0.0008675954,0.2998491,0.028862849,0.00030029286,0.3065479,0.19065972,0.0023790984,0.052333005,0.10574386,0.024769481,0.084386446,0.019155841
RU1080C_162078857058531,0.0027718134,0.14814965,1.1210669,0.0013473914,0.011764883,0.0036806762,7.9634105e-05,5.1721636e-06,0.14735822,0.27015486,0.059174795,1.3726321e-06,0.016534118,0.4024664,0.019245552,0.7993068,0.008820994,0.9633962,0.2458798,0.027902732,3.5501997,3.23323,0.5401409,0.52815086,0.18007815,6.604365e-05,0.007219697,0.15367378,0.23601612,0.33474684,4.094131,0.45841807,0.43322933,0.5924342,1.6614568,0.23535374,0.4035449,1.8870245,1.2702628,0.00016698844,0.0012700742,0.018883616,0.0040986724,0.55083233,2.077373,2.8716948,0.343902,0.5885085,0.27867904,0.34669557,0.4700074,0.011906505,3.3240309,0.40265903,0.62182975,0.0051449123,0.8106603,1.8349594,1.2289916,0.75791323,0.4630015,0.6668801,0.027798988,0.008064661,1.3424826,0.7454767,1.3358723,0.25081396,3.7503777,2.1156232,0.00017231732,0.0022328421,0.17780018,2.1449523e-05,0.018184472,0.01203347,0.079246014,1.7689986,0.64841396,0.000121019664,1.6258663,0.44458157,6.429475e-05,0.7678979,0.85745746,0.003115375,0.16362448,0.7261457,0.077067,0.20623581,0.0094522005
RU1080C_121254238670116,0.09142782,0.20478947,0.90330124,0.025044957,0.022435412,0.02346525,0.0025231605,0.007193295,0.095145896,0.40010774,0.105892204,0.00034766798,0.19796288,0.29433125,0.03844032,1.0751483,0.022982843,0.38624188,0.18282092,0.0151063,3.1244295,2.155519,0.54149735,0.31504205,0.35052764,0.0022018238,0.012649463,0.12067699,0.2505959,0.37387058,2.963028,0.29767188,0.23888497,0.39251354,0.4542964,0.16080488,0.40903273,2.1618216,0.95552444,0.008213961,0.011479309,0.015771843,0.02774742,0.3882885,1.2971145,1.3328891,0.3338542,0.43155393,0.2216596,0.33169466,0.2226967,0.05466989,2.5104258,0.44176272,0.6240717,0.017004166,0.3762448,1.4493153,1.9280262,0.54054374,0.39457765,0.77759236,0.011885328,0.0036812518,0.93756413,0.6880315,1.1753738,0.5651732,3.6062748,1.608801,0.002804276,0.007282187,0.23092458,0.0035856767,0.020297946,0.015923323,0.033071842,1.0902423,0.52402514,0.0030258894,1.0419408,0.31695145,0.0051971846,0.25117037,0.6532643,0.024862783,0.1589095,0.671858,0.0098594865,0.086912304,0.15221563
RU1080C_235128478943078,0.0021776273,0.09888479,0.8921957,0.00049069966,0.03592428,0.00021239457,0.0035201495,0.0031115357,0.12973602,0.15437184,0.050591912,5.7112447e-06,0.05605885,0.23213765,0.0036850432,0.7755187,0.00440636,0.40674928,0.1336434,0.025347618,4.151883,3.6607761,0.24252275,0.56411594,0.08004887,3.711487e-05,0.0039046109,0.09281985,0.2691383,0.27005336,4.106344,0.559281,0.6754911,0.4759164,0.6338217,0.13937023,0.19114675,1.9037482,1.5783134,0.0022548726,0.003285217,0.0004075404,0.00027795605,0.7060569,1.4826652,2.3842623,0.24681608,0.43927187,0.075331874,0.28967604,0.40047142,0.018247535,2.1885936,0.33671898,0.8471027,0.00016326964,0.41316444,1.4563819,1.3610145,0.6419254,0.4016596,0.4151339,0.0003129818,0.01091066,0.776675,0.7022187,0.9030901,0.50499475,3.5869908,1.8032211,0.00054561306,0.00019488731,0.2842353,3.6454428e-06,0.015869847,0.002482301,0.026639074,1.1571522,0.42605785,0.00091586437,1.6635814,0.21480876,0.00023207162,0.43570042,0.83479536,0.00028401802,0.15289362,0.65628254,0.017786734,0.13161296,0.025288993
RU1080C_129446769245043,0.029903483,0.10130672,0.8919595,0.0038886087,0.025175843,0.005384033,0.0019761773,0.00016463548,0.067131706,0.23225325,0.06518784,7.4379045e-08,0.07327796,0.53630465,0.007874004,0.9184451,0.0013284651,0.55309165,0.18624721,0.009798604,4.019177,3.1217475,0.3763488,0.524576,0.12882042,8.030503e-06,0.004446577,0.09762182,0.16566339,0.31721625,4.3935575,0.36430725,0.435986,0.54635835,0.95849115,0.15992136,0.2913574,2.0097828,1.5308092,0.0026049735,0.001988502,0.0063937544,0.00012044245,0.6653372,1.7944757,2.3336518,0.32655233,0.5679988,0.11296543,0.17501122,0.21554475,0.006375072,2.485199,0.40430284,0.9239339,0.0091351075,0.35685202,1.8393004,1.3902104,0.701381,0.5353527,0.8681649,0.0016147798,0.004363825,0.88483125,0.8398184,1.165558,0.40022606,3.8930652,2.1429164,0.00016186929,0.0010506756,0.33410272,1.8720394e-08,0.009363131,0.010002886,0.052343104,1.3703533,0.53865075,0.00337737,1.6257764,0.29628956,0.0029883531,0.3355707,0.6551666,1.63004e-05,0.23702553,0.7205075,0.0076081157,0.1473658,0.0074466113
RU1080C_235600138623771,0.031842005,0.11329334,0.9087191,0.0030169706,0.01903887,0.006685291,0.0021950684,0.00053548446,0.07358402,0.25151554,0.05146756,2.7026323e-07,0.07194489,0.637464,0.0060948767,0.9123971,0.0014461961,0.6550907,0.20383953,0.011439014,4.103919,3.1337645,0.38633287,0.5189921,0.16086243,6.692567e-05,0.008565583,0.10438314,0.17770416,0.47288957,4.6158814,0.36676446,0.41399774,0.5531742,0.89682084,0.17994168,0.30886972,2.0662103,1.6016201,0.0022180176,0.0009247742,0.007651362,0.000226455,0.71239555,2.0432827,2.3016105,0.3566048,0.5512262,0.13394909,0.23407978,0.27982286,0.011630028,2.940192,0.49805695,1.0026562,0.011395351,0.38162968,1.8447765,1.3945153,0.6855805,0.558734,0.90949,0.0010180707,0.006911722,0.93298835,0.9275547,1.2527004,0.4454969,4.145284,2.172718,8.136514e-05,0.0032525512,0.30991405,2.5737205e-07,0.008330163,0.013944798,0.05112819,1.4600604,0.56711686,0.0050924285,1.5657967,0.3184906,0.0009941426,0.35785556,0.71809053,8.015477e-05,0.27618083,0.718185,0.0049704476,0.1647299,0.012377913
RU1080C_161452731320238,0.015140738,0.07452494,0.8654438,0.00340813,0.015166902,0.0024047378,0.0008897678,6.0263348e-05,0.07062813,0.21601003,0.024645034,2.010852e-07,0.041428134,0.45912477,0.008929162,0.8757202,0.005273541,0.43182617,0.17604224,0.0090108765,3.8698301,3.1664228,0.39033014,0.47096965,0.14454392,5.1766283e-06,0.0077788765,0.060822494,0.12734081,0.2971863,4.4693995,0.3389216,0.39613506,0.50119805,1.1929927,0.16470385,0.33220887,1.9127096,1.4709404,0.00079548405,0.0014111011,0.013794288,2.6316797e-05,0.6139008,1.674192,2.347096,0.31431785,0.4497917,0.123068266,0.30666476,0.21616276,0.0041363225,2.3336012,0.37304595,0.7666823,0.006809301,0.3647903,1.6957666,1.2391552,0.6804264,0.50821847,0.82375884,0.00204696,0.003031334,0.9092937,0.7469497,1.070025,0.292608,3.8075864,2.0473397,6.211922e-05,0.0008034153,0.30330902,7.3344644e-08,0.0075400914,0.012404476,0.048753664,1.3715225,0.5742145,0.00070561375,1.3453221,0.27437085,0.0018398036,0.35388947,0.6663362,1.4485398e-05,0.22284307,0.6653932,0.008408926,0.13273337,0.0072308425
RU1080C_236718662773677,0.01926686,0.09055441,0.9019648,0.0041379007,0.012537903,0.0020503816,0.0010461818,0.00010546312,0.09143057,0.24993348,0.04979075,3.3912454e-07,0.05354736,0.4765156,0.008928681,0.90988815,0.0039645485,0.5159413,0.21321112,0.012645471,3.7970054,3.1240196,0.40822935,0.5441566,0.13545036,1.7721393e-05,0.0073313178,0.08156018,0.13310853,0.3044737,4.533793,0.3602605,0.4690219,0.55627096,1.1814362,0.16884021,0.3423845,2.0503979,1.6001503,0.0011754652,0.003790486,0.0074149584,0.000102645536,0.6608135,1.6861424,2.4951031,0.372532,0.53040946,0.14396766,0.22717014,0.22337538,0.0056492314,2.543007,0.37475973,0.8725162,0.0040244143,0.42407805,1.872409,1.3806369,0.6829843,0.5112056,0.9088216,0.0017802361,0.004896751,0.94649214,0.8406041,1.1979811,0.33464095,3.8817651,2.226658,0.00016351478,0.0019593425,0.34634653,2.0896555e-06,0.013722606,0.012156081,0.066765115,1.4972398,0.6061195,0.001019821,1.5425997,0.33143568,0.0038083864,0.32748917,0.7285779,3.89358e-05,0.2362788,0.69062066,0.010461004,0.13941306,0.009864335
RU1080C_120718468738460,0.027299836,0.12712127,0.84327453,0.0035245065,0.008695978,0.0019066454,0.0020462621,0.00035005846,0.09699218,0.3022003,0.059868313,5.6817258e-09,0.105400614,0.47208515,0.0059802453,1.0041987,0.0009586169,0.59009755,0.19590348,0.012101201,3.596456,2.9905972,0.36963487,0.59868443,0.102833904,9.623912e-06,0.0046090703,0.09923477,0.17380716,0.24751738,4.3135476,0.4198168,0.5817626,0.5940369,0.86104244,0.15146661,0.25219822,2.232039,1.795679,0.0021537624,0.0063611483,0.0018881165,0.00045315787,0.6857365,1.5321747,2.5643778,0.465876,0.70382047,0.09081568,0.13607787,0.22456166,0.010106465,2.4884496,0.32701242,0.96797234,0.0022157012,0.41916513,2.166133,1.668453,0.6706146,0.53532606,0.9860458,0.001834318,0.002841729,0.84455067,0.9949458,1.1376728,0.51554424,3.8999736,2.3949866,0.0008498114,0.0005776859,0.45140576,2.4686402e-09,0.014525256,0.009272776,0.07175855,1.6058949,0.59688246,0.003259533,2.034298,0.40477797,0.0010913889,0.27039808,0.67973894,1.2162021e-05,0.2624616,0.75154793,0.003322654,0.15108578,0.008999506
