Cell,NFIX,TCF7L2,HIF1A,STAT4,ICAM1,ELF5,PKNOX2,ESR1,GRHL2,ZEB1,TRPS1,LMX1B,PRDM16,EPAS1,SP100,NR2F2,AHR,EGR1,NR6A1,TCF7L1,JUND,EPCAM,HSF2,TCF12,RORA,NR3C2,PPARG,ARID5B,RUNX1,FOSB,ASCL1,NFIA,SOX6,CREB1,TFDP1,STAT2,REL,SIX1,PROX1,TBX15,GATA6,SP110,RUNX2,PBX1,JUNB,NFIB,BACH1,EBF3,MEIS2,HES1,BCL6,REST,FOS,SOX9,ETS1,GLIS3,LCOR,TCF4,RBPJ,NFYC,ZBTB7A,ZBTB20,BACH2,RARG,NFE2L2,EHF,FOXP1,BBX,JUN,KMT2A,THRB,NPAS2,ZBTB18,CUX2,SMAD3,SOX5,MECOM,NCAM1,FOXO3,RARB,SOX11,SIX4,PLAGL1,STAT1,TEAD1,RORB,NFATC2,CUX1,TEAD4,NFKB1,CD44
RU1124A_LN_169081814308645,0.046697676,0.010256125,0.30970633,0.0036122112,0.012579635,0.0011684468,1.6175554e-05,0.0013610461,0.027767625,0.01368189,0.003996592,0.00072760443,9.965856e-05,0.15582442,0.06548336,0.050206427,0.0036440834,0.07644772,0.0063120583,0.00068336044,2.2589269,1.4062425,0.28444988,0.26537168,0.05448237,2.625419e-05,0.0013644771,0.02298636,0.030487854,0.099012606,3.230125,0.14059791,0.016187016,0.24659045,0.5624244,0.07312935,0.056905974,0.2094964,0.41042435,0.012828581,0.004649223,0.023466228,0.004226776,0.24814758,0.2573017,0.60489994,0.06230843,0.0005851402,0.13919432,0.47624734,0.019505557,0.0051626572,0.3291857,0.0050067804,0.28621954,0.00057369075,0.12522304,0.18839765,0.8240835,0.22546202,0.10224167,0.05796318,0.00065373146,4.3349297e-05,0.42898154,0.031628493,0.27380386,0.3745094,0.9617958,0.24009039,0.00022643174,7.863614e-05,0.12481723,0.00017560243,0.019397149,0.015325353,0.038049217,0.07437254,0.0764243,0.0018884744,0.12406801,0.03647918,0.0020554583,0.18549907,0.21304521,0.0013297171,0.06145462,0.24459648,0.02960582,0.03573311,0.014366309
RU1124A_LN_134583266982645,0.052066885,0.013690359,0.30498505,0.0038432083,0.01564963,0.0014423846,2.424302e-05,0.0015842853,0.04625564,0.020714032,0.002968407,0.0024241735,0.00032608476,0.21737683,0.06581435,0.048615538,0.010416076,0.21064511,0.019119455,0.0013516272,2.0605175,1.6294771,0.34577653,0.2942169,0.07840447,0.00028862088,0.0015119589,0.024221731,0.040616054,0.20649663,3.194397,0.14024597,0.03290123,0.2934373,0.4867022,0.098698705,0.08910446,0.22761767,0.49206847,0.006972344,0.0026111,0.010336392,0.008492206,0.33211353,0.3659082,0.6330092,0.0967653,0.0018983993,0.15821509,0.5719962,0.024931597,0.008095318,0.5492374,0.007557233,0.33938497,0.001059445,0.14147836,0.2399613,0.7651347,0.2003477,0.13229322,0.09723765,0.001212445,8.671393e-05,0.42495835,0.034271434,0.3877427,0.42261922,1.1589453,0.38145062,0.00059089373,0.00015618937,0.14981236,0.0001393021,0.020733519,0.014410709,0.04463898,0.14344038,0.11628394,0.002467713,0.16649017,0.05881756,0.0049394816,0.18880795,0.27840412,0.002267875,0.08451994,0.27838415,0.03658881,0.046778876,0.01746525
RU1124A_LN_122369634426077,0.035839602,0.0023115985,0.26352766,0.0017127196,0.0045710667,8.327182e-05,7.8267055e-07,0.0005208262,0.011898445,0.011142969,0.0027884624,0.00035972887,0.00024691474,0.16847889,0.072105885,0.040627897,0.038189482,0.053237364,0.0032004674,0.0024082619,1.4168195,0.94741106,0.22054482,0.17438139,0.06432176,2.4258301e-05,0.0014853255,0.0069243736,0.02976303,0.09504522,2.5045035,0.09666653,0.015677255,0.1903157,0.21729909,0.068259425,0.025315521,0.17552122,0.16275175,0.0007205904,0.0028945808,0.0039696074,0.0023845346,0.25415853,0.118409306,0.33477342,0.025511056,0.0038925225,0.08800735,0.31570053,0.0068039764,0.0038556561,0.2512733,0.0050038774,0.12699308,0.0005415452,0.06708987,0.11861943,0.42202455,0.11146159,0.07069063,0.048223756,0.0003400579,2.2561253e-05,0.34267017,0.015201379,0.13098814,0.19069058,0.6276985,0.16426505,0.0004861012,0.00019033448,0.14249885,6.739415e-05,0.010692761,0.0027438195,0.014259678,0.05369722,0.040840477,0.0005000215,0.14138453,0.015662365,0.00062635477,0.12520218,0.10195967,0.0026480656,0.033564247,0.16328523,0.0062264153,0.0368707,0.019221097
RU1124A_LN_156600492538277,0.07583242,0.02810311,0.39846164,0.006886118,0.0027620245,0.002025468,1.8649977e-06,0.001052263,0.06269545,0.012841854,0.0024841584,0.00050734414,2.1761409e-05,0.093961716,0.067231394,0.053522542,0.020151872,0.093750805,0.01733064,0.00026005137,2.6709476,1.6701008,0.489346,0.38987124,0.041749574,5.8598034e-06,0.0021766694,0.019765422,0.027266668,0.08047267,3.4828477,0.16813064,0.039909307,0.29823416,0.9796162,0.065937564,0.05653607,0.26905763,0.5451409,0.01926202,0.009937525,0.01774072,0.010925649,0.4158122,0.3787606,0.9272602,0.07578023,0.0036335986,0.15305644,0.46454117,0.05117903,0.010915333,0.3461574,0.011000199,0.2750491,0.002714511,0.19293506,0.2613087,0.9820848,0.35493767,0.08377507,0.038166236,0.0024761,0.00027753267,0.6419666,0.03862606,0.43008104,0.43981582,1.3188434,0.3583513,7.1789174e-05,6.094994e-05,0.15572332,0.00021912526,0.012478103,0.05022561,0.061452605,0.14689918,0.13774455,0.00587333,0.19639127,0.06066109,0.0011965068,0.2224627,0.26004156,0.0004819103,0.050028652,0.26180306,0.06933735,0.07002592,0.017385438
RU1124A_LN_165729296602997,0.064262785,0.05490877,0.45964888,0.0045573376,0.013047186,0.006297243,3.16535e-06,0.005421108,0.08475269,0.08145178,0.0026963109,0.0066873436,3.42335e-05,0.16995066,0.06551826,0.110524766,0.030910196,1.492966,0.14625984,0.004434666,3.0617583,2.4506052,0.5461135,0.5877094,0.12311245,0.0022493047,0.015470852,0.033336386,0.059753712,1.2371838,4.307928,0.321245,0.2716326,0.45249802,0.8879119,0.12340611,0.2525836,0.27269778,1.2922596,0.0068114484,0.010071822,0.018965008,0.016665095,0.7231277,1.8030634,1.5867679,0.17020713,0.01233193,0.3298182,0.5778866,0.105781004,0.00887623,2.8401365,0.040640265,0.6651144,0.008558009,0.3104273,0.5697682,1.1331639,0.34881037,0.2583319,0.40289637,0.0065529663,0.00041756156,0.6430475,0.17510149,1.0169264,0.75687385,2.802162,1.1409385,0.0031878063,0.0010641606,0.405634,0.0007962482,0.025247315,0.0437288,0.19289476,0.72762394,0.3400054,0.011999721,0.38906717,0.12423693,0.040116463,0.4214725,0.58926266,0.0027441932,0.19353811,0.53935856,0.040672135,0.07635282,0.050733477
RU1124A_LN_130132653501228,0.07900532,0.013999004,0.421197,0.003995826,0.011763592,0.003108663,0.0001615909,0.0037938466,0.040561106,0.02653094,0.004241925,0.0008217505,0.0004271899,0.16928412,0.06100434,0.038146492,0.0054086824,0.084662475,0.009747964,0.001452987,2.4048505,1.7618629,0.343834,0.34484273,0.05244368,7.0399044e-05,0.004196731,0.03476922,0.020397251,0.08796709,3.270933,0.152299,0.022258045,0.2740814,0.6928955,0.09715443,0.096782975,0.25194883,0.61097115,0.022778993,0.008190569,0.038066365,0.007944155,0.22511098,0.3703244,0.74555105,0.07268286,0.0014054066,0.1540683,0.6265381,0.02703949,0.0064394716,0.34573603,0.008126026,0.31956336,0.0013181461,0.11898836,0.2116936,0.99817526,0.26906297,0.11566999,0.047933295,0.00099428,0.00025888943,0.5188943,0.03664283,0.3335842,0.4662856,0.98937464,0.33555555,0.0002491425,0.00012639386,0.15596302,0.00048110873,0.021962585,0.021125212,0.053039573,0.09662856,0.114153095,0.0058996803,0.13907026,0.050491277,0.005609611,0.19546707,0.27527264,0.0032802026,0.04529204,0.2710145,0.054835174,0.046454012,0.027168142
RU1124A_LN_227501958716317,0.041035198,0.005669704,0.27701002,0.004000552,0.010846856,0.00077355496,3.702057e-05,0.00094314147,0.02555007,0.012798109,0.0040521044,0.0010271084,0.00017151468,0.18402171,0.0657599,0.04704553,0.011861223,0.084741555,0.005035984,0.001783596,1.7666045,1.4213208,0.28469542,0.23142853,0.064964056,4.5161374e-05,0.0017106272,0.016648008,0.03597792,0.108361185,2.7724998,0.11224963,0.009396069,0.25335526,0.4145847,0.074116446,0.055506006,0.20712331,0.31601495,0.004409791,0.0020206417,0.00889306,0.0067002075,0.2727371,0.21625589,0.44424555,0.058342576,0.0018602903,0.12875454,0.47531724,0.011306527,0.005587958,0.33823675,0.0043659694,0.24070294,0.00096653093,0.10548877,0.16893509,0.6404502,0.16759689,0.09899691,0.0691402,0.0008498039,9.326857e-05,0.36825162,0.021780454,0.24329743,0.32707396,0.8556504,0.24418975,0.00051280693,0.00011888606,0.11351334,0.00017091502,0.024850085,0.00807938,0.03148752,0.07571335,0.059406545,0.0020396614,0.1286585,0.031755805,0.0020965503,0.14737417,0.17763807,0.0017692284,0.05044312,0.21640798,0.025143111,0.041120503,0.019511422
RU1124A_LN_156994689223518,0.08748859,0.019055225,0.5613592,0.0077698324,0.004879533,0.0015360164,1.1353578e-06,0.0074486216,0.031475633,0.018183904,0.0012084377,0.00013216815,0.00014970405,0.09460036,0.071015604,0.028745497,0.010327376,0.07332518,0.012967658,0.00088214746,2.76428,1.5382298,0.39606005,0.40001932,0.030220788,5.0406048e-05,0.0075310227,0.03777363,0.012591304,0.07465744,3.6739228,0.1658774,0.033921305,0.2859883,0.90779936,0.100235514,0.05740591,0.2732996,0.6358385,0.02303844,0.012004697,0.029747058,0.003405995,0.2445905,0.43406767,0.9248442,0.034688797,0.007467344,0.1938217,0.4467084,0.021795513,0.005430955,0.28680828,0.00537455,0.3690973,0.002367887,0.17487034,0.25207257,1.0568491,0.2794691,0.11672317,0.042692523,0.00026609248,0.00025940232,0.6049847,0.02755692,0.3777599,0.42853254,1.1693573,0.34133458,1.8342538e-05,3.9626128e-05,0.17182527,0.00014164476,0.011605078,0.034823865,0.07370992,0.10677713,0.0899017,0.0013481095,0.24328957,0.057520866,0.00074420316,0.27819613,0.29900238,0.0003738949,0.043019954,0.26081157,0.039389316,0.054191206,0.016178219
RU1124A_LN_239517117831916,0.09211932,0.06404555,0.60039145,0.0010695207,0.01740034,0.00739782,7.0831986e-05,0.013449351,0.17039351,0.064289555,0.008660993,0.012916932,0.0010504363,0.2011091,0.12490423,0.18100014,0.028165422,1.4536585,0.1673083,0.009284917,3.1600327,2.6357486,0.62192845,0.69493043,0.18766886,0.0011394279,0.025700321,0.060618505,0.07977934,1.5541191,4.1315737,0.35706413,0.38636273,0.5255404,1.2591815,0.15582271,0.32682577,0.32039148,1.2582722,0.013780085,0.026829688,0.023500947,0.015518997,0.95065427,1.9042463,2.0162132,0.2510546,0.03978435,0.39620048,0.63896346,0.19589512,0.023942612,3.186554,0.09307294,0.8716187,0.012468771,0.4511379,0.7065363,1.1738192,0.4805049,0.321163,0.41523415,0.011480819,0.0009068747,0.8454661,0.42188078,1.3144051,0.79169476,3.1884205,1.2670703,0.0060383407,0.004345985,0.331592,0.001404152,0.052853625,0.0887795,0.22942455,0.8889783,0.4582274,0.014364063,0.4542414,0.2270403,0.08039659,0.64029354,0.7291677,0.007581131,0.2154542,0.65854174,0.06289989,0.11432196,0.06480175
RU1124A_LN_231289973763483,0.061448608,0.035269637,0.41596293,0.008505888,0.00028112935,0.00039541142,2.0653163e-06,0.00035392912,0.09915279,0.0058339057,0.0049568033,0.0007766062,5.7090634e-05,0.086858444,0.08038023,0.054910667,0.04101612,0.085231416,0.022641318,0.00035631776,2.7451372,1.5092719,0.5348213,0.48598656,0.026129922,6.98866e-06,0.0035964355,0.020688152,0.029731095,0.0679503,3.7166963,0.17245184,0.05453164,0.3655576,1.0704403,0.073714145,0.04708501,0.26640978,0.56084466,0.011655348,0.008919948,0.008309293,0.023744332,0.5660773,0.35711437,1.0361018,0.049329832,0.008247877,0.13046034,0.41505927,0.03964184,0.006132835,0.3662624,0.009784338,0.25822064,0.006677341,0.20197715,0.31479874,1.02542,0.42777616,0.059561864,0.054435313,0.007557558,0.0004667298,0.6400726,0.036401477,0.4827901,0.41791496,1.3638793,0.36296245,0.00010804516,0.00019043207,0.15506198,0.00026286126,0.013106228,0.060650624,0.066813655,0.1297659,0.11306237,0.0046948446,0.21466698,0.04288388,0.0006656719,0.25246996,0.23651716,0.0010416649,0.060110264,0.28619614,0.05552553,0.07361367,0.017681502
