Cell,clusters
RU1215_204770951719349,15
RU1215_226942244042596,9
RU1215_197057102638382,15
RU1215_134377526479220,9
RU1215_192318648216499,9
RU1215_169175095626525,9
RU1215_231365389511453,15
RU1215_200967504222508,9
RU1215_231145165142429,9
RU1215_125262263367476,9
RU1215_155954380979124,9
RU1215_226949806016437,9
RU1215_230746913466595,9
RU1215_129447708997349,15
RU1215_157689519991070,9
RU1215_230609252638109,9
RU1215_130143774259062,9
RU1215_195536665302901,9
RU1215_162078888716150,9
RU1215_200914903972269,9
RU1215_169707690478876,9
RU1215_241046943656293,9
RU1215_133855316233142,9
RU1215_166480110566827,9
RU1215_129457519212396,15
RU1215_204746121239411,15
RU1215_122350440765747,15
RU1215_155843772960035,9
RU1215_126268613258660,9
RU1215_232370426231203,9
RU1215_206061321185693,9
RU1215_157148400532764,15
RU1215_170740598586140,9
RU1215_204351835920670,15
RU1215_165310967168283,9
RU1215_157632223689454,9
RU1215_131302195117347,9
RU1215_196087333407156,9
RU1215_157534928657707,9
RU1215_161942492043035,9
RU1215_170677501381340,9
RU1215_204882379230637,9
RU1215_204411026165093,9
RU1215_169039017201003,15
RU1215_120728776030116,9
RU1215_231901078969693,9
RU1215_157561638209963,9
RU1215_196114176194412,15
RU1215_134465335449971,9
RU1215_157004352867235,9
RU1215_196525299710877,9
RU1215_239396843806054,9
RU1215_197211702541739,9
RU1215_239381825678260,9
RU1215_230747719515052,9
RU1215_160988860140340,9
RU1215_130127284624307,15
RU1215_191227470461868,9
RU1215_227312731085212,15
RU1215_199943020731748,9
RU1215_120847202433845,15
RU1215_226419511770022,9
RU1215_205440993650523,15
RU1215_121414912531763,15
RU1215_130204862429619,9
RU1215_156022965722411,15
RU1215_231282335477149,9
RU1215_204342171917221,9
RU1215_157534900906798,9
RU1215_196172070930333,9
RU1215_192186322172325,9
RU1215_125168073719077,9
RU1215_129447721581347,9
RU1215_230799439214941,9
RU1215_236297802333406,9
RU1215_169777330051437,15
RU1215_199884217899893,9
RU1215_236161808681884,9
RU1215_129457519540132,9
RU1215_160243576428276,15
RU1215_231898663311709,9
RU1215_239939129830812,9
RU1215_231357484816099,9
RU1215_192815641513262,9
RU1215_232251003685150,9
RU1215_241184504473947,15
RU1215_160372398648171,15
RU1215_121887390099741,15
RU1215_231703510465763,9
RU1215_170120915402037,9
RU1215_156515966831909,9
RU1215_192309015566259,9
RU1215_227374156367734,15
RU1215_121887371152670,15
RU1215_130134889380206,9
RU1215_231901079129388,9
RU1215_231365435571054,15
RU1215_227911878698798,9
RU1215_166407915650334,9
RU1215_160381122238829,9
RU1215_121733844420469,9
RU1215_166479171086125,15
RU1215_120778617441509,9
RU1215_130675130120622,15
RU1215_232379672030109,15
RU1215_170182252551523,9
RU1215_200968831425324,9
RU1215_240153846823717,15
RU1215_195548207299446,15
RU1215_134513488709467,15
RU1215_226960811649380,9
RU1215_227911878987036,9
RU1215_131174419786142,15
RU1215_227304363375899,15
RU1215_134385042155229,9
RU1215_160439419229916,9
RU1215_134462229564149,15
RU1215_195615840988403,9
RU1215_126201921694620,15
RU1215_226394650401075,9
RU1215_134936662039467,15
RU1215_232303598430454,15
RU1215_226970341952310,9
RU1215_226889779800485,9
RU1215_134377510923613,9
RU1215_200363927296229,15
RU1215_156515934890715,15
RU1215_204970264778981,15
RU1215_157491710541086,9
RU1215_200494253033844,15
RU1215_121408903337899,9
RU1215_166479216986979,15
RU1215_240145154033590,9
RU1215_228044351367539,9
RU1215_200907360425765,15
RU1215_197211675051956,9
RU1215_160999598123875,9
RU1215_134590829280605,9
RU1215_165378343791908,9
RU1215_195562273621739,9
RU1215_200967489972589,9
RU1215_165878573943029,9
RU1215_156049528024366,9
RU1215_192101764418909,9
RU1215_126680945061150,9
RU1215_235128466360740,9
RU1215_156945431783646,9
RU1215_226401092496741,9
RU1215_135690591067366,15
RU1215_161332485351851,9
RU1215_195613947017974,9
RU1215_134590810217268,15
RU1215_227911879223595,9
RU1215_156515966864308,15
RU1215_164750311675766,9
RU1215_191697071488222,15
RU1215_226829547190565,9
RU1215_227853877795060,15
RU1215_195617034299803,9
RU1215_192189945988853,15
RU1215_170265184749285,9
RU1215_122307594274603,9
RU1215_240489927757029,9
RU1215_226884410362670,9
RU1215_230748926659365,9
RU1215_170797806532341,15
RU1215_121748858203036,9
RU1215_170875875116915,15
RU1215_125583565379806,9
RU1215_227373263247259,9
RU1215_232448553270045,9
RU1215_231754888534947,9
RU1215_236167982398822,9
RU1215_205913458924763,9
RU1215_200432900265710,9
RU1215_133837031169459,9
RU1215_200983488359846,9
RU1215_130213184166126,9
RU1215_205984038770972,9
RU1215_192721198409587,15
RU1215_191553102047982,9
RU1215_191648483957148,9
RU1215_157140462460251,9
RU1215_227509494234398,9
RU1215_199954863353067,15
RU1215_134515755511027,9
RU1215_195547389385123,9
RU1215_230809908459827,9
RU1215_164830708656885,12
RU1215_235128466095462,15
RU1215_204763047815589,9
RU1215_130049304385334,9
RU1215_156395258370413,9
RU1215_204342172248484,9
RU1215_197185770834158,9
RU1215_170869459467677,9
RU1215_165808933854630,9
RU1215_130675161643870,15
RU1215_169658278701422,9
RU1215_126680944564651,9
RU1215_160361943881654,9
RU1215_227911847601902,15
RU1215_226394635914147,15
RU1215_170257548498652,9
RU1215_126267420199780,9
RU1215_135546861927661,9
RU1215_232250180024739,9
RU1215_155828752669995,15
RU1215_192718870600038,9
RU1215_196172038756252,9
RU1215_226333566130029,15
RU1215_197074416154526,15
RU1215_155914236483828,9
RU1215_125238491868587,9
RU1215_226967235717364,9
RU1215_164641998554916,15
RU1215_165713592403820,9
RU1215_232455908211126,15
RU1215_125238538521389,9
RU1215_199807042809126,9
RU1215_170182237907174,9
RU1215_165800177755870,9
RU1215_164641998302629,9
RU1215_131149870778101,9
RU1215_201446661994291,9
RU1215_231161136596907,9
RU1215_122379385817971,15
RU1215_231900159077108,15
RU1215_157689534897444,9
RU1215_230731493619492,9
RU1215_165378316527899,9
RU1215_126278142121846,9
RU1215_126836668589862,9
RU1215_227373231233323,15
RU1215_230677791300396,9
RU1215_204842784934309,15
RU1215_131148547570083,9
RU1215_169707689916340,9
RU1215_230609220754340,9
RU1215_240617734686579,15
RU1215_156049559730923,15
RU1215_122444911163635,9
RU1215_122283689130795,9
RU1215_126843111009518,9
RU1215_227915471178606,9
RU1215_226960765839275,15
RU1215_129567953140469,15
RU1215_232242548263709,15
RU1215_230677819382579,15
RU1215_197280125803445,9
RU1215_162096976095131,15
RU1215_161461218429739,15
RU1215_191234973779693,9
RU1215_196095803546859,11
RU1215_197211675027366,15
RU1215_157469134706916,9
RU1215_205932337686309,9
RU1215_165379552275291,9
RU1215_125262275767155,9
RU1215_129455103040302,9
RU1215_192739539892525,15
RU1215_157604560661229,15
RU1215_129446782352155,15
RU1215_165806620665692,9
RU1215_169021656754589,9
RU1215_165782070901484,15
RU1215_126888161987940,9
RU1215_227911878462237,9
RU1215_170265184725221,9
RU1215_231754916547939,9
RU1215_131148516047285,9
RU1215_192308984531301,9
RU1215_165371901590901,9
RU1215_231901052221155,9
RU1215_135083810773932,15
RU1215_240550088653236,15
RU1215_197066451209012,9
RU1215_191140650478435,9
RU1215_134592171269347,9
RU1215_156600523517156,9
RU1215_130133949597933,9
RU1215_170677515803894,9
RU1215_129998569782109,15
RU1215_126820515994918,15
RU1215_196664917645548,9
RU1215_200432946473782,9
RU1215_129454137043819,9
RU1215_230817424600476,9
RU1215_196664886676717,15
RU1215_134945401100123,15
RU1215_231151760522675,9
RU1215_165378344315613,9
RU1215_227293357825315,15
RU1215_235550862067997,9
RU1215_130691236224236,15
RU1215_169658251437877,9
RU1215_197075203118891,9
RU1215_121254285077283,15
RU1215_205861497728414,9
RU1215_162080077827486,9
RU1215_135690563304758,9
RU1215_165860306967796,9
RU1215_165849569576685,15
RU1215_170122122512806,15
RU1215_164640702551923,9
RU1215_170866345200501,9
RU1215_122427462827237,9
RU1215_226764298250973,9
RU1215_156049541032171,15
RU1215_165191532268852,15
RU1215_122499659918124,15
RU1215_195548194986230,12
RU1215_125050586871590,9
RU1215_195976602966764,9
RU1215_231161136893275,9
RU1215_130675115452853,9
RU1215_135081931947357,9
RU1215_192721152818092,15
RU1215_196046424074100,15
RU1215_157053730843932,9
RU1215_226889810529646,9
RU1215_157621499121054,9
RU1215_165875773762285,9
RU1215_134394571504494,9
RU1215_164759050575262,9
RU1215_239381810919853,9
RU1215_200905078525166,15
RU1215_195634094073645,9
RU1215_201463738255221,15
RU1215_165784057427686,9
RU1215_192729607716187,9
RU1215_129515654397365,9
RU1215_135562654267244,9
RU1215_169082619059101,9
RU1215_228044332776308,9
RU1215_196664886483699,15
RU1215_161384177461619,9
RU1215_169787250138333,9
RU1215_235214396901230,9
RU1215_160999643757348,9
RU1215_227853850525100,9
RU1215_196525312621980,9
RU1215_162081956653995,9
RU1215_125746552359341,9
RU1215_236847646260446,15
RU1215_170672132053740,9
RU1215_130608274556646,15
RU1215_241054835718899,9
RU1215_134954943704293,9
RU1215_227914141560220,9
RU1215_126227588442916,12
RU1215_160370384846252,15
RU1215_191636968521126,9
RU1215_129660475854117,9
RU1215_227509475068782,9
RU1215_170257579687141,9
RU1215_199807089161966,9
RU1215_226212247985574,9
RU1215_121338661853542,15
RU1215_226829547236779,22
RU1215_195613961631604,9
RU1215_200983461091046,15
RU1215_169175114182060,9
RU1215_135504939830171,15
RU1215_135632461653750,9
RU1215_239406534519518,15
RU1215_122283716111261,15
RU1215_235688990993246,15
RU1215_165782058845990,9
RU1215_192248720877294,9
RU1215_196654149037484,9
RU1215_199814290566429,9
RU1215_162078889032939,15
RU1215_126700303867299,9
RU1215_197264019711710,15
RU1215_161942492015916,15
RU1215_120726897474918,9
RU1215_197074385266613,15
RU1215_192265766518053,9
RU1215_165182776458020,9
RU1215_200570487885109,9
RU1215_126820562156276,9
RU1215_200511163940270,15
RU1215_160905404541350,15
RU1215_169777348659566,9
RU1215_196525332028315,15
RU1215_200015261124835,9
RU1215_162011077338979,15
RU1215_164827668041078,9
RU1215_231753024170739,9
RU1215_135572198144286,9
RU1215_195634094259571,15
RU1215_166477740763491,15
RU1215_232389363546349,12
RU1215_197066497314205,9
RU1215_191697117637989,15
RU1215_156524135237364,15
RU1215_169588504509364,9
RU1215_192317708162860,9
RU1215_130665344519468,15
RU1215_161332458010868,9
RU1215_197211674498934,15
RU1215_205930485409701,15
RU1215_129440071215844,9
RU1215_235551773805494,15
RU1215_204842804595549,9
RU1215_228040708578733,9
RU1215_126201953478940,9
RU1215_226392668289372,15
RU1215_192324017216811,9
RU1215_165860292385508,9
RU1215_131223708982515,15
RU1215_170740629293285,9
RU1215_169793589799348,15
RU1215_239396890032435,15
RU1215_232448553766173,9
RU1215_226333581004011,15
RU1215_227297008703334,15
RU1215_196172070370526,9
RU1215_230738055325598,9
RU1215_166477708581084,9
RU1215_135475976365861,9
RU1215_227921658079974,9
RU1215_165723137239790,9
RU1215_155842595712372,9
RU1215_227905838738348,9
RU1215_122292159494494,9
RU1215_204959662131564,9
RU1215_230586672372453,15
RU1215_236230156863923,9
RU1215_192722494417822,9
RU1215_239595634944820,9
RU1215_240153877671211,9
RU1215_169589846755558,15
RU1215_161547071994150,9
RU1215_235688990467931,9
RU1215_195613962131758,9
RU1215_195486064758062,9
RU1215_129981236759406,15
RU1215_169220298918827,9
RU1215_191766891740020,9
RU1215_192661068626844,9
RU1215_164830735714030,15
RU1215_157606869163228,9
RU1215_165191512911149,22
RU1215_227449364237611,9
RU1215_165790514302302,9
RU1215_131165964613998,9
RU1215_130751396724075,15
RU1215_227911879015724,9
RU1215_156051956682164,9
RU1215_227920825142630,15
RU1215_200923734759219,15
RU1215_135143787510644,9
RU1215_200968831710955,15
RU1215_121955406724451,9
RU1215_125262294834076,9
RU1215_122497256835493,9
RU1215_134590783706932,9
RU1215_166400384522980,9
RU1215_133992870963124,9
RU1215_191705304689078,9
RU1215_192197481420716,9
RU1215_235128497530668,9
RU1215_165239952948083,9
RU1215_126278169409438,15
RU1215_226967208282350,9
RU1215_161461187332972,15
RU1215_161409781413739,15
RU1215_161952141330862,9
RU1215_162004666571054,15
RU1215_162080050854621,9
RU1215_134376302984611,9
RU1215_133921841793910,15
RU1215_134954915645171,9
RU1215_129508138445597,9
RU1215_161317586914139,9
RU1215_227295666592484,15
RU1215_160364257294070,9
RU1215_161394780714923,15
RU1215_121829791485341,9
RU1215_160361956687086,15
RU1215_236845411289389,22
RU1215_156515947105078,9
RU1215_235144603655078,9
RU1215_129645276977075,15
RU1215_235197319474461,9
RU1215_192256267898219,9
RU1215_236167982697701,9
RU1215_191087079274725,15
RU1215_230809083800885,9
RU1215_126913544056046,9
RU1215_231133507082035,15
RU1215_227374203066667,9
RU1215_162081956383030,22
RU1215_201463719947187,15
RU1215_232372439562612,9
RU1215_201106030017387,9
RU1215_192188603358435,9
RU1215_231849405930270,15
RU1215_230816707168493,9
RU1215_157684165888422,9
RU1215_230586672082219,9
RU1215_239396844062429,9
RU1215_201119854344541,15
RU1215_204410993892198,9
RU1215_120726943914788,15
RU1215_204902665153835,9
RU1215_120856597674854,9
RU1215_239939129394998,9
RU1215_236230157223670,9
RU1215_197051821800245,15
RU1215_134402892748588,9
RU1215_157002352704859,9
RU1215_191636956441843,9
RU1215_131223709411230,15
RU1215_196105466919660,9
RU1215_232250198374835,15
RU1215_164693583751604,9
RU1215_130005146979684,9
RU1215_227362345183067,15
RU1215_226960793594283,9
RU1215_232303571200797,9
RU1215_195424714405732,9
RU1215_239586910784796,9
RU1215_239997917027549,15
RU1215_230749746687332,9
RU1215_195959584905443,9
RU1215_226212279631284,9
RU1215_170738731858149,9
RU1215_192188604075363,9
RU1215_170122107833188,9
RU1215_192189918821788,9
RU1215_196499964123941,9
RU1215_121886419367725,9
RU1215_135066496912238,4
RU1215_166479217188078,9
RU1215_239612546181347,9
RU1215_200444892039004,15
RU1215_232370439113435,15
RU1215_165878560864116,15
RU1215_160439418931932,15
RU1215_164640683865972,15
RU1215_129515623435685,9
RU1215_205861484915502,9
RU1215_166407915294061,9
RU1215_133992889146596,9
RU1215_235619300298035,9
RU1215_196515621714348,9
RU1215_165851836575022,9
RU1215_125236640078197,15
RU1215_169727105128292,9
RU1215_231358961732827,9
RU1215_196498709928742,15
RU1215_134602640743142,15
RU1215_235144584838573,9
RU1215_191096761305443,12
RU1215_121955392280988,15
RU1215_169787235093227,9
RU1215_205932383909612,9
RU1215_135622830016733,9
RU1215_170866392061870,15
RU1215_191636968696179,9
RU1215_122292159592291,9
RU1215_204359573854644,15
RU1215_129509031602012,15
RU1215_230663189326196,9
RU1215_201119872736044,15
RU1215_135690578185499,9
RU1215_200501500013859,15
RU1215_192186295207717,15
RU1215_156034481183517,9
RU1215_165920839986526,9
RU1215_227425442805494,9
RU1215_226760961931557,9
RU1215_126680957569269,15
RU1215_230799420319987,15
RU1215_191215631808747,9
RU1215_125050602084659,9
RU1215_133924284983139,15
RU1215_120718487677723,15
RU1215_160919081602283,9
RU1215_133898400294646,9
RU1215_170120915142507,12
RU1215_192118648687972,9
RU1215_232372425086837,9
RU1215_122283715643230,9
RU1215_200363926993268,9
RU1215_130118828547308,15
RU1215_130691267213228,15
RU1215_160911865527028,9
RU1215_156039849658086,15
RU1215_241176048940955,15
RU1215_135132245024164,15
RU1215_155973293037979,9
RU1215_196515648727774,9
RU1215_156941820290907,9
RU1215_231290005273388,9
RU1215_130050225301932,9
RU1215_156515966807342,15
RU1215_232313280682779,15
RU1215_192739539904358,9
RU1215_157673057314731,15
RU1215_236220474378149,9
RU1215_131095934155166,9
RU1215_195615853067060,15
RU1215_205861485169971,9
RU1215_135496096999157,9
RU1215_232319570336990,9
RU1215_205984057118059,15
RU1215_121886431172397,9
RU1215_230610145602340,15
RU1215_130546012711213,15
RU1215_122506893186798,9
RU1215_133921842547124,15
RU1215_125127942395699,9
RU1215_134044544296741,9
RU1215_156945444715821,15
RU1215_192248751962974,9
RU1215_192101752694517,9
RU1215_192859711597875,9
RU1215_191705304160990,15
RU1215_232455923190510,15
RU1215_232242517031718,9
RU1215_126700303371565,9
RU1215_205315097376620,9
RU1215_126150233503964,9
RU1215_126224455092980,9
RU1215_161332457323308,9
RU1215_196525331728628,15
RU1215_155843757559029,9
RU1215_241046943885027,15
RU1215_164828829838243,15
RU1215_196596581916077,15
RU1215_192787992405798,15
RU1215_200372651420396,9
RU1215_192317740170526,9
RU1215_236718677513958,9
RU1215_204882367167924,9
RU1215_232370426002790,9
RU1215_157684151799068,9
RU1215_122291488152990,9
RU1215_239595619826476,9
RU1215_121812449908573,9
RU1215_196707150093597,9
RU1215_230807089106227,15
RU1215_130049303758709,6
RU1215_235559317301670,9
RU1215_231357484579172,9
RU1215_135023501098331,9
RU1215_230817424423644,22
RU1215_201587038480805,9
RU1215_135083765222763,15
RU1215_191139679713510,9
RU1215_169220313664819,9
RU1215_125033703233451,9
RU1215_120726924670773,9
RU1215_200502425008043,15
RU1215_134540451600628,15
RU1215_121946427312485,9
RU1215_156600523475174,15
RU1215_196498737809126,9
RU1215_230601851321251,9
RU1215_121751113222046,15
RU1215_130204844084126,9
RU1215_122444911394139,9
RU1215_121735053232934,15
RU1215_165789574512051,9
RU1215_200570500758446,9
RU1215_126680957610909,9
RU1215_156395286157556,9
RU1215_122283734484917,9
RU1215_165190292072758,15
RU1215_192197461986667,9
RU1215_169589846535515,9
RU1215_227517769050851,15
RU1215_227915456538853,9
RU1215_135692457200438,9
RU1215_166400412215540,9
RU1215_156515935305052,9
RU1215_165378362858204,9
RU1215_226746063797164,9
RU1215_240618674277291,9
RU1215_236176872257435,15
RU1215_239612546145123,9
RU1215_122359165074781,15
RU1215_135135350613932,15
RU1215_134060503381926,15
RU1215_165789559613155,9
RU1215_192859710871347,9
RU1215_226417230137068,9
RU1215_126700284950964,9
RU1215_240018539896155,9
RU1215_227362359629726,9
RU1215_227293371677918,9
RU1215_201542896045403,15
RU1215_161326283242803,9
RU1215_239997885042021,15
RU1215_160919113054629,9
RU1215_228044351397174,15
RU1215_170740598095150,15
RU1215_204198539914532,15
RU1215_240482290153380,15
RU1215_226760942603628,9
RU1215_240018540676853,15
RU1215_231821326890806,9
RU1215_169768847075062,9
RU1215_133828560730868,15
RU1215_196586534487909,9
RU1215_121731966257891,9
RU1215_227903391877358,9
RU1215_170672160139060,9
RU1215_160364238616926,9
RU1215_231898636205294,9
RU1215_191767581768430,9
RU1215_133898381441379,15
RU1215_164701739628854,9
RU1215_241109239191342,9
RU1215_129586340935926,15
RU1215_227903376644508,9
RU1215_131174419876259,15
RU1215_226746017986780,9
RU1215_122436428355483,15
RU1215_230809877039542,9
RU1215_200994226290084,9
RU1215_230609220746147,9
RU1215_122506939062067,9
RU1215_227903423559597,9
RU1215_201448705899763,9
RU1215_227922838251820,9
RU1215_196524392475572,9
RU1215_235058926578611,9
RU1215_134602640972571,15
RU1215_131174404896675,9
RU1215_226970341358379,22
RU1215_230731478854428,9
RU1215_232252211645299,9
RU1215_160301799364469,9
RU1215_196115518412715,9
RU1215_231753037274532,9
RU1215_156524107217758,9
RU1215_135496096442211,9
RU1215_240147166555444,9
RU1215_164779330320755,9
RU1215_133846994643315,9
RU1215_121322570467244,15
RU1215_235686946008494,9
RU1215_165920870885236,9
RU1215_231282308246379,9
RU1215_231281517611933,9
RU1215_205990615767334,9
RU1215_235058954426166,9
RU1215_130676069939437,9
RU1215_196654149331245,6
RU1215_130118797121780,9
RU1215_228066868782964,9
RU1215_160905376680758,15
RU1215_157013914053043,15
RU1215_204746135627694,9
RU1215_161944805165476,15
RU1215_227905793121516,15
RU1215_134583312931190,9
RU1215_199934577695467,9
RU1215_130751351115164,9
RU1215_201129517247910,9
RU1215_165326926269174,15
RU1215_131106671847141,9
RU1215_120786773498612,9
RU1215_126904014593260,9
RU1215_157072030068060,9
RU1215_227312711874462,15
RU1215_200418688132971,9
RU1215_239611726125478,15
RU1215_166407915597172,15
RU1215_160783821396342,9
RU1215_125798207609243,9
RU1215_240482262669158,15
RU1215_192728964681116,9
RU1215_130539735600541,9
RU1215_227921645124979,15
RU1215_134385027411299,9
RU1215_170247735928619,9
RU1215_204359588797157,15
RU1215_157673057806251,9
RU1215_241109239187830,9
RU1215_126227542916325,15
RU1215_239459033114933,15
RU1215_240482262313701,9
RU1215_227516857628893,9
RU1215_204911342902045,9
RU1215_195959572842356,15
RU1215_122307579886379,9
RU1215_134590782953326,9
RU1215_241054862437788,9
RU1215_157131067321077,9
RU1215_196525331987236,9
RU1215_130118782990571,15
RU1215_130003785169205,15
RU1215_239517130485044,9
RU1215_170182265432285,9
RU1215_131227064690461,9
RU1215_161394762369821,9
RU1215_169777303313707,9
RU1215_122285045541292,15
RU1215_192788825238246,15
RU1215_125813240023461,9
RU1215_122497229245163,9
RU1215_120730030038252,9
RU1215_196654149581606,9
RU1215_240497456237931,9
RU1215_165875727391157,9
RU1215_134530788347236,9
RU1215_120781389916388,9
RU1215_226764298308917,9
RU1215_134954943363494,9
RU1215_135503598210292,9
RU1215_239596306316139,9
RU1215_134462230150389,9
RU1215_235559305461084,9
RU1215_231161124579172,9
RU1215_235748449213683,9
RU1215_192129413572341,9
RU1215_134513473738651,9
RU1215_169787250077022,9
RU1215_135143775222069,15
RU1215_192745058233187,9
RU1215_231901051870133,15
RU1215_126889148168091,9
RU1215_230600497346981,9
RU1215_129576424127214,9
RU1215_135546816060828,15
RU1215_197137736062763,15
RU1215_226331311917878,9
RU1215_231684171257635,9
RU1215_200897576680819,9
RU1215_231821326538661,9
RU1215_125033703237363,9
RU1215_131080096508324,9
RU1215_157606869134053,9
RU1215_130693100391861,9
RU1215_134945401354036,9
RU1215_134515770214308,9
RU1215_164761869933283,9
RU1215_122291519974117,15
RU1215_130673819436955,9
RU1215_135080677927349,9
RU1215_240145153866140,9
RU1215_169107468696430,15
RU1215_121390247099317,15
RU1215_231901079202550,15
RU1215_126216045489451,9
RU1215_227862575015836,15
RU1215_135006482484067,9
RU1215_205984026289902,9
RU1215_196157006793965,15
RU1215_165738987019188,9
RU1215_205915426273011,9
RU1215_192650331962653,15
RU1215_236107986790238,9
RU1215_121817818590557,9
RU1215_204842758204725,15
RU1215_192186321910509,15
RU1215_133924285541156,9
RU1215_135547755882221,9
RU1215_230807089628915,9
RU1215_134402878683932,15
RU1215_165310966904692,9
RU1215_226833152231197,9
RU1215_161942491842979,9
RU1215_195634094552805,9
RU1215_157612076883238,15
RU1215_231753056406365,9
RU1215_205930473143653,9
RU1215_133921842513772,9
RU1215_231753036786972,9
RU1215_170257580153758,15
RU1215_227922865735397,9
RU1215_162081944001907,9
RU1215_161461199615798,9
RU1215_130539735379292,15
RU1215_135501316744926,15
RU1215_200914890868523,9
RU1215_133992870964459,15
RU1215_230670693197731,9
RU1215_239451604962163,15
RU1215_129457518995373,9
RU1215_231821327132461,9
RU1215_160783821401395,15
RU1215_126284316653811,9
RU1215_191087066670963,15
RU1215_134379417753884,15
RU1215_126843092155765,9
RU1215_199884218521845,9
RU1215_231133488044381,9
RU1215_155888882469723,15
RU1215_131149889420581,9
RU1215_230746959797476,9
RU1215_134379404643678,9
RU1215_204882398304092,22
RU1215_169649542122228,15
RU1215_201448660031326,9
RU1215_196662904969636,15
RU1215_195426996866291,9
RU1215_170139200145325,9
RU1215_226884422940981,9
RU1215_166333946707371,9
RU1215_164822387374885,15
RU1215_122488819234605,9
RU1215_230816753081780,15
RU1215_164779302993324,9
RU1215_227304377638310,9
RU1215_156572874861868,9
RU1215_200494264736557,9
RU1215_240617733871532,9
RU1215_131223709431589,15
RU1215_192247766108405,9
RU1215_196524346300131,9
RU1215_120778570743148,9
RU1215_226283249850100,9
RU1215_135690563218659,15
RU1215_130598611344292,9
RU1215_122285076953963,9
RU1215_192171289242013,15
RU1215_160990919833518,15
RU1215_191208143600052,15
RU1215_134515801839478,9
RU1215_228044306074470,9
RU1215_227922838960539,9
RU1215_241030031853932,9
RU1215_199807057906979,15
RU1215_165723137235382,9
RU1215_129645262789990,15
RU1215_134530788146534,9
RU1215_236176872434532,15
RU1215_191166523590365,9
RU1215_169150399498987,9
RU1215_134394602768172,15
RU1215_227499945876214,9
RU1215_204342140201373,15
RU1215_200015229442275,15
RU1215_170866360305451,9
RU1215_133837062850805,15
RU1215_129446769510301,9
RU1215_164698921319654,9
RU1215_239589224240926,9
RU1215_170869432375589,9
RU1215_165782070647078,9
RU1215_228049539753828,9
RU1215_126681647278510,9
RU1215_165920825101670,15
RU1215_129593872365934,9
RU1215_204359574440171,9
RU1215_134602640473453,9
RU1215_130127238216502,9
RU1215_134946238424804,9
RU1215_125127942359972,15
RU1215_131105444969899,9
RU1215_165729342764973,9
RU1215_240628337138470,15
RU1215_122283703056222,9
RU1215_134946192316251,9
RU1215_164693538097908,9
RU1215_134447975546285,9
RU1215_227449318008668,9
RU1215_135690577921781,9
RU1215_165875742268644,9
RU1215_129574530075044,9
RU1215_232370426472805,9
