Cell,NFIX,TCF7L2,HIF1A,STAT4,ICAM1,ELF5,PKNOX2,ESR1,GRHL2,ZEB1,TRPS1,LMX1B,PRDM16,EPAS1,SP100,NR2F2,AHR,EGR1,NR6A1,TCF7L1,JUND,EPCAM,HSF2,TCF12,RORA,NR3C2,PPARG,ARID5B,RUNX1,FOSB,ASCL1,NFIA,SOX6,CREB1,TFDP1,STAT2,REL,SIX1,PROX1,TBX15,GATA6,SP110,RUNX2,PBX1,JUNB,NFIB,BACH1,EBF3,MEIS2,HES1,BCL6,REST,FOS,SOX9,ETS1,GLIS3,LCOR,TCF4,RBPJ,NFYC,ZBTB7A,ZBTB20,BACH2,RARG,NFE2L2,EHF,FOXP1,BBX,JUN,KMT2A,THRB,NPAS2,ZBTB18,CUX2,SMAD3,SOX5,MECOM,NCAM1,FOXO3,RARB,SOX11,SIX4,PLAGL1,STAT1,TEAD1,RORB,NFATC2,CUX1,TEAD4,NFKB1,CD44,RORA_RORB
RU1152_130751366121844,0.45382863,0.06661302,0.7709556,0.0021145253,0.0017626308,2.145742e-06,1.060815e-07,0.0026006536,0.08142009,0.5868043,0.16897225,0.0053389133,0.03596919,0.00834717,0.009567656,0.6142345,0.006915702,1.4592129,0.10215429,0.06291801,3.7503326,2.3204772,0.71849465,0.63659894,0.09242039,7.645245e-06,0.0042757355,0.0033454732,0.096110694,0.6563797,4.051992,1.1682012,0.20957123,0.6154427,0.82389355,0.1251965,0.15411761,0.49102408,1.2753698,0.025858464,0.006395643,0.017934114,0.028102616,0.8101569,2.0933962,1.6365807,0.3306691,0.16404586,0.26879108,0.28902453,0.06479661,0.0118048545,3.2020066,0.17723268,0.034244377,0.0017576141,0.3748285,1.3455745,2.0114405,0.30381832,0.67396045,1.008509,0.013768247,0.003972231,0.59419703,0.019650126,0.48754576,0.9071697,3.0978658,1.2190717,0.003705732,0.00030448212,0.6374276,4.7798603e-05,0.10177637,0.11403851,0.23252626,1.0064504,0.56868315,0.0061738594,1.3332347,0.13607702,0.0974757,0.4172625,0.5457003,0.033933893,0.028300002,0.9193567,0.004981506,0.03709189,0.010382516,0.0631771415
RU1152_125744641947573,0.5100185,0.060438845,0.7843265,0.002058006,0.0016230431,0.00020090665,1.499069e-06,0.002204798,0.061228402,0.8394737,0.18843313,0.005523099,0.019337276,0.010345559,0.0091799,0.5346581,0.011208908,1.3826002,0.14687474,0.0351182,3.8178504,2.0012736,0.8122169,0.5086074,0.1641758,0.0006517403,0.0073383576,0.008367361,0.050313473,0.7399982,3.9021425,1.0887599,0.19863881,0.56066036,0.79208666,0.19087891,0.23779283,0.4271551,1.0502524,0.030369993,0.011902893,0.014027786,0.011117087,0.95169216,2.1265752,1.7192844,0.32964265,0.1570774,0.4838801,0.22691771,0.05747645,0.011728591,3.3157701,0.17391564,0.069090754,0.0072521516,0.3918953,1.5102525,1.9324285,0.28090385,0.7192807,1.2511147,0.024507873,0.003872537,0.67367804,0.015397556,0.5963294,0.92085505,3.3239572,1.4960397,0.0048471936,0.00035268813,0.4670313,3.0095824e-05,0.05915301,0.115392126,0.16396362,1.1418997,0.7111296,0.009970361,1.533216,0.11920345,0.15291789,0.40024534,0.555521,0.05309828,0.033368777,0.88941276,0.006272376,0.041028276,0.032085706,0.10863704
RU1152_135546843871453,0.2597641,0.0411515,0.4706885,0.013888555,0.001623285,0.00016961135,7.287458e-05,0.00032340124,0.030711263,0.15116805,0.023538033,0.00020324322,0.011402061,0.013077582,0.023427995,0.25817108,0.0031649068,0.28588277,0.023986999,0.003477263,2.5476637,1.5683868,0.4532586,0.3274743,0.07599765,8.295875e-06,0.0021243228,0.031076428,0.03236727,0.09650361,2.4204378,0.40397185,0.06102588,0.2680719,0.8286031,0.08071203,0.06075559,0.32277623,0.49150875,0.014599075,0.0019305794,0.0038213725,0.0023389626,0.40503132,0.43623692,0.8237672,0.06835447,0.050751828,0.14569741,0.12121489,0.014425182,0.0056374003,0.74712855,0.055644833,0.08238046,0.001837658,0.12896855,0.5956011,1.062791,0.23348325,0.21700457,0.19582081,0.011413193,0.0012324724,0.42135563,0.03132151,0.37397838,0.36250028,1.0938337,0.37162992,0.0011448138,2.8151311e-05,0.16146933,0.0012963326,0.01857616,0.054337118,0.07399509,0.2695208,0.30359995,0.004880917,0.54212576,0.024441862,0.00824239,0.33291477,0.19913593,0.014621628,0.02069815,0.28532204,0.009404312,0.04563504,0.04689816,0.045309639
RU1152_126224470034675,0.50576097,0.104484014,0.7588837,0.0043511987,0.003990859,4.426174e-06,1.2369831e-07,0.003472878,0.11365194,0.54274136,0.18568374,0.009400725,0.027979143,0.016617183,0.012912636,0.6649365,0.013022026,1.4947891,0.096527986,0.08164353,3.84275,2.6885943,0.7017603,0.7416931,0.09831063,3.122097e-05,0.0021137341,0.005030053,0.15253942,0.72632617,4.2948346,1.2036853,0.2901382,0.547611,0.7953703,0.12950137,0.15448207,0.486247,1.4390765,0.0210974,0.009804918,0.036217507,0.030589946,0.9224627,2.2827919,1.7328717,0.30791286,0.14001265,0.27308476,0.49905702,0.11125593,0.015574442,3.401155,0.22972915,0.04490923,0.0013297194,0.40449476,1.1944531,2.0158253,0.29401293,0.68569505,1.0389239,0.030988492,0.00716128,0.66393435,0.03296391,0.57229316,0.90879464,3.2396526,1.2634745,0.0017388704,0.00023279784,0.7084305,4.248535e-06,0.1343131,0.11659697,0.28571504,1.0210171,0.5697832,0.0048641083,1.4138018,0.1834736,0.094185196,0.61196584,0.57971585,0.040386353,0.033934195,0.8885225,0.0049962224,0.045827374,0.011597153,0.0693484915
RU1152_227312730565995,0.4503722,0.0763056,0.7614863,0.0031166507,0.0021487735,3.6288025e-06,5.7327906e-08,0.002590879,0.09120257,0.52913606,0.15490387,0.0052387416,0.04047904,0.010286455,0.012799662,0.5744649,0.006705136,1.6210107,0.1033198,0.07486785,3.776034,2.4330492,0.72462654,0.62201756,0.09983615,1.710092e-05,0.0037464201,0.004701631,0.10074025,0.8026212,4.075904,1.2328384,0.18089664,0.63344854,0.82249355,0.13606697,0.14985554,0.5478558,1.3031425,0.03339864,0.00810266,0.01727591,0.03180891,0.7703288,2.2973168,1.5799669,0.34049585,0.13537191,0.19983546,0.38692158,0.066276655,0.0140021285,3.500006,0.18403804,0.035587978,0.0015496608,0.36688912,1.2169453,1.9769304,0.29643047,0.686082,0.9693863,0.01424113,0.004829366,0.6387624,0.016977303,0.4753758,0.91118747,3.310944,1.2209829,0.0020262385,0.00058746437,0.578659,2.501515e-05,0.12610574,0.11714805,0.23017642,0.99330777,0.58024144,0.005206414,1.1870409,0.1536852,0.11022784,0.42212978,0.55312115,0.0471497,0.03172531,0.9031695,0.0058724224,0.04251105,0.009135019,0.073492925
RU1152_165849601628004,0.46358886,0.054051336,0.7445848,0.006843062,0.001895047,0.00041451797,1.0701987e-05,0.0017538408,0.073942736,0.5440569,0.11805254,0.0014753471,0.026034497,0.046270207,0.011420067,0.46911752,0.019271374,0.88061625,0.15588868,0.04788725,3.3387833,2.3826733,0.91815835,0.49722463,0.30360997,0.0020993303,0.009447743,0.0114735775,0.04984206,0.554854,3.858841,0.88265723,0.16607435,0.56561387,0.7817889,0.15384461,0.20971203,0.43372267,1.0930668,0.037796002,0.0053579817,0.015834771,0.012816704,0.8334598,1.5577965,1.4847951,0.343469,0.11202429,0.44042507,0.3913808,0.06618653,0.01648458,2.4279892,0.15208775,0.08698659,0.003481257,0.39735904,1.0160475,1.9321172,0.26068303,0.70906126,0.9826746,0.037643507,0.006516438,0.81773,0.022512598,0.6262531,0.9347247,2.6745389,1.6761751,0.00076721876,0.00032595004,0.3621898,0.00014587905,0.08050101,0.13388766,0.19156775,1.1112257,0.7156784,0.01000854,1.1037393,0.16358641,0.13014463,0.43207085,0.5796098,0.05889771,0.058502477,0.9104385,0.010208554,0.064942285,0.031691488,0.18125384
RU1152_199877507012917,0.45834574,0.087494045,0.6894437,0.0055724033,0.0019883816,2.7482585e-05,0.0,0.0017745568,0.07517036,0.523687,0.10998953,0.0027485176,0.028914148,0.025063548,0.011990015,0.47829702,0.010106505,1.2970527,0.12818766,0.059271682,3.566842,2.4227014,0.70527464,0.49627838,0.16935714,0.00013988909,0.0038669477,0.0061057745,0.06120853,0.7342111,4.034745,1.1375802,0.13785078,0.56430435,0.7536528,0.17020151,0.16107777,0.5355778,1.1836138,0.04570087,0.0055551906,0.011495681,0.018771842,0.8138349,2.0340776,1.4696435,0.28116998,0.10864204,0.2544813,0.42561403,0.05708844,0.007915285,3.094277,0.15455826,0.058354333,0.002992781,0.341261,1.0828183,1.831714,0.2547933,0.6926205,0.9750162,0.016434737,0.003834646,0.71259403,0.016853126,0.51512396,0.87871945,2.982026,1.3183174,0.00093484466,0.00052139856,0.43391177,2.7830649e-05,0.11406521,0.11174566,0.17655826,1.0059665,0.6277308,0.012937109,1.0589008,0.13656628,0.1274219,0.393762,0.4952217,0.060047176,0.039477356,0.8484061,0.0068570995,0.04660868,0.018908435,0.114702158
RU1152_165173278128045,0.46074525,0.066090144,0.7949113,0.0029530504,0.003362041,4.4611028e-05,1.1540624e-08,0.0022268456,0.07281839,0.58471966,0.16503967,0.0040918435,0.031151129,0.014676896,0.016146727,0.5637754,0.008319232,1.5391026,0.1247476,0.057247818,3.809316,2.407303,0.77050704,0.5798673,0.12066982,0.00013853978,0.004671827,0.010009113,0.077320464,0.8020361,4.152278,1.0338115,0.20108378,0.60408634,0.8575688,0.13507907,0.18670677,0.4387866,1.2625952,0.034918305,0.009197587,0.02289424,0.021758934,0.8242129,2.223167,1.6630671,0.32737097,0.15967007,0.35096964,0.28886455,0.04823926,0.014055555,3.4755247,0.14260587,0.06378436,0.003744805,0.37890056,1.306919,1.9307328,0.30599284,0.6999792,0.9898129,0.0143329045,0.0048875385,0.6726606,0.026574457,0.61421037,0.8706958,3.2885623,1.3659674,0.003466575,0.00065567356,0.53348184,5.286399e-06,0.09201587,0.12066245,0.2380875,1.0979654,0.5945448,0.008702827,1.3545653,0.1447786,0.10820104,0.44836196,0.54362535,0.043598335,0.03777683,0.8896509,0.007043676,0.03935606,0.017252889,0.0821340775
RU1152_191553082607853,0.41533187,0.0606004,0.7176905,0.007986372,0.00079431676,2.6418516e-05,1.93786e-06,0.0019281312,0.07243358,0.55752426,0.13001949,0.0016441337,0.027191076,0.030954724,0.010518151,0.49590138,0.016162895,0.8424806,0.12472792,0.042457074,3.3155184,2.3253696,0.7170577,0.4922325,0.22743309,0.00052316,0.009314905,0.007885576,0.04893738,0.4281874,4.0703716,0.879516,0.18569726,0.55217135,0.7216776,0.14959621,0.15043099,0.3919965,1.1784036,0.03610261,0.002984822,0.009177461,0.013257604,0.89938486,1.4477878,1.5065625,0.2728037,0.14211759,0.39058775,0.3028042,0.05249972,0.009402559,2.26976,0.13523942,0.05355483,0.0023385114,0.36065766,1.169811,1.9100652,0.22934173,0.68324685,0.98393816,0.01554118,0.0024016805,0.6995661,0.026195675,0.52207124,0.95237565,2.2898061,1.4191012,0.0018571556,0.00016734409,0.49257416,0.00026991192,0.09023633,0.12359389,0.1835629,1.0772742,0.62594354,0.017325506,1.175468,0.11904533,0.099670686,0.340336,0.49728695,0.032262504,0.042003,0.9010772,0.0048984503,0.048029233,0.020622782,0.129847797
RU1152_196095802988325,0.32189092,0.050440773,0.52639055,0.018350644,0.0013722412,9.649728e-05,8.588669e-05,0.0004063737,0.05072489,0.17301102,0.026448496,0.00018393045,0.011170838,0.006250942,0.029267048,0.288978,0.0033812977,0.37719324,0.028220821,0.0057221763,2.7561226,1.685682,0.49097925,0.37191078,0.08236254,1.2614278e-05,0.0015520689,0.032586306,0.047266163,0.1588277,2.5191622,0.48248932,0.093333274,0.3358851,0.89236015,0.084942736,0.07855005,0.31008887,0.54956746,0.023170326,0.0031763816,0.005225534,0.0056942147,0.52529055,0.5969925,0.93539727,0.08705231,0.064745404,0.15917474,0.13367036,0.029696181,0.008688654,0.9151348,0.07828904,0.08344493,0.0027188738,0.15025325,0.62068427,1.188989,0.24156018,0.27828902,0.24804299,0.014861315,0.000776806,0.51685816,0.022955107,0.4654424,0.4377012,1.2086135,0.47131273,0.0017715784,6.79628e-06,0.18747531,0.0012278252,0.023783252,0.06952929,0.10301609,0.37480307,0.37770197,0.0069203936,0.6343799,0.038481425,0.016004506,0.44817865,0.23512779,0.016710613,0.02341615,0.35734737,0.008577168,0.047863983,0.06278985,0.0495365765
