Cell,NFIX,TCF7L2,HIF1A,STAT4,ICAM1,ELF5,PKNOX2,ESR1,GRHL2,ZEB1,TRPS1,LMX1B,PRDM16,EPAS1,SP100,NR2F2,AHR,EGR1,NR6A1,TCF7L1,JUND,EPCAM,HSF2,TCF12,RORA,NR3C2,PPARG,ARID5B,RUNX1,FOSB,ASCL1,NFIA,SOX6,CREB1,TFDP1,STAT2,REL,SIX1,PROX1,TBX15,GATA6,SP110,RUNX2,PBX1,JUNB,NFIB,BACH1,EBF3,MEIS2,HES1,BCL6,REST,FOS,SOX9,ETS1,GLIS3,LCOR,TCF4,RBPJ,NFYC,ZBTB7A,ZBTB20,BACH2,RARG,NFE2L2,EHF,FOXP1,BBX,JUN,KMT2A,THRB,NPAS2,ZBTB18,CUX2,SMAD3,SOX5,MECOM,NCAM1,FOXO3,RARB,SOX11,SIX4,PLAGL1,STAT1,TEAD1,RORB,NFATC2,CUX1,TEAD4,NFKB1,CD44
RU1311A_T_1_232448553605035,0.073915474,0.5948579,0.78223354,0.002552548,0.010012995,0.04528721,7.046116e-06,0.018173315,0.19581367,0.24464971,0.03509945,0.0074545,0.0067065805,0.5630134,0.25583556,0.67563784,0.02825046,1.809854,0.18489577,0.12678763,3.7918918,3.3258202,0.35659587,0.69864714,0.3389876,0.001189762,0.043867268,0.22100769,0.45428273,1.2246983,3.4529386,0.34757936,0.20815885,0.6203784,0.8032588,0.22440441,0.41272914,1.6812482,1.7608526,0.02355251,0.032445714,0.03943145,0.009868443,1.3520752,3.1300256,1.0600979,0.323013,0.22405204,0.29956257,1.188401,0.59328,0.03553559,4.1312943,0.48572862,0.5402214,0.02820792,0.61817276,1.0062816,1.8655099,0.37613136,0.6729817,1.2172421,0.026929671,0.0026366625,1.0833676,0.40565965,0.9579585,0.82053685,4.3356433,1.0391423,0.015295522,0.007700232,0.27770707,5.7023102e-05,0.055712454,0.10026962,0.16252948,0.52824605,0.51480365,0.012041897,0.70692956,0.45743734,0.008467903,0.52756155,0.5429884,0.16180119,0.1787118,0.6881169,0.03675683,0.15796642,0.05245093
RU1311A_T_1_192650300221292,0.063059635,0.8233093,0.6814439,0.0016084379,0.010150553,0.04299422,4.5808865e-05,0.025858656,0.2377544,0.2710909,0.03345807,0.002388895,0.006644054,0.6990383,0.26574072,0.6323271,0.021295376,1.7334138,0.19628267,0.08470804,3.7721252,3.2101605,0.39313895,0.53796834,0.36124906,0.0015398853,0.1051619,0.31352046,0.55645174,1.1122991,2.8358285,0.3051762,0.19135284,0.6315409,0.6102406,0.20558591,0.467517,1.7849313,1.5532321,0.01389363,0.026043603,0.047725286,0.017220186,1.3496133,3.179261,0.7989325,0.3481086,0.20216346,0.2708708,1.2657495,0.6349808,0.051802475,4.101633,0.5850252,0.44616207,0.032183606,0.6126121,1.0269939,1.9505705,0.40182826,0.6573479,1.1931082,0.022109061,0.0029503831,1.1660802,0.27663884,0.8688525,0.9104083,4.285858,1.0530398,0.03650522,0.009330524,0.25336093,0.0003085182,0.05653967,0.09675269,0.09702519,0.5297881,0.67334557,0.006258532,0.7207618,0.39476413,0.0060289027,0.50719965,0.44265005,0.16527721,0.15717457,0.5758346,0.035332,0.16137768,0.0680682
RU1311A_T_1_129447721126238,0.08920903,0.4808321,0.80798954,0.002745587,0.010809509,0.039479174,3.3163036e-05,0.014738638,0.19005771,0.22267461,0.035333417,0.010575303,0.008470282,0.45434663,0.23938468,0.7585617,0.025816977,1.6121212,0.17174949,0.13683245,3.6429882,3.3776813,0.35309535,0.7847368,0.27897888,0.00077727146,0.027346183,0.19545135,0.4129761,1.0845742,3.676472,0.46081394,0.21156476,0.61979896,0.87336004,0.20731436,0.3693273,1.6520156,1.876364,0.02372611,0.033716686,0.037804183,0.008955006,1.3162884,2.779372,1.2870674,0.32922676,0.2236487,0.30066702,1.1086894,0.5432764,0.037163015,3.907838,0.42852286,0.555159,0.028793283,0.60130584,1.0358819,1.817242,0.37111625,0.65083164,1.2021127,0.023029733,0.003083054,1.0167001,0.47533846,0.9765423,0.78988546,4.2249036,1.051345,0.010343577,0.0065817926,0.31055278,5.671127e-05,0.07099602,0.10349065,0.18550862,0.55102867,0.42884636,0.017221024,0.7079919,0.5027303,0.007993814,0.5182801,0.61359555,0.14494884,0.17025855,0.710284,0.0382391,0.16421306,0.051396396
RU1311A_T_1_226821206858998,0.13352765,0.33262765,0.83412075,0.003107455,0.01794605,0.024634471,0.00023257527,0.007830264,0.1866926,0.20952132,0.04306344,0.0067490954,0.009564267,0.3108659,0.17850898,0.7264681,0.022685202,1.2836272,0.15662692,0.09452849,3.528855,3.2887492,0.37528357,0.76834804,0.20633279,0.00083307864,0.0186191,0.18874633,0.35680375,0.8371019,3.9415715,0.54961276,0.24194182,0.6280149,0.835782,0.19924292,0.32597318,1.5525701,1.6801033,0.017994748,0.02561821,0.033917338,0.010419991,1.2446789,2.3409603,1.7296653,0.2929898,0.23775849,0.3026873,0.9102304,0.4859487,0.046980843,3.405695,0.39693677,0.5555455,0.019485697,0.55073833,1.1677231,1.604052,0.45720065,0.5908104,0.95921755,0.0206749,0.004540606,0.95457286,0.5503735,0.96858317,0.76778066,3.933136,1.1600537,0.010827476,0.0042303167,0.34737307,0.00032366032,0.076965556,0.0823724,0.169474,0.72983956,0.41052154,0.019097209,0.97933596,0.47381845,0.010508396,0.57939404,0.6881631,0.10294513,0.13460334,0.6410648,0.032581195,0.14260857,0.058920044
RU1311A_T_1_160381168897459,0.07745082,0.014465351,0.28412408,0.0023304212,0.004857143,0.00023185927,2.4612398e-05,0.00011845991,0.011925821,0.03640195,0.0065857642,2.6407271e-05,0.0068982877,0.03842918,0.03225982,0.15679793,0.0071884636,0.27606425,0.018451005,0.011965805,1.4183118,0.967194,0.10196082,0.12771545,0.077113315,0.0014656133,0.012093772,0.04302385,0.041556016,0.16940534,1.2449794,0.19713521,0.019493893,0.09196245,0.29382798,0.037423983,0.05006315,0.2871493,0.16382357,0.00574859,0.0059416224,0.012950132,0.022993425,0.26489025,0.6373514,0.33752078,0.032725636,0.02388635,0.10179158,0.1204868,0.048493773,0.0153931705,1.025519,0.07670414,0.041263197,0.0023395855,0.11423021,0.32028854,0.34477156,0.08982025,0.08177186,0.20519032,0.0034437103,0.0018198448,0.18034708,0.08696284,0.12162456,0.124972805,1.4394168,0.23158552,0.0049985014,0.0075942622,0.06675475,0.0071186805,0.011377889,0.009888576,0.01648389,0.15298972,0.09480911,0.008588082,0.1651863,0.03479504,0.0074644526,0.104211226,0.16260251,0.006094025,0.020141585,0.10392165,0.018921375,0.036742475,0.08023305
RU1311A_T_1_195617048878299,0.16449787,0.61316884,0.61769044,0.0047705066,0.028288888,0.029750803,0.00017917027,0.022022657,0.19137372,0.3130033,0.04251884,0.0025087802,0.014433529,0.5350166,0.22539707,0.65595174,0.03663206,1.5462375,0.16060905,0.06342268,3.6063824,2.8264575,0.43027896,0.4562409,0.3852548,0.0031171173,0.08475143,0.28306425,0.4300916,1.0608962,2.6539755,0.47930393,0.13835719,0.54566187,0.6126805,0.18982701,0.43021157,1.5007093,1.3248857,0.027454216,0.029322762,0.05006407,0.022570591,1.0629452,2.8025436,0.82797635,0.3439047,0.13734102,0.32691196,1.0020715,0.51088434,0.083688915,3.7684708,0.53010476,0.36807987,0.05730423,0.5686295,0.9920896,1.7167648,0.35638234,0.5879498,1.1731807,0.028429957,0.004238019,1.0297565,0.24839932,0.8140316,0.89384884,3.9706504,1.132826,0.030855412,0.011345191,0.2425871,0.0044042286,0.065046154,0.08971077,0.09634195,0.57620436,0.583514,0.007616963,0.61187834,0.34521878,0.013748057,0.45386812,0.47284198,0.12091243,0.13430059,0.5566834,0.034018766,0.14525737,0.2055633
RU1311A_T_1_161342014319974,0.09540331,0.020292573,0.19204576,0.0035429134,0.0068379007,0.00022315508,3.6630594e-05,9.179385e-05,0.019827642,0.04087621,0.007277353,5.963951e-06,0.007862618,0.025849238,0.03620739,0.10264714,0.015744962,0.16044754,0.00830052,0.016155796,1.0878147,0.875389,0.13380018,0.09366868,0.04720908,0.0011254583,0.004715219,0.027264336,0.049610466,0.10469765,1.3002789,0.16144651,0.020967467,0.13574176,0.26894164,0.031895008,0.04470672,0.17865403,0.14093585,0.0029417477,0.006229629,0.018513124,0.009663775,0.29216716,0.43060797,0.3645821,0.043436714,0.011141599,0.14362775,0.17800024,0.04487333,0.02481298,0.5693467,0.051100142,0.03765659,0.0060749366,0.090686254,0.32932737,0.3036642,0.080770634,0.07396109,0.15253471,0.0020970067,0.0005030597,0.24980699,0.04720051,0.15396799,0.1374798,0.9331888,0.17411053,0.008499291,0.0048821,0.050933827,0.0030512016,0.0069858204,0.01120839,0.023382971,0.0888331,0.090139315,0.0035530652,0.28558713,0.025314154,0.0061064768,0.06554265,0.1561059,0.005231268,0.024155157,0.10063826,0.015576845,0.037685502,0.07768282
RU1311A_T_1_169640025078069,0.07284203,0.550863,0.79828805,0.0021181211,0.0142874755,0.044208966,7.931314e-05,0.013443493,0.2129452,0.22671552,0.038603853,0.0053186794,0.0054727118,0.5013355,0.23551403,0.6616306,0.028104892,1.6553843,0.1851546,0.12980302,3.6678815,3.3945487,0.34040242,0.72915643,0.27732775,0.0011059326,0.038581077,0.22334673,0.4816275,1.0259279,3.5785027,0.3598312,0.23567043,0.63025284,0.7738138,0.21829468,0.38273695,1.7210544,1.7971089,0.015485363,0.0313988,0.03859785,0.0103680715,1.39282,2.9634852,1.298302,0.32444763,0.24126492,0.27252933,1.2132125,0.611794,0.046872128,3.8946695,0.4832009,0.58413625,0.02864279,0.6073941,1.0690795,1.8364363,0.40040722,0.64609766,1.1276175,0.02350545,0.0035463506,1.0660201,0.43942332,0.9615605,0.8373503,4.2638054,1.0162191,0.014971782,0.008186828,0.2988816,4.2845822e-05,0.05939901,0.0870784,0.16299622,0.53661484,0.49625465,0.017179713,0.82960224,0.507697,0.0066006766,0.52560204,0.5520568,0.15347277,0.15859888,0.6768151,0.033244744,0.16032895,0.054135185
RU1311A_T_1_156598210607413,0.060417995,0.84445804,0.68380356,0.0014867563,0.011090969,0.045037173,6.2509964e-05,0.02562948,0.24462755,0.275767,0.034895215,0.0020414079,0.0062976778,0.7137599,0.26865625,0.62144727,0.022604205,1.7694519,0.20090532,0.08609697,3.7871304,3.2273643,0.39118993,0.5381978,0.3639961,0.0016209813,0.10848912,0.32170078,0.577598,1.1128019,2.7986698,0.29033986,0.19516748,0.6375303,0.59439135,0.2086125,0.47464797,1.8086036,1.5558047,0.01238875,0.026401263,0.048990704,0.017918091,1.3785634,3.2386186,0.79646826,0.35336223,0.20666002,0.26888904,1.2964336,0.65644085,0.054856345,4.136925,0.6043138,0.4518942,0.034303516,0.6200616,1.0376824,1.9674612,0.4052363,0.6618024,1.1976627,0.022177543,0.00300756,1.1830289,0.2679199,0.8715424,0.9257061,4.318047,1.0515653,0.037536126,0.009972527,0.25095338,0.00031216757,0.055482864,0.09686361,0.09534479,0.5235565,0.69230366,0.006437853,0.7463631,0.40052527,0.005740134,0.51000524,0.43229666,0.16908158,0.15540162,0.5773178,0.034738705,0.16461942,0.06889102
RU1311A_T_1_228058962508205,0.023712832,0.010872238,0.15958801,0.0050047752,0.014879659,0.001800825,0.00010232643,0.032025665,0.11320297,0.008612871,0.06430324,0.00065284915,0.0034210873,0.08182036,0.058439936,0.0634762,0.02922236,0.23463239,0.0052077537,0.0039966917,0.7994356,2.1809127,0.054931723,0.2854641,0.17805918,0.00036900444,0.028003475,0.06677084,0.039401326,0.19922489,1.395837,0.071551226,0.0077971136,0.069576226,0.32151508,0.025313416,0.08118732,0.063383296,0.19252464,0.008114784,0.010759615,0.036546983,0.014302263,0.059762444,0.34380132,0.079547875,0.086472906,0.005459221,0.04871294,0.15822294,0.014243347,0.047539454,0.431262,0.034209408,0.0145563,0.020144975,0.15445356,0.06982836,0.69130945,0.17465656,0.069891274,0.21776177,0.025737742,0.0017958634,0.30490282,0.031010235,0.31850234,0.17341523,0.9296515,0.08530488,0.0010834249,0.009864601,0.07053496,0.00025762417,0.0913732,0.07411782,0.00484501,0.035976183,0.056315027,0.0056154868,0.13139553,0.015972445,0.006228843,0.14312038,0.026718477,0.010933807,0.002820309,0.2088659,0.011321986,0.070458926,0.03173696
