Cell,clusters
RU779D_121940387223773,15
RU779D_195562300660643,15
RU779D_121416401509150,15
RU779D_130127253425004,4
RU779D_192318660863798,0
RU779D_191227443689774,6
RU779D_192729654646629,15
RU779D_131223677712694,6
RU779D_129447694649142,15
RU779D_191689601476982,15
RU779D_162069984242982,15
RU779D_231753037498781,15
RU779D_227357125655861,15
RU779D_135621992889054,12
RU779D_165808914189108,4
RU779D_228040728239388,15
RU779D_169081786755302,20
RU779D_230809056237869,22
RU779D_239406522521381,15
RU779D_134393261350259,15
RU779D_191139710654878,15
RU779D_121886431176948,15
RU779D_122427450739037,15
RU779D_157053758162844,15
RU779D_196653241292508,15
RU779D_157561625369836,15
RU779D_200991408077029,2
RU779D_231161136798069,15
RU779D_170875875420451,15
RU779D_135572229351205,15
RU779D_206061335104301,15
RU779D_204908271155627,15
RU779D_240135592626931,4
RU779D_170120243493598,15
RU779D_157689566611685,0
RU779D_121416401447133,15
RU779D_235551774688988,15
RU779D_133846948796211,13
RU779D_226821193742125,20
RU779D_235122036270877,15
RU779D_170113833266398,22
RU779D_191215646979956,15
RU779D_232328281348340,6
RU779D_135132232243126,15
RU779D_169021671336174,15
RU779D_155914222102430,15
RU779D_133967254054813,15
RU779D_169768847264557,15
RU779D_240550042024886,15
RU779D_121946445604652,15
RU779D_232303617076452,15
RU779D_135132244821814,15
RU779D_157071998634734,2
RU779D_239997870623156,15
RU779D_204746167798502,15
RU779D_165789605709749,1
RU779D_120849062915420,15
RU779D_196596601608989,15
RU779D_161341987318044,15
RU779D_170755631009053,15
RU779D_191141946711324,22
RU779D_192797281568555,15
RU779D_165397778512603,15
RU779D_192859664762603,15
RU779D_192739555330358,15
RU779D_134530815708462,15
RU779D_240152516680093,15
RU779D_135692442557750,15
RU779D_191646605170468,15
RU779D_235688959003052,15
RU779D_231365416470364,15
RU779D_170678306356134,22
RU779D_230681415169955,15
RU779D_200994245204710,15
RU779D_201463738846437,2
RU779D_161944805010333,4
RU779D_129981209763118,15
RU779D_157004353648366,15
RU779D_134060515972915,12
RU779D_201542926977452,15
RU779D_165738959525612,15
RU779D_197281514142556,0
RU779D_241109193116452,15
RU779D_230604121196326,15
RU779D_129524078401267,15
RU779D_122359146531099,15
RU779D_156024192583979,15
RU779D_121877994563365,15
RU779D_169640025844139,4
RU779D_165395389953956,15
RU779D_231754903698739,15
RU779D_134394583895270,15
RU779D_231281517620147,15
RU779D_195486084185004,15
RU779D_121877995088302,15
RU779D_134394557184285,5
RU779D_231840681225003,15
RU779D_166265542588723,15
RU779D_122436443391851,15
RU779D_192662392657781,15
RU779D_135083811260836,1
RU779D_157673057314717,22
RU779D_134387860715301,2
RU779D_155888855178478,15
RU779D_121254238607269,15
RU779D_165782058068782,15
RU779D_125745312975206,15
RU779D_195536637287709,15
RU779D_160911819753325,15
RU779D_164750338971942,15
RU779D_239451650538796,15
RU779D_121254238608158,2
