Cell,NFIX,TCF7L2,HIF1A,STAT4,ICAM1,ELF5,PKNOX2,ESR1,GRHL2,ZEB1,TRPS1,LMX1B,PRDM16,EPAS1,SP100,NR2F2,AHR,EGR1,NR6A1,TCF7L1,JUND,EPCAM,HSF2,TCF12,RORA,NR3C2,PPARG,ARID5B,RUNX1,FOSB,ASCL1,NFIA,SOX6,CREB1,TFDP1,STAT2,REL,SIX1,PROX1,TBX15,GATA6,SP110,RUNX2,PBX1,JUNB,NFIB,BACH1,EBF3,MEIS2,HES1,BCL6,REST,FOS,SOX9,ETS1,GLIS3,LCOR,TCF4,RBPJ,NFYC,ZBTB7A,ZBTB20,BACH2,RARG,NFE2L2,EHF,FOXP1,BBX,JUN,KMT2A,THRB,NPAS2,ZBTB18,CUX2,SMAD3,SOX5,MECOM,NCAM1,FOXO3,RARB,SOX11,SIX4,PLAGL1,STAT1,TEAD1,RORB,NFATC2,CUX1,TEAD4,NFKB1,CD44,RORA_RORB
RU1145_240094687456478,0.1526027,0.18678345,0.27484918,0.009558972,0.022489926,0.0035647086,0.019551158,1.8311735e-05,0.014017608,0.096395046,0.012677191,0.02071364,0.00017449471,0.012626169,0.06536638,0.09723492,0.021019565,0.6152189,0.11792549,0.08212961,1.094822,2.9245265,0.4056343,0.5392582,0.1716331,0.0011386207,0.014522463,0.16111715,0.021061331,0.18236223,4.7399526,0.02827651,0.04323134,0.4623692,1.9013342,0.117796995,0.18153477,0.027808657,0.56203264,0.06629075,0.00793104,0.015408136,0.002485684,0.79493654,1.8202239,0.3336666,0.08973806,0.013281674,0.56263864,0.093158014,0.021402342,0.0026010044,1.2086416,0.022149695,0.01695231,0.059143845,0.36221954,0.11173297,0.8039964,0.49365127,0.23016553,0.20655918,0.0028323652,0.048757173,0.4336433,0.036928806,0.6023009,0.62607235,1.5172135,0.7210334,0.006254394,0.0077441134,0.14257446,0.0012272586,0.06373815,0.04414206,0.22721618,1.1517175,0.18658675,0.028069275,0.9802501,0.0055941506,0.046119496,0.75103605,0.2493663,0.06198354,0.049822707,0.3716894,0.12354479,0.03536693,0.021969838,0.11680832000000001
RU1145_239382644053924,0.11219354,0.1974587,0.26254332,0.0029188,0.027873777,0.0038626033,0.0010009847,3.3811608e-05,0.04464559,0.02294415,0.027676553,0.033124067,4.2631323e-06,0.013059939,0.14332066,0.096166424,0.031068463,1.0286328,0.13511337,0.07066161,1.0298988,3.3940291,0.29520097,0.52164936,0.1427203,0.0007456931,0.043443337,0.10405898,0.044343915,0.37741488,4.398429,0.009322894,0.03813369,0.38533354,2.318563,0.12498565,0.22169547,0.012025611,0.24539061,0.068731144,0.02742622,0.052530617,0.004583684,0.46170667,2.6415231,0.10417482,0.08961449,0.0018004419,0.53932387,0.22563405,0.037126873,0.010927883,1.7251678,0.017782727,0.009135258,0.07493616,0.23240288,0.07194495,0.709545,0.64839536,0.23592606,0.07444211,0.0005884908,0.063636824,0.60169625,0.12931739,0.79466444,0.5312823,1.5458443,0.599743,0.018860232,0.019700425,0.10546144,2.504271e-05,0.041159574,0.04660204,0.03409569,0.97185546,0.17154673,0.086617015,0.46408543,0.008465075,0.1415688,1.1878601,0.16501518,0.10448454,0.06992254,0.33653712,0.3444516,0.06691864,0.016166661,0.12360241999999999
RU1145_231907656088502,0.07254629,0.27873167,0.24838938,0.0023780947,0.058707412,0.011133304,0.0030196917,1.6253758e-05,0.03432092,0.04464333,0.029955188,0.014211367,3.667751e-07,0.011599304,0.21245542,0.12541462,0.023249008,0.703641,0.08688899,0.106335215,0.9855362,3.548205,0.26857063,0.5091564,0.17195652,0.008159273,0.073453866,0.11143682,0.045165975,0.5150036,5.2025046,0.012880188,0.026580919,0.37762532,1.9433671,0.1428516,0.2135588,0.022565547,0.49824673,0.07010043,0.016590849,0.07461875,0.0018215426,0.4896928,2.8789563,0.057796728,0.09941718,0.00017236928,0.37679416,0.21956751,0.04513969,0.008758374,1.3878764,0.035235606,0.011306724,0.10616849,0.24761508,0.0632967,0.67978173,0.59597075,0.2510672,0.14385906,0.0010054493,0.054719895,0.51963407,0.17233132,0.77198565,0.62704474,1.300062,0.5203754,0.025048846,0.010789841,0.11589148,6.868096e-05,0.07066672,0.03927678,0.023639813,0.84324086,0.18427648,0.0350784,0.34634754,0.014592535,0.11038885,1.3631232,0.16976812,0.036782157,0.06091981,0.30512205,0.15403925,0.0812233,0.016671209,0.1043693385
RU1145_200561495496486,0.12641229,0.18709603,0.2705248,0.003577787,0.019343574,0.004980255,0.0022287252,0.0002639117,0.050657727,0.04701468,0.025738835,0.034421235,0.0001974404,0.015217016,0.095738396,0.07947854,0.023497712,0.9165883,0.13269132,0.049937896,1.0756955,3.1081932,0.37956634,0.58472,0.15174577,0.0017459813,0.041804213,0.08818903,0.025528245,0.24322376,4.145727,0.019157626,0.041326094,0.42971253,2.1461794,0.10749293,0.20911685,0.020980291,0.24296063,0.053284876,0.016751302,0.035679746,0.003919229,0.54236066,2.1399047,0.18802401,0.09810652,0.008798717,0.6768262,0.22577904,0.028835906,0.009039536,1.6102773,0.019179555,0.020465981,0.06519812,0.28326267,0.095199026,0.76884097,0.67100364,0.21779554,0.07921958,0.0043115793,0.06487748,0.56744707,0.10118554,0.767902,0.5993528,1.6099118,0.7537146,0.014712,0.010397519,0.097122185,4.0007446e-05,0.04191142,0.046657346,0.08167711,0.99037653,0.1960108,0.083503865,0.7276167,0.010790728,0.07984577,1.0345985,0.20917033,0.09721521,0.062092334,0.3280009,0.28613195,0.055646647,0.01474823,0.12448049
RU1145_231897742887150,0.09196605,0.0036344484,0.176647,0.005228344,0.0074700117,0.0001852938,1.9934289e-07,1.0986669e-06,0.030284189,0.017035482,0.011386619,6.7356797e-07,0.0014362063,0.009278558,0.04083531,0.039457843,0.0018324219,0.10393503,0.002880594,0.0015690537,0.62536037,0.59966856,0.11054596,0.085009,0.01801801,0.00020312048,0.0011443185,0.033281293,0.01545746,0.0481731,1.3317316,0.05060031,0.008913975,0.06766186,0.37074283,0.015873874,0.047649063,0.07913503,0.104170054,0.002664316,0.0031596534,0.009440293,0.0049829613,0.21998644,0.33880672,0.2079439,0.021163698,0.008326139,0.11528742,0.04866987,0.0076754354,0.013207351,0.3692429,0.027210897,0.020141408,0.0008352425,0.039726194,0.32792458,0.27181527,0.08229622,0.030059364,0.042576183,0.00051945203,0.0010726494,0.12123082,0.030366184,0.07315678,0.07543907,0.55496013,0.09388612,0.003162323,0.001069824,0.02364331,0.004819221,0.012378794,0.004641783,0.013028409,0.0722417,0.039570905,0.0067556575,0.31834707,0.0044391407,0.02906948,0.09271747,0.0671898,0.004829055,0.015960762,0.041990686,0.039480012,0.029569546,0.03320822,0.0114235325
RU1145_129978390755101,0.2601178,0.034652684,0.37779325,0.014039596,0.010176383,0.00033886769,0.015618296,2.99881e-06,0.0037181056,0.16751158,0.016379412,0.018075647,1.2691778e-06,0.007495504,0.019753536,0.056990147,0.015744716,0.5683885,0.09591513,0.03748687,1.4099295,2.1537018,0.61486953,0.4912282,0.09813833,0.00013096434,0.0052071214,0.2078293,0.020331882,0.08919115,4.117653,0.045086514,0.047690812,0.46527264,2.260539,0.086328484,0.24974382,0.06556361,0.35436696,0.012398025,0.012709718,0.003578076,0.0052741882,0.93513596,1.4453934,0.67225206,0.11957402,0.027239375,1.0559608,0.05689391,0.0072914944,3.2875534e-05,1.2855309,0.0053858175,0.009218143,0.008877505,0.42086932,0.25249305,0.8627586,0.45323896,0.19975993,0.25574034,0.009654966,0.02350485,0.5011821,0.017238073,0.5761564,0.4929118,2.0598464,1.0808153,0.0023815136,0.0109253405,0.10075246,5.0842216e-05,0.014894897,0.04433452,0.41616696,1.1798841,0.18327044,0.04148291,1.412161,0.0050811665,0.06775711,0.5243948,0.35149068,0.042682283,0.056255586,0.37133053,0.21704844,0.022405917,0.012863271,0.07041030649999999
RU1145_195625758641572,0.04494214,0.0037404916,0.14977992,0.053575926,0.092604205,0.005184807,2.675139e-05,4.316674e-05,0.0036007278,0.013215525,0.0052859234,6.476574e-05,0.0060181106,0.044491503,0.044535827,0.021954207,0.005929501,0.21117301,0.02344391,0.013601116,0.29238746,1.7952335,0.13034427,0.18569832,0.046060793,0.0004567263,0.008069936,0.043058205,0.003096472,0.17915529,2.6468723,0.02167371,0.0010550698,0.08102464,1.1562408,0.05309738,0.03539967,0.01078221,0.043139804,0.03870306,0.0019031884,0.05826819,0.0003820156,0.12982823,1.4222909,0.08108422,0.034231827,0.00078699185,0.117702514,0.10827431,0.002407033,0.023997545,0.6612197,0.023823457,0.026205324,0.0016004862,0.042947896,0.03944562,0.2384381,0.1031856,0.022792635,0.018818848,0.0001177472,0.022275316,0.21691222,0.011084334,0.2319118,0.11390269,0.58320147,0.089737974,0.0027240745,0.00025545203,0.021258516,1.8645922e-05,0.010732399,0.04713165,0.0069428594,0.2009282,0.019908704,0.028670702,0.48356098,0.0010830327,0.020022491,0.1735185,0.016688913,0.031091709,0.0005238965,0.07690835,0.051469073,0.009257457,0.16042925,0.038576251
RU1145_191774157887725,0.07368697,0.010353554,0.15824401,0.010926062,0.039619915,0.009115905,0.0004355424,1.637422e-05,0.0018053588,0.011256451,0.003839149,0.0005869188,0.002505338,0.02196372,0.03535435,0.018887453,0.00087582774,0.13215016,0.012407553,0.028814113,0.3011927,1.1278795,0.15889053,0.31692746,0.023546834,0.00025049158,0.013432867,0.032335173,0.004276729,0.088692516,2.8216107,0.024761539,0.0011553406,0.115221806,1.3185103,0.04171471,0.059737626,0.01700906,0.105761155,0.00968319,0.0009961096,0.026339076,0.0004574694,0.15327865,0.6726592,0.07203272,0.012639776,0.0010690073,0.19271222,0.06520894,0.001442025,0.014883296,0.3590187,0.0075707873,0.015907371,0.000967404,0.05151299,0.08070487,0.26472986,0.19477539,0.07250588,0.05510142,0.00024679693,0.0031270261,0.24960837,0.009900567,0.120655544,0.108547054,0.53815234,0.07414003,0.0036595534,0.0001015583,0.034836937,0.0001778208,0.018693935,0.019200295,0.1113736,0.123403594,0.029783836,0.019184405,0.5040579,0.000976002,0.015552346,0.1872823,0.02930579,0.027191844,0.0023711922,0.03691878,0.06268052,0.036068857,0.06568624,0.025369338999999998
RU1145_164698952742813,0.16363412,0.15899518,0.2487395,0.00784543,0.024275763,0.0029632617,0.009449154,3.6013143e-06,0.0147766955,0.07067556,0.010684164,0.028256072,1.7934793e-06,0.006012797,0.074047245,0.11369209,0.019828921,0.74467415,0.113009006,0.08705536,1.1415309,3.075334,0.39561412,0.5107698,0.13287567,0.0008178903,0.029864565,0.10189363,0.016438838,0.18507887,4.5385876,0.009000416,0.03050708,0.39951816,2.2750504,0.10102521,0.23466021,0.02647086,0.36307976,0.048333056,0.014371405,0.017475555,0.0036603354,0.56964034,2.0916336,0.274903,0.087951645,0.0131519595,0.5763184,0.12170148,0.021132637,0.0015955186,1.2943543,0.021115275,0.018049112,0.03852102,0.27874747,0.08277655,0.74504775,0.555827,0.23969302,0.13442028,0.001998646,0.052375898,0.5338013,0.0592067,0.61179644,0.49440286,1.4103712,0.71164995,0.018793274,0.021093417,0.10461683,0.000952025,0.049586087,0.03417133,0.10975452,1.0664825,0.18515813,0.050909556,0.6618791,0.010750262,0.10842723,0.80260926,0.20538896,0.09124502,0.052132983,0.34847996,0.26119244,0.037390243,0.018154535,0.112060345
RU1145_131097928264611,0.18284854,0.18195572,0.2930061,0.0053971666,0.013170493,0.0019113065,0.004584638,6.0386415e-06,0.026790854,0.05320874,0.009586762,0.02979059,3.2147253e-07,0.0027104067,0.06484666,0.0751563,0.020685352,0.90454876,0.13922596,0.041337565,1.3683412,2.7038386,0.38161182,0.60837567,0.11546372,3.59928e-05,0.021486567,0.08754525,0.022532027,0.18300626,3.9728389,0.025106767,0.06564359,0.46099854,2.3442047,0.089866884,0.16492762,0.029215824,0.32530382,0.033761065,0.012644911,0.015532376,0.003884343,0.707402,1.8612145,0.4552626,0.087091,0.02634874,0.98122424,0.14062572,0.02253968,0.0023902212,1.5679817,0.020242536,0.029987883,0.040417887,0.3013508,0.12002382,0.7348231,0.69112027,0.20198101,0.12485898,0.009637922,0.027499134,0.5229595,0.020245785,0.6202213,0.58583766,1.857759,0.8385739,0.0035857814,0.00918084,0.08714121,1.5520069e-05,0.032490697,0.05082939,0.2398619,1.1146799,0.15354468,0.07156012,1.0543797,0.008465933,0.07907613,0.9194928,0.25697032,0.06123004,0.05193092,0.33045468,0.3314179,0.03759219,0.009281892,0.08834688
RU1145_196174305945822,0.21168073,0.041420016,0.38044882,0.01812663,0.01412531,8.636471e-05,0.014473593,4.505944e-06,0.0043871314,0.21048777,0.01384431,0.021463966,1.6823264e-05,0.0035894415,0.017918581,0.05054302,0.012753288,0.48772055,0.08839488,0.029996898,1.3614919,2.1151595,0.5462502,0.5734715,0.09380459,0.0001484523,0.0028929766,0.27871832,0.019060576,0.09423151,4.3821964,0.061326608,0.054672297,0.4681191,1.9590362,0.07203174,0.1758275,0.04891441,0.44449976,0.018718518,0.013420554,0.0041909344,0.0013453133,1.1332191,1.3358414,0.67124957,0.12205499,0.026453672,0.9334036,0.06601489,0.005392609,0.0001615008,1.2850946,0.0108806025,0.0067594987,0.0121006835,0.41995823,0.3064997,0.9493193,0.42032963,0.17601821,0.28517,0.0070993123,0.018540151,0.44777137,0.018136669,0.5280236,0.54147726,2.1122382,0.9954961,0.0027115024,0.0034937607,0.10942061,0.000100460435,0.008988455,0.036874335,0.48884732,1.2014899,0.17523482,0.048308674,1.6391019,0.003601585,0.042748787,0.53028095,0.29401782,0.045205414,0.04300821,0.3858351,0.11550689,0.0148264645,0.0105753355,0.069505002
RU1145_157140434933555,0.0820747,0.14368188,0.20299368,0.0036777235,0.02015186,0.0006215799,0.0066238814,0.00047405122,0.0153772235,0.032948658,0.013212542,0.033274535,0.00088316516,0.0042432356,0.07843086,0.101680234,0.017698277,0.6718352,0.111416616,0.049774155,1.3435224,3.005942,0.19671395,0.46980682,0.10543014,0.016221669,0.029101633,0.0956682,0.018711485,0.6515601,4.5047007,0.015692392,0.05281626,0.23659804,1.4532086,0.147096,0.13830125,0.026164986,0.28137386,0.038216054,0.027711825,0.021205258,0.0006549069,0.48535547,1.4725246,0.10797777,0.12221794,0.0016070909,0.5498572,0.16875134,0.041817453,0.0120988805,1.6995928,0.009947918,0.023771044,0.0753463,0.17699362,0.08147631,0.6129267,0.41457832,0.23791166,0.11665862,0.0012729181,0.039451163,0.27269518,0.22529149,0.7869407,0.5162701,1.9882764,0.60365224,0.06710417,0.021497164,0.12944038,0.00010896398,0.059391007,0.06502815,0.036017008,1.1168029,0.13874665,0.061854117,0.57355267,0.0029936046,0.112274125,0.75862974,0.23613161,0.09876889,0.056904364,0.38229436,0.1281869,0.022411225,0.061675347,0.102099515
