Cell,clusters
RU1229A_Frozen_164710463950109,4
RU1229A_Frozen_165378362850604,5
RU1229A_Frozen_204770951223157,5
RU1229A_Frozen_156572874925811,5
RU1229A_Frozen_157697990580957,5
RU1229A_Frozen_156031709309156,5
RU1229A_Frozen_162011062946140,5
RU1229A_Frozen_226273437338908,5
RU1229A_Frozen_239458986900830,5
RU1229A_Frozen_164779317456299,5
RU1229A_Frozen_134513520130804,5
RU1229A_Frozen_197074416417204,5
RU1229A_Frozen_135022696357173,5
RU1229A_Frozen_191072033463539,5
RU1229A_Frozen_227853850859436,5
RU1229A_Frozen_230809071410013,5
RU1229A_Frozen_196114223163172,5
RU1229A_Frozen_192868167367923,5
RU1229A_Frozen_161384131417899,5
RU1229A_Frozen_134542510906205,5
RU1229A_Frozen_134540466211756,5
RU1229A_Frozen_157053745514924,5
RU1229A_Frozen_135621992958372,5
RU1229A_Frozen_169082606774558,5
RU1229A_Frozen_200923761534893,5
RU1229A_Frozen_204763059645731,5
RU1229A_Frozen_191648484256989,4
RU1229A_Frozen_195402151181110,5
RU1229A_Frozen_192247812214196,5
RU1229A_Frozen_129981236762870,5
RU1229A_Frozen_196105452570342,5
RU1229A_Frozen_121877963684204,5
RU1229A_Frozen_130693100590958,12
RU1229A_Frozen_122487995780382,5
RU1229A_Frozen_192739540060982,5
RU1229A_Frozen_230817424329958,5
RU1229A_Frozen_204772992019243,5
RU1229A_Frozen_122497256254187,5
RU1229A_Frozen_201106048268190,1
RU1229A_Frozen_228044306016622,5
RU1229A_Frozen_231289973493147,5
RU1229A_Frozen_131148528376733,5
RU1229A_Frozen_239451651063069,5
RU1229A_Frozen_235678476159214,5
RU1229A_Frozen_129663562836398,5
RU1229A_Frozen_196019733282085,5
RU1229A_Frozen_240162180057006,5
RU1229A_Frozen_192745042831206,5
RU1229A_Frozen_157553871776540,5
RU1229A_Frozen_126777594140396,5
RU1229A_Frozen_191648484776227,12
RU1229A_Frozen_156049513270053,5
RU1229A_Frozen_191622848605613,5
RU1229A_Frozen_131223690800363,5
RU1229A_Frozen_170247735627115,18
RU1229A_Frozen_235144585112356,5
RU1229A_Frozen_161342014539622,5
RU1229A_Frozen_191140619315614,5
RU1229A_Frozen_121408857986908,5
RU1229A_Frozen_165258072345014,5
RU1229A_Frozen_192265765936412,5
RU1229A_Frozen_191648530349342,5
RU1229A_Frozen_166288895961372,5
RU1229A_Frozen_240618642791139,5
RU1229A_Frozen_160905391917924,5
RU1229A_Frozen_135546843061094,5
RU1229A_Frozen_191096715369710,5
RU1229A_Frozen_197271831885542,5
RU1229A_Frozen_231753024161718,5
RU1229A_Frozen_164759063378717,5
RU1229A_Frozen_156024146869092,5
RU1229A_Frozen_121338661594846,5
RU1229A_Frozen_230818631829803,5
RU1229A_Frozen_201104123410340,5
RU1229A_Frozen_200907374685404,5
RU1229A_Frozen_129430394652525,5
RU1229A_Frozen_129645262822710,5
RU1229A_Frozen_240162199168923,5
RU1229A_Frozen_231350000110939,5
RU1229A_Frozen_196095835233061,5
RU1229A_Frozen_157491728934773,5
RU1229A_Frozen_227915471699189,5
RU1229A_Frozen_191689555101476,5
RU1229A_Frozen_192718870297974,5
RU1229A_Frozen_227983014710110,5
RU1229A_Frozen_135005262232878,5
RU1229A_Frozen_201446674361062,5
RU1229A_Frozen_126681615547748,5
RU1229A_Frozen_236220473797019,5
RU1229A_Frozen_156049540827371,1
RU1229A_Frozen_157148400536886,5
RU1229A_Frozen_232250180037364,5
RU1229A_Frozen_134513488190707,5
RU1229A_Frozen_169560824235956,2
RU1229A_Frozen_134394602765044,5
RU1229A_Frozen_206068883605286,5
RU1229A_Frozen_161342033156518,5
RU1229A_Frozen_226952088242989,5
RU1229A_Frozen_231281502607157,5
RU1229A_Frozen_241054849882526,5
RU1229A_Frozen_192859711625061,5
RU1229A_Frozen_230670693252387,5
RU1229A_Frozen_121184459863908,5
RU1229A_Frozen_192247793826590,5
RU1229A_Frozen_121390201171182,17
RU1229A_Frozen_235600107125547,5
RU1229A_Frozen_126913544083685,5
RU1229A_Frozen_235058941806374,5
RU1229A_Frozen_204902619311395,5
RU1229A_Frozen_191648483917147,5
RU1229A_Frozen_197281514731444,5
RU1229A_Frozen_170139153545451,5
RU1229A_Frozen_201532546628381,5
RU1229A_Frozen_131095933668587,5
RU1229A_Frozen_165729311344502,5
RU1229A_Frozen_239460374406900,5
RU1229A_Frozen_230799407236907,0
RU1229A_Frozen_165395362639132,5
RU1229A_Frozen_232328281582884,5
RU1229A_Frozen_165782058327453,5
RU1229A_Frozen_192788007087470,5
RU1229A_Frozen_121254265862067,5
RU1229A_Frozen_170740583164339,5
RU1229A_Frozen_239458986157981,5
RU1229A_Frozen_165380345227549,5
RU1229A_Frozen_205441786829611,5
RU1229A_Frozen_232313234601758,5
RU1229A_Frozen_121338661596379,12
RU1229A_Frozen_196576871339763,5
RU1229A_Frozen_204290734906790,5
RU1229A_Frozen_120728776203684,5
RU1229A_Frozen_161326298184933,5
RU1229A_Frozen_164693584333597,5
RU1229A_Frozen_129660444064092,5
RU1229A_Frozen_135066496724331,5
RU1229A_Frozen_196498725160878,5
RU1229A_Frozen_191096742897572,5
RU1229A_Frozen_232303598660917,5
RU1229A_Frozen_241184489233333,5
RU1229A_Frozen_232313234836830,5
RU1229A_Frozen_227374183401718,5
RU1229A_Frozen_131095887498603,5
RU1229A_Frozen_200511195399990,5
RU1229A_Frozen_120728803236188,4
RU1229A_Frozen_120769892956910,5
RU1229A_Frozen_227982995049901,5
RU1229A_Frozen_134465316895469,5
RU1229A_Frozen_201463692115364,5
RU1229A_Frozen_169793589754715,5
RU1229A_Frozen_166428482881965,5
RU1229A_Frozen_161944758598454,5
RU1229A_Frozen_199944394099484,5
RU1229A_Frozen_169039017228644,5
RU1229A_Frozen_134530787568366,5
RU1229A_Frozen_236718690851035,5
RU1229A_Frozen_130143761677230,5
RU1229A_Frozen_192661022522596,5
RU1229A_Frozen_195536637278957,5
RU1229A_Frozen_201106029399476,5
RU1229A_Frozen_135546861968157,5
RU1229A_Frozen_191235005532972,5
RU1229A_Frozen_200015261153203,5
RU1229A_Frozen_204959688841460,5
RU1229A_Frozen_195545376439582,5
RU1229A_Frozen_197280126122918,5
RU1229A_Frozen_232252193262518,5
RU1229A_Frozen_200922541735324,5
RU1229A_Frozen_166479217150765,5
RU1229A_Frozen_131081017445598,5
RU1229A_Frozen_196524345867037,5
RU1229A_Frozen_200570473692005,5
RU1229A_Frozen_230670705220829,5
RU1229A_Frozen_200992213387565,5
RU1229A_Frozen_231357497960876,5
RU1229A_Frozen_235686931385069,5
RU1229A_Frozen_122283734977315,5
RU1229A_Frozen_156051929451876,14
RU1229A_Frozen_230809862289645,5
RU1229A_Frozen_200983507814836,5
RU1229A_Frozen_191697098757980,5
RU1229A_Frozen_166265495927517,5
RU1229A_Frozen_130615971592110,5
RU1229A_Frozen_120856566740787,5
RU1229A_Frozen_164828844276651,5
RU1229A_Frozen_130691248541085,5
RU1229A_Frozen_240152489408877,5
RU1229A_Frozen_226394635908838,5
RU1229A_Frozen_125033675438444,8
RU1229A_Frozen_161944786037979,5
RU1229A_Frozen_169245949966702,5
RU1229A_Frozen_130204862433203,5
RU1229A_Frozen_170139153976220,5
RU1229A_Frozen_197057070619563,5
RU1229A_Frozen_200502439467294,5
RU1229A_Frozen_235128478875044,5
RU1229A_Frozen_129660456655606,5
RU1229A_Frozen_169640044644662,5
RU1229A_Frozen_228067686669558,5
RU1229A_Frozen_200015260605862,5
RU1229A_Frozen_227905820356003,5
RU1229A_Frozen_169151728642293,5
RU1229A_Frozen_196707150686566,5
RU1229A_Frozen_169079819360988,5
RU1229A_Frozen_166265510349748,5
RU1229A_Frozen_130665344285918,5
RU1229A_Frozen_166425363921126,5
RU1229A_Frozen_155842596007155,5
RU1229A_Frozen_191705285773236,5
RU1229A_Frozen_200444860590430,5
RU1229A_Frozen_191636956202931,5
RU1229A_Frozen_228040727747355,5
RU1229A_Frozen_165782043711718,5
RU1229A_Frozen_201587052926837,5
RU1229A_Frozen_205984026191667,5
RU1229A_Frozen_191714010287476,5
RU1229A_Frozen_200914876086131,5
