Cell,ELF5,ZBTB18,MECOM,TEAD4,GLIS3,SIX1,EBF3,CD44,RORA,KMT2A,ETS1,NFKB1,SP110,ZBTB7A,CUX2,PRDM16,NEUROG2,SOX9,FOS,GATA6,NFATC2,TCF7L2,PROX1,STAT4,FOXP1,STAT1,RUNX2,MEIS2,GRHL2,FOSB,ARID5B,CREB1,REL,NFE2L2,PPARG,JUN,ICAM1,RARB,NFIB,REST,SIX4,ZBTB20,NCAM1,TCF4,CUX1,PLAGL1,RARG,SOX6,ZEB1,BBX,EHF,JUND,FOXO3,BCL6,BACH1,CD24,JUNB,RUNX1,PBX1,NPAS2,SMAD3,NR3C2,LMX1B,AHR,EPCAM,NR2F2,TBX15,TCF7L1,ESR1,TEAD1,SP100,RORB,TCF12,SOX5,EPAS1,BACH2,PKNOX2,HSF2,EGR1,LCOR,NFIA,STAT2,HIF1A,NFIX,THRB,ASCL1
RU1293A_191767562348387,2.6288103e-06,0.48092666,0.022951374,0.030451972,0.011867297,2.9904752,0.06880194,0.0030663712,0.7191494,0.9564932,0.10794315,0.0019607514,0.029375156,0.3286181,0.05197116,0.041578855,0.0012336554,0.010809171,3.439624,5.0225884e-05,0.00085584813,0.17145102,0.18455552,0.023544678,0.13696092,0.06778122,0.00015803851,0.29938892,0.00021741173,0.54818994,0.28963938,0.37820208,0.087727346,0.42522147,0.007296707,3.9366136,0.0035099958,0.057157308,0.9943131,0.12181666,0.24978459,0.39912108,0.0028943822,1.7058567,0.32695085,0.050218303,0.010431971,0.33958298,0.24644749,0.25155357,8.958902e-05,3.8157156,0.61841774,0.021002468,0.16639619,2.9808035,1.1060266,0.0030671738,0.6518212,8.142149e-05,0.04719207,0.0019506003,0.0021101884,0.0007404088,1.8712553,0.12585923,0.016507711,8.607597e-05,2.7053944e-05,0.44400513,0.0015268122,3.8736678e-05,0.19180405,4.9782397e-05,0.00011853453,0.10593489,6.430278e-05,0.43089983,0.9319179,0.39221114,1.1775246,0.050064135,1.5040464,0.24846976,0.00048737173,0.0022500036
RU1293A_164640683677404,4.264277e-06,0.57573694,0.02587102,0.039952148,0.012967546,3.1484544,0.08981987,0.015476459,0.61604816,1.2262437,0.11271269,0.0034593646,0.05020079,0.4592866,0.045407984,0.04975679,0.0011626898,0.04320807,3.9477453,0.00032375666,0.0006977101,0.21139346,0.23373766,0.002292892,0.17651875,0.14185998,0.00397179,0.3281061,0.0012165296,0.72000784,0.45125395,0.5653032,0.13439468,0.64766324,0.027370283,4.3599935,0.005544229,0.07288084,1.3899053,0.358028,0.4055441,0.47383627,0.0068150596,2.0321996,0.45798603,0.029522415,0.0018931117,0.48111758,0.53342575,0.41623044,0.006415179,3.6262197,0.957501,0.04799033,0.28592998,3.1405482,1.8197355,0.006769704,0.74264294,9.527623e-05,0.06930619,0.0030374501,0.006525689,0.006067527,2.241923,0.23265886,0.021621836,0.0009798843,0.00072674715,0.48664796,0.003730672,0.0016528916,0.21573146,0.0016347939,0.000523772,0.22807063,0.00016806295,0.6873154,1.5573423,0.5792021,1.4227802,0.058542136,1.9050978,0.32695162,0.012467967,0.007941953
RU1293A_228058935544558,6.4128153e-06,0.48032096,0.012637625,0.03241716,0.007969491,2.4909532,0.049884222,0.0067278766,0.5030578,1.0709676,0.08328144,0.0052934475,0.060856394,0.4514332,0.030923896,0.05568583,0.004214605,0.016766373,3.3044589,0.00014856734,0.0010297404,0.11414607,0.13335206,0.0017277915,0.13571736,0.095112644,0.0009554081,0.2767639,0.002227827,0.77696604,0.24490353,0.3754369,0.14740753,0.51543987,0.023106547,3.896482,0.005444869,0.034040514,1.0610676,0.20856076,0.23980764,0.4542269,0.0072271605,1.4829686,0.37342724,0.021536184,0.0021294125,0.3405563,0.2892371,0.32066485,0.0016077125,3.3563373,0.7802581,0.04802423,0.2265322,2.6293,1.9143873,0.022902386,0.57286084,4.2211068e-05,0.035881218,0.0046040327,0.007009653,0.0035555966,1.9176402,0.11930287,0.017272145,0.0008036158,0.00053206075,0.3600563,0.003884171,0.00077657274,0.21347977,0.0006547001,0.0015194886,0.12663494,8.945701e-05,0.5844243,1.3320259,0.5327411,1.1940124,0.07090728,1.2965385,0.29357216,0.0029962515,0.024298938
RU1293A_156572856249070,0.000100632315,0.61909723,0.019176222,0.02406049,0.016675856,3.0707982,0.08126295,0.01151241,0.5159177,1.2853321,0.13476424,0.0055345083,0.038298134,0.51129246,0.026290383,0.055971313,0.003023703,0.054523904,3.368089,0.0010717965,0.0011040027,0.19113375,0.2609361,0.0019250037,0.15869898,0.11303465,0.0016812223,0.28118798,0.002709644,0.5437425,0.41348767,0.49822804,0.12864266,0.5976995,0.022401508,4.132946,0.0059670997,0.0788709,1.3387069,0.3717852,0.4977281,0.461838,0.00995609,1.7555064,0.43582544,0.02045323,0.0010634451,0.43382466,0.6523382,0.3604614,0.004824136,3.3217492,0.97568876,0.044409208,0.29613256,2.796328,1.4735675,0.009124903,0.7005959,0.00027851659,0.08602997,0.002246829,0.0033886805,0.005029893,1.855189,0.20856883,0.021078493,0.0010866094,0.0007976461,0.47036055,0.0033405134,0.0017358426,0.21450844,0.0013684442,0.0029698533,0.2801134,8.880261e-05,0.6938354,1.2837545,0.60495377,1.2964468,0.047046345,1.764175,0.32819834,0.025062263,0.037639834
RU1293A_161943443650853,0.0,0.37084022,0.024214322,0.034670424,0.0052800793,2.8220546,0.042919934,0.0022062375,0.37989175,0.72412604,0.08743722,0.00049559295,0.034460567,0.3473581,0.0632301,0.03777899,0.00017002768,0.008431853,3.4658875,1.1714337e-07,0.00016436793,0.11389005,0.21109806,0.0048292764,0.103100814,0.12291125,3.7288437e-06,0.31817013,0.00015072389,0.9718463,0.23652332,0.46875265,0.09505459,0.46571124,0.008171057,3.7706869,0.006834704,0.03586688,1.1032652,0.12955679,0.1843828,0.39011657,0.0023506759,1.9256687,0.46100482,0.03236039,0.0024449439,0.41319406,0.20677078,0.29736167,1.9648735e-06,3.6612809,0.5018,0.03809205,0.1745201,3.0841315,2.132805,0.0023790654,0.67348796,2.386833e-05,0.031469338,0.0018521601,0.0062237554,0.003657611,2.3466337,0.14210328,0.021546656,0.00077073986,9.468973e-05,0.38892052,0.005253928,4.7896505e-05,0.150859,6.129639e-05,0.00021723191,0.0793589,0.00017626147,0.39950195,1.574247,0.37986115,1.5935218,0.07585665,1.3860526,0.3320346,0.00017694673,0.00037921272
RU1293A_231289985915252,0.0,0.34715697,0.03145381,0.038917635,0.004562399,2.8552501,0.04873357,0.0019005357,0.33153778,0.81187236,0.10642606,0.00047030658,0.038310003,0.30741414,0.0809053,0.038033586,3.0564934e-05,0.010027227,3.8637512,5.150161e-07,1.5134554e-05,0.15471917,0.26499653,0.0042062933,0.12804624,0.14507593,1.4036171e-05,0.3376256,0.00055640884,1.1284819,0.31072238,0.5481908,0.08318139,0.48436454,0.006055371,3.9198663,0.0064228554,0.041867226,1.342881,0.17294373,0.21883555,0.42318335,0.0029657695,2.2188575,0.509677,0.040265776,0.005039881,0.52469736,0.20734999,0.37332493,2.6289474e-05,3.6868408,0.45995963,0.046869315,0.2035894,3.1602402,2.4878585,0.0061266082,0.7519155,0.00026109495,0.03908937,0.0004717202,0.006666419,0.0034227946,2.5643175,0.1887153,0.02206819,0.0016342405,0.0017605757,0.41661176,0.0039604236,1.5497935e-05,0.16755626,0.00014563445,0.0005170142,0.122458406,0.00010431752,0.41497228,1.9873805,0.39424998,1.9222288,0.05335416,1.6924764,0.38880172,0.0005079804,0.0003567635
RU1293A_165329207713006,2.8885748e-07,0.5152441,0.036186263,0.04381254,0.008120091,2.8363762,0.048416972,0.0034632692,0.40641826,0.9649591,0.11002212,0.00075492077,0.03583552,0.37794927,0.082068756,0.052648343,0.00027415698,0.01445351,3.7602313,8.02505e-06,0.00029139846,0.18867223,0.2968691,0.009472468,0.15303323,0.13530456,6.8025133e-06,0.35354358,0.0006093612,1.2409265,0.29228458,0.5423383,0.1378493,0.45416084,0.017156165,3.97043,0.004238426,0.057607602,1.4235855,0.13807112,0.23081851,0.50247777,0.0026783291,2.313031,0.588772,0.066404544,0.005652937,0.52386403,0.24426225,0.33831725,3.7389105e-05,3.7724953,0.6507816,0.034790408,0.2151024,3.0589035,2.0653484,0.005560033,0.83462006,6.92903e-05,0.028717807,0.0037526682,0.010892225,0.003038818,2.1533504,0.18156016,0.027184607,0.00060823804,0.001121916,0.5011855,0.0029911615,2.5030036e-05,0.21477732,0.00012849433,0.0009847346,0.14405759,0.00010411698,0.40664497,2.0285597,0.4668114,1.9852604,0.049278524,1.6077498,0.47791928,0.00035106158,0.0012330833
RU1293A_170139154298724,3.540172e-06,0.49103078,0.008375561,0.036482085,0.0047092563,2.4559767,0.03660899,0.0023324396,0.46863544,1.021699,0.082396194,0.0016249914,0.081932165,0.4397878,0.03381416,0.046870377,0.0007850889,0.011663508,3.4938393,1.9405468e-05,0.0002012207,0.10422849,0.097292624,0.001569576,0.12335776,0.093765,0.00018301142,0.27531394,0.0005231769,0.9218972,0.24754195,0.38586217,0.15991886,0.5657921,0.018414663,4.1655655,0.0051186387,0.027323546,1.0475345,0.19017445,0.21385264,0.4541922,0.0014082176,1.4681228,0.34972933,0.022583913,0.00055231625,0.37069544,0.25336668,0.35498223,0.00035657716,3.6846502,0.81529534,0.04340305,0.20490386,2.7975776,2.2836714,0.016277518,0.60120285,5.343877e-06,0.027042463,0.009517509,0.0032801344,0.0018743365,2.1754553,0.09290758,0.023419889,0.00040760575,0.00060111907,0.3755078,0.0019974469,0.00024594148,0.19134663,0.00021723067,0.0008340963,0.11618961,1.9027633e-05,0.57143444,1.4826736,0.5449568,1.2590224,0.086551756,1.275003,0.28968763,0.0010722971,0.0052592154
RU1293A_169175095560605,0.0,0.21302834,0.059883192,0.19557521,0.0027197688,2.255675,0.057626516,0.0059237103,0.41665456,1.1975039,0.12321822,0.0016588449,0.04155212,0.4601745,0.08062503,0.055365887,1.6471373e-06,0.008695797,3.7956994,5.3397516e-06,9.2818146e-07,0.16791022,0.08083973,0.0003590929,0.16496247,0.17892571,0.0,0.54738283,0.0020314981,1.0834299,0.3048401,0.49430847,0.31470138,0.64983195,0.0062720487,3.8090382,0.00019344114,0.055522233,1.6510581,0.13310967,0.121972136,0.3463729,0.00782342,1.8889668,0.50707555,0.10677198,0.003660225,0.46179762,0.20293489,0.20448118,3.034807e-05,3.454172,0.52433217,0.024242936,0.23578963,2.642444,2.6898763,0.011184698,0.691168,4.8539295e-10,0.05332726,0.0036016686,0.008795912,0.0022484767,2.8766475,0.21655375,0.014520632,1.01755695e-05,2.182473e-05,0.4020478,0.008032024,4.953684e-05,0.23053932,0.004520857,0.0002992148,0.13009411,4.037511e-09,0.6438696,1.5924445,0.41891494,1.6108073,0.047224138,2.0714471,0.37303907,0.0013166692,0.00017494691
RU1293A_204222269450469,4.4939362e-08,0.30286133,0.04397727,0.13382997,0.0021681618,2.4986546,0.057248984,0.004348707,0.391701,1.1180693,0.118629456,0.0008506031,0.04229274,0.41149724,0.0829651,0.044512648,1.1066075e-05,0.0072206655,3.7078538,1.3581346e-06,3.8285993e-06,0.16062176,0.17955878,0.0012311854,0.16858536,0.16768779,1.4190707e-08,0.4626923,0.0014955659,1.2084466,0.3508418,0.50162023,0.2730278,0.5687343,0.010670724,3.8079371,0.0007316758,0.054146223,1.6368756,0.12105977,0.15870762,0.47191343,0.008078823,2.1013556,0.57666624,0.09584648,0.003057701,0.48431855,0.24742228,0.24362966,6.4854094e-06,3.5866096,0.5652236,0.022731889,0.25954825,2.847734,2.6197135,0.008896954,0.7756982,9.0693084e-07,0.031394545,0.0021931771,0.022188589,0.0019980387,2.6137786,0.24702722,0.014970362,8.9868816e-05,0.0009010651,0.45079643,0.002850207,0.00018087616,0.225075,0.0049730493,0.0003955332,0.15898639,1.237858e-05,0.5921453,1.7039547,0.4615717,1.8103073,0.07415205,1.8608974,0.4265629,0.0013573235,0.00017257861
