Cell,NFIX,TCF7L2,HIF1A,STAT4,ICAM1,ELF5,PKNOX2,ESR1,GRHL2,ZEB1,TRPS1,LMX1B,PRDM16,EPAS1,SP100,NR2F2,AHR,EGR1,NR6A1,TCF7L1,JUND,EPCAM,HSF2,TCF12,RORA,NR3C2,PPARG,ARID5B,RUNX1,FOSB,ASCL1,NFIA,SOX6,CREB1,TFDP1,STAT2,REL,SIX1,PROX1,TBX15,GATA6,SP110,RUNX2,PBX1,JUNB,NFIB,BACH1,EBF3,MEIS2,HES1,BCL6,REST,FOS,SOX9,ETS1,GLIS3,LCOR,TCF4,RBPJ,NFYC,ZBTB7A,ZBTB20,BACH2,RARG,NFE2L2,EHF,FOXP1,BBX,JUN,KMT2A,THRB,NPAS2,ZBTB18,CUX2,SMAD3,SOX5,MECOM,NCAM1,FOXO3,RARB,SOX11,SIX4,PLAGL1,STAT1,TEAD1,RORB,NFATC2,CUX1,TEAD4,NFKB1,CD44,RORA_RORB
RU1108a_RPMI_164761076713396,0.10546296,0.0100144725,0.56304616,0.00013647896,0.2513064,0.0,0.0,0.0011647606,0.000353532,0.13656063,0.0035818124,0.107482955,5.4238964e-05,0.26490456,0.094586276,0.17110756,0.03765864,2.1434238,0.113489404,0.0034970175,1.1587213,3.0959818,0.28591263,0.39613372,0.1822321,1.3804389e-05,0.00095999066,0.0043844245,0.10591445,1.2220137,3.3099763,0.6530345,0.008500714,0.27899995,0.6498317,0.05147311,0.15152077,0.13660653,0.69437355,0.07557092,0.0,0.047408156,0.025818389,0.49320105,3.6802986,0.18667294,0.08498566,0.0067301285,1.586341,0.8906725,0.041264724,0.00019292458,4.221774,0.039362665,0.06911527,0.01146284,0.24531111,0.0037628869,0.62819475,0.38221887,0.3393193,0.21148637,0.0007553131,0.0340714,0.50354767,0.006840812,0.6418694,0.33058336,2.3122559,0.21474855,0.00014825749,0.0052021295,0.005413745,3.2925666e-07,0.029579198,0.0759247,0.0015013232,0.22085255,0.43664426,1.7694249e-05,0.0,0.013388541,1.4737908e-05,0.3419359,0.19879256,0.026698316,0.055813335,0.14811765,0.042328395,0.11927408,0.005660782,0.104465208
RU1108a_Bambanker_232318649977766,0.119159184,0.016117606,0.45423853,0.00082945253,0.22830029,0.0,0.0,0.0016027136,8.37695e-07,0.17103647,0.0019861667,0.09963626,0.0010696992,0.34823716,0.07104385,0.20448612,0.039680667,2.8117752,0.12306263,0.0015933824,1.4057145,2.8550942,0.28278735,0.3229365,0.25812852,0.0010145344,0.00093012507,0.00063119794,0.11076797,1.6795256,3.1772602,0.5552916,0.00603559,0.2858684,0.58388543,0.04092697,0.18212375,0.096717395,0.8392271,0.07190618,0.0,0.052166387,0.017835302,0.42087284,4.4041195,0.16931452,0.14260831,0.003678735,1.5839951,0.8801988,0.042027358,0.00016271985,4.6691985,0.031905092,0.07279189,0.010595509,0.34328032,0.0024360802,0.79085803,0.36176363,0.3667586,0.22882186,0.0014906991,0.03149442,0.5568766,0.004870048,0.7732881,0.31233305,2.81938,0.24499743,1.8704863e-05,0.0043185833,0.00778647,7.397668e-05,0.019564787,0.07868236,0.0014468824,0.2115102,0.60286397,0.00056890317,3.5158157e-10,0.008304378,0.00016688304,0.23009041,0.17997456,0.025110833,0.042545956,0.11431958,0.0147186825,0.12367858,0.0024677082,0.14161967649999999
RU1108a_Bambanker_Frozen_227364270627237,0.11075936,0.017956844,0.47901517,0.00061916525,0.27993658,0.0,5.407931e-09,0.0016632188,2.5384766e-06,0.17264636,0.0029211345,0.09091367,0.0013287601,0.32806325,0.10748838,0.1782804,0.046412382,2.2666175,0.13263547,0.0015738433,1.2457536,2.8467352,0.28731883,0.3288753,0.22164616,0.0011069812,0.0008559448,0.0034083964,0.1246347,1.3190953,3.141871,0.5622865,0.0032023452,0.25698966,0.49454877,0.046772093,0.16988908,0.10933289,0.77763534,0.103035904,2.3797577e-08,0.051957026,0.020737812,0.46141434,3.8319223,0.16272211,0.14521986,0.0033579066,1.6957548,0.79183537,0.056582525,0.0014012163,4.2270145,0.038751278,0.0808958,0.009422923,0.35078913,0.0033650598,0.7096246,0.34959888,0.34273612,0.26675314,0.0024508254,0.022993408,0.5099036,0.011149634,0.82241833,0.34106687,2.5573838,0.23144472,3.869361e-05,0.0030899185,0.0092232395,0.00023047788,0.034383703,0.07149182,0.0008839644,0.2570505,0.5978877,0.0002696197,3.2939377e-07,0.011893257,0.00028249566,0.2706288,0.17775439,0.03211721,0.047333416,0.11550104,0.018461198,0.12635465,0.005433252,0.126881685
RU1108a_RPMI_129457506380510,0.1385067,0.02055267,0.4611532,0.00050617324,0.19073388,0.0,0.0,0.0011029755,4.3462563e-08,0.18164004,0.002215173,0.072594136,0.00093850016,0.2915342,0.09989549,0.17598596,0.02540742,1.9166541,0.13529608,0.0032959364,1.2042365,2.4900398,0.29056504,0.26773748,0.25931096,0.0032032689,0.0001582318,0.00031806304,0.11040144,1.2229182,3.3450642,0.5831639,0.0013440601,0.2762942,0.4672557,0.0454076,0.14562534,0.0742292,0.89968044,0.10598698,1.3449235e-09,0.048090402,0.007271726,0.49035466,3.6205971,0.13821721,0.10998952,0.0021294456,1.8320657,0.6627031,0.060100816,0.0014650134,4.0032783,0.023608346,0.06426699,0.0060697836,0.35316744,0.002002817,0.7179695,0.31512794,0.3338252,0.24195048,0.0024214187,0.025014129,0.5316263,0.018269185,0.8616302,0.30407846,2.3276312,0.2483265,2.064923e-07,0.0022355411,0.008785771,4.070821e-05,0.032471694,0.08476682,0.0016130703,0.32171595,0.630913,7.921482e-06,1.9252856e-07,0.005115954,0.00067495723,0.20751613,0.17719059,0.020263009,0.06343545,0.091798164,0.012134474,0.08998729,0.0019420875,0.1397869845
RU1108a_RPMI_204762093402485,0.08100977,0.011914313,0.52661717,0.00116082,0.23784408,0.0,0.0,0.0010642887,2.6656293e-05,0.13147381,0.0044177836,0.08279089,0.00041800758,0.24741445,0.0841799,0.13247262,0.030374344,1.9438595,0.088629134,0.0030929116,1.0507115,3.202247,0.27037862,0.341516,0.16861048,1.2970212e-05,0.0009220227,0.0030878314,0.110447936,0.87211674,3.220309,0.50945514,0.0032007569,0.26947007,0.48414728,0.04620978,0.10352549,0.12707582,0.58702767,0.062819004,0.0,0.03441133,0.023825094,0.3938665,3.3755229,0.14417335,0.08945042,0.0030171745,1.3754816,0.7271191,0.025804646,8.927661e-05,3.9250584,0.05517136,0.0625004,0.0084818555,0.21306686,0.0010545525,0.629906,0.38739896,0.26915982,0.20413052,0.0013155749,0.027368736,0.42054656,0.0043133334,0.5543824,0.32585862,2.381813,0.18645008,7.361218e-05,0.0031629996,0.01037078,0.00035305912,0.029369446,0.09012854,0.0023654278,0.17738917,0.37928137,1.114658e-05,0.0,0.015094264,1.7881626e-05,0.26730183,0.14518647,0.03043151,0.048673738,0.13417882,0.03013649,0.113770105,0.0033822858,0.099520995
RU1108a_RPMI_230652451450077,0.11030879,0.016736904,0.5300179,0.0005361752,0.2815432,0.0,0.0,0.004201304,8.344025e-05,0.15209831,0.001421036,0.09759772,0.00023449518,0.27636415,0.13729668,0.18524618,0.03630777,2.422614,0.12504551,0.004790199,1.238457,3.093645,0.31091824,0.39124086,0.19885163,0.0001383229,0.001477615,0.0028339294,0.11572663,1.4225873,3.5065126,0.6303738,0.0069529056,0.28352717,0.60378605,0.051365506,0.17042017,0.15456381,0.79159695,0.08706172,0.0,0.07425444,0.023480516,0.4772595,3.887872,0.19915412,0.10388031,0.005246772,1.6296233,0.9078022,0.043087333,0.00064257137,4.547741,0.04356001,0.0636788,0.0116404705,0.29044092,0.00274343,0.72127527,0.39399,0.36599448,0.21964829,0.0014116673,0.026751632,0.5230933,0.007317238,0.71025026,0.34734157,2.6994731,0.2145017,0.00012324456,0.0061101476,0.006767797,4.4102755e-05,0.028905798,0.07520576,0.002074508,0.25493836,0.5052967,0.0005335115,6.194259e-10,0.015388525,3.5239722e-05,0.4141978,0.19922987,0.028639527,0.06333189,0.13309105,0.03231561,0.13006231,0.0027074981,0.1137455785
RU1108a_Bambanker_Frozen_205449168076213,0.21524905,0.005534303,0.6134065,3.442916e-09,0.22900705,0.0,0.0,9.704308e-07,0.00012027519,0.16999306,0.0010489024,0.054650906,4.5912728e-08,0.2191203,0.10123497,0.07658003,0.03839526,1.7286289,0.25027823,9.7710144e-05,1.0906178,3.089688,0.38019904,0.2703499,0.1750074,0.0,3.2711375e-07,0.0083329715,0.19656618,0.81008095,2.2434733,0.6271271,0.00085905736,0.29186037,1.0343795,0.04259829,0.09422925,0.16436836,0.4350669,0.1251749,0.00038585096,0.026471337,0.01261488,0.57224053,2.626025,0.25533545,0.16126338,0.00095378474,1.0739441,0.62445414,0.03855704,2.4328892e-06,3.4828436,0.062228013,0.10761159,0.0021274956,0.34014294,0.0033903103,0.5617558,0.5509762,0.17329648,0.16945018,0.011724938,0.0011216741,0.56868464,0.003974701,0.7903296,0.32882237,2.1708148,0.23467015,6.5161174e-08,0.0046166326,0.006347769,0.0,0.16665395,0.07456084,0.0056867367,0.6685242,0.4198475,0.0009995651,2.92049e-05,0.028876254,0.0,0.716415,0.30058149,0.09787522,0.04100983,0.17241195,0.15476935,0.09066629,0.010711253,0.13644131
RU1108a_Bambanker_227510387325868,0.16943735,0.0036103146,0.6083862,7.202222e-09,0.24099256,0.0,0.0,1.0074776e-05,0.00035550605,0.18435508,0.0025979744,0.04870243,4.1429004e-07,0.24660663,0.09749557,0.10594391,0.03818773,2.3620758,0.2073071,0.0006576797,1.2978089,3.1180367,0.35782483,0.24550696,0.18756714,0.0,3.2940693e-06,0.0048090136,0.17339943,1.165933,2.3170023,0.65690327,0.0032752603,0.28624672,1.2538859,0.03608325,0.113832146,0.18766391,0.44278327,0.11387535,0.00063839054,0.036435053,0.017388338,0.5146514,3.2625217,0.3255873,0.16213714,0.0011481025,1.092156,0.76059616,0.03883197,5.6227896e-07,4.224583,0.06512028,0.12905674,0.003723321,0.36557347,0.0016938015,0.6453069,0.57346946,0.20166633,0.16620213,0.011925358,0.0014993733,0.6181594,0.003727723,0.8170033,0.28112888,2.6795197,0.24647169,1.3561668e-06,0.0082050515,0.01124607,0.0,0.10388623,0.06835912,0.005326095,0.6474821,0.4632865,0.00015148737,8.2908446e-07,0.044657122,1.4141139e-06,0.6960809,0.23843338,0.0598509,0.027493754,0.17246157,0.21729122,0.11134486,0.009598603,0.12370902
RU1108a_Bambanker_Frozen_236082095344436,0.15078834,0.016823191,0.49910846,0.0020766289,0.24769115,0.0,0.0,0.003681963,1.7524562e-06,0.19970928,0.004179564,0.102244705,0.0006200376,0.40591756,0.094506465,0.23694472,0.050313607,2.7595434,0.14293365,0.0010063488,1.5971525,2.4896533,0.24393415,0.3403995,0.24505816,0.0008094018,0.0028519984,0.0032336977,0.1270762,1.6325426,3.1800537,0.63766396,0.006600978,0.3131564,0.59473497,0.057145733,0.20846453,0.09972724,0.93588257,0.08408727,0.0,0.056712408,0.027249428,0.46140265,4.2540627,0.1769229,0.16705,0.0027045081,1.73786,0.86280715,0.056602996,0.00012285987,4.4024277,0.05041099,0.09440604,0.009158376,0.3773221,0.001416487,0.7733462,0.3517814,0.400365,0.29052326,0.0022689311,0.029147817,0.5449015,0.0064509274,0.8468343,0.34638616,2.654949,0.31348535,6.9792666e-05,0.0066326726,0.009125582,1.1683006e-05,0.034630306,0.07274729,0.00030351355,0.26076996,0.6487569,0.0004376347,0.0,0.017217673,0.0010509102,0.30620742,0.21571845,0.02839158,0.058777656,0.14147371,0.021418437,0.12579894,0.0070374464,0.13672487
RU1108a_Bambanker_164769532397932,0.30862737,0.0041157743,0.6019673,5.7713333e-07,0.40568635,0.0,0.0,1.1728892e-05,1.2956175e-05,0.18928456,0.004903436,0.1307073,7.4278373e-06,0.21801764,0.14469206,0.1254933,0.048835494,2.6630409,0.28028515,1.2101949e-05,1.2411559,2.8469408,0.31724718,0.21789916,0.15567766,5.690698e-08,1.1601717e-07,0.0022022447,0.18737715,1.3441254,1.9748732,0.771264,0.0046890196,0.24659081,0.5747406,0.04991372,0.111785665,0.19539976,0.5394114,0.110385165,0.00046432606,0.028192129,0.013413972,0.6139985,3.8104093,0.16305667,0.17187527,0.0003431486,0.9531305,0.80936056,0.070506416,0.0,4.4313316,0.12188719,0.099502616,0.009721072,0.28872573,0.0034732241,0.48137796,0.48397177,0.2364778,0.2429855,0.014846167,0.007859524,0.48646614,0.0070894547,0.86309165,0.33055234,2.9310884,0.19710372,9.622515e-06,0.010472256,0.008306174,0.0,0.39460245,0.053351566,0.00074879616,0.5554952,0.41357914,0.0034702113,5.7322668e-05,0.025545489,5.2195823e-08,0.7091463,0.4110895,0.13545136,0.07649246,0.14673053,0.07377366,0.10720149,0.009349556,0.14556450999999998
