"","PC_1","PC_2","PC_3","PC_4","PC_5","PC_6","PC_7","PC_8","PC_9","PC_10","PC_11","PC_12","PC_13","PC_14","PC_15","PC_16","PC_17","PC_18","PC_19","PC_20","PC_21","PC_22","PC_23","PC_24","PC_25","PC_26","PC_27","PC_28","PC_29","PC_30","PC_31","PC_32","PC_33","PC_34","PC_35","PC_36","PC_37","PC_38","PC_39","PC_40","PC_41","PC_42","PC_43","PC_44","PC_45","PC_46","PC_47","PC_48","PC_49","PC_50"
"Lyz2",0.0119844253462481,-0.015699137952212,0.00866207236497613,-0.0084926691035089,0.115481384176423,-0.0116791256196387,0.141339649737329,0.0169189407609788,0.00244484057078602,0.0247273715315821,-0.000935634760749642,-0.0257967097576689,0.0270934960234805,0.0131325287813624,0.0286077021823642,-0.018094349723164,0.0205115482755372,0.0344811194837266,-0.00394599875805009,-0.00578798174864203,0.0127858322702728,0.00545056483078929,0.0227386973227261,0.074779093829807,-0.0242696092238543,-0.0186127341227359,0.0904654447431237,-0.0146951367261997,0.0168481932889101,0.0277923943087221,0.00776720578474821,0.0788611004957911,0.0439280252627219,0.0349851940320702,-0.0291919966051799,0.00821055810399523,-0.0154616824967136,0.0310884361283112,-0.00843547534223058,0.0604812724349799,0.0401414003668438,-0.0267591548860018,-0.0112478271222749,-0.0414126647202135,0.02495626683295,-0.00513224538827995,0.014667739679205,-0.00528472430760859,0.0303352309076757,0.0291419419348353
"Pdgfrb",0.00114122227888179,-0.00304411638067853,0.00451406192282684,0.00408618369537654,0.0372873931422739,-0.00961299713013135,-0.0337845250839911,0.00686377317860392,-0.00639007532506028,0.0115667341788469,0.0035414999731374,0.0136137412990155,-0.0466275317782835,0.0255558803975387,0.0899612681398908,0.0362976678703304,-0.0325887075454877,0.00479227593160404,0.0221444935021211,-0.018293301611768,0.0168851369520174,-0.0154968750991445,-0.0133749557532342,0.00204084802344125,0.00423513454682509,-0.00122029434911386,-0.00822085703892351,0.00994153496719582,-0.00103411515101725,-0.0103836904189201,-0.00254847151136018,-0.0104170061528583,-0.00302118478814008,-0.0237037370875181,0.000377746146998155,0.0148743183036525,-0.00750324159242671,0.00524861125735101,-0.00145021085795535,0.00664879943235514,-0.00545782710239974,0.00118373584477956,-0.00218189297155811,0.00606464658901181,-0.00226502113855721,-0.00754286941330253,0.00302372093192917,0.00786724096184936,0.00636446699236131,-0.00645311932035921
"Csmd1",-0.00589813451027978,0.00307016495644762,-0.0080405036505903,0.00793938812344894,0.0356140697014794,-0.0126835146648117,-0.0291758100762546,0.00339665241973446,-0.0567943218797083,0.0168845610151695,-0.000593933662245318,0.0194821002073344,-0.059797076777411,0.0810522306916834,0.132311746275824,0.0163352154541694,-0.0234837484141881,-0.00979683798988095,0.0222464206931747,-0.0394881543478582,0.00374092015062928,-0.0179168311111541,-0.0145113758599627,0.00790412529649305,0.0144961518019702,-0.034269661404722,-0.022153986507668,0.0162703759969609,0.000588096174932455,-0.0416513240542505,-0.0145147253850625,0.000126219554977609,-0.0194575618061307,-0.0351206560098925,0.00644273786090022,0.0320075317216122,-0.0179469424938456,-0.003644392242475,0.0102233379442893,0.0177880781665908,-0.00448095428171194,-0.017181166167165,0.00054009998051068,-0.020977063709528,-0.0165038485774419,-0.0292066961751984,0.0343279457848171,-0.00180863600198525,-0.00398760999757892,-0.0147774163570101
"Agbl1",-0.0232621676523871,0.0314638509557035,-0.0138147825198555,-0.0469238186238865,0.020391745460599,0.0520585915241842,-0.00549613731949403,-0.0408233509211374,0.0577162623440664,0.0132381368196377,-0.0395909141367131,0.0219670599223105,0.0412311785748673,0.0673004575797561,-0.00794888385876186,0.0124345660567439,-0.0740472041069052,-0.036443001675756,-0.0398813700942962,0.0137327244609282,-0.0547866932418965,-0.0232723279933028,0.0205981608981667,0.0232561835860172,-0.066208985254049,0.0271236466149775,-0.0175697598222602,0.0515162540941846,-0.0110485585203457,-0.0219276591385315,0.0177934241466267,-0.00658139598953102,-0.00818801272287475,0.0241290228008197,-0.0274720871570845,0.0144520471033889,-0.00170919992501508,-0.0245670386760582,0.0206232693469905,0.0186343659426166,-0.0514120274241129,0.0284052159643338,-0.000202975114958856,-0.00530033877515036,-0.0048386635966278,-0.00687494152306356,0.0113471264350357,0.00978368977824207,0.0216560384617818,-0.0274151295723477
"Hsp90ab1",0.00410963289228795,0.0567366998283793,0.131696308835738,0.0252522741552128,-0.0676047141354067,-0.108930423713338,0.0297024716440538,0.0459421952996851,0.0249930673757601,-0.0110502054515415,-0.0150311078406763,0.0317831756162581,0.0705177838910206,0.041860937366309,0.00844222196340755,0.0552870972053479,-0.0805815385950657,-0.0319863801337295,-0.0176894199013135,0.0302178599885393,0.0279527778080846,0.0651495523435768,0.0478356353779173,0.00390202939450373,0.0584503689032221,0.00417751496417366,0.00336931009725935,-0.0115637630838177,0.0389105364170188,-0.00871136055445317,-0.0183645200034033,-0.0126276830679184,-0.00598429067415999,-0.0169875242171576,-0.00979569351296215,0.0108350456682838,-0.00815067702150569,0.00345843796501425,0.0208630535563276,0.0220940630331157,0.00731558534533697,0.00889541859322383,0.0204992483742476,-0.0217983315525348,0.0266656963066615,0.00691444221535452,0.0129753461412319,0.0111144385572873,-0.00915240658170783,-0.00203896134028773
"Igkc",0.000437831835096174,-0.00134160150889619,0.0020214961758925,0.000645087486628874,0.00451928358640252,-0.00152049191725272,-0.00248103586258939,0.000409817144121933,-0.00429837441604614,0.00135074160549514,-0.00358127050815412,0.000544368311718817,0.00174649339648522,-0.00384792025531576,-0.000554742947488353,-0.00706406442714178,0.00356405741050924,-0.00162416975345194,0.000744887877682823,0.00307627154792313,-0.00293777726641919,0.0105267056799241,0.000904554657991931,-0.00142485682990424,-0.00408747014864163,-0.00837207102243682,0.00143308522600373,0.000510867796353279,0.0049231509687472,0.0103225773511369,0.000475913650258198,0.00240815736377336,0.00691354192107609,0.00804171528816341,0.00791375956005407,0.00225077641995953,-0.00546592748303545,0.000263895840588801,-0.00436613237079606,0.00516457927745782,-0.00286991242072359,0.00134613134029955,0.00110924051499436,-0.00479830678320737,-0.000876654133332496,0.00409567254283964,0.000940753738073123,0.000271760770151702,0.00265637010913361,0.00611534523101138
"Mecom",0.129859905802168,0.0300826390437705,-0.0744363765486725,-0.00361677019023275,-0.00503533684177805,0.0143323851177955,0.0203794410892601,0.0092062334291123,-0.00980554672306053,-0.0414342409455894,0.0216379329772716,0.0287207088493825,0.00737355841152526,0.000487623232610481,-0.00360738605237866,0.0164710998081319,0.000625260654309856,-0.0340293527033511,-0.0124561373645174,0.000309567736278938,-0.00291152351397371,-0.00152570103706065,-0.0126035759898874,-0.0169333677983488,-0.00125798113805437,-0.00319650432136263,0.00684759062953837,-0.00483006237854502,-0.00161308360635575,-0.00374944793368411,-0.00032396146883659,-0.00349596808679041,-0.00549177585764046,-0.00965120923977798,-0.0180743427600197,-0.0109836136610173,0.0061537584948016,0.0096725486589837,0.000870531679985616,-0.00276387012323602,0.00602835471881965,0.00658293622029979,-0.00718710918899831,-0.000421745426981614,0.00472647361039032,0.000583792191834629,0.0039824954243563,-0.00057637288821802,-0.008330723178003,0.00190847527186937
"Hc",0.0232430069637055,-0.00815409496632549,-0.00595511124856778,-0.0158512896768989,0.128443581801384,-0.00769898298154292,0.184098415216988,0.0448631474354417,0.00467640637009373,0.029881290693798,-0.00183792485905452,0.0296448542825123,0.024335019891315,0.00132605164336664,-0.00517548605685017,-0.011978558749756,0.0136089135547735,0.0404618786592679,-0.00644931066178952,-0.0112495358197129,0.00486358027887607,-0.00810832805280772,0.00855881970940562,0.04947777320307,0.0107949516912459,0.00167741552431259,0.00381760187642595,-0.000754391526562561,-0.00198316239934001,-0.0106532574023756,0.00509827722817851,0.00563504973894614,-0.00798792754284687,-0.00375546278124262,-0.00421815932591257,0.000225025486861132,-0.028298043743108,-0.00754043919257861,-0.00407899550300407,-0.00405933200122003,-0.00119807826299755,-0.00897329037311128,0.0106435667713579,-0.00053466497138944,0.0109161448435516,0.00316962299980589,0.00726613104208481,0.00150793579687808,0.0196059081087509,0.0128681222691916
"Muc5b",0.0226240644390262,0.0026262253263071,-0.00772859496481959,0.00615303757680905,-0.00370384087403568,-0.00710785631791227,0.0021488753203657,-0.0219717673748946,0.0019198287768808,-0.0290203406385297,-0.00158619831518202,-0.00431607761748321,0.0580917707075955,0.0297220255905913,-0.000806211779921995,-0.0245684947651253,-0.0543082657924595,0.0800672962918165,0.0606968948509026,-0.00240446886715121,-0.0246257066938998,0.00891022419845127,-0.0706285375789435,-0.0317514260719512,-0.0128708684322778,-0.00332700987611557,-0.0202952961146401,-0.0129370711235592,-0.00716742496108273,-0.00867161445646755,0.0134059830513082,-0.00119222479363076,-0.0137607790181146,-0.017254813997767,0.0152133927710092,-0.0126758527632816,0.00389350605678082,0.00871179940407272,0.0175178815405412,0.0125372284689901,0.0185378740309949,0.00644675426787963,-0.00621832564840975,-0.0211100920311362,0.00962046770108226,-0.011675686066573,0.012470512942517,-0.0098761042771846,-0.0321095168026881,-0.0234609161594627
"Rad51b",0.099733727376976,0.0282145541000901,-0.0770613200464089,0.00232217346254385,-0.0335684201736956,0.0325821246440318,-0.0349614907219076,-0.00628748435503719,-0.0062471122776435,-0.0608657738653521,0.0316709695056807,0.0506981467226724,0.0328132238495829,-0.000742406361300461,0.0248652524803805,-0.0110995681840922,0.00255103415921716,-0.016866409454993,0.0115543218776572,0.0256593067811556,0.00291204576818135,-0.00432630885569735,0.0352997915902466,0.0518821807042514,0.018838801499783,-0.0241808864818055,-0.000545532406417742,0.00739351729835052,0.0179882201843243,0.0156110352337714,-0.0252493169716798,0.0137209073595074,-0.0222676516980239,0.0203791474767077,0.00513130495861345,-0.0124928253441441,-0.0193159356193379,-0.00924272938734071,-0.0173553611927083,-0.0128603332756287,-0.0186394739240696,-0.0214525780141893,0.0206856673822985,0.00641570815767688,0.00894519682164734,-0.000642509673328226,-0.0161172209379702,0.00108546598401686,0.021996743100501,0.0236839683895417
"Cntnap5b",-0.0555475049116501,0.0523030975472625,-0.0094948066810379,-0.0612142302365683,0.00891144245032372,0.048213560671789,-0.00618539413915743,-0.0286913048921038,-0.0421851475826795,-0.0148776202101668,-0.0845519006675552,0.0145097394222967,0.0357439669760719,0.0311760589273587,0.0021025727320155,0.0345203598562503,-0.0446577465098605,-0.00761571479191378,-0.0479155121705178,0.0131412884327377,0.0440137469696767,-0.0477746566801104,-0.0214496769462989,0.025821037412421,-0.0184988171898374,0.0303211108832605,-0.00447892473753192,-0.00485317751572753,0.0448177575063611,-0.0150345934432117,0.00733321405851842,-0.000725299278926918,0.00612992939023263,0.000915565477731051,0.000480555839674438,-0.0284233465021442,-0.0179120660690024,-0.0197003292212725,-0.0217421217272969,0.0110314934510923,-0.0161872216663763,-0.0287514692620904,-0.00583381698731232,0.00101568458772485,0.016237892341276,-0.00729626137208064,-0.00370207753510081,0.0235988648803918,-0.0201343342437949,1.9629793494069e-06
"Mki67",-0.0179921648042758,0.014306957910452,0.00665016684936547,0.192789344753504,0.00548145039471057,0.148116126544905,0.00839961873564217,0.0648542334346267,0.0498694532287293,-0.00978707663380832,-0.0437020445970248,-0.016186022277725,-0.00450598569065477,-0.00393746869468308,-0.0094349986465215,-0.00260112245650119,-0.0406957873783626,0.0157420402032612,-0.0226842086884593,-0.0372157766234076,0.0233431549422557,-0.0197829880187837,0.00258608896567078,-0.0217463043748701,-0.0140268311455596,-0.013967661729432,0.0079840503597943,-0.00667030444014729,0.0022280963110332,-0.00741327594010838,-0.021330728629063,-0.0216884225329722,-0.00294495449684459,0.0189469186062046,0.0107437251563204,0.00105927945554121,0.0035698404589671,-0.0103024001215648,0.0215137363843997,-0.0266949479194499,-0.00554180610716165,-0.0065470242373891,0.00503662423681159,-0.00461600521176796,-0.00669535680130131,-0.0110750284499827,-0.00343390737573616,0.00217721274591271,0.0062784087004075,-0.00815449485852408
"Dcc",-0.012328818396679,0.0223142329897228,0.0151469045052205,-0.0288590116911218,0.0159402455239222,0.0562235538743117,-0.0166839413217659,-0.0271279190652857,-0.00960008572242912,0.0372994432428356,0.00966066444424371,-0.0046727989065277,0.00421263391446233,0.0304953856061833,0.00850086886309787,-0.0389767608576509,0.0424713579612163,0.0101764114798513,-0.0240851985050601,0.0235204708405991,0.0151525123686784,0.0765390974685189,-0.0542289845461083,-0.0243177187940286,0.130849775454882,0.0212578838069064,0.00702048592361854,0.0462437429249761,-0.0434372119414478,0.0703071634220686,-0.0148303577594688,0.0245056095620154,-0.00730796841041789,0.00106668484015255,-0.0418744759277595,-0.0125349196975558,0.00201182005332328,-0.0493933272436687,0.0321355104313312,0.0294956648171532,-0.0713606447847836,-0.0115400668842008,0.00125470534638034,-0.0421848021867492,0.0151644480255527,0.00322958159440915,0.0369674959057589,0.0153322008103155,-0.0520027170102807,0.0388769816245787
"Dnaja1",0.0141628174366043,0.0763114965947189,0.122278802380432,0.00445164399568227,-0.0610255651862929,-0.110550284858983,0.0218031983470989,0.0798058709637166,0.0149048803182761,0.0106656735862427,0.00522143635465167,0.0139162068671367,0.0591346526314984,0.0579732375694384,-0.00868995018158092,0.0640642867094322,-0.0633772638795133,-0.0269684072846755,-0.0180069604826405,0.0159426857492466,-0.00178187781431541,0.0374295063603789,-0.00185914308610921,0.0177529141626518,0.0178967510731002,-0.01073790035579,0.007755030010875,0.0288510940468748,0.00485441304461524,-0.013695088974147,-0.0461270058759423,0.00166102504645749,-0.0101417236847063,0.0124078524658619,0.00859214165333651,-0.0349411290405354,-0.00662046974440544,0.0034647493057454,0.000979092289173827,0.00701135099795762,-0.00106188718680239,0.0130926431526873,0.0168976332072146,-0.0159167066781353,0.0088578360581986,0.00258184021668109,0.0103668545115916,-0.00515820468899691,-0.000169352686422203,0.0186396629072892
"Gm28376",-0.00178757054159296,0.00398056221139,0.00550997113787177,0.00277367995412894,-0.00228364389260153,-0.00272521266845493,0.000525724548830761,0.00357629934954197,-0.00807315640016456,-0.000863010112400544,0.000526488604407795,0.00847966369353526,0.00168821444599991,0.00295611707465595,0.00370512513481321,-0.000214951096107342,0.00438414089698373,-0.00356844074729272,0.00221588868352761,0.00341965834128168,-0.00405117760127992,-3.75991635128724e-05,0.0014220777871451,-0.0005532372380108,0.00196088170427285,0.000712232078040985,0.00517313694678576,0.00112079691072649,-0.0105227710132822,0.00559745750927633,-0.00572109453459845,0.00337024526460497,-0.00603529396956266,-0.00303388964174224,-0.00748586905285254,0.0161029494844758,0.00154469830419527,0.0149151743007376,0.000815683186305005,0.0200822540707641,0.000448439636607406,0.00130370355110088,0.015250161039262,-0.00149617370309015,-0.000561760962316882,0.00794638287467876,0.0145620528868644,-0.00957014965897019,0.0111209471805776,-0.00785855025464683
"Pde1a",-0.0124057002858052,0.00473276286886696,-0.0182037452298785,0.0195904455645552,0.00578880177182508,-0.0146806182500255,-0.00713899680318024,-0.00305801917918264,0.0519319780215092,0.0383132571859237,0.0719375075681483,-0.00293457658042468,0.00546369013163104,-0.0296297909669996,0.00841438947443883,0.0203253392386429,-0.00481494139618432,0.00830497333256742,0.0176919650701158,0.018431461385298,-0.0227602813398411,0.0154233469552634,-0.0148270209745294,-0.0134633019000727,0.0064206656229754,-0.0295088410471879,0.00439358474156916,-0.0290960978110163,-0.0324379062583638,0.0129651793563614,-0.0187376190481333,-0.0384216837202552,0.00439733178371829,0.0393756139390313,0.0179887673735848,0.0129654203639626,-0.00552458732795143,-0.022621659248699,-0.0141314792588866,0.0335238181820248,0.0243220446985596,0.011190248864426,-0.0171591280484495,0.0250954596447986,0.0205694191955755,0.00224798080388937,0.0346478158867567,0.00666442166255463,-0.0191232848288793,0.0129979188317069
"Serpine1",0.0522730175153961,0.0400466466470686,0.00228082196231254,-0.000957146683374646,-0.0303554997586831,-0.0184538401756942,-0.0279385457336987,-0.00692763489117339,0.0296490328985319,0.053085133499674,-0.0257844814530411,0.000750552623405818,0.0267459742729127,-0.0143127050079019,0.0599611357438843,-0.0172021438291628,0.0823455015724139,0.0449723054038863,-0.0079256416827243,-0.0310322794525101,0.0717968726590641,0.0183843553895427,0.100146287758738,-0.0557125207188559,-0.0425102451259925,0.0270590866119233,-0.0518757603174179,-0.0307037809347421,-0.0137574367940512,-0.0168621982281054,0.00958509064552561,-0.0270991953667039,0.05325685203569,0.0759820766690395,-0.0213860765670955,0.106980544491501,-0.00601850194348441,-0.00416935634322167,0.00399617061842276,-0.0183144718274725,0.0200673149810266,-0.0128160221230054,-0.0310022545686007,0.0213255530397183,-0.0328295652834885,0.0220455519791824,0.0210579075281853,-0.0165332762102182,-0.00915944646110871,-0.0259174435139921
"Hmgn5",0.00158676021280403,0.013566055595523,0.0381424969704655,0.0430162889421247,-0.0166105845551483,-0.0172591664818077,0.0123384431489385,-0.00858731318314179,-0.000968634968338769,-0.00845932596224134,-0.0192745419840438,0.0163529049419565,-0.00197552528690955,0.0149388219256518,-0.00546011422178235,-0.0248375470244765,-0.0567538968112746,-0.0116681235939198,-0.0134545057605322,-0.0460986946911131,-0.00818673675453235,0.00809166011579185,-0.000609593567625398,-0.0077912150446807,0.0333041504932028,0.0104564381466312,0.0301016976262077,-0.00537705445565356,0.0125902006046302,-0.0151079629522947,0.0163584370725442,-0.0122346142687798,-0.00588011525955384,0.0018183148763077,0.0165468400831677,0.0235349260584359,-0.0248434148742254,-0.0291670131971452,0.0413992379836539,0.0197857030535788,0.0118106211308864,0.0459117668892392,0.071103631177574,0.000704913806620419,-0.0320542913376965,-0.0133411002352632,-0.0246648610802201,-0.00416072114263651,0.0257349940068192,-0.0231379948698217
