Generalist_NE,Generalist_nonNE,Arc_3,Arc_6,Arc_5,None,Start,Walk
0,48,527,902,0,2523,4482335244289,75
129,0,943,0,0,2928,4482335244289,76
31,346,645,2,0,2976,4482335244289,77
0,40,364,155,0,3441,4482335244289,78
0,170,1149,225,0,2456,4482335244289,79
261,260,271,0,0,3208,4482335244289,80
125,0,62,0,0,3813,4482335244289,81
59,74,284,0,0,3583,4482335244289,82
0,243,699,0,0,3058,4482335244289,83
0,0,202,0,0,3798,4482335244289,84
0,9,400,639,0,2952,4482335244289,85
0,0,86,0,0,3914,4482335244289,86
420,0,466,266,0,2848,4482335244289,87
0,15,305,0,0,3680,4482335244289,88
5,0,166,263,0,3566,4482335244289,89
0,113,915,0,0,2972,4482335244289,90
0,147,874,292,0,2687,4482335244289,91
0,83,338,4,0,3575,4482335244289,92
298,109,383,0,0,3210,4482335244289,93
0,31,168,0,0,3801,4482335244289,94
82,140,67,0,0,3711,4482335244289,95
191,256,45,193,0,3315,4482335244289,96
114,62,599,0,0,3225,4482335244289,97
928,37,288,0,0,2747,4482335244289,98
1243,0,110,463,0,2184,4482335244289,99
116,441,485,13,0,2945,4482335244289,100
0,0,499,75,20,3406,4482343632897,1
0,0,66,1294,0,2640,4482343632897,2
154,107,647,0,0,3092,4482343632897,3
336,46,324,76,0,3218,4482343632897,4
0,254,1073,0,0,2673,4482343632897,5
0,0,208,0,0,3792,4482343632897,6
160,0,156,67,0,3617,4482343632897,7
678,0,472,0,0,2850,4482343632897,8
0,0,102,0,0,3898,4482343632897,9
12,0,525,0,0,3463,4482343632897,10
12,0,533,40,0,3415,4482343632897,11
0,23,193,0,0,3784,4482343632897,12
51,0,59,511,0,3379,4482343632897,13
0,61,166,0,0,3773,4482343632897,14
0,155,667,913,0,2265,4482343632897,15
0,89,1226,69,0,2616,4482343632897,16
113,0,1083,0,0,2804,4482343632897,17
299,0,333,0,0,3368,4482343632897,18
0,53,107,150,0,3690,4482343632897,19
50,0,781,0,0,3169,4482343632897,20
156,0,70,140,0,3634,4482343632897,21
0,0,536,0,0,3464,4482343632897,22
13,0,256,0,0,3731,4482343632897,23
0,0,548,52,0,3400,4482343632897,24
345,0,749,124,0,2782,4482343632897,25
0,179,221,133,0,3467,4482343632897,26
0,908,102,0,0,2990,4482343632897,27
248,31,802,1017,0,1902,4482343632897,28
118,0,464,10,0,3408,4482343632897,29
0,0,201,33,0,3766,4482343632897,30
0,232,47,0,0,3721,4482343632897,31
0,6,149,205,0,3640,4482343632897,32
187,10,1452,75,0,2276,4482343632897,33
72,82,296,161,0,3389,4482343632897,34
14,0,316,0,0,3670,4482343632897,35
0,0,451,104,0,3445,4482343632897,36
27,0,354,1038,0,2581,4482343632897,37
0,411,56,0,0,3533,4482343632897,38
36,0,219,251,0,3494,4482343632897,39
116,25,198,0,0,3661,4482343632897,40
0,31,268,211,0,3490,4482343632897,41
0,0,92,0,0,3908,4482343632897,42
393,0,291,163,0,3153,4482343632897,43
0,129,324,0,0,3547,4482343632897,44
165,0,850,17,0,2968,4482343632897,45
0,0,139,432,0,3429,4482343632897,46
0,0,229,56,0,3715,4482343632897,47
0,0,62,312,0,3626,4482343632897,48
0,0,386,0,0,3614,4482343632897,49
94,0,262,0,0,3644,4482343632897,50
0,93,444,0,0,3463,4482343632897,51
50,0,693,273,0,2984,4482343632897,52
0,0,239,0,0,3761,4482343632897,53
0,185,369,0,0,3446,4482343632897,54
504,459,302,27,0,2708,4482343632897,55
1,0,439,31,0,3529,4482343632897,56
337,0,510,0,48,3105,4482343632897,57
0,0,132,70,0,3798,4482343632897,58
0,162,283,0,0,3555,4482343632897,59
0,0,236,1155,0,2609,4482343632897,60
0,85,109,0,0,3806,4482343632897,61
452,356,426,0,0,2766,4482343632897,62
0,0,336,372,0,3292,4482343632897,63
268,0,243,13,0,3476,4482343632897,64
0,153,192,0,0,3655,4482343632897,65
0,0,692,0,0,3308,4482343632897,66
70,165,560,0,0,3205,4482343632897,67
0,0,351,0,0,3649,4482343632897,68
55,0,488,0,18,3439,4482343632897,69
7,0,230,19,0,3744,4482343632897,70
0,0,285,99,0,3616,4482343632897,71
0,0,1257,104,0,2639,4482343632897,72
26,176,368,31,0,3399,4482343632897,73
0,83,209,0,0,3708,4482343632897,74
0,0,376,0,0,3624,4482343632897,75
950,68,920,315,0,1747,4482343632897,76
111,21,101,252,0,3515,4482343632897,77
1,0,693,517,0,2789,4482343632897,78
416,0,203,0,0,3381,4482343632897,79
150,696,948,103,0,2103,4482343632897,80
445,0,222,0,0,3333,4482343632897,81
0,0,174,588,0,3238,4482343632897,82
0,0,270,0,0,3730,4482343632897,83
0,0,584,13,0,3403,4482343632897,84
0,79,293,0,0,3628,4482343632897,85
0,0,144,373,0,3483,4482343632897,86
458,0,1007,581,0,1954,4482343632897,87
0,0,181,479,0,3340,4482343632897,88
0,541,75,0,0,3384,4482343632897,89
0,0,199,10,0,3791,4482343632897,90
1313,0,775,17,0,1895,4482343632897,91
0,0,433,0,0,3567,4482343632897,92
422,0,413,0,0,3165,4482343632897,93
705,0,383,0,0,2912,4482343632897,94
0,0,350,0,0,3650,4482343632897,95
36,18,537,0,0,3409,4482343632897,96
156,0,256,0,0,3588,4482343632897,97
0,20,191,0,0,3789,4482343632897,98
0,346,257,0,0,3397,4482343632897,99
84,146,526,0,0,3244,4482343632897,100
0,0,431,0,0,3569,22074521288705,1
0,312,114,0,0,3574,22074521288705,2
939,47,288,2,0,2724,22074521288705,3
295,0,120,136,0,3449,22074521288705,4
22,0,43,18,0,3917,22074521288705,5
142,0,697,0,0,3161,22074521288705,6
283,0,271,0,0,3446,22074521288705,7
0,0,104,313,0,3583,22074521288705,8
0,30,101,56,0,3813,22074521288705,9
144,0,381,0,0,3475,22074521288705,10
12,0,348,0,8,3632,22074521288705,11
547,0,667,29,0,2757,22074521288705,12
107,0,683,0,0,3210,22074521288705,13
0,269,181,0,0,3550,22074521288705,14
171,0,408,0,0,3421,22074521288705,15
197,144,1532,94,0,2033,22074521288705,16
0,0,97,22,0,3881,22074521288705,17
127,0,675,78,0,3120,22074521288705,18
421,0,89,0,0,3490,22074521288705,19
0,353,83,0,0,3564,22074521288705,20
278,198,678,0,0,2846,22074521288705,21
794,0,208,0,0,2998,22074521288705,22
1240,0,187,135,0,2438,22074521288705,23
912,0,27,19,0,3042,22074521288705,24
43,55,457,417,0,3028,22074521288705,25
37,253,332,0,0,3378,22074521288705,26
347,0,303,0,0,3350,22074521288705,27
0,0,389,654,0,2957,22074521288705,28
87,0,371,152,0,3390,22074521288705,29
21,7,654,368,0,2950,22074521288705,30
133,0,311,23,0,3533,22074521288705,31
186,0,579,185,0,3050,22074521288705,32
14,0,288,0,0,3698,22074521288705,33
144,0,508,179,0,3169,22074521288705,34
0,0,466,213,0,3321,22074521288705,35
31,0,146,30,0,3793,22074521288705,36
132,111,169,84,0,3504,22074521288705,37
0,3,466,17,0,3514,22074521288705,38
0,268,263,0,0,3469,22074521288705,39
0,327,571,0,0,3102,22074521288705,40
566,0,238,21,0,3175,22074521288705,41
89,0,277,0,0,3634,22074521288705,42
54,0,781,6,0,3159,22074521288705,43
418,0,772,0,0,2810,22074521288705,44
170,0,151,395,0,3284,22074521288705,45
553,0,309,17,0,3121,22074521288705,46
701,0,363,14,0,2922,22074521288705,47
172,1,359,0,0,3468,22074521288705,48
499,140,959,0,0,2402,22074521288705,49
589,0,798,429,0,2184,22074521288705,50
0,0,334,0,0,3666,22074521288705,51
409,0,145,0,0,3446,22074521288705,52
0,0,155,0,0,3845,22074521288705,53
161,141,451,369,0,2878,22074521288705,54
634,0,736,0,0,2630,22074521288705,55
201,252,268,0,0,3279,22074521288705,56
0,959,246,113,0,2682,22074521288705,57
464,58,683,199,0,2596,22074521288705,58
39,0,387,40,0,3534,22074521288705,59
338,0,131,0,0,3531,22074521288705,60
67,0,248,51,0,3634,22074521288705,61
2,0,93,19,0,3886,22074521288705,62
536,0,88,0,0,3376,22074521288705,63
112,0,439,236,0,3213,22074521288705,64
0,322,159,312,0,3207,22074521288705,65
1162,0,186,0,0,2652,22074521288705,66
11,0,1320,0,0,2669,22074521288705,67
281,0,207,153,0,3359,22074521288705,68
468,0,682,0,0,2850,22074521288705,69
530,0,172,11,0,3287,22074521288705,70
0,0,400,0,0,3600,22074521288705,71
0,0,437,80,0,3483,22074521288705,72
0,0,231,115,0,3654,22074521288705,73
198,57,786,0,0,2959,22074521288705,74
628,0,1500,18,0,1854,22074521288705,75
389,0,509,38,0,3064,22074521288705,76
253,51,212,0,0,3484,22074521288705,77
172,314,28,0,0,3486,22074521288705,78
135,3,386,0,0,3476,22074521288705,79
0,0,249,220,0,3531,22074521288705,80
189,0,230,0,0,3581,22074521288705,81
470,0,294,0,0,3236,22074521288705,82
34,0,34,0,0,3932,22074521288705,83
0,0,325,0,0,3675,22074521288705,84
64,0,545,186,0,3205,22074521288705,85
183,0,522,0,0,3295,22074521288705,86
0,0,78,0,0,3922,22074521288705,87
82,123,164,0,0,3631,22074521288705,88
548,0,65,237,0,3150,22074521288705,89
511,0,357,242,0,2890,22074521288705,90
411,410,871,5,0,2303,22074521288705,91
326,150,639,0,0,2885,22074521288705,92
40,1,724,20,0,3215,22074521288705,93
0,0,92,122,0,3786,22074521288705,94
332,0,312,22,155,3179,22074521288705,95
230,0,258,0,0,3512,22074521288705,96
1585,0,150,37,0,2228,22074521288705,97
772,0,157,28,0,3043,22074521288705,98
176,0,133,0,14,3677,22074521288705,99
0,15,206,0,0,3779,22074521288705,100
0,0,692,0,0,3308,567432288665601,1
149,0,528,0,0,3323,567432288665601,2
0,0,500,60,0,3440,567432288665601,3
0,29,240,0,0,3731,567432288665601,4
0,0,344,12,0,3644,567432288665601,5
0,0,554,0,0,3446,567432288665601,6
0,0,401,0,0,3599,567432288665601,7
0,95,516,226,0,3163,567432288665601,8
0,5,197,0,0,3798,567432288665601,9
147,0,246,39,0,3568,567432288665601,10
0,267,466,73,0,3194,567432288665601,11
739,0,54,0,0,3207,567432288665601,12
226,0,72,0,0,3702,567432288665601,13
0,0,553,0,0,3447,567432288665601,14
0,65,131,0,0,3804,567432288665601,15
18,0,272,0,0,3710,567432288665601,16
428,0,412,62,0,3098,567432288665601,17
206,39,323,0,0,3432,567432288665601,18
416,0,174,6,0,3404,567432288665601,19
358,85,899,18,0,2640,567432288665601,20
104,0,390,141,0,3365,567432288665601,21
215,97,703,0,0,2985,567432288665601,22
0,0,979,33,0,2988,567432288665601,23
0,0,433,0,0,3567,567432288665601,24
189,39,514,43,0,3215,567432288665601,25
21,29,941,0,0,3009,567432288665601,26
613,0,154,0,0,3233,567432288665601,27
0,521,150,0,0,3329,567432288665601,28
3,0,180,117,0,3700,567432288665601,29
0,0,156,0,0,3844,567432288665601,30
0,148,973,0,0,2879,567432288665601,31
49,0,344,0,0,3607,567432288665601,32
314,0,365,192,0,3129,567432288665601,33
0,45,348,6,0,3601,567432288665601,34
0,0,413,0,0,3587,567432288665601,35
1020,0,138,0,0,2842,567432288665601,36
0,0,782,0,0,3218,567432288665601,37
0,547,264,553,0,2636,567432288665601,38
0,95,105,247,0,3553,567432288665601,39
0,0,155,0,0,3845,567432288665601,40
0,47,335,113,0,3505,567432288665601,41
0,0,79,0,0,3921,567432288665601,42
0,13,197,0,0,3790,567432288665601,43
0,0,128,17,0,3855,567432288665601,44
1093,0,750,199,0,1958,567432288665601,45
0,0,318,237,0,3445,567432288665601,46
0,0,315,0,0,3685,567432288665601,47
0,0,961,0,0,3039,567432288665601,48
10,0,269,0,0,3721,567432288665601,49
41,0,1025,391,0,2543,567432288665601,50
0,0,290,102,0,3608,567432288665601,51
71,19,335,0,0,3575,567432288665601,52
0,0,207,0,0,3793,567432288665601,53
9,0,1096,305,0,2590,567432288665601,54
170,0,188,0,0,3642,567432288665601,55
191,0,353,181,0,3275,567432288665601,56
31,0,365,5,0,3599,567432288665601,57
0,0,404,0,0,3596,567432288665601,58
422,0,243,5,0,3330,567432288665601,59
0,0,334,0,0,3666,567432288665601,60
0,0,183,0,0,3817,567432288665601,61
15,789,341,0,0,2855,567432288665601,62
0,2,417,0,0,3581,567432288665601,63
40,0,249,0,0,3711,567432288665601,64
89,0,460,9,0,3442,567432288665601,65
202,114,138,0,17,3529,567432288665601,66
388,0,20,0,0,3592,567432288665601,67
44,0,51,7,0,3898,567432288665601,68
0,0,239,0,0,3761,567432288665601,69
1,0,88,0,0,3911,567432288665601,70
282,0,216,0,0,3502,567432288665601,71
0,0,85,0,0,3915,567432288665601,72
0,98,2120,0,0,1782,567432288665601,73
69,27,353,0,0,3551,567432288665601,74
0,0,313,0,0,3687,567432288665601,75
36,0,142,0,0,3822,567432288665601,76
0,324,178,0,0,3498,567432288665601,77
112,36,299,0,0,3553,567432288665601,78
0,0,298,0,0,3702,567432288665601,79
0,97,586,0,0,3317,567432288665601,80
42,0,478,4,0,3476,567432288665601,81
12,0,322,150,0,3516,567432288665601,82
33,50,242,0,0,3675,567432288665601,83
112,186,702,0,0,3000,567432288665601,84
311,0,216,0,0,3473,567432288665601,85
0,0,356,89,0,3555,567432288665601,86
114,89,442,48,0,3307,567432288665601,87
15,0,809,0,0,3176,567432288665601,88
0,0,317,0,0,3683,567432288665601,89
0,0,703,0,0,3297,567432288665601,90
674,0,99,0,0,3227,567432288665601,91
0,42,159,0,0,3799,567432288665601,92
30,0,96,0,0,3874,567432288665601,93
354,0,552,0,88,3006,567432288665601,94
0,464,426,0,0,3110,567432288665601,95
698,0,340,340,0,2622,567432288665601,96
0,0,172,0,0,3828,567432288665601,97
0,0,517,2,0,3481,567432288665601,98
0,54,235,131,0,3580,567432288665601,99
0,23,131,0,0,3846,567432288665601,100
