Generalist_NE,Generalist_nonNE,Arc_3,Arc_6,Arc_5,None,Start,Walk
140,83,283,22,0,3472,4482335244288,66
195,0,295,334,0,3176,4482335244288,67
104,432,191,66,0,3207,4482335244288,68
143,0,209,117,0,3531,4482335244288,69
418,80,651,0,0,2851,4482335244288,70
88,113,248,0,0,3551,4482335244288,71
249,585,218,2,0,2946,4482335244288,72
15,0,1803,0,0,2182,4482335244288,73
0,0,196,0,0,3804,4482335244288,74
130,0,238,0,0,3632,4482335244288,75
212,63,490,0,0,3235,4482335244288,76
1095,0,226,0,0,2679,4482335244288,77
319,69,121,15,0,3476,4482335244288,78
57,0,479,0,0,3464,4482335244288,79
188,360,260,0,0,3192,4482335244288,80
308,55,202,79,0,3356,4482335244288,81
208,179,292,26,0,3295,4482335244288,82
77,0,226,0,0,3697,4482335244288,83
31,2,406,0,0,3561,4482335244288,84
94,27,243,41,0,3595,4482335244288,85
1154,0,143,288,0,2415,4482335244288,86
53,251,206,41,0,3449,4482335244288,87
0,0,124,0,0,3876,4482335244288,88
90,0,1701,382,0,1827,4482335244288,89
81,0,240,0,0,3679,4482335244288,90
165,206,159,0,0,3470,4482335244288,91
15,0,599,372,0,3014,4482335244288,92
36,0,353,41,0,3570,4482335244288,93
0,0,833,0,0,3167,4482335244288,94
573,0,904,0,0,2523,4482335244288,95
120,323,473,4,0,3080,4482335244288,96
342,0,1779,0,0,1879,4482335244288,97
289,0,924,39,0,2748,4482335244288,98
348,0,69,0,0,3583,4482335244288,99
109,0,57,0,0,3834,4482335244288,100
491,0,335,0,0,3174,4482335244289,1
341,20,404,476,0,2759,4482335244289,2
73,142,188,0,0,3597,4482335244289,3
0,910,364,0,0,2726,4482335244289,4
190,52,277,7,0,3474,4482335244289,5
0,0,48,1089,0,2863,4482335244289,6
319,82,66,0,0,3533,4482335244289,7
175,0,208,172,0,3445,4482335244289,8
653,27,78,0,0,3242,4482335244289,9
0,0,523,112,0,3365,4482335244289,10
1599,151,129,0,0,2121,4482335244289,11
2,0,354,0,0,3644,4482335244289,12
50,20,934,34,0,2962,4482335244289,13
176,0,302,0,0,3522,4482335244289,14
7,66,208,909,0,2810,4482335244289,15
0,5,275,0,0,3720,4482335244289,16
0,1115,290,0,0,2595,4482335244289,17
42,80,1087,0,0,2791,4482335244289,18
0,119,342,307,0,3232,4482335244289,19
0,352,177,0,0,3471,4482335244289,20
25,0,142,15,0,3818,4482335244289,21
20,186,7,19,0,3768,4482335244289,22
0,10,742,48,0,3200,4482335244289,23
0,0,265,4,0,3731,4482335244289,24
116,0,243,245,0,3396,4482335244289,25
326,111,409,490,0,2664,4482335244289,26
34,67,360,0,0,3539,4482335244289,27
149,7,383,0,0,3461,4482335244289,28
277,108,669,315,0,2631,4482335244289,29
122,24,231,1294,0,2329,4482335244289,30
28,1193,80,0,0,2699,4482335244289,31
532,0,326,146,0,2996,4482335244289,32
0,52,264,210,0,3474,4482335244289,33
60,23,667,0,0,3250,4482335244289,34
43,39,60,0,0,3858,4482335244289,35
311,0,67,0,0,3622,4482335244289,36
307,727,443,0,0,2523,4482335244289,37
13,314,419,0,0,3254,4482335244289,38
34,13,373,12,0,3568,4482335244289,39
0,0,428,0,0,3572,4482335244289,40
0,17,401,0,0,3582,4482335244289,41
13,276,441,0,0,3270,4482335244289,42
0,26,281,0,0,3693,4482335244289,43
28,142,405,277,0,3148,4482335244289,44
20,294,632,65,0,2989,4482335244289,45
107,422,519,345,0,2607,4482335244289,46
0,1364,379,0,0,2257,4482335244289,47
0,0,75,0,0,3925,4482335244289,48
220,120,290,24,0,3346,4482335244289,49
0,22,212,195,0,3571,4482335244289,50
419,58,946,318,0,2259,4482335244289,51
0,0,94,0,0,3906,4482335244289,52
268,0,866,0,0,2866,4482335244289,53
86,0,804,0,0,3110,4482335244289,54
374,262,654,4,0,2706,4482335244289,55
0,24,215,14,0,3747,4482335244289,56
0,289,279,150,0,3282,4482335244289,57
0,627,126,404,0,2843,4482335244289,58
168,0,213,0,0,3619,4482335244289,59
197,163,851,78,0,2711,4482335244289,60
0,0,1060,731,0,2209,4482335244289,61
0,143,220,312,0,3325,4482335244289,62
198,94,223,0,0,3485,4482335244289,63
124,77,768,56,0,2975,4482335244289,64
266,114,568,0,0,3052,4482335244289,65
257,499,163,0,0,3081,4482335244289,66
29,0,97,221,0,3653,4482335244289,67
0,0,382,237,0,3381,4482335244289,68
330,145,397,291,0,2837,4482335244289,69
516,45,309,0,0,3130,4482335244289,70
0,921,52,42,0,2985,4482335244289,71
0,72,115,45,0,3768,4482335244289,72
0,0,604,0,0,3396,4482335244289,73
0,40,122,374,0,3464,4482335244289,74
238,193,1571,0,0,1998,4482335244289,75
359,289,430,13,0,2909,4482335244289,76
261,116,894,0,0,2729,4482335244289,77
329,7,204,0,0,3460,4482335244289,78
114,36,799,0,0,3051,4482335244289,79
34,247,296,61,0,3362,4482335244289,80
3,523,237,0,0,3237,4482335244289,81
543,3,489,0,0,2965,4482335244289,82
0,0,99,238,0,3663,4482335244289,83
711,56,54,0,0,3179,4482335244289,84
0,915,73,225,0,2787,4482335244289,85
0,0,150,71,0,3779,4482335244289,86
0,26,485,65,0,3424,4482335244289,87
32,344,1115,28,0,2481,4482335244289,88
299,44,321,365,0,2971,4482335244289,89
0,260,261,0,0,3479,4482335244289,90
107,62,329,9,0,3493,4482335244289,91
56,0,454,34,0,3456,4482335244289,92
0,38,598,0,0,3364,4482335244289,93
239,0,706,385,0,2670,4482335244289,94
12,111,256,248,0,3373,4482335244289,95
237,92,414,0,0,3257,4482335244289,96
201,443,172,0,0,3184,4482335244289,97
13,191,1485,3,0,2308,4482335244289,98
387,190,120,1,0,3302,4482335244289,99
329,234,406,0,0,3031,4482335244289,100
0,694,164,0,0,3142,4482343632897,1
0,29,68,0,0,3903,4482343632897,2
0,142,226,219,0,3413,4482343632897,3
28,0,147,0,0,3825,4482343632897,4
0,0,667,115,0,3218,4482343632897,5
0,0,387,0,0,3613,4482343632897,6
19,0,135,145,0,3701,4482343632897,7
0,10,274,318,0,3398,4482343632897,8
0,0,693,0,0,3307,4482343632897,9
247,0,143,46,0,3564,4482343632897,10
76,747,520,533,0,2124,4482343632897,11
229,18,981,64,0,2708,4482343632897,12
0,0,108,60,0,3832,4482343632897,13
635,0,193,0,0,3172,4482343632897,14
1,80,400,2,0,3517,4482343632897,15
0,26,683,0,0,3291,4482343632897,16
299,128,778,0,0,2795,4482343632897,17
53,122,480,150,0,3195,4482343632897,18
247,0,64,0,0,3689,4482343632897,19
11,54,321,183,0,3431,4482343632897,20
0,0,723,0,0,3277,4482343632897,21
0,0,232,0,0,3768,4482343632897,22
566,1,177,0,0,3256,4482343632897,23
14,0,225,1,0,3760,4482343632897,24
0,0,282,0,0,3718,4482343632897,25
167,112,1703,39,0,1979,4482343632897,26
0,283,60,609,0,3048,4482343632897,27
0,18,644,347,0,2991,4482343632897,28
21,0,452,0,0,3527,4482343632897,29
0,0,767,76,0,3157,4482343632897,30
63,0,502,0,0,3435,4482343632897,31
237,0,181,21,0,3561,4482343632897,32
0,0,647,0,0,3353,4482343632897,33
0,149,175,0,0,3676,4482343632897,34
0,468,155,0,0,3377,4482343632897,35
104,239,1412,0,0,2245,4482343632897,36
0,0,708,694,0,2598,4482343632897,37
287,11,545,0,0,3157,4482343632897,38
0,0,687,0,0,3313,4482343632897,39
3,1,459,0,0,3537,4482343632897,40
32,0,626,48,0,3294,4482343632897,41
0,37,218,0,0,3745,4482343632897,42
0,59,1242,321,0,2378,4482343632897,43
47,0,832,0,0,3121,4482343632897,44
558,157,544,0,0,2741,4482343632897,45
17,40,844,0,0,3099,4482343632897,46
133,0,68,0,0,3799,4482343632897,47
0,50,126,0,0,3824,4482343632897,48
94,0,155,0,0,3751,4482343632897,49
822,764,612,0,0,1802,4482343632897,50
0,0,278,0,0,3722,4482343632897,51
101,0,1045,0,0,2854,4482343632897,52
271,0,1290,132,0,2307,4482343632897,53
0,7,109,0,0,3884,4482343632897,54
47,0,166,0,0,3787,4482343632897,55
5,52,791,0,0,3152,4482343632897,56
0,48,269,9,0,3674,4482343632897,57
718,95,534,0,0,2653,4482343632897,58
0,198,537,0,0,3265,4482343632897,59
15,38,963,52,0,2932,4482343632897,60
0,0,241,148,0,3611,4482343632897,61
358,0,235,0,0,3407,4482343632897,62
13,0,308,0,0,3679,4482343632897,63
268,286,669,77,0,2700,4482343632897,64
0,35,215,0,0,3750,4482343632897,65
0,0,128,264,0,3608,4482343632897,66
94,0,247,697,0,2962,4482343632897,67
0,125,619,7,0,3249,4482343632897,68
21,0,91,40,0,3848,4482343632897,69
0,14,470,0,0,3516,4482343632897,70
0,0,538,0,0,3462,4482343632897,71
800,0,263,0,0,2937,4482343632897,72
557,446,1803,1,0,1193,4482343632897,73
150,0,331,360,0,3159,4482343632897,74
0,39,388,0,0,3573,4482343632897,75
198,0,423,0,0,3379,4482343632897,76
0,68,69,0,0,3863,4482343632897,77
0,701,93,0,0,3206,4482343632897,78
210,145,148,37,0,3460,4482343632897,79
0,0,696,0,0,3304,4482343632897,80
0,175,359,2,0,3464,4482343632897,81
728,0,1261,158,0,1853,4482343632897,82
105,0,303,364,0,3228,4482343632897,83
35,0,328,0,0,3637,4482343632897,84
14,0,1111,0,0,2875,4482343632897,85
0,390,325,0,0,3285,4482343632897,86
0,0,256,0,0,3744,4482343632897,87
962,0,270,0,0,2768,4482343632897,88
0,130,59,0,0,3811,4482343632897,89
71,0,936,9,0,2984,4482343632897,90
0,0,906,7,0,3087,4482343632897,91
213,0,660,2,0,3125,4482343632897,92
0,27,129,0,0,3844,4482343632897,93
216,16,552,68,0,3148,4482343632897,94
34,759,187,12,0,3008,4482343632897,95
0,747,185,0,0,3068,4482343632897,96
0,0,432,550,0,3018,4482343632897,97
0,0,408,0,0,3592,4482343632897,98
0,247,208,0,0,3545,4482343632897,99
0,0,934,5,0,3061,4482343632897,100
0,344,274,108,0,3274,22074521288705,1
167,0,872,65,0,2896,22074521288705,2
16,149,369,0,0,3466,22074521288705,3
454,425,384,93,0,2644,22074521288705,4
3,142,101,22,0,3732,22074521288705,5
508,0,542,0,0,2950,22074521288705,6
98,0,428,0,0,3474,22074521288705,7
323,87,1276,0,0,2314,22074521288705,8
0,0,561,0,0,3439,22074521288705,9
215,0,301,219,0,3265,22074521288705,10
9,0,318,10,0,3663,22074521288705,11
103,0,919,0,0,2978,22074521288705,12
4,26,139,0,0,3831,22074521288705,13
0,0,287,0,0,3713,22074521288705,14
108,0,178,0,0,3714,22074521288705,15
72,0,181,45,0,3702,22074521288705,16
771,0,755,0,0,2474,22074521288705,17
67,0,235,0,0,3698,22074521288705,18
585,0,474,89,0,2852,22074521288705,19
11,5,245,0,0,3739,22074521288705,20
0,11,1365,200,0,2424,22074521288705,21
26,0,424,0,0,3550,22074521288705,22
190,825,227,0,0,2758,22074521288705,23
143,0,144,0,0,3713,22074521288705,24
121,0,265,0,0,3614,22074521288705,25
47,0,1228,0,0,2725,22074521288705,26
45,0,523,0,0,3432,22074521288705,27
351,0,197,16,0,3436,22074521288705,28
58,0,412,0,0,3530,22074521288705,29
298,0,101,0,0,3601,22074521288705,30
58,0,485,0,0,3457,22074521288705,31
225,253,414,0,0,3108,22074521288705,32
855,0,651,0,0,2494,22074521288705,33
25,347,341,225,0,3062,22074521288705,34
258,251,408,0,0,3083,22074521288705,35
7,0,220,0,0,3773,22074521288705,36
0,0,465,7,0,3528,22074521288705,37
247,0,582,1,0,3170,22074521288705,38
3,0,775,0,0,3222,22074521288705,39
91,0,151,665,0,3093,22074521288705,40
32,0,190,0,0,3778,22074521288705,41
299,0,458,118,0,3125,22074521288705,42
5,49,339,0,0,3607,22074521288705,43
0,137,319,81,0,3463,22074521288705,44
0,32,213,37,0,3718,22074521288705,45
840,0,440,0,0,2720,22074521288705,46
0,0,173,0,0,3827,22074521288705,47
311,94,857,480,0,2258,22074521288705,48
353,310,699,0,0,2638,22074521288705,49
42,531,214,0,0,3213,22074521288705,50
103,0,643,266,0,2988,22074521288705,51
251,0,380,4,0,3365,22074521288705,52
170,101,540,19,0,3170,22074521288705,53
22,0,46,0,0,3932,22074521288705,54
133,0,22,0,0,3845,22074521288705,55
7,9,42,0,0,3942,22074521288705,56
140,0,1280,71,0,2509,22074521288705,57
88,0,286,0,0,3626,22074521288705,58
58,0,314,249,0,3379,22074521288705,59
43,1,255,0,0,3701,22074521288705,60
57,0,288,0,0,3655,22074521288705,61
31,5,972,326,0,2666,22074521288705,62
2468,0,174,118,0,1240,22074521288705,63
199,0,1010,0,0,2791,22074521288705,64
4,0,259,199,0,3538,22074521288705,65
361,9,397,40,0,3193,22074521288705,66
2112,0,347,0,0,1541,22074521288705,67
302,0,59,0,0,3639,22074521288705,68
47,40,604,96,0,3213,22074521288705,69
232,0,1488,0,0,2280,22074521288705,70
436,0,161,0,0,3403,22074521288705,71
1743,0,271,0,0,1986,22074521288705,72
0,0,118,0,0,3882,22074521288705,73
336,410,95,0,0,3159,22074521288705,74
211,0,117,859,0,2813,22074521288705,75
54,0,571,30,0,3345,22074521288705,76
0,553,207,0,0,3240,22074521288705,77
0,0,312,0,0,3688,22074521288705,78
20,178,272,0,0,3530,22074521288705,79
95,0,313,0,0,3592,22074521288705,80
611,0,288,355,0,2746,22074521288705,81
0,84,320,0,0,3596,22074521288705,82
405,0,468,378,0,2749,22074521288705,83
102,0,92,0,0,3806,22074521288705,84
53,374,51,152,0,3370,22074521288705,85
24,0,611,0,0,3365,22074521288705,86
293,0,379,10,0,3318,22074521288705,87
0,0,155,0,0,3845,22074521288705,88
0,0,347,0,0,3653,22074521288705,89
115,0,454,692,0,2739,22074521288705,90
139,0,189,130,0,3542,22074521288705,91
597,0,529,30,0,2844,22074521288705,92
147,139,150,0,0,3564,22074521288705,93
50,27,996,24,0,2903,22074521288705,94
125,0,2438,17,0,1420,22074521288705,95
0,0,514,458,0,3028,22074521288705,96
242,0,755,0,0,3003,22074521288705,97
311,0,352,81,0,3256,22074521288705,98
56,0,44,0,0,3900,22074521288705,99
288,309,687,0,0,2716,22074521288705,100
0,0,462,39,0,3499,567432288665601,1
0,310,97,0,0,3593,567432288665601,2
25,0,455,68,0,3452,567432288665601,3
0,0,729,0,0,3271,567432288665601,4
75,0,862,176,0,2887,567432288665601,5
0,0,718,0,0,3282,567432288665601,6
0,194,203,110,0,3493,567432288665601,7
0,0,134,0,0,3866,567432288665601,8
118,0,462,0,0,3420,567432288665601,9
0,0,135,0,0,3865,567432288665601,10
76,17,418,0,0,3489,567432288665601,11
248,0,108,15,0,3629,567432288665601,12
0,44,252,5,0,3699,567432288665601,13
0,0,379,0,0,3621,567432288665601,14
0,16,816,92,0,3076,567432288665601,15
0,39,334,0,0,3627,567432288665601,16
129,0,485,8,0,3378,567432288665601,17
197,45,816,8,0,2934,567432288665601,18
0,0,531,204,0,3265,567432288665601,19
0,53,948,70,0,2929,567432288665601,20
0,0,399,0,0,3601,567432288665601,21
0,0,294,4,0,3702,567432288665601,22
0,11,471,0,0,3518,567432288665601,23
0,339,179,0,0,3482,567432288665601,24
0,0,741,109,0,3150,567432288665601,25
0,0,62,0,0,3938,567432288665601,26
0,0,171,0,0,3829,567432288665601,27
0,0,582,0,0,3418,567432288665601,28
0,0,216,210,0,3574,567432288665601,29
47,0,136,0,0,3817,567432288665601,30
0,38,108,0,0,3854,567432288665601,31
0,0,193,0,0,3807,567432288665601,32
25,114,359,0,0,3502,567432288665601,33
111,84,995,56,0,2754,567432288665601,34
3,0,320,0,0,3677,567432288665601,35
0,1,1014,0,0,2985,567432288665601,36
0,0,508,42,0,3450,567432288665601,37
0,431,544,0,0,3025,567432288665601,38
0,0,727,0,0,3273,567432288665601,39
0,19,925,177,0,2879,567432288665601,40
916,354,158,106,0,2466,567432288665601,41
69,474,1328,33,0,2096,567432288665601,42
3,0,259,76,0,3662,567432288665601,43
40,0,165,0,0,3795,567432288665601,44
43,0,460,0,0,3497,567432288665601,45
0,104,699,143,0,3054,567432288665601,46
0,0,513,695,0,2792,567432288665601,47
28,0,287,189,0,3496,567432288665601,48
0,230,115,86,0,3569,567432288665601,49
9,0,407,13,0,3571,567432288665601,50
110,0,422,0,0,3468,567432288665601,51
0,0,39,0,0,3961,567432288665601,52
0,0,484,0,0,3516,567432288665601,53
0,0,42,3,0,3955,567432288665601,54
0,0,129,7,0,3864,567432288665601,55
72,0,820,187,0,2921,567432288665601,56
0,70,139,0,0,3791,567432288665601,57
0,0,247,178,0,3575,567432288665601,58
2,0,147,0,0,3851,567432288665601,59
87,8,319,56,0,3530,567432288665601,60
57,495,618,1,0,2829,567432288665601,61
0,0,606,66,0,3328,567432288665601,62
180,75,487,0,0,3258,567432288665601,63
0,0,239,2,0,3759,567432288665601,64
0,0,427,65,0,3508,567432288665601,65
0,6,1250,6,0,2738,567432288665601,66
11,0,123,0,0,3866,567432288665601,67
346,0,781,0,0,2873,567432288665601,68
0,0,65,94,0,3841,567432288665601,69
13,0,664,0,0,3323,567432288665601,70
77,1350,147,0,0,2426,567432288665601,71
0,0,490,0,0,3510,567432288665601,72
0,23,64,0,0,3913,567432288665601,73
0,0,467,0,0,3533,567432288665601,74
290,148,176,373,0,3013,567432288665601,75
0,79,263,131,0,3527,567432288665601,76
275,0,597,0,0,3128,567432288665601,77
0,27,325,0,0,3648,567432288665601,78
0,0,250,0,0,3750,567432288665601,79
21,0,108,157,0,3714,567432288665601,80
0,10,164,0,0,3826,567432288665601,81
136,30,288,0,0,3546,567432288665601,82
884,0,52,19,0,3045,567432288665601,83
146,0,476,0,0,3378,567432288665601,84
0,109,338,30,0,3523,567432288665601,85
0,0,176,0,0,3824,567432288665601,86
26,235,213,0,0,3526,567432288665601,87
295,0,367,0,0,3338,567432288665601,88
0,0,112,174,0,3714,567432288665601,89
0,292,329,0,0,3379,567432288665601,90
0,76,99,0,0,3825,567432288665601,91
0,0,206,0,0,3794,567432288665601,92
0,7,372,148,0,3473,567432288665601,93
0,0,708,591,0,2701,567432288665601,94
132,0,1205,3,0,2660,567432288665601,95
19,0,581,0,0,3400,567432288665601,96
0,0,289,0,0,3711,567432288665601,97
0,0,235,0,0,3765,567432288665601,98
0,0,819,0,0,3181,567432288665601,99
368,85,845,239,0,2463,567432288665601,100
