,orig.ident,nCount_RNA,nFeature_RNA,sample,species,gene_count,tscp_count,mread_count,bc1_wind,bc2_wind,bc3_wind,bc1_well,bc2_well,bc3_well,percent.mt,condition,nCount_SCT,nFeature_SCT,SCT_snn_res.0.8,seurat_clusters,tree.ident,SCT_snn_res.0.5,rcpa_clusters,predicted.id,prediction.score.Generalist.NE,prediction.score.Neuroendocrine2,prediction.score.Stress,prediction.score.Generalist.nonNE,prediction.score.nonNE1,prediction.score.Neuroendocrine1,prediction.score.Intermediate,prediction.score.nonNE2,prediction.score.max,Ascl1_targets_score1,Rest_targets_score1,HES1_high_score1,Liu_sclcI_score1,Intermediate_score1,NE1_score1,NE2_score1,nonNE1_score1,nonNE2_score1,stress_score1,ident
01_29_39__s1,organoid,10527.0,4339.0,D_Sample1,GRCm39,4339,10527,16527,1,29,39,A1,C5,D3,1.1969222000569961,shGFP,10408.0,4321,2,1,13,0,1,Generalist NE,0.5030455300565965,0.0,0.0,0.0,0.0,0.49695446994340353,0.0,0.0,0.5030455300565965,0.3845375497813441,0.286383321001191,-0.0972747574532047,-0.054103288599691234,0.4126519732703552,0.5748168432811899,0.37390549328067957,-0.030763322529689968,0.05772077225321348,0.013749153807871117,D_Sample1
01_29_63__s1,organoid,5939.0,2901.0,D_Sample1,GRCm39,2901,5939,9112,1,29,63,A1,C5,F3,2.273109951170231,shGFP,9103.0,2905,2,6,13,0,6,Generalist NE,0.9012178663445958,0.0,0.0,0.0,0.0,0.09878213365540403,0.0,0.0,0.9012178663445958,0.4247343732656659,0.35868257055838915,-0.08835381506410209,-0.040822788721824266,0.2557720927279927,0.5220697543608233,0.3275979923613508,-0.00029474904963713855,-0.006073130635698087,0.18470188745535115,D_Sample1
01_30_71__s1,organoid,19567.0,5695.0,D_Sample1,GRCm39,5695,19567,30148,1,30,71,A1,C6,F11,1.3134358869525222,shGFP,10989.0,4971,1,2,7,2,2,Generalist NE,0.5228077616632135,0.0,0.0,0.0,0.0,0.4771922383367864,0.0,0.0,0.5228077616632135,0.44282679160649896,0.3234525247667772,-0.11560870501737061,-0.0626194504593463,0.41857430092973014,0.4702705710926103,0.41281048938068104,0.06808020175287383,0.054933550517874505,0.12005636922743207,D_Sample1
01_34_70__s1,organoid,3536.0,1998.0,D_Sample1,GRCm39,1998,3536,5510,1,34,70,A1,C10,F10,2.3755656108597285,shGFP,8730.0,2502,0,2,2,1,2,Generalist NE,0.8800213500135221,0.0,0.0,0.0,0.0,0.11997864998647806,0.0,0.0,0.8800213500135221,0.3309153787711381,0.23709688223227254,-0.07417892977484963,-0.03866044805008103,0.40348629867307273,0.3231035386866734,0.3145715663544715,-0.09183719091059792,0.09210771973796364,0.015592806871391918,D_Sample1
01_36_40__s1,organoid,4561.0,2210.0,D_Sample1,GRCm39,2210,4561,7280,1,36,40,A1,C12,D4,3.4641525981144485,shGFP,8956.0,2398,2,4,12,0,4,Generalist NE,0.6194074994556511,0.002675442217935819,0.0,0.0,0.0,0.3779170583264129,0.0,0.0,0.6194074994556511,0.4100605558778353,0.3294580757414274,-0.0732182107408125,-0.04966654501279255,-0.18722370668785482,0.3099740457569732,0.4320359103951788,0.13393396570928157,-0.042645917097358904,0.344163064722789,D_Sample1
01_37_28__s1,organoid,8366.0,3377.0,D_Sample1,GRCm39,3377,8366,12915,1,37,28,A1,D1,C4,1.4343772412144395,shGFP,9268.0,3364,8,1,10,0,1,Generalist NE,0.8136827787577454,0.004075487666215811,0.0,0.0,0.0,0.14999256812608985,0.03224916544994884,0.0,0.8136827787577454,0.3281157337036553,0.1919485611298547,-0.07924658667740055,-0.0419047456023432,0.32811378171945116,0.2174617497745452,0.2573085958869437,-0.11221543886320173,-0.04705339387246392,0.07981490820610718,D_Sample1
01_37_30__s1,organoid,6528.0,2670.0,D_Sample1,GRCm39,2670,6528,10124,1,37,30,A1,D1,C6,3.615196078431373,shGFP,9286.0,2665,2,4,12,0,4,Generalist NE,0.7606224699965228,0.0,0.0,0.0,0.0,0.239377530003477,0.0,0.0,0.7606224699965228,0.33612962131043156,0.3342838982648337,-0.061705552060784014,-0.03869721281318653,0.20223260785957847,0.36029616307289564,0.20689920297200456,0.028160916077866777,0.031595253961563874,0.12518848716108494,D_Sample1
01_37_46__s1,organoid,3957.0,1990.0,D_Sample1,GRCm39,1990,3957,6321,1,37,46,A1,D1,D10,3.3864038412939097,shGFP,8743.0,2348,6,5,8,7,5,Generalist NE,0.6639885253862486,0.03292437044101152,0.0,0.0,0.0,0.3030871041727398,0.0,0.0,0.6639885253862486,0.4553410901748096,0.34134444588985086,-0.06800399663759332,-0.024587457190322792,-0.08913107368099946,0.6862753146503582,0.5492117950303426,0.055992181562723176,-0.038065559767667026,0.2200213107733279,D_Sample1
01_37_59__s1,organoid,3136.0,1688.0,D_Sample1,GRCm39,1688,3136,4882,1,37,59,A1,D1,E11,4.241071428571429,shGFP,8738.0,2439,7,1,9,8,1,Generalist NE,0.943309081003068,0.0,0.0,0.0,0.0,0.0,0.05669091899693218,0.0,0.943309081003068,0.34462349206721965,0.2017860845027976,-0.06220170532812748,-0.04069876065890532,0.1868271617859278,0.09132965192987463,-0.03548146046763784,-0.11217177683660441,-0.048167352019014634,0.06354000534568383,D_Sample1
01_37_78__s1,organoid,10495.0,3882.0,D_Sample1,GRCm39,3882,10495,16342,1,37,78,A1,D1,G6,1.7532158170557408,shGFP,10356.0,3871,2,1,10,0,1,Generalist NE,0.682051144010281,0.0,0.0,0.0,0.0,0.31794885598971906,0.0,0.0,0.682051144010281,0.3668415083732662,0.2677171809623179,-0.09546175334828652,-0.05268614399766932,0.3433353216416938,0.36893439590809923,0.1546039554307856,-0.041739367217032336,0.03723275335965669,0.014558122430201326,D_Sample1
01_39_71__s1,organoid,6988.0,3124.0,D_Sample1,GRCm39,3124,6988,10799,1,39,71,A1,D3,F11,0.7870635374928449,shGFP,9174.0,3112,7,1,9,8,1,Generalist NE,0.6367842809874312,0.0,0.0,0.0,0.0,0.2972829199900323,0.06593279902253647,0.0,0.6367842809874312,0.3238716576351703,0.15678258314782367,-0.06535545235891221,-0.030385513457028245,0.3277634309773018,0.2012175542947745,0.20303347149895756,0.17456407283800435,0.0943616726932445,0.17669785971895188,D_Sample1
01_39_95__s1,organoid,5171.0,2450.0,D_Sample1,GRCm39,2450,5171,7982,1,39,95,A1,D3,H11,1.643782633919938,shGFP,9514.0,2542,0,3,6,1,3,Generalist NE,0.96187009764906,0.0,0.0,0.0,0.0,0.03812990235093994,0.0,0.0,0.96187009764906,0.3746459830800157,0.19522849751766225,-0.08675955958271084,-0.03693511510672951,0.40322723601127464,0.17383728508427854,0.2199240545264195,-0.04203318904859951,0.015019778938031886,0.12371937527394761,D_Sample1
01_40_07__s1,organoid,12660.0,4243.0,D_Sample1,GRCm39,4243,12660,19587,1,40,7,A1,D4,A7,0.584518167456556,shGFP,10840.0,4210,12,2,7,12,2,Neuroendocrine1,0.45034512018102324,0.0,0.0,0.0,0.0,0.5496548798189769,0.0,0.0,0.5496548798189769,0.38087451535107414,0.29323388864596417,-0.10312620271652742,-0.04695822766729897,0.20949975553622224,0.250120753184226,0.10564878685921436,-0.04280104314386761,0.010879389179389506,0.1321698475559866,D_Sample1
01_40_41__s1,organoid,13820.0,4532.0,D_Sample1,GRCm39,4532,13820,21733,1,40,41,A1,D4,D5,1.2735166425470335,shGFP,10900.0,4496,7,4,12,8,4,Neuroendocrine1,0.1814505448527985,0.0,0.0,0.0,0.0,0.8185494551472015,0.0,0.0,0.8185494551472015,0.3948145302933217,0.22094505758293564,-0.08607817986835221,-0.05009637288017174,0.2149767388236215,0.4328085851906411,0.22811962883316567,0.05776228088675181,0.040519230399845535,-0.019988724394780222,D_Sample1
01_41_33__s1,organoid,10038.0,3765.0,D_Sample1,GRCm39,3765,10038,15296,1,41,33,A1,D5,C9,1.4644351464435146,shGFP,10028.0,3756,2,1,4,0,1,Generalist NE,0.6512620208866327,0.0,0.0,0.0,0.0,0.34873797911336735,0.0,0.0,0.6512620208866327,0.3845361683094919,0.21245008981265895,-0.09610014564195635,-0.05916977981027558,0.24305238367056148,0.501485780972011,0.3487664265271119,-0.035548838772968466,-0.005474998952250745,-0.004922046909883099,D_Sample1
01_41_49__s1,organoid,11593.0,3914.0,D_Sample1,GRCm39,3914,11593,17830,1,41,49,A1,D5,E1,1.3111360303631503,shGFP,10701.0,3895,8,1,10,0,1,Generalist NE,0.5730672069733723,0.0,0.0,0.0,0.0,0.0,0.4269327930266275,0.0,0.5730672069733723,0.24365719079848694,0.12259317251495544,-0.07800866748922236,-0.05011925217121608,0.2301233202554992,-0.032839241965376686,0.040154010034970405,0.06431396712325838,-0.023333921717062778,0.015966937090358124,D_Sample1
01_42_66__s1,organoid,7109.0,3015.0,D_Sample1,GRCm39,3015,7109,10814,1,42,66,A1,D6,F6,1.5754677169784779,shGFP,9218.0,3006,2,4,12,0,4,Generalist NE,0.8194197743540752,0.0,0.0,0.0,0.0,0.180580225645925,0.0,0.0,0.8194197743540752,0.39425421511273384,0.30377144013948265,-0.08089921241922085,-0.04781285265930836,0.17674938405312207,0.6924685007403903,0.41109227100387363,0.06740599563011618,0.043547414107819135,0.07843978202670945,D_Sample1
01_43_62__s1,organoid,13966.0,4424.0,D_Sample1,GRCm39,4424,13966,21467,1,43,62,A1,D7,F2,1.732779607618502,shGFP,10841.0,4389,8,1,11,0,1,Generalist NE,0.7248233723512557,0.0,0.0,0.0,0.0,0.0,0.2751766276487442,0.0,0.7248233723512557,0.29795265289205486,0.09224644896084438,-0.08601619733671431,-0.056748693803736344,0.33628393861606204,-0.04545695755916168,0.1404394476612363,0.012087988967197344,-0.04710632554333612,0.13262968936301048,D_Sample1
01_44_38__s1,organoid,10214.0,3994.0,D_Sample1,GRCm39,3994,10214,15915,1,44,38,A1,D8,D2,1.4685725474838458,shGFP,10165.0,3974,2,4,12,0,4,Generalist NE,0.6561600832965396,0.0,0.0,0.0,0.0,0.3438399167034605,0.0,0.0,0.6561600832965396,0.36003599616462173,0.2696606523276801,-0.09826429739543399,-0.054232397783134725,0.21023958729286168,0.3641411791172325,0.39065113990816797,0.05650524153759803,0.1592116273339517,0.06942902453438946,D_Sample1
01_44_67__s1,organoid,5030.0,2578.0,D_Sample1,GRCm39,2578,5030,7802,1,44,67,A1,D8,F7,1.94831013916501,shGFP,9252.0,2694,15,2,8,18,2,Generalist NE,0.6458757638240858,0.0,0.0,0.0,0.0,0.2197183948378806,0.13440584133803346,0.0,0.6458757638240858,0.2572164344652468,0.14878170643355465,-0.09513109868018733,-0.04161248541802632,0.4787808949467233,0.42340167314364685,0.03958443930983424,-0.09713839422880664,0.08155789468419856,-0.1242645672038892,D_Sample1
01_44_77__s1,organoid,5259.0,2490.0,D_Sample1,GRCm39,2490,5259,8202,1,44,77,A1,D8,G5,2.700133105153071,shGFP,9157.0,2559,1,2,8,2,2,Neuroendocrine1,0.25761965765610084,0.0,0.0,0.0,0.0,0.7423803423438995,0.0,0.0,0.7423803423438995,0.36917159577601305,0.25558186451380505,-0.08508688700185682,-0.036304883400757854,-0.14638256183313186,0.4973038625451982,0.19803748422688072,-0.010273756569591536,-0.001010025285215349,0.16950188359358523,D_Sample1
01_45_55__s1,organoid,13074.0,4463.0,D_Sample1,GRCm39,4463,13074,20177,1,45,55,A1,D9,E7,1.950435979807251,shGFP,10917.0,4433,1,2,2,2,2,Neuroendocrine1,0.24431108770874838,0.0,0.0,0.0,0.0,0.7556889122912517,0.0,0.0,0.7556889122912517,0.4820683695848156,0.41387928627774123,-0.11346161629566692,-0.04977779798414547,0.10804493859132391,0.581522414247191,0.4842406260027466,0.08220563226722685,-0.026858287862461097,0.16321792158895027,D_Sample1
01_45_95__s1,organoid,6241.0,2787.0,D_Sample1,GRCm39,2787,6241,9609,1,45,95,A1,D9,H11,1.377984297388239,shGFP,9169.0,2789,1,7,20,2,7,Generalist NE,0.9879371564464394,0.0,0.0,0.0,0.0,0.0,0.01206284355356041,0.0,0.9879371564464394,0.3378920985623526,0.1863456168477412,-0.08115507956722048,-0.049414706086246846,0.37396410796369334,0.04362544014663139,0.05506373002047649,-0.08704917525088253,-0.035388051348034244,0.14885258652215438,D_Sample1
01_46_21__s1,organoid,10323.0,3804.0,D_Sample1,GRCm39,3804,10323,15914,1,46,21,A1,D10,B9,0.910588007362201,shGFP,10232.0,3783,2,4,12,0,4,Generalist NE,0.5549377853837792,0.0,0.0,0.0,0.0,0.4450622146162209,0.0,0.0,0.5549377853837792,0.3548554243784824,0.2796029795960499,-0.08072376201471923,-0.040990050346085556,0.20016998866235747,0.4272585096296275,0.36052369176925375,0.1332101035959114,0.08416325580774518,0.1961839333987223,D_Sample1
01_46_73__s1,organoid,13276.0,4302.0,D_Sample1,GRCm39,4302,13276,20212,1,46,73,A1,D10,G1,4.376318168122928,shGFP,10823.0,4284,2,5,8,0,5,Generalist NE,0.8477807942567791,0.0,0.0,0.0,0.0,0.15221920574322095,0.0,0.0,0.8477807942567791,0.38028475688146984,0.19632211588983106,-0.10711729294855057,-0.05580429211663031,0.27569846366528417,0.2002639341382661,0.31605822651141535,0.07302739640144384,0.08729328770570798,0.027289436193762312,D_Sample1
01_46_91__s1,organoid,3249.0,1932.0,D_Sample1,GRCm39,1932,3249,4939,1,46,91,A1,D10,H7,1.5081563558017852,shGFP,8510.0,2547,12,2,7,12,2,Generalist NE,0.9814714291681441,0.0,0.0,0.0,0.0,0.014200761768546804,0.004327809063308964,0.0,0.9814714291681441,0.3578940663102669,0.23078559431405832,-0.08986911655230727,-0.04475508783576558,0.37324883615659205,0.15888257253584198,0.09709345305033046,0.04292710864660154,0.02176135297759424,0.1344180222149452,D_Sample1
01_47_19__s1,organoid,5824.0,3001.0,D_Sample1,GRCm39,3001,5824,9014,1,47,19,A1,D11,B7,1.3736263736263736,shGFP,9065.0,3012,10,3,6,9,3,Generalist NE,0.9425848700724475,0.0,0.0,0.0,0.0,0.029069277806220085,0.02834585212133251,0.0,0.9425848700724475,0.30704363744560126,0.20652391725851377,-0.08947691390081294,-0.034026223332187584,0.42735380254747146,0.21641821550800389,0.34596812502477026,0.03239570912646342,0.05153627506417757,-0.052238663854430295,D_Sample1
01_47_46__s1,organoid,14515.0,4827.0,D_Sample1,GRCm39,4827,14515,23246,1,47,46,A1,D11,D10,0.99207716155701,shGFP,10963.0,4788,1,2,2,2,2,Generalist NE,0.9354993081866094,0.0,0.0,0.0,0.0,0.06450069181339056,0.0,0.0,0.9354993081866094,0.42675077647940746,0.22687007869066766,-0.12806827359315248,-0.055958845596283155,0.23106100864406215,0.3452077335746075,0.1381854924245035,-0.02966444899853668,0.06184311420589764,0.16023708628266223,D_Sample1
01_47_82__s1,organoid,8992.0,3653.0,D_Sample1,GRCm39,3653,8992,13704,1,47,82,A1,D11,G10,1.6347864768683273,shGFP,9381.0,3633,4,1,3,5,1,Generalist NE,0.9078752661485237,0.0,0.0,0.0,0.0,0.006969036724143365,0.08515569712733279,0.0,0.9078752661485237,0.3295625713791016,0.12687896101516122,-0.08588947503881963,-0.05564576078449295,0.35613771484385054,0.0005617544649284545,0.22525018066276664,0.011218318634451496,-0.009046200681288502,0.17738964090291104,D_Sample1
01_48_12__s1,organoid,9264.0,3899.0,D_Sample1,GRCm39,3899,9264,14251,1,48,12,A1,D12,A12,0.7879965457685665,shGFP,9466.0,3878,4,1,3,5,1,Generalist NE,0.9251306783439958,0.0,0.0,0.0,0.0,0.0,0.07486932165600402,0.0,0.9251306783439958,0.2266296918776486,0.16416682802815946,-0.09420144225074265,-0.04798876044212306,0.46190668194111006,-0.0604502629488049,-0.10783455735487238,-0.14068796234450434,0.02264750636112836,-0.05799598533656361,D_Sample1
01_48_26__s1,organoid,16090.0,4810.0,D_Sample1,GRCm39,4810,16090,25253,1,48,26,A1,D12,C2,1.4170292106898694,shGFP,10777.0,4630,1,2,2,2,2,Generalist NE,0.550669107428883,0.0,0.0,0.0,0.0,0.449330892571117,0.0,0.0,0.550669107428883,0.4202220373777059,0.2425228206913156,-0.10155576846495053,-0.05135517251661632,0.2518005742184996,0.3351680617310308,0.20183640294196575,-0.04903597269749879,0.07529829294662795,0.061472608704067316,D_Sample1
01_48_41__s1,organoid,11184.0,4109.0,D_Sample1,GRCm39,4109,11184,17535,1,48,41,A1,D12,D5,2.771816881258941,shGFP,10653.0,4074,7,5,17,8,5,Generalist NE,0.6848314183321329,0.0,0.0,0.0,0.0,0.3151685816678669,0.0,0.0,0.6848314183321329,0.34263556114954785,0.3125687505501782,-0.06927588512751887,-0.04150532474080974,0.11969850575989749,0.2308427716183442,0.15193953791992304,0.20061629503425227,0.13381157432273233,0.34491895466116285,D_Sample1
01_48_48__s1,organoid,19572.0,5203.0,D_Sample1,GRCm39,5203,19572,30326,1,48,48,A1,D12,D12,1.5072552626200695,shGFP,10834.0,4416,3,3,6,4,3,Neuroendocrine1,0.35063402085951284,0.0,0.0,0.0,0.0,0.649365979140487,0.0,0.0,0.649365979140487,0.2564322671338709,0.19483375718707713,-0.10113553923441272,-0.05810957745827509,0.3474359572183578,0.3195707208634309,0.35533408025090296,0.07743859794510505,0.0682559643115734,0.11981151340354615,D_Sample1
01_49_04__s1,organoid,7637.0,3325.0,D_Sample1,GRCm39,3325,7637,11842,1,49,4,A1,E1,A4,2.3045698572737985,shGFP,9184.0,3308,2,1,10,0,1,Generalist NE,0.7757873926124439,0.0,0.0,0.0,0.0,0.18840811364125887,0.035804493746297225,0.0,0.7757873926124439,0.3057470072034265,0.214873896557863,-0.09568424643554434,-0.03671633486363711,0.331837467122427,0.1575686305408528,0.24771950436038948,-0.0060348390807110075,0.11449940676535364,-0.06110320619024176,D_Sample1
01_49_10__s1,organoid,5895.0,2673.0,D_Sample1,GRCm39,2673,5895,9208,1,49,10,A1,E1,A10,2.7311280746395252,shGFP,9129.0,2687,2,1,4,0,1,Generalist NE,0.5018202247628284,0.0,0.0,0.0,0.0,0.4981797752371716,0.0,0.0,0.5018202247628284,0.39429269527047384,0.26849572584847914,-0.08532085142038956,-0.05269181108479856,0.10308300964353678,0.12346409437810818,0.2478920000096277,-0.0039005763525767623,0.027835807140782737,0.1226606022725972,D_Sample1
01_49_63__s1,organoid,9135.0,3593.0,D_Sample1,GRCm39,3593,9135,13997,1,49,63,A1,E1,F3,0.7991242474001095,shGFP,9453.0,3575,3,3,6,4,3,Generalist NE,1.0000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000000000000002,0.2995347150722337,0.1439953676538997,-0.08764258619124721,-0.023614607637015186,0.40408758235657277,0.04574357019695968,0.029777058006685175,-0.05688102166610477,-0.008421576921288573,0.20084337403386024,D_Sample1
01_50_10__s1,organoid,8385.0,3175.0,D_Sample1,GRCm39,3175,8385,12957,1,50,10,A1,E2,A10,0.9779367918902804,shGFP,9331.0,3160,1,2,15,2,2,Generalist NE,0.5029624074690866,0.0,0.0,0.0,0.0,0.4970375925309133,0.0,0.0,0.5029624074690866,0.33922247707181996,0.23307902174919892,-0.08126850327119584,-0.03722102608937943,0.22445383332978663,0.4899612841672161,0.15911570482726273,-0.02844778396691533,-0.033237546649816124,0.14424930519159104,D_Sample1
01_50_14__s1,organoid,8925.0,3409.0,D_Sample1,GRCm39,3409,8925,13954,1,50,14,A1,E2,B2,1.1540616246498598,shGFP,9419.0,3403,8,1,18,0,1,Generalist NE,0.7506765842111328,0.0,0.0,0.0,0.0,0.0,0.24932341578886708,0.0,0.7506765842111328,0.2871307898455674,0.24377092854395238,-0.09328269818008125,-0.05186064057243854,0.22306562572477256,0.19908414191283913,0.16129476105471743,-0.02275481106801233,0.15546279165858573,-0.050394443765135216,D_Sample1
01_50_68__s1,organoid,7276.0,3128.0,D_Sample1,GRCm39,3128,7276,11130,1,50,68,A1,E2,F8,1.0032985156679493,shGFP,9183.0,3114,7,1,9,8,1,Neuroendocrine1,0.393025693711591,0.0,0.0,0.0,0.0,0.6069743062884092,0.0,0.0,0.6069743062884092,0.3693780115860381,0.20277728149306168,-0.07871678413305588,-0.03878031487828347,0.15677795059840172,0.2812146894563714,0.2220590307986141,0.09576858991108142,0.15193429875768993,0.19524817433071465,D_Sample1
01_50_79__s1,organoid,5328.0,2692.0,D_Sample1,GRCm39,2692,5328,8229,1,50,79,A1,E2,G7,0.5255255255255256,shGFP,9224.0,2719,3,3,6,4,3,Generalist NE,0.9862849035765522,0.0,0.0,0.0,0.0,0.01371509642344791,0.0,0.0,0.9862849035765522,0.3410293684253859,0.24804624447824625,-0.0906140975916427,-0.03655741717864382,0.43500336528200273,0.2815995721833134,0.25919581714170215,0.10948161866002581,0.05966010274172079,0.07468687082222439,D_Sample1
01_51_19__s1,organoid,13894.0,4357.0,D_Sample1,GRCm39,4357,13894,21281,1,51,19,A1,E3,B7,1.1875629768245286,shGFP,10828.0,4323,3,3,10,4,3,Generalist NE,0.7921496488528305,0.0,0.0,0.0,0.0,0.20785035114716965,0.0,0.0,0.7921496488528305,0.293865010570863,0.19639178583705175,-0.08687217235510904,-0.05833575183576555,0.32298673611876266,0.23028611320866788,0.21712610812804223,0.027060771530427685,-0.011615049680519463,0.11620279431445008,D_Sample1
01_51_59__s1,organoid,14511.0,4329.0,D_Sample1,GRCm39,4329,14511,22514,1,51,59,A1,E3,E11,1.2886775549583074,shGFP,10739.0,4188,7,1,9,8,1,Generalist NE,0.943871270261555,0.0,0.0,0.0,0.0,0.056128729738445154,0.0,0.0,0.943871270261555,0.17986471072485127,0.1553580073299788,-0.03864930253408061,-0.0418978940823468,0.3481840562214461,0.1759222143048388,0.1846958009481848,0.15287012052496324,0.11355429460930784,0.2143177895301052,D_Sample1
01_52_06__s1,organoid,15584.0,4650.0,D_Sample1,GRCm39,4650,15584,24189,1,52,6,A1,E4,A6,0.8406057494866529,shGFP,10720.0,4513,7,1,9,8,1,Neuroendocrine1,0.2712428489049348,0.0,0.0,0.0,0.0,0.7287571510950654,0.0,0.0,0.7287571510950654,0.3566846965378162,0.2255356448264973,-0.09227349269448346,-0.059604684173819686,0.3070533051704884,0.37805933696529326,0.25589027316023255,-0.007143778783772842,0.06416709726935899,0.06911580451704274,D_Sample1
01_52_24__s1,organoid,5968.0,2769.0,D_Sample1,GRCm39,2769,5968,9273,1,52,24,A1,E4,B12,1.5918230563002682,shGFP,9221.0,2787,2,1,3,0,1,Generalist NE,0.7529082279884682,0.0,0.0,0.0,0.0,0.0,0.24709177201153162,0.0,0.7529082279884682,0.29742097770773435,0.26491052754747496,-0.08636976426721742,-0.04954649271174652,0.3121591072679142,0.2960554831484478,0.16930885138429455,0.04213455781966044,0.1076044792551408,-0.1063405310877272,D_Sample1
01_52_43__s1,organoid,6899.0,3227.0,D_Sample1,GRCm39,3227,6899,11084,1,52,43,A1,E4,D7,1.1161037831569793,shGFP,9172.0,3208,4,1,3,5,1,Generalist NE,0.6634806790293569,0.0,0.0,0.0,0.0,0.0,0.336519320970643,0.0,0.6634806790293569,0.2975041942168713,0.19280061511614816,-0.09120677352128011,-0.03965593478332535,0.36685931541637334,0.058166606023053014,0.2432615126432589,-0.026446325017806888,-0.010711008834728586,-0.07243968080157245,D_Sample1
01_52_95__s1,organoid,8194.0,3140.0,D_Sample1,GRCm39,3140,8194,12531,1,52,95,A1,E4,H11,1.6719550890895778,shGFP,9292.0,3123,1,2,2,2,2,Generalist NE,0.9315612368315977,0.0,0.0,0.0,0.0,0.06843876316840222,0.0,0.0,0.9315612368315977,0.329572608248752,0.23478529114931146,-0.0789084108063447,-0.037981687773057916,0.28797185310373635,0.28121009528819535,0.2585834959313741,-0.06951981033446603,0.07506006015702936,0.09049280613005725,D_Sample1
01_53_94__s1,organoid,3389.0,1972.0,D_Sample1,GRCm39,1972,3389,5204,1,53,94,A1,E5,H10,1.091767483033343,shGFP,8539.0,2558,8,1,10,0,1,Generalist NE,0.7436816277804842,0.0,0.0,0.0,0.0,0.0,0.25631837221951603,0.0,0.7436816277804842,0.33234922759602004,0.2544537787182996,-0.07404005105711818,-0.042139728209585836,0.3069176867877621,0.2018595449468093,0.058148859542286324,0.00840043855775402,0.09142482550985637,0.10356593128754804,D_Sample1
