,AHR,ARID5B,ASCL1,BACH1,BACH2,BBX,BCL6,CD44,CREB1,CUX1,CUX2,EBF3,EGR1,EHF,ELF5,EPAS1,EPCAM,ESR1,ETS1,FOS,FOSB,FOXO3,FOXP1,GATA6,GLIS3,GRHL2,HES1,HIF1A,HSF2,ICAM1,JUN,JUNB,JUND,KMT2A,LCOR,LMX1B,MECOM,MEIS2,NCAM1,NEUROG2,NFATC2,NFE2L2,NFIA,NFIB,NFIX,NFKB1,NFYC,NPAS2,NR2F2,NR3C2,NR6A1,PBX1,PKNOX2,PLAGL1,PPARG,PRDM16,PROX1,RARB,RARG,RBPJ,REL,REST,RORA,RORB,RUNX1,RUNX2,SIX1,SIX4,SMAD3,SOX11,SOX5,SOX6,SOX9,SP100,SP110,STAT1,STAT2,STAT4,TBX15,TCF12,TCF4,TCF7L1,TCF7L2,TEAD1,TEAD4,TFDP1,THRB,ZBTB18,ZBTB20,ZBTB7A,ZEB1,ZFP423,RORA_RORB
01_01_21__s1,0.065779321992606,0.9430842730251998,0.9861521039811312,0.2754452869682895,0.2809459367117768,0.6443581916312807,0.0795627836125129,0.0178562573598154,0.697652384016217,1.1385840842881931,1.0860032350941689,0.0001191075776638,0.2357731599859629,0.3571334965715891,0.0028230230093388,0.0581504641621792,1.2080302069926665,0.0110824402874093,0.2571389880284163,0.0558017645155491,0.0222064321286093,0.4508787221870112,2.5800838141231295,0.0297319161989467,1.8088734305784864,0.7198164114017129,0.0146939897118219,0.6503860939310306,0.2656881237736478,0.0028269765067601,0.3146691494125145,0.0485831259805484,0.1664577701983063,1.3599316170426865,1.003155082473645,0.4546619099877435,0.0694623172623722,2.458177626643557,1.799896136526359,2.3125861880386674e-05,0.412612945087173,0.2027538478816703,0.1220001912703559,2.7489053530582592,0.7078046637046369,0.3421144322640158,0.6499477838542211,0.1659498131432839,0.1749455517965396,0.7200862743183258,0.8296123712744977,2.340817820372735,0.628852043062676,0.0043215760794074,0.0497603303870088,0.0211226390447028,1.309349170443917,0.1428113188903018,0.006832448488183,0.5193140509228473,0.0058250673430598,0.0040717927443397,0.7789200080742584,0.5035078177394418,0.0532084279834765,0.0247908683450167,0.5084133129798261,0.273196318482942,0.0635895160345886,0.9223640544163828,1.47824811895009,0.809424390005553,0.0044584485372356,0.0047388766701215,0.0003016276012389,0.170055712086595,0.1733377909954616,0.003776074617874,0.319750449650157,1.7970921816034011,1.7300514559820428,0.428383525805829,0.0036371736567141,1.4356253894828512,0.0047861397738214,0.7468085270469299,0.413213411419111,0.2316311786816824,2.037041792513115,0.1929964854405177,0.2556720519354477,0.113006990331289,0.6412139129068501
01_01_34__s1,0.0605407242223727,0.4754711711521674,1.3269833267488391,0.2498373173817029,0.161006613518724,0.6177605401425147,0.0735239475122686,0.0076763810967338,0.6862970758534549,1.0033044230243346,0.765793825311805,9.692596478070438e-05,0.347743602862586,0.3558380220198232,0.0018960050169846,0.0379498505277268,1.455983533423279,0.011393593487901,0.2767177209558252,0.0659904245109576,0.036607479539474,0.4579698377701715,2.461647730840926,0.012454503162711,1.669250153325845,0.6166743989232053,0.0191727754440424,0.6679230824613013,0.3632477007554349,0.0082707496370662,0.2815249645944198,0.0470321373427431,0.1473814883392915,1.3351488275507697,1.0330449601369258,0.5202066555772942,0.0512480086058312,2.868421747074139,1.495905794227613,1.0810185948473075e-05,0.4179435785118263,0.1786423216420177,0.0854206238253733,2.711401219454946,0.3733290422950332,0.242360655394388,0.5839132465018715,0.1525054202956418,0.1668907079669361,0.8723214138814788,0.7671840010949358,2.3658635434222477,0.3781380589366396,0.0021969781309637,0.0545906371164062,0.0284103969705493,1.4246393495857936,0.1170992437797792,0.0026051595413989,0.5643232796725006,0.002859486553937,0.0020641474148236,0.8473906966212557,0.7474113979726186,0.0603228716355675,0.0154390304600304,0.3518458897024883,0.2260088118304413,0.1159266284028112,1.1353465969523704,1.2415903920462152,1.714505809193487,0.0009069724180951,0.0020368393731649,3.663662738531881e-05,0.1134265144685855,0.1354159004779306,0.0021042207639073,0.3628153339015096,1.6368790782879226,1.5244068483503517,0.4080505883550083,0.0025097628550614,1.0669997151017827,0.0005119147357788,0.7113498766778408,0.3518858984284304,0.198898140338954,1.332802289384928,0.1672914007416917,0.0722827577004709,0.1457770311119472,0.7974010472969371
01_01_77__s1,0.0603750113352535,0.9482787790644448,1.161165497562677,0.3412716897503604,0.1737341399243666,0.8130258503619151,0.0949757044849578,0.0140611377737896,0.7272415393997627,1.1163537508113033,0.9860539379275668,0.0002363813431498,0.2678881656790214,0.5987947023562262,0.0074932520856128,0.0372243577055811,1.303869386561865,0.005705080731638,0.2278618733217724,0.0475154950512162,0.0463425549970298,0.5137683078825214,2.644599910977754,0.0227954477203959,1.9575665814329877,0.8436741594007166,0.0260965332093618,0.5972345106106766,0.262657873006375,0.0026185394639433,0.3257741010167397,0.0731919504401103,0.1747478197807028,1.2347066817522685,1.024592687954462,0.5658400640507579,0.0724151329724851,2.80267434679855,1.6880739698677607,4.326244049462794e-05,0.5051483280238102,0.2135007666983805,0.0891623517473022,2.734182363415399,0.4717167917600541,0.3131113460330045,0.5684330998163455,0.1317346998464977,0.1500078892745063,0.9466357332483454,0.8698521125472767,2.298450434355955,0.6909242571259314,0.0122219023633969,0.0693811965107698,0.0187526575352731,1.2584837916166982,0.2190410071625172,0.0068255252571077,0.5625232805018733,0.005252731157176,0.0059741331629935,1.1697705958416686,0.7881805383244536,0.0905345091877141,0.0182837725826106,0.4052896874807803,0.2521836312372842,0.1335729133528716,1.0270133958775969,0.8986710155299492,1.5773498682185425,0.0011069324381751,0.0045279171289139,0.0001317533491004,0.1848572649195468,0.1336588625616151,0.0029943598892495,0.3214778477762207,1.7958284302277472,1.7093717726178177,0.4241551714914237,0.0099998123867469,1.5755612133970602,0.0025383616386198,0.6370296007731951,0.5424705947956452,0.1884165689552867,1.769994485170211,0.1984293672798448,0.1682879929046703,0.092784554146534,0.9789755670830612
01_02_36__s1,0.060054431245104,0.4029008703191285,1.390883521095113,0.2167139526360668,0.1801269680239403,0.4664764971429787,0.0535485976782562,0.0152153863549906,0.5553575597414125,1.089596227701008,1.272627231172882,0.0009467317846222,0.2037342519314745,0.1833230880562713,0.0022531448080756,0.1053266885619211,1.1310707332327818,0.007292013879485,0.2408738651745056,0.0338673632442691,0.0112379652783458,0.6106622971800976,2.466657750153106,0.0223877887623071,2.0047996833226165,0.4318872979826291,0.0137801586771691,0.6718969347760761,0.2786378282010762,0.0037794654212051,0.2648727182140802,0.0514480535185867,0.167016459248621,1.2701750251157446,0.8578170242915835,0.5924109769065081,0.0470859534817145,2.3242461141558732,1.8172300828628627,0.0,0.618172126030051,0.188270578372398,0.1271414864767323,2.1938826460229985,0.4132197977656012,0.3470456671721669,0.4250103539885689,0.1454940166791478,0.1740303293236634,0.4135908185814054,0.8983144869943159,2.207769673719886,0.5533633940241267,0.0031026786603378,0.0539366972353246,0.0172718616381534,1.4266164931084475,0.0704250758975154,0.0158733693823269,0.5038173765500219,0.0046603132894933,0.0022772290853758,0.96710964179719,0.2941495800179528,0.0546949917488682,0.0163458498298567,0.3804219088339692,0.3008450903962991,0.0393789475791168,0.7647660183747296,1.4226409011178254,0.4930791566832649,0.0011451183748933,0.0040922027279724,0.0005568721044872,0.1447456493253539,0.106693394946131,0.0051917164877155,0.2672549702758033,1.6863589773934728,1.267816850350299,0.3810847549432032,0.0008292256521167,1.3189032540988246,0.0011724691585566,0.7224725704807197,0.2956513611191921,0.2226352874388409,2.0116476226099347,0.2506287941499139,0.3430110606004676,0.0830353104533878,0.6306296109075714
01_02_79__s1,0.0537398989419223,0.9473131459243952,0.7671836777925941,0.2494745397827024,0.4698592576500909,0.9047180336888834,0.1038363632097125,0.0319245142059105,0.5672789121729586,1.0811428712512674,1.151536870138466,0.0010260201787668,0.131659939640125,0.1124977223386891,0.0005239646883629,0.0420221635341001,0.6503800864218123,0.0670725282925271,0.1168864119071031,0.0347764227034101,0.0137145019992707,0.7225690045382115,2.526262877758497,0.0686525503951241,0.9115387092327836,0.431203915069406,0.0082799713035105,0.6156873366904138,0.2670131018333894,0.0035106469320572,0.1878530150716651,0.0486598251772634,0.1102978699099086,1.2174795921327517,0.9636578896491084,0.7543603871233595,0.1303543577915556,2.2501274789703207,1.7496318674297608,4.581044732147624e-05,0.4472349810387246,0.1501552607665463,0.1918397301086959,3.5983242086010563,1.152768479768456,0.390417246945714,0.6596725440879289,0.1418322634698403,0.1792274989006315,0.6912978932525747,0.8031397362398524,2.0500879656232183,0.6190512284209958,0.0145780485949125,0.0531920710524544,0.0075833088367512,1.1043414463967889,0.2658457699502212,0.0073417493064146,0.6257654755478099,0.0143766215725075,0.0074438134161225,1.482087172349545,0.5096509732463489,0.1197964728109607,0.0166375367273704,0.4415024077598145,0.2212355595111382,0.0307126425259509,0.6359785816926955,0.9559718873430464,0.5149503442190179,0.0106544419074664,0.0062515193860232,0.0002629325926588,0.1294456691769009,0.1116794752468296,0.00203685395583,0.3338780214020828,1.968096652393488,1.6895247227298926,0.2896971956317247,0.0049954651160102,1.6123461141410924,0.0184287509994751,0.6124289370862313,0.2366221146720637,0.2074061720668317,2.118702528514034,0.1693655850741617,1.129554114521114,0.0574628336256507,0.9958690727979468
01_02_95__s1,0.063736570052736,0.8615717016791653,1.2707906422625803,0.2484973291931906,0.1479642600634058,0.6859453909902082,0.0716458782010744,0.0140596767203283,0.6221443798259149,1.04535243867493,1.0590513151736205,0.0008027088974748,0.2459511951808238,0.5014414959678749,0.0045614904136161,0.0494676074447349,1.2167825304447637,0.0062029889326648,0.234624390832811,0.0463929402885643,0.0403914252895011,0.5063312428431805,2.4160170379358026,0.0169798407735438,1.845928801852626,0.6857382740389261,0.0135409942166765,0.6614409861475697,0.2561399138022752,0.0024453700150597,0.4638413029296744,0.068561211247881,0.1885909634522242,1.209827172319258,1.153461099252699,0.4631460466807934,0.0593385211810718,2.6140608862987973,1.6921995297895982,1.007776133449437e-05,0.4553946186284357,0.2154570414331131,0.0909076383857655,2.5793511201130706,0.5080184026903246,0.3063242934252893,0.4991718673102949,0.1417091525955262,0.1679384628047273,0.6448588517751833,0.8988047077802139,2.1602777733623406,0.4643011461622521,0.0035680338171551,0.0595465011878698,0.0105369310233717,1.2908776634100716,0.1139698687930197,0.0055517762352273,0.4555060486543923,0.0073483172849236,0.0040579182949562,0.5777500439703388,0.4574181384565072,0.0658815648011273,0.0141439282307493,0.3990395647251317,0.3360851160646405,0.0896496577005121,0.923064507735184,0.8949950714098848,0.5840259374390248,0.0012612749935505,0.0019580183838768,0.000175803593083,0.177176962747375,0.1190624336535769,0.001792789783957,0.3349184222981323,1.692516269769872,1.542132339131013,0.3340166162530994,0.0026984749179187,1.3881153816617744,0.0027844782547629,0.7756162625743955,0.260402254810524,0.2479228382111942,1.285925836045671,0.187401375399348,0.1577368608309696,0.0703276991994566,0.5175840912134231
01_03_04__s1,0.0764903883353883,0.8278572675955362,1.113358715544644,0.2302710962086938,0.3900833285461109,0.6821824765202968,0.0775006601382934,0.0233812271273737,0.5623648907097653,1.1442477935703066,1.2202101218391763,0.0001310519085454,0.174623212016014,0.1517574922074683,0.0024572814074952,0.0370065628135648,0.8028579648862405,0.0127146067583402,0.2474890903747173,0.0458752460730451,0.0256545153526504,0.6967234710051292,2.5138567469990156,0.0298116838233273,1.2682439974995137,0.5682654535835794,0.0115050982061454,0.6556739925761713,0.3133927442243536,0.0029090633445518,0.3135563682296015,0.0410303186478636,0.1193159962588358,1.295424178942672,0.9597006048575392,0.6224351691876343,0.2088496857474176,2.011473157323552,1.8477163954007183,6.947937479182745e-06,0.4638866164090921,0.1815694394138326,0.2487116825231382,3.012206082305142,0.7183619171176756,0.3116262678657782,0.5155761927389155,0.1494306819621581,0.2187686112093963,0.6219817469110548,0.8508694891289857,2.5320415165278005,0.5353040691294039,0.0059950398700113,0.0477110882442052,0.0269409173113989,1.3177176100238377,0.3131182960308872,0.0082051907092219,0.5509113432897832,0.0088685582300428,0.0037423683175164,1.30017633040294,0.4842899019462787,0.0645048763198004,0.0242934472189433,0.3317035910292833,0.2715607027100101,0.0590701835410367,0.7038185729169294,1.559944809458304,1.3841563693582586,0.0040086925040841,0.0061687534296527,0.0008689926665294,0.1621151215105039,0.1341096135636824,0.0018663723914681,0.3949365340647247,1.791154812881546,1.6715793452173018,0.4271432783103158,0.0093007663644349,1.4845302943714735,0.007696197128034,0.7174546048313771,0.3440242815579007,0.2282222690538389,2.017900515758253,0.1932608715433835,0.5335946024968498,0.1094605953282247,0.8922331161746094
01_03_10__s1,0.0440216304135265,0.8663789600077664,1.2286071332978798,0.2867621759156996,0.5040380488722132,0.7285774046695723,0.0854126536838895,0.0342053216303754,0.6297131509509158,1.2369731401927857,0.6799952093065624,0.0002247844723667,0.1581400048840103,0.1589667291091531,0.0020260106154073,0.0290421019185482,1.1984172626312772,0.0564300965904857,0.1192438026119919,0.0595509862286532,0.0181457496286461,0.6304823745124035,2.458790808111371,0.0688153054470226,0.8761601107554671,0.6416656811725887,0.0135923855912224,0.6040162064676046,0.3210419256978115,0.0037859751365475,0.310321136866994,0.0637550320642777,0.167793079865074,1.3663318861913718,1.0284080267571534,0.7138708154752896,0.1178308345318365,2.275821877010647,1.7015842755385908,0.0,0.3981705863603734,0.1607637755578346,0.3071694275429737,3.8760776499481095,1.4814040119194876,0.3549697061440539,0.6224440680171685,0.2280782956054711,0.33061183648051,0.5720364691349005,0.8384449698829067,2.101612292905438,0.9477273180667596,0.0064879904867758,0.0626559401529722,0.0202118982160894,1.1970432346026134,0.2142812091667974,0.0087517923077029,0.5533895859555479,0.0174900403639559,0.0037413892483355,1.2222876742557198,0.7790285050846071,0.2200313454429591,0.0151028581360903,0.6049323468458169,0.3659493959061098,0.0560962530771409,1.0781127703551432,0.9279186450195906,0.6037983037715164,0.0140123639144734,0.0070967987821914,0.0002542731304485,0.1442961528053232,0.1182421118041043,0.0041010213592958,0.2756172433487325,1.8254554267217704,1.665422236775221,0.3851200798771157,0.0153783704054391,1.543804669760135,0.0299460483446614,0.661762312409216,0.2058408782489352,0.2366422780373454,2.19499540788616,0.2082801849534283,0.8598640593762555,0.0736416335687995,1.0006580896701631
01_04_08__s1,0.0572626870349941,0.9936565945569504,1.1228058312264777,0.2510609301168818,0.7758067755824742,0.7916483461213728,0.048611265668279,0.0250969937690684,0.6654557732587617,1.263770824410153,0.7790791331879032,0.0002793328390203,0.0950952216025668,0.0361290913455701,0.0006587185989415,0.0107334107593594,0.6494618042547255,0.0286056825456703,0.0581731947718275,0.0310133477411506,0.0252762077270875,0.6459503900939944,2.305620353271902,0.0654555618056851,0.2690105400161165,0.4825777275674848,0.0142060681879076,0.5139627470012856,0.3403775486032709,0.0035758295436673,0.2715677035545723,0.0565856104416935,0.13078287847001,1.3498727742632792,0.8200347672555539,0.6319621982432776,0.1196273897492953,1.8379167134653769,1.571422675036705,0.0,0.2588217036027425,0.1462865067771513,0.1171688426352771,4.339785441008782,1.534503227749697,0.4154220488981045,0.570936497429837,0.1288032844194265,0.2120073496698324,0.3065555745829655,0.9040349638778106,2.0252171010656297,0.5997725742869833,0.0137004844343944,0.0263109332353576,0.0014991494369733,1.0646449038885877,0.7549514660600459,0.0090228629286792,0.6441536431868471,0.0233753741981385,0.0047721208354509,1.6324866823350834,0.4310122654343798,0.2672467487439115,0.0106232044529512,0.4083261132128019,0.222428169093101,0.0368270737219627,0.8338282496253637,0.7430822364319001,0.3804668048258121,0.0239376360084528,0.0038675345117214,0.0001400191648076,0.1145768316974542,0.1043298865677779,0.0018203504988112,0.3776617591294848,2.030105108489388,1.4657133554237425,0.2582718447565055,0.0031973742200395,1.7273947900046591,0.0530558047225242,0.6649460162972116,0.2662781905864019,0.2157362301491002,1.848815330585808,0.1654925523184285,1.3757358490161204,0.0672813904835116,1.0317494738847317
01_04_96__s1,0.0810001775220189,0.4760344668570972,1.2191310766662553,0.3160656288870909,0.355137798663543,0.7664374901297244,0.0916497488431764,0.0269699315466873,0.5587879939246532,1.10112454137721,0.5926343975544869,0.0014360037698314,0.123205323117376,0.1044182738932038,0.0025869526299676,0.0175417210230588,1.0926311320891466,0.0344155028654597,0.0915253643016802,0.0322274001673582,0.0107799612567517,0.5911745981207353,2.1465367258349604,0.0878686190038026,0.2791568455091042,0.5460281768278524,0.0064327236174261,0.5463466855880226,0.2682879806247339,0.0024748676359393,0.1966304575435846,0.070881223311377,0.1633259156001653,1.3582452035640489,0.9339072359679296,0.605910183803452,0.113705160143108,1.9393100107881929,1.406850391226785,0.0,0.3722180237113352,0.1681009691543778,0.1882063540014193,3.969198076011992,1.670310965767961,0.2839437463465377,0.5932947698019044,0.149184467244915,0.2773459956342587,0.4511651267439321,0.8526745369800668,1.7192606029170467,0.5319682382667364,0.0065256005745789,0.0397724139521316,0.0039793794468333,1.0450539245498616,0.2092457728429941,0.0052444080198294,0.6267031953994633,0.0157121986417366,0.0052609784064581,1.030674144938034,0.3404416585627006,0.1783660824693599,0.0099924484440034,0.65029948426603,0.3052354020116392,0.052074245185274,1.3280323415349369,0.518555751601287,0.2134058406230259,0.0201372254454717,0.0066115574093079,0.000119547956038,0.1196828243271929,0.0982118249037364,0.0014716028772075,0.2163020165083728,1.5751570037707878,1.5876307479269645,0.1998013276278381,0.0026216519890032,1.468067098111656,0.0319062947492832,0.6495167518055661,0.1262689561758494,0.2550853670807761,1.5740890157478418,0.2228588831101907,0.5300463737902035,0.044455799587437,0.6855579017503673
