,AHR,ARID5B,ASCL1,BACH1,BACH2,BBX,BCL6,CD44,CREB1,CUX1,CUX2,EBF3,EGR1,EHF,ELF5,EPAS1,EPCAM,ESR1,ETS1,FOS,FOSB,FOXO3,FOXP1,GATA6,GLIS3,GRHL2,HES1,HIF1A,HSF2,ICAM1,JUN,JUNB,JUND,KMT2A,LCOR,LMX1B,MECOM,MEIS2,NCAM1,NEUROG2,NFATC2,NFE2L2,NFIA,NFIB,NFIX,NFKB1,NFYC,NPAS2,NR2F2,NR3C2,NR6A1,PBX1,PKNOX2,PLAGL1,PPARG,PRDM16,PROX1,RARB,RARG,RBPJ,REL,REST,RORA,RORB,RUNX1,RUNX2,SIX1,SIX4,SMAD3,SOX11,SOX5,SOX6,SOX9,SP100,SP110,STAT1,STAT2,STAT4,TBX15,TCF12,TCF4,TCF7L1,TCF7L2,TEAD1,TEAD4,TFDP1,THRB,ZBTB18,ZBTB20,ZBTB7A,ZEB1,ZFP423,RORA_RORB
11_01_30__s1,0.0589148135156162,0.6236914107666051,1.5185333005003396,0.2314074337864683,0.1765361313148943,0.5740854407325446,0.0664069029385853,0.014056447983553,0.6547116831455203,1.1453903524118407,1.2080014895123627,0.0002292137477292,0.2716600001811715,0.2385773642531017,0.0021250459227624,0.0745086122639202,1.0969052156045478,0.010196994565977,0.2076404910090389,0.0352956202961334,0.0187159245909611,0.4806944499425934,2.5260296678336034,0.0246525136890117,2.189574932039346,0.3997141314730941,0.0099504729661554,0.6597098790339418,0.2714436275826018,0.0018303913374151,0.27394125812723,0.0532689405651374,0.2059144777912269,1.3405481820319702,1.0178505799778417,0.5912793474564223,0.054022063294746,2.350407762115711,1.8242738174246176,6.304383395543356e-06,0.7218707038397367,0.1951076501334812,0.1384639851695791,2.2820186802830267,0.4383906898771852,0.3640612063790018,0.4349774026753942,0.1531123164005771,0.1285714722271641,0.5650984326479059,0.834253027740824,2.406289769188307,0.5954479021516074,0.004631526649824,0.0581698415006184,0.0094178891713113,1.4564238604773467,0.0856929878720207,0.0112479004772462,0.514288604325219,0.0039603470783574,0.0012076091631396,1.1923618880363946,0.4128193966340368,0.0385274450176448,0.022788557909826,0.4912069913381077,0.3322167902104839,0.0319972809747793,0.6683339342231892,1.4576276122449792,0.5450203049622556,0.0007003930841676,0.008899245613816,0.0003971324843473,0.1908187763445642,0.1287612185757248,0.010587821417358,0.3968897251426789,1.7537047245483128,1.4409371522049643,0.363131544301394,0.0008314119526153,1.3196267336305127,0.0017609869117141,0.5830287422772152,0.371917437357995,0.2305401902476966,2.2520731886943115,0.2912830382303196,0.4562684480599559,0.0803816567954087,0.8025906423352157
11_04_12__s1,0.0525884623991665,0.3248593338151659,1.3709879445426605,0.1788077430801396,0.2016865065251789,0.6543543942470503,0.0844750516525369,0.0113873564109012,0.6281071194639811,1.2081888292447511,1.371650055768175,0.0001630372085988,0.3034351879108345,0.1614159769116917,0.0012350379019099,0.0744098758482128,1.1295208244185069,0.0056260330511543,0.2698092882738324,0.033636408171089,0.011985187823004,0.451344901839978,2.4775526548805633,0.0195275367152859,1.790619951684846,0.3922187659249033,0.0151478871885131,0.6676652728107432,0.3737894331554975,0.0030430806706431,0.231510282413671,0.0411423406859137,0.2229414029370798,1.1616187307069257,1.0227068630460503,0.5861078004509175,0.0430645795999753,1.9043821048291316,1.4667075390820412,0.0,0.439673434528196,0.1710267791916975,0.077250974723417,2.524068455166496,0.5458943721513576,0.4672238623062696,0.3599605060808116,0.2161787463375995,0.1310517020920665,0.4007398943938892,0.9619002987785216,2.4211248996137735,0.5098140049073737,0.0045242665019376,0.0479143921062064,0.0207328477481837,1.380377229662784,0.0773572835310441,0.0082873333948317,0.4507029028092953,0.00606184388773,0.000995822295567,0.7576682385038761,0.3735024233601927,0.0302661018391432,0.0138907906258602,0.4936550445632873,0.3147822865420577,0.0491594686149457,1.013595890220285,1.3907670549144255,0.5158994485146782,0.0005932705331569,0.0040055211098509,0.0003347600642314,0.1261570212305938,0.1974472847837956,0.003008633347683,0.4133464149551842,1.8490207154656113,1.38528033035752,0.5408327027123969,0.0007321572148587,1.2126070353606442,0.0024800249100846,0.8465440656412825,0.2753348552213969,0.2490828538956081,1.878033342862334,0.2934090482250486,0.5717015437602537,0.1983691573242109,0.5655853309320344
11_04_25__s1,0.071746597091087,0.939252871912754,1.2086259089942566,0.2735753129227391,0.1507281852482333,0.6033954948233687,0.1113415078897893,0.0168218700723998,0.6709060562679997,1.0915795403617197,0.9430093542252778,0.0003949621966695,0.2300520894996668,0.5126497100489609,0.0039571163885516,0.0770825864564258,1.412094317826461,0.0117714578222633,0.2524123044942373,0.0414522352091926,0.0245331122304747,0.6566811154585377,2.504787156026051,0.0158063800324653,2.104884625013658,0.6706981033706231,0.0141308458932491,0.6501013609752914,0.2163029738640123,0.0019818112777976,0.2847109223848706,0.0427486582234639,0.1882331124581372,1.36474091544634,1.05327372597043,0.3449664487859397,0.0639826845335258,2.281579181716951,1.718101107333568,4.43203052366774e-05,0.4459587567971593,0.2813092854152824,0.1499977413615299,2.4179005340266144,0.3939181899188018,0.3892719669425745,0.4587791556159642,0.1499368223135435,0.1556315621723229,0.4399450228677235,0.9544841916098764,2.3796604399263055,0.7380736187094102,0.0037186797907399,0.0514565126083561,0.0208172614546945,1.3529256535532308,0.1147901958560103,0.0077762593492308,0.3922316218573646,0.0036027054525788,0.0020938913846345,0.833313308484037,0.3462032877987873,0.0392435276942994,0.0168391506369246,0.4329036476872935,0.3218500290724883,0.0867503682908208,0.8175301768481505,1.430305427446957,0.9652825526050924,0.0004909602499036,0.0045591245436771,0.0019409705905651,0.155208628691188,0.1481690005669664,0.0045135071609603,0.410378637278452,1.8194217962255583,1.538324498943488,0.3918275167839627,0.0030557364521025,1.4086006826965716,0.0008535097802693,0.5628121049144191,0.3436120243215901,0.2842231792725005,2.0238436497933487,0.2272701140341664,0.1991149673771592,0.1106415156012054,0.5897582981414121
11_04_33__s1,0.0285134471233195,0.4544051689712324,1.268027496183796,0.2052756155488301,0.2775847787069382,0.6168006125478273,0.0627984164142386,0.0397018408205265,0.5700137334448286,0.9399467175402172,0.6539007861314341,0.0005692810999018,0.193230692127013,0.1286945760098184,0.0007706736020922,0.0550225850239939,0.6361695797671392,0.0342202312708249,0.13109332398943,0.0205952011691935,0.0092270330002966,0.381986812225504,2.4673521753823895,0.079701407913389,0.391046164767698,0.3509458792613061,0.0124055373292889,0.4883940150649426,0.2722347868600873,0.0010102926271894,0.1279662183003987,0.046627042066191,0.0964739449208612,1.360736492609808,0.9868121710562106,0.8942247279081961,0.0717316404375052,2.329105923554437,1.672841004985118,1.296628072413334e-05,0.8608335663177991,0.2220544570658294,0.5178132186675629,3.5557734984537683,1.4878570309529249,0.4496621979947856,0.4449517633968595,0.2150368916777414,0.2996700635400861,0.2309939790268866,0.7146105479263276,2.2907212880660186,0.7262688726038268,0.005488950875495,0.0486614748494081,0.0098218112535749,1.3534558418126428,0.2128470796853036,0.0173190205226392,0.4290757985817511,0.0167975039841806,0.0010170506304776,1.17013186674745,1.5665430877341495,0.0694985955542308,0.0274268952979507,0.577039053705915,0.2301776399310968,0.0416384182350611,0.9587735536494808,1.4986878620930115,0.2356292033073427,0.0069343991541733,0.0021731812914657,2.7240307891777496e-05,0.1264300409677493,0.0915528126337412,0.0026519899565625,0.1790300087823197,1.9206100323817477,1.4539500575940054,0.3004274022317212,0.0017005271680873,1.2518996524141175,0.0108814945099368,0.6854012342651581,0.1445151864400567,0.2606352446645403,2.788915931405258,0.1663468471247655,0.8603552178857411,0.059990069293924,1.3683374772408
11_04_46__s1,0.0673488954804143,0.3728836589556703,1.2910262277234248,0.1907366380126244,0.198728354765982,0.5716153989239836,0.0716354808135334,0.0230422317271701,0.6348438387377882,0.9266763848387206,0.9330572691002746,0.0003190393892207,0.1580418112155519,0.2016613641452868,0.0013843623499473,0.079090553556729,1.113600848285187,0.020726501936455,0.2012446670959642,0.033091465984789,0.0095207255756019,0.3137060150993642,2.358787050827528,0.072224660567461,0.3547121322617177,0.484692400509712,0.0117583816767113,0.546184151929543,0.2461724818399964,0.000995381722269,0.1530693055453175,0.0527157276748853,0.1447032709363382,1.3214881625376624,0.8736108501997955,0.5392940840934227,0.0494982738510204,2.597512080328616,1.416682091823952,4.820367929654873e-06,0.684841092162214,0.1674755768229394,1.013844027568375,2.9869110332779636,0.7768883083521346,0.3728219415645454,0.5118421335347957,0.2018790275588149,0.2490350297678012,0.4424470233586067,0.7402111511806623,2.386132956121925,0.5824903533138064,0.002550004458291,0.0569852836889287,0.0111512748330128,1.0419604223311945,0.1226537076397843,0.0136527518705271,0.3340641447594053,0.010231845627177,0.0065414042284737,0.7075359287010748,1.224905391564386,0.0746324738839481,0.0141567251332238,0.4905298363543867,0.2130147358708053,0.0567183409582927,0.754214691313109,1.1903798203537703,0.3907467851581557,0.0070594961546476,0.0051489436486155,0.0002280780128268,0.1434709121936632,0.0728372408474355,0.0049570583645832,0.3451214201756143,1.8331897658128673,1.0664201271420832,0.288984547177489,0.0012259582769478,1.298887025473327,0.0058597473167285,0.5711130887297694,0.1283282020032839,0.263763291928906,2.4355920074180335,0.2816952958270157,0.4001225544432676,0.0766688775328205,0.9662206601327304
11_05_79__s1,0.0642773048775465,0.7817246712754198,0.9510322731848792,0.2596402924098676,0.2339142238013133,1.065959321552709,0.0493301322592612,0.0285785046423343,0.4072067198281471,1.3163076171002024,0.6119736646068701,0.0016020813405643,0.5811308596464703,0.3536082182677189,0.0003341219954146,0.30742022839119,0.9901068167026592,0.027029835265212,0.2237812231852933,0.0516064716282864,0.0089884000347759,0.7076546137839236,2.486407666127027,0.0167935217253723,2.1703692731988578,0.2144705295150763,0.0099257198548207,0.5505477864627715,0.29525482152214,0.0026687228114449,0.4464570477542668,0.1668769069449437,0.1669401636495738,1.492093341526643,1.2650327884047592,0.7377948993737389,0.038235819704051,2.696654706237556,1.6279198721951438,2.247298457066841e-05,0.6510107512221244,0.1823839185105354,0.4032662281429521,1.8571926524415283,0.2175510164715733,0.5743553108701279,0.4167365336920423,0.2443612444490969,0.0972010928069107,0.8188490536033052,0.798385698078852,2.451275051729851,0.6548240009980841,0.0044171200355234,0.1485312564124701,0.0039554143045868,1.1057164415496668,0.054468395085525,0.0442199664781112,0.4942457301562283,0.0049315612547064,0.001916352355188,1.7915203390907486,1.3145228675791636,0.0839004500169972,0.020944341343524,0.6145720584658014,0.2942855585381286,0.0548956278763061,0.3528583291460757,0.7058065757595563,1.1705018160823473,0.000758208121746,0.065279638599804,0.0006098039898886,0.1689503121612524,0.1329933470990731,0.0040448157908317,1.0284670750504017,1.8524124159328776,1.4682075358393538,0.3141182029273547,0.0011829207235041,1.266080067023059,0.0009092647399586,0.4626464930034971,0.2594060938324997,0.1514219801543186,2.6798426221729374,0.2856228332964098,1.2067878362243505,0.0719638439649478,1.553021603334956
11_07_96__s1,0.0561104840237368,0.4740015678615556,1.312734724425907,0.2043290487876851,0.1040921307074006,0.8411527781046672,0.1028284406271468,0.0227947609121398,0.6376307056414131,0.9116361068593104,0.7544009423708147,0.0007143213125986,0.213732633868209,0.2341527047471049,0.0013140433135597,0.102372338692745,1.3546368045811934,0.0164914109155611,0.1562190087980292,0.0298546088825084,0.0163250360262992,0.3935562834998007,2.334901897566416,0.0383734564992981,0.6500150875849957,0.3481979020676811,0.0173830151268856,0.6143355774373787,0.2179366039282801,0.0029678302726636,0.3492877975901186,0.0690732362018184,0.246336454758112,1.3563536124001363,1.164777055082313,0.5191709195748997,0.0628921125779669,2.944417340614742,1.3820715252094715,5.555093908584944e-06,0.5252644351483564,0.2327353110057904,1.020118284301078,2.382704474698674,0.3666024603925272,0.315596981431196,0.3543460138148965,0.1796185034986708,0.2003345863036838,0.874629351025837,0.7675162157298728,2.239049648923432,0.4300282512768731,0.0086188170843348,0.064011057554055,0.0077869826843044,1.2385716051654436,0.0843212682520186,0.0138513934911244,0.3982621690551358,0.0100450171488372,0.0025457156618904,0.8911117588035966,1.0469617281218992,0.0537248423287303,0.0133643746742729,0.600171756601626,0.3287605801188318,0.0514198755419324,1.0077878629136925,0.4668760030443016,0.3655809222101481,0.0091887167919104,0.0046708717075342,0.0003005020144643,0.1644250420560065,0.0872385674543391,0.0022596800855686,0.2775152462925264,1.452056444331137,0.9726240011637902,0.2573481070692844,0.0024130610741949,1.2705204729528066,0.0026400640778885,0.5873397188148896,0.1298843784041996,0.1806053821058333,2.3879000491904208,0.24952732878171,0.2223199122719836,0.0409792116354901,0.969036743462748
11_08_30__s1,0.0641018461241312,0.4629783823446114,1.470904175268808,0.226387556679859,0.2689694950766629,0.7339287752036083,0.0710633189305773,0.0106086889088949,0.6725367986387526,1.1546021520541483,1.2492698834424032,0.0003994029969566,0.272920772086054,0.2103750430858159,0.0028288711541514,0.0701248024172082,1.1144539065804413,0.0102377787541399,0.3226686209316703,0.0358474138234714,0.0233618099230156,0.4776262378590856,2.5434845511210615,0.01985777590134,2.2216059287411447,0.6187074835373247,0.0120328810807028,0.5035906247618851,0.2514683083655102,0.0032623652327015,0.3752954538304837,0.0509616210018545,0.177186968362254,1.367068003329578,0.9912017955630398,0.4576267279864118,0.0640600818150464,2.271021264990781,1.8774830584905169,1.9474118828651246e-06,0.62889073508788,0.2120383596084936,0.1003950088690044,2.498294621460747,0.5488064175313339,0.3494668415671983,0.4652310094146018,0.1732313241876936,0.131219264149668,0.4524919986745867,0.7174216837145094,2.3871306199598368,0.7618687696579759,0.0033085422057235,0.0582220197967046,0.0148402713762507,1.4357916628750296,0.0783257370850246,0.0104316617795832,0.5448770081120875,0.0039074220826365,0.0022662583734347,0.9297551580573022,0.3637287332001599,0.0227760985175687,0.018843668026466,0.5503711571528153,0.3294086005813634,0.0391149949455469,0.6423843733898869,1.307662931280325,0.7764240797257044,0.0005872294278413,0.0042670128617835,0.0004287867013754,0.1643924310066101,0.1605384888262134,0.0126471430567944,0.3097243595988762,1.8489350767804964,1.5258165185741872,0.4260775712949772,0.0010248336871023,1.1730658939422554,0.0013121504160079,0.7425225339720987,0.3458055887828984,0.2110665777533692,2.239636365324454,0.2799503756910872,0.3130289753548367,0.1183681900674639,0.6467419456287311
11_09_10__s1,0.0773112561054692,0.395021358004362,1.5883840543149714,0.2478171029012189,0.0580692823276906,0.630757282820064,0.1313075980261512,0.010308419336559,0.5297643484612725,0.7919125314273081,0.7642239047393705,0.0013662058340619,0.2633017152720857,0.3231357974495546,0.001270363251983,0.0395366172237388,1.4733555252311965,0.0131002609389647,0.1227751090313706,0.0380686033079509,0.0198061487123751,0.3976682010180228,2.30657413068783,0.0437822921454454,0.3035808611223884,0.3851548719969137,0.0111786090861901,0.5493389503495282,0.2264380183301482,0.0011582336029543,0.2448249348248242,0.0444023348447855,0.188445577420379,1.297755926187539,1.034412902935836,0.535258942728145,0.0741443518159809,3.0961873459480147,1.434792433722962,0.0,0.5831746677209366,0.1854958067936526,1.7680067970310716,2.4687660242342053,0.4063127165256546,0.4065571847252126,0.4122812721597806,0.1440923574308665,0.2409157742877742,0.9758106269979488,0.7266672248237912,2.323578980983538,0.4595471289612058,0.0025199152763177,0.0662434364717385,0.0045222039675896,1.2243963626616232,0.069533805757188,0.0074662498352449,0.4863211907436002,0.0113081130449368,0.0021925827683813,0.6714795166417963,1.2527288309663591,0.0383266776239011,0.0131054949996824,0.580769440882104,0.319735343779283,0.0551952064456079,1.130983583641731,0.3236331030117505,0.7041873503150801,0.002440429904195,0.0045189292872647,0.000133766886771,0.1006943117295844,0.091735605481343,0.0041918098153469,0.2027388742941493,1.566848050282482,1.2082886228084753,0.214982048322895,0.0017764904282322,1.385168789065802,0.0026499040613907,0.5276661553508615,0.1047540107047734,0.1826312413221617,2.439998900775632,0.2336233655479762,0.1208027552618604,0.0430688697547351,0.9621041738040776
11_09_67__s1,0.0538221358278425,0.3599834141293502,1.468709179088917,0.1780013954451647,0.2136380878683069,0.6504397696980898,0.0562199443887339,0.0176863613780363,0.7548571916361247,1.0599940064066695,1.1945959855650703,0.0003064511250156,0.1408788565186097,0.1442265977143222,0.0015704438575314,0.0292164868486114,0.969244660819412,0.0153343312397042,0.2392537185707441,0.0313293591123126,0.0234089721259321,0.3943770832191317,2.4517414535056847,0.063853666651801,0.7707065166954301,0.438568989516778,0.0110172007907743,0.5055714396367301,0.3005575339583241,0.0025342240127505,0.2105564896146678,0.0442798313028412,0.1800400704698697,1.4010966995682788,1.0162662902859758,0.6390396899701453,0.0616359087572185,2.351331564252354,1.7170543267491478,0.0,0.5085402628026475,0.1905539333770416,0.2268594212604452,2.9651278781244925,0.9154203356612084,0.3495558318703816,0.446209176488224,0.148591063577218,0.2178749687765747,0.3786479375046581,0.8697678847700576,2.476394272006257,0.4969548342898497,0.0034125602132739,0.0499261545186847,0.0270203654856043,1.3746130713050144,0.1304130402590542,0.0095935886243916,0.4211861392856457,0.0052715143813321,0.0009336809944851,1.1639059584007805,0.938733072761076,0.0543457934902267,0.0159125950562908,0.438621795072493,0.2988859350134175,0.064541781971219,0.8383061742035386,1.5554405142029406,0.7481805684316678,0.0016702788564406,0.0027698576998126,0.0009102199611172,0.1205073297248904,0.1084784459208402,0.0030180479081649,0.2249592628347158,1.8400093842731584,1.469465716983432,0.3965321965892547,0.0062870835999256,1.3408197230169263,0.0070506508486514,0.6678802086391415,0.1954362098995549,0.2312837292748109,2.3581381296829664,0.2061511779120223,0.4678412573780078,0.1169346138957041,1.051319515580928
