"","PC_1","PC_2","PC_3","PC_4","PC_5","PC_6","PC_7","PC_8","PC_9","PC_10","PC_11","PC_12","PC_13","PC_14","PC_15","PC_16","PC_17","PC_18","PC_19","PC_20","PC_21","PC_22","PC_23","PC_24","PC_25","PC_26","PC_27","PC_28","PC_29","PC_30","PC_31","PC_32","PC_33","PC_34","PC_35","PC_36","PC_37","PC_38","PC_39","PC_40","PC_41","PC_42","PC_43","PC_44","PC_45","PC_46","PC_47","PC_48","PC_49","PC_50"
"Scgb1a1",0.268129640791293,-0.0718392759235355,0.063115179854912,0.0227462720711689,0.223581592799772,-0.0594143056088012,-0.0387312799411937,0.724849806552462,0.00525923646965585,-0.0206854021462426,-0.0112878330468233,0.16874650053776,-0.110900966435939,-0.0134257790066603,-0.049530206870347,-0.0789070300970101,0.122079232086528,-0.00232954242921247,0.0834895729428655,-0.0337562978356201,-0.0329454857167529,0.0919373191954026,-0.0680038292879722,0.000891771821287977,0.0365045307314043,-0.0391083857195837,-0.0452187853173592,0.010275994563996,-0.00558467417938982,-0.0273883687919367,-0.000395316245518096,-0.0777442090757835,-0.00194881756957878,-0.0243296468347909,-0.156457804237001,0.0237000179077929,0.0195289849612896,-0.0625414993627162,0.0681702784752407,-0.0784251371981619,-0.0534813926575994,0.0214134262505911,-0.0175449914746301,-0.026648506077003,-0.0155953634287223,-0.0905623373477733,-0.0195771920099794,0.0405613918202651,0.0155374303720314,-0.024100002481762
"Hsp90aa1",-0.0494681048819617,-0.0021657784207599,-0.495344757200538,-0.0659324663218578,0.0915845490915,0.148494261966733,-0.0206879050370125,0.0532152743553049,0.0342111384399561,0.13580282262584,0.093335871356321,0.116496496278227,0.143598041835398,-0.177879111850384,0.0651835709051509,0.0273431003920215,-0.0645716037893921,-0.028590525031963,-0.0806511188213074,-0.140246673949645,-0.136941542177573,0.137154546603372,0.150623871942294,0.0144326595457355,-0.0235268033476637,-0.00359443489112899,0.187094807046303,0.0144775775548111,0.158753132027065,0.150969885961914,-0.207318968244261,-0.123724567565648,-0.0351401606009395,-0.139454466648679,-0.0946480224689006,0.124885667917061,-0.157410678330694,-0.00267815075144626,0.162402295794256,0.0588271305301438,0.0171880755331932,0.0397624654665352,0.0458951044176659,0.0715764872511978,0.0255213972229517,0.127862511418582,0.0726689375887792,-0.0246580806697693,0.0749712061138426,-0.0011962082862967
"Sftpc",0.0311228823330606,-0.00872663081816821,0.0202850553901223,0.017335743752253,-0.200035166314689,0.257700199110805,0.197672779377903,0.0331910793835537,0.0341238353197339,0.0341987120548969,0.0375742103052603,0.0133607343668357,-0.072464070538191,0.0471755193344564,0.0242671623557582,0.016494502551453,0.0149813764288893,0.0169997706473446,-0.0173599803347616,0.0106676451973757,0.0117060718378654,-0.0947891499554554,0.0272336106911333,-0.0101253719099477,0.0218040018082805,0.0321956157811549,0.0270325183721914,0.0652820243529861,-0.0504067108690848,0.061357026434048,0.0316579598506084,-0.0236019088926329,-0.0140323553573958,-0.0256614969943146,-0.0771577350589881,0.00190534888032768,0.019030679371832,-0.0231980437716564,0.0196750510849974,-0.0163918239560577,-0.0319634394576011,0.0168776119417082,-0.0265899444445934,-0.00668065188259345,0.021992979174093,-0.0323851691212869,0.00608998825175771,0.0183785732553064,0.0258114538529597,-0.0266570970626999
"Tenm2",-0.0268950818343579,0.00339063927411759,0.0139489842353533,-0.0684418549763309,0.00644836201269001,-0.0128974199370007,0.022714307660742,0.00297543118732141,-0.349358962662388,0.0537653836389465,0.208067946601522,0.0101923655775462,-0.0355585823918036,0.0839620038641514,0.0495444375483731,-0.39546965331706,-0.0827325952618467,0.075756500462393,-0.182657944718754,0.0535951601796424,-0.169136461873916,-0.0384292063649912,0.0387551029117331,0.192827103792843,0.139403176532806,-0.00109811334278539,-0.0725405389190015,-0.0460843057013479,-0.00287500644660858,0.0186390446801066,0.000174626659392196,-0.0271119232033473,-0.0961630667897737,0.0450572052782191,0.00279230781592171,0.0459423282700694,0.00287339079257187,0.0814094336939508,-0.0506032782708448,-0.0158948380607484,0.0500349982510275,-0.000500266160061638,-0.0171397675263753,0.0136778181570385,0.0412970478462019,-0.019701703168591,-0.0294882058735634,-0.0284764206384926,-0.00995785187653638,0.0269814201833478
"Gm49961",-0.00325772214928841,0.00558987911729021,-0.02027697076432,-0.011011006478181,0.0059849254605309,0.000360555906305641,0.00217700619948159,0.00684356267859225,-0.00315304059654935,0.0089619953444082,-0.011771396119527,-0.00124259772505095,-0.00370682291696321,0.00525240455928054,0.0059409466894811,-0.00344093992432564,0.00620500485262505,-0.00537794351909518,1.08865306335761e-05,0.0143469527154667,-0.00220444036461245,-0.00306296752934237,0.00168704097901299,-0.0181469895801503,0.0208729240846183,0.000263570738520598,0.00707694470581113,0.00866241009815785,0.00621107883299101,0.00351046923878192,-0.0177975122991889,-0.0164061695082253,-0.00294479142809404,-0.00847919797242332,0.00826305553999842,-0.0130496394499124,0.0222547762526449,0.0193009411338407,0.00950072120339055,0.00317840006772089,-0.0214617124645282,0.00299917050861761,0.0302080595511059,0.0105609192813479,-0.00942705191812919,0.0118886396462601,0.00843318670837236,0.0250713733994543,0.00820936309911176,0.00574450607334317
"Nefm",-0.0264354745454897,0.00215900005472891,-0.0738283876017543,-0.0184487765852557,0.00136298030470883,-0.00038363885830059,0.0252739087911765,0.0346068702038737,-0.0262398636472117,0.0451799260143159,0.0347717557080056,-0.178893224369057,0.0399600934056768,-0.00435064051826516,0.000227880828486743,0.00543428014099261,0.0717290294306537,-0.159565800158635,0.0803143866710856,-0.0150140796943605,-0.0729141140870242,0.11608492953127,-0.0109150264647258,0.0191003848334883,-0.00580469495777323,0.222879061430981,-0.37441572714191,0.455801461143584,-0.0998629560632286,-0.119328397136592,-0.246689977322366,-0.00899028850198505,-0.091271766742225,-0.0178865770980337,0.0580814843565018,-0.0296291558844561,0.0557837493062521,0.0771806211608186,0.130047837022017,0.0507464297294634,0.17941930141921,-0.0900946885333046,-0.100460056678984,-0.0796059778535611,0.0408862321571552,0.06724469849495,-0.0971327736600735,0.00751509266254978,0.00581881596328091,-0.0181015751264494
"Dnah12",0.0449227063184521,0.18381803137182,-0.00607180747605888,0.00850244047338653,0.0103528141637737,0.0010469360936009,0.00120171313125968,-0.00146936731301563,-0.00236943652110835,0.00728940335499159,-3.3950609416508e-05,0.0105671397940726,8.5877182653482e-05,-0.000578108515828062,0.00118926389633004,-0.000842236725970794,-0.00727680145946433,-0.0031270256880926,-0.00141457857904482,0.00392604440458158,0.00476764018535473,0.0113776980654818,0.00601799164606696,0.00139158610561776,-0.00317127522958151,0.00451140307177529,0.00238064009015862,-0.00535610977539595,-0.00357339415464272,0.0059036900814817,0.00341297446948703,-0.000665679235404738,0.00481091366396027,0.00368586590220096,-0.00658426452903388,0.0014161701482691,0.00391522624463929,0.00157533625237223,0.00621184627972571,0.00441518856445162,-0.00188702752495343,0.00200012621709324,-0.0155613001624921,-0.00513813745357327,-0.0172289279199899,-0.00155075533199883,-0.00869186936596836,-0.00351162111604116,-0.000695828931957809,-0.00516339218288536
"Gpr158",-0.081106435313084,0.00672925238990825,-0.0157274207590279,0.297614932081367,-0.0491351900475649,-0.183226564842269,0.109207516442323,0.0450723644438562,0.131918114017475,0.0591949254731688,0.0508511784897993,0.100031636660581,0.00164099116912311,-0.0616036439693029,0.0699262751414889,-0.0598054211974269,-0.0414910969639351,0.119135162755253,-0.072308744909927,-0.0352580786663182,-0.158496398846568,-0.0375331607768583,0.0184132626304541,0.180414820443205,-0.0777159262669734,0.0988297360405914,0.0212794881912569,0.192562680125462,-0.0302975644510528,-0.0797686826636846,0.0498980037745594,0.0409887893896545,0.393659082973526,-0.0370835590307827,0.1282281655129,0.00496799680514028,0.0156171542582244,0.0195544463015562,0.0119502099267796,-0.0231093422774144,-0.0842241403161742,0.0645230771559364,-0.142807445184725,0.0884244541106466,-0.0491462486655328,-0.0230054000675568,0.0847637115330906,0.00845187132015435,-0.0785509343303073,0.129348634717255
"Slc6a14",0.0104462470853884,-0.00629017582697685,-0.0632559228138987,0.013712929075404,0.0101772454082981,0.0141247352134117,-0.00703553347172337,-0.0209629004420591,-0.00537112644040217,-0.0390027127272614,0.0240436985254732,0.0379086950571038,-0.0364393003026287,0.0141983273343328,-0.0171432552273784,0.0409800029792959,0.00885912419141643,0.130385584776852,0.00620801798321477,-0.00579257942872705,-0.0463298530572066,0.0162448511790115,0.0219223821840117,0.0135160770466665,0.0670096815676834,-0.0324198082930896,-0.00160232521691625,0.0262832123129923,0.0979249573748205,-0.0102641657255927,0.068226658993592,0.0451551603583724,0.0788793294679832,0.167994207510701,0.103411318723765,-0.00394018324678525,-0.175324380308013,-0.0831734640017265,0.0166211683711722,0.0214268320324497,0.0461845261382471,-0.0814496131312886,0.0197198040662361,-0.122284262350736,0.0222722608800914,0.0590523405569287,-0.14065086269929,0.0438005387032792,-0.0854543305707851,-0.203394396720258
"P2rx7",0.00030739969465224,0.00117789688354978,-0.0121764203539875,-0.0595123062347022,-0.0111852209142515,-0.0564709327812262,0.049374863297222,0.0109503601795547,0.0712956646807431,0.00461227209222696,0.0603985286696042,-0.0661490551501106,-0.00372510842573952,-0.00813436821180399,-0.0173800865832264,0.0339289586166165,0.0312186103366329,0.0256792474397673,-0.0237680781488156,0.0748062118535989,-0.0482643374280736,-0.00220154269242233,-0.000243747863517439,0.0829558314600875,-0.133668478694276,-0.02543402624202,0.00212391875710037,0.00627280349336639,-0.0397513667770181,-0.0091201220583421,-0.00508443604759835,-0.0286774453403444,-0.0465235093869387,-0.0236608754597569,-0.0651242990107152,0.0341662037632487,-0.0036524573563434,-0.0306147674568876,-0.0254943949245672,0.0118799063835917,-0.0192143272286959,0.0106912128854617,0.104953223426345,-0.0145400614521369,-0.0310964956165214,-0.0661012717729772,0.0233665413162582,0.0514990678799681,-0.0359264297208648,-0.0146948694341091
