"","PC_1","PC_2","PC_3","PC_4","PC_5","PC_6","PC_7","PC_8","PC_9","PC_10","PC_11","PC_12","PC_13","PC_14","PC_15","PC_16","PC_17","PC_18","PC_19","PC_20","PC_21","PC_22","PC_23","PC_24","PC_25","PC_26","PC_27","PC_28","PC_29","PC_30","PC_31","PC_32","PC_33","PC_34","PC_35","PC_36","PC_37","PC_38","PC_39","PC_40","PC_41","PC_42","PC_43","PC_44","PC_45","PC_46","PC_47","PC_48","PC_49","PC_50"
"Scgb1a1",0.105477785009563,0.010397602553176,0.00329515251357803,0.0518847465517022,0.00420820178942544,0.011561407261181,-0.000527917855491174,-0.0786783186756459,0.0162271670869543,0.11707929940252,-0.00596436173690664,-0.0581466565606406,-0.0923634980399356,-0.0420166254640571,-0.0253866289775449,0.0598587643508612,0.0189845445262904,-0.00502960421561351,-0.0302031030154711,0.040041861247738,0.0161623129413504,0.0496779177582717,0.0864243585389122,0.0233021432789856,-0.01825733304037,0.00609154083891575,-0.0278561139243319,0.0259931635723667,-0.0125711528716918,-0.0116184742041254,-0.010370665990636,-0.00172813634999388,0.0351786929673724,0.0100684760044748,-0.0256616950680791,-0.00796664998924319,-0.0046550132965675,0.0204637101673984,-0.000666335977737377,0.00889413086027553,0.0193517887909794,-0.0251329759808496,-0.0139804434463951,0.00932345928872254,0.0132607297884995,0.00430973088594022,-0.00279517391108353,0.0129093828722588,-0.0186035032663646,-0.0107271670066357
"Hsp90aa1",0.000386726551742716,0.0033590667992211,0.0874721590876035,-0.150908551542847,0.0407518048526134,0.105794103227756,-0.0900103031822281,0.0789753035031366,-0.0255256320346561,0.015483130649778,-0.0279297877638529,0.0175029557903052,-0.0800265238087168,-0.0451048489951782,0.0163388431956287,0.0112346830343727,-0.0724981891653358,0.0285118110932163,-0.0230410300184685,-0.0273435660073083,-0.026756893322127,0.0612049663031812,-0.0329268324749441,0.0254666979472106,0.0252750291007059,0.0148695648102099,0.0344913044777205,0.0287052594575448,0.00890661645157866,0.00903321272617737,-0.000115748507401887,0.0128504136539451,-0.0102282902024207,0.0374152351116085,0.0209434688812831,-0.00381284978852106,0.0178124152826005,-0.00661952580929929,0.012763233734712,-0.00271759314811731,-0.012818023259071,-0.00422846940196303,0.00334194059287023,-0.00336603147798061,0.000284999892097103,0.0112362261637379,0.00201458425213887,0.00448860649711542,-0.00726433606241217,0.00128618653346489
"Sftpc",0.0188625919454086,0.00215313927953533,-0.0199673569897076,-0.00197919379661774,-0.0150382576975735,-0.204997816551688,-0.16887266752113,0.0740195242213269,-0.0121221518542364,-0.0236739226414972,-0.00987460081325006,0.0267017946340013,-0.0190000499499735,0.00656538024815917,-0.0303615179570638,-0.0126910430764894,0.0482356528588512,0.0158229133629963,0.0140166635859063,-0.0149069448594097,0.0170149045823199,-0.0168054651378469,-0.0714480394505541,-0.00912741139706419,-0.0152822941409808,-0.0197110863428682,-0.00686571693049706,0.0302771115833015,0.0274582414566102,-0.0124837464366801,-0.00852843710748877,-0.00808316759711056,-0.0176584346462381,-0.00639793458969071,0.021238019438808,0.00969872456137711,0.0102691785249477,0.00762055575772253,-0.0051387622359833,0.00266115301489366,0.0198189230431202,-0.0230330346150821,-0.00327416704891378,-0.00098692472257034,-0.0123943312593755,0.0245812432049395,-0.011556783125183,-0.0016693955416567,-0.0145716300599042,-0.0137867799468149
"Tenm2",-0.0162155034753151,-0.00051838580823269,0.0103026618933109,0.015532976972328,0.0356329848172325,-0.00270843758093192,-0.000936316357154378,-0.00754924686212435,0.158950234121334,-0.0696624127138357,-0.0847247403394759,0.00291471940744688,-0.0485531168977522,0.0618194311564869,0.0876454625933804,-0.0148667471676364,0.0291149354941087,0.00592202412443879,-0.0227826766514048,0.0350880363895616,0.116749345427398,0.0171489188762485,0.0262784661072244,0.0688184338127276,0.0392551576854351,0.052021601545666,0.0418342089118222,0.113473530819147,0.0401335286816911,-0.0209993166016634,0.115350446135918,0.0447733149710485,-0.0507806102549282,0.0783353800425077,-0.041804756333957,0.0869061984698794,0.0129862298714629,-0.00339014916953777,0.00836581741948711,-0.0526320357569246,-0.0743140943540974,0.00649205852074828,-0.00689239779762357,0.0566426786197917,-0.0716240069209733,0.0581581387677925,-0.0567450144261647,-0.000774236222508005,0.0353769600126648,0.0679875747928323
"Gm49961",-0.000995443392672183,-0.0054907240196464,0.0072303281415886,-0.0129268473739272,0.010198267886262,0.00946959735229622,-0.00673752454360465,0.00856712708366925,0.00285553829818577,0.00515785390168848,0.00364672390773481,0.00554266306580357,-0.0103222710692007,0.000994198249185628,3.60447157854779e-05,0.00364033828734762,-0.000162288638201514,-0.00394822495515077,-0.00724286835564042,0.00375525495835874,0.00181255237810834,-0.00489218332652377,-0.00111106878014952,0.0152003228310131,8.30037420579908e-06,0.00260660503589741,0.00179939595100852,-0.00273459937038425,0.00496440505510647,-0.0174098794656779,-0.00402400680443942,0.00142992906346988,-0.00277845618127701,-0.0127030481065746,0.0201011049390352,-0.0032547670696727,0.0060408805871535,0.00192108725112056,-0.00199296453162679,-0.00315897875015657,-0.00839864228662474,-0.0115638000930041,-0.00171673798197284,0.00193248929946496,0.00188973889659417,-0.0135746202707902,-0.00879896748333335,-0.0012732388759268,-0.0224315223646044,-0.00156722126227934
"Nefm",-0.0128403490508669,0.00128528652486192,0.0181666199333874,-0.0532818874676338,0.0175837952013537,0.0177975854193474,-0.0245015857812219,3.12562858131124e-05,0.0203295936227087,0.036633525271176,-0.0554709886643126,0.0462172141260877,0.00498779378613751,0.0274084846195494,-0.00899294108110527,-0.00491101511450844,-0.00944005348183882,-0.00374894889413127,-0.0468845186417071,-0.0270136306294999,-0.0171627982091166,-0.0151082679524519,-0.0181093368115533,-0.0042854850505646,0.00762430248768816,0.0374709732080195,-0.0252766142196303,-0.02497295579998,0.0023789601727339,0.020169620284325,-0.056616818046849,-0.0019042030478793,0.0127025489954582,0.0486622477075329,-0.0051541083457205,-0.072997142997832,0.0057562897332967,0.00894601228692449,0.0316462679128265,-0.0139069691024537,0.00664971432221484,-0.00570184095167994,0.00538906121005108,0.0273892452430604,0.0248542576132731,0.0303098807163642,-0.0496003869018614,0.00119751255963744,-0.0517798841359483,-0.00248000851250205
"Dnah12",0.020625310343599,-0.153781691046585,0.00700119044858737,-0.0012911879582476,-0.0082164380591243,0.0062372332150652,0.00429376010078502,0.00850461314538315,0.00483499715615289,-0.00345161391599957,0.0019998568936592,-0.00579970727980238,-0.010563849987609,0.0024816133266348,0.0070013319677433,0.00515828856516843,-0.00711218960290199,0.00826744866264989,-0.00692308177705207,-0.0105253046380353,-0.00199842404582155,-0.00942506517729487,-0.00241101564423055,0.00593479190765387,-0.00403375470160942,-0.00304049459089664,0.0063815209561091,0.00367241683361302,-0.000381637289741034,0.000776250946073157,0.00368340069981436,-0.00284935855922713,0.0134129817970855,-0.00138056348102866,0.00516713755013457,-0.00244792116226578,-0.00924452635959682,0.00162484692661494,-0.000275567637534981,-0.00446737127534052,0.00195584389017833,-0.0127660348627067,0.00203547712933551,0.0124248498430925,-0.00546642393774696,0.00622607269525506,0.00205160073252547,-0.00582935236773256,-0.00232362261979896,0.00324559042469758
"Gpr158",-0.0344811047356564,0.00361177458214368,0.076842343588437,-0.0493860207039549,-0.118084718209434,-0.0931996753774833,0.114489442123163,-0.0352399915594806,-0.0696027272144438,0.0137517206884583,-0.0112691270541817,0.00238868628540748,-0.035276471643018,-0.03618123315877,0.00574902264560262,-0.00161022627263173,-0.0340651595426391,0.0318758440259541,-0.00188510298050741,0.0290342318004084,0.0131809347218342,0.0233491676240808,-0.0102313163869516,0.0312364930560624,-0.0134077762319058,0.0283835252349403,0.0218104946267636,0.0310109350978383,0.0128028863143495,-0.0029083652574996,0.0112469298880244,0.0249465495554719,0.0186399609201483,0.0342767185715025,0.0127939355236101,0.0202035597223423,-0.0033887027944834,0.0019936031462321,-0.0338086338083937,-0.022474695705336,0.0471667376863568,-0.00183416006798217,-0.0181381681079541,-0.0146659606390371,-0.00969345887463584,-0.0179131560317043,-0.00638472657826621,-0.0209645371849266,-0.0142496853603038,-0.00319062208664728
"Slc6a14",0.018367286358735,0.00448125195644277,0.0344038388513635,-0.0340137504599136,0.00255512447598483,0.0238353849252437,-0.031380423481326,0.00195828685640877,-0.00986999916102761,-0.0506935557572823,0.0123664007315479,-0.0139144121209204,0.00479074401329545,-0.0559845976516253,-0.00988088762736785,-0.0199863176966828,-0.0303336542592926,0.0206557397818837,-0.000951938116859872,0.0124659400521178,0.0362650182628873,0.0161772150640383,0.0132429813268431,0.002691409892302,-0.0223286469057821,0.0406999336613295,0.0120738671393146,0.026948651645767,0.010105215508214,-0.0253500353681003,0.0130286862309997,0.0177638692434069,0.0277886926486346,0.0260780448348909,-0.0370106122490678,0.0155427867587804,-0.0214776715522151,-0.0158443026617424,0.0044077577629819,0.00572902047953761,-0.00741443548074241,0.0100904246007357,-0.0178014584541984,-0.0230354611881041,0.0115554987635245,-0.0153241831869002,0.0344760663888413,0.0313643610878559,0.00162145468043627,0.00113245041794559
"P2rx7",0.00489897449633842,-0.00139226922294689,0.0118450683230463,-0.012660467540917,0.0526307754266484,-0.0183111717700212,0.0254717519014182,-0.0170704981576913,-0.0354783431680423,0.0269201030634251,-0.0586742188007957,0.0219615599452017,0.0439080452787599,0.0520856480802393,-0.0410029102085515,0.0393480551391316,-0.051588125457167,0.0495955935206833,0.0888285306845708,0.00216145436800881,-0.00911923497854643,0.0097679986893306,-0.0466503742377968,0.0266573742592543,-0.00143299256767799,-0.0227884347198808,-0.0199785114511201,0.0215102006016301,-0.0054177426138328,0.0530500116147637,-0.0044923445004527,0.0264173714128955,-0.00947130801117295,0.0452363862905215,-0.0181668797874788,0.0174790702535444,-0.00369025923923655,-0.00290063957789365,-0.0299624322688363,0.0105698635795665,-0.0135642579099895,-0.00278820784629147,0.00864898505800024,-0.0134867541624346,0.0221884411055786,0.00653004235313959,0.000839566868091786,-0.00227475430870465,-0.0133807284918212,-0.0173943425443209
