CREB1,AHR
EGR1,AHR
EHF,AHR
FOXO3,AHR
REST,AHR
RUNX1,AHR
STAT1,AHR
TCF7L2,AHR
EGR1,ASCL1
HES1,ASCL1
JUN,ASCL1
JUND,ASCL1
RORB,ASCL1
SIX1,ASCL1
BACH1,BACH1
EHF,BACH1
JUND,BACH1
RUNX1,BACH1
TCF4,BACH1
TEAD1,BACH1
ASCL1,BACH2
BACH2,BACH2
NFIB,BACH2
TEAD1,BACH2
GRHL2,BBX
SIX1,BBX
EGR1,CUX1
EHF,CUX1
ESR1,CUX1
MEIS2,CUX1
NFIA,CUX1
NFIX,CUX1
TCF7L1,CUX1
TCF7L2,CUX1
EHF,CUX2
JUND,CUX2
MEIS2,CUX2
NFIB,CUX2
RORA,CUX2
RUNX1,CUX2
TFDP1,CUX2
EHF,EGR1
JUND,EGR1
MEIS2,EGR1
NFIB,EGR1
RORA,EGR1
RUNX1,EGR1
TFDP1,EGR1
EHF,EHF
NFIB,EHF
RUNX1,EHF
REST,EPAS1
SIX1,EPAS1
ZEB1,EPAS1
FOS,EPCAM
HES1,EPCAM
JUN,EPCAM
NR6A1,EPCAM
STAT1,EPCAM
TCF4,EPCAM
BACH2,ETS1
FOS,ETS1
NFIX,ETS1
TCF4,ETS1
ASCL1,FOS
EGR1,FOS
JUN,FOS
REST,FOS
RORA,FOS
RUNX1,FOS
TEAD1,FOS
TFDP1,FOS
ESR1,FOSB
FOS,FOSB
JUND,FOSB
NFATC2,FOSB
RUNX1,FOSB
FOS,FOXO3
FOXO3,FOXO3
MEIS2,FOXO3
RORA,FOXO3
SOX9,FOXO3
EGR1,GLIS3
GLIS3,GLIS3
HES1,GLIS3
PBX1,GLIS3
REST,GLIS3
RUNX1,GLIS3
TEAD1,GLIS3
GRHL2,GRHL2
NFIA,GRHL2
NFIB,GRHL2
RUNX1,GRHL2
TCF4,GRHL2
ASCL1,HES1
HES1,HES1
JUND,HES1
NFIB,HES1
RORA,HES1
RUNX1,HES1
ASCL1,HIF1A
EHF,HIF1A
HSF2,HIF1A
JUN,HIF1A
MEIS2,HIF1A
NFIA,HIF1A
SIX1,HIF1A
TEAD1,HIF1A
EGR1,HSF2
NFYC,HSF2
TCF4,HSF2
TEAD1,HSF2
TFDP1,HSF2
ZEB1,HSF2
EGR1,ICAM1
MEIS2,ICAM1
NFIA,ICAM1
RORA,ICAM1
RUNX1,ICAM1
STAT1,ICAM1
EGR1,JUN
EHF,JUN
FOS,JUN
JUNB,JUN
RUNX1,JUN
TCF4,JUN
EGR1,JUNB
PROX1,JUNB
TEAD1,JUNB
EGR1,KMT2A
EHF,KMT2A
JUN,KMT2A
JUND,KMT2A
LMX1B,KMT2A
NFATC2,KMT2A
STAT1,KMT2A
NFIA,LCOR
RORA,LCOR
ASCL1,LMX1B
EGR1,LMX1B
JUND,LMX1B
MEIS2,LMX1B
ASCL1,MEIS2
EGR1,MEIS2
REST,MEIS2
RUNX1,MEIS2
EGR1,NCAM1
MEIS2,NCAM1
NFIA,NCAM1
NFIX,NCAM1
NFYC,NCAM1
RUNX1,NCAM1
TFDP1,NCAM1
ASCL1,NFATC2
JUN,NFATC2
MEIS2,NFATC2
EHF,NFE2L2
JUND,NFE2L2
MEIS2,NFE2L2
NFIA,NFE2L2
TEAD1,NFE2L2
EHF,NFIA
MEIS2,NFIA
NFIA,NFIA
NFIB,NFIA
NFIX,NFIA
RUNX1,NFIA
STAT1,NFIA
TCF4,NFIA
ASCL1,NFIB
HSF2,NFIB
PKNOX2,NFIB
STAT1,NFIB
TCF4,NFIB
TCF7L1,NFIB
THRB,NFIB
ZEB1,NFIB
HSF2,NFIX
NFATC2,NFIX
RORA,NFIX
RUNX1,NFIX
STAT1,NFIX
ASCL1,NFKB1
EHF,NFKB1
NFIB,NFKB1
RUNX1,NFKB1
EHF,NPAS2
JUN,NPAS2
TCF7L1,NPAS2
ZEB1,NPAS2
BACH1,NR3C2
BACH2,NR3C2
ESR1,NR3C2
JUNB,NR3C2
JUND,NR3C2
RBPJ,NR3C2
SIX1,NR3C2
ASCL1,PBX1
EHF,PBX1
NFIB,PBX1
PBX1,PBX1
RUNX1,PBX1
RBPJ,PKNOX2
REST,PKNOX2
STAT1,PKNOX2
TCF7L1,PKNOX2
TCF7L2,PKNOX2
CREB1,PPARG
JUN,PPARG
PPARG,PPARG
REST,PPARG
SIX1,PPARG
ASCL1,PRDM16
NFIB,PRDM16
REST,PRDM16
RUNX1,PRDM16
NFATC2,PROX1
RBPJ,PROX1
EHF,RARB
NFIA,RARB
TCF7L2,RARB
ASCL1,REST
HES1,REST
REST,REST
SOX9,REST
ASCL1,RORB
FOXO3,RORB
GRHL2,RORB
LMX1B,RORB
NFIA,RORB
FOS,RUNX1
JUND,RUNX1
NFIB,RUNX1
PBX1,RUNX1
RUNX1,RUNX1
STAT1,RUNX1
TCF7L2,RUNX1
TEAD1,RUNX1
EHF,SIX1
REST,SIX1
RORA,SIX1
RUNX1,SIX1
SIX1,SIX1
TCF4,SIX1
LMX1B,SIX4
NFIX,SIX4
NFYC,SIX4
REST,SIX4
RUNX1,SIX4
SIX1,SIX4
TCF7L1,SIX4
TEAD1,SIX4
ASCL1,SMAD3
EHF,SMAD3
PBX1,SMAD3
REST,SMAD3
RUNX1,SMAD3
BACH1,SOX11
CREB1,SOX11
JUN,SOX11
SMAD3,SOX11
