Generalist_NE,Generalist_nonNE,Arc_3,Arc_6,Arc_1,Arc_5,None,Start,Walk
0,0,0,0,17,290,1693,15576299514287070,1
627,0,0,0,78,408,887,15576299514287070,2
68,0,0,0,0,541,1391,15576299514287070,3
0,0,0,0,0,640,1360,15576299514287070,4
0,0,0,0,0,324,1676,15576299514287070,5
0,0,0,0,0,129,1871,15576299514287070,6
0,0,0,0,0,994,1006,15576299514287070,7
222,0,0,0,51,348,1379,15576299514287070,8
7,0,0,0,0,297,1696,15576299514287070,9
0,0,0,0,0,195,1805,15576299514287070,10
0,0,0,0,0,875,1125,15576299514287070,11
42,0,0,0,123,369,1466,15576299514287070,12
0,0,0,0,173,195,1632,15576299514287070,13
0,0,0,0,24,419,1557,15576299514287070,14
0,0,0,0,71,904,1025,15576299514287070,15
169,0,0,0,0,716,1115,15576299514287070,16
0,0,0,0,0,311,1689,15576299514287070,17
0,0,0,0,0,304,1696,15576299514287070,18
0,0,0,0,0,117,1883,15576299514287070,19
12,0,0,0,170,138,1680,15576299514287070,20
290,0,0,0,0,1243,467,15576299514287070,21
43,0,0,0,0,85,1872,15576299514287070,22
25,0,0,0,12,174,1789,15576299514287070,23
0,0,0,0,0,139,1861,15576299514287070,24
0,0,0,0,11,257,1732,15576299514287070,25
115,0,0,0,0,111,1774,15576299514287070,26
0,0,0,0,2,242,1756,15576299514287070,27
329,0,0,0,0,276,1395,15576299514287070,28
133,0,0,0,7,257,1603,15576299514287070,29
0,0,0,0,0,410,1590,15576299514287070,30
0,0,0,0,0,107,1893,15576299514287070,31
0,0,0,0,0,265,1735,15576299514287070,32
97,0,0,0,64,828,1011,15576299514287070,33
119,0,0,0,195,768,918,15576299514287070,34
523,0,0,0,0,33,1444,15576299514287070,35
0,0,0,0,0,142,1858,15576299514287070,36
0,0,0,0,200,563,1237,15576299514287070,37
0,0,0,0,0,290,1710,15576299514287070,38
0,0,0,0,0,428,1572,15576299514287070,39
0,0,0,0,0,213,1787,15576299514287070,40
0,0,0,0,0,93,1907,15576299514287070,41
17,0,0,0,0,1042,941,15576299514287070,42
310,0,0,0,0,487,1203,15576299514287070,43
0,0,0,0,0,91,1909,15576299514287070,44
33,0,0,0,0,529,1438,15576299514287070,45
546,0,0,0,14,760,680,15576299514287070,46
0,0,0,0,0,80,1920,15576299514287070,47
74,0,0,0,192,255,1479,15576299514287070,48
0,0,0,0,0,223,1777,15576299514287070,49
0,0,0,0,1149,82,769,15576299514287070,50
0,0,0,0,0,52,1948,15576299514287070,51
230,0,0,0,110,601,1059,15576299514287070,52
0,0,0,0,0,497,1503,15576299514287070,53
0,0,0,0,216,884,900,15576299514287070,54
157,0,0,0,0,76,1767,15576299514287070,55
25,0,0,0,0,811,1164,15576299514287070,56
24,0,0,0,28,225,1723,15576299514287070,57
0,0,0,0,0,104,1896,15576299514287070,58
371,0,0,0,0,190,1439,15576299514287070,59
0,0,0,0,0,324,1676,15576299514287070,60
0,0,0,0,138,243,1619,15576299514287070,61
0,0,0,0,418,262,1320,15576299514287070,62
0,0,0,0,0,561,1439,15576299514287070,63
0,0,0,48,0,314,1638,15576299514287070,64
0,0,0,0,80,123,1797,15576299514287070,65
22,0,0,0,180,104,1694,15576299514287070,66
46,0,0,0,88,341,1525,15576299514287070,67
145,0,0,0,110,544,1201,15576299514287070,68
0,0,0,0,20,331,1649,15576299514287070,69
238,0,0,0,0,555,1207,15576299514287070,70
219,0,0,0,0,155,1626,15576299514287070,71
0,0,0,0,0,300,1700,15576299514287070,72
351,0,0,0,0,537,1112,15576299514287070,73
0,0,0,0,77,336,1587,15576299514287070,74
0,0,0,0,0,549,1451,15576299514287070,75
0,0,0,0,0,432,1568,15576299514287070,76
0,0,0,0,22,61,1917,15576299514287070,77
145,0,0,0,63,478,1314,15576299514287070,78
14,0,0,0,0,356,1630,15576299514287070,79
0,0,0,0,0,418,1582,15576299514287070,80
0,0,0,0,243,305,1452,15576299514287070,81
0,0,0,0,0,199,1801,15576299514287070,82
0,0,0,0,0,256,1744,15576299514287070,83
40,0,0,0,0,412,1548,15576299514287070,84
7,0,0,0,87,277,1629,15576299514287070,85
0,0,0,0,27,141,1832,15576299514287070,86
400,0,0,0,0,239,1361,15576299514287070,87
17,0,0,0,281,469,1233,15576299514287070,88
0,0,0,0,0,431,1569,15576299514287070,89
0,0,0,0,0,362,1638,15576299514287070,90
62,0,0,0,0,362,1576,15576299514287070,91
0,0,0,0,94,280,1626,15576299514287070,92
0,0,0,0,0,406,1594,15576299514287070,93
182,0,0,0,0,136,1682,15576299514287070,94
40,0,0,0,406,792,762,15576299514287070,95
0,0,0,0,0,150,1850,15576299514287070,96
302,0,0,0,0,268,1430,15576299514287070,97
67,0,0,0,0,237,1696,15576299514287070,98
0,0,0,0,0,311,1689,15576299514287070,99
294,0,0,0,0,143,1563,15576299514287070,100
97,0,0,0,0,301,1602,15576299514287071,1
0,0,0,0,0,148,1852,15576299514287071,2
0,0,0,0,55,522,1423,15576299514287071,3
32,0,0,0,35,777,1156,15576299514287071,4
963,0,0,0,0,325,712,15576299514287071,5
17,0,0,0,0,97,1886,15576299514287071,6
402,0,0,0,0,370,1228,15576299514287071,7
0,0,0,0,0,185,1815,15576299514287071,8
210,0,0,0,264,174,1352,15576299514287071,9
0,0,0,0,0,199,1801,15576299514287071,10
55,0,0,0,0,164,1781,15576299514287071,11
0,0,0,0,0,41,1959,15576299514287071,12
0,0,0,0,124,1254,622,15576299514287071,13
0,0,0,0,0,347,1653,15576299514287071,14
718,0,0,0,0,150,1132,15576299514287071,15
19,0,0,0,0,88,1893,15576299514287071,16
0,0,0,0,0,662,1338,15576299514287071,17
0,0,0,0,0,161,1839,15576299514287071,18
221,0,0,0,0,425,1354,15576299514287071,19
0,0,0,0,183,290,1527,15576299514287071,20
0,0,0,0,0,135,1865,15576299514287071,21
0,0,0,0,0,230,1770,15576299514287071,22
0,0,0,0,0,110,1890,15576299514287071,23
285,0,0,0,248,986,481,15576299514287071,24
53,0,0,0,0,291,1656,15576299514287071,25
0,0,0,0,0,761,1239,15576299514287071,26
1074,0,0,0,0,434,492,15576299514287071,27
272,0,0,0,101,314,1313,15576299514287071,28
0,0,0,0,0,696,1304,15576299514287071,29
141,0,0,0,0,567,1292,15576299514287071,30
6,0,0,0,1,382,1611,15576299514287071,31
0,0,0,0,0,160,1840,15576299514287071,32
29,0,0,0,174,1009,788,15576299514287071,33
174,0,0,0,0,705,1121,15576299514287071,34
168,0,0,0,0,837,995,15576299514287071,35
6,0,0,0,0,799,1195,15576299514287071,36
186,0,0,0,0,187,1627,15576299514287071,37
49,0,0,0,0,829,1122,15576299514287071,38
0,0,0,0,0,100,1900,15576299514287071,39
1432,0,0,0,0,115,453,15576299514287071,40
4,0,0,0,0,353,1643,15576299514287071,41
0,0,0,0,0,594,1406,15576299514287071,42
453,0,0,0,0,105,1442,15576299514287071,43
256,0,0,0,27,690,1027,15576299514287071,44
0,0,0,0,0,450,1550,15576299514287071,45
18,0,0,0,0,108,1874,15576299514287071,46
104,0,0,0,0,142,1754,15576299514287071,47
81,0,0,0,228,402,1289,15576299514287071,48
244,0,0,0,0,690,1066,15576299514287071,49
0,0,0,0,0,220,1780,15576299514287071,50
153,0,0,0,0,221,1626,15576299514287071,51
0,0,0,0,0,436,1564,15576299514287071,52
7,0,0,0,0,200,1793,15576299514287071,53
253,0,0,0,0,280,1467,15576299514287071,54
0,0,0,0,0,403,1597,15576299514287071,55
262,0,0,0,0,200,1538,15576299514287071,56
29,0,0,0,0,787,1184,15576299514287071,57
0,0,0,0,0,144,1856,15576299514287071,58
0,0,0,0,0,688,1312,15576299514287071,59
0,0,0,0,0,1101,899,15576299514287071,60
0,0,0,0,0,144,1856,15576299514287071,61
0,0,0,0,0,115,1885,15576299514287071,62
161,0,0,0,0,342,1497,15576299514287071,63
0,0,0,0,0,31,1969,15576299514287071,64
0,0,0,0,0,562,1438,15576299514287071,65
0,0,0,0,0,906,1094,15576299514287071,66
0,0,0,0,0,587,1413,15576299514287071,67
417,0,0,0,0,503,1080,15576299514287071,68
6,0,0,0,0,416,1578,15576299514287071,69
178,0,0,0,0,343,1479,15576299514287071,70
261,0,0,0,58,295,1386,15576299514287071,71
1435,0,0,0,0,41,524,15576299514287071,72
327,0,0,0,0,177,1496,15576299514287071,73
418,0,0,0,0,689,893,15576299514287071,74
0,0,0,0,58,1074,868,15576299514287071,75
37,0,0,0,0,223,1740,15576299514287071,76
0,0,0,0,0,300,1700,15576299514287071,77
263,0,0,0,0,1017,720,15576299514287071,78
0,0,0,0,12,178,1810,15576299514287071,79
497,0,0,0,0,841,662,15576299514287071,80
321,0,0,0,16,149,1514,15576299514287071,81
248,0,0,0,0,434,1318,15576299514287071,82
0,0,0,0,222,1128,650,15576299514287071,83
146,0,0,0,0,234,1620,15576299514287071,84
131,0,0,0,0,424,1445,15576299514287071,85
0,0,0,0,0,97,1903,15576299514287071,86
264,0,0,0,136,567,1033,15576299514287071,87
164,0,0,0,0,170,1666,15576299514287071,88
500,0,0,0,0,384,1116,15576299514287071,89
21,0,0,0,0,586,1393,15576299514287071,90
0,0,0,0,0,42,1958,15576299514287071,91
0,0,0,0,0,652,1348,15576299514287071,92
0,0,0,0,0,77,1923,15576299514287071,93
246,0,0,0,0,367,1387,15576299514287071,94
0,0,0,0,0,977,1023,15576299514287071,95
187,0,0,0,0,635,1178,15576299514287071,96
295,0,0,0,0,959,746,15576299514287071,97
143,0,0,0,0,211,1646,15576299514287071,98
183,0,0,0,0,102,1715,15576299514287071,99
0,0,0,0,0,148,1852,15576299514287071,100
57,0,0,0,0,788,1155,15576299514289118,1
0,0,0,0,0,318,1682,15576299514289118,2
178,0,0,0,0,47,1775,15576299514289118,3
312,0,0,0,0,905,783,15576299514289118,4
0,0,0,0,239,842,919,15576299514289118,5
658,0,0,0,281,981,80,15576299514289118,6
