Generalist_NE,Generalist_nonNE,Arc_3,Arc_6,Arc_1,Arc_5,None,Start,Walk
0,0,0,0,219,0,1781,15577365203048414,57
0,0,0,0,244,0,1756,15577365203048414,58
199,0,0,0,372,15,1414,15577365203048414,59
384,0,0,0,215,0,1401,15577365203048414,60
48,0,0,0,220,0,1732,15577365203048414,61
152,0,0,0,107,0,1741,15577365203048414,62
889,0,0,0,73,0,1038,15577365203048414,63
0,0,0,0,333,0,1667,15577365203048414,64
538,0,0,0,172,133,1157,15577365203048414,65
0,0,0,0,416,0,1584,15577365203048414,66
0,0,0,0,168,0,1832,15577365203048414,67
205,0,0,0,143,0,1652,15577365203048414,68
560,0,0,0,282,0,1158,15577365203048414,69
512,0,0,0,378,0,1110,15577365203048414,70
0,0,0,0,191,228,1581,15577365203048414,71
147,0,0,0,234,393,1226,15577365203048414,72
84,0,0,0,158,51,1707,15577365203048414,73
190,0,0,0,59,0,1751,15577365203048414,74
0,0,0,0,256,432,1312,15577365203048414,75
176,0,0,0,575,49,1200,15577365203048414,76
58,0,0,0,225,0,1717,15577365203048414,77
17,0,0,0,301,154,1528,15577365203048414,78
0,0,0,0,22,223,1755,15577365203048414,79
0,0,0,0,142,0,1858,15577365203048414,80
0,0,0,0,391,59,1550,15577365203048414,81
111,0,0,0,323,24,1542,15577365203048414,82
31,0,0,0,218,0,1751,15577365203048414,83
273,0,0,0,287,0,1440,15577365203048414,84
284,0,0,0,184,605,927,15577365203048414,85
0,0,0,0,549,0,1451,15577365203048414,86
721,0,0,0,377,32,870,15577365203048414,87
215,0,0,0,7,0,1778,15577365203048414,88
1054,0,0,0,94,127,725,15577365203048414,89
453,0,0,0,160,255,1132,15577365203048414,90
142,0,0,0,120,12,1726,15577365203048414,91
107,0,0,0,428,90,1375,15577365203048414,92
0,0,0,0,198,91,1711,15577365203048414,93
0,0,0,0,211,886,903,15577365203048414,94
0,0,0,0,44,0,1956,15577365203048414,95
110,0,0,0,229,220,1441,15577365203048414,96
143,0,0,0,351,443,1063,15577365203048414,97
400,0,0,0,59,0,1541,15577365203048414,98
0,0,0,0,115,0,1885,15577365203048414,99
0,0,0,0,242,0,1758,15577365203048414,100
144,0,0,0,207,0,1649,15612549558360030,1
0,0,0,0,141,0,1859,15612549558360030,2
319,0,0,0,414,0,1267,15612549558360030,3
212,0,0,0,216,0,1572,15612549558360030,4
341,0,0,0,163,0,1496,15612549558360030,5
0,0,0,0,87,0,1913,15612549558360030,6
490,0,0,0,184,0,1326,15612549558360030,7
779,0,0,0,360,0,861,15612549558360030,8
36,0,0,0,142,0,1822,15612549558360030,9
131,0,0,0,266,0,1603,15612549558360030,10
18,0,0,0,213,0,1769,15612549558360030,11
156,0,0,0,266,0,1578,15612549558360030,12
796,0,0,0,723,0,481,15612549558360030,13
50,0,0,0,281,0,1669,15612549558360030,14
316,0,0,0,338,0,1346,15612549558360030,15
107,0,0,0,490,0,1403,15612549558360030,16
0,0,0,0,177,0,1823,15612549558360030,17
201,0,0,0,127,0,1672,15612549558360030,18
96,0,0,0,185,0,1719,15612549558360030,19
1276,0,0,0,278,0,446,15612549558360030,20
200,0,0,0,1342,0,458,15612549558360030,21
161,0,0,0,392,0,1447,15612549558360030,22
179,0,0,0,13,0,1808,15612549558360030,23
13,0,0,0,219,0,1768,15612549558360030,24
345,0,0,0,167,0,1488,15612549558360030,25
126,0,0,0,94,0,1780,15612549558360030,26
160,0,0,0,119,0,1721,15612549558360030,27
60,0,0,0,369,0,1571,15612549558360030,28
402,0,0,0,108,0,1490,15612549558360030,29
0,0,0,69,127,0,1804,15612549558360030,30
0,0,0,0,284,0,1716,15612549558360030,31
121,0,0,0,243,0,1636,15612549558360030,32
1276,0,0,0,611,0,113,15612549558360030,33
268,0,0,0,239,175,1318,15612549558360030,34
84,0,0,0,272,0,1644,15612549558360030,35
162,0,0,0,165,726,947,15612549558360030,36
0,0,0,0,53,0,1947,15612549558360030,37
207,0,0,0,387,0,1406,15612549558360030,38
136,0,0,0,43,103,1718,15612549558360030,39
99,0,0,0,9,0,1892,15612549558360030,40
238,0,0,0,480,0,1282,15612549558360030,41
56,0,0,0,291,0,1653,15612549558360030,42
332,0,0,0,53,0,1615,15612549558360030,43
4,0,0,13,326,0,1657,15612549558360030,44
1257,0,0,0,33,0,710,15612549558360030,45
767,0,0,0,646,0,587,15612549558360030,46
173,0,0,0,409,0,1418,15612549558360030,47
0,0,0,0,90,0,1910,15612549558360030,48
289,0,0,0,44,0,1667,15612549558360030,49
0,0,0,0,195,0,1805,15612549558360030,50
0,0,0,0,160,0,1840,15612549558360030,51
65,0,0,0,410,0,1525,15612549558360030,52
6,0,0,0,89,0,1905,15612549558360030,53
172,0,0,0,89,0,1739,15612549558360030,54
502,0,0,0,174,0,1324,15612549558360030,55
52,0,0,0,191,0,1757,15612549558360030,56
160,0,0,0,241,0,1599,15612549558360030,57
51,0,0,0,98,0,1851,15612549558360030,58
175,0,0,0,439,0,1386,15612549558360030,59
11,0,0,0,120,0,1869,15612549558360030,60
0,0,0,0,85,0,1915,15612549558360030,61
302,0,0,0,21,0,1677,15612549558360030,62
132,0,0,0,453,0,1415,15612549558360030,63
503,0,0,0,348,52,1097,15612549558360030,64
41,0,0,0,102,0,1857,15612549558360030,65
122,0,0,0,92,0,1786,15612549558360030,66
534,0,0,0,144,0,1322,15612549558360030,67
0,0,0,0,124,0,1876,15612549558360030,68
326,0,0,0,224,0,1450,15612549558360030,69
434,0,0,0,379,0,1187,15612549558360030,70
39,0,0,0,44,0,1917,15612549558360030,71
103,0,0,0,211,0,1686,15612549558360030,72
0,0,0,0,378,0,1622,15612549558360030,73
285,0,0,0,85,0,1630,15612549558360030,74
578,0,0,0,10,0,1412,15612549558360030,75
171,0,0,0,290,0,1539,15612549558360030,76
81,0,0,0,86,0,1833,15612549558360030,77
222,0,0,0,120,0,1658,15612549558360030,78
357,0,0,0,126,57,1460,15612549558360030,79
73,0,0,0,134,0,1793,15612549558360030,80
208,0,0,0,536,0,1256,15612549558360030,81
50,0,0,0,136,0,1814,15612549558360030,82
0,0,0,0,359,0,1641,15612549558360030,83
0,0,0,0,109,0,1891,15612549558360030,84
0,0,0,0,198,0,1802,15612549558360030,85
462,0,0,0,121,0,1417,15612549558360030,86
414,0,0,0,963,0,623,15612549558360030,87
184,0,0,0,175,0,1641,15612549558360030,88
47,0,0,0,78,17,1858,15612549558360030,89
43,0,0,0,159,0,1798,15612549558360030,90
137,0,0,0,177,0,1686,15612549558360030,91
346,0,0,0,226,0,1428,15612549558360030,92
532,0,0,0,59,0,1409,15612549558360030,93
0,0,0,0,255,0,1745,15612549558360030,94
171,0,0,0,506,0,1323,15612549558360030,95
1,0,136,0,157,0,1706,15612549558360030,96
678,0,0,0,288,0,1034,15612549558360030,97
0,0,0,0,348,0,1652,15612549558360030,98
7,0,0,0,380,0,1613,15612549558360030,99
507,0,0,0,222,0,1271,15612549558360030,100
76,0,0,0,31,0,1893,15612549575139294,1
535,0,0,0,104,68,1293,15612549575139294,2
260,0,0,0,393,0,1347,15612549575139294,3
651,0,0,0,217,0,1132,15612549575139294,4
277,0,0,0,20,0,1703,15612549575139294,5
0,0,0,0,129,0,1871,15612549575139294,6
170,0,0,0,325,0,1505,15612549575139294,7
210,0,0,0,62,0,1728,15612549575139294,8
51,0,0,0,108,12,1829,15612549575139294,9
672,0,0,0,240,25,1063,15612549575139294,10
505,0,0,0,230,2,1263,15612549575139294,11
113,0,0,0,485,0,1402,15612549575139294,12
78,0,0,0,631,0,1291,15612549575139294,13
112,0,0,0,23,57,1808,15612549575139294,14
162,0,0,0,6,14,1818,15612549575139294,15
0,0,0,0,28,0,1972,15612549575139294,16
178,0,0,0,307,0,1515,15612549575139294,17
200,0,0,0,123,0,1677,15612549575139294,18
63,0,0,0,274,0,1663,15612549575139294,19
0,0,0,0,171,0,1829,15612549575139294,20
0,0,0,0,135,0,1865,15612549575139294,21
0,0,0,0,218,0,1782,15612549575139294,22
301,0,0,0,37,0,1662,15612549575139294,23
0,0,0,0,408,0,1592,15612549575139294,24
179,0,0,0,205,117,1499,15612549575139294,25
110,0,0,0,177,0,1713,15612549575139294,26
348,0,0,0,62,0,1590,15612549575139294,27
244,0,0,0,96,0,1660,15612549575139294,28
773,0,0,0,526,0,701,15612549575139294,29
228,0,0,0,203,0,1569,15612549575139294,30
99,0,0,0,249,28,1624,15612549575139294,31
1093,0,0,0,34,528,345,15612549575139294,32
305,0,0,0,17,0,1678,15612549575139294,33
54,0,0,0,402,0,1544,15612549575139294,34
146,0,0,0,509,328,1017,15612549575139294,35
75,0,0,0,141,0,1784,15612549575139294,36
0,0,0,0,115,0,1885,15612549575139294,37
176,0,0,0,45,65,1714,15612549575139294,38
64,0,0,0,303,0,1633,15612549575139294,39
78,0,0,0,168,1376,378,15612549575139294,40
0,0,0,0,129,0,1871,15612549575139294,41
301,0,0,0,166,0,1533,15612549575139294,42
404,0,0,0,102,0,1494,15612549575139294,43
758,0,0,0,157,682,403,15612549575139294,44
0,0,0,0,120,0,1880,15612549575139294,45
127,0,0,0,99,0,1774,15612549575139294,46
397,0,0,0,395,24,1184,15612549575139294,47
182,0,0,0,39,39,1740,15612549575139294,48
731,0,0,0,88,0,1181,15612549575139294,49
282,0,0,0,320,50,1348,15612549575139294,50
627,0,0,0,257,0,1116,15612549575139294,51
85,0,0,0,408,0,1507,15612549575139294,52
557,0,0,0,274,0,1169,15612549575139294,53
4,0,0,0,158,101,1737,15612549575139294,54
328,0,0,0,34,0,1638,15612549575139294,55
13,0,0,0,43,0,1944,15612549575139294,56
892,0,0,0,84,15,1009,15612549575139294,57
220,0,0,0,7,1394,379,15612549575139294,58
311,0,0,0,62,0,1627,15612549575139294,59
0,0,0,0,62,36,1902,15612549575139294,60
90,0,0,0,138,0,1772,15612549575139294,61
474,0,0,0,139,590,797,15612549575139294,62
208,0,0,0,223,0,1569,15612549575139294,63
50,0,0,0,77,0,1873,15612549575139294,64
282,0,0,0,282,0,1436,15612549575139294,65
0,0,0,0,74,0,1926,15612549575139294,66
66,0,0,0,75,0,1859,15612549575139294,67
58,29,0,0,58,0,1855,15612549575139294,68
55,0,0,0,290,0,1655,15612549575139294,69
709,0,0,0,376,0,915,15612549575139294,70
722,0,0,0,244,0,1034,15612549575139294,71
452,0,0,0,103,463,982,15612549575139294,72
0,0,0,0,188,0,1812,15612549575139294,73
0,0,0,0,83,0,1917,15612549575139294,74
65,0,0,0,116,0,1819,15612549575139294,75
321,0,0,0,146,0,1533,15612549575139294,76
555,0,0,0,306,0,1139,15612549575139294,77
533,0,0,0,314,0,1153,15612549575139294,78
189,0,0,0,176,74,1561,15612549575139294,79
0,0,0,0,126,0,1874,15612549575139294,80
301,0,0,0,151,0,1548,15612549575139294,81
170,0,0,0,136,0,1694,15612549575139294,82
81,0,0,0,3,0,1916,15612549575139294,83
180,0,0,0,80,0,1740,15612549575139294,84
263,0,0,0,362,0,1375,15612549575139294,85
317,0,0,0,310,0,1373,15612549575139294,86
53,0,0,0,229,0,1718,15612549575139294,87
257,0,0,0,147,132,1464,15612549575139294,88
22,0,0,0,596,0,1382,15612549575139294,89
410,0,0,0,338,0,1252,15612549575139294,90
954,0,0,0,178,0,868,15612549575139294,91
1065,0,0,0,343,22,570,15612549575139294,92
1254,0,0,0,479,0,267,15612549575139294,93
470,0,0,0,70,0,1460,15612549575139294,94
504,0,0,0,448,0,1048,15612549575139294,95
551,0,0,0,55,0,1394,15612549575139294,96
582,0,0,0,283,0,1135,15612549575139294,97
0,0,0,0,108,0,1892,15612549575139294,98
133,0,0,0,137,0,1730,15612549575139294,99
183,0,0,0,428,0,1389,15612549575139294,100
