Generalist_NE,Generalist_nonNE,Arc_3,Arc_6,Arc_1,Arc_5,None,Start,Walk
0,0,0,0,0,129,1871,15576299514287070,1
0,0,0,0,0,132,1868,15576299514287070,2
0,0,0,0,0,59,1941,15576299514287070,3
0,0,0,0,0,159,1841,15576299514287070,4
0,0,0,0,0,170,1830,15576299514287070,5
0,0,0,0,0,35,1965,15576299514287070,6
0,0,0,0,0,59,1941,15576299514287070,7
0,0,0,0,0,187,1813,15576299514287070,8
0,0,0,0,0,40,1960,15576299514287070,9
0,0,0,0,0,162,1838,15576299514287070,10
0,0,0,0,3,184,1813,15576299514287070,11
0,0,0,0,0,267,1733,15576299514287070,12
0,0,0,0,0,154,1846,15576299514287070,13
0,0,0,0,0,110,1890,15576299514287070,14
34,0,0,0,0,104,1862,15576299514287070,15
0,0,0,0,0,156,1844,15576299514287070,16
25,0,0,0,0,84,1891,15576299514287070,17
0,0,0,0,0,56,1944,15576299514287070,18
0,0,0,0,4,176,1820,15576299514287070,19
0,0,0,0,0,70,1930,15576299514287070,20
0,0,0,0,0,562,1438,15576299514287070,21
0,0,0,0,0,195,1805,15576299514287070,22
0,0,0,0,0,176,1824,15576299514287070,23
0,0,0,0,0,66,1934,15576299514287070,24
0,0,0,0,0,145,1855,15576299514287070,25
0,0,0,0,0,83,1917,15576299514287070,26
0,0,0,0,0,57,1943,15576299514287070,27
0,0,0,0,1,163,1836,15576299514287070,28
0,0,0,0,0,132,1868,15576299514287070,29
0,0,0,0,0,85,1915,15576299514287070,30
0,0,0,0,0,319,1681,15576299514287070,31
0,0,0,0,0,297,1703,15576299514287070,32
19,0,0,0,0,123,1858,15576299514287070,33
0,0,0,0,0,170,1830,15576299514287070,34
0,0,0,0,0,113,1887,15576299514287070,35
0,0,0,0,0,54,1946,15576299514287070,36
40,0,0,0,0,80,1880,15576299514287070,37
0,0,0,0,0,93,1907,15576299514287070,38
0,0,0,0,0,75,1925,15576299514287070,39
0,0,0,0,0,129,1871,15576299514287070,40
