Generalist_NE,Generalist_nonNE,Arc_3,Arc_6,Arc_1,Arc_5,None,Start,Walk
78,130,333,231,0,0,1228,31138512896,1
207,0,228,0,0,0,1565,31138512896,2
202,0,200,0,0,0,1598,31138512896,3
54,0,57,261,0,0,1628,31138512896,4
257,0,301,118,0,0,1324,31138512896,5
143,0,69,0,0,0,1788,31138512896,6
90,347,189,0,0,0,1374,31138512896,7
21,0,98,0,0,0,1881,31138512896,8
386,0,235,0,0,0,1379,31138512896,9
119,0,156,0,0,0,1725,31138512896,10
299,0,86,0,0,0,1615,31138512896,11
147,0,121,0,0,0,1732,31138512896,12
124,0,195,0,0,0,1681,31138512896,13
190,0,202,0,0,0,1608,31138512896,14
192,0,136,14,0,0,1658,31138512896,15
161,0,0,0,0,0,1839,31138512896,16
148,0,291,40,0,0,1521,31138512896,17
238,0,40,0,0,0,1722,31138512896,18
157,0,297,0,0,0,1546,31138512896,19
88,0,2,0,0,0,1910,31138512896,20
249,0,0,0,0,0,1751,31138512896,21
343,0,336,0,0,0,1321,31138512896,22
94,0,0,0,0,0,1906,31138512896,23
136,0,20,46,0,0,1798,31138512896,24
159,0,565,0,0,0,1276,31138512896,25
131,0,73,0,0,0,1796,31138512896,26
54,0,87,10,0,0,1849,31138512896,27
74,0,304,297,0,0,1325,31138512896,28
117,62,28,0,0,0,1793,31138512896,29
157,0,271,170,0,0,1402,31138512896,30
274,0,285,10,0,0,1431,31138512896,31
106,0,0,7,0,0,1887,31138512896,32
228,0,49,66,0,0,1657,31138512896,33
87,0,2,297,0,0,1614,31138512896,34
328,0,384,0,0,0,1288,31138512896,35
45,0,55,18,0,0,1882,31138512896,36
371,30,105,0,0,0,1494,31138512896,37
169,0,4,0,0,0,1827,31138512896,38
208,0,704,0,0,0,1088,31138512896,39
204,0,25,338,0,0,1433,31138512896,40
235,0,675,0,0,0,1090,31138512896,41
50,0,144,135,0,0,1671,31138512896,42
150,0,37,0,0,0,1813,31138512896,43
91,103,654,234,0,0,918,31138512896,44
393,0,10,0,0,0,1597,31138512896,45
224,0,233,10,0,0,1533,31138512896,46
67,0,304,0,0,0,1629,31138512896,47
240,0,0,89,0,0,1671,31138512896,48
286,0,235,0,0,0,1479,31138512896,49
191,0,46,0,0,0,1763,31138512896,50
185,0,0,0,0,0,1815,31138512896,51
528,0,747,3,0,0,722,31138512896,52
272,0,0,0,0,0,1728,31138512896,53
199,0,0,0,0,0,1801,31138512896,54
49,0,181,0,0,0,1770,31138512896,55
276,0,0,0,0,0,1724,31138512896,56
338,486,269,228,0,0,679,31138512896,57
136,308,68,0,0,0,1488,31138512896,58
178,0,0,0,0,0,1822,31138512896,59
282,367,364,0,0,0,987,31138512896,60
302,0,223,0,0,0,1475,31138512896,61
259,0,5,830,0,0,906,31138512896,62
134,0,261,279,0,0,1326,31138512896,63
319,0,86,0,0,0,1595,31138512896,64
152,196,173,0,0,0,1479,31138512896,65
322,42,802,0,0,0,834,31138512896,66
96,0,7,0,0,0,1897,31138512896,67
290,0,781,55,0,0,874,31138512896,68
45,0,0,770,0,0,1185,31138512896,69
202,13,494,0,0,0,1291,31138512896,70
159,0,203,74,0,0,1564,31138512896,71
172,65,1611,0,0,0,152,31138512896,72
337,0,375,134,0,0,1154,31138512896,73
257,0,136,0,0,0,1607,31138512896,74
136,0,42,0,0,0,1822,31138512896,75
81,0,239,182,0,0,1498,31138512896,76
461,0,435,0,0,0,1104,31138512896,77
250,0,127,0,0,0,1623,31138512896,78
384,0,22,0,0,0,1594,31138512896,79
118,0,0,553,0,0,1329,31138512896,80
207,0,153,0,0,0,1640,31138512896,81
53,0,662,0,0,0,1285,31138512896,82
317,876,34,0,0,0,773,31138512896,83
160,0,0,0,0,0,1840,31138512896,84
284,0,0,0,0,0,1716,31138512896,85
354,0,1109,0,0,0,537,31138512896,86
232,0,271,0,0,0,1497,31138512896,87
99,216,1124,15,0,0,546,31138512896,88
190,0,285,0,0,0,1525,31138512896,89
336,127,145,0,0,0,1392,31138512896,90
483,0,114,54,0,0,1349,31138512896,91
124,0,0,0,0,0,1876,31138512896,92
45,0,400,0,0,0,1555,31138512896,93
