Generalist_NE,Generalist_nonNE,Arc_3,Arc_6,Arc_1,Arc_5,None,Start,Walk
0,0,0,0,0,110,1890,15576299514287070,1
0,0,0,0,0,518,1482,15576299514287070,2
0,0,0,0,241,111,1648,15576299514287070,3
0,0,0,0,0,164,1836,15576299514287070,4
0,0,0,88,0,49,1863,15576299514287070,5
0,0,0,0,0,192,1808,15576299514287070,6
0,0,0,0,0,70,1930,15576299514287070,7
0,0,0,0,71,39,1890,15576299514287070,8
40,0,0,0,0,166,1794,15576299514287070,9
0,0,0,0,0,444,1556,15576299514287070,10
0,0,0,0,57,341,1602,15576299514287070,11
0,0,0,0,25,213,1762,15576299514287070,12
0,0,0,0,5,872,1123,15576299514287070,13
0,0,0,0,0,516,1484,15576299514287070,14
0,0,0,0,18,283,1699,15576299514287070,15
0,0,0,0,0,391,1609,15576299514287070,16
40,0,0,0,0,510,1450,15576299514287070,17
0,0,0,0,0,334,1666,15576299514287070,18
47,0,0,0,0,203,1750,15576299514287070,19
0,0,0,0,114,366,1520,15576299514287070,20
4,0,0,0,3,497,1496,15576299514287070,21
0,0,0,0,0,294,1706,15576299514287070,22
62,0,0,0,3,152,1783,15576299514287070,23
39,0,0,0,0,159,1802,15576299514287070,24
0,0,0,0,0,70,1930,15576299514287070,25
0,0,0,0,0,216,1784,15576299514287070,26
48,0,0,0,149,82,1721,15576299514287070,27
0,0,0,0,0,446,1554,15576299514287070,28
0,0,0,0,0,337,1663,15576299514287070,29
0,0,0,0,0,210,1790,15576299514287070,30
0,0,0,0,0,289,1711,15576299514287070,31
0,0,0,0,0,74,1926,15576299514287070,32
0,0,0,0,0,103,1897,15576299514287070,33
0,0,0,0,0,99,1901,15576299514287070,34
0,0,0,0,46,512,1442,15576299514287070,35
16,0,0,0,74,462,1448,15576299514287070,36
0,0,0,0,272,127,1601,15576299514287070,37
0,0,0,0,0,317,1683,15576299514287070,38
36,0,0,0,17,499,1448,15576299514287070,39
61,0,0,0,0,216,1723,15576299514287070,40
368,0,0,0,0,540,1092,15576299514287070,41
0,0,0,0,0,275,1725,15576299514287070,42
0,0,0,0,0,538,1462,15576299514287070,43
0,0,0,0,65,512,1423,15576299514287070,44
332,0,0,0,3,325,1340,15576299514287070,45
0,0,0,0,0,346,1654,15576299514287070,46
0,0,0,0,0,625,1375,15576299514287070,47
322,0,0,0,0,182,1496,15576299514287070,48
0,0,0,0,44,442,1514,15576299514287070,49
54,0,0,0,0,262,1684,15576299514287070,50
0,0,0,0,0,77,1923,15576299514287070,51
0,0,0,0,0,124,1876,15576299514287070,52
23,0,0,0,34,995,948,15576299514287070,53
0,0,0,0,18,596,1386,15576299514287070,54
22,0,0,0,0,24,1954,15576299514287070,55
0,0,0,0,83,103,1814,15576299514287070,56
0,0,0,0,0,461,1539,15576299514287070,57
21,0,0,0,0,1310,669,15576299514287070,58
0,0,0,0,0,51,1949,15576299514287070,59
681,0,0,0,0,337,982,15576299514287070,60
7,0,0,0,0,128,1865,15576299514287070,61
108,0,0,0,76,179,1637,15576299514287070,62
422,0,0,0,3,289,1286,15576299514287070,63
0,0,0,0,304,102,1594,15576299514287070,64
0,0,0,0,0,240,1760,15576299514287070,65
10,0,0,0,0,219,1771,15576299514287070,66
0,0,0,0,107,300,1593,15576299514287070,67
23,0,0,0,0,180,1797,15576299514287070,68
0,0,0,0,0,273,1727,15576299514287070,69
