Generalist_NE,Generalist_nonNE,Arc_3,Arc_6,Arc_1,Arc_5,None,Start,Walk
161,0,331,442,0,0,1066,8964670488576,1
0,0,622,132,0,0,1246,8964670488576,2
0,0,225,145,0,0,1630,8964670488576,3
0,0,98,135,0,0,1767,8964670488576,4
0,0,170,279,0,0,1551,8964670488576,5
38,0,382,0,0,0,1580,8964670488576,6
72,0,503,11,0,0,1414,8964670488576,7
0,0,56,102,0,0,1842,8964670488576,8
0,189,205,0,0,0,1606,8964670488576,9
17,0,205,339,0,0,1439,8964670488576,10
0,0,399,256,0,0,1345,8964670488576,11
47,0,517,0,0,0,1436,8964670488576,12
0,43,224,311,0,0,1422,8964670488576,13
99,0,157,0,0,0,1744,8964670488576,14
0,35,273,0,0,0,1692,8964670488576,15
0,0,1510,55,0,0,435,8964670488576,16
10,0,507,0,0,0,1483,8964670488576,17
0,0,879,130,0,0,991,8964670488576,18
69,0,403,0,0,0,1528,8964670488576,19
0,0,279,0,0,0,1721,8964670488576,20
0,0,164,168,0,0,1668,8964670488576,21
24,0,390,82,0,0,1504,8964670488576,22
171,0,608,86,0,0,1135,8964670488576,23
40,13,627,5,0,0,1315,8964670488576,24
57,0,780,299,0,0,864,8964670488576,25
16,0,212,0,0,0,1772,8964670488576,26
444,0,969,46,0,0,541,8964670488576,27
0,180,292,316,0,0,1212,8964670488576,28
19,0,270,0,0,0,1711,8964670488576,29
0,0,124,0,0,0,1876,8964670488576,30
111,0,202,0,0,0,1687,8964670488576,31
0,0,644,0,0,0,1356,8964670488576,32
25,0,219,0,0,0,1756,8964670488576,33
0,0,365,78,0,0,1557,8964670488576,34
0,0,584,26,0,0,1390,8964670488576,35
55,0,419,0,0,0,1526,8964670488576,36
0,0,261,233,0,0,1506,8964670488576,37
0,0,358,148,0,0,1494,8964670488576,38
0,0,247,72,0,0,1681,8964670488576,39
117,47,446,1,0,0,1389,8964670488576,40
0,0,138,353,0,0,1509,8964670488576,41
0,26,596,15,0,0,1363,8964670488576,42
183,0,189,77,0,0,1551,8964670488576,43
0,0,304,0,0,0,1696,8964670488576,44
0,0,321,259,0,0,1420,8964670488576,45
0,0,136,0,0,0,1864,8964670488576,46
99,0,111,0,0,0,1790,8964670488576,47
113,0,1020,0,0,0,867,8964670488576,48
0,0,328,0,0,0,1672,8964670488576,49
149,0,880,74,0,0,897,8964670488576,50
288,59,618,8,0,0,1027,8964670488576,51
0,0,201,94,0,0,1705,8964670488576,52
0,0,196,0,0,0,1804,8964670488576,53
0,0,228,0,0,0,1772,8964670488576,54
0,0,193,70,0,0,1737,8964670488576,55
82,0,260,0,0,0,1658,8964670488576,56
124,0,227,313,0,0,1336,8964670488576,57
55,27,426,0,0,0,1492,8964670488576,58
277,0,269,0,0,0,1454,8964670488576,59
0,0,213,19,0,0,1768,8964670488576,60
0,0,198,20,0,0,1782,8964670488576,61
37,0,863,0,0,0,1100,8964670488576,62
13,0,240,401,0,0,1346,8964670488576,63
0,0,576,578,0,0,846,8964670488576,64
26,0,481,185,0,0,1308,8964670488576,65
0,0,328,0,0,0,1672,8964670488576,66
0,0,138,59,0,0,1803,8964670488576,67
146,0,409,0,0,0,1445,8964670488576,68
0,0,148,23,0,0,1829,8964670488576,69
46,0,519,0,0,0,1435,8964670488576,70
3,0,280,0,0,0,1717,8964670488576,71
0,0,350,30,0,0,1620,8964670488576,72
0,174,351,0,0,0,1475,8964670488576,73
134,4,354,0,0,0,1508,8964670488576,74
0,0,172,16,0,0,1812,8964670488576,75
69,145,456,7,0,0,1323,8964670488576,76
0,0,347,0,0,0,1653,8964670488576,77
139,0,332,0,0,0,1529,8964670488576,78
70,0,572,36,0,0,1322,8964670488576,79
261,0,334,644,0,0,761,8964670488576,80
0,0,132,313,0,0,1555,8964670488576,81
289,0,275,13,0,0,1423,8964670488576,82
0,0,558,0,0,0,1442,8964670488576,83
7,0,162,205,0,0,1626,8964670488576,84
0,531,93,0,0,0,1376,8964670488576,85
0,0,446,6,0,0,1548,8964670488576,86
0,0,134,149,0,0,1717,8964670488576,87
106,0,231,0,0,0,1663,8964670488576,88
0,0,159,0,0,0,1841,8964670488576,89
0,0,226,261,0,0,1513,8964670488576,90
0,0,223,0,0,0,1777,8964670488576,91
0,0,49,302,0,0,1649,8964670488576,92
4,0,1348,38,0,0,610,8964670488576,93
80,0,180,0,0,0,1740,8964670488576,94
0,0,267,110,0,0,1623,8964670488576,95
48,0,66,0,0,0,1886,8964670488576,96
0,0,259,0,0,0,1741,8964670488576,97
0,109,282,0,0,0,1609,8964670488576,98
25,0,260,6,0,0,1709,8964670488576,99
0,0,210,0,0,0,1790,8964670488576,100
0,52,737,0,0,0,1211,8964670488577,1
0,0,228,350,0,0,1422,8964670488577,2
0,0,980,185,0,0,835,8964670488577,3
30,80,296,19,0,0,1575,8964670488577,4
0,27,233,0,0,0,1740,8964670488577,5
0,966,236,0,0,0,798,8964670488577,6
0,14,98,251,0,0,1637,8964670488577,7
0,208,1391,39,0,0,362,8964670488577,8
6,86,284,49,0,0,1575,8964670488577,9
148,0,662,0,0,0,1190,8964670488577,10
0,92,45,0,0,0,1863,8964670488577,11
0,9,151,0,0,0,1840,8964670488577,12
0,269,690,0,0,0,1041,8964670488577,13
0,50,43,0,0,0,1907,8964670488577,14
0,47,1022,34,0,0,897,8964670488577,15
14,0,488,0,0,0,1498,8964670488577,16
0,0,187,0,0,0,1813,8964670488577,17
0,13,252,0,0,0,1735,8964670488577,18
